,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.07513046383414432,0.12483630385029518,-0.037100479530180155,0.015941700501910985,-0.009204236635706877,0.01439579990834998,0.12403359412020692,0.1317314504600034,0.14338116516811647,0.02247050741120799,-0.022634300018514117,-0.011269929861851284,0.15903295158322633,0.0345039439736447,0.12489672299328286,0.03890838551850375,0.06562775401554337,-0.022098596108252603,-0.03500715927936382,-0.039801321357615896,0.014072593708025138,-0.029263553956661387,0.09814713163014972,0.07814332538446192
RARRES2,0.08560726377234622,0.1100333210505521,0.025175732587556777,-0.0575166963826192,-0.10967225045477834,0.03514669478937787,-0.3003783988801407,-0.20782837069254434,-0.05265617420798832,0.12077849217509491,0.04896627696636485,-0.1631500389685539,-0.2522526395305664,0.06371528163406714,-0.06902945625877925,-0.021912180930866793,-0.021842289790359293,0.019618237358147637,0.0033305808834796246,-0.06534512271641012,0.02083392238326727,0.04092261099602867,-0.20373909836687165,0.13150101670288417
SEMA4A,0.010734060940420363,0.11953138952903827,0.0407774607258364,0.023513068204092602,0.01783674794197001,0.027487945583533603,0.16380616472913914,0.21289163623710924,0.13371186976218152,0.07460181015863927,0.04466991698391732,0.19831132035698518,0.34415171173953923,0.01930350762081206,-0.07204910343249624,-0.032974051734552354,0.040315238315331896,0.05111973060946855,0.03843604019207988,-0.09128678482847442,0.02513388715563635,0.025900422036077973,0.03769334233348009,0.035135888003362405
GDF11,0.08956061368364947,0.018813590573233674,0.09580663710429221,0.06875360668542706,0.05172992235294555,0.039290390875000095,0.028754597327420337,-0.2701379894418512,0.04936499731172699,-0.047183642995018225,0.010815458919936594,0.06972613194317163,-0.17819517604671511,-0.023492494180285116,0.01126252088160746,0.03171436882282362,-0.0014705128980287807,-0.08250376541777994,-0.0242877220519161,-0.013777104411853742,-0.013240816477559309,0.06901950656071475,0.043660837574458475,0.06948767047411675
GPC3,0.04370763055542966,-0.06089633238663128,-0.006408253451072322,0.1462233614703288,0.07850190791456972,0.0034623222345957156,0.07452627905621158,-0.3938039095548015,0.016203020551499882,0.006947144043347684,0.009533799400824779,-0.06095619821465557,,-0.040863793862028146,,-0.08181702955319146,0.037728754895379926,0.036521823295573,0.12401321451341286,0.0038574330711732044,,0.12380458723287546,-0.00156111429064753,
OSTN,,,,,0.11705418710165107,0.08302610321757058,0.029932107878544934,,0.03326272972597808,0.07323727354787243,0.02662281044017387,,,,,,,,,,,,0.08350797720037714,
GRN,-0.0434213922091478,-0.14549589755116513,-0.09398640381661566,-0.07608180564549133,0.03162412216171717,0.03183500131642891,-0.08045500299233663,-0.2794652467664373,-0.06687816253367043,0.04094553615464284,-0.06807714665370208,-0.38294112967720384,0.08328520867796681,0.05347555530688182,-0.15223851094161492,0.07587739884225018,0.02522064957825558,-0.05549933316324901,-0.04064327291957534,0.0014589903222030822,0.0024821624248051876,-4.859875498140885e-05,0.040141587005584164,0.01618370925242349
CALM1,0.05323003675263687,0.46816179513693224,0.1840875197889306,-0.0213897047014705,0.0728157332196607,0.018842041574722697,0.3880285579268032,0.45036169308299256,0.13638864184648225,0.0992762208055025,0.06047289274415141,0.6601672000529829,0.53840362210281,0.0664971245749559,0.03182932579228686,-0.05550348489329437,-0.015165204148847535,0.005589644213655064,0.07365211445093905,0.11503446407890346,-0.003948338994675345,0.027642709321728184,0.22879816478665116,0.31026580904633694
ANGPTL4,-0.026424277216787157,-0.43793246350236104,-0.16561844321581776,-0.05515268329927722,-0.1268147608036426,-0.06465734952821617,-0.17822076539948978,-0.015206675265697918,-0.000521618136864789,0.05959288054514594,-0.0012745829586383493,-0.20055223319029689,-0.28016953330902256,0.08218024972603495,-0.04425418362595415,0.0434512594357298,0.05845281114409444,-0.028903045660433377,-0.04338202752723723,-0.11801158831224325,-0.09107941139184493,0.07495989603353108,-0.1647016631046359,-0.18514492758183143
BMP8B,-0.005027928192182076,0.04503425717729678,-0.014807952796590217,0.034495472886316,0.0064819799795862365,-0.027556258909871373,0.0045659760803316,-0.25540911522475723,0.00862566833091143,0.024926105386852537,-0.004219400429730026,-0.19607787064205068,-0.09751147871105985,-0.0032839959992664873,-0.05737758909314274,0.06502221793309997,0.10989012734136214,0.0626502836298067,-0.02500325606494264,-0.059553342308723174,0.0068695295159557895,0.03418078724637476,0.01601647980441127,-0.042653346998720816
TNFSF4,-0.034584912240685814,-0.03546335791091929,0.015172135111509635,-0.02570229909310642,0.020374203027210706,-0.029636980101075672,0.006304337384731166,1.0437089536297925e-05,0.03728712555989091,0.004969284474246507,0.00630181366580888,-0.0415491137213497,-0.039016166794271646,0.08062354748669737,0.05286665700154945,-0.02007388525127508,0.11232390856021154,0.0025219604496750448,0.023546395545961416,0.03710300581378786,,-0.02223202571034393,-0.020502991335650696,-0.0556943396100571
RBP4,,0.11873206755471413,0.14991880584873105,0.09908043394091133,0.05186260759559401,-0.04017281192701519,0.3188454529731067,0.2761226725453968,0.18099656684067839,0.14041343729294423,0.14878021194645633,0.37788272293915737,0.5747107935118224,0.04441908002771373,-0.057539691713319234,,0.023738091014198874,0.05437375779112698,0.11647301516458436,0.0603117739251827,0.08666585947016706,0.08066729012245834,0.23229189947362108,0.20815045437960614
DKK3,-0.03362126499322274,0.4579399566848289,0.20103526658257925,0.03013889261128456,0.07914711789994902,0.04942360874676352,0.3031979589731734,0.43612535394166135,0.18362261193990076,0.1386425333749603,0.0510153424593934,0.5894389600568591,0.5569480390218352,0.0395839532805499,0.16102683741212082,-0.01950331268915287,0.05868331014506115,0.08693328947141109,0.06236435520472687,0.08587806712193657,0.04833993024270626,0.06650421881043103,0.2540660148081758,0.22466776063446364
COL11A1,-0.028377145832224566,,-0.11726152555736023,0.1362007212973185,0.03282226215190115,-0.032627370309697756,-0.12069272658586354,-0.3956082077221477,-0.057237345428279816,-0.01698338219902091,0.016766829152073604,0.10105871741080459,-0.05284907665433935,-0.06404188752359423,0.008594062677916037,,0.06335480717819066,0.02902325650068504,0.034033318359487676,-0.08420679959096533,,0.05060803419691043,0.02053379981403751,0.017406258331608353
COL5A1,0.01564847244606056,-0.2175450001711696,-0.16726229230212541,0.003395282788093829,0.0029507441580487875,-0.018053490231248654,-0.11013956190594779,-0.16391468026097725,0.059479194048439474,-0.07588727907927072,-0.04867304888969564,-0.20356578743784798,-0.16846268711137874,0.17181083652476498,-0.11261889827985502,0.02289019668378797,0.09147594036598496,-0.03879145017867917,-0.11434954695959429,-0.12740985916748762,-0.06127631966501049,0.014728722104243239,-0.043979347945163436,-0.03780198025220839
KISS1,,,,-0.021950839658038374,,-0.03674871255718957,,,,,,,-0.03943742946834781,,0.1388871509166783,,,-0.032481783633058654,0.07363312976528094,-0.012775703852354128,,,,
MEGF10,-0.07004612980178213,0.343018959565592,0.02833174173730861,0.0023817277028272,0.07742252734898245,0.056587545287071966,0.043859528660657926,-0.17726602523269339,-0.0983246419061586,0.02192389288260053,-0.05593284400484184,-0.20059736837452893,0.025337049182039162,0.06517920904639954,-0.12405918736157331,0.0093062903816587,0.028487306916283185,-0.017832642313198657,0.04018659424257341,0.039216061578380104,-0.0021353035453622214,0.06164495218300405,0.032949380492615116,-0.08375290121545471
CEACAM1,0.0844730523072924,,-0.030059441227955966,-0.014480082535878167,,0.01984966378368775,0.014500176119588898,,0.06455704425626746,0.07157078104667772,,,,,-0.06379344346584742,0.09613488740057054,0.07170155518601176,-0.011247842920021968,0.016388051997669822,-0.03312825209240374,,-0.029113862539097698,,
EFEMP2,0.03141526258877905,-0.22122822393179864,-0.03364967694796075,0.02571375064443333,-0.0372670216152753,-0.007618684198346981,-0.22511796744038345,-0.22293399220689186,-0.05459146833338083,-0.15827523202494265,-0.007908212036172785,-0.122787322091191,-0.333263365773052,0.10847039942857385,-0.049204280717511026,0.11954907761250981,0.10010399677278317,-0.006045583860208454,-0.030042492153349185,-0.08951688046913907,0.002390070991141628,0.03948302218210856,-0.0533112409905504,0.11786469499596748
