,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1,ZH916bulk
COL4A4,0.02841039692808285,-0.011131990746233484,0.02046824371116696,-0.010918497855290291,-0.020511576512348022,-0.02596818667223738,0.026192808890006913,,-0.020544619269546774,-0.031604309050561726,-0.029046479991054155,-0.007852828856952125,0.0606768954542213,0.04725935857978682
TAC1,0.027711636864552976,0.06675832341379923,-0.049228575266317756,-0.02451577990757471,-0.07753900143673118,-0.0019322478074694286,-0.01009933946864829,,-0.03640936496987585,,,,0.04462795419306533,-0.12365059831757291
RARRES2,0.027214586796494234,0.06363829114836507,0.05980209102781865,0.05993071902846621,0.13868608738545649,0.009613250175012047,0.024151773088353826,-0.053556893457191716,0.02667819946639419,0.02461893548815282,0.05253051978276072,-0.012090260179050839,-0.03441599986608091,0.01230900668100198
FGF7,,-0.010391623338532368,-0.003510205234696167,0.018005109728311854,0.13098718914192728,-0.0198024659551261,0.03339909758776837,0.1051264072442882,0.11482071598665845,-0.12994185210410245,0.013235520418211745,0.09814636233584444,0.03508752649889964,0.03257329607528551
HBEGF,-0.03553719903760715,0.04407230811746147,0.010008722382405178,0.06984308429504633,-0.007102882960047792,0.01094102808206351,0.04039226597997331,0.13555169679465176,0.06245785011127445,0.12778445490357923,0.04599601335124299,-0.003991683714936866,-0.012608962255130867,0.042128246358973234
CSF3,,0.00824647639742392,-0.06195020105357413,,-0.02170085315124136,,,-0.028459419611929226,,,,-0.043018036745699276,-0.029583414878826864,-0.023793353670515837
PI3,-0.022754965802329552,-0.03213658465211906,-0.030192238429159992,,-0.008890284453955778,,,,,,,-0.04700857684349529,-0.06427493240558939,0.05080193696423641
PCSK1N,0.06519651363509682,-0.021863296038213867,-0.0340423850511215,-0.044625696414565194,0.023352941474726593,-0.015860659484152426,-0.06904374130148205,0.0637479930058306,-0.04044896626860589,-0.09194589753490219,0.021407702573906524,0.03170915056890082,0.07289281857240128,-0.03423110974274768
NTS,,,0.04267907776573622,-0.013329005109307882,0.07772643127599577,-0.0013169241100599667,-0.02856421386800378,,,,,-0.0021725945850631645,-0.013512174965887778,
SFRP1,0.0035873850723012993,-0.030035586997201713,-0.021212497248374484,0.07164132712301141,-0.02361181568865589,0.01844736922688606,0.0026399748145892305,0.08667212343904569,0.0198809801254782,-0.008128523038280443,0.07475229543528258,0.03290496469216167,-0.042790993153502294,0.01944466773463844
CXCL13,,,0.014005075672384524,,,,,0.033978402729308785,,,,0.13427687801559857,,0.11239168869679417
MICA,0.0033394758533216275,0.008866451292013614,0.005289290645570419,-0.028291250543570057,0.05290454324979882,-0.026209630351544295,0.04555355658191304,0.021860710381452583,0.10895656216730099,0.0582500305569289,0.014056351595603277,-0.05103279992007147,0.04344044524295364,0.020732188001577966
TG,0.007077337969261884,0.05854553109707399,-0.02654578982742482,-0.015385185598828992,-0.010985657303924526,-0.014124677020439427,0.0016344453387601011,-0.03104601440886385,-0.005566029931997942,0.006920940428659656,-0.03740725665385351,-0.017430115821072935,0.005540049794350284,-0.041645615615410435
ADA,-0.022624212835771398,0.05637008750598346,0.01365371726880982,0.042655959152883366,0.051208563145546636,-0.0190159272511377,0.02654599619701261,0.07556527391859344,-0.004492351632205236,-0.02920200019288082,0.007867930206911667,-0.010140755367200117,0.11954557444672016,0.048044660396852006
LAMC3,0.03394282232050201,0.04661722421940554,0.05191579135251105,0.09925743091826215,0.061942902018663155,0.011648837603482974,-0.0022961287771680735,0.038678031205176336,-0.023605224224319495,-0.05356952984272301,0.05580653496856635,0.06761253656609811,0.05930432998349385,-0.03053824285296335
CCL7,-0.013758080298612627,0.0421633479976628,-0.014728450357746042,,,,,,,,,-0.01966037723045089,0.07738712674358317,-0.03530339283494835
NGF,-0.023621940659021918,-0.03682279363734175,-0.004498327739781872,-0.014681593629974038,,,,0.04428680891597223,,-0.030284691145652607,0.09831602813326232,-0.0028569083466900634,0.01977743688012987,-0.0125976767088896
TNFSF15,,-0.014066040110416666,0.10620662121597756,0.023290683761008214,,,,0.15199858230982743,,0.04138593874096808,0.02551690045581313,-0.019166660129731956,0.06855913742042714,0.02040713919409462
HMGB1,0.01366115291991765,0.03073293173740477,0.031698410691492054,0.11683735702613843,0.12812925501049832,-0.019109439200844583,0.04562805037473381,0.10175787299237313,0.020602422310169722,-0.037751946555987834,-0.04053315848553819,0.019809789968144254,-0.02105795560071672,0.025430821455977536
ITGB3BP,-0.052421178680942544,0.02371229694977583,0.0032604193584505193,0.1191472913740629,0.07639578830858139,-0.02252324571488152,0.07026044122939723,0.0651495522599872,0.06017170903207512,0.028841194578402438,0.08938289487123187,-0.01949215869866342,-0.022065069114688553,-0.07181842815491074
AANAT,0.050465787197709173,0.027101349450279588,-0.01859397048326453,,-0.01957475680918388,0.0025956278608299864,-0.01876498249443452,,0.06793120157512822,,-0.023928520522617337,0.034322930970457445,-0.007360550229859025,-0.028447754131817073
RELN,0.06822515128698084,0.03935846890563099,0.021666745050641343,-0.03334055460426194,-0.057438478254746246,-0.012085490915360571,0.03326991969546729,,0.009780963258163652,0.07325934713980624,,,,-0.013896938724233662
IL15,-0.01538508789347045,0.07134033381610518,0.018220905432226042,-0.01268473787731108,-0.004859268512325333,-0.021205790412375487,0.012550915242742572,-0.0332807515168601,-0.017951443970327528,0.01950198209848685,-0.04044968055556857,-0.03159848995287325,0.04442914679915923,0.011799951772532036
UTS2,,,,,0.017523237667550946,,,,,,,-0.014687677419905973,,
BSG,0.08359940600992641,-0.0408645755922693,0.014297760724861004,0.026569065534976427,0.011373090306194633,-0.03539899724953867,-0.006014142797690163,-0.025588827646980887,0.014936206733664817,0.04975286936752302,0.028730200873115855,0.04069091330485215,0.07059322769781058,0.009994038787661318
ADAMTS3,-0.029801049649264718,0.01804002477977317,-0.02168638172121108,-0.020431443185400064,0.11686006707162745,0.008777662538619885,0.06910975455254376,-0.0023413311490394183,-0.02982950618760338,,-0.0286519673014673,0.05461084684461689,0.007992323312783985,0.023157412485831752
CD34,0.0029892358040223615,-0.008230520229937675,0.027004006516650376,0.10145579720454827,0.04215189364215113,0.016077404567317273,-0.0267501315147722,0.06640772122354213,0.027511364847533158,0.011431144899467099,0.007766310935461282,0.03904371408630725,0.05566787855068784,0.056447200257088964
CCL23,,,,,0.013036411952951884,,,,,,,,,
PLAT,0.05597555352800522,0.033718581678818624,-0.034140703891111936,0.06804137775008214,0.11117711121571165,0.015778268214748425,0.047042753440516887,0.04312996345617963,0.02776130696965212,0.011423162369100893,0.008905027530109612,0.046777293136314554,0.08182556264987054,-0.00303338412936487
NTF3,,,,,,,0.0077371774834356834,-0.0386041677992714,,,,0.08313589262297356,,
LTA,,-0.030035585592089745,,,,-0.009031379134747263,,,-0.017951446186262147,,,,-0.015077501907122553,
CKLF,0.0642547334627368,0.04524297177152786,0.08555708632147395,0.08038406404627871,0.12900615542186233,0.04532878511960316,-0.017895187313801936,0.08541056893404055,0.023294118072818,-0.02521686986698333,-0.022767655573380122,0.05477345447814467,0.05409413620385324,0.07926854997787242
APELA,,,,,,,,-0.033409733741839504,,,,,,
CD24,0.0072593895705706495,-0.027757963416781915,-0.0077218027956692135,0.0869319092490755,0.03032818203070072,0.020407735992381288,0.05691287696832578,0.10042289876915828,-0.014075208699481156,-0.05669561707180944,0.07033108673813325,0.04040869200967768,-0.012648531570690829,0.014718068636166601
HSP90AA1,0.02397824145162964,0.021727199007772324,-0.06829612637348789,-0.1107311987400098,-0.1130484102313144,0.027267329171348307,0.03163859473045465,-0.001875886767233454,-0.038042825848443367,0.025773276874075973,-0.003244518761188723,-0.06717666690099663,-0.07108483147672241,-0.05667588954738537
BMP4,-0.032317771114878,-0.002254706669116061,0.036115172035192794,0.12289065862675624,-0.023140952976030867,-0.009215497157687103,0.09811536743034703,-0.05636036386995768,-0.01529648625550106,-0.03015070344539595,0.058209882404364144,0.059162352366469294,0.09428861913158211,0.04469717768064483
SCGB3A1,0.01113773922599348,,0.04713799391185199,-0.01619229224663965,,,0.0024775504350935105,0.05182746918146201,-0.012526281750826535,0.09348032398411232,,-0.029923925284926555,0.03208945235954865,0.02924883233464056
IGFBP4,0.013982653328250284,0.011152270128378109,-0.004531231865349871,0.07679878537983992,0.028580696305563685,0.034001801411257436,0.0830873465849596,0.08434381739712053,-0.007618157524043364,-0.005703887787131864,-0.04667047571595063,0.02968937024371849,0.03991997361727054,-0.05381957447313331
RSPO4,,-0.012497029998371677,0.033764305229988634,,,0.041996224398704846,0.021164472958350136,,0.030016184019300535,-0.039598476636514786,,,-0.020368170379608447,-0.02149306360151176
LEFTY2,-0.04002881603994343,0.00609224139932399,-0.000762720236052112,0.06591022134262764,0.07120920357404699,-0.04359862147358895,-0.01735608238086575,0.05535057572918142,0.009098818733744877,,-0.03057862128978845,-0.016689433906746872,0.11324086760686598,0.009440273266172866
PF4,-0.014271798387719678,-0.005478585325928845,,,,,,,,,,,0.05445808689813702,0.045810485870258336
ANGPTL2,0.04078361669163264,-0.007038861508816913,0.05964485903770793,0.1400461971005296,0.12413576070382801,0.011790132139970884,0.05268616322658162,-0.04764240563459816,0.04372909146744257,-0.02735179862050815,0.020773051150347062,0.0845675048661205,0.017262180923073463,0.034634479334717395
LRIG2,-0.004500441379598911,-0.04677851907568898,-0.0068324442194891005,0.08328442597463112,0.12203318031576584,0.011624937076999907,0.007715256528071354,0.0042719554841628045,0.07572921526362275,-0.04453902320420106,0.04486718633248806,0.0895290980043382,0.0849413532760719,-0.009499503411004374
ICOSLG,-0.01076006574131091,0.015341568973466703,0.06529744372392049,0.10716123479374784,0.08260423553797192,0.04374479485060072,0.05969766850258878,0.03947856595943222,0.10269497526477894,0.02405595472278506,0.024806195855121185,0.08600511245450941,0.0373626524069116,0.07158452049280134
WIF1,0.026599958234665235,,0.0006972100449732151,-0.09063795580122698,-0.09589444472256488,-0.01947938831364011,-0.02978585431568789,,-0.0423031234374257,,,,,-0.04190529695079699
NPPC,0.05030941747648218,-0.03171722217446292,-0.012108610028417987,-0.03106485543315152,-0.045322544092455216,-0.008604236828208977,-0.02199766353861549,,0.06846577368755476,-0.069007813026425,-0.02865191227364837,-0.0001828824692214217,,-0.008685904436840464
LYZ,-0.04414338019761337,0.03275277565662442,0.024942774791483432,0.014459182301293004,0.031131486010711463,-0.012249908654867817,-0.06254912771988029,0.005166595375333634,-0.0243651080560865,0.006863012539476982,-0.030280210934488155,0.09275659798496734,0.0010703423959224933,0.04200644492095879
EREG,,,0.057575147655683286,,,,,0.040758875078824336,,,,0.07979870601746421,-0.054348646232916964,-0.03235161844644351
SPTAN1,0.07300060289814529,-0.023424214149517522,0.037392227974884555,0.029947339929227008,-0.038145363751533205,0.060563919847784684,0.017703891267342318,0.04911030624685034,0.018112885447264804,0.08211881586119715,0.007134593303344302,0.04173687640673719,0.07573463801304767,-0.010467570642054586
LIPC,-0.017472432494445415,0.010797109082567025,-0.009535899974989744,0.05510541941960188,0.12575249576714426,0.011941024682594788,,0.07419688742928925,0.033667975557002364,-0.06281529256126256,-0.05887035489193269,,0.10777675606432596,-0.04382053115083308
COL8A1,-0.010482159742422904,0.035312697037849214,0.019765268488330434,0.10874247841489233,0.03327378529066697,0.013357493818773866,0.06816776438765075,-0.07619271224421172,0.04343776622487722,-0.07650064550818399,0.026471009385826753,0.0732659668069352,-0.014774314792851451,0.027794351083842633
GSTM2,0.0033005150072631956,0.03486349552371403,-0.015312945601859973,-0.010726653908345507,0.01681838351611472,0.0008438405698012165,0.0499153604508869,0.10519966032869077,0.0011536105658551939,-0.020152936276098345,0.007918051856083692,0.02953456173764109,0.05817268498713938,-0.0037548757318466163
SPX,-0.015408013984688834,-0.06020833523051258,0.04717743937524022,-0.035469492134471904,-0.014377358903691474,0.0006112884216053469,0.05052129832893618,,-0.040482478993155865,,0.03433998851247634,-0.019822497967306736,0.07755411782564116,-0.05991872715943081
MFGE8,0.03279392425845615,0.023611877049484115,0.011149090168682992,0.016187995494400906,0.007151043418600329,0.0037381012111723797,-0.034300988048531274,-0.03022688722804008,0.01722189180695327,0.04394607075344677,-0.01245278292072844,0.024218620730364307,0.05567457985858048,-0.0007189504314893851
TGFA,0.005398130488973678,-0.05653497510428736,-0.01988493692435342,0.08586087870001699,0.0516552286291933,-0.02918035278741441,0.07047080822827104,-0.0201136913411404,0.03639772668286123,-0.059153232883687804,0.07423236874404597,0.00721454530079111,0.0686664557593993,-0.014384590742509648
SLIT2,0.02504113632014822,-0.02433553323717458,-0.021486444097570334,-0.031922896631368956,0.0043688772434997926,-0.019936967556764634,-0.0158593317105308,-0.039687837675857755,-0.032022093729492274,0.11473962013007051,0.03632021038882606,-0.007282748796491285,-0.0013930643104940342,0.01578046816260573
PLTP,0.0011547302730596984,0.04071098133935509,0.01929985048047089,0.051416554955298024,0.06177055189876583,0.011615542678455801,0.055692549935444,0.03549649895997672,-0.020751158253819686,0.028491736578729082,0.05637947671652624,0.016948067668588487,0.07433647401339726,0.014050834269154181
APOD,0.026992815043435744,0.051970509424229074,-0.026514603168048316,-0.034511608524749375,0.06424360898315956,0.015275585846771364,0.006456246778159425,0.07406842055797276,-0.010914146114676532,0.014463233777799967,-0.06730247842762695,0.0945981450848562,-0.027918536624083258,-0.04785870743837563
B2M,-0.01741042719882665,0.11554744318637733,0.024871745105722275,0.08591365233839549,0.09091169191420995,0.07702032232507726,0.055344509372160906,0.10533867106777056,0.03628014062887681,0.09005038961427349,-0.02754574869997014,0.10445233033973148,-0.041148146901986864,0.10454487519399534
OMG,0.055064161973430836,0.014247008096619088,-0.05319756014273399,-0.03888759349786362,0.015147185475585067,0.04873421518975472,0.022791573367490412,-0.015175447762592113,-0.028368779707159553,0.07275669359963345,-0.011767238417615433,0.045312180861290415,0.12125927780492808,0.02871073151025011
CXCL3,-0.02489111700073637,-0.025720997379451205,0.0006249619683745195,,-0.025700719966531477,-0.010457743700326113,6.498135581885967e-05,0.11356391656407985,0.0907701755788103,,,-0.027846301335719453,-0.018372185594277703,0.006434083889444736
CXCL10,-0.07191508938210574,0.014484447967241897,-0.03499827221103065,0.08731734411871156,0.08304033817488381,0.07921029029432618,0.019563534326931916,-0.020678102170169653,0.013453827475416834,0.03447510283612416,-0.03864798555055964,-0.020301861672912442,0.11753676224075743,0.01918340236797625
RSPO3,-0.018688602114401074,0.07407956785574323,-0.024743138616224392,0.08887737877662812,-0.032142788619944476,-0.030122270305764403,-0.03406555650836612,,-0.01350981598901015,,,0.052752185337923696,-0.017055819300616303,-0.020297431310914136
CORT,0.01744256705419949,0.05350315923760336,-0.030029534558583492,-0.029183720447789042,-0.008562214882588263,0.011645317163101266,0.014381906491362414,,-0.016210810977443077,,,-0.022418032910983224,,
NCAN,0.07197386967753971,-0.035630912530979865,-0.05771460233521622,0.07893654463529072,0.08900335180222306,-0.004826572295390232,0.030237453263908514,,0.07923262359564563,0.09395382021712369,0.03598012658374399,0.038373835672838176,0.0567558989049352,-0.08095761854110348
PRG4,-0.004366437355602411,0.0013983796278079271,-0.017715998416786248,,-0.027844387718899393,0.012081230078396838,,,-0.015795208146118567,,,0.05982466344606807,0.07807713958044371,-0.03911160663867645
ZG16B,-0.01907830301265522,0.01631245243425864,,,-0.004387771755767245,0.015190034643879897,,0.001293945072214166,,,0.08367292593407577,,0.05000024282749624,-0.023972325909404863
TGM2,-0.02568680742583567,-0.043655506858145246,0.011507905587895956,0.03903309799127077,0.02094854237035379,0.013990644285136225,0.005713463733241345,0.0263049434428999,0.015463099976344635,0.01226132816704843,-0.05483914627418533,0.019173799659088806,0.020235523336500912,0.014959782016498332
VEGFC,-0.02627071828856923,0.031317949888090356,-0.02727079207783879,-0.011826919551991446,0.007081083709720026,0.011119497219061211,-0.030452276877294328,0.022899214921243263,0.06655700215506367,0.12701827545523675,-0.03447953581361516,-0.02530177605520028,0.0849537590624907,-0.05365487878905886
WNT6,-0.02219835841197744,0.09099437362499507,-0.02441094021860613,-0.013010632617045681,0.08721409563701256,0.006425326520055083,,-0.030228165219621878,0.010369568416447095,,-0.02529708219850513,0.05924413673153918,-0.029573451081258303,-0.024770604881169198
NRG4,0.04032198693077675,0.05172319047543648,0.0803486970736526,-0.015927419489145358,0.07881449635038748,-0.033131811835572074,-0.020462512520798937,,-0.01880543966796576,-0.03160427418821394,,,-0.03145950106473173,-0.023311054606247685
PMCH,0.0781491991768158,-0.008655321240930863,,,,0.02918419769608724,,,,,,-0.019983420122863478,0.011637465570038242,-0.02575993266090692
COL9A1,0.11058300816180308,-0.029788164093582682,0.016642505403593497,0.13339840337302972,0.08375249120234525,-0.021158694308583442,-0.0165163652756435,,0.009854028209858352,-0.0910429815079792,-0.06630285141371087,0.06241333777061673,0.09672013261940107,0.12833461422117415
GDF11,0.0497577856474943,-0.01169764408760553,-0.014046348824218262,0.044292367859974015,0.0303054144526359,-0.0029746789879071846,0.03585268940888796,0.05947306071922455,0.08836875924136398,0.006584945379604245,0.04646887670852626,0.005682850710219721,0.05837190008486187,-0.004170932554024393
RAET1E,,,,,,,,,,,,,0.001695738384019924,
IL24,,,,,,,,0.07454518772543435,,,,-0.014899156504525035,,0.0055832625482901705
SORBS1,0.007610615500407112,0.005411712909271117,0.0324265411770247,-0.0012327596514341902,0.00820765734721549,-0.01528112974504789,-0.005545652125507709,0.05975324108056722,0.003440056895308537,-0.02050317067185634,0.04851868405127833,-0.022947934991082813,0.00041233503699201134,0.0003520151391402626
DLL1,0.02273740566617953,0.03760138559036011,0.0018502123992428586,0.07428516821317553,0.09951749157576709,0.05730449199217031,-0.018717840134932093,-0.017450769272157118,0.07627901661649461,0.06626859373181124,0.041790311887186155,0.0195169068861004,0.0471639069349461,0.012436032924156131
TLN1,-0.006707349282827318,-0.008524847593926578,0.0420407383042931,0.07915739335967596,0.07820227564520005,0.013023064070997596,0.03842040846521839,0.030315594014906543,0.05132077022803124,-0.08168013331354408,0.03674587773397854,0.011120064454997556,0.007121362884815273,-0.006885048746439432
COL2A1,0.019393879342898556,,-0.015823074134937578,0.03835400289559453,-0.02570072871277132,,,,-0.013124870614277978,,,-0.004635305119620557,0.04710549326077886,-0.03356132315920989
SHH,,-0.012456386083243542,-0.031179394997679112,-0.015385187243561782,-0.020203895570083973,0.009474561578037667,-0.018173879199612046,,-0.012526280655951532,,,0.025041724039252783,0.09829759212699934,0.025841086309563444
PON2,0.09113592277977546,-0.01442553588217894,0.057626923350081675,0.01879442395009798,0.14398312398637342,-0.03380458474409001,0.015099620728024458,0.08323698952909316,0.07106257618576388,0.03328462351609793,0.03779388232210573,0.06663487611755826,0.07233358091773807,-0.006130711600512141
ICAM5,-0.006261425856265129,-0.02162497150155872,-0.006201694621132439,-0.013418053157709598,-0.042569902162118534,-0.029357845261776983,0.006409577023593688,0.08104825109470244,-0.024463149489304996,,,0.02847505617125651,0.016837214257700666,0.044106311552952505
HPX,0.0077595172957410415,0.00012227571413522175,0.04677321529994653,0.15752973408714854,0.006678314165993084,0.00010538008758355167,-0.01582844465485016,-0.032041536473089785,0.03230140885380606,0.031384277797198594,-0.009345070232216805,-0.0259286173088506,0.12014397598651072,0.08071633113965462
SFRP2,-0.01829140259234844,0.028353534692684312,,0.053359987436242304,-0.020511570472433988,0.05287413240857672,-0.0005223957270653158,0.030198906610370915,-0.024573357002416387,,0.006739641865337077,0.07185941868908707,0.081972411904588,0.06628651834927961
CFC1,,,,-0.02198478657258461,,-0.021703897181971448,,,,,,,,-0.03296144235375953
CD70,-0.033417939770350576,-0.033770913385815955,,,,-0.04048536747851625,,0.06202526386228289,,-0.03429981334314937,,0.007380323735721534,0.10353039087705103,-0.03356996222847402
HP,-0.05638556238413881,-0.04486298328574482,0.0041321862870356985,,0.04301242536250711,0.02758592196682303,-0.004474468546671979,,0.11073709698246884,-0.06417014105883195,0.006237886569235985,0.05325444549438784,0.00017471541172950597,0.02608139150802484
CXCL2,-0.049807337469691425,-0.007463354408424419,0.003681603736567704,-0.0021025627953244366,0.07214633087970403,0.02795248838717123,-0.021997661817010423,0.055111847639066014,0.002641312481680135,0.17809257119172087,,-0.0146565038194392,0.05252519087505136,0.06741567861243057
NPPB,-0.01774925338076398,-0.06168901136494613,,,,0.010396934828492235,,,-0.016119640680379545,,,0.033498994262864526,0.02462167587121402,
CCK,0.040209566610554935,0.027144344964911023,-0.04306006522886475,-0.09062282303920485,-0.09942315098921498,-0.05261875464488943,-0.05956677696419717,,-0.012953258211257812,,-0.03310761477437873,0.054966264467707256,0.0506514397366583,0.018453915887189882
SEMA6A,0.014000862257610177,0.023427699491056816,0.03502946499637197,0.03744291946749358,0.10164519601534903,-0.036215978334515585,0.033508404221628436,-0.02695570707058251,0.0236905902316002,-0.03601431632988512,0.04254310667573839,0.05873717932904926,0.02582531804125866,0.009040065711719997
IRAK4,-0.03578320696715595,0.0751443875745382,0.009144606927643758,0.08882900698458158,0.04195504531029592,-0.02998864334667395,0.04610377046464323,0.04252569669933139,0.032140593391459936,0.09163925254348583,0.042971750977998956,0.0397197551693925,0.06835095768555836,0.032033222200782835
GSTP1,0.07130838583756019,0.04692476499464134,0.005040442078965353,0.03930832237825178,0.10645939418165438,0.01530092640535283,-0.01673945919511106,-0.031471583640225835,0.05467709693403343,0.08609212760971824,-0.02229612040616682,0.02279084566852293,0.03272043322303433,0.09414077070097765
VCAM1,0.03238684043045941,0.027575423824676558,0.04596542496611469,0.05066597177677471,0.0797342880531869,-0.004817116960406396,0.04412593967096285,-0.043119494164104245,0.048601103650560154,-0.03679136566704145,0.024601342535515262,0.011096469287736046,0.08044489063548389,-0.02908398565956924
NXPH3,0.028150199898810024,0.043025173994093606,0.033683795477823415,0.10419950894280221,0.08673987853785163,-0.04179177934423196,0.01790279408200387,-0.03216785114152046,0.0360729449890738,0.017414341063322118,0.08343489918425434,0.06774765158560982,0.11482913076968042,0.12551817497846404
MTMR4,0.012133968276423244,0.007201292511129199,0.025595750518492288,-0.015133487162146981,0.04138860191356791,0.02481769095037834,0.021722237101852625,0.017464201621334764,-0.04584170326172843,-0.037675345460968034,0.0010020052753087869,0.03885327623777519,0.056678924118365635,0.034177094304252
LAMC2,0.010817597268885598,-0.02088516636614606,,-0.017826671605383534,,-0.023924941880613063,,-0.024761214849915253,,-0.0010418675082062973,,-0.018317153783653468,0.017791886613903525,0.03472306754828441
IL10,0.031184679995770806,0.040461801255360315,0.05059332959288365,,-0.033725094422268696,0.05922045580658286,,0.03966730843537865,-0.014429370148811958,-0.01924270370576355,0.06341626223447856,0.033455970924599295,0.03914982597513815,0.021530841612772092
SEMA4D,0.038062285451892726,-0.011159025392279696,0.004477069273669511,-0.03894511773834675,-0.006153653083425719,-0.003765585928585703,0.003199757522758246,0.09194707644808396,0.026443100939061114,-0.04391931094546187,-0.07094430579686317,0.06802669580633236,0.10534960500066833,0.024432711340180543
