,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.03263348232214256,,,,,,,,,,,-0.04082298725872512,,,-0.045631326959641,,
BMP1,0.027963885852526706,0.018652272457805236,0.009654391669251958,-0.003499679150697768,0.053160604188179056,0.0292741546859449,0.0382171573096271,-0.08700659238957564,-0.13665374564111094,-0.044543947032759774,0.060217671695645014,-0.05755307617709357,0.05331153112409189,-0.16926364342356684,0.11560381082245826,-0.07671662709176803,0.09097518899366594,0.018347177214790976,-0.02011040794777017,-0.009590856182048,0.004523251659797124,-0.06181355380010247,0.30451216930040237,0.1773742812614216,-0.04294658323188343
NDP,-0.0064043965219625345,0.05717981649925561,0.02456235765906506,0.045800626954546536,0.06461547720831143,0.04066769440108635,0.10170789712528408,0.04618412618794198,-0.036474704189935654,0.03950022652520655,0.007260889827513459,-0.08850685675728003,0.05563638934532002,-0.07748010659282668,0.1044523478736529,0.11322281113017235,0.13847754013834787,0.03518001206432018,0.09568112828659046,-0.00461135020388376,-0.007530144230611374,0.09662566456675879,0.02866242171949582,0.032653895891002434,0.05580915333233468
TNFSF18,-0.08448580708387071,-0.03384887540729961,0.046360571853583527,0.01426715569936342,,,,-0.044519866678412456,-0.01687829863107167,-0.020565186005566033,,,,,0.05857194941543531,0.018539956754845127,,,,0.04857929712692404,,0.029959746501215363,0.09991146480369431,0.015411843666438264,
IL36G,,,,,,,,,,,,,,-0.037429457432392156,,,,,,,,,,,
RTN4,-0.1402102220779803,0.13893852239164858,0.008812444118689342,0.01912379251925372,-0.06896565545440188,0.032581164170020264,0.09230616717157447,0.28795988384626886,0.12668253420251385,0.04837277443147592,-0.02727319778153951,0.18723457358398815,0.01598044841875896,0.21789495770754846,0.02584390891105167,-0.040450894209052395,-0.10466362676984545,0.014847432773009922,-0.09237966671627841,0.14077738714897994,0.09949714577040772,-0.045260583649524774,-0.12588901951068823,-0.0033118222426334314,0.049438512644963094
HEBP1,-0.028189041347763667,0.0011459162812731153,0.04056652690756263,-0.022975048030904832,0.039763105089696014,0.024619462675575073,0.06591609821810163,-0.0724353751918945,-0.0817889442929056,0.0048145125041430745,0.03115984070329084,-0.1657488517917926,0.043459188382715494,-0.05504202201574126,0.06296321480954839,-0.005272322374720474,-0.059114536484801,0.030790615389821863,0.06191507725756426,0.03715908489805131,0.048420154514453126,0.01462932993640784,0.09551214303255305,0.001382822093543601,-0.0753473169686757
WNT7B,-0.029894830899210592,0.1394875525614175,0.03431649545637169,0.030863582259883032,0.0043935511587729036,0.004302565831177344,0.05221113792238173,0.04236107654337634,0.0934543556969448,0.022386823949427117,0.03278290483460353,,0.0322280584166851,0.019184467741629255,0.019040874290717394,,0.10205363833371765,0.05235244636430309,0.002836115472675499,-0.0027609550942006423,0.004764395215673516,0.012388564138682707,0.027368483956072803,0.04741247079949091,0.1131352548617495
PTMA,-0.17216267174027103,-0.031025393608897923,0.0243145520291468,0.026852483083305085,0.04055017261349326,-0.01210881506658315,-0.05792411119767848,-0.2123879193870636,0.04760098136324468,0.024231620771574477,-0.007081927059746478,-0.2562702622454105,0.14219503081978446,-0.22671779497227426,0.05899163844230022,0.033028848836605514,-0.2364129980487273,-0.09961589645499397,-0.07635368345816766,0.06978390123148907,-0.014013025945584274,-0.07980152001685734,0.18392985522255326,0.03076277716617725,-0.03251057733281755
FASLG,-0.0778593709059294,,,,,,,,,,,,,,,,,,,,,,0.09275323441885426,,
CEACAM1,0.005505606278661856,,-0.02793574281263254,-0.018676974755139727,,-0.0169101106103931,0.04679274748672423,,-0.04593443827919552,-0.009818482609027008,,,,,,0.022158452801061827,0.07377353077669158,0.0276223712936003,0.027562419952033276,0.0019430883524695678,0.02849282972616248,,0.05879876951171628,,
PDAP1,0.08077975420484497,-0.03953466280394312,-0.012188913283796933,0.1236956459014674,0.05264306963585627,-0.011869097696316997,-0.06917512586906385,-0.0861008576288119,-0.11100478900170986,-0.02700291532596817,-0.029640819527927395,0.04354864178725406,0.026301100539330734,-0.1155319706061629,0.031854450734922254,0.028565378955750828,0.024345526461791403,-0.055053469376405526,-0.038010879752126664,-0.03161233465215655,0.04211632961910058,0.04824390054023661,-0.0880264198843963,-0.10869209628227876,0.17656464250769635
QDPR,-0.21847817738205794,0.07251477850439221,0.027501653571937693,-0.0014859466620280252,0.018748441521196216,-0.012156412836160051,0.08897938782185486,0.03464344486684034,0.07174211272444687,0.06964848882974639,-0.0062344904382749065,-0.2921924996966877,0.04492411714136224,0.0731341871176532,-0.0015383853906312227,0.009753514462839147,-0.2833001185873872,0.0257428292923555,0.08880922877786325,0.07816244442734836,-0.0011154825391632877,0.044249935546068354,0.0023428667651169527,-0.025355721452203855,0.019578706674509252
POMC,-0.10500928053612778,0.05450833089713003,0.05063558461403789,-0.017497351717653684,,-0.03956723536696678,0.06791623660618709,-0.036274013820493514,0.02534269973249289,-0.0011354470999469252,0.005097485562273348,-0.061250172977597835,-0.003872805061720693,0.15146908720542543,0.12080980334312352,-0.03335917174116522,0.008492379846753467,0.002789290691195969,0.0703956600267358,0.044715830698900325,0.0011883659861882312,,0.08358593369372183,0.11981666825532486,0.029846145681503913
