,UKF243,UKF251,UKF259,UKF260,UKF269,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,0.010994747892519426,0.021570228177044206,0.002973084993472309,0.01612019973121851,0.04056779980449641,-0.0005919234401707379,0.036657412108204446,0.04066559242524496,-0.060554800742219195,0.07006084517979574,-0.005494563240474563
CXCL8,-0.015748622819659684,0.09940781390257859,-0.02061127874382199,-0.040450932158546685,0.032474419152273865,-0.017740049262672565,0.05055105795275637,-0.03616629585454638,0.05860279507726251,-0.06174489060242404,-0.05518569917925861
GRN,0.005879104131669797,-0.04943595686297554,-0.0202594318853748,0.014010303736722511,0.09128840058943667,-0.005045340647800183,-0.03494739308630752,0.009492886750668833,-0.005879111335112013,-0.012616011476156768,-0.01915138226203322
MIA,-0.014739570280152704,0.018061284433698938,-0.003099970693612003,-0.05969567092864216,0.05921097013713791,0.03095105876316582,0.025583573274087397,0.07042273658299432,0.013705945379673345,0.1200363974572365,0.018142927908059856
COL4A4,0.1309243855387746,0.08970274117963374,0.01862711359915538,0.01248953886877073,-0.014474168744078576,0.011900397354277628,0.02548974972394695,-0.025970695442967394,-0.023007470812265243,0.04167042012544391,0.06476199698159282
TAC1,-0.03785830241094893,-0.03195262997947061,0.0829251094844053,-0.05084821575242937,-0.033034867263660346,0.03547647629869222,,,,-0.01720994182980277,-0.0890400780591281
RARRES2,-0.06494831694198513,0.030925041945342138,0.02236289079175953,0.027362622825552563,0.1120073366684933,-0.042419988038762305,-0.014056307840239885,0.0878953926382925,0.0828488941409798,0.012448895967924044,-0.05204382409180527
FGF7,0.11062088403068253,0.004990789854527544,-0.014807293213200833,-0.016534236669162164,0.02636147461902,0.006730391126157556,0.017817622270276123,0.031169420247160427,-0.0436091304548747,0.003982931698795155,0.02508969086336141
HBEGF,0.0417117486166719,0.025509272338552894,-0.013284985694170049,0.021022074547045536,0.0676219195807614,-0.029659421194969178,0.027313838749066753,0.03249039161280918,-0.024729131714271397,-0.06935437337062587,-0.00904581011264706
CSF3,-0.030228047142632976,,0.03817612032151619,-0.06554634039416796,-0.015313391938081728,,,,,-0.013783196854658055,-0.00840391732762724
PI3,-0.035809629476562535,,-0.05154762937058335,0.03875991154842913,-0.017243081437176573,,,,-0.025534298451229384,-0.029946307746917207,-0.03356097883091246
PCSK1N,-0.03366152680920788,-0.028839341872529574,0.05283786581792092,-0.010197102805496207,0.045258721071602406,-0.07748603276181908,0.009548776346222964,0.04045302893747853,-0.05619960254839063,0.08843042829459302,-0.04301448849417042
NTS,,,,0.06743964315995439,-0.01882200076071833,0.019989376665991727,,,,0.0004540762658151358,
SFRP1,-0.04667251477415329,0.02491094082387217,-0.013536958110379428,-0.022443858802813164,0.052915864463187225,-0.025970738637562985,-0.023659315889906173,-0.018655391740143787,-0.020900214858909066,-0.019936734303894386,-0.0608139384719796
CXCL13,,0.024987817433038247,,-0.022242150694757806,,,,,,,0.06562763252409227
MICA,0.03137021444361898,-0.009644294774400167,0.0073887098250130555,-0.0011805472720921265,0.004602042534565964,0.009526899419244558,-0.010287637479855059,0.08505745876829997,-0.027954909753073753,-0.023918160441219836,0.062451080300218655
TG,-0.024096578325144488,-0.019237656308013773,-0.01807932297723657,-0.013929942837005525,-0.018481894011091897,-0.01879491058164581,0.014375920131293525,0.05215482486897934,,-0.026879862906348338,-0.043572429048194514
ADA,-0.019515107379227237,-0.039742436579003323,0.011001386393053182,0.06419957564055077,0.03604295043749588,0.008445744707345519,0.08906340561488614,0.0071823744068472035,0.0012080847620562056,-0.04863413988855088,0.06933060931124108
LAMC3,-0.03387512278848958,0.014217435038350082,0.033050127359231206,0.041844328720182816,0.007855105941751605,-0.012161244278146851,0.05238628905446245,0.015201854125254492,-0.011630805793141994,0.028988215515479334,0.03431454946618527
CCL7,,,-0.025771651817775416,-0.01695152452116816,,,,,,-0.014443454233763604,-0.057024837543144476
NGF,-0.017415237236406752,,0.014386693256205884,-0.03147642257351659,,,0.016444688327722137,-0.030525755712025357,,0.007414569965942518,0.0013470721223059659
TNFSF15,-0.021544821942364088,,0.061251946794694215,-0.00523747648481368,,,0.18625538040849288,0.08479096146038445,,0.03366437461021484,0.03251517651857434
HMGB1,-0.030993697927332923,0.014608509828614568,0.02019334758754025,0.019706746258968767,0.06305526947091651,-0.014731331276363483,-0.03744544219775407,-0.04728432710678215,0.003560772454846828,0.010668463653049742,0.04018627559228504
ITGB3BP,0.13692541965323954,0.01385232377157779,0.05782533441072284,0.02404543014511213,-0.0028117349452519043,0.027085246517402246,0.0625763403180468,0.02047097527516011,0.0014716648349153128,0.023357123790553668,-0.0023021873237996783
AANAT,0.04654156993069896,,-0.014954313124172534,-0.01967332951060461,-0.01381309393794593,0.005710753545582453,,-0.021394686002747437,-0.022926061425555228,-0.01528177690282412,0.04076065240381409
RELN,-0.0109001416064516,0.012473832651670737,-0.03874295310851977,0.0037897489935107428,-0.040531951610925446,0.0653145086584526,-0.043118305730531645,,8.232315588222491e-05,,-0.0009340365904901466
IL15,0.006288818771093141,-0.024508479817425086,0.005828814698287148,-0.040042727185526344,-0.025487505134065638,-0.00979405344858985,0.09177252410935338,0.18431422088694524,-0.04629307531940775,0.01821719028081289,-0.029453453907454023
UTS2,,,,,0.025250872367463862,,,,,,
BSG,0.044823011954022066,-0.01356495121884083,-0.029470039021285185,0.012324072199057814,0.0034425053742950713,0.04549571826283031,0.04233481919210086,0.004389856772649625,-0.022347793313148182,0.06719706365037743,-0.011853811318455306
ADAMTS3,-0.014833411130559348,0.016248968817237707,-0.01853415697000501,0.00835503920124813,0.08819401405351497,0.012730220670670533,,-0.025617958418969942,-0.0035327053604394952,0.06861105636422592,-0.055896995998540165
CD34,-0.0034290997455974064,0.008147307423019248,0.004683415620622057,0.001913349435388946,-0.01892317692668731,-0.004851003221048316,0.052843776590038825,0.02782590551811694,-0.018763579092664632,-0.0379306093199072,0.025451172102198317
CCL23,,,,,-0.015717108217040428,,,,,,
PLAT,0.0021013148822532405,0.026641706044450417,0.04625691401579631,-0.00842270366194715,0.05531666162352393,-0.027884448110563002,-0.05461015409592121,0.013818511157339454,-0.04680981626269805,-0.03981112143305877,0.0320602729387386
NTF3,,,,,,-0.002713230261387785,,,,,
LTA,,-0.014147432917524627,-0.03303084530671373,,,,,,,-0.02056696869214936,
CKLF,-0.03460400433048515,0.015458234578082364,0.092629186548701,-0.03770965670467332,0.05138850483216193,-0.056279547437243595,-0.03559758651019483,0.05487464811979515,-0.03646196903510398,0.06955819879756645,0.10710972954088979
CD24,-0.013651600591057488,0.04698111520033968,-0.025319233449139205,0.07317447430300136,0.02254234423377614,-0.0037442459335429302,0.028232329598831388,0.07829539944645925,0.021105325262436327,0.020087408190902784,-0.06062274274169257
HSP90AA1,-0.017847854032258945,0.04729853429419899,0.048267763627689336,-0.10905399634790731,-0.04653053536550244,-0.056046543081309755,-0.04118850480502887,-0.12138276639557122,-0.022963495895752303,-0.04437470461525853,-0.050572554143441105
BMP4,0.038871085302638456,-0.014997108215174275,0.011110625703713104,0.03832380752403225,-0.04230997792515023,-0.029840910723069256,-0.0013601854859274366,0.0791960554278697,0.006259365854294848,-0.02943732671698823,0.042505201701296784
SCGB3A1,,,,-0.023428506782424915,,-0.018274803449101422,0.09036836954224228,,,-0.03028406196164403,0.06834718389538237
IGFBP4,-0.01147500215683862,-0.01224356067250189,-0.03957830485510074,0.03598395534344031,0.005413264071050225,-0.0323819377324378,0.04875319720030672,-0.015119616460430828,-0.044396197534151714,0.01117212906237063,-0.03569032327501121
RSPO4,-0.021274497760134684,-0.022870941096104404,-0.01923209166256227,0.03015034222879593,,0.04375680232741858,-0.0646731145966514,,,0.052916986095995766,0.07148953684562209
LEFTY2,-0.0196557701185429,-0.014321184918694009,-0.02317805606303474,-0.0038954306221157336,0.05457645896091221,-0.020038542556606108,,-0.027340595515446944,-0.034509941405403595,-0.016846646587992512,0.0640360419122191
PF4,,-0.012869013075732951,0.0028962987357631347,,,,,,,0.1622900493057398,0.10802988570839216
ANGPTL2,0.04104171788828486,0.02612029027034316,0.01534046034317344,0.015425613478266795,0.030607406398396333,-0.012657267462662682,-0.04615241932527816,-0.0034814614240463934,0.018754921842967388,-0.019369856253503133,0.01644769703617249
LRIG2,0.013092828345167534,0.02038249228133337,0.020202460328097496,0.019386261962521856,0.0063773721890223725,0.00808895086166101,-0.02823092244246458,0.022634781064707028,-0.04698448329596842,-0.018160099470060226,-0.04778900089901077
ICOSLG,0.01640224141867781,0.044769566783440476,-0.018137592913767327,-0.019433066536802088,-0.05590379180794163,0.007709748895381431,-0.023080919532399154,0.025485401088853242,0.041758129442393495,0.013654656482748906,0.06896842387987037
WIF1,-0.049509156455321106,,,-0.0001901378227660366,-0.03892969523183202,0.023334930269991606,,,,,-0.0340005568705562
NPPC,0.05246511170247693,,0.022285116315014383,-0.0038045105686932246,0.014091946409569706,-0.025397500846758545,0.025982923367131965,-0.025617909218146752,-0.03526698544061178,,-0.009952023079542625
LYZ,-0.05628688559625455,-0.008543588667624093,0.04657306782686272,0.016283215252869035,0.0666994040676481,0.034771765582136085,0.0056696991332027885,0.05403732482047064,-0.023929415334010152,-0.028262852805076073,-0.08887156865373216
EREG,,,,-0.038052125328614746,,,,,,0.06095737921216982,-0.033848427464001796
SPTAN1,0.0058437940549006,-0.09680929574426028,0.03079520294912454,0.014790249113855706,-0.07041869711990058,-0.02114005410139292,-0.010824526423021459,0.1260478920195773,-0.005228425410339031,0.08409774094584782,0.0430002678761714
LIPC,0.023789344812257997,-0.019368552457892374,0.013909729024030504,0.06104276477336975,-0.036127953703331085,,0.06169225230134933,0.02851203712611236,-0.04328844562773046,0.0415748622158542,0.08900790336586419
COL8A1,0.002493943257911489,-0.050862790049478766,-0.0025375327360219694,0.008279085531354745,0.07848984781669312,-0.018604224408544073,-0.05281727842922023,0.04444195610936356,-0.04042914052400795,-0.022832461837664523,0.06012929201880446
GSTM2,0.0679676425139698,-0.004420746204433123,0.033210863526255824,-0.00024262374156049747,-0.019304877262614827,-0.0028377003393012376,0.06205046410922964,0.044930453569090915,-0.018648651416876612,0.05784752074933486,0.012799676696454305
SPX,0.028896143989894207,0.016061792154655828,0.044148842995090795,-0.037534005456059234,0.0337730993543387,0.001571461033510664,,-0.014742397099220058,-0.050191802793205606,0.07933544324937114,0.08657704570545657
MFGE8,-0.0088577656868798,0.019893408174817776,-0.031264303912209905,-0.06348013670354816,0.08471670801559808,0.0244359812132935,0.04001791327273764,-0.005212185138248296,0.026145605007936754,0.009736399246818406,-0.03255288992974247
TGFA,0.0530160583680141,-0.029395055951222295,0.0434947002912217,0.02381226415017411,0.060981195672105505,0.00733944538665362,-0.005263462297610353,0.0096904563806267,0.005718480320790402,0.03505459558648603,-0.0010593258481398015
SLIT2,-0.04311420681540815,0.02750178837738273,-0.016205413941064454,-0.03285770720428123,-0.04589879518308763,0.020381372552797282,0.018575362783213825,-0.028971589746272917,-0.04224504139244687,-0.04884333003335517,-0.048188453901636924
PLTP,-0.004644368156852738,-0.021271509750481418,0.026232515596173515,0.05306157431069202,0.04815651462503346,0.01889253910562755,0.08317830880535801,0.015168812763295398,0.01987492211014657,0.037936879667269365,0.021760513177127985
APOD,-0.06703208650825518,0.023636113617236713,0.028364551657406034,0.015245256875700726,0.021673773973681476,-0.02393889494723723,0.10947157476588246,-0.1107877139506048,0.04019762183236596,0.07209939540864091,-0.025394494586879084
B2M,-0.038653847137154806,-0.08221269228280535,0.01987525127229897,0.03905882752298319,0.04809988986936029,-0.021740784280652275,0.002459057862438759,-0.014276256379601213,-0.048633681288685796,-0.05335175280310658,-0.010512458801317409
OMG,0.04918468374636009,-0.02926172982452594,0.009642725328493843,-0.011711858356439916,0.03410895412688957,0.04253581249225302,-0.035889576017969826,-0.029706057142407587,0.030123048993618194,0.10240889299686497,0.02386402094831357
CXCL3,-0.04818208606384243,0.047201256096665735,0.045642628605040196,-0.041372364027975006,0.06521003817826927,-0.019550173963458203,,,0.011353092615467998,-0.011899997803338905,-0.06242748469084802
CXCL10,-0.01326373153606502,0.03773505473490548,-0.008182442659188868,0.027157159270843164,-0.010163028777342157,-0.010139169982383633,-0.0259122309594604,0.02717210002168431,-0.03526698160590773,0.06668117686382505,0.11297356880218686
RSPO3,,,0.020650481419765204,-0.02617944992231074,-0.022681832676793474,0.02737925339552833,,,,-0.014657281767604608,-0.03403420896134502
CORT,0.025350695344480863,-0.022983242428247386,0.053372785976865234,-0.03177271519027272,-0.017035272830049308,0.10130194485282938,,,,,
NCAN,0.043079052290348495,0.021650744369034334,-0.018838875423947483,-0.0020371784886371903,0.05005725229179706,0.02563448221329564,-0.027312322008479353,0.02683467343872809,-0.034298835626360956,0.10136395849683019,0.09133890947940272
PRG4,-0.032553007998324196,,-0.0029893373749454158,-0.01874439215532162,-0.01964862945450718,,,,,0.161217119502044,-0.016260274128777695
ZG16B,,-0.015485765653586194,-0.029911158462082033,,-0.02121385301606792,,,-0.023783728079490068,,0.07228030519275978,0.014462594085649127
TGM2,-0.005971180019409076,-0.0038342603327163995,-0.023006063906973826,0.015698230293766418,-0.05337649539184166,0.036075730960130024,0.07916658234005676,-0.031317163807633816,-0.025948960714482352,0.02317593565929781,-0.020035387553011073
VEGFC,-0.02335743318127871,-0.019884319448679105,0.07440381219474211,-0.028853830818188653,0.0029837631852995977,-0.016063911781984387,0.04750072335822683,-0.030828435111795737,-0.034528852777428565,-0.04864196549230515,-0.03072578335149995
WNT6,0.008681316669584969,-0.014321185294546396,0.0640746383915868,0.01634017794722938,0.039678236851801,,,-0.02261832819589255,,-0.022072090090541063,-0.02591666392046846
NRG4,0.004592228402854454,,0.017069616208868543,-0.02669893537353892,-0.02447361446048353,-0.012185622059617646,-0.05161680498672455,,-0.027726170045779135,-0.0146572834103362,-0.03897468746623132
PMCH,,,0.007088387639110558,,,,,,,-0.0036794302219722544,0.03525895937201826
COL9A1,0.01754766603710162,0.022186232204037537,0.06540310443125824,0.03297526895285441,0.015838145252000477,-0.023974747496799925,-0.06533027270150804,0.07113030062777768,-0.01898287637353015,0.06947703377089383,0.09063684338051525
GDF11,0.06068031404354015,0.07676940187532712,-0.035849563665175964,0.012646344010151394,0.00013107336933969782,0.012339587615616569,0.01064730595929624,-0.05404048205540412,0.01168552336165223,-0.004385457060870492,-0.056195017736774905
RAET1E,,,,,,,,,,0.00931308860926314,
IL24,,,,,,,,,,,-0.04357240402768948
SORBS1,0.012199018190683388,-0.014987649750424768,0.045906245767738545,-0.02990467203696103,-0.05295954287715564,-0.050618180234342405,0.03496926248479412,0.08185499669664996,-0.001831910738220856,0.05751263236400068,0.04036201380464073
DLL1,-0.059918741709138156,0.03210216538682142,0.02931094155653703,-0.019492230854659013,0.05014254240502353,0.032492985333419676,-0.004006481110542196,0.028455570718490114,0.0088211185277789,0.018019842915996852,-0.01678205552873407
TLN1,-0.018974909755193576,0.048758904526360114,-0.006885252924287695,0.052620002245482335,0.06627779462624105,-0.04221710582666166,0.04741294991445287,-0.036626097525544535,-0.07505601731989264,-0.006627691480315975,-0.039196964995489615
COL2A1,-0.022596694435945586,,,-0.01674158575262504,-0.01813593821081936,,,,,-0.021331298996311403,-0.035114101460828856
SHH,,,-0.005260610720957705,-0.042441052586723725,-0.014257051065435691,-0.02098273353216699,,,-0.0698240516429527,0.006882393967013062,-0.039315663000634646
PON2,0.07471754126863012,0.012041759814132398,0.018584965436502753,0.01805616068093786,0.07554719175680803,0.03596541524619773,-0.06168447333219891,0.04263977803336259,-0.023288395643535638,0.0693170073256925,0.14749249031465997
ICAM5,-0.03058696515808218,-0.0010068713386384373,-0.003713873795705915,-0.04439859022650809,-0.013979690629104586,0.03845502146275206,,,,0.022644909893755526,-0.012229668439727163
HPX,0.029709381182905708,,-0.016380626222467505,-0.005369378013880051,0.050454485744717247,0.01340403769005911,-0.0351317266627908,0.06758704720598865,0.03510769491481413,0.02062550802921682,-0.012570865698620093
SFRP2,-0.029419588645780887,,0.011012411338987357,,-0.014474164481961769,-0.04301739806042116,,0.017391357257290803,-0.05698760427699541,-0.010515938363909573,0.06462578698053202
CFC1,,,,,,,,,,,-0.034486466031586026
CD70,,,-0.03511923140635457,,,,-0.002416100882604701,,,-0.02236233421200749,-0.00898010105571194
HP,-0.0306533239767288,,-0.050385270424199706,0.013205444141365806,-0.0500824628820742,0.04315113080316034,0.06468477316749233,0.010510255687130893,-0.03551008505145449,-0.021925692851924056,-0.015271043367721768
CXCL2,-0.049414659055755435,-0.017426917463022707,-0.005898758452746266,-0.0179205946105339,-0.01976302667103752,-0.025397498859071714,-0.03122831537014784,,0.020008001765630487,0.054790016889469696,-6.28240317408435e-05
NPPB,,,-0.00918117498712871,,,,,,,-0.014868181634902023,
CCK,-0.04253775511507942,0.0028327957401490995,0.011427118438927825,-0.010461091959899832,-0.047407949719272174,-0.021410967245836163,,-0.029601789284391458,0.00739376467971779,0.02404921059414076,-0.019120080858283508
SEMA6A,0.04515948773988425,0.006305202917178513,0.020948744225423113,-0.008945105613768147,0.04871986620633706,0.035286138996342975,0.0408215375783806,0.038545678873632465,-0.027945912734833014,0.025014127832995385,0.07653187869633095
IRAK4,0.019180760539326252,-0.001974355273322291,-0.006462500271966204,-0.005923054682910317,0.02954277302481487,0.03473103807597355,-0.027832797422292003,0.01880822528315018,-0.004820672638315366,-0.010717416704422479,0.07948235417021034
GSTP1,0.011482891350751024,0.06732952475644294,0.029040622876604222,0.07152523615216293,0.06716606383241489,0.03882125142647014,0.041010089293573894,-0.03855972463548754,0.06239341985865223,0.08194769140401165,0.11423422873607111
VCAM1,-0.018067420949743035,-0.0005516046964267665,0.024008853685620363,0.0005811704490741102,-0.002442708529875803,0.03547201289324999,0.04036351075996593,0.06520815012422307,0.03796008867460225,0.05198146245389767,-0.017268086527318587
NXPH3,0.06752817598671759,-0.030345512943997306,0.03647522354048544,-0.02265670045389303,0.0639094439269495,0.07333398313533437,0.000719182672104473,0.056117266380671965,0.012054247184175115,0.10539698792978343,0.043583034008565405
MTMR4,0.05413291962531341,0.05169495270641075,0.02444012181140401,-0.0679517264044719,0.0987231246227058,0.002981973642278711,0.030559937847850417,0.04816597025819145,0.09803312537579527,0.024069632304038878,-0.02432973889630428
LAMC2,-0.020160136633923357,,0.01265281826577117,,,,-0.031242808972962968,,-0.026806920549384345,0.0461916380868488,-0.03753117438582734
IL10,0.05863809410905475,-0.0205125442818313,0.08263691012487846,0.02970263438326296,0.007665161010417434,,0.08690996322142083,-0.040925690856299386,-0.0258578492660651,0.04053525280915642,0.016773294008487146
SEMA4D,0.005323661769217604,0.0346212898290496,0.0334568301790191,-0.025949705671564134,-0.045804753204238116,-0.019794753210930577,0.019155776795460298,-0.0010903835312768134,0.05954827085787602,0.046836930839945654,0.01626426941876436
TRH,-0.0393417541855177,,-0.025962024741094134,-0.01647498966774416,-0.037572509949255824,,,,0.02314157175092953,-0.016653360513267462,-0.06108882517909503
SEMA6D,-0.018999986877834683,-0.012169916893720894,-0.0028887310226984016,0.004520768662640257,0.05986916299565322,-0.008512913951573544,-0.06677646719124107,0.03229375543020163,0.06062336705904429,0.042698616820103785,0.032064278804317864
CEL,,,,-0.020391971031869724,,,0.11167354598272529,0.009375367477739444,-0.041489286006158664,-0.028993178807866133,-0.026762231463688904
PDCD1LG2,-0.0248253993316985,0.04526577726338379,0.020698363117213223,0.0144757248355742,0.0014133390856645126,-0.011099875798593103,0.004605699325613913,0.07328017048882916,0.03031100401376618,0.0776265544370274,0.015527756441939508
SPINT1,0.005466252230039504,0.04363165081859093,-0.046431623956646274,-0.034327374292613705,0.024286967046686463,0.008602849177778697,0.043862949063660034,0.044219610163125186,-0.008969093135896913,0.0400907895618884,-0.010300859922506799
CTHRC1,-0.038673637653910305,0.03879692553195812,-0.04184052151459002,0.04386471620887608,0.016548094047992474,0.006263244853108489,0.11813489220802331,0.14769796844527025,-0.07478139843143414,-0.024405899415637713,0.0070978625995309266
PODXL,-0.054248301729784745,-0.00547478189190653,-0.015745068777437112,0.027201825795555242,0.02914907051803119,0.025045461693992493,-0.051788082793995036,0.03707216147941296,0.0283681340089473,0.05465826633679805,0.010578063291509152
JAM3,-0.0030523586239064246,-0.025479090117512117,-0.011033722652640356,0.07344976898657786,0.004310032957574677,0.02920068936463762,-0.004921920504830316,-0.0799138176392353,0.022393279171667946,0.002264437611895144,0.06319421272145516
TGFB2,0.026347547759025234,-0.01826487422973323,-0.00269725567430954,0.023069954446181956,0.04583068036189471,0.03644527492424981,0.10066655159598374,0.05193689953371656,-0.015216641870347406,0.0118990022922148,0.07031833066247978
COL18A1,-0.04665395516011292,-0.05776383769178829,-0.007532521885740512,-0.0021158572175491823,0.022319599951529417,-0.0348471268991083,0.0009504233556155477,-0.0023507039891816454,-0.015042896916097491,-0.047685920723604315,0.008728759014081808
NODAL,,-0.013793702533630846,-0.002611326042219915,0.07835259732141453,0.02077438214186501,,0.019169765847811594,0.014131689897890211,-0.014764476357611146,0.05138975308653296,0.02825687979603916
INHBB,0.05289475828144938,-0.007378839191086778,-0.034925255231706774,0.010176802653865006,-0.004077595726448732,0.009480239152159085,-0.008554050715473684,0.08955758823848337,0.01228424707694545,0.10663584536496401,0.044535616931276924
LCN1,,,,,0.07950805346147792,,,,,-0.016840784574599345,-0.02632491674840649
ARF4,0.011397345688245013,0.021646459577317312,0.027224110182941536,0.04777829530767847,0.05642371533571606,-0.016403563605553135,-0.004228225153468948,-0.020431012100819487,0.047485208454350614,-0.09577590743543486,0.012809591597060216
CXCL14,-0.0665098738186318,-0.03527862236839202,-0.024425096471563105,-0.04729571910353658,0.02315600300452689,0.027567930796355736,0.01258178592399608,0.044144308010269334,-0.04318900043450339,0.026846392456447564,0.07066561738219848
LIF,-0.028420156763245868,-0.017455139280720972,-0.005208486099796511,0.0033673556048027576,-0.02350034693468149,-0.008512255284924788,0.11434803359272096,-0.04716261172054052,-0.027721663966578304,-0.05060846187599923,-0.019415606930757907
IL17B,-0.024096589478270425,,,,0.0031144575974595286,,-0.028420464851238572,,,0.0006024705358551954,0.005063041951306208
MMP1,,,,0.02707850262183022,,,,,,-0.06556462689213469,0.002636322634671094
MATN1,0.04248087679161261,,,,-0.016686149634294833,,-0.053857046802500266,,0.05056565806845595,0.020751554195181272,0.011721854747824135
ADAM28,-0.05919500998244033,-0.009197779241322188,0.019565033278201707,0.026020071398426943,0.011243080608928438,0.006395979348357559,-0.04240072701277513,-0.028016885651964425,0.0445021157545057,0.03598226064793404,0.08296378287054765
TCN2,0.04023212959966549,-0.03235266449674036,-0.03584399705293617,-0.021605176405941725,0.017648028199555583,0.02622824621953183,0.03005573919780726,0.03656059488844047,-0.018987052204253736,0.03354651138102946,0.07607030787962575
THPO,,,0.0638654066998922,,-0.03247343261332026,-0.022544692247242017,0.04448528873892654,0.08982349899602313,,-0.021925699526580404,-0.040648042532589995
CUBN,0.13125605424070522,0.009916942915834196,0.00508983028577438,-0.04137722817168788,-0.011368300270733787,0.002896190939481324,0.009308530653994436,0.07408461363732549,-0.044846215381282556,0.05039827170810778,0.1178726616178748
TIMP3,0.044686722092866935,0.00722398359806302,0.008973701242518239,0.007185875225926171,0.05052106949260815,0.010155636604454366,-0.02514033568191118,0.07655496759657876,-0.032470371660615754,0.023613195683711414,-0.008404482992361047
PIGF,0.025576604973138788,0.0061633707458476445,0.036007568608134775,0.00922641131480295,0.02668018503561106,0.015152178366417648,0.04006628577835906,-0.027817543294885515,-0.02490054781813305,0.07601650535239589,-0.012352208393474952
CRH,,0.0016020963310473195,0.010124028380445932,-0.016741588824436833,-0.024473604313110187,0.013513303810223762,,,-0.002754651828061244,-0.024972728117138066,0.09541807363620543
BDNF,-0.017120743722696497,0.1272755253168151,0.018808244339746448,-0.014721136983265241,-0.057733477373565927,0.07659865617611207,,,0.00387409120705906,0.0469902915994359,-0.007398844019328805
CCL5,-0.019789069359853865,0.006012808245879186,0.010722683083409162,-0.0122278747976469,0.007707166973956115,-0.012704350266898859,0.018818592022900007,-0.006509868804515151,-0.04050715293484498,0.003262030508080466,-5.318112168337973e-05
GAD1,-0.04980258722942422,0.03553118773515759,0.03282941897533029,-0.05616752283618524,-0.03264765238276396,0.0029985576923117416,-0.023972395692664315,-0.031700139837019393,0.03593112555653571,0.02483503506535798,-0.05479750382457056
COL14A1,0.014691980826477968,-0.021602018743442922,0.011817307054488435,0.019416912605163174,0.06821770003332758,0.0511124709965837,-0.012646024177798487,0.027859436615598372,-0.043397249742752844,0.009273390905552363,0.09377004671930972
HLA-A,0.06399854696521207,-0.02015255522010653,-0.016710176473736228,0.014005992223779,0.0352440129099901,0.02464182750111849,0.10002073682771882,-0.01979148787170967,-0.016536498193558718,-0.015667329974261446,-0.06874107511365259
