,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
VEGFD,,-0.01864210290166682,0.08186085574016917,-0.03716265139979118,,0.01272919820752317,-0.025040878708187834,,-0.04570954924618266,0.010153062154790948,0.011184840452699744,0.08527436142103666,-0.016993069409408465,-0.007366176889351893,,0.10947982325039873,-0.04411635406456333,,,,
TNFSF13,,,-0.006559256122173462,,,0.03560896392910975,,0.0011884353795997727,,,,,,,0.07245115767297586,0.07745756393402779,-0.02235223490469951,0.001422703284851595,,-0.07243873781798849,
WNT5A,-0.05340207489299172,-0.017679150270511635,0.02923246890355156,-0.011855294023540113,0.0957801019748331,0.06496987614528456,-0.026389200763239556,-0.08704733906715514,-0.0383752368980502,0.03395598584999099,0.06005781926784837,0.0037045527333445264,0.015591456320710136,-0.015813681259106264,0.03505916643427875,0.0677604030628316,0.058711547352716775,0.04879747035895336,-0.06043117064153558,-0.06219283589885066,-0.01188727958949699
CXCL8,,-0.01434384905073795,-0.03854933270326231,-0.015269113084089531,-0.050656411883833075,-0.031894186367208276,-0.05391906137232597,0.011388787679958944,-0.02423848830597539,-0.07959965158407051,0.05488426382188078,-0.15792220521805003,0.021902056919909933,-0.06017938761292224,-0.13840461477754784,-0.21056289531077924,-0.01395965723934588,-0.048131020029280595,-0.022655736159078833,-0.0999118800633413,-0.06639528180169485
GRN,0.023822510392717565,-0.024821420323392872,-0.06198163188807962,-0.04511408579579475,0.09329269927895552,-0.03267359909613787,-0.044508300227266616,-0.04180628177791171,-0.07169717086960568,-0.05959730640793798,0.05090376905039908,-0.23225454417005528,-0.006816830912803562,0.0365749763609452,0.03808433718626417,-0.06580553926925573,-0.06774828375811164,-0.015773988460656415,-0.0073550883553213115,0.055015047710484086,-0.00372274484004177
MIA,-0.024095085830396417,0.03200080500298147,-0.009202191808636767,0.039702779882490234,0.012068235899758278,-0.018294285411515142,-0.05209349478389954,0.07782548028115062,0.027779466209849626,-0.0478643650170777,0.04117969764666744,,-0.023045654973684798,-0.007704700785108495,0.17985883181135395,0.200508909492591,0.07762770710647768,-0.05551951058530704,,-0.10975398004631658,
COL4A4,-0.02131923926085807,0.004958594415242218,-0.02988862033101753,-0.026707244434488478,-0.032038899276774196,0.03340280128831528,-0.044825420918469534,0.07062307547629858,-0.03064954938280579,0.017763900281308927,0.0017264793673811734,,,-0.012695507694743908,0.09136556629923392,0.01726487444432927,-0.04728172138140925,0.0779280932158373,,-0.07743726786277917,
TAC1,-0.01840844957193849,0.10612506190162409,0.021352255911609525,0.18625112175334269,0.1241857053130487,0.1153225958104688,0.22716370797664104,0.13744292442974562,0.10013933183449823,0.17369977469083592,-0.012566627467146346,0.2320350364347443,,0.22022679823983776,,,,0.044629765990246796,0.22127725782529784,0.17315607347495002,-0.01814428416283507
RARRES2,-0.025219716786631638,0.07512241240513097,0.07788793361049695,-0.08341011978048969,-0.028411716217681047,0.03508217091100585,-0.09761499614149698,-0.04579719598672715,-0.10321632047771892,0.18281007742118624,-0.010516568598571153,-0.1061509732251933,-0.010462264905325269,-0.07713548383810559,-0.016918931128266642,-0.04967041423610311,0.03414631731391492,-0.007566571319783888,0.022190725139099685,-0.04074077664631096,0.03100727038731832
FGF7,-0.013334768920178545,0.004359482118054867,,-0.009935014714052715,-0.03809987459617783,0.01125100252417193,0.036716658407531105,0.04912326168696083,-0.028059123896178245,-0.0014150358963369062,-0.012756046753686096,0.06539551415218743,0.004038870132983534,0.002697267421138137,0.06544291546452242,0.08123435423098808,0.019295258530993762,0.03464256167978628,0.02304049711659321,0.1169309661293992,0.0626784210352275
EFNA2,,,,,,,,,,,,,,,,0.004931256678220531,,,,,
HBEGF,-0.035638236950028865,0.0036589240667799583,-0.07797354817683858,-0.00555267017937686,-0.04235391456440123,-0.04175288515385437,-0.08446036105806445,0.022986639807218788,-0.03599085978662808,-0.1774807642943841,0.029296308474911277,-0.1443642988579041,0.05062957825802526,-0.01122428246265524,0.039164826654922553,-0.004665981719617997,-0.06208017234344005,-0.025823804666034983,0.004416358576037968,-0.08550699928606675,-0.06796491136415557
CSF3,,0.031199119612960593,,,-0.02242601161291873,-0.03531524416466876,-0.005694816067175824,,0.0004333537122929779,,,,0.035080803324140424,,-0.1160587496798657,-0.09116877102892462,,-0.040713042728023834,-0.046955849323307125,-0.06974708810790038,
PI3,,0.07359183187240789,-0.043138909497551683,,-0.05313035796775639,-0.03191716735998964,-0.019059157867447014,,-0.04791974583809576,,,,,,-0.1109789053103682,-0.19929874034990738,-0.02939829409332344,-0.06640022292360771,,0.039158293062530596,
PCSK1N,-0.03356477882887764,0.08388371566811313,0.038163900944961,0.047551522139460276,0.060516319187263065,0.03825849436241772,0.10399571371704797,0.020934043113037776,0.00184890693873283,0.005289398017485467,-0.0775484042478109,0.41081753014043954,-0.03525870857530936,0.21656762571566096,0.06748135916272675,0.02555391870693388,-0.06587416250527683,0.042803642714496236,0.07215052956513028,0.1731902885731828,0.09640188559421387
NTS,,,,,,,-0.07868325085588429,-0.024846645968136016,-0.02996033058410597,-0.025570633271463788,0.04066566774810637,-0.03411701511180543,,,0.0040015468124623265,-0.04851108341210574,,0.07390075683102297,,,
SFRP1,0.008717316351425882,0.041974803835153125,0.020418904072962773,-0.0049906422200018665,,-0.025852491402607373,0.09809810203211627,0.05545628322917309,0.01653071894301744,0.010129856172442012,-0.008164912240888937,-0.07070536218396337,0.0691031600407556,0.03015637439946615,0.10144748945799552,0.08744083240926034,0.1048419808640356,0.010705777909279,-0.09691813878362963,-0.028335757364530288,0.1596848681693788
CXCL13,,,,-0.02265254002567491,-0.016283937939291893,,0.00969281722153049,,,,,,0.008959894625101349,,-0.05268167289047559,-0.045794673685307506,,-0.0007956923499773165,,0.020373571184686044,
MICA,-0.022773969391261403,-0.03635394129665579,-0.01716616121016021,-0.0015575393884765783,0.05673440497081948,0.006631689118210412,-0.0028550212476720445,0.03456201196227259,-0.017689508835680847,0.014165482042853719,0.08073864238055174,-0.09535170478471608,0.002587461498535425,-0.081655964665473,0.01187360172084906,0.030104468954368167,-0.03286340053528803,0.11303867341063945,0.02366987636122346,-0.03579527802818277,0.032102301227889846
TG,-0.021319234456485422,0.009831566136394547,0.014980991974298712,0.10301693055206952,,-0.027898934143332724,0.08961488434877184,-0.035751347525692874,-0.043732883926930186,-0.011702975869503151,-0.0257517961444845,,0.040883408459872775,-0.008493440717685867,0.010862894037030774,0.0909275656168116,,-0.03181810572814119,,0.027511251843605273,
ADA,0.050043018798790376,-0.05456133588915754,-0.06082186313519106,-0.03611812394983418,-0.016716854619892307,-0.04742495739212576,-0.03337289788970733,0.07504987947768496,-0.08994599613298851,-0.03400825412878925,-0.02102714305411941,-0.17618939729133004,0.006340378954991,-0.0455183320806662,0.06128875964883021,0.08662950636496128,-0.05381483054475172,0.012796548850122411,-0.051636608703792,0.07318724487450323,0.09034706858323074
LAMC3,-0.013116837964960788,0.042447882124344326,-0.04744408122406189,-0.044050447080567094,0.2327213432884879,0.032990278599321674,0.06350523786834322,0.026033934808220874,-0.06549387896791092,-0.070941675238129,0.03212547243323434,-0.08711868202619798,0.04989847714755576,0.061388759365455126,0.09576809754773183,0.030045661634176688,-0.007129575801606498,0.05824758958356253,-0.05457584251646147,-0.11740462301055674,-0.05685383488534502
CCL7,,,-0.02668093010969447,,,0.037251069828197536,-0.03753458252073205,,,,,,,,0.019174116406253456,,,,,-0.03688482045895399,
NGF,,-0.02666482954489922,-0.01061737977623259,,,0.09768746775751073,0.05271962218838463,-0.01800558551715317,,,,0.07381030851030512,0.01840030143233797,,0.033932907190364396,0.08614382641463594,,-0.0039358069803326415,,0.1137227589610322,
TNFSF15,,-0.03298772200859643,,,,-0.022461266782036218,0.01198378667833618,0.014297032112939456,,,,,-0.016257454360435897,,0.019308368360861587,,,-0.04130690322493518,,0.005159639483733058,
HMGB1,-0.019114888300908038,0.09008778447548715,0.031788795060544627,-0.012651008840045296,0.10602511909922127,0.028779521549993612,0.00042793392708064253,-0.017242425004925985,-0.07584277215315917,0.14098552026023622,-0.05335812496710155,-0.1563635090978039,0.0476529907211338,-0.009630942281345346,-0.017782134298870392,-0.02655941812306142,0.041516814182717195,0.029244907375535322,0.0068800159498379415,-0.021381014720041017,0.03137563694410948
ITGB3BP,-0.028669866288106,-0.02624343694324775,0.06440343798212265,0.0023444285669481204,-0.047228819040658294,0.0051699158881630255,0.028326425412476045,-0.03613142902478017,-0.09245623371428248,-0.006268689059110678,0.018625789859941913,-0.021849376390151692,0.05155559778282531,-0.10231522945383402,0.004310906263435468,0.046214752299571386,-0.0021012923523145407,0.01870759356641529,0.09677637386325394,0.002674240310618899,0.05639236395468584
AANAT,,0.1450612170797272,-0.0032070087800244937,,,-0.02043745776020474,0.006254365173679869,,-0.038387567393667346,0.021581355553337532,-0.02851248277458075,-0.05083324913342261,,-0.04647073987032864,0.036630908418214043,0.12590903445581972,-0.016245027698153423,,,-0.006446274395720567,
RELN,-0.017674210583217644,0.09732200934190958,0.0019976243603462025,-0.0552734917915521,-0.025255115604278528,0.008485535138474736,0.102485558125075,-0.030727378678946017,0.08498930303655687,0.06156484771045256,-0.08835063193596569,0.04481975389838407,,0.056884848803474455,,,-0.06783147758851689,0.053272711878878755,0.0453040069568019,0.013817019303993896,0.08316765625491869
IL15,-0.03757589513683126,0.04628335095374274,-0.015745879981702283,-0.005563552493173973,,0.007676362817679951,-0.03201241115457943,-0.030609073214562573,-0.04198027426748975,0.031807780556507605,0.03904735822781906,-0.050203529675985195,0.012426404717513094,-0.02043053716120344,0.02573536509180322,0.025776316543785698,0.054637660101682924,-0.018548739142931134,0.07696934682494179,-0.02511332423914966,
UTS2,,,,,,,,,-0.025085320119136074,,,,,,0.0188885005664854,,,,,,
BSG,-0.01978016517194983,-0.024835664838428126,0.042103887700500386,-0.051549871895783146,0.07257629385623741,0.028254588758053256,-0.008452665790698243,0.06831529248492668,0.06618132923560431,-0.13900306459762285,0.06366859437303542,0.23159486651683253,0.00025038732787765756,-0.11474660367283657,0.03583504572467044,-0.028037464902202915,0.029159920534201737,-0.07778617501393993,-0.011063069257427073,-0.10471682177630963,-0.03536538614888866
ADAMTS3,0.004334642053191055,-0.022088701181084306,-0.03132949691941808,-0.056716787096009684,,0.016114012820851585,-0.012628038689871064,0.04331371086436618,-0.11155681622273936,-0.04189133246081908,-0.000774641308345267,0.015460366957407,0.005422041927754218,0.013389609007424391,0.0657875230124726,0.08199064768187439,-0.04285816971538924,0.076445521426693,0.015622277262665976,-0.015584137088855747,
CD34,0.018419509643020703,-0.00952197887044055,-0.03897237374959512,-0.0021700725128748514,0.3195580988665229,0.011763181338223072,0.013590466549214345,0.06168472072195889,-0.052863827152242866,0.009782964968655232,0.027855308676676106,0.010818536307647486,0.11369133106025621,0.12094387919215803,0.07084918396054612,0.12404840254476104,-0.03937644052346736,0.0008278621557291152,0.05073096029475847,-0.09858251374220633,-0.0368370179023843
CCL23,,,,,,,,,-0.0436789580687469,,,,,,,,,,,,
PLAT,-0.06540199838154952,-0.06718189521914929,0.01983696349827701,-0.014011119542826887,0.11168440510347502,-0.040522615091085214,-0.04261498193171246,0.0033755695808350117,-0.0727550823241081,-0.17159023749708577,0.019036184446087078,0.02498799327220048,-0.02120807114262662,-0.0893603427477833,0.11649856069473535,0.10732095905773006,0.009768445616364866,0.07412867938183268,0.003662112528332707,-0.017974796168293044,0.15545652696298914
NTF3,,,,,,,,,,,0.0629813205509759,,-0.03462934200436312,,0.10576877409925417,0.14632251059385104,,0.06345021831420511,,,
LTA,,,,0.024498768513588853,,-0.02585249019318719,,,,-0.003396269109532303,,,,-0.049306743375444,,,,,,,
CKLF,0.017507610897174706,0.07691815817393327,-0.006984438029003411,-0.029212664072279435,0.011653174713511294,0.040784452955780655,-0.05729609132973137,-0.027385849213904016,-0.06517171650025516,0.037783395428741595,0.05324595807806998,-0.18804903979725765,0.03210060010323631,-0.10285493561894121,0.13118903824806286,0.0862726088566611,0.07712657466611629,0.08306117717677995,0.014187618504633367,-0.0584370914490432,-0.024665310308239118
APELA,,,,,,,,,,,,,-0.01722553103475018,,,,,,,,
CD24,0.03451027915871955,-0.0621895582024256,0.03682444416506448,-0.037392987226311666,0.06045349039644217,-0.007658053310254617,0.008715488856605362,0.19822659925581862,-0.01592876262778629,0.15820973591040377,0.21761754851314144,-0.08119699155360433,0.0030590819964565925,0.034548255821300444,0.09325828200534034,0.15314094935172806,0.038922633026599,0.07371252430121135,-0.03475281059698539,0.07479596791767538,0.043806815220848415
HSP90AA1,-0.04620396003068717,0.03275764741955207,0.027189063104591085,-0.015766936003976356,-0.06740353106114633,0.0207904607670912,0.17681483350708882,0.12945649676652682,0.1358492720709111,0.06770277124326161,0.038486878862705784,0.4040024398125348,-0.030408872979313398,0.21515236839330812,-0.2245605261798994,-0.27549500897434664,0.04695081722327624,-0.05034973444985166,-0.04109698659092398,0.15996425541694806,0.07390762256402417
BMP4,-0.021940587283798045,-0.046637915128717344,-0.013621278368256974,-0.02750444062805886,0.08722955604656683,-0.04970647109901496,-0.01846976347417516,0.031190045430302422,-0.0303054419056275,0.053813368662942035,0.026580673840519122,0.05373722683386432,0.03908498104027176,-0.04201443797453963,0.05303996079389842,0.10207838119437185,-0.010448759953093252,0.029281649813035562,,-0.0009968664141792284,
SCGB3A1,,,-0.016073274284864623,,0.06270632802033484,,-0.01767851035228351,-0.0088206499733862,,,0.002577638089014079,0.02977936979770167,0.033697163453222954,0.05030465662719865,0.023763046580092012,0.038169511117155025,,0.08352211658689063,,0.06834738986157125,
IGFBP4,0.06629009146523622,0.029582929849494254,-0.04902535487375157,0.007942408767493228,0.12453271603509068,-0.09521901593001277,-0.057807067733254294,-0.014493968825586899,-0.007595537104973728,-0.07356350712870159,-0.019832505620426825,-0.13472054902415778,0.05393121710457978,-0.017973175507144612,-0.0039531341416523215,-0.0839089365428734,0.005143417053389682,-0.031113338824398113,-0.052073900393966845,-0.06153909180834521,-0.04993039372555117
RSPO4,,-0.014008132523577159,,0.06811994797876894,,-0.00784282458754838,-0.010979676789880589,,,0.0025141944763552833,-0.006461608544453864,,,-0.020901889229347437,,,,0.06035815938816643,,-0.03733565024597743,
LEFTY2,-0.021108445251030696,-0.03186084469196443,-0.0784062968258321,-0.02626480883302035,0.051270805425005055,-0.014437125180139026,0.034233613864520736,0.03712327324643886,-0.06152744207446062,-0.05761102470919747,-0.0021705099477458954,0.0029152649900535546,-0.018382138802148992,-0.020111850207822992,0.08674457331294363,-0.02837032699914343,-0.054227030267796246,-0.013564097046895708,-0.03538085524683243,0.009046613070698567,
PF4,,,0.09453985798759273,-0.023601550445910214,,-0.0012359540946384395,,,,,,,,,,-0.022904687719316683,,,,-0.06121500497502522,
ANGPTL2,-0.05788941259817423,-0.03614956908192854,-0.007896065088194962,-0.009330159336969734,0.031495929928416315,0.02985663167804558,-0.045179458086300604,-0.06131659205280315,-0.10070073808408643,0.023433111995479778,-0.0022301752247164343,-0.1797784179863682,-0.05541324580517518,-0.16492565446116134,0.14041231912048618,0.13655138137562434,-0.015051300503782358,0.00201646770158981,-0.021668923157908544,-0.05743197957992046,-0.05183930896363956
LRIG2,-0.06730175880497676,0.04653143551431552,-0.0021973227219136884,-0.0776198105884822,0.027122400159172305,-0.012303498466319392,0.008185772756975051,0.010254898711812002,0.021014962422653452,-0.019126419452754114,-0.044058313721836405,-0.012990429377327119,0.031235148730363996,-0.06020653778916987,0.11724818136909917,0.012337754763889293,0.008083960046091897,0.030135113270072827,-0.07000781683212418,0.01845854225714834,0.07224064417122357
ICOSLG,-0.013862278568938057,-0.0759382388287272,-0.0076562829056892505,-0.05890918214276833,-0.0297943755605676,0.02940463615699727,-0.059170577259554095,-0.000547870623761098,-0.012509137588161226,0.010654143573677027,-0.031851718980748095,-0.11572038894173424,-0.010949690091650267,-0.0537962455323995,0.046003614700057247,0.1572403521530267,-0.02594237686331977,-0.014329316836144914,0.01848938424390806,0.06484206514245155,-0.13765173531643585
WIF1,,0.17845538585507725,0.027363675860504814,,-0.03887201901944559,,0.10800442855709426,0.05863906500058301,0.08279142695187049,0.012345789879754557,-0.027218369037757744,0.07378323079173418,,0.2190728780634709,,,,-0.053702926761517805,-0.030988942755182217,-0.009584579278001461,0.04992557124494665
NPPC,0.02617578678542202,0.010124753816112983,0.039929607417680084,,-0.03007384046789744,0.10375349536472056,0.13157657846254972,0.05426251550513559,-0.022060359764643347,0.06863416055308964,-0.03189589018738351,0.14890417042271104,,-0.10259448519685585,0.02759222393015167,0.10170795214793349,-0.06929987847317166,-0.061673742427541804,0.0811750315954531,0.07802603677663085,-0.03905200155507425
LYZ,0.05525853853965771,-0.05427525129929628,-0.02575506136781507,-0.06404639758867406,-0.03397685395927329,-0.027043133959496164,-0.06948733584062235,-0.018555047318349057,-0.09487908258754967,-0.016602430823560083,-0.0022742734193680124,-0.2952363278357009,-0.00032729874500402983,-0.08371444869328307,0.007078394666437938,0.0475631997488443,0.024190326576633104,-0.015044294834859634,0.026242615390303422,0.012759081860958555,-9.187257374020215e-05
EREG,,,,,0.04155878337992923,,-0.04843403809481881,,,,,-0.06926548029682117,0.014767828209324058,,-0.0607010404975491,0.0020044036805621796,,-0.033939650686750956,,-0.035262875914070534,
SPTAN1,-0.011726641248747024,0.037749657319715586,0.05584759331140374,0.02563305663508432,0.02226671712765754,0.03330341744425475,0.039532007529116876,0.09454479480287083,0.11061143487032185,0.09949013905208415,0.04468869458091683,0.34879164478224584,0.06827645690067732,0.16786633642100723,0.07624081411380305,0.1153417132164686,0.0142726373548955,0.08676124712772865,0.09009000412404056,0.21467483154755115,0.056903380115612204
PTH2,,,,,,,,,,,,,,,,,,0.04761594943673227,,,
LIPC,-0.027295001996297787,0.0607234742742973,-0.03941228467495522,0.03239757693798228,,0.04425940170870448,-0.02201505426492009,-0.0165223641926528,-0.06470982418683233,0.041946270019588734,,0.02083100368863514,-0.02687678909511438,-0.006005940716565157,,,0.07173224290099219,,,0.05216689373791575,
COL8A1,0.03134320714797546,-0.09562096481442942,-0.06555583010005188,0.020214562482284846,0.0859798815964466,0.008997957205325384,-0.08239036734602248,-0.0768099181974626,-0.02708354060541647,-0.05702309497819589,0.062151371110167844,-0.2004890344483909,-0.04106313883294923,-0.1322668698052417,0.16057842225871655,0.0463653959801556,0.0018722171600869487,-0.006079296550677054,0.06312156884793499,-0.038088148513527785,
GSTM2,0.05350297200385276,0.01470357857381309,0.026563949594436864,0.00831727770828392,-0.037316508763111926,-0.024093012596911927,-0.01737481329757362,0.011751539327366237,-0.08199284939730765,0.016369167312153064,0.02079048468685737,0.0010373926092995121,0.03215767211499484,-0.02645234700885551,0.04378733728232459,0.08864972304336616,0.06573077661260439,0.0274619216551882,-0.06505384266560918,-0.04910080420236205,
SPX,-0.021092981528083303,0.04680987023528283,0.006302568849629672,-0.0064719237460603655,,7.313364378946087e-05,0.13271079360600427,-0.03777549022280925,0.04583700375863254,0.09946880099090571,0.07095600133567194,0.12873070218018423,,0.21441723776884108,0.10504352735842429,0.05821190035380672,-0.035826610611212825,0.02382296746846552,-0.0038729949450054158,0.19856319473917805,-0.07093101693721275
MFGE8,0.052086411075083223,-0.09719512777757675,-0.015564101631638863,0.006461068766505307,0.04548583062149915,0.022970323964252384,0.007362187096412946,0.0176498643559517,-0.03103259843094431,-0.09689339232589392,0.07878094578330597,0.1094052840232542,-0.015408457635182369,-0.07426887209424984,-0.011572753264290189,-0.026289043931729816,-0.00816361073600575,-0.03487033446750038,0.02007544219999774,-0.06999575769903933,-0.032767990884065346
TGFA,0.02078322038658035,-0.10615831751816307,-0.03625142118359069,-0.028509931441104946,0.06256715436346998,-0.024193582702942057,-0.06398726139996018,-0.04383182560824776,-0.08247149287902532,-0.14946625811031763,0.009972782441380376,-0.1304331678450651,0.024335300511477396,-0.03759056400620394,0.11172576629424867,0.12725865655970142,0.0625118112001539,0.07184931412385044,-0.022524956503167538,-0.07406033212583736,-0.04187306591678455
SLIT2,0.021361901238849037,0.08536278047585183,0.003047215007846535,0.06299335468407423,0.12513997212789058,0.022619674037768864,0.05115994288138985,0.08995658849672183,0.12219641561681341,0.003973333693632952,0.026125242101900793,0.1604233396432323,-0.035601433281430964,0.18867089119148003,0.0824812091936973,0.12399397554425755,0.08392326873239078,0.0660459172072428,0.06476823968133073,-0.06061452882753178,0.11462604663284898
PLTP,0.030713753503635786,0.0019995845466987943,0.010104923558459423,-0.028763730731503463,0.06183631487782303,-0.053986650225612075,-0.11622231875797505,-0.04959040779368451,-0.11447567247641616,0.04917728372221503,0.15891948163500852,-0.40316518132707563,-0.0036111141498229404,0.0026987162452184747,0.03298151614568545,-0.041759855886806765,0.04704149919345373,-0.06525739298622463,-0.029992256035353725,-0.023126213437100508,0.07603647841047799
APOD,0.04860012533728545,0.06180910824731948,0.01829207811972157,-0.019567445129065553,0.11577055481376379,0.07053878730550257,-0.01445560124492833,-0.02159423268552533,-0.05105532151894902,0.11207860331330315,-0.03616434283058589,-0.21458356246635513,0.01220327446447028,0.10855713172460815,0.1933377713584887,0.22092540836551822,0.07383712209023623,-0.030227004920904323,0.03142765911846568,-0.023092971158441576,-0.026798518469015556
B2M,0.014213494080028907,0.02383019712204586,-0.08768747479636367,0.0636578495847057,0.10209673297105588,0.05997365775593499,-0.08848567221123535,-0.08334434430934078,-0.10277807955568831,0.07342340760801824,0.1201737282784581,-0.41147188955450376,0.00022000014661348953,-0.18540044901824468,0.0946816293222702,0.046946970165917604,-0.00827344411215114,-0.03512859185677744,0.003736673594586012,-0.01823552199025314,-0.09579800084204415
OMG,0.07018943729931477,0.05596255399243249,0.08627225738179768,-0.0015876696516230518,0.10427132336574432,0.032462372035933836,0.045978578014209744,0.009476180931273177,-0.020754267293061193,0.115167259664217,-0.061703525593349,0.005806477291618168,-0.013612928359773315,0.13675087849566883,0.15429348485743327,0.2308824786288512,-0.018789078157535107,0.04640027663392093,0.032220843665738734,0.2331939775375458,-0.07401741487907261
CXCL3,0.036749619609278465,-0.05403438130307543,-0.01691482489008166,0.04526655419096028,-0.04222509236875064,-0.022281560592348176,-0.062029094059772256,,0.007895138733186771,-0.1309181161091204,0.018872224883381694,-0.03092632600137002,0.039366177737105504,0.013549290043654004,-0.048415043989888155,-0.06955344697794849,-0.0005252361874866353,-0.043947497627812276,0.008274003306673683,-0.007548070101855767,
CXCL10,-0.08540039307779564,0.05572021856623454,-0.014158340171496642,0.012852860553889886,,0.038473552064204455,0.0799670580618905,0.07235365586472436,-0.07776332351131277,0.024167112364485595,-0.0024113549053018887,0.05440248926481173,-0.018549009417202954,0.07704485513200712,0.05266545055387236,0.009878116882319023,-0.021645492142925656,-0.011650623195402113,,0.07577293353308076,
