,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03339681207211489,,,,,,,,,,,,0.0409766710811915,,,0.05218157915827541,,
BMP1,0.024733481049713013,0.07362013076960476,-0.021682598189563643,0.03901278427347617,0.0636463947074991,-0.06018598732200214,-0.02860271256501224,-0.2504887712153713,-0.09343863347889433,0.0065581166337972865,-0.11921296801830147,0.16020817925773748,-0.2040165421933955,0.10151521489998958,0.0746791994498847,0.016729654957955135,0.0958673113977685,0.06157294114748818,0.10907509918068617,0.037121066650722734,-0.017582812262809774,-0.06416966924329276,0.3816916288867225,0.06531061816070835,-0.041577550103128386
NDP,-0.011485319343872293,0.023092067150131616,-0.015300066309276935,0.09433425625348188,-0.0029782406565947986,0.0560946050960017,0.06512071427488902,-0.07602776526770905,0.05117366103533981,-0.01543448171867399,-0.12930260652029377,0.08157827982639808,-0.05480208549673047,-0.006836016599637432,0.0418291991314937,-0.13973490294190863,-0.02785332275602052,0.07419374282639472,0.06274271991821043,0.06514774065785238,0.01364206475925881,-0.03485770478469763,0.03219810382214271,0.060132760649786336,0.03063889768816787
TNFSF18,-0.05991874195018802,0.04778481882118314,0.015306200345321104,,,,0.0362378941855515,-0.021657109325165496,-0.04260552145921136,,,,,0.16172049738823802,,-0.00016669322368096618,,,,-0.030474888494201813,,-0.04392170436773114,0.0761047560323187,0.008748539394953778,
IL36G,,,,,,,,,,,,,-0.03422366365936076,,,,,,,,,,,,
RTN4,0.1707609382704367,0.03748336818667781,0.0068237251531563835,0.060461456636831,0.025955382216765008,0.12949669498262156,0.20207614054306275,0.4187427860238058,0.11555422875525195,0.12611399802155407,0.40970647681328665,0.02174441675010778,0.3374842162303902,-0.12532656630455374,-0.031619438129362326,-0.022369710982031547,0.0024186447662684703,-0.08771055524830003,-0.026472271542197265,-0.05961480222252204,-0.017164102838682273,0.05981660567777711,-0.027994001778048946,0.036328855492541584,0.06876455340413015
HEBP1,-0.05672388826081455,0.07066314534167219,0.01251361619776682,-0.023356184259818173,0.0031628762529365335,-0.014239123671035655,-0.08443514071309538,-0.11625788034259413,0.04118642403117031,-0.024520889589025513,-0.20396031182853833,0.04730063954084911,-0.05954163530109156,0.09972988681097704,-0.03107428828022921,-0.03418886731399623,0.0046751187743348,0.050710942856354926,0.07085296176558181,-0.06130904288166151,0.05149377347254424,-0.10535204705579009,0.09002984522900719,0.00260183671907635,-0.034372320719739224
WNT7B,0.19925747641385325,0.02943061648986964,0.031195973988582572,-0.04243460209325197,0.04878900091288065,0.01997446368467541,0.08485749559489575,0.3755982088616136,0.0033598493238132738,0.05380493851190966,,0.00584852926899983,0.1352630956028403,0.03686018560655322,-0.014571086628424013,,-0.03531265886206098,-0.010726735423899963,0.05707658635142612,-0.01457735312354825,-0.027387249157047797,0.0008948564237916979,0.157708434753264,0.02125139262878777,0.06173038617327517
PTMA,-0.001963390107370591,0.060856195186760824,-0.04798169462683331,0.1572490247570106,0.014784772254701307,-0.12047451648398384,-0.17560463018994762,0.0165636679170865,0.08524626904465515,-0.07827232282171283,-0.49101534108484707,0.1565027374282046,-0.33880497302190293,0.04651000010049756,-0.023290597876355797,0.02919173238703328,0.02356610668877483,-0.07693673573002821,-0.07073031606948622,-0.018291126578754577,0.007403368108734449,-0.09782360796867787,0.20023050337388662,-0.007510167973355349,-0.15355307471274066
FASLG,,,,,,,,,,,,,,,,,,,,,,,0.024409582929050776,,
CEACAM1,,-0.022678638357658213,0.05363571884288863,,0.04070305875304522,-0.034855551498043646,,-0.05965803103427321,-0.06257877823213605,,,,,,0.019009764411447097,0.14087181569360818,-0.031668958082650224,0.025089470972074313,0.03883306603060529,0.0941116293029094,-0.03714929496272173,,0.019626154447755433,,
PDAP1,-0.04664089750975556,0.03855621634142262,0.01276199741164266,0.07761864038731534,0.0130355757770158,-0.016359670730577966,-0.03838534081634841,-0.23991166173195577,-0.037797752398247356,-0.025622269342190338,0.05192995844626279,0.07857996985696815,-0.1668034263653399,0.11835065882038909,-0.16352204604716494,0.023443959267203267,-0.052785531385432995,-0.05007586158946247,0.010137047087469441,-0.04614714235290951,-0.006644941161611952,-0.02619313449091325,-0.06078194903512053,-0.03849614026692912,0.029169821648372625
QDPR,0.09988227226289342,-0.016238914322535086,0.011209058623722538,0.06044663700213757,-0.014553760557214617,0.05125410391930952,0.0701644257749704,0.035213758097567445,0.10450865713817611,0.038461605275948246,-0.4100431091764097,0.09830080525694165,0.01864229292805841,-0.02929235370877726,0.03799736334505051,0.033654484640654354,-0.08594156437762937,0.03373162030813116,0.008411490379096099,-0.10164772287931022,-0.0064268471644893955,-0.133591886397208,-0.004313833381990722,0.009666812633320632,-0.03284531943051744
POMC,0.23807429413366227,0.025501760480887842,-0.022373113818170955,,0.004344532126652878,0.038613232589992226,0.04720549151441386,-0.018260277635789395,-0.004069033467362083,-0.013904066361695794,-0.06770966208914493,-0.05289933988479919,0.09778929804984483,0.07430355077466853,-0.02221993258561337,0.08638694781919573,0.029886673961177623,0.05934131629513663,0.06161199535688652,0.017192823862489152,-0.017094698790914832,,0.10752669201385755,0.032698279294237985,0.02274576453813671
CCL18,-0.006395473329289245,-0.06488188455368181,,,,,,,,,-0.1687578515062675,0.09317607075327704,,,-0.033034183556001295,,-0.02245381196821746,-0.03566252314066967,0.017700582873677786,,-0.058827827597077255,,,,
CCL17,,,,,-0.023781473254045265,,,,-0.0046482882101092846,-0.039574197901971225,,,-0.029742292573487757,,,,,0.0523109191361794,0.053530211616295106,0.02534014419570644,,,0.061167303077745705,,
VEGFD,-0.044719440813862026,-0.0007087500063791288,-0.026460739547942754,,-0.02964569213689209,-0.007708008617952953,,-0.06637729205189487,0.017647587293343033,0.03227382457849264,0.08245654916777091,-0.051017097347995075,0.054890323734511734,,-0.04845079732920377,-0.05110784833141377,,,-0.031418620054757325,-0.016634504228706753,,,,,
