,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.13718674997746708,,,,,,,-0.005863148208038688,,-0.026852062100333664,
BMP1,-0.04156239254409325,0.00612376023235119,-0.0049991448382842385,-0.03681038374583881,-0.030766351037856625,0.011532461222942053,0.02037013017683345,0.07484941827703216,0.022433612428088112,0.05054809136290492,0.07891419430325468,-0.06971261958830238,-0.038850171312837425,-0.03606924359852538,0.1458350689395014,-0.006315066613030054,0.08658912838606968,0.07739656273334282
NDP,-0.0051629153003220005,-0.009490311939008919,0.014604825213106777,-0.08352571358294072,-0.030636392960367968,0.00682493930246015,-0.011799843967371392,0.02068159889934622,0.046918972650916685,0.09481915805869667,0.006275658401915871,0.048752037673078626,-0.016135717464533374,0.0577110940947703,0.026618007344276856,0.02669990200374666,0.027782224977052652,0.04197709362301291
TNFSF18,0.07000533044000572,0.051037028622117134,-0.01010342869781773,,,,0.009453365384610099,-0.025626179096099332,,,-0.030352511579276313,,,,-0.011590585539336219,,0.06767002709131499,-0.03593494038467874
IL36G,,,,,,,,,,-0.016478487539758294,,,,,,,,
RTN4,-0.011822456797693262,0.0009170577888099385,0.04322655414515407,-0.053566913979072026,0.028381518054527304,0.0948900343400968,-0.0841160872010099,-0.03500288155079752,-0.07277584844473758,-0.08518137360238795,-0.029633031827343146,0.004257962044349275,0.01928394500465433,-0.03477972977582765,-0.01601666205025144,-0.023411948437729327,-0.013142333864558157,0.05017918509786027
HEBP1,0.05339351801330744,-0.05374604622864424,0.01317660135498127,0.09260830035789196,-0.0022275737942749002,0.03881069523900114,-0.005910835544421025,0.01819672800546786,0.00792902107996406,-0.025486548670190488,0.01420359569354858,-0.059565032193932055,0.03586579422516789,-0.0017775516671317436,-0.0020388584730524004,0.04363671697890955,0.0019661296645475767,0.02990437901435818
WNT7B,-0.013789596652994802,-0.028923741198521594,-0.04345017198991004,0.034139159305507566,0.04080445271813881,0.01828494282827441,-0.043727329371211966,-0.022515409972243706,,0.0006606934643234956,0.05731641760263342,-0.03338023127383178,-0.006361084653880131,0.021372087791657796,0.041536220751745845,-0.018478550149854667,0.033964036272010015,0.024640074963814106
PTMA,0.032616254844218956,0.03788863791391428,-0.025493965165213208,-0.12102575000436624,0.035745368000966046,-0.11682579253919283,0.10070757304219123,-0.04106132308791355,0.12602033764598816,-0.015088198071772141,-0.007786605906177145,-0.05357906474941804,-0.012078369395402052,-0.020726780314520247,-0.02900190024827442,-0.058201476151025354,0.027187123824649655,0.06371282479370519
FASLG,-0.013687348877350583,,,,,,,,,,,,,,,,-0.005658331088175195,
CEACAM1,0.029362509100735228,-0.03031897721617894,0.00517603988028052,,0.08231988602354225,-0.03409096764977957,,-0.009134118775453674,,,,0.03535474478748995,0.04627220988715833,0.04508319306938445,-0.02518437221353341,-0.025309687231117785,0.01931819263368503,
PDAP1,-0.02812003151941763,0.024576833246117934,0.004315066846146382,0.11359159424234928,0.0029864462072238707,-0.04729446976775195,0.004745879214857354,0.038905453885065416,0.004999997813764836,0.06347830637707823,-0.04313278802624742,0.057020939498555016,-0.09921660117415505,-0.0708085178121611,-0.004796407310819443,0.0011235991291794994,0.027502006525873708,0.0039709690031113284
QDPR,0.008309579794670344,-0.046022501820395835,0.016588137878544015,-0.03475274519274389,0.009017193977696314,0.07833210616757823,-0.07859203472076329,-0.0668582431371527,0.07413624898221348,0.00792191400706508,-0.06779417206439832,0.05155743428523599,0.0399976423046815,0.0726891562032303,-0.01718981194484876,-0.020905816416941635,-0.00284365115276882,0.03949362884326367
POMC,0.022466660884665913,0.027551812632732365,0.02909534499846119,,-0.007105086913441471,-0.005974947903787832,0.0642381948300772,0.0406487788414788,-0.01993157569803491,0.023040748764399436,0.009150947360658508,-0.001919928808650235,0.006040287909210876,0.005035080475384413,-0.03368407147492789,0.014136434966819031,0.06882908425645862,-0.0019204501695072266
CCL18,,3.2413212728994105e-05,,,,,,,0.0821868583134053,,,-0.06640848724946444,0.0029380484791882303,0.011755710434223387,,0.09728391895076278,,
CCL17,,,,,0.0732886128172256,,,,,-0.015053566191671839,,,-0.026913843217140944,-0.0013873172584883825,-0.00942380509322446,,0.07704248579185702,
VEGFD,,-0.010647593940592651,0.03206232399051423,,0.017089276970032975,-0.032616307679497906,,-0.028910162933060892,-0.004499913042339037,0.0668232327948152,,0.10851218452122284,,0.08108177135990856,0.053879892100194386,,,
TNFSF13,,0.1505674756892028,,,-0.016683972479092677,,-0.014474592502530824,,,,,,0.087782534825576,0.017995699221392533,0.010945970025912938,0.09477798509090611,0.05054638843004636,-0.03909208938991062
WNT5A,-0.023582910310214755,-0.059857012266263054,-0.06035753457986697,-0.006618859429697113,-0.049137530459154116,-0.030679952488757507,0.042079403657210676,0.012791245321628219,0.018021130909688286,0.015722099535407253,0.03358835098936998,0.029742137853768592,-0.0032526466424770153,0.006917415272528398,-0.018283512396329794,-0.0670715367236753,0.0533113263823384,-0.03919955699769275
CXCL8,,0.054463275154893326,-0.044720182187592904,0.17006244352076805,0.07526228889800479,-0.04401833743297847,0.015129517744394489,0.002457307966047738,0.04247184312068581,-0.00043312252683981497,,0.0829027283868061,-0.09128830124699473,-0.14060763153410688,-0.055290804205510996,-0.015120553799973895,0.0625050778102325,-0.059828836966491945
GRN,-0.035634424266755185,0.033796877228934354,0.007644056261625515,-0.09162147543473724,-0.005721285930895018,-0.011063647504531727,0.025222204827899046,0.06449655445128291,0.06386242238695192,0.04605431728173322,-0.021608191083399064,0.031115556388266526,-0.03333573477578287,0.0011176201002842524,-0.007599160724831376,0.05958409707947509,0.05427865873021992,0.025917809989663934
MIA,0.0255401120293329,0.01929619010550076,0.014418810838270497,0.10921141620242371,0.02919337275939392,0.0026362342160471132,-0.02617285483203787,0.036113683781073526,,-0.022095393877658586,-0.015568871174196568,-0.005982098219759224,0.1640925817200532,0.1664525691747908,0.09878915532981634,-0.02921971133461896,-0.010110424553860957,-0.011706400184151325
COL4A4,0.0046944809749101535,0.007660816352373976,-0.04014563741516448,0.08954347215727676,-0.030953334821428424,0.015496681486445426,0.013045056211805836,-0.017005527213263486,,-0.02143335178052065,,,0.012804736260262515,0.0577784487865859,0.0744485203770539,0.04307578149374957,0.07607937363865117,0.002939014706055659
TAC1,-0.02989315368448989,-0.0251718742259829,0.0420959781699371,-0.0966338101219119,-0.009023857241905136,0.07537680817026025,-0.028736800393757072,-0.029648886027221516,-0.07796314998610034,-0.03798438497526512,,,,,,0.007230706456832352,-0.027749489427180644,0.06822548418490094
RARRES2,-0.04335041599336033,0.032632951999008133,-0.05773509951704062,0.06524731917600074,-0.0058404448131650685,-0.027043656255357016,0.08813520141972461,0.04785542300794478,0.04796426201762189,0.007632099584097816,0.06052305828046181,0.016343169199430883,-0.06334973571654447,-0.043878750500564126,0.0023541148843536546,-0.014444794034003923,0.009453010990549264,-0.042693924083257645
FGF7,-0.006423249002773706,,0.035757856379311795,-0.02041844877430397,0.02031566509312279,0.002235587022260423,-0.00029437723742627066,-0.0004139531499286621,0.05403521057650497,0.02978863344377231,-0.006385485853677857,-0.006526086838425881,0.017454766192876822,0.09261044634342844,0.004929869304912836,0.025980198544760545,0.020161913957366745,0.03258811158395441
EFNA2,,,,,,,,,,,,,,-0.017239530132421483,,,,
HBEGF,-0.019816471924620122,-0.04596800779332818,0.039759221898798186,0.04906722815570889,0.02420517161157076,-0.048609081229559106,0.042953130993524796,0.04295288894441242,0.06681321558816004,0.02563433585819926,0.018757037169078665,-0.13273206772951335,-0.019800812830140433,0.04471194438131996,0.07341715677596417,0.01474283184451061,0.032395842809392554,-0.01280900912375358
CSF3,,,,0.0727810768846887,0.05094496974373034,0.0029559338920620852,,0.09117514469783122,,,,,-0.07086030076772201,-0.114723509909191,,0.0070662797145930895,-0.003416682944942853,0.03182077102059314
PI3,,0.015869954893725908,,0.1806274479372376,0.02190824320635347,-0.01263876223231783,,0.09709241790959812,,,,0.0012120581229457415,-0.13403270358342717,-0.15010368234844937,-0.006282078403446443,-0.00666935699077937,0.021128459501205822,-0.012108992342895792
PCSK1N,-0.09344636656361556,0.06774007128424814,-0.04866484873718057,-0.14421429812503633,-0.05224167358365586,-0.0029632175877882154,-0.0614457850154461,-0.05202354239294575,-0.10311605126898071,-0.057358957847866675,-0.01877977055304967,-0.06303723195426296,0.040174980526106165,-0.007616717547261923,-0.020950871150723444,-0.012188231568207683,0.009774829058935815,0.047846091932997
NTS,,,,,,0.028283130951088205,-0.016812403871578337,-0.0048053601704733506,0.056682463705952355,,,,0.02084153675328329,-0.026513071673565064,,0.046643565548990816,-0.020436968029287534,
SFRP1,0.022309458693404623,-0.009790714167345223,0.05980725925215784,,0.03418458145745586,0.03217694143977351,-0.010824346217129561,-0.03207640973860632,0.053409072908344256,0.014974816756419838,-0.011412251721580896,-0.05247073218096906,0.03697443339406656,0.05554863014206551,-0.011885785919956425,-0.002289451914899765,-0.03214619800866387,0.00036417057259410346
CXCL13,,,-0.01161345710485196,-0.027440914372473445,,-0.03687514783331327,,,,,,,-0.009750483896776914,-0.03307796819666723,,-0.03147148000896299,,0.047210912523548185
MICA,0.0312126634897547,-0.007542347893918856,-0.022911464337949602,0.00026583011022835015,0.009777973541435798,-0.017007044747603783,0.011757866581989594,0.022784387456551567,0.01355733655099429,0.051909432117176524,0.03172764199854452,-0.13091267817617974,0.046769280196144465,0.12737177975043956,-0.02889175335458491,0.016127554595614838,0.013332991853216332,0.04832760897286425
TG,0.00469447991699079,-0.02969342555237822,-0.007165407321040587,,-0.02277509779263847,0.010332122205022005,0.05559158962430936,0.17433233478057075,,0.006482436409757181,0.03524735125311474,0.08294973381190615,-0.011886465149034908,0.024635957385131486,,-0.02986302526706085,0.10775596097380359,-0.041080997877012033
ADA,0.0027038900212696514,-0.01742451622413348,-0.02110578360229252,0.014108375860533942,0.023287922174947916,-0.034855723950358734,0.09270737259922666,0.059558569929240864,0.08137969325366215,-0.011522164564796048,0.02078452467373611,0.005599291389519144,-0.028925114998468192,0.056563442793189415,-0.04010898286490654,-2.9636359123733936e-07,0.10136251265792122,0.016452870743253956
LAMC3,0.007702805016789683,0.009128979050956876,0.022409313123750423,0.05150943860247688,-0.020550501091705812,0.029104646761495948,0.04413186279811485,0.14384415304231737,0.09478580186438769,0.08242298210385494,0.014523902466744789,-0.06235447608582763,0.04970376827196694,0.06328607479097133,-0.0074812946814987215,0.0943917724795053,0.08882142607900309,0.021357894666362606
CCL7,,0.005498830289057614,,,-0.016466359315636427,0.0440016750302995,,,,,,,-0.040337647324896045,,,,-0.02328877601769231,-0.010271333998792641
NGF,,0.04006808374224728,,,0.03195579162704025,0.018867631099935174,-0.01851847752786497,,-0.044630164524153686,,,,-0.0465867533874232,-0.030912276768703142,,0.05437324102526796,0.0016920691434810936,0.02087091171228067
TNFSF15,,,,,0.04377228920814098,0.06073138778805256,0.09211330397583435,,,,-0.013926164158863583,,0.060428055941218944,,,0.0477912821706982,0.022766406915599374,0.011553500125384553
HMGB1,0.08116880906440124,0.053565671302486045,0.03556414539928296,-0.11757913696120291,-0.03346579321316604,-0.02371434199893332,0.05417188943492563,-0.018360083949392734,0.09110323532200422,0.012507740102515505,-0.07444773444411514,-0.08728894387797528,-0.001763698100458885,-0.09573101774192391,0.03546512190775034,-0.04034501704094852,-0.07470643063815785,-0.013013162363094495
ITGB3BP,0.04122260251721554,0.008827347195489247,0.01625805026111351,0.010329624361815106,0.04434508973316687,-0.0738275028283195,0.08811587660661632,0.00385896110505415,0.08010808931643133,0.032391322142009765,0.022034859556328324,-0.003375182700136986,0.004277264308487036,0.002077717479774426,-0.028423479046092142,-0.03315504220772933,-0.024575651204812272,0.05035064465224029
AANAT,,0.024679138357084542,,,-0.016683974259741302,-0.03261631233565964,,-0.016228838354340882,-0.04195891824125223,-0.020192919156968938,,-0.04200467699624595,0.06368506283314307,0.12305151083493898,0.02229958186791376,,-0.024640496219405925,-0.02806206871540371
RELN,0.02313112957380041,-0.012981217859272363,-0.03771490806392641,-0.029889793083437463,-0.028959643021600565,0.05551639673742014,0.04588721068421812,0.00394516342300875,-0.022125804053768027,-0.022355304429099335,,,,,0.045875577505408716,4.996956989232857e-05,,-0.008135245331695804
IL15,0.01658967891171971,0.03299480575181225,0.0059457415372501,,0.06164936596216035,-0.0006465069431514629,0.007569448475225149,0.014015643200646365,0.009907913624322466,-0.01872799921654738,0.03678720822336803,0.044709901385297575,-0.04222156608137927,0.04719082338803098,0.06966945333847123,0.12302884422060946,0.1228495621733174,-0.040256511779249965
UTS2,,,,,,,,0.07203369579417128,,,0.07675049967750519,0.0021011744809981054,-0.030135044960804075,,,,,
BSG,-0.06520878773273066,0.004502440509492169,-0.01150503586294726,0.006278770392558053,0.03385609811369464,-0.0866771091572944,0.0008406962020608092,0.06038285299811419,-0.04680311800666073,0.0033736961617861984,0.09893397699441159,0.11840524848846838,0.009957940527816974,-0.013526614470026016,0.010315815834725883,-0.05386476041143567,-0.011545129705108787,0.0018308646814138858
ADAMTS3,-0.030926349773114103,-0.004447996577627885,0.012633720975848034,,0.01923821603896339,-0.009035240922913893,0.059647657358303754,0.0686418182489552,-0.029404069139783537,-0.020374172281917728,0.009061138549593015,0.016471644936074253,0.07107762791642806,0.0418501614163832,-0.005922542464674226,0.016723403088442917,0.03928319766247358,-0.04141536455814122
CD34,0.0662795746113274,0.05237491806581465,-0.03686778688170608,-0.045832353835390034,-0.05220508800559972,0.029217605686099168,0.09747095131858019,0.0826142179021543,0.03661622298662352,-0.0022471491470076863,0.04753348428733848,-0.05151284808512731,0.06868264723630008,0.12224547578674903,0.0065076155269908655,0.019954641263929502,0.09276447907938432,0.0030793149129586125
CCL23,,,,,,,,0.02291444036060641,,,-0.03383241852603521,,,,,,,
PLAT,-0.058327852334195116,0.06508076668025316,-0.01054358797334532,-0.06881069915834426,-0.010842693635633727,0.030038328985800493,0.04610651914239351,0.04041239596548235,-0.02992702098793836,0.016617176445099077,0.08769049296096934,-0.10554244807456589,0.07046490169199619,0.08252104986194676,0.005309059473206457,-0.042018228065224726,0.03281783143072473,-0.005621940803444024
NTF3,,,,,,,,,,,,,0.03505398346381467,0.14236749514185396,,0.02024158772610877,,
LTA,,,-0.03334539707221998,,0.006502661209591284,,,,,-0.018728001528340345,,,,,,,0.09541190387502278,
CKLF,0.010862330859253217,0.019239438864302766,-0.03292403351740914,0.005187915954576154,-0.0027119092154028177,0.003055123448100255,0.031101174141031078,0.022142446803594083,-0.00735086965532661,0.12106885227856445,0.019025719520043737,0.038257416301302576,0.03125621513367531,0.10430587804328927,-0.043274194775458776,-0.016726773982336355,0.0352697650285906,-0.0008629035430033424
CD24,0.032197598978722465,0.04516604110741122,-0.04079005185357825,-0.04906711895981221,0.07112743529026595,0.017316100104972976,0.0016424313451948403,-0.02814573564425431,-0.004371045871672827,-0.027300411682743605,0.05929629741361779,0.027990957065229506,0.07989293636889028,0.028215828255169956,0.026715666946044464,0.041764214509769776,0.06310337303954437,-0.0022148858914308395
HSP90AA1,-0.03418334750705522,0.005798293424059498,0.025707543357446093,-0.01729416657418415,-0.03337066612196867,0.01611581384490882,-0.12137528354783807,-0.0434841650109881,-0.0648875091426502,-0.07989264928568295,-0.08788143205747298,-0.012417561706016494,-0.13690178303913134,-0.18267503346215264,-0.02354752364336132,-0.02324070522739864,-0.07973044963209978,0.0287449376336425
BMP4,-0.007237528759584985,-0.0024319721745398575,0.024959455969053607,0.0637365156948184,0.038993244891766955,-0.010564442515891791,0.0057874496704960355,-0.006420681292656527,-0.041586591795444265,-0.015958191613024034,0.025414862694762605,0.047981541660093364,0.025202411982746937,-0.020007575315894515,0.016273680883865285,0.040191014907164375,0.08432402551419933,-0.06456762486025591
