,UKF269,UKF275,ZH881T1,ZH916T1
IGFL3,-0.014513723234040956,,,0.05924323820360971
BMP1,0.08400321623361302,-0.003070735561400248,0.01930858688257443,-0.01880101788715099
NDP,0.04738009669456029,0.012294647852838436,-0.016256555026021854,0.10293204430754095
TNFSF18,0.014312339431531448,-0.010647509681371023,,-0.027703456145039333
RTN4,-0.0837166846869721,-0.028377553471222554,-0.0010499757263585938,-0.009001967221160468
HEBP1,0.025359385781223535,0.0016331413236173598,-0.013072121356982255,0.0369959396968532
WNT7B,-0.013307184993717617,-0.020677429869186748,-0.020069971863489744,-0.03505451037624869
PTMA,0.019920144746305445,-0.08188885644184447,-0.048125238642003666,-0.010438966728503135
FASLG,,,,0.04368643892780259
CEACAM1,0.0011824248002967979,-0.016745996129576765,-0.013320732217456905,0.021247179006833622
PDAP1,0.001668278464532507,0.037803289827627144,-0.09155036136892525,-0.05524780555601839
QDPR,-0.04146427913343448,0.003991816102372803,-0.005406959432975172,0.07293053396192926
POMC,-0.02435403173689481,-0.012354528249030876,-0.021790968021359325,0.05098867831572413
CCL18,,,-0.045873214425239756,
CCL17,,0.06952226414888485,,-0.012910648788283966
VEGFD,0.02430870930170702,-0.014148202783512946,,
TNFSF13,,,-0.014958289490959483,-0.02103682459243977
WNT5A,0.052474990297063824,-0.001636289906073322,0.01992018641246411,-0.0012099275491518405
CXCL8,0.076160781268015,-0.0032773102204318306,0.0689669640397446,-0.03591471171563121
GRN,0.05215106486570949,0.05016222845964744,0.030612920419752578,-0.06144000272414343
MIA,-0.004408689026873318,-0.026101067462027047,0.06463114885872778,0.01810307123202224
COL4A4,-0.01430219696361462,0.06643141015730203,-0.012313487364366028,-0.026576117152073926
TAC1,-0.05826845512736539,-0.00839312448132166,-0.006589221886323821,-0.01697236064222435
RARRES2,0.06280680765425319,-0.03127469354105071,0.013331393995999424,0.0040758732467512685
FGF7,-0.0016119490653554412,-0.03160527851273665,0.020980257009435243,0.05135370053583008
HBEGF,0.10006335746379617,-0.01922278782424386,-0.023064736973590034,-0.06966577260626398
CSF3,-0.015131449104396604,,-0.019097089227974016,-0.013592921471409164
PI3,-0.017038211405061645,,0.03196349211634956,-0.029532902551916432
PCSK1N,0.0015967841907169496,-0.015172727732555751,0.09867104351910912,0.0834710076669753
NTS,-0.018598371131967537,-0.015838267966539643,-0.02423526094672926,0.12814689319876396
SFRP1,0.028460453095848014,0.012064960351305123,-0.052104442715748184,-0.01966151007250551
CXCL13,,,0.06982187828650163,
MICA,0.015182705917810922,0.03222535411003845,0.005826060098083529,0.031926404229831944
TG,-0.018262305288890914,-0.013378611417638507,-0.015717197891587643,0.005502560682493054
ADA,0.040111629079971955,0.022454681187182527,-0.018874873299265175,0.02109795499343453
LAMC3,0.03941104152668411,-0.006433950867991181,-0.0025035593619818146,-0.004578303548805599
CCL7,,,,-0.014244064076404106
NGF,,,0.0701016282835278,-0.021956774086742115
TNFSF15,,,-0.01185896455400257,0.008801603973072948
HMGB1,0.07893691736956342,0.03160951176266114,-0.07727148770921753,0.04632963487923287
ITGB3BP,0.09483561241995664,-0.02790113617899125,-0.03560835002465,-0.01858512490151933
AANAT,-0.013648976578239436,-0.012031463432730795,,-0.015070813801333897
RELN,-0.04005037978407623,-0.003732211414669144,0.03679837481414037,
IL15,-0.02497560082761474,-0.03412645718673844,-0.028927664391464374,-0.01209966283140712
UTS2,-0.01918972300823279,,,
BSG,-0.0701358601854285,0.05143411373483444,0.014699368567893502,0.0881052602248021
ADAMTS3,0.04919642285137193,0.005825817558064822,-0.06263799700863838,0.05735242065007808
CD34,-0.007938738927762097,-0.004502120567314729,-0.04077586008611468,-0.02983705198034793
CCL23,0.03368200455065178,,,
PLAT,0.05052617571644214,0.030673936065808434,0.007970238547866949,-0.00017351411499518156
NTF3,,,-0.008913101067549072,
LTA,,-0.011587553160305459,,-0.020283044150445947
CKLF,0.029945630734311494,0.003909582912344861,0.06526019637028277,0.06002762739335661
CD24,0.02124983358771871,-0.02240946722500367,-0.0032797963658304646,0.0019913198835907813
HSP90AA1,-0.062231133118127176,-0.02850005886909172,-0.028725699531985015,0.0038671237636710995
BMP4,-0.04180728085398644,0.0032093159782067477,-0.011281766795974032,0.01076481996056125
SCGB3A1,,,-0.008731428467777351,-0.02986599411012541
IGFBP4,0.04127332345752164,-0.011843181571380765,0.0003585436124707958,-0.04994737948198218
RSPO4,,-0.013477029757715937,0.006007423424007774,-0.011214661547339582
LEFTY2,0.050502199921252475,0.053430932631266824,-0.022555125639432842,-0.0466713799754716
PF4,,,,-0.020283039456799087
ANGPTL2,0.08926817047380309,-0.04577246244257579,-0.03401481017875563,-0.020792972150577786
LRIG2,0.03323125005674856,0.009725764720956227,-0.005228034440502084,-0.019573003873303456
ICOSLG,0.03828627196043279,-0.014746188853439129,0.03319534224486958,0.014834798145956063
WIF1,-0.07185541538909417,-0.01039990465138052,0.08188265115730992,
NPPC,0.009055972788444722,-0.02028690954289496,-0.002644303961980024,
LYZ,0.04381766462512764,-0.018589933269979833,-0.002780098448752935,-0.006611020478683886
EREG,,,-0.020657466189673637,-0.030632087870695414
