,UKF251,UKF260,UKF266,UKF296,UKF304,UKF313,UKF334,ZH8811Bbulk
BMP1,0.009325503321058517,0.03818316666829038,0.052614312742949726,-0.04398457058328789,-0.018087085446567838,0.12139953056199886,0.030325955869043183,-0.03408261055606777
NDP,0.02922079960929347,0.027035269164974115,0.012045936967507085,-0.0019334869365905739,0.019355374570823425,0.03978783018573538,0.021063168542722627,0.000315898751252115
TNFSF18,-0.029043202484459376,,0.006368143253770142,,,,,
IL36G,,,,,,,-0.019274156597517494,
RTN4,-0.012322358847416394,0.028257009011714324,-0.0721624146647088,-0.027879937153930025,-0.0579005354555457,-0.03748376118920638,-0.027530061220522567,-0.002678792872723473
HEBP1,-0.0665649933336618,-0.0008233640645695195,0.02875359910617329,-0.010121763704564898,0.06427094379883803,0.019851533516033377,0.018752241962888855,-0.037518728157532516
WNT7B,-0.018040737080184534,-0.013732942277314747,-0.009612127232109217,-0.013194808220927803,,0.06358715498828046,-0.02118451928145192,-0.016357930816252562
PTMA,0.009877373311177029,0.0034368828108576623,0.06248039847630257,0.05607932548489239,0.06657969420170268,0.15629809359232266,0.03393045223498599,0.01703824732695741
CEACAM1,-0.013845180631771807,0.05999723176663391,,,,,,-0.01448155881308741
PDAP1,-0.027225244239864787,-0.06493262730408284,-0.014938704093936358,0.02099280679299547,-0.025004067322841814,0.13313504374776763,0.02208349573388337,0.021393780077312907
QDPR,-0.007977198179016376,0.044540718821995694,0.016962584932750355,-0.015048730963393174,0.011846134807041279,0.09967308900055798,-0.03127313904954512,0.09088856763054586
POMC,-0.024600677086576615,-0.03991432005277058,-0.014758620077306668,-0.0010528146460870894,0.023804880335365017,0.03270641677901807,-0.0412950870931632,0.07454229440050096
CCL18,,,,,-0.05737525310385152,0.10460937365462832,,-0.035363007658132016
CCL17,,,,-0.01633147370386374,,,-0.017607489244952507,-0.020905039290755847
