,ZH8812bulk,ZH916bulk
IGFL3,-0.016603068072194273,
BMP1,0.1223975277449615,0.08669592695061988
NDP,-0.011774427323226509,-0.0020625359935242597
TNFSF18,-0.017122451041492435,0.02658283797812553
RTN4,-0.0587922651826496,-0.03460750197227583
HEBP1,-0.04885756635337281,-0.033085703390331817
WNT7B,0.0723095135701918,0.04578080809039991
PTMA,-0.03522670247971982,0.045249897902785496
CEACAM1,0.05994318243074977,
PDAP1,0.01908418458310251,0.060860271629139415
QDPR,-0.013607314584260684,-0.029955142206765914
POMC,0.031930815984664226,0.018009816660097135
CCL17,-0.02189018617664384,
VEGFD,0.10686145967121177,
TNFSF13,0.15026553814948385,-0.023275773297918537
WNT5A,0.0032544826695189684,0.07427826488165178
CXCL8,-0.03107929264697485,0.0451167798026569
GRN,0.0011266276283419785,0.006111242042003305
MIA,0.04884426188233816,0.003083536936221848
COL4A4,0.1581013485728175,-0.04121432660292629
TAC1,,-0.04133449601403097
RARRES2,-0.10248611887751201,0.04354196727327436
FGF7,-0.020057199011501572,-0.0033261669515241747
HBEGF,-0.0401490882335916,0.0642530810845566
CSF3,,0.11019580864099317
PI3,-0.018599283365766342,0.020231954744251164
PCSK1N,-0.022950097407112072,-0.015330779327195506
SFRP1,0.003289672231792993,0.035436985813283896
CXCL13,,0.0803337776217698
MICA,0.02125746645196292,0.04118970093959755
TG,,-0.03875198345451392
ADA,0.008065583161924626,0.06321079325957339
LAMC3,0.02867785287022915,0.05140790377537866
CCL7,,0.009988421403006586
NGF,,0.014392864258839812
TNFSF15,,0.12605680294800276
HMGB1,0.06808371125158587,0.020011968991596966
ITGB3BP,0.013989280627414719,-0.002192044801362731
AANAT,0.048049671628916664,0.04950189718919147
RELN,-0.019305135551432626,0.01547258245570489
IL15,0.05893565957049371,0.0008765042847370405
BSG,0.03280813753588887,0.15465436063807755
ADAMTS3,0.07247902757923776,0.016969836142640037
CD34,0.026040113016099965,0.022470562729572843
PLAT,0.013195323718417806,0.05196654119256657
CKLF,0.031026731077791095,0.08640841570190161
CD24,-0.03612312064831972,0.030803872340184262
HSP90AA1,-0.07439353005477148,-0.05499660068064076
BMP4,0.010372918643629495,-0.03758734576678032
SCGB3A1,,0.03155027654332333
IGFBP4,0.07568482736134749,0.05887046113798518
RSPO4,,-0.01800270263931552
LEFTY2,0.07448884137149947,0.021593134529290972
PF4,,-0.026147705086808
ANGPTL2,-0.039983268797877634,0.10121995326810342
LRIG2,0.041852948568213526,0.01686146432015158
ICOSLG,-0.025740139768353525,0.03785922585523285
WIF1,,-0.026419317283872666
NPPC,-0.025688610827477545,0.050009435711936244
LYZ,0.0254634754883745,0.02370246621271947
EREG,,0.05220997924158826
SPTAN1,-0.01317784649056373,-0.0735176271856014
LIPC,-0.015833080921297434,0.04529477528059876
COL8A1,0.0490914353086887,0.07418836576999206
GSTM2,-0.011457373511093652,-0.003727900171909069
SPX,-0.010923319980869444,-0.05877567689963079
MFGE8,-0.0012059214124277586,0.10488559786776805
TGFA,-0.02002837270896334,0.028511956151644542
SLIT2,-0.024999433676354443,0.10091328326580266
PLTP,0.03847424982993109,0.03665957689634861
APOD,-0.01626014016726699,-0.0027420175788627397
B2M,0.09622714537242005,0.014898570829918613
OMG,-0.024547688128893005,-0.05170005321682332
CXCL3,-0.019067958976028806,0.06126033282450376
CXCL10,-0.025688608034264045,0.008303294419196468
RSPO3,,-0.057571771349120816
