,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.07432031504369392,,,,,,,,,,-0.02381054241992335,,,0.055748592657480014,,
BMP1,0.1461886198763573,0.06615108775876083,-0.03165523778916732,0.06438387229258243,0.058291174772246594,0.11089977658073889,0.08278046844739992,0.12314206314277003,-0.030264060817099214,0.00436576986963356,0.012731374769844591,0.24323126463198577,0.10852147263741324,0.2195762589273099,0.1371830544185469,0.12929979706013028,0.08507755091638203,0.1423250572342426,0.13643899973813015,0.06789612862057352,0.06830720519015694,0.13695959114412837,0.07100356631722697
NDP,0.23452649989942764,0.05033906538309833,-0.03430934949614095,0.1494166834327292,0.011062272818640953,-0.05454382377940281,0.028822326811877075,0.033540323300370635,0.024548660414228488,0.019300976926957803,0.036580510492160656,0.153885314538494,0.058371065687823805,0.040035281891833516,-0.05287909575963426,0.14894703027169265,0.17540608452220238,0.1553788442591037,-0.06596741036642376,0.0885338533832577,0.1414643907808975,0.0852801089019868,-0.08172510034006625
TNFSF18,0.020333632553091428,-0.018575459690301974,0.014084684947871667,,,,0.01070746116629551,0.021658009228144197,-0.023528923027554532,,,,-0.021452153973320176,,,,,0.007406496659233036,,0.058556352001210836,0.04139230230293018,0.00610647080863511,
IL36G,,,,,,,,,,,,0.03835351799234035,,,,,,,,,,,
RTN4,-0.016647908690686105,0.07252626703650723,0.013007813086199317,0.19246648243665138,0.06844601086925388,0.005172358447667319,0.03250441172173009,-0.04996256204855203,0.05064049692686175,-0.011875081930687427,0.1524386469047398,-0.27087282743758423,0.11088531744644495,-0.060270632670957724,-0.09551579074904565,-0.07294290758777361,-0.05954222214179481,-0.2479571215436153,-0.21451728965703026,-0.017544959283846626,0.04039390777783103,-0.04026925062652595,0.04009352923099782
HEBP1,-0.05483382420124207,0.04843011443988632,0.046377956133099,0.05367867596807261,-0.052805661121746644,0.008861618254362782,0.00761799604380126,0.024759036166502595,-0.006033181024796788,-0.013581477344919077,-0.04150511503929343,0.06406775992587734,0.032944513414108104,0.08069144067521163,0.007712436029108332,0.06751826734848554,0.12933464214723697,0.019293072088051453,-0.02731761952860558,0.035514663083297475,0.14220201638470992,0.010232021021608004,-0.04965795964380487
WNT7B,0.13308481641187517,-0.024331779041518117,-0.02099761736174486,0.018746412534896374,0.024227285228440455,-0.03577853599987515,0.009514491827084777,-0.01861212715382984,-0.04265659948712201,0.016488222225473158,,-0.07151034547453661,-0.04987154839200732,-0.09689795393730999,-0.036534006750236,0.003894094006424865,0.0052749544478790135,-0.03890849848493136,-0.014210366322380938,-0.011537536007910966,0.058233550436029784,0.0595706676627604,0.03044791001891898
PTMA,-0.24747079234873834,-0.054557677234116586,-0.00756128450722913,0.023648465469677808,-0.029214284898046,0.06977833135273616,0.009433180878932107,-0.036579041745069825,0.06589572303632825,-0.0005017891713984054,-0.16819226165635878,0.24191522878093494,0.012384483464791967,-0.1503223050500198,-0.07696272006662798,-0.21456207339441094,-0.12331913327759642,-0.3194377810712397,-0.013381775982650152,-0.03597116674435872,-0.12548859958469047,-0.04730900480100184,-0.1633348217878234
FASLG,,,,,,,,,,,,,,,,,,,,,-0.004502278912728251,,
CEACAM1,,-0.020528716987611,-0.016114408403495876,,7.512706064571802e-05,-0.0452002196974391,,0.04878081025708569,-0.029063467191142143,,,,,0.09160291837086608,-0.03276428243152002,0.05627599548517546,-0.016883254414711092,0.06378987369811237,-0.04647280443386264,,-0.02220566939082146,,
PDAP1,0.06960091346943832,-0.01532191245555152,-0.040064215519725686,-0.007814068082932219,-0.030694871103305054,-0.003705051366515553,0.009147718113575808,0.06644438703511352,0.026756423106886012,0.017451172880434882,0.08109052214237708,0.18537565409711307,0.06170691650718437,0.03482793899998755,-0.017891200088014054,-0.035057072849481535,0.010264980756765695,0.028772462517700142,-0.01465139042133388,0.0724287593606049,0.06585416698591312,0.03286947381278539,0.06700661007837352
QDPR,0.131337593322108,0.0038911176141140933,-0.027813402624355173,0.09507085943291221,-0.000859843182637482,0.013020193466909519,-0.0063870515130065655,-0.07101381047759667,0.03543932535494432,-0.03170759171071714,-0.1550343847187713,-0.11201761167690359,0.02378280232604461,0.14706433696125648,-0.08228901647308481,0.10174349321453426,0.07410662230333015,-0.21683984805020665,0.07891861319351799,0.033408349209645985,0.14526800671976522,-0.021204563533963376,-0.028456129728400458
POMC,0.14789832905691008,0.05660485948142232,0.03923000063716434,,0.004179932251168104,-0.039379227998634005,0.013810390712084978,-0.002150865394071318,0.034797515532454894,-0.03817436900003081,-0.0523748090766729,-0.010744649849095692,0.06286326978090476,0.003329893562886178,-0.006487584946335911,0.04990664969387377,0.0565597609952456,0.04623089153428812,0.04740806476883306,,0.05959352167494612,0.03711938947120212,0.07888087677432203
CCL18,-0.07887975618755176,-0.05989449994215025,,,,,,,,,-0.02278497154276928,,,0.023913021892658554,-0.02323041494042596,0.08555650052050055,0.01845254745800174,,0.03610592722883868,,,,
CCL17,,,,,-0.04005930358062487,,,,-0.029345147955965625,-0.034501743958111765,,0.01887179668668849,,,,0.06368072808451289,0.0411786612609329,-0.03944236227303059,,,0.011590516016922911,,
VEGFD,0.01960548272149869,0.032967276556642514,-0.02308065701446452,,0.026105817875948314,0.02922388720494311,,0.01052667463078327,-0.03126477310031844,0.07291172390959273,0.04992101052868987,-0.015593259124145668,,0.03891115248688119,,,0.06431688729379999,0.0019757040152794956,,,,,
TNFSF13,,0.02966121444262383,,,0.03258373488735306,,-0.032186613484335096,,,,,,,,,0.05295449327994276,0.012698160098676366,0.07260490825845907,0.07121004569992201,,-0.006822949400126036,0.016255021548741252,
WNT5A,0.060593660435943886,0.04260514331682162,-0.016481682733201736,0.16299681582432934,0.035227587064415,0.07847715025806971,0.009737039695882717,0.04773052384399635,0.01310825618296515,-0.025318214980899995,0.005822319963421287,0.11328186754984723,0.017601438789724252,0.08059343072590851,0.02080019267333186,0.1262259259233811,0.07607962025245338,0.11662494956953631,0.016143973314428194,0.12809874981415026,0.030939809533733827,0.028727819194542675,-0.01159773139218646
CXCL8,-0.29339016847236415,-0.006646519142319766,-0.02161135919417423,-0.21910373081674814,-0.04867589092943141,-0.06473726664099343,-0.04578337008489466,0.11159325383110821,-0.007029858946949861,-0.023567394526997784,-0.05436025196076108,0.04977258078267857,,-0.2113263626535718,-0.00713400446665504,-0.08346452900526753,-0.12573571373055184,-0.02413117248209939,0.10175552870341609,-0.0803467429794012,0.00712997110608558,-0.08280276338285847,0.0644389823679332
GRN,0.0843894379741524,0.05270830873300283,-0.00646549281799818,0.1411066843126296,-0.020986835839743426,0.08212459023209495,-0.04080010432112509,0.0348644276428683,-0.008178917287707211,-0.0011652754816794638,-0.10603673508676624,0.010645535780491072,0.011478207863283466,0.0300138376595018,0.15439413277191447,0.08411828816009416,0.028542867901569537,0.22808726803741058,0.20735101786319737,0.0949592731139706,-0.10384712243143444,0.0035952065042487635,-0.026890873869738725
MIA,0.03269808302688319,0.0651008220536109,-0.020526322253152002,-0.05356566625181037,0.002357145485456996,0.06633778329705424,0.012402163816630996,0.002891455209733678,0.018949977793671784,-0.006775343183310405,,0.012526242594347514,-0.00242183126783724,0.0749057050206441,-0.028530460965167526,0.397243126139418,0.2965997055401545,0.13546910554753722,0.5793155901407009,,0.16184313740372347,0.13730324881659625,
COL4A4,-0.02205131679200095,0.021409925721250885,0.03257726886750879,0.0031304754319668835,-0.010178274259663847,0.1260338518921533,-0.030624140712376104,0.043261821392689595,0.06749790359334985,-0.003961344846236653,,0.04386587314045669,,,-0.02937050290384441,0.08366516256362239,0.012154033047539424,-0.03811581792348492,-0.006077052089096506,,0.004518442013897696,-0.013442975834086865,
TAC1,0.12146462884511681,-0.019857646935960167,0.02829782527779308,0.08098844826674942,0.059119478731462734,-0.0825592809139172,-0.023712809294268413,-0.029669345915244942,0.04027511444003108,0.020669596484134693,0.11870868722832652,-0.1746470805628787,,,,,,,-0.10369677714419857,-0.034210973888029315,-0.02621319227714547,0.07174187463331516,0.11668781030397173
RARRES2,0.020807805149345462,0.036744959177558295,0.012850333396870302,0.09024502972561428,0.03192435547586202,0.05855125497522868,-0.03319934172919195,0.09270430947414422,0.02407356722629747,0.041193377066630184,0.022705827308260467,0.19043878827594093,0.05631025040288726,-0.00020532527640507964,-0.03407270946898697,0.03918081615248964,0.06231437192853926,-0.0026306290275263347,0.12328912651283253,0.11101005165326405,0.08898485082594564,0.02902964555962863,0.04542148313468499
FGF7,0.059745409785518566,,0.024784785661994168,0.07649906938127839,-0.009191064599371064,-0.04543106040117533,0.045053616779468966,-0.008635645087038742,-0.05690071742178731,0.01453925624209785,-0.013366585512046735,0.1004638024331692,0.046802915284146415,0.02955106306412347,0.01466147140502922,0.0222243322206318,0.11324454442630312,0.021147100806681193,-0.0039424495271876345,0.06393084379991588,0.10493298928380619,0.0844083846645974,-0.0688764470707846
EFNA2,,,,,,,,,,,,,,,,,-0.012801982053559662,,,,,,
HBEGF,0.14061709291063965,0.0586882753878468,-0.028980383410075736,-0.07979188959886833,-0.049715701018561945,0.045654212550962595,-0.01958897510498067,0.12372694744518635,-0.05296211568899658,-0.002141617189102539,-0.04015223882989081,0.06418786366430862,0.025546068784496175,0.014050650398359009,0.10998079122760972,0.07064807635571761,0.04749407010414215,-0.0592907388993382,0.10823149115223855,-0.05309166081119991,-0.0022524226182511205,0.059649266317874546,0.07349663463941915
CSF3,-0.04822913335884807,,,-0.0862803347525353,-0.025561020555902755,-0.03716405654933986,,0.1041165837129223,,,,,,,,-0.07870553876925988,0.03943316204703301,,0.1277810947930238,-0.06196513046827074,0.04357702768639903,-0.04640421558112511,
PI3,-0.17569641307909817,0.04515204817449459,,-0.1305769058431125,-0.07668428082579326,-0.006937450923603802,,0.16028155492628743,,,,,,0.0669518971334491,,-0.1960879739727604,-0.10938956125723433,0.11242446096185399,0.33556515305961626,,-0.046481733099242716,0.05697822507127577,
PCSK1N,0.20370111943545216,0.0383305827638738,0.011594930491120807,0.16088742934507666,0.012266362760306938,0.0754889745764421,-0.0073287706289411145,-0.055128743954320145,-0.01723967014027566,0.05727242319948293,0.16007723692120304,-0.18284162786145558,0.14728212072012412,0.07749436439627029,0.046961835307041976,0.14942425448680763,0.054848876382768405,0.0012533766165666236,0.09255939129453732,-0.04702384111123112,0.07225296608259853,0.03357095986781443,0.18811773233194545
NTS,,,,,,0.05728888065449661,0.08188341921377572,-0.017038495400585645,0.03901352905924114,-0.016054844538533418,-0.024853206214191462,,,,,0.037238856496303215,0.0062985808510105015,,-0.039066196242571086,,0.01571338793179079,,
SFRP1,0.048917498944253034,0.07040891338940176,-0.0064481838186772125,,-0.026452057847569557,-0.020647255400729512,0.008940200246570905,-0.021684986714375038,-0.035795849779740804,0.03344327667994062,-0.03131995997752954,-0.021601531042341304,0.015443979934160013,0.08942581974849699,0.07945273235071043,0.15211583648643306,0.10129138314826257,-0.04900326086579414,-0.12876456609785797,0.14797715681331847,0.0580784906400586,-0.009368567249020831,-0.023127896583259033
CXCL13,,,0.02410419340444684,0.043806180952229566,,0.0005877035622827074,,,,,,,,,,0.12592093497617535,0.16801299436084488,,0.19781830824210322,,,0.04495409918731269,
MICA,-0.019659821082882483,0.03797895840976618,-0.03966802247799155,0.008195271796123643,-0.04685376504146875,0.019178460078542552,0.03209169173805824,0.0551182665973394,-0.02623233091256855,-0.021096148983093692,-0.06445789785293084,0.1294122234794473,0.08628494542549828,0.008877616724798516,-0.04682858482162279,0.13097361005381758,0.0933343737297319,0.10056968891855524,-0.010063682807599303,-0.01513062846198539,0.09661187683532226,0.03759510312568924,0.0802512740090124
