,UKF243,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015859551172363696,,,,,,,,,,,-0.03724951572454756,
BMP1,0.04616333281005267,0.12452090732126922,-0.005948612739202692,0.09749529792809418,0.020265056301734537,0.06850323435540577,0.03545544597556354,0.04051438383526422,-0.01848342835894713,0.1175824578127563,0.038686289388818164,0.08401152688878456,0.07498971633855948,-0.0026369846045699655,0.05528025752968587,0.0919857356450542,0.04544470279954787
NDP,0.03197223087502554,0.021642185749292126,0.02559161118938131,0.026989107208155765,-0.002784836116464832,0.006665611640100958,0.026961471068835164,0.03773581640426972,0.0029416945629956964,0.04627031043189463,0.01238831190102567,-0.048688691249471956,-0.014083246432802569,0.05504009469040607,-0.008447819986680576,0.057246015754241965,0.024137603911261688
TNFSF18,-0.0014408609924944772,-0.021909285433838493,,0.08902710108734774,-0.023550957374186852,-0.017779780984553205,,,,,0.02916235213324862,,,,,-0.029712403627364947,0.04543028711111867
IL36G,,,,,,,,,-0.01713623424850339,,,,,,,,
RTN4,0.03724300282493417,0.0072696224867391255,-0.01133962752819938,-0.04891617917132208,0.022035650626609345,0.049270596276197634,-0.04945884477505004,-0.03824285856730228,0.08404544266084607,0.06863993885483144,-0.1000879345982862,-0.06846746188152174,-0.05470378905527662,0.0016564445468218096,0.012053963614663123,-0.03229711581729683,-0.07944063577023758
HEBP1,0.023099281150522354,0.05833660672249403,0.006205082185347775,0.01352468524308163,0.020785361158932664,0.01566391744294582,-0.04847739454507351,-0.032681076727156894,-0.010186897493307513,-0.07342881180491523,-0.10320783054048029,-0.009576804006056976,0.016053956346391295,0.007485882436708733,0.023452704872311905,0.07474770430117768,0.016614730590852184
WNT7B,-0.001584323597825254,-0.02559050037510826,-0.028604347325023857,-0.024366886378508257,0.04375476582772289,0.06424329413097392,0.009038680018702108,0.05164579828246651,-0.018834696242721927,-0.05908590528525319,,-0.018241766104073735,0.10526629980581763,-0.04146940529051813,-0.020366673885378588,0.03610630541776558,-0.04520638280625164
PTMA,0.034695764265632575,0.02275333847881245,0.009842453555172416,0.03950273763261455,-0.02932308903926602,-0.013446611093420184,-0.010052243163798142,0.10953188542316561,-0.02255200152058213,0.12202294363558389,0.030534196537433795,-0.06421071908965392,0.00427607446202205,-0.015646312819742086,0.03536346857202483,0.04897277189494353,-0.01016341546243476
FASLG,,,,,,,,,,,,,,,,-0.032306492280044175,
CEACAM1,,0.009490006478204622,0.0015971490096309356,,0.008086730112982467,-0.027963359739693803,,,,0.005075387344651126,0.12499654358391594,-0.01142796608991707,-0.019300580241004096,0.000493874455226243,-0.01351765766452986,0.04448269372767525,
PDAP1,-0.07129670021544908,-0.016965063427024932,-0.0351034261729783,0.03563355185470546,-0.011483762260018326,-0.0071820894414588365,-0.02225673069650885,0.08067557520357731,-0.007111142355479811,0.07984148252111466,0.01675660221130851,0.0007545469794163111,-0.024092768821568085,-0.031627495172806,0.013532991672991757,0.017159500649709905,-0.028120449129390636
QDPR,-0.02655646732482456,-0.02201311132112599,-0.037992750422266526,-0.026596364548353697,-0.04372471866513071,-0.03610712916386016,-0.009729508853781687,0.04538406988854931,0.01286794890526236,0.05971484667465618,0.035260041359430526,-0.14530301492557127,0.02102223101434304,0.038487935869539115,-0.06318048058007737,0.026827046213400246,-0.03132803349162877
POMC,0.020893189029215022,0.017421078589335955,0.01714981238355981,-0.037707656698291916,0.0415481225091404,-0.007111755809484329,0.04651042437006668,-0.022929648879167968,0.07944447908595788,-0.02394942438072288,0.03851529772297922,0.04380468660742524,-0.04634201441613168,-0.0034315389258632784,0.14479793497500343,0.12108162752441747,0.02339357649102944
CCL18,0.002922992496281155,-0.022572076613807213,,,,,,0.12290944557749055,,0.08547375498273466,,-0.023735732246105524,0.14635936427330465,0.0785086554255697,-0.046551375588747355,,
CCL17,,,0.01069993805272334,,,-0.022174848504768377,0.027448075645874516,,-0.015654436483533214,,,,-0.013692827506649765,-0.02900117075816646,,-0.029282206598958447,
VEGFD,-0.03713803933959703,-0.02284054502048175,0.03281706757972887,,-0.026569002439421445,0.0003486859246320222,0.021550150742059723,0.034748996372456264,-0.016777344449535544,0.011337068190850948,-0.061587220656167146,,,-0.020089996203379222,,,
TNFSF13,,0.013326312484674814,-0.013205442420212552,0.03837507543997322,,,,,,,,,-0.026274479291015784,-0.03152328109564399,0.057015398184737005,0.022608945359199203,0.0682623994870126
WNT5A,-0.023887199637744622,-0.008254857591259495,0.048421124699056635,-0.00591160611475898,-0.054843338884433095,0.004159638811736398,0.0898797718867347,0.06259698088503314,-0.049136568556717615,0.05254135465156034,-0.026016351990001164,0.05910771344528395,-0.01552005102899604,0.011988334084978456,0.02193899117654594,0.07678526707452958,0.015324424397543586
CXCL8,-0.01539997336690528,0.009769154233640564,0.036423668660270435,0.016948552679641824,-0.0019423272308239927,0.028269043606600354,-0.027944576554816518,0.04894667005925748,-0.02262086094562262,-0.022834764991994622,0.11666892218011463,-0.02478053081495611,-0.036530681361791405,0.053793033097678085,-0.02876532679181381,-0.012135086705502661,0.057347557505853256
