,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEL,,,,0.11203834374259296,,,,,,,,-0.0670474997910928,-0.01506548090799192,
PDCD1LG2,-0.06111612858795259,-0.048411739463211936,-0.020317885251341664,-0.027217730602992818,-0.03844324907027971,-0.030950061983939528,-0.0024458703509083525,-0.02482288367451134,-0.04929431333125385,-0.062324531616997296,,0.02625337606994523,0.019692644295775632,
SPINT1,-0.02982121755645212,0.026942816479252663,-0.03883999228355689,0.08850427613998003,0.059872151982216265,-0.03222423590038397,-0.0070757043034238845,-0.006117912364621105,-0.006934608635891934,0.007750796337792026,,0.01735900385997761,0.009720674570630482,
CTHRC1,0.01272924030794864,-0.027384465760759747,-0.007135984565376457,0.04512860979613159,-0.12651445247205675,-0.05851420762759828,-0.05617644520925503,-0.01752937244585602,-0.050798932593697985,-0.10323313496883914,,-0.018693594567804235,0.005694101273205381,0.034462064218681004
PODXL,-0.012239462830504465,-0.05133928972093169,-0.027500770640977217,-0.12853468913316865,-0.11050084725090821,-0.1078655033459263,-0.07053509387415105,0.007082257287879518,0.06567579658055568,0.0837054547985683,0.02831439568201853,0.004228959995038202,0.06505212381142134,0.023335645202271244
JAM3,-0.0075001307223224595,-0.070158892012578,-0.001216748480378666,0.005951799185673785,-0.0751886658384209,-0.07641023153896939,-0.036909356089086534,-0.03988042880404653,-0.196536786269663,-0.20967120327320243,0.007380351791693148,0.013327353206991485,0.030044677950487226,0.03928200649823682
TGFB2,-0.006224598409223131,0.0219613493638928,0.047236774441436244,0.13082662588366512,0.003515288835680868,-0.05126529724950032,-0.00025611910904088,-0.025887880766291838,-0.040655689827485825,-0.12238627413796445,0.014538660252531215,-0.057458209880216646,0.07544846175756577,-0.00620142969297678
COL18A1,0.019941201459430156,-0.025445774733258198,-0.024036546755670844,0.008811626150457993,-0.10159515151225072,-0.0833436671528154,-0.06268477240195104,-0.01051370542796818,-0.14289769394104115,-0.04704175871356836,-0.057115175871600164,-0.0965569435008683,0.05116111723866227,-0.006133002399877845
NODAL,,-0.05090134842531184,-0.014082590069224205,-0.004076848996198815,-0.01232727202393467,-0.034052236326501645,,,,0.053403688742940596,,0.04614759309502666,-0.02323808366292139,
INHBB,-0.11872494552888042,0.006446410571107276,-0.003025708978214535,0.01655740624125551,0.0010439021251556432,-0.06269424835334608,0.010506697635720035,-0.0424877006079113,0.028078744696294015,-0.1740342563744105,-0.01822215818288758,0.1022549969901257,0.0743009214866929,0.10349973199470608
LCN1,,-0.024772894012534845,,,,-0.011339249406980225,,,,,,0.04024624328763346,-0.022557289062340505,
ARF4,-0.050309563131337345,-0.04972287708679196,0.006330322483973965,-0.06156950271442462,-0.052400470086473375,-0.06384163549664679,-0.051288899149404064,-0.027780930610521486,-0.03379673528683364,-0.23938324701003277,-0.11464632474545162,0.07590738098530274,-0.09536328169665244,-0.02932521240518445
CXCL14,0.08870529997774364,0.04689555837894547,0.043428612500256265,0.2323867537651722,0.08668915233552017,0.0035103717197638895,-0.05666620062274579,0.056742403924984176,-0.031614930668311635,0.22839814961101015,0.05549383602162222,0.1177764623303782,0.006033709542447918,0.13242030938510507
LIF,-0.09749334593302658,-0.03167657725053661,-0.01782070988498418,-0.07912314189352947,-0.040615568344509634,0.006997122943166472,-0.06388863113281537,-0.002873076073894909,-0.08843947484967096,-0.0521188149351954,0.027928207163702683,0.10467837393558393,-0.11197551903453061,
IL17B,-0.023021359280557863,,,,,-0.018726938852253867,,,,,,0.021409025196096516,-0.01600752684788891,
MMP1,,-0.014420401590173241,,-0.01684883404752808,,,,,,,,0.09400241573592151,-0.08108358536673498,
MATN1,-0.01813868553746164,-0.010168120524855228,,,0.0028719298675752222,-0.011888432104569578,-0.017964075850264456,,,-0.033140067626364865,,0.11097974347541897,-0.02354119997515666,
ADAM28,0.06067720260266833,-0.026994383948028514,0.0016076181773000743,-0.0016824953303628339,-0.03163491703546693,-0.06048654506477688,0.0181792781967314,0.0199542932843037,-0.07452315422474902,-0.03822719547185045,-0.0005742385306458468,0.01585621460664896,0.04858165417782499,-0.09886307479235101
TCN2,-0.08100870426143465,-0.019339163689775857,0.024734188036910933,0.0855001712871603,0.0646361157220149,-0.07722606504037323,-0.05982457932869424,-0.026979009857231836,-0.06213813091884232,0.08675337103124008,-0.021778000488154873,0.013225809229231639,0.07855123803641989,0.0690513731870596
THPO,,-0.025068114824389934,,,0.04967552415341048,0.0502268742852904,-0.036879468786737216,-0.01384606280127796,0.061974321433228896,0.041676524832230145,,0.0227420180216441,0.025580867847027705,
CUBN,-0.10148140828463269,-0.027385910086520145,-0.015263296542918268,0.07197302094351092,0.0020354883790495155,-0.013413563538288976,0.016432202314481597,0.005610534625565973,-0.020504609472410625,-0.04696844856533897,-0.0729427595473531,0.02703379950538698,0.03222093179649697,
TIMP3,-0.039869634620014034,0.05610274296205976,-0.004061130613013076,0.14214028240350432,0.043174645304410196,-0.04049849475224217,0.03225420705783132,-0.0016590791321986506,0.03801191419040582,0.061799480711940025,-0.06807632617487544,-0.07044427272115843,-0.0169661635477638,0.15153396650058712
PIGF,-0.03839660330289716,-0.03726740108658845,-0.0257851297592591,-0.06090118041307289,-0.022858106975041093,-0.03527835902990104,-0.01850080082466749,0.031324893860894036,0.0752080259060725,-0.07045785632774236,0.06604533688154109,0.13326252252801932,-0.02068313149980698,0.037176082205858024
CRH,,-0.02902439475947165,0.11094858178975978,0.1776629935092756,-0.03945621798112747,-0.01743678377619964,0.04094395248114578,0.054972873418594845,0.02313045870257518,0.05957801204390152,0.041174126822409104,0.03602217969273079,0.017478789191213966,-0.013010114516421086
BDNF,0.044968219149096815,-0.03422073680204816,0.02587279368544606,0.09112391375848168,0.06161272325321408,0.04327276440982547,-0.04056656552760064,0.0596852134048564,0.20916232789302677,0.12032513345659615,0.16445034166517902,0.0549773924751941,-0.00021775593861162875,-0.035325120394154315
CCL5,-0.009007548547142537,-0.03899235994840147,-0.013194517111311789,-0.041963120838310344,-0.057635823587546396,-0.025740192341748055,0.005460628860578516,-0.04552429437292157,-0.06323601297304339,0.021577492243787254,-0.03976160796925396,-0.04704545135948289,0.10019870066256442,
GAD1,0.17251816371068818,-0.012857136079382022,0.08898582089290034,0.2670180976364084,0.10036629776233401,0.06963953555767573,0.0526432871577151,0.14586513292750905,0.2611130363283175,0.4224375254962168,0.07494305881465296,0.07958800671036526,0.03543239712071679,0.08851347698348595
COL14A1,-0.016363465520814687,-0.015144254304634092,0.06491508313283303,-0.030813924149402254,0.011203023704685781,-0.020115172878209707,0.006455473007494679,-0.03415252154340523,-0.12095829111862026,-0.08986002987499876,,0.0231493876686022,0.054957843828631094,
HLA-A,-0.13145516473959806,0.029453821741970698,0.017217013328981717,-0.20034170925658148,-0.09757744533689704,-0.08952042037788263,-0.04473187716087046,-0.052844592578716175,-0.3343784969955703,-0.33902728290685924,-0.10199946927646299,-0.0011940858133333366,-0.05281959894331296,-0.054153046656749464
CD5L,,0.02111064532594817,0.02861787543747101,,,,,,-0.040595628520037175,,,,,
FGF18,,0.0693120684380854,,0.007263088400175148,0.09536090836497804,,-0.019249215002841023,,,,,0.14559102621263895,-0.009538397479023946,
ADM,-0.0882650006621643,0.06132084623614433,0.06698424599408968,-0.11771702841203281,0.03866912502868526,-0.026317851953149656,-0.04995736882785593,-0.041509399153223867,-0.04572394984684081,-0.28807110323529567,0.0782218972430437,0.037576362025665354,-0.128111625775316,-0.06772242895058558
CCL15,,-0.04842462610578178,,,,,,0.010243878558245425,,,,-0.030071611644155945,,
GNAI2,-0.08143265593965479,-0.03463116660262104,0.0036274643464790086,-0.10356763949096831,-0.10952768380517774,-0.083246071268027,-0.0004867854878783232,-0.010472793564803148,-0.19307913852291234,-0.22185548370125285,0.021757557548514415,-0.036689641153363664,0.07076774527227861,-0.10280181014985146
HDC,,,,,,-0.03711341577127118,,0.062165465767725275,,,,0.03506538219115288,-0.037498924846068746,
COL11A1,,0.010139772912404815,0.0013106788587512817,-0.127813069202643,-0.11443404323460167,0.057597783303350934,-0.036763875340846984,-0.016960483102139046,0.07458242625378772,-0.07236338369855246,,-0.02243797205295399,-0.01705336849680598,0.04958601422013587
NUCB2,0.05603913979688707,0.010141803882670268,-0.018552163506920558,-0.03248112323070786,0.016513185779166193,-0.06903648655480446,-0.011167800245241844,0.03330892291035791,0.05848505412435723,-0.06818565981180562,0.03588228636222756,0.04674473701936459,-0.052154238980862265,-0.02968589703077569
FGF16,,,,,,,,,,,,,0.18222657881321774,
CXCL1,-0.07419489931597661,0.0006760934235209446,-0.018959560566524123,0.03577345531322559,,0.031905481645914946,-0.04064798415854657,-0.014517037473627049,-0.07300121916827518,-0.014207229748655003,-0.057450654459718954,0.016721118810080905,0.0028072831346279557,-0.05578578804227417
VCAN,-0.06997517900511575,-0.023327026242910314,0.012450101569989476,-0.15524129854259558,-0.14991073287992454,-0.031092346924824224,-0.026743286263013342,0.057693604813102047,-0.0854161871644294,-0.3115008286424691,-0.09574031142557908,-0.0996446502825412,-0.008135154693464222,-0.09100919902652198
MMP7,0.07447241025858971,-0.007808350004357919,,,-0.04849923867470306,-0.008276716925682936,-0.017741259445325213,0.04328249932276758,-0.05391717189975613,-0.030377811927207902,,-0.0017294991140423355,-0.020010472078140728,
PTPN6,-0.030015751231229106,0.00800037367738807,-0.009165817685328143,-0.027962993081105492,-0.028911422453458766,-0.07659491910961667,-0.03557974133329321,-0.011697238799369559,-0.09525663326333035,-0.04858306111244775,0.05829594329772768,0.02702937384773917,0.009592692220378753,-0.06279832648388893
PTGS2,-0.07986873058872998,0.038936444134982214,0.02209303908221663,-0.05855751786563205,0.10284747156198908,0.009491763711963475,-0.005572403295077042,0.01016006220742392,0.02014970969160948,0.015860518332390182,0.01866642505304893,0.11035691600879562,-0.09080248656508964,0.050331693119924664
XCL1,,-0.009493942965787941,,-0.017915664769918075,,,-0.029139354823593904,,-0.034438911682612754,,,,0.13618528428304233,
CD58,-0.03378089894126041,-0.049972803642180735,-0.03403070352313313,0.003940334255998785,-0.043559518183864256,-0.07454108982252981,0.0023883947262218117,-0.05881387757437451,-0.047955130203690875,-0.12063062298690715,-0.0660343565014475,0.009645243980027954,-0.011676873585817543,-0.111393801182547
TNFSF14,0.009351539926578657,-0.032047362082660985,-0.019774196615291405,-0.05042661388382931,,-0.01724575607247154,-0.046988527430536234,-0.02916880144857346,-0.0680528041106604,,0.02792080676562869,-0.027913449347219538,0.07007644700644214,0.3850026830903522
CNTN4,0.1020472747998883,0.0087434914865978,0.026888796681244147,0.34181752612910293,0.03510195364849847,0.016667657383926657,0.006269111245484318,0.031271575545350254,0.21187351342911673,0.22247251160026926,0.08060042867141565,0.05290244639103051,0.08481680821597731,0.10594675847324077
INSL3,,0.05855386972092885,,,,,-0.020457538089480917,,,,,0.03224600365928203,,
BTLA,,,,-0.018677676933333453,,,,-0.027455753829108125,,,,0.027421654349696702,,
MFNG,0.08892440611044079,-0.014618547413788777,-0.012658558220211264,0.0022768626223218947,-0.06037168429120422,-0.0661453676430934,-0.019490643428849996,-0.011086190696148602,-0.05970877265832966,0.004833908532856782,0.026585154638595548,0.023162603870289827,0.016243943981820625,0.019576074246332127
ICAM1,-0.08796022092970164,0.07237324218258041,-0.020796963400151067,-0.10475359673806921,-0.05584522349794993,-0.06940720444415441,-0.04756501436084132,-0.025976447217871946,-0.013916007444204468,-0.08354889170251767,0.02984604515192993,0.15300228978198582,-0.11108419682338941,-0.06772293395639975
PROS1,-0.12687114567725039,0.014493606865399163,-0.04658614376695554,-0.08299916505984269,-0.07391648354484698,-0.037604564484102494,-0.05153356489743036,-0.009245412494631884,-0.0565149947621104,-0.016734186818532434,-0.08565604237250879,0.09309635604961575,-0.08613140943906934,0.1282953223015323
CLCF1,-0.02971211195252664,0.010449307239300138,-0.033230876473363355,-0.06204123333403659,-0.04508488550220697,0.006297692874169409,-0.06440199304263648,-0.013917544169984131,-0.11941752138268152,-0.05377987940411354,-0.01588873098880767,0.1097616343713623,-0.026184965273917706,
PSAP,0.13199201386167717,0.0016146076188702106,0.013340736469625266,0.08299770562564435,0.12704917927838005,0.03911374221855923,0.04284959959772585,0.018172878545209672,-0.06347641531893941,0.3395748508937104,0.1374047778393741,0.026594537471103602,0.022042581796499077,-0.1498277922836389
EFEMP1,-0.11111718142645244,0.013760289390597865,-0.06771254255696042,-0.2216522720719376,-0.09185013078341649,-0.08323311650536665,0.03660268327414724,-0.11671397567004323,-0.27658972185870956,-0.21140157216909844,0.020976271288813877,0.024051860067274833,-0.04657935899665024,-0.005164583562360609
C1QTNF1,-0.1849681934562055,0.05465078747555794,0.01346328751340424,-0.00045831550648271465,-0.00879207855624515,-0.06916712248711909,-0.03752725395379805,-0.0162851600588156,0.017382006824640382,-0.12706745621593005,0.01765508761079114,0.16997059655440314,-0.0887307306736864,0.044258455856031415
ALB,0.018278769221300256,0.0037121831714359106,0.02563744245598618,-0.009861281262807671,-0.01405495313486908,-0.013883151305112345,-0.022334265902836343,-0.0006230746260248091,-0.07467972991205274,-0.03793329868216582,-0.07215940516259095,0.08757985591670471,-2.2476234333699346e-05,0.05542531023081953
EFNA3,-0.005551627236713379,-0.04068677891557606,0.023054866215264147,0.08928490611986117,0.0645322507515966,0.09723794716309431,0.03456216103467681,0.08365775850988813,0.17452348703964427,0.03285104281523254,0.13268779547350218,0.1064494187229103,0.03892002249103001,0.07250129826208151
DRAXIN,0.009626827792114791,-0.0034832313406811303,-0.028955811953577278,0.07074755670126237,-0.06876128552145507,-0.020675188335930086,-0.04365792311850383,0.07102789051382387,-0.042488581415799136,-0.13931305953683326,-0.0362973426290977,0.027981563562892647,0.02893088149108808,0.20854971504483272
RAET1L,,-0.022195463176831617,,,,,,-0.026616445763386058,,,,,,
NPTX2,0.0622567624126825,0.03684395565369285,0.04180574979642556,0.27049722958765965,0.13035212315991498,0.09891764927848248,0.10567159890472445,0.05168674563252383,-0.13629151397027525,-0.06095947480493093,0.10462963429217584,-0.016394737174410572,0.07470617432341618,0.0721051558811844
FGF11,-0.12188299919135752,0.0405388676316947,-0.03710028029978708,-0.08199211533501169,-0.06237164918309251,-0.06892708831314161,-0.06454503572995363,-0.04198335216712676,0.09616480405892021,-0.1544144883765047,-0.059319262931157545,0.11281930264334475,-0.0675619947372629,-0.059935271749501015
CD59,-0.018719111891949004,-0.021540056615647594,0.06470997063930223,0.09602075864923687,0.058054370991334814,-0.009872642412831338,0.004557923911572323,0.02275083198456558,-0.053945248734298026,0.2461566063566899,-0.04294094403584966,-0.11403177733687267,0.08584517254011702,0.07899315611934174
COL9A2,-0.03207508670405944,-0.043894810039696794,-0.0639951655640544,-0.033434985789107675,-0.05549490251143449,-0.07350996244298773,0.0016526135017266136,-9.585574563583637e-05,-0.12710761965837974,-0.10442150565533746,0.01851935661470586,-0.10766316506165147,0.06453938459150925,-0.061353075797116755
DLL3,0.14809291626195678,-0.0453287473820356,-0.019840322386325823,0.09007310043105601,-0.04720086816525026,-0.004679249457124983,0.09162968834653938,0.044789766127057026,0.17821209556882403,0.023130807197023064,-0.07229647633285992,0.0226723736308879,0.030216460341244252,0.00990785731284665
FGF5,,,,,,-0.011055075229700381,,,0.04379925785932648,,,-0.001015331203466206,0.0359471206417348,
LIN7C,-0.0030013617203319787,0.0329150605611168,0.022522747425064552,0.07617539231529448,-0.016803261926270827,-0.0076898692084520675,0.035825953660242785,-0.015962741627320372,0.07078147063432734,0.0026135015761128157,0.03338950110549698,0.07289401108833939,-0.00373593410055949,-0.06218045774205451
GDF7,0.013816655316410993,0.0010991608592892457,-0.016610259506723717,,-0.05476102177190775,0.0007252571278794855,-0.011488113528127687,0.013908249069685609,0.1287649367747341,,,-0.019757089601552074,0.1086630323664768,
PSPN,-0.07615675885983307,0.010482113718000861,0.034380040246665924,0.09090137331704456,0.06595539324666656,0.03720612633994814,-0.024065264541214153,-0.005492372137747339,0.04886632597480011,0.11323670622611777,-0.09652732658223072,0.07430048840643903,0.029861788429093785,0.07008367388375387
ANGPT1,-0.001355100038656502,-0.030326915345260927,0.009585678947210057,-0.030618956878682876,0.010791343231464294,-0.020113410739519662,0.03741331168195566,-0.06649804927616557,-0.04956711608132338,-0.023046158276971818,0.02029212971515694,0.08199746331033522,0.04993430521288843,-0.0773827346043079
PNOC,0.1608939753517603,0.03806797098689031,0.03890503201116752,0.2671469439046698,0.09435458041268933,0.10647096767691297,0.050544541310909415,0.06274176177088078,0.14318811526009656,0.1632489143372462,0.12755868535685735,0.09179401716307767,0.005980735554524498,0.08324113460770158
L1CAM,0.11812599285905992,0.01865813439166559,-0.016953329842153118,0.10753969016305187,0.07170271247882919,0.036827877081165944,0.0477933272257149,0.12732848615510817,0.18421484006531036,0.4575329727116376,0.08271707102486753,-0.0009389346659466153,0.16721906350562904,0.110166917371967
APOA1,-0.03896551617587606,-0.016529820509640396,-0.023002979533130692,0.011974368634383805,0.09023216055004137,-0.023659533046666802,-0.01614592830091482,0.029849502536519107,0.07378684840230738,-0.03611215494715616,,0.01922688547579555,0.03595248578827999,0.09711865472854002
PSEN1,0.07722123473309964,0.028141578586091964,-0.041481469340317365,0.0812381741521899,-0.035839970539663854,-0.049889188315454344,-0.03296108516205531,-0.03493102814114207,-0.13875483625617613,-0.18539123324901083,0.00928418979235433,-0.049160452229386156,0.06303573972712587,-0.04121991017338194
CALM2,0.1510948964233555,-0.00022145472583171117,0.062239904450896485,0.23059448728743634,0.1534599055196637,0.1007283917810174,0.11185985166971854,0.111949010319883,0.370762073823818,0.35595488282536897,0.004205761332830546,0.10576122476792674,0.0885042758374269,-0.0027380234919267546
CLEC2B,-0.010761315463553169,0.011887013681431026,-0.006535747341328131,-0.06191523936050447,-0.04781923249276243,-0.08063908989860658,-0.06567087042103424,0.03214839279186822,-0.0635539833726297,0.008435001829966617,-0.026494966078164966,0.05204471084130064,-0.030779896955149107,-0.08198528192251148
NTNG1,0.16231469985406624,0.0014732042806958423,0.08844414808637142,0.019041779354722763,-0.0098193293680636,-0.007108607180877653,-0.030467924611346356,0.0033260612370603535,0.06355122396193202,0.16184644164769643,-0.06024430596271464,0.09900405428796161,0.008763139826882552,0.0014953455062507533
LRIG1,-0.06708151131852355,0.04187132668047825,0.010042437729986876,-0.1459429413506559,0.015028967937549507,-0.0514560657932414,-0.024756242551151376,-0.0005208134620526185,-0.15163634283288424,-0.1602734675239075,0.022283164916653178,0.0030037845355564766,0.058644818706325576,-0.08294425887864013
CPAMD8,,0.005256251366910495,,0.03999545129267505,0.04319861092282531,-0.01000080329946389,0.07600797532302438,-0.03698940475254401,-0.03478429777753462,0.11582949821798363,-0.006219933160782351,-0.03328885490819878,0.011085610790265219,-0.07127712952408932
GHRL,,-0.038394941041948676,-0.021068320329750017,-0.019856130762771606,0.0019002044599835206,-0.002379921330723114,-0.017140851733112285,0.01968960071787429,0.0065051571854123835,0.023878552667475066,,0.014269963208982415,0.03714939126555629,
NPY,0.12712462466065264,-0.030227585531182915,0.08012198823180681,0.12301323730224689,0.10202832238911066,0.033421780577270445,0.05397328965848836,-0.00643372774914628,0.10098644992995122,0.09700503856768877,-0.0021737237155291475,0.03763538565753985,0.047307523702113934,-0.030520442101785592
MMP2,-0.0028633555204690135,-0.07120427856351905,-0.02078378809795952,0.06966462327557095,-0.07558576260037926,-0.06579531502217482,0.035479789605815014,0.007235096675587201,-0.06707007675815874,-0.2986104798375822,-0.01429662939325454,-0.10414595528991648,0.019492670157969152,0.10768448538936666
PPY,,0.00043861032674355043,,,,,0.05248402652181821,,,,,0.16589433882579857,-0.03851060806557693,
ALKAL2,-0.023708771827161603,0.027811002691523846,-0.013332454683235646,,0.09306202490004853,-0.011339247569214296,0.034828382275945785,-0.013177597964807043,-0.1430887353090956,-0.08646084195588265,,0.03338958000845236,0.01608040137689741,0.03172359484275983
CSF1,-0.17078184599763643,-0.01475621141546734,-0.0688937459515803,-0.15208752895701652,-0.09691085083785782,-0.1077061184607471,-0.052480033035367364,0.004157278850540553,-0.10498829076783957,-0.19114119126407586,-0.028753017398322814,0.0723942529382156,-0.03068261592347913,-0.10662974241982197
SEMA4C,0.0046351792293664006,0.04268647842527823,0.0028401037618212654,0.07385669810959583,-0.0609309081091219,-0.04132627564872255,0.016719763314558562,0.0017508290314964788,0.03702317333182202,-0.10848751197228054,-0.030726262259215514,0.08804185324653616,0.02754754566202452,-0.030130931651929874
BMP8A,,,,,,,,,,,,-0.0369566508863803,,
ICAM2,0.1265048280300321,-0.0033208002630945002,-0.05591450798335391,0.10731095874574828,0.014436564012049262,-0.06878308908363621,-0.020006678311470134,-0.04107539124313969,0.01582687777487926,0.04736278125870574,0.05827638830267967,-0.043394211964809075,0.10447856857170759,-0.02291610799794536
SYTL3,-0.04431320902852326,0.039829155065365315,-0.03994653554665054,-0.04275974743728052,-0.018890568263359164,-0.04444848025518257,-0.00464227497549056,-0.009037833008585556,-0.05279747165677975,-0.059671824301996315,-0.051767686204979735,-0.031799520729509735,-0.023463397690480555,
IL1A,0.038040196055511094,-0.031733911718176175,0.049631851648583795,-0.05318844689863666,-0.014697582708969077,-0.027506706892352847,-0.026430767423184474,-0.004842860590034016,-0.07225219640746823,-0.04272767138260251,0.20820657760555378,0.012800210953207299,0.03038171644642461,-0.08203333483744181
HLA-G,-0.028687757025319446,0.02713248245280784,,,-0.0026747265342956334,,,,,,,,,
PGF,-0.05369975151510029,-0.054580350402398545,0.03784016513814499,-0.037741256656627864,-0.011179668649859241,-0.06566605881082137,0.02462147230897067,0.03152768738995328,0.022005131662129945,-0.15188881769885737,-0.009417075898958852,0.007244286978251671,0.08025590630301034,0.023210694438627916
LGALS8,-0.044755226106225,0.007967641210436645,0.020461892762284793,0.04144963101078106,-0.005251432727081001,-0.038560873667400596,-0.030079822840157155,0.05494421869466357,0.10294551758501888,0.10486498810741265,-0.004248682113677818,0.10167229251290395,0.07399032759228849,-0.05328693270187006
DKK3,0.13792677951737223,0.037298288133759405,0.02454595600149858,0.23463457825194037,0.19632339788911832,0.11589414408393021,0.0575653663238998,0.09539534890080965,0.36979219218423054,0.3820392238836766,0.104183867272048,-0.08007220846803079,0.13091230651997285,0.1342538734371557
COL16A1,-0.09325753768360644,-0.06659066059669477,-0.029292323207923673,-0.06731720047867042,-0.029983804680581417,-0.08326539233175395,-0.06630446384316016,-0.018369566070071293,0.038265235467717235,-0.3058677548339967,0.03269819304028948,-0.055107786860748346,0.07581634759720234,-0.01577615529720836
TPH1,-0.02415742631906547,0.06982762900671556,,-0.022328989272330565,-0.03792718251563935,-0.011888431992347785,-0.03835590766635775,,,-0.022035137510033654,,0.024986927353657373,-0.020332130088354564,0.061960254844255644
TNC,-0.15981592289145652,0.01881221884831218,-0.0549581515228997,-0.13930171042726136,-0.1207915321901534,-0.06814136159857667,-0.12806237361075157,-0.05566053003334927,-0.22506926987860026,-0.35925155872506204,-0.1013944651401394,0.10869750284221802,-0.059172791358273844,-0.03371248343622468
TNFSF9,0.16121068323144847,0.006043005199059551,-0.022294903696082044,0.14932783017124696,0.10850814650773294,-0.02683700300824003,0.0190140230032781,0.023365999466665167,-0.00951578865876571,0.044726062316520016,-0.0194973063725209,-0.035590985310711726,0.07698831367141232,0.012718855482943334
C4A,,,-0.01313853648332961,,,,0.036313175953185346,,0.001972322652767014,-0.03505834258570805,0.04866522425088072,0.0183500305547463,,
CNTN2,0.025941747960167256,0.067573453873446,-0.0003689133385997525,0.029854115205151997,-0.050999521534659954,0.028858544308698438,0.07080085475752611,0.027197897572296334,-0.22071112219088104,-0.06954182645556994,-0.031048853049668677,0.07976790312952535,0.1693900876021744,-0.1438604867354537
F7,,-0.010747456431844623,,,-0.032939866242707866,-0.01000079748666247,,,,,,,0.07016060173536849,
LUM,-0.04319498691888097,-0.04708760915817122,0.09628828128228215,-0.002901377818900329,0.038981143320032746,-0.06170433158845458,-0.032127569906730095,-0.021955345715173887,-0.10107258871956092,-0.04197407118067346,0.1610234141845899,-0.09567823817847577,0.03409088973759292,
BTC,,-0.007044659536943614,-0.020559476069666252,-0.03309265233340109,,,,-0.04739973395989557,-0.0387212877065644,,,0.0027382743438953833,-0.0012498353962361933,
APOC1,0.09862337053660832,-0.014909544367485027,-0.075197668492879,0.16864819568750322,-0.10255252451095118,-0.09312459666599397,0.06990510395249303,-0.0631146042850686,-0.33926978113017664,-0.27601979028156803,-0.0883587056501184,-0.08861220539266658,0.02240321070158843,-0.06478418390725432
PKM,-0.15646009667481714,0.08698696129585054,0.004216777863563487,-0.012354044268412127,0.12336342590400155,-0.02314318938392876,-0.08828930561394945,-0.0061591487816220715,0.19792793886576981,-0.15911363939758158,0.06587275095261479,0.18864465277029213,-0.12848905079024517,0.0034659948896308165
TNF,0.06379443801581437,-0.05078615455649536,-0.007394276050141321,-0.048240106707706794,-0.024897437654208262,-0.014677411248750452,-0.04485244077555246,-0.0496873535412203,-0.0968748918905763,-0.06715058914813962,,-0.044485105969379254,-0.011631893821545277,-0.013065615600113724
GNAS,0.08406942721308994,0.058380550695842436,0.06112035983066816,0.24424627783980543,0.1759124411760003,0.08509374839700239,0.008626493010072353,0.0978539469523785,0.3588909433702331,-0.2765782353394374,-0.04494304807523481,0.07252290350512307,0.07286728522799446,0.08804164017074685
BMP8B,0.005543398023186893,0.00321932607092977,0.008379189663400375,-0.05790308079939575,-0.07701874727026262,-0.03180297195569191,-0.013941309924703502,0.0009740817842185783,-0.10202311957967701,-0.06523265301234059,-0.05307158446873316,0.023724867009768807,0.004171473927619981,0.10212245776315292
LIPH,-0.024816985732679993,0.003348961788135522,,,,,0.1611826304284886,,,,,0.04327680547968281,-0.02831007541303791,
CCL28,0.10671830030337183,0.09545325084601279,,,0.0357702827801773,,-0.02440820573048813,-0.0012319342228053094,0.02339446257011075,0.010919702159412882,,-0.028696919325351827,0.014317443313844914,
PTPN11,-0.0003726307561820863,0.017283955185458177,0.01861229549693986,0.0687979496133104,-0.00818385771748915,-0.022077840588644274,0.014471900037807583,-0.0009431296794333299,-0.09930548352132047,-0.02451475080741737,0.04028296777243707,0.005488014416983776,0.033427406614133605,-0.10344224501366213
ADAM12,-0.040955774127812115,-0.011968526653969145,-0.015645457750438962,0.0284624767620096,-0.036524221534951565,-0.017188053576236668,-0.06288267459997174,0.04642009454020772,-0.027798794482888356,-0.15232167458977722,-0.04945273308759738,-0.015282866954767181,0.03134997719363086,
EPO,0.04554494863157725,0.05794405229378171,,-0.02396013879282681,,,0.10416097916597251,,,0.0035702390495346323,,-0.030516788761185454,,
EDN3,-0.025033464013807568,0.05608355586870711,0.044406355405809186,0.005219971959621477,0.05617010914649745,-0.017720001936099367,-0.025704782376530684,0.018961082343140125,0.09492722830806118,0.14093504770190496,,-0.04024055922141622,-0.027822038875702705,0.02928004912174003
CCL22,,,-0.01661025910449966,,,,-0.03339276316939629,,,,-0.0033308156803850725,-0.011546031056313228,,
CCL2,-0.13067129138417286,-0.042628326819112224,-0.0003817303887869411,-0.20369152553074396,-0.039729047953837894,-0.05171168054697325,-0.06596045985713893,0.0016437704966617978,-0.22060405873001723,-0.13953120058406582,0.1220030262273784,0.056867975961114516,-0.06319322564891768,-0.1156031422198487
DSCAM,-0.035995655861147655,0.008416690447517368,0.04700435237598099,-0.036116172434752,-0.011388079611054551,0.038105130807281395,0.004499116844762266,0.042422358055648694,0.1299016592148146,-0.04491457090876089,-0.0034979603629531593,0.1931935594085186,-0.0012746179004902898,-0.009122264198396532
GPHA2,,-0.027949980658405676,,,,,,,,,,,,
