,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
MATN1,,-0.018707406971591962,,,,-0.0197735148802717,-0.016878971873938033,,-0.031116720317655926,0.0492253901391665,0.03296372784110306,0.06658842472263651
ADAM28,-0.037343109053052805,-0.029614852550473185,-0.018703203564122767,0.01752282238093726,-0.0311264830296245,0.041171763721132536,0.03206890410645842,0.1318345962587484,0.010886694398501595,0.03386016656274232,0.013829304117802173,-0.024102607506553252
TCN2,0.09438294000495347,0.057836368453931065,0.020196932044415458,0.03916343893122425,0.03130907315104565,0.08799334383787312,0.009206086252112467,0.03171265705142933,-0.01911392114265503,0.1274950504377783,0.023400263729926974,-0.005436254520535226
THPO,,,,-0.011669073789815557,,0.036024172927256994,-0.02685091331214524,0.02587537535965793,,,-0.02215307262335473,-0.021005322645454773
CUBN,0.02968281194637595,0.02583927134704517,-0.006963160988496708,-0.021850381402182567,0.10179151558417214,0.030088711754926695,0.012241332459769556,0.01835503038563122,0.03139770702425571,0.05336535504373398,-0.01694403581552029,0.01872716257581001
TIMP3,-0.02226777318710264,0.0581640281172893,0.03448314272747171,0.06717174638348584,0.053655233134015545,0.0546536129295387,-0.04547337118446143,-0.025648233370498465,-0.04142452193199233,0.0311488232655774,-0.04215324951327663,-0.03254559955095526
PIGF,0.007981974488057458,-0.033784625896653764,-0.021802234164406138,0.05880088867692713,-0.0282358004181182,0.09339966891802062,-0.03850917810982065,-0.029254906177754773,0.008024147918766114,0.00697154582353567,-0.015528665249450712,-0.014117687484358885
CRH,,,-0.02187934383223958,0.039724798491345026,-0.011314801065729732,-0.029001848219349088,0.02608105452655407,,-0.010919470041183588,0.0251129576195988,0.011768167748311329,0.17843571527472063
BDNF,,0.06772173171266635,-0.019572361289870676,0.0384078761195993,-0.024668055121396294,-0.09335451024257603,-0.004951924830244088,,-0.01444558079837609,0.08639585352703358,-0.009107786650083393,0.019354512120707518
CCL5,0.03430865063213151,0.013012887504415404,0.030116336961974223,-0.00514693648344225,-0.01777194413053361,0.011994449391549042,0.03587296844972659,0.010960573723574538,-0.04018624130814032,-0.061038090359619865,-0.027711443339274285,-0.004458944789252545
GAD1,0.008016559700933538,-0.04617573039393721,0.08639740692067834,0.007247509740245032,0.13525680577221344,-0.04875282000243999,0.014267400636573807,0.11038729689830974,-0.027007161940155122,0.1337063607359482,-0.03218265933488801,-0.044487786690222055
COL14A1,0.0024490894563945083,0.06775410160578847,0.009900667090990821,-0.01394780657775196,-0.04345024983511964,0.08238034169369106,0.02198310478832028,-0.07758876007877757,-0.07386692965337917,0.07051467308803208,-0.012775136554977943,-0.027522602533310323
HLA-A,-0.017686982321415315,0.08274197038942648,-0.04412383693874657,0.020553828666071042,-0.11628907162267633,0.10178564676884427,-0.00035503439220996676,-0.015400558542046848,-0.06374717390586038,0.10098075558910692,-0.016179130200700147,-0.009680691737165344
CD5L,0.02719896153453039,,0.006277915729362569,,,,,-0.029886036315146206,,,,
FGF18,,,,-0.01847977189516763,-0.015438029535747154,,0.153240354798598,,-0.02544156325440808,,-0.03100796179592808,-0.015954302317839668
ADM,-0.004979069753617333,0.0091205830541208,0.008265777154414594,-0.000402204027498476,-0.07166337950959968,0.02999307346298426,-0.010623789780783766,-0.054585172398537024,-0.04394099601236779,0.09643473845026881,-0.021804512514873666,-0.07307433298819176
CCL15,,,,,,,,,,,,-0.013837165161678046
GNAI2,-0.05412590471154572,-0.0017492975918463592,0.04086368392974223,0.014844187939595237,-0.07102054091125683,0.13383888281675302,0.006919382153952739,-0.03504732461512442,-0.015462265293334509,-0.004911968866875293,-0.0199806475118214,0.03875366198509639
HDC,,,,,,0.08343157403579392,,,,,,-0.0023133482135374098
COL11A1,-0.02700072013905203,,-0.004161247516568365,-0.04393824319528422,0.010851487830727416,0.05761082261795343,0.0268055769210324,-0.01457282044686356,-0.011980525983918949,0.016833879804643837,-0.01492833804932542,-0.057937375023198595
NUCB2,0.053372896780664425,-0.024329585279294304,0.028737107922609372,0.03165930838126323,-0.08193568529336487,0.030443974825982698,-0.02716636732257503,-0.035097939545428024,-0.0724500608557668,-0.06113760185351785,0.020734141228886522,-0.056118241664576074
CXCL1,,0.03520130583468187,0.03299354709868239,0.024341900663885967,-0.0354857614786892,0.0393585674373163,0.14091509077206313,,-0.03590940835223731,0.039366050931093154,-0.011003954973853905,-0.034809043435699405
VCAN,0.02840969235210112,0.09186472790542996,0.0052734850890179255,0.0614142401442959,-0.0333380589794182,0.09476387317869035,0.03636960399814705,-0.06374383002803502,0.08466163716703108,-0.1074880193915544,-0.00820780484690326,-0.014242904332505026
MMP7,,-0.05946601928377073,,0.02153466171897488,,-0.013766305249527561,-0.016669614495168888,,-0.045219499520154575,,-0.05135271384995032,-0.0599310184663715
PTPN6,-0.05508262766894168,-0.041293665279413305,0.00854346826663612,-0.0037272026546218053,-0.01867682762631748,0.05370130647102536,0.061868783965781965,0.02535285571010645,0.05073895728470725,0.02189560968906234,0.04014440152046884,-0.01075028088845936
PTGS2,-0.04646676838306835,-0.029166348113338427,0.026637592898777752,0.03027503001619529,-0.025351633643501507,-0.12377268270424796,-0.008367315485853274,-0.046173901861011925,-0.02504300414932517,-0.003918889859458551,0.03362021058413405,-0.03343546157223211
XCL1,0.02391836135408502,,,-0.020106653181577384,-0.011839636863753071,,-0.006940744986582837,,,,,
CD58,0.02885824509534269,0.029909825531579403,-2.859703871244786e-05,-0.005235930942396893,-0.05023056574614554,0.016538749914537108,-0.030483516099059013,0.05127951950163933,0.015581502167908943,0.023546160413037164,0.005449098738846924,0.02251016470593171
TNFSF14,0.019693476463959258,-0.03647230245355361,0.02801148899159337,-0.0007499103149181448,0.021109465855930848,-0.02868412010272387,0.0017998998805829898,-0.03569511892582327,-0.020351912449891412,0.0006403585535042153,0.06279019402592938,0.018289113578631576
CNTN4,,-0.030947497925987992,-0.0018390830402698897,-0.019335938029205073,0.15295480161466812,-0.01828385772922323,0.046261148494319046,-0.046417983529211136,0.1280660598737668,-0.019345712204140556,0.05202994430613277,-0.023544797024976916
NTF4,,,,0.057051686887840763,,,,,,,,
INSL3,,,,-0.01847976827046823,,,0.03751231990195791,,0.18474618731118306,,0.09222111874427553,-0.018946217731112696
BTLA,,,,-0.008594804552054365,-0.012343215570793268,,,0.008687443806494425,,,,0.004028895348440092
MFNG,0.0019123798351720544,0.04583444587899346,-0.0060047401537161,0.00019320990256340364,0.022379664614039736,0.0835368339310101,0.017714715578653957,0.008370547085925219,-0.02323125229246168,0.032700596065192065,0.004803266330974814,-0.011358829554267693
ICAM1,0.024403015560827496,0.07580594317132405,0.009838124917719805,-0.009655604461648586,-0.06988981361107396,0.08056485390596564,0.016001702625707843,-0.09307341787183145,-0.021850058002415875,0.07253844712662162,-0.043448011582910714,0.02354076357350302
PROS1,-0.05162340003501668,0.07570511276377437,0.019857639938915813,-0.013110303203597878,-0.10001113777861992,0.10752021430303996,0.030607864349169095,-0.00563110878701809,0.04021064777236733,0.0802673164299945,-0.05704738141780955,-0.032155068208237964
CLCF1,0.05130423732743917,0.021578029590215493,0.050204537166717626,0.041848039761066755,-0.04635466560285251,0.08983585126392966,0.0064308444410664314,0.03334800714997593,-0.052283920590765504,0.0782128172171774,0.06743962466617943,-0.029850372097362392
PSAP,-0.053723111318452144,0.005279625458145865,-0.026057292143119748,-0.02089447110450833,-0.03212444853494571,-0.11809764378098174,0.009693402093202479,-0.0897119940229874,-0.015730420863080394,0.028182687809677885,-0.04725467544773953,-0.05895883680456499
EFEMP1,-0.05694188057754053,0.05417535573464495,-0.005189326706882675,-0.0007729794532704592,-0.1436139314409725,0.1066566107779027,0.034139423735497144,-0.08241765306469963,0.011883152213775897,0.07780332514835228,-0.07887586769747759,0.014040050426812821
C1QTNF1,0.03136321792633972,0.14215678331844148,-0.003969721186529808,0.03649327321400331,0.002371945027595786,0.020762407811988935,0.09013319960317766,-0.05816282223937891,-0.07382664260228392,0.05465140546018037,-0.03436711757414909,0.015411638893107028
ALB,-0.03151934115158124,0.1477525658989694,0.03996982368320831,0.011993161428571354,-0.015403297796353452,0.04306034132103396,0.033881989742285984,0.04730090984108919,0.07502329806370939,-0.03956254811709684,-0.04337225303376549,-0.021423635367057024
CCL13,,,,,,,,,-0.015107855386202369,,0.024305485849789133,
EFNA3,0.02069958254979726,0.023777382828561795,0.008577765965775743,0.013986196443637819,0.007234166993537577,-0.10459079970098434,0.0066296072035083795,-0.06925461726016618,0.02489732158317176,0.04000686732014149,0.03738251881464562,-0.029993991965227017
DRAXIN,0.0052069610403229815,-0.04611691439988257,-0.024527448384881682,0.026931106436724826,0.006400803098447014,0.049788861694677805,-0.00022662171840241523,-0.0957950137530695,-0.04863173674290159,0.03755338934412682,-0.026686484772417352,0.02501247402854774
RAET1L,,,,,,,,,,,-0.03147791178775275,
NPTX2,0.023848667826215596,0.04364998641761471,-0.07012507273615134,0.013307226599762339,0.0349905175176367,-0.07676002046615411,-0.02149101297139382,0.005551627173617727,-0.061598305144303145,0.09037248926289718,-0.03505026929769146,-0.0504941848491032
FGF11,0.025243044960590013,0.014248566940444286,-0.026051687719412152,-0.05999298380914746,-0.06038969259961554,0.007059170444121932,-0.04528901587826626,0.022819641680318893,0.0075835260011982725,0.10077275045947923,-0.050517320680044005,-0.041830336601906874
CD59,0.01897850590186734,0.030115173638223212,-0.033797937653957034,0.04019840696872719,0.08659062537039633,-0.1079322813021537,-0.012411574776938493,-0.05155932017634339,0.01652480868105349,-0.014355441799210266,0.00862162743161508,0.020025690237613653
COL9A2,0.01325793125370266,0.12435220464948975,-0.044352031738904174,0.0033279424499958027,-0.03571006569352572,0.011328489063942519,0.03425349320776169,-0.03036953443759105,0.07885964611168958,0.0019741599751949284,-0.02038103785676198,-0.016467846769751295
DLL3,-0.0004782878191372453,0.07705727500983851,-0.01193117682906611,0.0228038264861169,0.08316505459840025,0.05049798431786936,0.08058180912439762,0.04218145329824967,0.07354853349406291,-0.08140647175992093,0.06973197920616656,0.03716938608411905
FGF5,,,,,,-0.018387428437512864,,,,,,0.009825461812472024
LIN7C,0.04834865920956484,-0.011308376064381207,-0.002911309449968234,0.0660375238070801,0.039205713291780825,0.030312402953182285,-0.024506881369137683,-0.03756779002532724,0.03501616998431838,-0.03407522002240003,0.037937254493632895,0.002046638728544465
GDF7,-0.021686075371710734,-0.01870741970260113,-0.004813633805736726,-0.005387844464265012,,0.02750798353118865,0.012687770892205696,0.04046298746898364,,-0.044658206476955335,-0.021063101941719183,-0.02702587334724059
PSPN,-0.038341224584355925,0.007915012430381884,-0.027971649930448622,-0.0005555838515279692,-0.015007102723942081,0.012658796913555486,0.0268821740022334,-0.04802755884525691,0.07054846824049323,0.006868853375015165,0.016944169782471104,-0.017136991061122406
ANGPT1,0.005187472810022568,0.07652588506187719,-0.03213210767098624,0.007692247187065922,-0.03783014187775045,0.08980406589712461,0.01946437671323518,-0.002142996026226147,-0.02345798562777743,0.042959111416130305,0.0437372557328255,-0.049408107517096005
PNOC,-0.03062524689602638,-0.03562691617829545,-0.01913005872488683,0.049722144970240995,0.14995896424068111,-0.07729137869415632,-0.029883494200032088,,,,0.01987030705015739,-0.0195542555498988
L1CAM,0.024202739363774928,0.002699906331280279,0.001607487897489912,0.031033694084918545,-0.018358149556908277,-0.03480426419483983,-0.03353157079106037,-0.01737472130640704,-0.052883653531548246,0.03749481435487597,-0.028464787215043814,-0.02379846265086395
APOA1,0.02002246180594951,-0.040187243306841786,-0.028476921322402267,0.012848558863740764,0.01578337441516466,0.032522009399798046,-0.013791276266312708,0.008977292388767984,-0.0073404880213428034,0.06885434070579154,-0.008392379063252117,-0.04465455158074257
PSEN1,0.0024418031263495478,0.037502056194725034,0.05275427756284608,-0.02673479340354695,0.05767746721679984,0.0025541914141379045,0.018160577608049972,0.06649637075035987,-0.02869872024818194,-0.09111571054261146,-0.0796082831595607,0.02262369223777692
CALM2,-0.027855654653497736,0.06314310170614428,-0.017708308941103736,-0.004082226944666388,0.09645049517279243,-0.10982128004739838,-0.055061748906278137,0.01741097476340108,0.04676974603085922,-0.02131064300237005,-0.04386958052854846,0.055800722564014055
CLEC2B,-0.03619233957624904,-0.06202204975958686,0.014459108852940803,-0.0140679818835142,-0.06504141358980692,0.12707017135663404,-0.0032759231187358905,-0.025698424305888645,-0.008886518520207576,0.05326699446513137,0.03688381615714581,-0.034650997049650877
NTNG1,0.02548603803135094,-0.03779492159083544,-0.032284419730670276,-0.0203256343033536,0.03683464093743888,-0.0672284863060273,-0.006938249328826264,0.1413800138817418,0.06424863113454533,0.005892409533726926,-0.0373392093822421,-0.04475007580075555
LRIG1,0.051193487351284477,0.11902093297825013,0.023109985872809054,-0.02714064066555157,-0.06607079249414971,0.016812907640959444,0.01968292869026366,-0.016542043150297798,0.07111367859366483,0.062169577894702704,0.016991146193400464,-0.013579686212783245
CPAMD8,0.10319992243489644,,,0.004497629528753897,-0.015032349324229343,-0.016633903538937622,0.030576559612745403,-0.07561626615149473,,-0.008568176534931273,,-0.01985199625476766
GHRL,-0.030443776050821283,,0.06336183220018538,0.07098834756840415,0.03305442245444928,-0.024197181730893177,0.032964326254176855,-0.022283051196176285,,0.003859551361656759,0.026589676843048027,-0.027252339524319498
NPY,-0.011142518888252878,-0.05436570823300778,-0.004418277336501144,0.009873442362286086,0.06551268055427889,-0.045869987173287,-0.028605613433406618,0.10896845570220531,-0.04728674872588118,0.06891920131517842,-0.002844073341730022,0.04579889433703612
MMP2,-0.022570758928618408,-0.0008627850053789398,0.06888724166161465,0.01699131549520327,-0.01625765209259642,0.0997484464906805,0.05801374589821131,0.014968017457706127,-0.0023799975622577426,0.06320460743242057,0.023340549539648443,0.0024394389492754485
LHB,,,,-0.019036901042135703,,,,,,,,
PPY,,,,0.15140523789212623,,,-0.015582500258035108,,-0.03749165075339389,,-0.010711982121373101,0.004904687449262561
ALKAL2,-0.028575280130733433,-0.024452138080860865,0.12506761304725839,-0.01876032456246179,,-0.018860079997829234,0.0011057054876380905,0.06345713133696138,-0.02683578209465125,-0.015099932945857918,0.06314709915042858,0.0009696275036754607
CSF1,-0.037413118911428296,0.04346053474639127,0.035601846225939725,-0.01296431514680865,-0.09112410823732538,0.0599821630460842,0.030641723150609212,0.008573700147003259,-0.02437340760071028,0.03756175557377888,-0.029337529219520396,-0.046087556552003583
SEMA4C,0.013447295030468093,0.06203498857240495,0.07476605952083838,0.05934359577445788,-0.026849819975945842,0.03500295729446353,0.04912671914849891,-0.07334533169052772,0.05593304914533959,0.07071692804322034,-0.013199758974812636,0.0013922266386921685
BMP8A,,,,,,,,,,,,-0.017005250273531624
ICAM2,0.0404440151671379,0.11244182659244818,0.02179948102411287,0.02634809335449824,0.01510061212730365,0.04941601452410009,0.02385109054248778,-0.006498500183097038,0.11127554002123205,0.11169329190757095,-0.007218140364931251,0.04337215636605944
SYTL3,-0.013563505220627228,-0.04570260804189549,0.0019861804100176424,0.018180202148852173,-0.04085039724251731,0.09493152845257617,0.022343981831021976,0.004194938590244115,0.040666634725401954,0.06113950687982208,0.006751713839350274,0.03085643612150711
IL1A,-0.022172843942032523,0.04589264578641677,-0.03293375549397842,0.04589906440635986,-0.04959420718114808,0.033354332973550026,0.08552655271706937,-0.000193268848051016,-0.038168077372925165,0.027157549331208636,-0.03359672670551072,-0.03377673170811451
HLA-G,,-0.029587234679514733,,-0.020106651365777727,,,,,-0.0333250711201343,,0.0027744037952745965,
PGF,-0.0034617157370222737,0.030956660101106506,-0.011910533006059756,0.02922515965732435,-0.015595931377540957,0.11979761875891502,0.014363250113413493,-0.09242458973590226,-0.0392510085370164,0.11042410674714383,-0.018061125871016055,-0.012157510744026732
LGALS8,0.0826883744771087,-0.030318544845881378,0.021903368363321667,0.03217077488488926,-0.024834244896588434,0.001909234214801129,-0.017470559538388972,0.057945236722278366,-0.03400181793757338,0.02677992717993832,0.056073529656479854,-0.04988608071870261
DKK3,-0.005366969084823054,0.0344527594110852,0.028912524618057572,0.01624278023006307,0.11260447429269069,-0.10926367782676588,-0.027606215352271337,-0.015116053686675415,0.0020754707986974986,0.004368457859836766,0.03229640173155573,0.04630651520377826
COL16A1,0.01771975727824393,0.10318740784035019,0.015548573793312119,-0.043125900418941994,-0.0448129367005565,0.017725706273342606,0.01949310340902963,-0.08429848674974699,0.047043660766549755,0.11598146353618259,-0.016252443895132855,0.0075519324697781815
TPH1,0.08596659711392628,0.06928772865959132,,0.0052054906718635415,-0.014756199555761209,-0.019773514693618047,-0.01147571212651994,,0.014120817824050683,-0.005933441125106239,-0.012207928887905381,-0.04115595176040962
TNC,0.04173007353361102,0.08178402152952695,-0.03245113045968157,-0.050967512901790385,-0.04847488792759522,0.10250379518357351,-0.0143053952274548,-0.004719436526226123,-0.058484492982507255,0.08092370381709024,-0.05616815711627445,-0.00040359981583649134
TNFSF9,0.004735082676835051,-0.03511223927434031,0.04524691401408555,0.027728852533963264,0.1467218344629604,-0.02723889631938332,-0.010718180176318039,-0.002416448193622686,-0.03713120268504694,-0.01621894128320187,-0.03255189161857955,-0.02691205971271099
C4A,,,-0.016265069887508095,-0.02256935085331949,,,-0.01847227245785426,,-0.016819814737435514,-0.03723215231612609,0.013964450779655696,-0.022900168340944577
CNTN2,-0.0027524438265539002,0.05319561382111794,-0.028517285452040124,0.0392203762644092,0.04858771530950746,-0.014846141275809072,0.01304688448391857,0.052313371035682864,0.11799194144707308,-0.06582956502641882,0.10909842917762165,-0.007711278636127879
F7,,,,,,-0.016633893870756457,,,-0.02119199545595018,,-0.021063103978469673,
LUM,0.09304424948809449,0.15609864222116948,-0.023980373823537085,0.0012610576728946114,-0.011395428772346367,0.07283682173895227,-0.012862573035172874,0.0003255583414052057,0.02221044127721763,0.17660604032786137,0.014764736435834983,-0.009149512808691956
IZUMO1,-0.018233337159140068,,,,,,,,,,,
BTC,,,-0.012251507469867228,0.045448539200738186,0.03632469877368301,,,,-0.01533166368033311,-0.03194659181946027,-0.02038317225699853,-0.017068967305845034
APOC1,-0.03137875507398156,-0.1292057409559008,-0.003876404957471017,0.05118968409618544,0.08682219467031223,0.1233487826087212,0.015038404182179237,0.06125116821126637,0.07738009893478086,0.03150103077092256,0.04575237141569937,0.018640523628185714
PKM,0.0011589324043956484,0.031608571847388994,0.052225363583696296,-0.04369032530497728,-0.02411043529558909,0.04158200726775348,-0.025134829873438836,-0.014704550632368548,-0.08286531791764382,0.10579031115132494,-0.06851216996068692,-0.03814924420620561
TNF,,-0.05552088595869195,0.019823335217192206,-0.0049262929292240125,0.017177257249805424,0.007670594663072412,-0.014612221828450424,-0.006335413650898164,-0.014880892804400235,,,0.026160387909301197
GNAS,0.016828400109027322,-0.002130652055580259,-0.02120554348905721,-0.02431327489026414,0.12070749257091826,-0.06429749484371862,-0.023837518797624833,0.056560385382184525,-0.004927385343827213,0.06074669300743645,-0.00012411357889936995,0.0055833192416801574
BMP8B,0.06311421687996938,-0.03449493513906815,0.017417999617973023,-0.029149465264646002,-0.05319247247161516,0.013235428248983069,-0.028690883961953687,-0.012344186560838943,-0.0015640336311487791,-0.04138597629075036,0.049383434628478856,0.0010930995442623808
LIPH,,0.13487293273381193,,0.04623830520319814,,,-0.01489370130146424,,-0.015107860942504065,,-0.03344914073872211,-0.019520462803590943
CCL28,,-0.018707403281449233,,,,,0.014013726543358904,,,-0.025736295236940997,,0.1103637128651597
PTPN11,-0.005682070387521529,-0.0741301513861641,-0.008787263835346044,0.029177515792010087,-0.013823914134377916,0.00890254497824057,0.021109909150948267,0.04038859204794881,-0.04329095234155649,-0.05750172334579675,-0.00904148479011247,0.02515891274886975
ADAM12,0.0572329123416654,0.029769380404619187,-0.019368554789631728,-0.009609027051917544,0.012323047645975202,0.03421860550180959,0.029477109328450195,-0.02393723590955023,0.027389889075239447,0.12458849658242012,-0.03527824283621571,-0.04470164682502184
EPO,,0.003761784724862903,,-0.029149466080861726,-0.015834151071441913,,-0.015582500938214323,-0.03416703830533032,-0.01640752281912055,,-0.020151747112453138,-0.014042009164301832
EDN3,-0.026798244000882706,-0.025818364745769578,0.00035478660951035967,-0.02841248580808335,0.005975677761138405,0.07594857122065947,0.05990552831998468,0.026703982403874574,-0.004700820274748315,0.03561201569447428,0.014190126480685508,-0.025514228415309825
CCL22,,,-0.02056294668185433,,,,0.04401117261837523,,-0.018569781939381667,-0.031946593233292686,0.0657727150473837,0.07612798896413417
CCL2,0.07848081801934899,0.02510658747124195,-0.034999934811935175,-0.005172328664583678,-0.13205123427479803,0.0072256086500027,0.04431342973036605,-0.03691631390617972,-0.03986090261323029,-0.05498557236321539,0.03706045744479497,-0.03367242842137811
DSCAM,-0.020312647129337988,-0.010623887815088027,-0.03521749089385376,0.041927930520500145,0.01892436883908048,0.032777334751656756,0.012561970268523938,0.07226607867769015,0.047650490240164635,-0.06900492577815445,-0.030641826368629433,0.030708069071211423
ANG,-0.03662792398952907,-0.06353236646541907,0.0049537879958896835,-0.0005424175894325323,-0.029039957493815303,0.0833201175594601,0.07346138608984336,-0.04620687727646392,-0.04246816733764541,0.07189864341957614,-0.006984048377563881,-0.025341417088670003
FBLN2,-0.006077737177020517,-0.0032862780493762957,-0.01805776076655572,0.0661663996910565,0.030609495977017103,0.06538868521755074,-0.0371509365469656,-0.0471444106454614,0.014380678052942667,0.03499531848948096,0.028255319481113046,-0.03182196434696305
VTN,,-0.02421785784301949,,0.018854571903861358,-0.01596419319137365,-0.028039318211917692,0.029081087633546478,,-0.018754921403868297,,-0.02609379262962276,-0.022900173095293956
VEGFA,0.13520475691606118,0.010599259845129654,0.013116499173536056,-0.05845588610818562,-0.09421129816006027,0.021628497360574764,-0.005266838767777929,-0.028258092253170334,-0.0915741907991736,-0.004889508068223987,-0.04532756418654884,-0.04634491158812892
F10,,,-0.02347130304862781,,-0.014894862399282926,0.002073154459882803,-0.01708587548699565,,,-0.027639819486385137,-0.012212297555815235,-0.007050500753037428
SERPINA1,-0.011700465527146688,0.035490358781630774,-0.03608136436357092,-0.0026955558609270194,-0.08349821984968968,0.08332970510775635,0.0033188518868711454,0.007337415907908201,-0.0723457277112973,-0.003099969763413393,0.021342270797806526,-0.03207729448100171
VWF,0.038232245211425875,0.14803145473488,-0.005252229335629681,0.05514355947426825,0.10424989781766177,0.15284119725693332,0.07012883933995935,0.08621592608924263,0.1151581241781629,0.14149712844497694,0.08553414382156034,0.04336487708831785
GDNF,,,,-0.023709631022341592,,,,-0.029179046383403035,0.07452122667068134,,-0.028218561944621592,
VASP,0.03625507976466836,-0.03032171590013081,-0.031638538826943584,-0.03229764012357073,-0.06154944064799395,0.06254031505097897,0.07085861308377617,0.004920209899939038,0.0252913574445177,0.11831467500735958,-0.00267617516606567,-0.04584511053143693
ADAM15,0.008376452571843995,-0.017447958238349544,-0.02265309422372495,0.02686262419228109,-0.04422408009361061,0.02675869062661959,0.04398435762447116,0.042622755582736496,-0.02167646480436517,0.06658753204478526,-0.0258004903831228,0.001624394041373391
WNT2,,-0.021752627506183092,,,-0.012828063091172341,-0.006394141445110149,,,0.022262376803167686,,-0.00796417386216176,-0.034148257876459136
CALCB,,0.028780361097941323,0.01634530331241986,,-0.01928309896349404,-0.018387428237690694,,,-0.017811637787468398,,-0.031477905577408795,
OLFM2,0.013796597819131952,0.1148925095240196,0.03819567451917579,0.04124774110327678,0.03716741374030504,-0.07841771761580259,0.05148594778706867,-0.04120170979941578,0.04339667226860493,0.015658484600267183,-0.002043817566579021,0.005212811067948773
MFAP2,0.08038603671687498,-0.029188977037263947,-0.036851212474099414,0.014997501258397094,-0.010571810651521987,0.144128447041504,-0.04092262796592008,0.06577669958002552,-0.023048012543565213,0.16935825018937065,0.027112037150190175,-0.026499607771902987
HLA-C,-0.03735610442018089,0.09724151638427718,-0.019656978698432477,0.0038568195404803615,-0.008125933825538365,0.10579263193596108,-0.06064860192051526,-0.013194873411786068,-0.07138443718155837,0.055052123457136226,-0.01968118942159043,-0.010603378517356023
THBS1,-0.04141890005011944,0.08610482566823027,-0.033689888352240446,-0.006655137633743335,-0.09041565478470867,0.02543746340412609,-0.010480739625452169,0.07687376121005467,0.020701584153173296,0.04978300178084496,0.027574685420386626,-0.017907494213881433
HSPA4,0.028327922336157222,-0.060434636330084626,-0.02097844000250798,0.035861120191228446,-0.034723041022172364,0.009770753548532057,0.03776623266758363,0.06595357566278177,0.039633753579719516,0.07819002230713697,-0.043753689973066896,0.04875854325325642
LMAN1,-0.005561209484713325,-0.009078888621796767,-0.01607950323271578,-0.012220169028912896,-0.06084868701920081,0.03321843149032934,0.02613399319274478,-0.07064131503942953,-0.03367346029472404,-0.008015225841591502,-0.0031826149295560695,0.06716446350313977
LYPD3,,,-0.018954757494482635,-0.02137176764960495,-0.015964194564958536,-0.015263987696018985,0.0031378733323317322,0.0007218482530491975,-0.03422225961756329,,-0.02074581604272963,-0.029120037459961258
APOE,-0.03569757307592721,0.03234756337832695,-0.07463596884852548,0.01042322622932675,-0.06881148666403683,0.09410861097165585,0.055839267761027406,-0.004277962182711862,0.10224317238417989,0.06811247999661628,0.042519403825408954,0.05024813289212096
SOSTDC1,-0.019081883630833078,0.0157286260074468,,,0.01606801492626496,0.039317415110807746,-0.02200638431054584,,0.017873993545064675,,0.005883503906492044,-0.02341707963078791
ANXA1,0.01552413913568419,0.05079716992485534,0.03274964147107595,-0.016730352876526106,-0.08402834178312518,0.10883854967706687,0.03238798975826151,-0.03390665161848095,-0.008202947026594574,0.0008173486716659052,-0.03768784420508065,0.01635653682548439
WNT2B,0.04767811826204001,0.09385604462203782,0.02164490463410062,-0.06629034728066394,-0.02292825536785593,0.014714776218725545,0.040822409306333705,0.04935525669530628,-0.001030920763412901,0.00900137534897351,0.013780526960456512,0.04018807644307423
AMH,,-0.046272240999216216,0.0002457764818757778,-0.029696987037766288,-0.019823563329413093,0.04643802556368781,-0.022461386261172455,0.01485470100328155,0.010908759025136338,-0.025736291955016293,-0.021694317596750577,-0.007342097991950245
GDF10,,-0.021228832276214974,0.05555668675992947,,0.044706126063380404,-0.01697493545715159,0.07310644223107679,,0.04368392558576859,-0.03248209076630711,-0.02512060187234686,-0.037101348462646566
EFNB3,-0.044547292729933866,0.010006115274066387,-0.03727194500324487,0.009730901774876172,0.016287439897276997,-0.03628153142400504,-0.025790085643358496,0.048162746305328505,0.040869422278337696,0.06271945296212156,0.015362597370020964,0.008022830880601746
LTB,0.01871997256779701,-0.025818359089372623,0.06724123336884372,0.039232221527077615,-0.006942799362663713,0.02224717779566625,-0.006560847689719908,-0.04950935085649332,0.08327562192649875,-0.02864684572417013,-0.006364578477875984,0.034229685307179916
ANGPT2,0.05343172921541216,0.1573628639043315,-0.035100754927350826,0.09043072911919219,0.03863815774686774,0.13717846926528707,0.013605137227324373,-0.06330266038533208,0.0042639310642051285,0.12222880637486647,0.028639332452127225,-0.03430824847015746
NRTN,,,,,,,,-0.029886058968513762,,-0.017300453510854047,0.06568293378205055,
ADAM17,0.07285443528453407,-0.057814090059630084,-0.005907543518660994,0.0621223148345209,-0.09459126856695703,0.04329058117156215,0.022223270405255974,0.059328739081133695,-0.03031568514299816,0.03287484153072782,-0.005460305654242846,0.02555497100575961
LRPAP1,-0.010512047371910301,0.02962100305419236,0.07462949045297437,0.025783740292479252,0.03765466071258462,0.014957873686050093,0.02130799619236922,-0.02015488185212984,-0.005123216699626413,-0.015592005044221981,-0.024806621365284026,0.0007173899141366576
NID1,0.05291373619235233,0.048005223173432546,-0.00773312742706316,0.06195496796852446,0.02015000741673916,0.1493889691402782,0.03282881017038545,-0.06525612800264224,0.01323588556192644,0.11915641748897786,-0.007815212536364155,-0.06736347413650377
