,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
CEACAM1,-0.006166038089843741,-0.026134198988998623,-0.0010948612717954303,,0.05383456007791715,-0.03830530303320947,,0.07385792221766127,0.0391954529232042,,,,,-0.044872249212810626,-0.03363199163185173,-0.03203773947625798,0.056953791931064694,0.013880654399958815,0.031597472725688754,-0.012765970794035039,,
PDAP1,0.17385878438225452,0.08862895148118145,-0.018995167493971798,0.09156438646768715,0.018121173098930306,-0.01469458058445076,0.1609572704956302,0.23138671733199073,-0.009537765355307922,0.012990791034436984,0.06938405767154365,-0.029594694922188542,0.03126543069913441,0.008168459599846776,0.08703047566932454,-0.0061136711063017445,-0.05672547037935568,0.0015313321355007983,0.04773519534457123,0.06773072515976647,0.024271511650871613,0.009472227263680752
QDPR,-0.20641753244596675,0.12495747430744027,0.0009344682667608836,0.021093779328322404,-0.005798035513725428,0.14026491393314203,-0.06742119121898148,-0.19770547376583708,0.030562498924691338,0.03236400991952057,-0.14374413622390841,-0.06571850745011672,-0.002558465389446466,0.0663788006036826,0.04702607717336815,-0.11712697612484324,0.08175511154401871,0.15391702306236626,0.005767848839127587,0.018154366108204104,0.09337547790014315,0.012463141021311425
POMC,0.008596087648274483,-0.07687866462440907,0.04065367527024761,,-0.03087842216540816,-0.023886614624062878,0.011020671478205298,0.005977339085172589,-0.038372684284918475,-0.017075474493518296,-0.062069703390859196,0.006121154029077018,-0.07350911968654586,0.004462344813716911,0.0636567258253653,-0.04588088831356521,0.07872891195255953,0.11097561219504867,-0.004429255007302359,-0.025204358699920833,,-0.07080263560634677
CCL18,,-0.03691577730486216,,,,,,,,,-0.08756938640411112,,,-0.053264012204726485,,-0.022715284039633108,-0.03471034445884189,-0.021520021152273295,,-0.06189115933983236,,
CCL17,,,,,-0.027793832039015143,,,,0.031918689356758664,0.03231702332136592,,-0.018884656151224713,,,,,-0.10569543852350376,-0.02168347290627166,-0.02318905223518421,,,
VEGFD,,0.011155395553346728,-0.046193756011812206,,0.006501716351751089,-0.01621650270561962,,0.10852290645458564,-0.0367381399742376,-0.02556759546041566,0.07256429148488831,-0.0016028947442550479,,0.011574412444926031,-0.04572195561782876,,,0.034515785965606345,0.003785321281760007,,,
TNFSF13,,-0.02470786234552524,,,-0.003592278813539813,,0.08449203551777675,,,,,,,,,,0.022299654252484567,0.06996927520832726,-0.028418476209380324,-0.04983831734595859,,-0.02204123406293695
WNT5A,0.03353921872109295,0.025438062776828703,0.04157311742014978,0.1006189844851793,-0.018178394969416003,0.09258946181768533,0.2576572281934198,0.14308432637247492,0.02563876594427283,-0.02189007426263318,0.05113201149444362,0.040216648415882655,0.026252272640831117,-0.008983981570416636,0.012207002911015879,0.05593640446036064,-0.05315500827472666,0.08094349764998983,0.09856447077133781,0.02667399791863683,-0.0725078043935147,-0.023769457484071797
CXCL8,,-0.13346126474715092,0.04174212561268553,-0.15218990804639765,-0.024752497049136603,-0.08318143284641077,0.022501799980369528,0.13089620880351957,0.03818016248404798,-0.02380965660874898,-0.08292373112873445,-0.019613676706384964,,-0.1295755836703706,0.09197164595974956,-0.004328139567944679,-0.2336098654877897,-0.37138004910283773,0.02896848881294945,-0.12924079704386476,-0.021207806502122492,-0.06045053223423501
GRN,-0.2525540017048901,-0.032994765734839164,-0.06927548521146423,0.07449797820401555,-0.01767141110213631,0.0024421610104095734,0.14305400853346018,0.10290928915762089,0.012681725820694538,-0.012306612710185029,-0.14335441069496266,0.05479732556060508,-0.045967957309608315,0.0059319558951204335,0.014575970297431502,0.09691998197719294,-0.004450264256391291,0.01599388854014953,0.03743243119081761,-0.131862505439439,-0.040585177884280475,0.11413783111741646
MIA,0.06016492100761859,-0.01074666023809719,-0.006871274162115096,-0.048678825727690944,0.0027208143257140944,-0.055506636789630096,0.10465682673416928,0.08477809656087788,0.023106584017608366,0.029528909373873594,,-0.02944777100577871,0.018928677879148793,0.004920565006117605,0.05883981589686369,0.03987111232959514,0.26114920793435575,0.2908945437756878,0.04148140315782934,-0.12075357643318341,,0.0175054211208035
COL4A4,0.057731404841680566,-0.0033918652707474557,0.022510317885437683,0.07547901208047357,-0.04813174312925338,0.01533268830943281,0.06791795515291216,0.07036688012142517,0.03615923068252311,0.04328570828645037,,0.06205980099333717,,,-0.035801191707535034,-0.028719216490907046,0.14343763749327426,0.07981855918728359,-0.024838142534673226,0.012471615686742423,,-0.02185473039282564
TAC1,0.03227022942510531,0.0033356022765455746,0.022869000680213244,0.07510112734188523,0.028330915421590896,0.12071505883757377,-0.1591356263745709,-0.12029105776519423,0.07200693005906397,0.0048012551148294705,0.14084871076827962,0.01593949789442183,,,,,,,,0.03748493589083047,0.07534154036814608,0.022208756946534736
RARRES2,0.24211439320443381,0.09255082187698256,0.022309188427455807,-0.08737485406722638,0.06126576022474815,-0.10116875064891033,0.10565131177167236,0.24172925541340404,0.0825943477924709,-0.007353065891550086,-0.06301374295052445,-0.011134945312052644,0.10815811738853717,0.08540587198028654,-0.11627889592851579,0.04055978755521298,-0.1151285080023371,-0.09977957019066422,0.07821321791343543,0.016099878075452698,-0.05931401437148721,-0.11371697900895238
FGF7,0.028291694419798823,,0.02536807573120785,-0.03318822540028431,-0.023272745067540946,0.04884381972400193,0.07594352962354277,0.0749721327719751,0.09336975186500075,-0.01983131556835622,-0.023580366619805757,0.01865369897728886,-0.022555545139665848,0.05425878758401377,-0.0006955921154813342,-0.008289976906368512,0.1593115739697686,0.03300940470406459,0.003844203856594617,0.04495757005345411,0.06402532748889878,0.05034174613275983
EFNA2,,,,,,,,,,,,,,,,,,0.029973005330880913,,,,
HBEGF,-0.04251216948164898,-0.08061028881844491,-0.028455499800839897,-0.02800775402313869,0.040022404618225316,-0.12389990636451725,0.18780614848585514,0.1265560539766252,0.003382159727383074,0.06434855653773251,-0.0897252071359721,0.01563961197292913,0.003526712492661157,-0.20305353483685754,0.019940617262042482,0.04506655318756702,0.03902422004157995,0.06740547942003774,-0.07109516323955258,-0.05188301702739523,-0.0327770459530481,0.010751187420096668
CSF3,,,,-0.0601234235074817,0.0012878397947390392,-0.00469076545428396,,-0.005982422815448219,,,,,,,,,-0.17092400807113195,-0.17448835071797067,,-0.041007579738140426,-0.02978543210733679,-0.00917538633059384
PI3,,-0.11790010826746522,,-0.10024086668930127,-0.018521218900856617,-0.005363509045841657,,0.0022322314743775068,,,,,,0.021365504344637565,,,-0.23675083856780546,-0.3377302558829553,0.03825234852079217,-0.08807636223719857,,0.022792212065545176
PCSK1N,0.1068990519827879,0.11855327462987358,-0.017004088016871165,0.16928066066516118,0.004704082559420994,0.029222100349720562,-0.07506931443922937,-0.046227531672024556,0.007618452501464826,0.04178037504130373,0.20702108882890335,-0.06226133785113681,0.02463059087998846,0.00439903970719,0.011498695630828643,0.0019475281827929522,0.042527931429069896,0.030252225966095884,0.018554499969137783,0.09328632995324411,0.09136925496115413,0.06912884310148219
NTS,,,,,,-0.030863371153060114,0.03271854763136684,-0.0008881499113686462,-0.009152175494378037,-0.02684757866932706,-0.03542972717557205,,,,,,0.021947774173586745,-0.011907255921780168,,0.1405998291497654,,
SFRP1,0.03546308327196155,0.02375555640147718,0.008680473587113909,,0.0011204834545097712,0.010822543733836083,0.10583470176656366,0.03176947664194871,-0.043100373368370665,0.016999443042081865,-0.05679021429874438,-0.011930060941175174,0.00099780731334201,0.023859736409920652,0.005082387645036592,0.01730311864150385,0.11209632714548622,0.10721835241604905,-0.005838961155569733,0.12397050869064924,0.01999839657844622,0.0737454897014808
CXCL13,,,0.0779672038243474,0.05314991809372658,,-0.005316652815374322,,,,,,,,,,,-0.05162673905741446,-0.07169703200429135,,-0.0508704205648729,,-0.011837747178795972
MICA,0.021177971947770397,-0.054040141512737463,0.013827319083801642,-0.0016743940700499516,0.03420853972351275,-0.019369376049560745,0.058694214244020715,0.13727132334808184,0.018627895505660172,-0.052311002040300585,-0.09775551452093785,0.011900133097997838,0.05307698319139363,-0.06217274338599699,-0.03294839563510984,0.028565490438809803,0.0320548263875831,0.12800849123797847,-0.009465851550505174,0.013013192750089058,-0.04954856871576321,0.00851796126521469
TG,0.010844935921267737,0.015690594049047844,0.07259146382306209,,-0.026170879234876668,-0.014800618275692252,-0.04135028402202947,0.006259585800668902,0.023046417424841557,-0.013834565846455982,,-0.016193557758841036,-0.03929942625900366,0.09051813642534873,-0.04654370609290465,-0.017735500553743646,0.08841649885924067,0.04994410915824737,,0.0055083328579018185,,-0.0361980651570685
ADA,0.061116507682501306,-0.025042488453500426,0.048701507172906645,0.11715055013500726,0.017677889373966162,-0.02767227601372578,0.05838384207901277,0.17740676952064413,-0.07954510635914074,0.010325585425906314,-0.11506432948685051,-0.05459704010250861,-0.01310360103123894,0.1443450081035268,-0.009641803251397725,0.053902431567631824,0.07273857780362675,0.11782703828591357,-0.015305305874661453,-0.020035545374192526,-0.08287454366136596,0.011455986377199039
LAMC3,0.10841318204425401,-0.005705234540138198,-0.0048079660070432725,0.06911859709428217,0.029027682578648833,0.030958381564056506,0.15992483596831866,0.1137419110522742,-0.024052968063987653,-0.022098738718127696,-0.05779483819307648,0.05581803498098582,-0.00040949688873726734,0.11892918640278582,-0.04391929197660442,0.12141709783026962,0.09425764672833803,0.15511697358270732,0.03644990474639157,0.03568243867741255,-0.058547767176442674,0.07960516659281205
CCL7,,-0.05674954730392543,,,-0.018921503872835116,-0.026227577098384094,,,,,,,,,,,-0.0032994164126217236,,,,,-0.056258201611757756
NGF,,-0.08360482975324363,,,-0.009378456171502013,-0.006801969886580888,-0.013410325404170116,,,,0.10237061896428479,,,,-0.04641349569476112,0.0496872485755212,0.09337364522050401,0.030490986382489888,,-0.009237654680143335,,0.05146137067756777
TNFSF15,,,,,0.03278907543626964,0.004889529025686147,0.10879338626680098,,,,,,0.006509590772389946,,-0.013197937275564207,0.0715006611672066,0.057449299539094,,,-0.003323598376498039,,0.010287214812822371
HMGB1,0.08111892716770742,0.18912948141334798,0.015604842158096537,0.13757218345507916,-0.025212081209945298,-0.03812059801311548,0.18738725512502513,0.18453714594565032,-0.020837253713342507,-0.036085148251176265,-0.12732090777577226,-0.03550763487967079,-0.07325857178974124,-0.025342772684690373,-0.005229716819576896,-0.02465843236427167,-0.09575593233909928,0.040482090788903316,-0.01005166828243682,0.05167827826067486,0.06232879777505694,0.07425316237372873
ITGB3BP,0.03752116926651573,-0.027820495774778214,-0.0012446494195129058,-0.040456531771533445,0.012467837717419734,0.00307255285968393,0.28286520389574504,0.1662930825588323,0.03697590585777163,-0.05000034184261722,0.01715395767332866,0.005978780475662948,0.03355031226292149,0.05169858354566678,0.03293353846407404,0.08624902260527824,0.09575782354398485,-0.026680036634207295,-0.024719628651635014,0.01529478019623362,0.0437269676933883,-0.04443865142690253
AANAT,,0.0410673145196527,,,-0.01917156534232808,-0.015348914246457183,,-0.0023670738767254417,0.03688531695031041,-0.019485840133669746,-0.033309175992126,-0.03254425959516229,,0.03734739749257056,,-0.023658920509741922,0.011813758836764124,0.10314994652909473,0.05490017591285975,,,0.04287624743593521
RELN,0.07090597973616136,0.06996801801675874,0.012023056169195039,-0.06770816128230953,-0.03327754405728264,0.037264550937054365,-0.08959237877726849,-0.12323069074724093,0.0354743765471419,0.012156782788117555,-0.04587904946852279,0.0668675846445055,,,-0.054833642923376426,,,,0.040178328638739935,-0.009227444333005715,-0.05400161684216661,0.07892191547711287
IL15,0.05787560044124674,-0.01096207567506309,0.029277294561926515,,0.054742135190556644,-0.0023210814736388564,-0.029649857126606213,0.04081282421012525,0.03217108528235636,0.041429886657581176,-0.007135536696221744,-0.020141719130922487,-0.02528009973901157,-0.04317390481933613,-0.052226441879433066,0.1256262112395133,0.08940109296217469,0.012890702257880856,-0.013836796457424624,0.025855419381644477,0.09354133963423072,0.06413405736084843
UTS2,,,,,,,,0.06451519446574996,,,,,-0.06694695830853863,0.009919187451034426,,,0.04182846522039891,,,,,
BSG,0.1850286760682335,0.18222653893101415,-0.007539532498049734,0.011198865785842452,-0.026906838806471226,-0.004593769551884978,0.1193954734419303,-0.01522380449898383,-0.05524360828420712,0.08312899207384271,0.06176906164845155,-0.008899201357111638,0.01752834120507746,-0.0984066525826882,-0.09954798680280168,0.03948428697023521,-0.013211339607575716,-0.04662200654825851,0.004107367669433255,-0.14617062175812867,-0.03810467102945675,0.03128745491974803
ADAMTS3,0.13424873241283816,0.005984459834103433,0.02758087960892981,,-0.04957832296361126,0.07369208012073702,0.048069245693005316,0.20414746732496739,0.025286788783704443,-0.05206454092425337,0.008536062209443612,0.06575466844430335,-0.06160184097897162,-0.0494143450624193,,-0.028329148732468005,0.1330585892601454,0.14039779716533093,0.053570324927374756,0.10139588367576279,-0.03621879914751094,0.11923571103710695
CD34,0.07807255572587607,-0.012666120194084142,0.021414446503952925,0.027509967114709922,-0.03360870418270879,0.0020931848973034157,0.15753021830745892,0.13174616919735635,0.05948171548932298,-0.014783421922501832,0.05870103218223563,-0.03379081822135729,-0.036637291267531936,0.10955109717565903,-0.002345560431164545,0.00030443444070500436,0.04416118336490541,0.14794911574640623,0.06733626796997344,-0.06730267660379906,-0.038068860078974524,0.07546023892195862
CCL23,,,,,,,,0.04265793164366178,,,,,0.05250630986213071,,,,,,,,,
PLAT,0.09890607039284588,0.10104533419510382,0.054309433018969636,0.14951383130000903,-0.008565849964455703,0.0025091286663921,0.2220560723575243,0.20308797058440697,-0.056699496782212616,-0.02844983069382929,-0.010433589605646873,0.0814440919251318,0.007070149013324175,0.011398208693043775,0.021994078131895786,0.0034445824729402072,0.17343867338357438,0.2544509095792315,-0.02289498475091559,0.09788788786723851,-0.02520037083645449,0.1484883771907904
NTF3,,,,,,,,,,-0.007709901727129466,,,,,,,0.10195248420630905,0.22659548524931358,,0.08618061237095412,,
LTA,,,-0.011096851891078289,,-0.024251191650933545,,,,-0.01997025847877087,,,-0.011148261286985789,,,,,,,,,,
CKLF,-0.051397129500569794,0.11192432501362179,-0.013959893921611271,0.023954420840178875,-0.009745104271248436,-0.03922334646542154,0.1950940828939846,0.2254376338082154,0.04864474254156838,-0.029411334498278027,-0.08120790788211465,0.025777958136835286,0.04971285037410933,0.11217706312472664,0.11216019600429943,0.07643997721164472,0.14182160462263982,0.217093954784613,0.040175925213333755,0.006539643866888389,-0.04304299059627747,-0.0009078127785012008
CD24,0.011592915829698963,0.05405841205873627,0.0447365981870738,0.12566823303748306,0.03909488994252099,0.06490688552025048,0.135356766844801,0.010937407767837286,0.07225932979124214,-0.1364782762019103,-0.029042790069756096,-0.026972874858974576,0.07967853787412593,0.08718007932431997,-0.06014237222889688,0.014115002212537026,0.18732713634168283,0.1699751828837764,0.028330963470320988,0.26027101852987505,-0.021001014273834172,0.010856387377567079
HSP90AA1,-0.14337594280663946,-0.10267756197169783,0.01150555423281714,-0.0586923545941425,0.04511093493512462,0.07923864203833739,-0.2488199933954705,-0.17291038270461428,0.0884017185088304,-0.02689258911857442,0.21570716772975465,0.022669784123018302,-0.04529161467847798,-0.19249958326297,-0.08394219973043705,-0.09888967577736081,-0.3316262804722035,-0.47628408451632653,-0.040531632824796035,-0.03421885387151595,-0.03054090729663562,0.004626804271157115
BMP4,0.061046630663326544,-0.000618396397858517,-0.013967598339050586,0.05184411794072396,0.012704175034034416,0.013941445226935474,0.22206116237113208,0.04243445035538713,-0.01103688510154881,-0.01811461958445221,-0.013505829859146421,-0.03228249871880304,-0.021815426401096672,0.02561892532585058,0.09060176940964947,0.12426778076300897,0.09043515995378672,0.03787281893435405,0.06274588036316275,0.02697684090181142,,-0.0012861552788025787
SCGB3A1,,0.011558199943322267,,-0.028991827091418794,,-0.026384310960609742,0.005106879832560536,,,0.0006471336806294704,-0.02154312192177768,0.025805482084280403,0.0516110091526241,0.07227809189527927,-0.00858457501554332,,0.1102726838098971,0.09273449182404617,,0.0703616833735829,,-0.012162989850242195
IGFBP4,0.14527007091171396,-0.04465105148718344,-0.038837479121310685,0.013078332156821517,0.05917817556961565,-0.048721897106081366,0.21616827251296028,0.18377820843263218,-0.013160070189581086,0.013073975545498415,-0.11172014310200916,0.015689235347808604,-0.02662703037830511,0.13756754452917472,-0.027696372153230106,0.027268819136377506,-0.03193130057825962,-0.12726681839310722,0.057048739078793514,-0.1262091513148767,0.0624134197209434,0.04726956371047414
RSPO4,,,-0.002564288536205693,,-0.012480405355874932,0.051592427347858676,,,-0.021303734051617732,-0.0012880583161363392,,0.0509028635527741,,,-0.022963106338174978,,,,,0.02590874956784455,,0.05789253204365327
LEFTY2,0.05800302012510977,-0.04729570954031881,-0.03264756752356614,0.08012051631851438,-0.025539626696470856,-0.05443725967089438,0.1323997706488907,0.18712995896699874,0.0011015098334741854,-0.02689455988245192,-0.035429750503696664,0.0382123799892212,-0.011591996209600415,0.1962160029468613,,-0.030234095321889715,0.09624586982344652,0.009778978914906047,0.08790829788936944,-0.025604085239817217,-0.048777257157485106,0.13743182518259628
PF4,,-0.005970953865512053,-0.029337095759668544,,-0.016508639353194566,,,,,,,,,,,,,-0.06334919218980041,,,,-0.05008322562662429
ANGPTL2,0.01029285779318803,0.021791958153482973,0.057776330302269925,0.10642978757189384,0.034506838175059104,0.018051562004548334,0.32702008082762823,0.17629009445993857,0.0828584774408211,0.02525788168186085,-0.11664671507983766,-0.0021266016472885566,0.011698424849268705,0.21653010702081454,0.0856962289065508,0.14415221415898097,0.18226795953118166,0.22530796409005244,-0.04909874620124703,0.07489149277066094,-0.01664092211027925,0.12196534213094103
LRIG2,0.049028550371981554,-0.030039498148469693,0.005965766507297309,0.025529196720497766,-0.0707921483041169,0.02019673295942796,0.1574241918109802,0.05198642264779647,0.022921116485520348,-0.02433084180929189,0.020735402256092324,-0.03368868251314523,0.07562901578660917,0.0178258672204992,-0.08296925258369815,0.0976286366198662,0.13832402293048618,0.20683727628992812,0.03300539804659992,0.04942040063600409,0.008936449518944138,0.05140679846460365
ICOSLG,-0.058595846722988294,0.0303687860470761,-0.0535788105614373,0.028862507136811787,0.024026781264171772,-0.02704924729993672,0.13290453748689457,0.10709261709932318,0.011944753538853603,-0.03963311600485851,-0.08128327817867578,-0.01867529644286521,0.05998939536625196,0.03203196864291587,-0.026489857176202915,-0.017701896923241093,0.1345373063283569,0.1387655616995503,0.025485451299594182,-0.002954158402506645,0.10973093726699588,0.021020005998768913
WIF1,,0.022058540580535982,,-0.04554251920800286,,0.09917541271124584,-0.23493800966546882,-0.16022808139591965,0.0058628928265488526,0.06011090547278572,0.03977891044292354,0.015088025377541116,,,,,,,,-0.07345883109080226,-0.032056646519784356,-0.048754660370754384
NPPC,0.08962868807126256,0.03720595303236833,,-0.0806270093031719,0.020344536855016727,0.0010795680042569296,-0.02804371131393185,0.0006749063251767552,0.1318519334251159,-0.006822850883700474,0.051164233977034936,-0.007857199872246827,-0.030200463666670486,-0.07496661962311822,0.15066678106647555,-0.02832909432464147,0.023106411411637363,0.06369718985461108,-0.04566357986464218,-0.04887128673390998,0.022228282385039204,-0.02831000629079075
LYZ,-0.153718458819406,-0.09354491375950419,-0.030311345060438727,0.018393310118284444,0.07858707093296785,-0.06951373325090592,0.08943655076197034,0.08874897883041362,0.06506909248030897,-0.034156631326350696,-0.16053595129805584,0.005924986967366757,-0.0022424498789425954,0.08037305576945544,0.009889581181169688,-0.004558208342978313,0.08655086916575773,0.14466537292697368,0.052436152932148906,-0.12542126928804828,-0.028098312491283466,-0.009044552262453827
EREG,,,,-0.036405971758724336,,-0.02095453419497398,,,,,-0.036446859336027856,,,,,,-0.09416612996324003,-0.03172652521998332,,0.010335340656784552,,-0.04026845152787316
SPTAN1,0.17277850416632723,0.060501559268324505,-0.01196892304737337,0.03556758912778721,0.005774761025031422,0.10561652465242516,-0.1134074072684236,-0.06473801392024839,0.058593278536234215,-0.025380496985654998,0.18717669790055727,-0.01739858457673272,-0.06301653026924231,0.08257284277162884,-0.010164835219213532,0.09555555246717892,0.07937204176489362,0.12780999331094287,0.010589312751175695,0.1277351272570795,0.0646359038117987,0.055095678224660175
PTH2,,,,,,,,,,,,,,,,,,,,0.0036641811169534962,,
LIPC,-0.023179447218382585,0.032747043242674155,-0.029681113646610566,,-0.009345810037392726,0.033536216076233014,-0.057173337677790405,0.09038070293366904,0.04202335366180626,,0.07838436195344697,0.09513046964738564,0.01634700544620698,-0.0341985639402777,0.018705478810340195,-0.05820706906856373,,,0.004285092321498654,,,0.0093009261632888
COL8A1,-0.024269432136584217,-0.09413538927729201,-0.044673498670761216,0.08198281820853046,-0.02587537406196721,-0.032655029570919626,0.11523948449358805,0.018217700900963932,-0.023996292720359087,-0.013139247214243647,-0.13132343659235848,-0.009654526415262333,0.05338141181352167,-0.008320303294306402,-0.06590694450736012,0.04215758468221591,0.1562459751267201,0.060357758758280006,-0.00047177374318967813,-0.08630487060166953,-0.06794308879627635,0.07520848708570844
GSTM2,0.10518193956256786,0.002062556952998268,0.019144555236520963,-0.01168677402539182,-0.009389362097626275,-0.03149054737214338,-0.04370717986377163,0.06067542624003142,0.011032981577330951,-0.02620501159552167,0.05558495409487811,0.07351875487304596,-0.06287803734658903,0.021962302530473092,-0.03384707722719389,0.012088522370433012,0.07987813593360218,0.08427095990254731,0.02336656474416639,0.04119369930154837,0.02127505290721596,0.019180540916805093
IL4,,,,,,,,,,,,,,0.03574351366738435,,,,,,,,
SPX,-0.0545249710961059,0.03651312954674312,0.022439328810710535,,-0.014026249883828655,0.037718632423533884,-0.0923289531641096,-0.07471750377207077,0.02639155548874741,0.015079338767574238,0.06304598753482385,0.010073580100519822,-0.0020226611403583563,,,-0.03369071132468042,0.03767184298507783,0.07797047198018087,-0.0749056649048329,-0.06475991773441712,0.051861609507102946,0.021462867220617878
MFGE8,0.10206713598822506,-0.021220051687853306,-0.0018229791690399116,-0.025977788221511526,-0.0017451097850183176,0.004395335912299919,0.11937613810834898,0.061665457495698496,0.02064248726961689,-0.05896358722795884,0.014881137642494583,0.00330393591903283,-0.06598678001421904,0.15085368429383786,-0.01607895660849481,-0.007727420796808146,-0.03148038652320566,0.01827235843937663,0.034579112736208104,-0.04736088333760036,0.12628381457024848,0.038359904941888
TGFA,-0.07439974666395084,0.06492777365692314,0.033725924889716215,0.03359547071992733,0.019213352670436404,0.022885970369817158,0.2179833584792356,0.06886360681126938,-0.04357009314967926,-0.01432172094086207,-0.051649204814683256,0.04464500874226198,-0.022755171991586932,-0.09399914625725837,0.04973075682814121,-0.04344738658470575,0.10072476819521188,0.1683461661196704,-0.0806898201680774,0.03060497780954696,0.12554610527727655,0.02943605067477684
SLIT2,0.12130371340067911,-0.05345255460179033,-0.03477569245060473,0.051974907332185974,0.01694274765379668,0.03978189994983388,0.03204068593045363,-0.07919504220186523,0.05641682531511694,-0.002819457780148718,0.01784726494209333,0.057473541320038644,0.015224486330800566,-0.03821705222763221,0.014647554744966974,-0.03203770033175076,0.15041543015822428,0.0970886476830898,0.019999568976318664,0.0757633192250672,0.05789081251053788,0.015387608764896026
PLTP,0.06088146350806302,0.056481038750792016,-0.0071218125115118484,0.010691964088066679,0.017513572367888062,-0.055371442584539195,0.06263699956634071,0.1819668435074477,0.040799191437451796,-0.03648184846860303,-0.19788428608101274,0.06235513045052526,-0.009389962888703127,-0.018063049145623983,-0.08924571794400875,0.052698195208226044,-0.03653599932422099,-0.006788367882965201,0.0021793492027362134,-0.12550103232466167,-0.009952475162888174,0.09105734123692691
APOD,-0.23384535152582747,0.179703022094026,0.03181245300594925,0.14814498259891234,-0.020579634329733698,0.0591424463460623,-0.06105812131430997,0.06032617718766133,0.04615402512181783,-0.023675535797161525,-0.1807038526186035,0.009998652985238407,-0.03551980791494442,0.013561872826278597,-0.042663104647308256,-0.1094542862130824,0.30829950849984183,0.3818575456328594,-0.022221175308340065,-0.022994844936281324,0.07407427999920424,-0.105904880109544
B2M,0.07949154996493735,-0.04463287057472145,-0.09305939643161532,0.07459463171990843,0.018775962611143383,-0.07602576505095524,0.21061476379058475,0.23463007961053725,0.11899754870047453,-0.0820889171363715,-0.2232062517901985,0.05056605401247561,0.060924654141588784,0.17227867822395132,0.03523053370859947,0.008601104935740716,0.08856577978938929,0.22085560286421907,0.02367971513744928,-0.16676791951538172,-0.06193409115905023,0.10523213681951232
