,UKF243,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
POMC,0.0794871095653969,0.08078920642482865,-0.032711328673794816,-0.04744757725187412,-0.018428844954077254,-0.0072565662923345245,0.014725319167324304,0.008251002740372443,-0.026231121864790447,-0.03871472822587358
CCL18,-0.03064747650153174,,,,,-0.018985370273830442,-0.039891768567055834,0.024392400024336545,0.04807394871119894,
CCL17,,,,,-0.019808621227599583,,0.12641592989649073,0.029600696724949808,,
VEGFD,-0.016783452991639598,0.09063909790110808,,0.057479558634360724,-0.02110441048177272,-0.0281828998457504,,-0.026506978164793756,,
TNFSF13,,,-0.012024541171650903,,,,-0.029675555993447934,-0.031005768366738483,-0.01800620854206991,-0.028663492071314734
WNT5A,-0.0057340354697224555,0.020860161515228282,-0.012509602850212818,0.08823446071768414,-0.02652721794183446,-0.016844970766963844,0.05448012060526179,0.03643727207145587,-0.007742357241238004,-0.014770611582942359
CXCL8,0.00845161738699534,-0.0150710684065749,0.06876009583913584,0.12070521113775666,0.003619880227979009,0.008860559195721405,-0.036938417145074176,-0.079225671459086,0.0039023905840184134,-0.004079734322927941
GRN,-0.006059325509341039,-0.05078565367176116,-0.05125598967868328,0.07580089973658406,-0.013009492771269336,-0.04314663102151205,0.001745639986075472,0.04335198645704143,-0.002104442772058605,0.015555303917414743
MIA,-0.022164833333180717,0.022125077157490805,-0.021742689505936334,-0.005483917420667482,0.018420326634167816,0.07373442899165766,0.04392506375926722,0.06629468090177208,-0.029001973447127603,-0.05250717824824083
COL4A4,-0.03476122443003595,-0.03960294250616162,-0.011440819675596394,-0.01856143703533968,-0.006670251563055917,,0.012764227045344807,0.04558541041425087,-0.0323160281710603,-0.03203579255395948
TAC1,0.03939278732559659,0.002779462970923738,0.07929873212794196,-0.05620015532676705,-0.048900872267500194,,,,0.072824107725431,0.07321171195879136
RARRES2,-0.0022159517379464846,-0.009082785483722499,-0.023119973411038896,0.10662896854294682,-0.09723400091645436,0.034012125251423275,-0.010003557529042613,0.028873385549585007,0.03961440953365662,0.024964464845778217
FGF7,-0.0005877425855713991,-0.026276159952885226,-0.020057097583262264,0.08931307142823203,-0.005151409742720083,0.01988119607583244,0.0010846452383686802,0.032865202295108385,0.018989516096394068,0.09799124178274128
EFNA2,,,,,,,,-0.025193108817091,,
HBEGF,0.011351821475374276,-0.004459681107125183,-0.03563496410175299,0.06177320244884713,-0.011881095811767939,-0.10791487856765193,0.02133712105885835,0.054260947506761005,0.00012708056948514959,0.026336446821818512
CSF3,-0.01768899679511967,-0.006187368645447656,,0.05944166480248731,,,0.006074712321394303,-0.07325121142884729,0.00969601192889129,-0.033697988363190344
PI3,0.0444764408531355,-0.04209760532805856,,-0.004647714129984355,,0.05917265778477799,-0.08069800359683907,-0.048085074509539236,0.03168117261474491,-0.02339134709974732
PCSK1N,-0.016082583308748007,-0.027994366433519702,-0.050192804323162074,-0.016876057044343272,0.092947804055155,0.031327365687371975,0.009068265519689006,0.0068440369479573875,0.027160085653659443,0.014321135400618329
NTS,,-0.006374505239808558,-0.013966641376112638,-0.008518046003283142,-0.012091829574757577,,-0.03607889638069724,-0.003893616002544123,-0.045802966828088584,
SFRP1,-0.028308574502568833,-0.01565592755398906,0.010722029599277122,0.06603915383833937,0.03006889483461473,-0.027222005262603034,0.005158422093302166,0.06024801603754968,-0.041677188478059166,0.1101556710292316
CXCL13,,-0.015515224141331205,,,,,0.11288351705130473,-0.010482170186292498,-0.03749875830871365,0.2174023213637214
MICA,-0.042687334176695055,0.004076118481730987,-0.02964465443470089,0.05850250884961961,0.009624907091461873,-0.02316608132356377,-0.010686436331581924,0.06736625838358389,0.03343572449970356,0.03469982249291151
TG,0.01337835557438205,-0.03320562154377787,-0.016121185940106152,-0.007709731704078092,-0.005792833607248267,-0.07030278091600273,0.08372289452295399,-0.02676400244348811,-0.018919753030849744,-0.030121819409154996
ADA,0.001922160038431867,0.06399419171548833,-0.01949716716990658,0.008279975714639188,0.0028371498968602334,-0.06346752979187871,-0.03809325143981723,0.015529018082118996,-0.02143892259620053,0.028071962235572283
LAMC3,-0.062367444052581884,-0.04356555166380236,0.019370405438513753,0.06924005582068962,-0.006111585525510855,-0.03771467357003562,0.02888645332909916,0.07223500136190654,0.0011053974520646567,-0.04274504672168378
CCL7,,-0.020570322680455434,,,,,0.07332251215039658,,,-0.030646966159413914
NGF,0.009174665663848943,-0.021956678474913324,-0.015383935363373466,,,,-0.026769768245670785,-0.024854471050068768,0.010780208433745253,0.058420117403152304
TNFSF15,-0.02477579164754372,-0.01523019710881155,-0.018679470198322844,,,,-0.02259681997058858,,0.09052586218845966,0.11190025692604398
HMGB1,0.003105019196089641,-0.009469223359898951,-0.04428019774552435,0.0990271447943801,-0.06491203617164616,-0.08591175526278334,-0.08292369288277783,-0.006154431761317852,-0.0267701860671858,-0.01864752369055002
ITGB3BP,0.021765807486790013,0.048139413800094795,0.01742625572040649,0.049704180086765345,0.015587196130104918,-0.0013715586376149057,0.020152738849988697,0.05472249746008892,0.007083367725804539,0.011803172071086093
AANAT,-0.019508736645019776,0.1445510386728001,,-0.017713685526659747,0.042792435457103324,0.038225145184901756,0.0003500017605181381,0.016214150472818982,,-0.020575950190481813
RELN,-0.03453073030421246,-0.04131364840397637,0.005324510354202532,-0.030155724598930192,0.02419299560916326,,,,0.08891572318229343,0.038325935541062534
IL15,-0.03521836016177804,0.051295996791881356,-0.013291553527778296,0.048626188032780564,-0.033482582414608685,-0.021403869001954092,-0.0372535112520678,0.08014236845060578,0.030485906608919155,0.053487765514075275
UTS2,,,,0.014895575938874877,,-0.07550108981489999,0.15562735228936536,,,
BSG,-0.018831691296009846,0.021453227941710177,0.00839614158659881,0.08643118142938876,0.0623155033124925,0.06528839978588939,-0.008706060578593602,0.048089866432876945,-0.023641008329433087,0.009793326533843112
ADAMTS3,0.12698038220890526,-0.003965833452104665,-0.021408847654175785,0.13418464835335317,-0.01576251618689241,-0.0922419349861677,0.005209480028174847,0.07408033190800281,0.010203325259853041,0.025269301193008648
CD34,-0.03495799492125919,0.0023596842661952715,-0.04721645092840396,0.07291211782660363,-0.010212935585693203,-0.045793374614448476,-0.019506451546270728,0.05561981185847464,-0.0027354181867841067,0.05959048439918284
CCL23,,,,0.054831384535141275,,,,,,
PLAT,0.06484002672280711,0.005328105558678215,-0.03186027787394423,0.1320580338995017,0.03989471286832034,-0.13153714105331407,0.006088013950738575,0.050290561478507065,0.015356611900215575,0.05314074392584379
NTF3,,,,,,,-0.06427476046743863,-0.00989939893994917,-0.03266670002401934,
LTA,,,,,-0.017284773346578276,,,,,
CKLF,-0.045473377817203064,0.0028863280856411618,-0.04054193678535013,0.09972668029645125,-0.020886163467581622,0.002786718628961603,-0.002753230000840422,0.07792721742166141,0.09053708000773722,0.003035398791896212
CD24,0.009601364855492464,0.016315133268974765,-0.005844119692088289,9.227867078383664e-05,-0.07469665988834032,0.084180192769436,0.048943097698443516,0.03034018391914671,0.005707740169260925,0.08862336896908787
HSP90AA1,0.09663107365909131,0.014051226045630714,0.03698586914138137,-0.06156448194871824,0.0012341870756965461,0.030835821815827516,-0.10409129895216125,-0.109016614118774,-0.05088575889135801,-0.012794203579951908
BMP4,-0.04334314004200912,0.031049348906477252,-0.0035704385782860905,-0.03252004358385557,0.02445131694481806,-0.04579528117140072,0.002335253030997688,0.03621752444016463,-0.014960668881877453,-0.02833146492105377
SCGB3A1,,0.005989165426022029,-0.01696690315679294,,,-0.0501263312674339,0.018668654577865696,0.03491949472713957,0.0819886592904583,0.1404993446199938
IGFBP4,-0.04899937339016612,0.0029244911268091547,-0.022571255111098105,0.012297198902054104,0.03826617631980777,-0.07876746391977116,-0.004682233431557029,-0.00590604364721321,-0.011275566138195936,-0.01990307506193662
RSPO4,-0.024464928293271154,-0.01886222256952639,,,-0.020103243672287927,,,,-0.001553473426891287,0.15206259272413253
LEFTY2,0.0007761237122228612,-0.029277085154222306,-0.038099362947643906,0.10618456731326725,-0.03086419916873886,-0.0325839293567458,0.023314341188946586,0.014040089667353067,-0.02715098515787347,0.0961525442436457
PF4,,,,,,,,-0.023091228431041708,,-0.02032454549102391
ANGPTL2,-0.05381574056956306,0.035689239682631185,-0.03492602827102277,0.1148442344965512,-0.035032949502199075,0.002791962477118455,-0.012105919066962447,0.051963107010317436,-0.010864206403964806,-0.0007173522598942674
LRIG2,0.012006779176136644,-0.006528117978823392,-0.06776814365332039,0.04830527006050805,-0.009221655137697954,0.1572722557314089,0.026307601132540517,0.07858842946910433,-0.020785487299067856,0.035094515669158936
ICOSLG,0.05094818886272585,-0.0277977529854532,0.02698599839587439,0.04611009579384606,0.0006736456491506502,-0.020695014374323455,0.03671796023553543,0.056076114023650155,-0.019358253817547733,-0.021187535831757715
WIF1,0.023863769196573927,0.007236822521752693,-0.020333436442236133,-0.07752705920724844,-0.015513196982856284,,,,-0.018559335837272005,-0.03729510672839782
NPPC,-0.012189290446245123,-0.032903693931212084,0.01468800104867086,-0.03825616257124132,-0.01066679070747826,0.08803833647603089,-0.03460191047037434,0.017070833741298797,0.06274896180492573,0.11286052604902054
LYZ,0.0229292716625504,-0.014711042233276904,-0.02784553918835468,0.0836868848200867,0.02720537556123388,0.07409396108940745,0.05541680854918211,0.03791424159287328,-0.009417816025497478,-0.05788899873637838
EREG,,0.02807140890358745,,,,,0.025782462745820058,-0.027593485892822508,-0.024866656337065092,-0.023399572656984845
SPTAN1,0.016056450655124854,-0.10404020671353317,0.047578786102015054,0.04251611961184901,-0.06444950443245433,0.09311597964506653,-0.01939496789542454,-0.02255249120120264,-0.02725492484279444,-0.012296603494441925
PTH2,,,,,,,,,0.0035576897729631025,
LIPC,0.03290500565778536,-0.018261735991529304,-0.020611791389443773,-0.0035615893756161107,-0.037585061313472216,-0.04514815419873166,,,,0.09631880101132323
COL8A1,-0.013633808543759358,0.006282754447380925,0.006302682521540497,0.0890015117209696,0.018456867882231002,-0.004419960007748617,0.020704107011157342,0.024394519174840555,0.0032397845385347098,0.12295916836643053
GSTM2,0.005897767708803916,-0.03697725188781928,-0.011239798250127457,0.04115691684988361,0.06138458117284243,0.009076789604234112,0.11759615143235387,0.017214211910815184,0.03440310651318236,-0.038017875605611526
IL4,,,,,,-0.04315732655977266,,,,
SPX,0.03248337694876469,-0.026004459226839555,-0.0016549571933126678,-0.04954540733511507,0.0102173573809418,,-0.023370029775805937,-0.028670711585330532,-0.002710971760001209,0.036065348002421546
MFGE8,-0.006186124438724911,0.011952953847305181,0.011733275117132663,0.023123444350829924,0.008255581639782539,-0.029185817070552737,0.027225320106529644,0.030071356863862943,-0.02352519911896971,0.0046953580932386895
TGFA,-0.009282610686982338,0.0011262665039769556,-0.038855772193377214,0.03615129262530733,0.0350859192425516,0.028208249824747497,0.011762858070841264,0.018710863623424414,-0.0062296446467729125,0.0048215885544901
SLIT2,0.02560900208718428,-0.019372866746992894,0.12485266363769687,0.05345031559417845,0.03860236459234611,-0.04908388738197556,0.03202200398062953,0.05214840100313505,0.07919208174097762,0.034292542695443406
PLTP,-0.08893051374573294,-0.05131730303502575,0.033204830803471655,0.06746894937542643,-0.008689045952468295,0.010503125821403083,-0.013304863807470202,0.06686148864545717,-0.013755166329314523,0.05899798692501379
APOD,-0.000707408082992535,-0.01156642124496154,-0.030207497692861372,0.008991207146518602,-0.0003145163826702552,0.10282443850150594,0.12210547058061451,0.05909517904957455,-0.021120336533635153,-0.08142328219685044
B2M,0.0026194448853978426,0.03534787461278393,0.019699350900847866,0.0780377474211958,-0.07013314607974172,-0.0573991900662028,-0.04375988826673729,0.1758279009386662,-0.023225365199081572,-0.06992998324127159
OMG,-0.001926054488623007,-0.044588291008484236,-0.009059643402053395,-0.01087924759494323,-0.06047859579607069,-0.019560350545531107,0.0646022454965373,0.057531737092738004,-0.056545251171121615,0.00320585846478896
CXCL3,0.012314374781357908,-0.04852379859779936,,-0.023257222336590777,0.09898681590727555,-0.08746577096365417,-0.045411874021605556,-0.018944940736547948,-0.016452035421171914,-0.03568194596396494
CXCL10,0.06882869958322789,0.10306561709413972,0.04335367529542675,0.037193275686873396,-0.017930329958409305,-0.028212126933886854,-0.023935182769738526,-0.030972031392064996,-0.027280238975548217,-0.035706253481403945
RSPO3,,-0.018261724732273235,0.04341034893582834,-0.029086810891896468,0.014459539981596539,,0.031806256068931005,0.04722272175117953,-0.0021951568848344494,-0.03651134636062106
CORT,0.058104970842363726,-0.022163360212820817,-0.004407570008696987,-0.05034124297748546,0.0849959091354067,,-0.02643007442900288,0.009932106624841654,-0.033204355436529935,
NCAN,-0.01938188114608191,-0.008359597242616916,-0.06183202071316082,0.03897271682253183,0.04327077451680712,0.04333338342888431,0.05745012881593324,0.014364469835233174,0.0017772526509050883,0.05114799754572803
PRG4,-0.03743482057196362,-0.013075329345348273,,0.06752638698302313,-0.0256911473447712,,-0.025387304401961144,0.03228942785311384,0.05856109543587251,0.00731887145584018
ZG16B,,,,-0.027204297807829802,-0.0137343215093447,,,,,-0.01733892178540159
TGM2,0.0330151340732254,-0.03815375836162887,-0.02079419973921889,0.03509099798879872,-0.018342176038899045,0.058146792760262606,-0.027972219994928483,0.02473631524554134,0.003917340292246179,0.0016933339413343087
VEGFC,-0.02686023117150373,-0.020127264607813215,0.043766383891167396,-0.02170499526689109,-0.03698313932890705,0.09549639160607924,-0.015043204587285119,0.002819351756833718,0.01144976755514091,-0.0527688611729435
WNT6,-0.034065928923171694,-0.018016545016478046,-0.013633038501255895,0.1662169257539308,-0.01090382565686876,0.20960015854842046,-0.007813714975695978,0.031949620575348635,-0.026496719740260542,-0.01791630825622887
NRG4,-0.025387138674428798,-0.018624096758457977,-0.016689359350343245,0.018624559495632832,-0.005281439859284573,,,,0.18640231399574986,-0.026943379633197716
PMCH,,,,,-0.020103242702089286,,-0.023559751352428146,0.014458253144260282,-0.015179422131199646,0.14773139511714206
COL9A1,-0.010545886565212312,0.05604310823011316,0.010880114557351323,0.00011182873165470621,0.017082376657119935,-0.028434611398512086,0.051115228602532536,0.04658820788027973,-0.03707626985081773,-0.02606039106593414
GDF11,0.000786902152877945,0.016679537122787056,0.034377102897072985,0.06590469560572436,-0.01761135213507895,-0.040069640022491575,0.0837723728494745,-0.05477933905184995,-0.04196614290223337,0.016759983351672517
IL24,,,,,,,-0.01756558289068406,-0.022723050533720944,,-0.030121802112365478
SORBS1,0.005079837032084237,0.049693436542912514,0.026115533124533803,0.004732556022643384,-0.05304673074191265,-0.03502914567979782,-0.018731610439087026,0.028195073535358536,-0.028234858196803252,0.051172351280422704
DLL1,0.0049916985942568695,-0.012905938638880128,-0.007926333810468018,0.026931134813464173,-0.00028047984655246315,-0.04267811906292194,0.0493096046699426,0.049226308223793695,0.022194384199630983,-0.05214779258261982
TLN1,-0.03893708025672956,0.0014609199294278933,-0.03771771304065732,0.06950360853194643,0.02413330055314716,0.07089012814043404,-0.04584207655171802,-0.019401840289775867,-0.0076300769784812495,-0.035944041364364784
COL2A1,0.06175926024181246,-0.011678252656318628,-0.014769700547052698,-0.023257230251281298,,,-0.038400666914184076,0.0013549045902744874,-0.03197789817480167,-0.0032361925001779665
SHH,,-0.02960516061210929,0.007103080228793172,0.0023386055716323934,0.03776342670095597,-0.025521433216776437,-0.015908365852806375,0.06042549559939884,0.00831832920031714,0.03445774625631784
PON2,-0.016810127587082776,0.009474666852588706,0.04548143803094058,0.07967713085377474,-0.013989402943033809,-0.029883723374917705,-0.0020587192679600414,0.09259247497371395,-0.030617714225289368,0.0647147680602201
ICAM5,0.0027362078784491156,-0.00602544707458411,0.026849268838797572,-0.01177642914663145,-0.015203505193553525,,-0.007138379607166537,-0.023660050885167126,0.02732455237556176,-0.002970762073733533
HPX,0.04363303325899146,0.011943284575098531,-0.013633039420900557,0.014800860785391515,0.05767425275120347,0.03167139451890843,-0.02311316651249922,0.0557868621759237,-0.042017332142418984,-0.004693300333947285
SFRP2,-0.03383149791602916,,-0.03222846299908368,0.023176733973907394,0.0025316966282949607,0.011069229793970166,0.0001230860757735954,0.06618449329368914,0.03572332338715648,-0.04441997445417602
CFC1,,,-0.023036500269269514,,-0.017284774391186416,,,,,-0.023840651635794827
CD70,,,,,0.05629210445679618,,-0.01721493549789504,0.02373618531372591,0.06287998151069456,-0.04733189522139733
HP,-0.05968762971829341,-0.037187194523326896,,0.04001017019827606,-0.0427651171742051,0.00563823205321125,0.0007322776196295487,0.07501946287167321,-0.002131547508238729,0.010911653133135277
CXCL2,0.011319830953792307,7.842762347293359e-05,0.015443538779389858,0.09697372047271102,-0.037002989805493915,-0.043648964973156776,0.002915889838622125,0.08316510936681183,0.020395530468506555,-0.04777510206609971
NPPB,,,,,0.05879414194968087,,0.005443365879119815,0.13952006654337656,0.04192543957767444,
CCK,0.013619649119628839,0.03502899039737167,0.04205868534616938,-0.07700764343736993,-0.03983387186129668,,0.060366226896673446,0.07133153185827092,0.07015379302953602,-0.004901542252846925
SEMA6A,0.008630636533082376,-0.004586433030267543,-0.08196569680715796,0.06699457294809076,-0.016823180723235916,-0.11972038284320533,0.0070509870563609635,0.01901105159661264,-0.06810431460568023,0.055201513681808784
IRAK4,0.06097441761832262,-0.009779602853689333,-0.0015505510067258192,0.08303102582203417,-0.04689079911488349,-0.008410228884390783,-0.020264471017225904,0.011526159768049228,0.02880602935339238,0.08844395457076924
GSTP1,-0.039034512438399185,-0.024595779032030255,0.0317329223143479,0.08005361991000677,-0.05749404937897299,0.007651865596716572,0.012083182897163168,0.07798001225415271,0.0304010282022004,0.006190491039793849
VCAM1,0.054487555099764995,0.009367061984360981,-0.04686917370076861,0.04575374526728844,-0.03857613910965368,-0.12384058226198258,0.030441704898926492,0.04546660984724935,0.019929628065163078,0.029390702614517743
NXPH3,-0.0053730112883852545,0.024218310279368105,0.026393823153383386,-0.003969733406042192,-0.05813018674275016,-0.05682640848618517,0.004275888355504304,0.0408995173162518,0.035700250959566436,-0.04052620876112759
MTMR4,-0.007994812889249829,0.02295649269506187,-0.005887619319656126,0.017800167124779855,-0.03357539464514436,0.0222273569100534,0.028434762492747623,0.05183980188816709,0.042692714065065786,0.041632015139941865
LAMC2,0.07771242022600784,,0.021397549042691196,,0.09770415407085048,,0.02013192885997796,-0.015809980242618833,0.035624812147287604,-0.025945472441138536
IL10,0.02604359100850766,0.029664786128339844,,0.03462098652098087,-0.0010309121914011824,-0.034993972129705835,-0.01908855174878426,0.05731253036110894,0.00693199071637468,-0.01144398253727251
SEMA4D,0.0033364616165688513,0.021651512694446918,0.014504889209139879,-0.07495504430784777,-0.03961593551075702,-0.16612723196394205,0.09846666205193803,-0.0006435291012909056,-0.011301698020973585,-0.022813133850426118
TRH,-0.04524164123318404,-0.011492286017170594,-0.025553872044717443,-0.01423089841004449,-0.01295280087450221,-0.03152112144666786,0.031192260600557756,0.0306071083239283,-0.03109559342313765,-0.0008251609495201355
SEMA6D,-0.031276133798653086,-0.024253828608805737,-0.031793410939710325,0.040306642611597644,-0.018346996089423997,-0.07509142656317419,0.008761376045354452,0.0504542246621429,-0.053544178377232854,-0.045335169043426
CEL,,0.042526909751566165,,,,-0.05527978359237524,-0.01077181573898907,0.031075604566805203,-0.037297945548625124,-0.02771919757692331
PDCD1LG2,-0.04087176799752825,-0.025552101858236535,-0.01311766912917613,-0.007153230371541081,0.05617699016686803,-0.03945233243329116,0.047083819218411156,0.102392959243329,0.018305833282451944,-0.01924916879732845
SPINT1,0.03169560242034187,0.03329365930338741,-0.016966908341035255,0.022165411710540824,-0.015201793794241686,-0.025548967526346146,-0.0033584763028055653,0.037742345237441445,-0.03685682677065325,-0.0014296715452076377
CTHRC1,0.031718616316254146,-0.02818572408422085,0.0055178831618054,0.0651045053004616,0.04242302428523286,0.03950373594255446,0.04182486627625763,0.013799130602471133,0.009830803363148984,0.026845440655101107
PODXL,-0.015699836228031533,0.010370862089861741,-0.06895217538801571,0.0635173531410014,0.009613755555540074,-0.029377977433347902,-0.02841505841390928,0.07174863227135807,0.03274406124069505,0.06095754286757592
JAM3,-0.03969800414399025,0.03929613585503804,-0.006322552488403238,0.10125808903156579,-0.0018962316743474988,0.010033780109300316,-0.005531933155960938,0.04249635621362962,0.022633906165480368,0.029893334297901843
TGFB2,-0.05982809499806479,-0.02498973841102856,-0.039907912974844244,0.0740076470193147,0.024280377382245706,-0.015094201806855986,0.057064937799358964,0.0007335855470460993,-0.013784317936449476,0.07571886215155721
COL18A1,-0.008859961689550899,-0.021499876888693432,0.0014976745299082718,0.10037369072526228,0.05033330806024194,-0.07295835119678497,-0.007026908670699633,-0.00774826378743353,-0.02696810702839281,-0.00604791488592801
NODAL,,0.024992034049223143,0.00538715059766998,0.04639633044291682,,-0.0309395741356446,-0.026258793985576474,0.07515829301168403,0.027788033381533222,-0.054048611395078244
INHBB,-0.04008276174262022,0.07144513312012526,-0.029793232450002812,0.054349007329328604,-0.046342718217412524,0.015549959035373038,-0.021163946451749995,0.02984071540996322,-0.006711576885215039,0.07785573199563847
LCN1,,,,-0.0204095685835975,,,-0.027930471808347294,-0.026506978164793756,,0.009401904047719544
ARF4,0.05285760238610701,0.024226281914192824,0.06744900686275464,0.04089838847361967,0.011012618102002544,-0.14912567360222104,0.058853426327956544,0.05407333487591431,0.03543207340042011,-0.02308685482230428
CXCL14,0.03675297349594695,-0.014702326774579787,0.030348206738199084,-0.03839666310385682,-0.044596610864501174,0.029029862481037987,-0.033962335315343525,-0.0029320592978284354,-0.10636936520096935,0.12560940826821695
LIF,-0.005085254491610233,-0.004070864213708625,-0.016548995205010485,0.10214887935960461,-0.018967785502404445,-0.05681816516295376,-0.003280260888710739,-0.012877494641321981,-0.0048018472791059134,0.02928027135525358
IL17B,0.05653076939173006,,,-0.009091322477421046,,0.05381621511035998,0.02849415752781673,-0.012835358094106806,-0.02096225715914162,0.028628993566246843
MMP1,,-0.011492283510161547,,,,-0.030620934924235153,0.10934985095815787,-0.043690149395122814,-0.015179420929082293,-0.04604738977135518
MATN1,-0.02183308265082311,,-0.015976247335167396,-0.021398045115780945,-0.015325338295341448,,0.03219228794535405,0.04691702646974619,0.08313669462496977,-0.018751066257258222
ADAM28,0.18928105127422892,-0.0007933639554633479,-0.003930252588794538,-0.00152032259507686,-0.023888954265979558,0.14100118783637505,-0.0024017072277899725,0.005060872175404746,-0.006259589050912829,0.011638839919106895
TCN2,-0.08567273061720126,0.005317695899631475,0.14089566726685063,0.07910633813646681,-0.0444028368896014,-0.08437543997828598,0.01042970271483982,0.0264888411986479,-0.021398289192172616,0.03888410087088701
THPO,,,-0.022718920318518025,0.044529543459522015,-0.03146225500383383,0.011685717285571454,,,0.05989150755627107,0.04308718471116742
CUBN,0.04261351479939443,-0.02886307975523461,-0.0010817966294068778,0.015326137483860216,-0.0409637497752863,-0.01865854187452831,-0.009323569403269923,0.04935957477289759,0.04291544369698897,0.06179638211731373
TIMP3,-0.05655079929546893,-0.018336793560798866,-0.018798493663238422,0.05982198256166147,-0.03594010519653006,-0.10023451209179625,0.05565875723431992,-0.053279999534721206,-0.052389304445873336,0.025769993219771182
PIGF,-0.07682475472779457,0.017861653863028917,-0.04866980736703449,0.05417481377609607,-0.019099978757167266,0.04794910084060048,0.016071194976471026,0.07592069950428032,0.008002589239316169,0.02806563700233398
CRH,,-0.011678254799090211,-0.013463316058923163,-0.03138454950454088,-0.024125659818024336,,-0.04748555622633784,0.037561390724357366,-0.03193045101650816,0.1478977767969576
BDNF,0.005175308970575806,0.03355620691594539,0.11802166165595687,-0.07828638707353401,0.03569913183614406,-0.0037794691025023167,-0.052581560171612945,-0.002482521678002625,-0.018287408681140684,0.0073934578736126935
CCL5,0.054902242698129794,0.00020624714481944821,0.05845096988604485,0.014746248086586651,-0.028782240328208083,-0.02652394758064536,-0.002327790650947176,-0.00892539748038102,0.059545051751742684,-0.08399781502289569
GAD1,-0.0026455717820177377,0.032391278673309896,-0.008154812724460359,-0.00109894623737388,-0.05003829017574555,-0.0016190712145243197,-0.018316819814398935,0.06695687425941463,-0.0014994060390045548,0.02819110978570945
COL14A1,0.06994668602862922,0.006154691017693289,0.08825367392242527,0.007857097134369606,-0.03328995125021039,-0.11418598782516073,0.007053582235446555,0.024990840784814106,-0.00546364181244537,0.05241315953164798
HLA-A,-0.058119246815809426,0.003042049635033685,0.017717623875621282,0.06547490253745397,-0.009295956952073949,-0.031998663522270744,-0.05063518049290843,-0.007190693902913202,-0.009506374916126872,-0.07817577857447475
FGF18,,0.07591422598068345,0.12006219468359348,,0.00021432624041989464,,0.01871109138909316,-0.03136188035069826,0.0015635834879721142,-0.005921103637249269
ADM,-0.026028022867522885,-0.02117763192302128,0.04717784487893063,0.11791698017689889,0.0917046053038462,0.05418762035706655,-0.06857738227874288,-0.04333623048521748,0.009627603237071026,0.011054543746260212
GNAI2,-0.05599705340411745,-0.031221879992663622,0.010892307752119464,0.04627526303453727,0.001422925750725665,0.13298340080617108,-0.01924253445696115,-0.013511632157387534,-0.06345030844917357,0.08506322732960445
HDC,,,,0.004478303769544052,,,,,,-0.018751057765077777
COL11A1,,0.008666718058564362,-0.004522144471132983,0.004941730663045474,0.0052509929457933415,0.1681972075563802,-0.04504807829059546,0.030210207522706537,0.0039740508849133655,0.06522255706503084
NUCB2,0.10100015789327733,0.054966631329564336,-0.016605080027219377,0.07878779140153852,-0.05129176778212477,-0.07097250106702485,-0.03817493592891314,-0.019756813458568404,0.0048633476143210225,-0.011736168897668988
FGF16,,,,,,,,,,0.007998357158630806
CXCL1,0.038899372423339545,-0.036625634147739713,,0.03356873501027592,0.022732430778708276,-0.012736872515650755,0.020591238999497642,-0.04735854145144929,0.0757192080108779,-0.04208520773900798
