,UKF248,UKF251,UKF266,UKF296,UKF304,UKF334,ZH916bulk
BMP1,-0.0321278217897743,0.05641151684031726,-0.004808590203273218,-0.008902749570471434,-0.06537473355208569,-0.09351160965214224,-0.007761349490773154
NDP,-0.035343276606403476,0.02786827529475822,-0.05230884917560364,-0.027775894601905684,-0.027024323855704992,-0.039045258779264944,0.020478021576494438
TNFSF18,-0.00019913778144281763,-0.015033285235697122,-0.020379102135884695,,,,-0.031341814482659006
IL36G,,,,,,-0.019561994544515123,
RTN4,0.010800996517599576,-0.09500507163092263,0.028080063289630454,0.019149727924032835,0.21602205890358472,0.09735758258170701,0.10892447094284524
HEBP1,0.05439929516390939,0.026756610155772093,0.038010657641567046,0.03872249207167805,-0.07041528220243158,0.017071014948599753,-0.020240906061607528
WNT7B,0.052261550699222115,0.056132091971722364,0.029353157754672562,-0.020053656022140046,,0.09086024053900618,0.04556222596822244
PTMA,-0.02827889380830842,0.1496340560274193,0.0011862158405461555,-0.018222016337304175,-0.21491859411140302,-0.1470429394048525,0.019789557011361165
CEACAM1,0.047562111857143805,-0.05608691986752467,,,,,
PDAP1,0.0753465933961527,0.09068763158582081,-0.040399594855047204,0.04483558477736391,-0.025615834792675693,-0.06748114670214402,-0.08697784546401896
QDPR,0.061939510739314654,-0.08569569631525616,-0.037732157493052705,0.05785834127688849,-0.11454214681627489,0.03909270959582943,0.04946744329497645
POMC,0.013313869919813762,0.05299324711335228,-0.011640929235205613,0.041679940539098966,0.05947280408947024,0.010401249503134974,0.08144896218742306
CCL18,-0.030424330287866008,,,,-0.07826592409445572,,
CCL17,,,,0.058170136603670625,,-0.017870437381251388,
VEGFD,0.05299521891085926,0.010868411852874111,,0.044966194111038256,-0.026294588994241034,-0.019152301248562174,
TNFSF13,0.050485056664693884,,0.0173757319946583,,,,-0.03528702656714283
WNT5A,-0.049009146853745474,0.02456803230213323,-0.013212087471985203,-0.0036514526042780346,-0.0063424284276888225,0.011914452994233165,-0.015426063804026799
