,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.017543373756145255,,-0.024962053530563195,
BMP1,0.0696413564280816,0.053366945226959936,0.08630485257549214,0.01808188591663069,0.08968920265196763,-0.010765000623574073,-0.03624901590401004,0.02224928705776554,0.05779705490244318,0.08088847558654298,0.07441668253194424,0.07916237356942499,0.03759735384511005,0.12196518599704365,0.0394970487472483,0.004765606713329298,0.013807710276304763,-0.006256534908761904,0.05768107986562249,0.11165944304700672
NDP,-0.022774822485457303,0.0956913200792465,0.02525514564514655,-0.013635948442050192,0.07451203490202056,0.003347284699298489,0.03572798376714846,0.007821135753813043,0.09575938002985838,0.01305969746827452,0.02040043329644727,0.05907055641217466,-0.054072635216418224,0.057839854258484404,0.058115747245457136,-0.025030579855502257,0.02762332980635956,0.0068269925970762795,0.07730159631803267,0.01260265681029052
TNFSF18,0.08169277210706957,-0.02795778969138637,0.0969073577322209,-0.03408030134929914,,,,-0.011674764661574738,,,-0.013819156723891531,,0.10144912832397805,,,,-0.018092171695981086,,0.03282865664939919,0.0501153456513119
IL36G,,,,,,,,,,-0.004430689564512451,,,,,,,,,,
RTN4,-0.0019507675878788285,-0.041801993366190345,-0.014570362548541353,-0.01818140471551323,0.05578329717109773,0.01950233132947531,0.03112790776683399,-0.020371668250650562,-0.011076128858273398,-0.06036558239136509,-0.026333124438577018,0.013282890987361682,-0.03735877196077956,-0.056278636823172294,-0.013142050686529088,-0.13762052430449656,0.052779605125735804,0.04700455336599428,0.014065723829573782,-0.2003461085786769
HEBP1,-0.022084188212127546,-0.07182566888424967,0.014723027705747162,0.014993285675979321,-0.04398678384885676,0.0025747474174500394,-0.004245486261655237,-0.08381288744378153,0.051102681505995534,0.014485658919160552,-0.032433628575077575,0.12120690876297202,-0.009007284709891534,-0.01880662357755655,0.031401319582697276,0.054595477045259716,-0.0015815065978274617,0.008220505280934981,0.05906128929172002,0.01240545510819769
WNT7B,0.0616684627823465,0.012787486111727751,-0.04194533157934737,-0.021169626751221842,0.045263470533303006,-0.0010546710936337308,0.07311531438591584,0.02820525234040878,-0.016277682464058616,-0.028796260001321045,0.011009396199446103,-0.05870708941655014,,0.05429384752185874,-0.004517975342807901,0.040380132331722995,0.060002541334297735,-0.03883566521624044,0.0656495897981799,0.09968408121676992
PTMA,-0.07010634083845545,-0.0900705045417984,0.06338467035761826,0.07631921191231511,0.12834393309478695,-0.002139133735604078,0.0332118611249498,-0.05491675701938294,0.11701715768980536,0.10490147064477863,-0.04243253971620766,-0.15400579452177326,-0.026796030137376674,-0.1395730889395743,-0.0956309095933737,-0.05108339285882496,0.02255487110822734,0.06399369524927306,-0.07135625491445183,-0.021285199175159666
FASLG,-0.025943826674619166,,,,,,,,,,,,,,,,,,0.059083386573088495,
CEACAM1,-0.03602323038996474,,0.03629047481374809,-0.016246415264251333,,-0.03134407488120775,0.026707059209335193,-0.01836162348633581,,,,-0.03924188010150011,0.06030993246947476,0.019452547125628678,0.08291620451361102,-0.006560730389685745,0.08954796585827378,-0.014682807972185607,-0.004994360472251234,
PDAP1,0.059384154827537616,0.030924319208432853,0.00542896538258743,-0.007877574316067889,0.058606978586192536,0.0028017289094228884,-0.0654595928348764,-0.03891358360842294,0.10360498704786349,0.1382605191011718,0.09878803027064337,-0.0619249775041115,0.0173585353079163,0.003821548436616142,-0.15602043198868715,-0.05387238350292573,-0.020153731184145887,0.013097584769563039,0.016832988293497237,0.04892383306212906
QDPR,-0.0014123992443328553,0.030845204938242485,-0.023189204789535258,-0.004225594206601541,0.045042440759538296,0.01323705654983418,0.007226798184091839,0.026712689417275646,0.03652881307377615,-0.025076581534814582,0.06504359814775883,0.05229731821405604,0.11475777656052838,-0.21779215613495184,0.00034992974120667787,0.041442037339415504,0.007492624847140326,-0.030533427445718898,0.022340245740750882,-0.12846281619074773
POMC,-0.00847863018614218,0.014301446054615443,0.036340258685096445,0.0188116967465823,,-0.018867116033403044,0.065884887112802,0.0273657891062559,0.004794752539448113,-0.02462202453044474,0.08023627606561312,0.02142039150624261,0.09782073688748572,-0.013892600864314647,0.02801053607593461,0.09087412589550702,-0.008146474494490949,-0.016204801878180942,-0.04058043223572745,-0.013045772414936384
CCL18,,-0.03749369478378303,-0.04201863708592156,,,,,,0.06380962957120538,,,-0.040777045497872234,,-0.03942059716794783,0.07537822615298057,0.041414038619043685,,-0.001764786647496744,,
CCL17,,,,,,-0.018812336965582904,,-0.01456070453984554,,0.07541333082491772,,,,,-0.05938455973177327,0.05508886654103351,0.10812114276397071,,0.1122979101552068,
VEGFD,,4.208929327931427e-05,0.01627351655928418,0.09072120611388367,,0.02548611873057468,-0.016240095188293894,-0.015513199125871216,0.0380400685746182,0.044572914611700126,,0.0486395092874201,-0.024430316958295326,,,0.13115964098495392,-0.024394931738320445,,,
TNFSF13,,,0.032379961518657865,,,0.04008584068097589,,,,,,,,,0.11126439567721529,0.01578549194309234,-0.004860909672960278,0.019101056449620863,0.11000558417155012,0.07050070513231747
WNT5A,0.07264175556233689,0.0657420156317975,0.05749806373155053,-0.03317450461354271,0.008683934037249175,0.025582645123244267,0.00312585702033859,0.004402955601093129,0.05417319466502772,0.009676143085649399,0.09233012706836816,0.06604394109459223,-0.015504063580944133,0.0828911113460781,0.044534918764350596,0.03538865661164904,0.060750196576589276,0.00581187296297081,0.07250910310449349,0.09010705165179178
CXCL8,,-0.043738748676994295,-0.016800226696690845,-0.021788396266367496,-0.1485891368422457,0.01141738677807676,0.0022243830789854136,-0.002012648215061473,0.0293628995059189,-0.028394411499758774,,-0.08013376787878632,0.0121732137854758,-0.01350522409428438,-0.05100555512659455,-0.10679585158786858,-0.0006115473544728097,-0.00977237929034916,-0.0052957502220002195,0.050457190462106234
GRN,-0.09682383648279048,0.07956502196985218,0.07275715616217104,-0.026537297102610265,0.15101548215262253,-0.0751315763220051,-0.03819811204176553,0.006649363515276741,0.03653247204214846,-0.0340175384923141,-0.033516771760091074,0.000489317141251921,0.04525731327371609,0.09468580311735872,0.022807649583329058,-0.0017233251952157409,0.04280021070006993,-0.001646551892011508,0.0664554826808181,-0.04165587232301348
MIA,0.034145235794186296,0.07315905344535728,-0.01607501343183714,-0.004632887402064829,-0.013626138402571484,0.044574370805034534,0.031091429920496415,0.07394933957341826,-0.0057357659549647924,0.051456662089216065,0.07044079283035716,-0.020341097758202094,-0.016380360666903834,0.07954644891061145,0.2342110106720989,0.2268491653520318,0.009692063279519846,0.0288049346897899,0.08202336069539884,0.10759832091034481
COL4A4,0.0512904203478014,-0.0008148153407644463,-0.028023953045170538,0.02383608942909212,0.010233319196269628,-0.0031565114107328387,0.05024947695618449,0.05720801151792132,,0.05891128811381165,,,-0.029066074650829894,0.05753779096000314,0.08451137922436176,0.021915388939041384,-0.021410658190810845,0.0699591603497098,0.10626136843156908,0.01396828046193098
TAC1,0.010362052204782533,-0.05326099628524359,0.030825848011965102,-0.027999004350030082,0.11712910969133541,0.00967708346708463,0.003174382855604507,-0.02204047885054483,,-0.056390133002118016,,,,,,,,-0.026235544734663784,0.02945561044612606,-0.0850216833197587
RARRES2,0.03832887915795756,-0.041609083226049066,-0.005504217041631587,0.00018858179740882317,-0.0374037460833542,0.0038212342131803386,0.003639214331439605,-0.08506611598447698,-0.05403269322034282,0.1108925422145267,0.13149925464150014,0.06542648839753071,-0.07840330651675184,0.10110932272697531,-0.04661408116370269,-0.04468820511561637,-0.016489272630758976,0.0052712852425314104,0.07263769912234101,0.0573656163742417
FGF7,0.05375012474116129,0.13040824616610533,,-0.0015653712512814597,-0.009981357311826767,-0.03969380150620194,0.038366781870514365,-0.008459392393519644,0.12304620412451944,0.035054213693268346,0.0011888611218011224,0.08602175494403759,0.029255231843243218,0.04906604503937276,0.06220016705878233,0.022346996157091046,0.04602368764163083,0.06979254106246163,0.08210355504987063,-0.015369459804473672
EFNA2,,,,,,,,,,,,,,,,-0.05277853155916297,,,,
HBEGF,0.06328898283804422,0.07336067877190361,0.010740308788659768,0.04142625794892386,-0.024521830442897487,0.03369781523820771,0.043855828514194846,0.001113265468529132,0.08106048418810752,0.023593523410300868,0.06583340040224278,0.03165244835338599,0.09288039988528674,0.10019173728175668,0.0007442722130329465,0.038257937009226965,0.013235776999417666,0.006218007908352068,-0.031047385377836714,0.16365932513782028
