,ZH1007inf,ZH8812bulk,ZH916T1,ZH916inf
CXCL1,-0.030151606517014404,0.0012668068037411215,0.042815538146895954,-0.03341424930774873
VCAN,-0.09101727997857842,-0.07777747543486511,-0.05742856757918894,0.012514190760583221
MMP7,-0.04981353352263757,,-0.0032862837243887656,
PTPN6,-0.0069309258293068655,-0.0009204659775965571,0.021106494145647213,0.04280023110308981
PTGS2,0.03999079624581562,-0.02646740960596495,-0.013439985896765323,0.0461643180133124
CD58,0.01898922434112443,0.015114596650549322,0.0947951412472828,-0.046627785147600145
TNFSF14,-0.035882620378560215,0.004111980782373526,-0.026666083184674318,-0.002611637096345668
CNTN4,-0.033480312063529236,0.12975669129844328,-0.027147246206614045,-0.02385177280533781
INSL3,,,-0.021845065679904168,
BTLA,,,-0.00113105009021036,
MFNG,0.007883863012688463,-0.02372498935170669,0.08143274314677439,-0.0730355890103259
ICAM1,-0.007017014822982293,0.021478559888415925,0.051108722223601036,-0.06963792672962685
PROS1,-0.04535573479212437,0.041541983135871596,0.012980278735613072,-0.06694038600025719
CLCF1,0.0015134351072076415,0.04854379694329238,-0.0012553989242435077,
PSAP,-0.03822931108963247,0.005193726474331632,0.04474165172927359,0.029054384674809468
EFEMP1,-0.008320764016428695,0.020799160663453525,0.010653560728193068,0.07234026350834638
C1QTNF1,0.03088153239780071,0.0010401105606113934,0.09563459816948958,0.05318954713515228
ALB,-0.03815594011382832,0.050061064264257354,0.04347470729378239,-0.0590937649006373
EFNA3,0.024525050814611104,-0.0022951958475682386,0.0019916893641046063,-0.000995041072040399
DRAXIN,-0.03268458223647335,0.014624539066022277,0.09333575292613785,-0.04716151756326408
NPTX2,0.02226964748586272,0.02271875401917043,0.02750328307596614,-0.009207880101006911
FGF11,0.014508561816697695,0.07140648948976891,-0.02912910483101691,-0.04078745051910018
CD59,0.013894734569942292,0.013796216509760678,0.050034412060036254,0.03440311507743526
COL9A2,-0.04552582927079633,-0.010116320717632956,0.03035910060629989,-0.0196820459347608
DLL3,0.02674877063393852,-0.06906440446565418,0.06841471439279403,-0.03556835284633872
FGF5,,,-0.041319888161168945,
LIN7C,-0.04413793213564896,0.02370290623637109,0.003235861616081287,-0.005584049250312048
GDF7,,-0.03498235973942015,-0.017801111153659753,
PSPN,0.09673258811605519,0.05877165311906081,0.051518378849363035,-0.05909382022767984
ANGPT1,-0.026523491044321633,0.02751440044469613,0.050181228250976435,0.12112055299167408
PNOC,,,-0.02254613574442876,-0.05716181881223053
L1CAM,0.026314961684318648,-0.0049835720353996514,0.04870377293183087,-0.05428876095646247
APOA1,0.05708428378468483,-0.02953339595185391,0.12966619740549487,-0.030310562823046228
PSEN1,0.0024421574930174254,-0.05457371414354591,-0.013056561904884134,-0.05322548286982421
CALM2,-0.029246271146736755,-0.0020723401041040576,0.08779834544262806,-0.017864706624424704
CLEC2B,-0.03623462365728087,0.03024759932832245,0.061311616013382,-0.010328292706081793
NTNG1,0.10565836867810159,0.005785811297849081,-0.020728558685227633,-0.01100608427903453
LRIG1,0.009922418397273107,0.026870452566859885,0.019248012354625022,0.005733214595608034
CPAMD8,0.06749400338093058,-0.019820557954484723,-0.005111292634746383,-0.026184968915234304
GHRL,-0.04062384933711803,0.01599650833731067,-0.03142205770506811,
NPY,-0.03521054242220728,0.0016029618688365,-0.02758497514637588,0.04663769702749406
MMP2,-0.03059425644784481,-0.0022219626485168744,-0.02144821449530029,-0.03594924969242146
PPY,,,-0.032930812185815755,
ALKAL2,-0.03154635255560459,0.01936435418266829,-0.02096920050068572,0.03132538959230021
CSF1,0.050683621660961485,0.03876596237878565,0.07303272335377109,-0.007175045603696964
SEMA4C,0.0757161969396182,0.004534269936184772,-0.016398801956231515,-0.0028845115024431086
BMP8A,,,0.022989163136162626,
ICAM2,0.08975633294067145,0.03226513563374785,0.06959944904752802,0.036984711525473696
SYTL3,-0.018274017828131907,0.016799981504121726,0.07401696903722689,
IL1A,-0.020541538094770842,-0.04139780359136727,0.042679313918380965,0.1786370355305847
PGF,0.02013194968340971,-0.012737075866921542,0.06910530020385186,0.046762988059925105
LGALS8,0.01808826551789857,-0.010276040457909722,0.006414793712641217,0.046777369012260726
DKK3,0.038931641738194876,-0.004036728992045397,0.05157813002740506,0.03027279051856225
COL16A1,0.036556238576361505,0.07593868426957807,0.03063807789287164,-0.005289507830980744
TPH1,,-0.029422949233065397,-0.03369967799633042,-0.028986874099318344
TNC,-0.08753101013154996,0.10019921358211535,-0.03273798626284645,0.08139057908069786
TNFSF9,,-0.038248070642333674,-0.017044099015863616,0.1020189858529892
C4A,,-0.02916526768417607,-0.010458428930478013,
CNTN2,0.0019110572897393361,0.03330043085165438,-0.04213404931668464,0.05726502265560705
LUM,-0.014501299818067016,0.06788254316316711,0.013179750349019746,
BTC,,-0.02502490036301539,0.020905181454295808,
APOC1,-0.06334712612152685,0.0032268660845608506,0.040988865192770924,0.044773879250376895
PKM,0.06866508203440888,0.03378073058774808,0.03132839582596099,0.05518417237972051
TNF,0.04398309987208763,,0.03855219160134366,0.16312293650665613
GNAS,-0.006632853148675843,0.0010173675590164186,0.07105010033537433,-0.08208675436898386
BMP8B,0.06442791234823332,-0.03898481509265428,0.06652240729562611,0.06722994520284585
LIPH,,,0.06356007484046244,
CCL28,,-0.020160154412004413,-0.015224972901831424,
PTPN11,-0.05008308231756935,-0.03414779817063572,-0.052631638043478056,-0.0268369114053379
ADAM12,-0.005963922949474732,0.053877489812282124,0.007295138182583057,
EPO,,,-0.01619049336524091,
EDN3,,-0.018744929333022093,-0.001232447217074182,0.055966456174326086
CCL22,,-0.02502490147052056,-0.025018554981787938,
CCL2,-0.06746726056220566,0.02449101064441425,0.0057876291753737865,0.013854616750657297
DSCAM,-0.02294016597663094,-0.034855667749379864,0.041335080666080916,-0.014975989360376819
ANG,0.03050951140032053,0.034441479061388856,0.056627712732741406,
FBLN2,0.010168373750247338,0.10388081290258093,-0.015432237623478428,-0.029655398752663258
VTN,0.03121529201823769,,-0.026403992208237498,
VEGFA,0.010196092211906465,-0.01424496493783952,-0.04361830358458992,0.061568824209794516
F10,-0.027738372295556448,0.07283293848444883,-0.02858423077250102,
SERPINA1,0.009580715570115365,0.006033623252580678,-0.00897447088361858,-0.06495682803224945
VWF,0.029052456885539604,0.05772402542181338,0.03241117710538642,0.0359960941885395
GDNF,,,,-0.010498705477513087
VASP,0.10580821621010005,0.060310017172592614,0.005522814423667286,0.0018059286022488591
ADAM15,0.018379905612749655,0.01735602869016362,0.054095141836251776,-0.03738312767742262
WNT2,,,-0.039373079458521795,
OLFM2,-0.07307510866385097,-0.01522536049506092,0.056555661317760596,-0.047853586538328975
MFAP2,0.16608931059273752,0.09304783227798481,0.05338857555399667,
HLA-C,0.04129682403523256,0.032327145372021124,0.032309561189446695,0.05850306738712574
THBS1,0.027871990038371874,0.08282131893098793,-0.006158725726655376,0.009822799487119631
HSPA4,-0.04353922696658856,-0.014352250927580645,0.006819466085394156,0.03719639726062612
LMAN1,0.017613680455619615,-0.025158175149601114,-0.052346575974584905,-0.02906742197587207
LYPD3,0.20121098890092312,,-0.02038246338603193,
APOE,-0.07896519535327566,-0.013517692794354465,0.061816154288435475,0.09989249964253094
SOSTDC1,,,-0.026999987534507507,-0.030953245280389632
ANXA1,-0.010442009621169967,0.03532462335002209,0.029119521220479103,0.08276986304270469
WNT2B,0.002754782372025812,-0.013946905731972705,-0.04132359050420934,0.053740173800441986
AMH,,-0.020160151841156194,0.015967713379814712,
GDF10,0.06891338727073401,-0.025444375713158343,0.0891442634232795,-0.051497672832180576
EFNB3,-0.025293007687678202,-0.009895030185489243,0.015308505707220019,-0.06425465768716511
LTB,0.02245242667269134,-0.026748569373727122,0.015542971046768477,-0.0026048823836208896
ANGPT2,0.0317987657511009,0.045011483279020915,0.023901339067648943,0.06321591250297429
NRTN,,0.13687761068562068,,-0.042981518833635844
ADAM17,-0.09057465273142105,0.052744711561731855,0.02846143178261001,0.05602704311484089
LRPAP1,-0.0019344711340980381,0.04999056883649361,-0.024102315787434908,0.10695363296618697
NID1,0.07010976972011491,0.0447095698719126,0.04282267982318288,0.009031172686163965
MST1,0.08214879968679163,0.02422060415350547,0.008603050627761422,-0.047608355849963806
DCN,-0.01815739866336878,0.05080215331274138,0.030671923303424668,-0.07507609228891278
IGFL2,,,-0.042777992105958326,-0.03572630178558539
COL7A1,-0.024741703759359066,0.15253979012718552,0.05690657338091895,-0.057551680462218896
CALR,-0.005842674621274458,-0.025493029271163634,0.044180507535195146,0.12113399313793694
PIGA,0.0008370984366844917,0.008614901671142023,0.02481846208869166,-0.04677759094978642
CD200,0.047893199779670534,0.06650051202823136,0.03419866314734671,0.07638880328127813
GRP,0.03122220834814195,0.044060441272680086,0.06481760832541647,
CDH1,-0.03909634646016251,0.10698427113891167,0.018365854911761795,-0.002670718245529896
LPL,-0.06275199500890442,0.007607202384464468,0.07369634219047512,0.033511034632110547
SEMA5A,-0.03626132821012072,-0.006467987659866404,0.033050706854165994,-0.11702727502865494
SEMA7A,-0.015608733155081449,-0.019608544508182803,0.05244639276219033,0.013231753999946604
SEMA4G,-0.04872384509277483,-0.031336930981292935,-0.030409565828253556,-0.03683528916235226
SEMA3B,-0.03591504834162118,-0.009948936662852736,0.05108848052095347,-0.042807354064431674
RPH3A,0.030270619556866576,-0.021232805141498005,0.10154204264978318,0.031157749343185003
JAG2,0.07870748138862799,0.06812131730048011,0.018865556475423553,-0.02112439196567191
CGN,0.07857657277186296,0.027264612094453983,-0.014480018453346547,-0.032814349864581815
GDF15,0.05764071569352784,0.04970805318294609,0.12291058375725913,
SEMA4F,0.04031658273326639,0.021634511726699175,0.05576587640744818,-0.07133572797815423
NXPH1,0.024413000374667922,0.016733855551746814,0.03302218382054546,-0.018982480292160046
ARF1,0.04656786504296433,-0.00773673871116371,0.054761247855308205,0.036944429201279556
DSC3,,,-0.016190498279695518,
EBI3,-0.01796288201060561,0.02615585288035516,0.08439782943672251,0.06178573200241227
TIMP1,-0.0057682221430668,0.037454898552660695,0.008812566822251013,0.07444180942659913
SEMA3C,0.06341698928453254,0.06506972274994366,0.039798174815010974,-0.12254186448654927
GNRH2,,,-0.017544611460939562,
GAS6,0.025884985531060698,0.007824318149307964,0.04550372316697981,0.02590195158251586
MEPE,0.06651122916253431,,-0.022372708278404648,-0.03281411134516656
SERPINE1,-0.05090020360879241,0.08145632415975372,-0.029187281856157134,0.031175559424493814
RSPO2,,0.0693424608724544,-0.021590378838635196,0.09766572677310392
SHBG,0.02720892454129772,-0.03368749894590739,-0.033944301260767834,
LGALS3BP,0.01459024638235032,0.097978010089694,0.011561764700263523,0.049715785924452686
LAMB1,0.035210437919839216,-0.009217775397490968,0.025422591960264505,0.04904604625054484
SPTBN2,0.04125005991915696,0.07686141399916055,0.07226850701100271,0.11583173999484621
COL1A2,-0.0005136162043758553,0.06692843271330517,0.02239219005326709,0.011670620123896787
DEFB1,,,-0.034672670256863485,
WNT11,,,-0.0015165346827240725,
LGALS1,0.04664889715754141,-0.031278894643573925,0.008210240743025371,0.11145271221795736
BCAN,0.03173443496285369,0.010109403786473719,0.040153246896552953,0.027214666904516165
ANOS1,-0.03198228491861876,-0.05008158323574063,0.021694400721609438,0.13882812863721128
EDA,0.0014169096707759977,0.03056746525923938,-0.00805427836839574,0.07116570092640091
FGF22,,-0.027261646685820425,0.04016077124082525,0.1812330043892875
SHANK1,,,0.029870615787358206,
RAET1G,,,-0.02018780316298933,
TGFB1,0.007205100090997838,0.03463126789800702,0.029606515825801386,-0.04868485283877536
MSTN,-0.027317592841721094,0.07014138466825376,0.004473664844911812,-0.03737925291574746
WNT4,0.05268025407901099,-0.01964003463062754,-0.00044758035066725055,-0.03341420327348752
TNFSF4,-0.03878494902327765,-0.030258323668558355,-0.012657707385258768,0.14444562341891462
NTN1,-0.03554669015808642,0.03587740644015445,0.07771738761860153,0.0026173369596869792
CXCL12,0.036023804090408715,0.037240870862674004,-0.02193096975098929,0.026985468150806467
GNRH1,0.026985283403682614,-0.019901661043488096,-0.009831819565592457,
RIMS1,-0.01811323795897352,0.09737542034516551,0.014921182190510475,-0.031019002657411275
FGF14,-0.0010698150448570953,0.011910545817630645,-0.0061487147219745995,0.013000931420423387
IGF1,-0.0358839843428599,-0.015350138826259307,0.06548679466373315,0.2163126808899118
TNFSF10,0.03001665923204258,0.048576944375462415,0.010145058125322423,-0.062049535665750596
GDF5,,0.07992805779646982,0.030986679822230714,
CHAD,,-0.022127802534803825,,-0.043937297586394156
RGMA,0.009195884423925906,0.02385007469404466,0.06252521505228033,0.04648541701620904
WNT16,,0.036278611161373917,0.01152524440652014,
CX3CL1,0.025208036820219326,0.07481880515354684,0.04238358900852873,-0.05821953486003452
FGF1,-0.10723153894122697,-0.017307834328230774,0.02845289592808293,0.06406052409039881
ALOX5AP,-0.09304046275752341,-0.05773533235682593,-0.0024782275565203324,0.13821578011891847
IL1RN,,,-0.015631617312370706,
FGF23,,,,-0.03844775531812085
NPW,0.009021813930959079,0.1242928402675971,0.07274467764573718,0.13142352189228418
CXCL9,-0.005918785958784483,-0.003269845751720848,0.004336380423071116,
ANGPTL4,-0.002514936348081054,-0.024447943029720247,0.010728134654866031,-0.0612889051301376
OBP2A,-0.032766233382784206,,-0.018186161635526863,
COL4A3,,-0.0033794773287595344,-0.029418010381815723,
NRG3,-0.005620295022570842,0.013970853362748163,-0.06209141277252183,-0.016916085116138794
IL23A,0.07081984398303219,,0.03843776865522859,
COLQ,-0.03751819781369118,-0.02388872003344642,0.0409290013524846,-0.011836429699728554
TNFSF12,-0.04751183630084342,0.05281597339989872,0.02175820077128606,-0.07067403490420658
DKK2,,,0.011477398759493397,
FYN,0.027155210575131254,0.016421012035365796,0.0234420799426265,0.026057475495330898
ACE,0.03578278859619729,0.002861428464116947,0.02277695223941847,-0.038447830199084425
IL18,-0.02186466115432976,-0.006618787579703521,-0.011170095267302014,0.04410706480599677
PPBP,,-0.023504734073249177,,
CCL27,0.17014443873242235,-0.025235418776331713,-0.0367783918964094,
SERPING1,-0.023086466673362897,0.0096779545054856,0.023398726086697033,0.02983749075551605
AZGP1,-0.00852743714250967,0.014895565322723174,0.08397296164944738,-0.06112472620928357
INHA,,-0.02041560134655532,0.039690242997680585,-0.026159654586718213
SEMA3G,0.00591641205126688,-0.018834959438805535,-0.0025718709707824913,
COL6A1,0.0010613868979745377,0.06371807549917653,0.02033040169364298,-0.017042629300660108
FGF17,,,0.07662787021174468,0.01395803824946345
TNFSF8,-0.03687129181679171,0.03571723047176404,-0.0195497118533533,
FGF20,-0.026018186292840546,0.0037631155904306246,0.027253008297287634,
ICAM3,0.06770462162174436,0.008489690836312666,0.07818224142232269,-0.04440911572610188
LAMA4,0.0950160633402861,0.019057302598444327,0.025497246122239338,-0.011923013643205676
DLL4,0.12272901095971427,0.05817204765953765,0.05262141550076849,-0.041515220449362275
SEMA3A,0.007106370386395662,-0.019404755811760974,0.0629211055534603,-0.06645583360722829
RLN2,,0.08387629651187833,-0.01999595651438652,
C5,0.01886901016323853,0.060232980232283385,0.0018667709686919956,0.1266895828808327
COMP,,-0.02189070440232935,-0.024701537566985936,
C1QA,-0.01702751676082795,-0.005599140919385261,0.06273860550786095,-0.04719457180954411
UTS2B,,,-0.021305652175810656,
COL9A3,0.04674098872992218,0.0104877619313679,0.10677461160339917,0.028911100663294997
DLK1,-0.021107814481393768,,,
HGF,-0.08460025617924456,-0.046428865736993126,-0.040742488915398174,-0.019914430484900138
P4HB,0.10763299112995066,-0.02956632508850021,0.012611643587714409,-0.11552747814039681
ADCYAP1,0.10681217942521769,0.036083976464629984,-0.03063330219806048,-0.0285899996628648
GREM1,0.06448763904009662,-0.006166560269176798,-0.0037244931772686275,-0.040412365465383925
EGF,0.07938180233606862,0.00020303315126078862,0.10024147792463227,0.09414799356472386
VEGFB,-0.05729773123086402,-0.002491171732146289,-0.01632022603744376,0.030859855513649836
FARP2,-0.010619313944873011,-0.04578372757705918,0.03636885461802,-0.02661209283613335
LAMA2,0.040268391585737286,0.02213786490591916,0.011250546697238965,-0.0036661570262424364
NRG1,0.08690298372339379,,0.051951660611578826,
SPINK1,,,-0.027873548506070846,
EFEMP2,0.06872272791557187,-0.004006544978082904,-0.005564622096445152,0.022050964124846972
SELPLG,-0.04837277855383807,-0.025789599059657206,0.026222981222402103,0.10680780536046024
HLA-E,-0.003320636956620674,0.0625952342151746,0.01069423014334026,-0.05888328420262881
PTN,0.009823246278776994,0.030522421368860037,0.0924576388071616,-0.038715550263617816
CD274,-0.02255766301167347,-0.007434321217594586,0.012091907128242065,
CD14,-0.025064275438650693,-0.019852978495371508,0.04048540350053506,0.020673794254350245
SFTPD,-0.034527396957778095,0.0022998830392617835,0.021971741788318833,-0.036835282105878484
SLIT1,-0.016270097830057093,0.07103305413743871,-0.011270830792289908,0.03711960378619234
CNTF,,0.008505267270060941,,-0.004585636429558454
BST1,-0.04452867235022992,0.06686630960928354,0.04585893459464288,-0.03791673748288921
