,ZH8812bulk,ZH881T1,ZH916inf
ANGPTL2,0.009750351851745243,-0.02567507548973287,-0.04347910808280196
LRIG2,0.044082969272203745,-0.0026780848132389773,-0.0481309786188099
ICOSLG,0.08077201756229178,-0.03365778173940573,0.0401046569994899
WIF1,,-0.022911557316143024,-0.0241309257229043
NPPC,0.09580726275522089,-0.0008680761801102228,-0.004772926442430476
LYZ,0.02614934880380881,0.06013889066619768,-0.026718927991574888
EREG,,-0.005926326927416125,
SPTAN1,0.07084463838460975,-0.04314137102133876,-0.04089419899552751
PTH2,,-0.039196570499006184,
LIPC,0.0036707067852694854,,
COL8A1,-0.01574757274062503,0.019800724215831712,
GSTM2,0.042104829091510226,0.04139576702941862,
SPX,-0.003168554570270794,-0.0164451956231048,0.011779166571987923
MFGE8,-0.012363926754226803,-0.03465049559483749,0.0057669663168737825
TGFA,-0.047710943348535,-0.012323231862611072,0.08958416502898474
SLIT2,-0.022165712033587203,-0.010085308942534638,0.07626793331534591
PLTP,0.07180512871159013,-0.014998932648022727,-0.08417708036407509
APOD,-0.033660849558383686,-0.013722123310497292,-0.023194882897898512
B2M,0.0324675948239175,0.0294033396201801,-0.08175789249612536
OMG,0.004730170747187885,-0.07148178533761344,-0.0016971658273109609
CXCL3,-0.026384833310143227,-0.049905147106642504,
CXCL10,0.0666665323450849,-0.0336775391299899,
RSPO3,,-0.03950082377248792,-0.03253874708306674
CORT,,-0.0008949182013134214,-0.03474611161882361
NCAN,0.03280153462205196,-0.014484001146583459,0.08708925483070219
PRG4,,-0.008202986888334844,
TGM2,0.03260400814424419,0.05124410987515321,0.06649601422044935
VEGFC,-0.0030063246920187287,-0.02258582190890447,
WNT6,,0.0028605078827877335,
NRG4,-0.01015585453625861,0.02546983701084793,
PMCH,,-0.018739043424521085,
COL9A1,0.020402420879149667,0.031452131052954,0.045398331619357225
GDF11,0.03289453725412048,0.0744695370192245,-0.02523822557465752
SORBS1,-0.018560230101884165,-0.026647263404339566,-0.003165786037602055
DLL1,-0.0015602989819424502,-0.03761796103702288,-0.02365432310606429
TLN1,0.06659371407798755,-0.01502995454905727,0.05475171650185906
COL2A1,,-0.039476813896021735,
SHH,-0.030401409574268037,-0.024642323766023506,
PON2,0.05019198874726837,0.016867501332870745,0.09876550160443139
ICAM5,,-0.028013240825630854,-0.015751201570789682
HPX,0.05989949394492186,0.02823156590469657,
SFRP2,-0.05684975988388918,0.004992811621049226,-0.05922808135397789
CD70,,-0.022415285593622332,
HP,-0.035791025262513675,0.0491608802364457,
CXCL2,0.007747755509500512,0.012131241415671314,0.19439071101926558
NPPB,,-0.014102844595279485,
CCK,0.08666775334322296,-0.0032178007289361565,0.03284160473569843
SEMA6A,0.04246394315515216,-0.017577345322718728,0.09560087264056419
IRAK4,0.06467142690397477,0.014226857939425942,-0.09832562806437381
GSTP1,-0.06750651019394897,-0.028686994881996605,0.04142445715148758
VCAM1,-0.08749121077656871,-0.0579489494939792,0.05714675576292647
NXPH3,0.018220431817601263,-0.014751857109693865,0.0633541251094511
MTMR4,-0.0008449733187687456,-0.0008900577338670714,0.0015646793945583598
LAMC2,0.010037092872982569,-0.0181891645185374,
IL10,-0.026062425223002922,0.04936706145697475,
SEMA4D,-0.02500843945665003,-0.01287802990903018,-0.005652476249140901
TRH,0.09242845557490655,-0.030228086070142494,
SEMA6D,0.09118937190162002,0.0007406850984823086,0.03825783870128875
CEL,0.04367404554049095,-0.03711830225400135,
PDCD1LG2,0.05065924048165617,0.0090820466664501,
SPINT1,0.00685414243492727,0.00020312517080448825,
CTHRC1,-0.019066525529126334,-0.04280300115040481,-0.040697682668073866
PODXL,-0.00038387647592720293,0.013374076443438646,0.054062818938063896
JAM3,0.017669672919483025,-0.04551550763745849,-0.044105090139288594
TGFB2,0.0013142904281752766,-0.023460862838476076,-0.022039379328029508
COL18A1,0.02289744268150021,0.024956922131958874,-0.03260551735051995
NODAL,-0.014111119933593137,-0.020800673839499753,
INHBB,0.06902349303709912,0.11124533618512822,-0.06328525594191783
ARF4,0.004674435474143378,-0.009379176558935899,0.002389712450045054
CXCL14,0.04846767732858146,0.027767057286043034,0.0721159945099936
LIF,-0.017753434040142357,-0.026474130737570607,
IL17B,,-0.0258779710970518,
MMP1,,-0.01873904194050351,
MATN1,-0.02733102943395498,0.0025660370735056505,
ADAM28,-0.021501968970515917,-0.021287013012996507,0.08114254656150922
TCN2,-0.019896429735828395,-0.039089555852363816,0.018139570686416313
THPO,,-0.023135013425476355,
CUBN,0.03350785784003877,-0.01357729128387068,
TIMP3,0.03951775689156144,0.005974486569971599,0.04000702577739986
PIGF,-0.023703913472300848,-0.0717057169760013,0.016032463001575768
CRH,0.03198199009146892,0.018466294214011688,0.0205351954278072
BDNF,-0.012598697965558929,-0.09528806204111272,0.0018906868247825757
CCL5,-0.010132213788587512,0.027531110647460305,
GAD1,-0.0030160399575364662,-0.045753362580223327,0.04896921041240699
COL14A1,-0.03364463031464473,0.05971140565971936,
HLA-A,0.062194847095348206,0.0036080515226095617,-0.028489545847848376
FGF18,,0.026312754337013806,
ADM,0.04393768079926703,-0.003188113032286535,-0.06437512806931067
GNAI2,-0.008964532129974525,-0.012777831475263023,-0.025124790859703316
COL11A1,-0.04849559327556372,0.014465091423451381,0.08087351723071083
NUCB2,0.033073608202623554,0.012245751484044887,-0.008452550147475663
CXCL1,0.00892156737558131,-0.05345353255021672,-0.03750874720622322
VCAN,-0.06078779950640556,0.015033130571441672,-0.04100556715929397
MMP7,,-0.022762159228785307,
PTPN6,-0.06425354430285898,-0.0011165885627011424,-0.10490497881252918
PTGS2,-0.0337881132639815,-0.040033321663674286,0.017358080189587243
CD58,0.010050776451735752,0.055625292668567625,0.15867543431938821
TNFSF14,-0.002543413871172722,0.03167518927203822,-0.04073050062236338
CNTN4,-0.03429832787699671,-0.05032113052890066,-0.03643312616839091
INSL3,,0.11185916264502718,
MFNG,0.032492067937728304,-0.06387604383910576,-0.08198518602094253
ICAM1,0.0031313643200562894,0.0979377233739539,0.0020965575463263507
PROS1,0.008027907489971222,-0.0063444511880047,-0.04870064037989988
CLCF1,0.029107608385674517,-0.03322252246450084,
PSAP,0.05970875131017699,-0.06847182438843435,-0.1292248956589852
EFEMP1,0.06585289359717715,0.015937320929459167,0.045979217283466677
C1QTNF1,0.06223851575528423,-0.003421778022510679,-0.025119145721440483
ALB,-0.03485675219805612,-0.01114421711292048,0.0031252899901183387
CCL13,,0.019127119842712276,
EFNA3,-0.003601245713577045,-0.032184429458874085,0.11978512438702314
DRAXIN,-0.04298444283648417,-0.0019899110309507966,-0.05294057106744897
RAET1L,,0.039214673718968446,
NPTX2,0.026790587436946376,-0.043634929731989985,0.07062543574105774
FGF11,0.0647777677105281,0.02346998799672306,-0.03702549944791485
CD59,-0.012573874362944791,-0.020946836129789356,0.08721087698159866
COL9A2,-0.07962828059218156,0.010766633297824908,0.15146526761063445
DLL3,0.01642400312023378,0.010284205644982896,0.059295961157696794
LIN7C,0.0235500888383511,-0.016765889452964287,0.020535312471503593
GDF7,-0.04465824010410486,0.012898942419391175,
PSPN,0.018643179914718682,0.06789374633931923,0.006286803432757435
ANGPT1,-0.00013752419155263506,0.0070694449710896005,-0.047418427984767364
PNOC,,0.01886028213037956,0.019006257262910584
L1CAM,-0.0436309297587378,-0.0028786992081147942,0.07605504268345648
APOA1,-0.02326039647610867,-0.02619044593517331,0.002844498659066394
PSEN1,-0.004033911961792692,0.04356417177730042,0.06287464210298777
CALM2,0.0019876647773029734,-0.04989315982312128,0.03876337953120254
CLEC2B,0.013941278750102091,0.026924056937119484,0.16484154564293393
NTNG1,-0.011344404933371048,0.06856758260486599,-0.02380196820927535
LRIG1,0.05168443272991722,-0.04753149163602623,-0.015496331564167205
CPAMD8,-0.024439808299048266,,0.08550087207993223
GHRL,-0.05497121027111265,-0.02379373365322114,
NPY,0.00865652571613372,-0.021890704521802102,0.012912103869554525
MMP2,0.004516151104684845,0.007052999764331921,-0.042239048813946904
PPY,,-0.03133269038214443,
ALKAL2,0.0421852733459462,0.03293882323123067,0.023492716103148115
CSF1,0.038860405032293384,-0.011493270281895476,-0.0004650642410237707
SEMA4C,0.04244569054269751,0.06513126172781405,0.04672389802579642
ICAM2,-0.026710984465892075,-0.022434379207248674,0.19531912932280077
SYTL3,0.08117794394959091,0.07752915053008401,
IL1A,-0.013115327114643869,0.07574769235257742,0.005743974858380605
HLA-G,,-0.029942341397178183,
PGF,-0.010692651167001369,-0.011368926078631306,-0.05874579345587107
LGALS8,-0.05000483339717597,0.017131512337915482,0.03140454038331571
DKK3,0.08300991961909916,-0.017053027680446562,0.07538134091821079
COL16A1,0.01672651221598758,0.029282337682965804,0.03702973552399764
TPH1,-0.011145417923697025,-0.018433643856305172,-0.03253885259776932
TNC,0.0016951676227164151,-0.008005222486326189,0.09626729676822388
TNFSF9,0.03359694339200196,-0.033994762822496714,-0.07012785332661553
C4A,-0.03723218035153664,0.046034058510566904,
CNTN2,-0.020923606472632438,-0.008200331098863029,0.007531782853018829
F7,,0.04705775492607005,
LUM,0.019845798069072256,0.03352750138780102,
BTC,0.04922685289956482,-0.0031942315873397112,
APOC1,0.031158296737723704,-0.085181806081125,0.014700381851338403
PKM,-0.01963630177291194,-0.02617132734958347,0.09940112864190216
TNF,,,0.08526758251844212
GNAS,0.05096040528584957,-0.03689247500589053,0.04487726706093193
BMP8B,-0.002295840950914428,0.07388944022499248,0.10094681561252934
LIPH,,-0.03493178274715544,
CCL28,-0.005683835794332817,,
PTPN11,0.00458166359199902,0.0039248586954735805,0.0005614739954766956
ADAM12,0.027192226241735926,0.014266241043661695,
EPO,,0.014684915567436087,
EDN3,-0.03125755630864083,0.0800079523972638,-0.03101184536431254
CCL22,0.03312014110959035,-0.01846605260517726,
CCL2,-0.021757282830828853,0.01362827832619316,-0.02307235681410312
DSCAM,0.058515813293126925,0.01231116401848682,0.1908378384544885
ANG,0.07355137640863933,-0.019343031980561483,
FBLN2,0.051541709041338285,-0.04312883194768448,-0.03328929657729715
VTN,,-0.02725040688809428,
VEGFA,0.016951768608271994,0.013178985576468733,0.0033629318393307898
F10,0.04972624790810755,0.0476616018618347,
SERPINA1,-0.039593665535568805,0.006404422933374035,-0.06649095120507567
VWF,-0.010522494443604195,0.013208389331344137,0.019096500255756998
GDNF,,-0.029469357164847998,-0.04604324936330358
VASP,-0.04455685021926563,0.00714928097862231,0.1805220409519617
ADAM15,-0.018987328739998192,-0.02328188310260795,-0.059813113180569026
WNT2,,0.0362003688896044,
CALCB,,-0.03287317206604945,
OLFM2,0.09771431149345534,-0.06029314725206358,0.03392551034111861
MFAP2,0.018770163852997103,-0.007834358428021096,
HLA-C,-0.013889498519867262,-0.02462802128358693,-0.047510987654262066
THBS1,-0.03779792350909489,0.06586242273905912,0.007957335985541937
HSPA4,-0.10116757585726929,-0.039167100189499586,-0.000341459950950027
LMAN1,-0.02864550120608473,-0.02460008787180952,0.044692814664372436
LYPD3,,-0.009643537927808397,
APOE,0.10169258892320263,-0.053007184251382365,-0.013610104882289557
SOSTDC1,,-0.03605099547733069,-0.03474617794765535
ANXA1,0.03909267840540405,-0.004467069972326743,-0.00882273306365767
WNT2B,-0.030942932646470186,-0.03119544516077049,0.026460703282905843
AMH,0.05207072728153162,0.018193090165455703,
GDF10,0.03204219036438632,-0.011616670778343474,0.0690413152855732
EFNB3,0.0648988421819352,-0.0038680606405993197,0.08817346774618666
LTB,0.011530380832965623,-0.026350461353569204,0.16446143484815398
ANGPT2,0.03946776909070542,0.07109357589642,0.09542063003372879
NRTN,0.028713910679015138,0.020437188427102262,0.136450811067948
ADAM17,0.06017541736564759,0.04159935517562285,0.04300170569172185
LRPAP1,0.01906080956186282,-0.043670322607911566,0.023525723699223067
NID1,-0.014087712206441677,0.012835549642080456,-0.01626340027856888
MST1,0.024831773531364232,0.009182051331299988,-0.0318137764062605
DCN,0.056006775224478174,-0.02052079198084442,-0.0036766513100739964
IGFL2,,,0.02100675856277156
COL7A1,0.07671631470335492,-0.04392414977014206,0.07821330763745853
CALR,0.0027948264593171826,0.010035048721210815,0.029657574140231104
PIGA,-0.061457608613836374,0.027494902248360507,0.051633201220052875
CD200,0.04892113050581278,0.0444865757500046,0.113859771141575
GRP,0.11110324724263702,-0.020553667733212887,
CDH1,0.08264728927117594,0.03132805715903135,0.11833402052992699
LPL,-0.018388838800063437,0.019756577599832084,-0.018249415772390126
SEMA5A,-0.007131326410845901,0.016571631193668696,0.045234178143247
SEMA7A,0.0005196225456584062,8.375844622138788e-05,-0.08320351722543885
SEMA4G,-0.04966305523807232,-0.02792037531551015,-0.04134899266279201
SEMA3B,-0.007056865768921917,0.01638313968231402,0.08406331888774185
RPH3A,0.052187772269438604,-0.030376344333211555,-0.025387401871344757
JAG2,-0.006104462391800173,0.007364861404023892,-0.024149367593852906
CGN,0.04415888078589133,0.015300925187506226,-0.03683533759717707
GDF15,0.028043166980317075,-0.0175629622898494,
SEMA4F,0.018237598134208777,0.013347905826702268,0.001010018088652978
NXPH1,-0.06526934988018884,-0.020637508116524508,-0.014244080609775172
ARF1,0.04309234074983449,-0.0226427345251216,0.04908260942919209
EBI3,0.06648500044130601,-0.02733763099864606,0.13064972006347741
TIMP1,0.03670623052423213,0.0024682455576883356,0.08990808150453251
SEMA3C,0.06903857401169325,-0.01259492424513693,-0.08373991444858482
GAS6,-0.0066822611243535935,-0.02355441965834864,-0.08097792387298128
MEPE,,0.040780794738934804,0.058210400557651004
SERPINE1,0.049691266338253604,-0.024136291150493417,0.013192005296716084
RSPO2,0.0029066520703643524,-0.04272575643360893,0.020551899009073865
SHBG,-0.043005229711186095,-0.004022203117162453,
LGALS3BP,0.021552189280680107,0.029747957983680656,-0.03369943521173991
LAMB1,0.05069955585200616,-0.037050437167768485,0.12588829367408008
SPTBN2,0.018386765613931877,-0.014803785305890844,0.07343092749412526
COL1A2,-0.014699801768750317,0.029074089910139243,-0.007261408967592416
WNT11,,0.02085857515340857,
LGALS1,-0.03967617502226861,0.01662439041813736,0.03378491091438898
BCAN,0.09004154346255137,-0.0003573067719052678,0.055592096392179505
ANOS1,-0.007087322339698761,0.014616537825821164,0.053956441842758704
EDA,-0.04724681539147518,-0.004671636390189616,-0.048248474698050374
FGF22,0.0824032168095663,-0.031549912100578864,-0.057808178659682165
SHANK1,,-0.024390088745165125,
TGFB1,0.052732115604927327,-0.01655213768871672,-0.05502057719328962
MSTN,0.0033989695340272265,-0.03188514633746155,0.13385727182447876
WNT4,0.014979177534842932,-0.02413285750755809,-0.037508695531039665
TNFSF4,0.01455866185326587,0.0038454877753414723,-0.04374834852100903
NTN1,0.03238296737079761,-0.036913051010301054,-0.021989459753609594
CXCL12,0.030531493476033775,0.002122472997233991,-0.04697878859503509
GNRH1,-0.02540632375777328,0.023736002104529114,
FGF8,,0.12270267729087822,
RIMS1,-0.035871838557515724,0.00574352377793074,0.016594892371152546
FGF14,0.010586636022597238,0.02092015022313438,-0.017660735016259116
IGF1,0.03378698944095229,0.016977012155281405,-0.05484455258398134
TNFSF10,0.013417074290056855,0.030720724181997398,-0.08721357647948644
GDF5,0.04135558114223166,-0.02721063626473026,
CHAD,-0.028248200691331327,-0.029290150951029364,0.024403222847086778
RGMA,0.09799595164976221,-0.03688887712129367,-0.016651757364634444
WNT16,0.021216071352049826,0.0015561686539516196,
CX3CL1,0.059332641273235315,-0.048311609069468534,0.013721339127153991
FGF1,0.03646716200395269,0.012248870521388908,0.04450537967299344
ALOX5AP,-0.009024574222923914,-0.007917179149203927,0.004833698089554708
IL1RN,,0.02572469119056087,
PCSK9,,-0.018189166554089,
FGF23,,,-0.0431590463574979
NPW,0.03119011303705513,0.006513714073281878,-0.032538854551754974
CXCL9,0.03518591561137632,,
ANGPTL4,0.013603260291243542,-0.008752030347722066,0.003156213210820254
UCN2,,0.016294030895596452,
COL4A3,0.004369222184787741,0.024598322557840474,
NRG3,-0.03884793170556158,0.008805152807234302,0.07005069256743561
COLQ,0.0224729399207445,-0.03709608048314628,0.007566235145369761
SCGB1A1,,-0.021044978505406684,
TNFSF12,0.06544564080643935,-0.02591581847313949,-0.0025360816169637487
DKK2,,-0.02422369509135393,
FYN,0.06315136221168502,-0.041679832093162984,-0.04067840782264347
ACE,0.013915903334079502,-0.015838633413364504,0.16194171470268426
IL18,-0.01224519557785379,-0.05039839314575861,0.1141070741674532
PPBP,-0.030005982033380563,,
CCL27,0.126739936131022,0.02543947618629344,
SERPING1,0.0013512759796864623,-0.0007038265569716642,0.009439482010219704
AZGP1,0.05123932378014155,-0.0014975006459620995,0.11077947131203895
INHA,-0.026062416417745822,-0.022268406448626456,-0.029365192731347353
SEMA3G,-0.024044579817793503,0.006753920900396767,
OXT,,-0.017622977625959522,
COL6A1,0.05119406801124066,-0.034879840136613924,0.029800428976259022
FGF17,,0.06360752766438997,-0.03177255652400102
TNFSF8,-0.023336030980552456,-0.018739043424521085,
FGF20,-0.04433543533512092,-0.017538944473605853,
ICAM3,0.00460032129633055,0.02209580535761936,0.0010766565027879253
LAMA4,0.021527484122202244,-0.009537367265014708,0.13062855885248453
DLL4,0.007157571501376826,0.00540318232407624,-0.04660239093519451
SEMA3A,0.02658451455907739,0.000825838035882663,-0.07459916397326667
RLN2,0.14966748730270282,-0.020553665466737408,
C5,0.01753331528467358,-0.013577063405080206,0.02243288353380063
COMP,-0.027945522844349258,,
C1QA,0.02288964666656956,0.006340551881668456,-0.024600788893241663
COL9A3,0.005637078186892274,-0.020272441250459777,0.06681021726936695
HGF,0.009029393111720763,-0.06546118808691595,0.06370616479984752
P4HB,0.0006371589905346119,0.010667769964467425,0.0596036213785513
ADCYAP1,-0.025394801405709374,-0.029495868115555123,0.023249053067848992
GREM1,-0.015832949031347746,-0.0049163363523004105,0.0003816405855296232
EGF,0.002961649945152188,-0.025877970730686387,-0.04256294965812119
VEGFB,-0.06028279357398266,0.016730110038298687,0.05049517030000138
FARP2,-0.012300100705119934,-0.020002291096975187,0.014098049692219462
IHH,,0.018078370637083858,
LAMA2,0.029083192927003162,-0.0413240180086923,-0.005924977581549965
SERPINC1,,-0.0007416406132125283,
NRG1,,0.09861280575017539,
SPINK1,,0.03842321658636456,
EFEMP2,0.04028344675203645,-0.05646558395921643,-0.06316700962850402
SELPLG,-0.01362861964843054,-0.02123182803298389,0.00029111614150705223
GDF6,,0.0024921132553149443,
HLA-E,0.01063931889128602,-0.04123161791039204,0.061327118897217474
PTN,0.03044539683335941,-0.012860292787194815,0.006251782879296626
CD274,0.05514984287570723,0.012221161300836074,
CD14,0.059003720523999444,-0.023648456580047498,-0.04951512485537387
SFTPD,-0.0173972403586976,-0.04647006744888595,0.11534061222606118
SLIT1,0.0025207947143286685,0.027328419474625613,0.06086623565989251
CNTF,0.03905829586150877,0.014954240290256758,-0.0413491621766276
BST1,0.01777183000922623,0.03183151492456277,0.07562984844185654
AGTRAP,-0.023218036727421,0.015053022964081194,-0.006878436836257054
LAMC1,0.003277849993162404,0.006699940135543824,-0.07373910506684113
COL6A3,-0.005056703089569172,-0.017414268283053407,-0.061425041030971655
FN1,0.031840255020565804,0.006434306881578575,-0.05393470863932783
MIF,-0.04496244957121766,-0.005387814477478498,-0.08964141601597624
JAG1,0.014031454636604343,-0.01716306963835643,0.06760440068360399
NID2,0.06281245044549498,-0.00835438784775996,0.16593335920858138
EFNB1,-0.001207151084622091,-0.02458320655504661,-0.06051495359350976
COL4A2,0.0078269761151164,-0.006144471535434957,0.049683378770820165
SPP1,0.008993790958607664,-0.04794067044006867,-0.0956847628221586
PODXL2,0.013582500526000357,0.018262789328331197,0.009198018960938217
FGF9,,-0.048578528685220945,-0.010891481189092713
ITIH2,0.05028701292057739,-0.0013089072339374623,
ADAM10,-0.058664996985780975,0.01870067807363662,0.05514983015468544
CFH,0.011754247676228475,-0.029708358788907225,0.011933592578949768
COL4A5,0.044925989189790516,-0.03602532765409693,0.06609109790218604
LTBP3,0.07355244650771553,0.048034418780147296,0.02460548422212922
GNB3,-0.04108253091500292,0.020929205461064047,
COL6A2,0.039413699083828725,0.0035366996791228312,-0.015992387141520292
GDF9,0.09978982437277563,-0.03664952958192527,0.010721446601051303
NCAM1,-0.01193426177018468,0.026800893318896787,-0.0059119878409856315
APOC2,0.001044679554462929,-0.05553929987863612,-0.018231895206656513
BST2,0.013857523551894136,0.009085464628457286,0.014321651920949589
COL5A1,0.02606563213471378,-0.009820531839005938,-0.03402458886826235
CALM3,0.010171164142193958,-0.05422698150394162,0.04972799686360998
THBS2,-0.0018439048372811018,-0.06617567678007417,0.12314582075205556
SERPINE2,0.02706288329161059,-0.01854558483996292,-0.08441763867387349
EFNB2,0.06443113174963955,0.06365845225310711,0.1599160964281418
PROK1,-0.02404456583528683,-0.019273986406351643,
MMP9,0.01345341831485403,0.01054538909873193,
NPPA,0.06227573005344676,-0.01166787296797335,
APOB,-0.02638483743414639,,
C4B,-0.02670362982474688,-0.023793737608922713,
NTNG2,0.04200049501029038,-0.02405613147800109,0.05233908129784815
LAMA1,0.0076359279366098876,0.03008876773680359,0.18205790164850985
UCN,-0.010977492488721362,-0.011845953692576381,-0.0013783906001748503
ARTN,-0.017743457960689463,-0.037187691329652335,
PDGFD,0.02419992091615608,-0.0022729098654787616,-0.015703996186365546
EDN1,0.004535952779697693,0.027616452598958972,-0.03993087433192387
ARPC5,-0.028951877087453327,0.024421419119814446,0.12497995120573939
GSTO1,-0.0531727692735609,-0.09497173962933056,0.09569296850948297
SYK,0.0019901085880742043,-0.06707693939413172,-0.02453181094752225
ST6GAL1,-0.012149619635915132,-0.021496208605641116,0.07870497443964869
WNT3,0.01962754432345866,-0.02348053935227785,-0.017244867510765094
HSP90B1,-0.0017214871610985432,-0.0012727282577213177,-0.004316776321043079
ZP3,0.07820048954432235,-0.011159013026675582,0.10099858604664247
ANGPT4,-0.03327111255168226,,
NRG2,-0.04645770931740957,-0.04808916128049263,0.006377999306768091
MELTF,0.05248885084249126,0.009086509527028533,-0.06460398828777181
NLGN1,0.07606725840828578,0.010362035365937503,0.03339300250463275
SLIT3,-0.0337881113061082,-0.03173522202939923,-0.021831236393483177
CCL8,,-0.02274382610499977,-0.05089674323708564
S100A4,0.047377470695556985,0.009751771803890589,-0.06547307630804866
TNFSF13B,0.021079310081084043,0.004914843621778425,-0.07618659342380354
HSPG2,0.05158939373666287,-0.01455901113322638,0.13562593236686418
FAM3C,0.013383751265023013,0.011362632461573442,0.01911116284422718
FLT3LG,0.03242330430990919,-0.04505482215523384,
A2M,0.02631034427592968,0.003615130146841128,0.04079779925259024
VCL,0.0306986303737948,0.0036308857824186996,-0.015485606171127703
FGF2,-0.008725616474778597,0.0033331738338272248,0.03220451865561825
AGRP,,-0.019795233028879273,
CNTN3,-0.023897548372817656,-0.004411844127983981,0.05881329485225309
RNASE2,0.02132496053863519,0.0008027577429767949,0.034675650923256945
ADM2,,-0.02526920548830528,
GAL,,0.03511483607539619,
CXCL6,,0.001277701238475213,
PDGFC,0.02782784669328303,0.0024774138818238023,-0.09669227702621748
COL8A2,0.05179210240683871,-0.039902121959802896,-0.039469057785441235
SPON2,0.008670502575933188,-0.005512581133022481,
SEMA3D,0.06329018529472571,,0.07738281785691305
BMP6,0.00018204362071330682,-0.03674567236661234,
TIMP2,0.03483436352069905,0.0062254302526168655,0.018961277949412974
EFNA1,-0.013272664822221043,0.029820915660517894,0.10133571330865633
S100A12,-0.025736301644675573,,-0.05089688378175613
TFPI,0.013887901877566508,0.0285313230344404,-0.003512583308609983
GPC3,-0.0156833625858007,-0.05241065202782215,
NMU,,-0.03863121387309104,
SCGB3A2,,-0.03319690494151078,
LAMB3,0.045008414859964936,-0.026578175401915136,0.08616063443236253
LGALS9,0.008609813657309213,-0.015663432177416094,0.044016405622171524
VIM,0.009399294101870632,-0.005135115013620035,-0.014750103506591457
PLAU,0.05643014172652898,-0.003908320015964105,0.07223943792435635
TGFB3,0.03577133506382247,-0.04447739270965093,-0.060363003894064564
APLN,0.042753898388922226,0.009244101342315307,0.07867919423246972
SHANK2,-0.025072318386718914,0.07894187848468609,0.07148484850218581
LTF,-0.007879996259425589,0.005054925559620531,-0.055317912141463255
PENK,-0.029430609287563903,-0.026670027397407096,-0.03177254853784645
CTF1,0.040330510352443984,-0.017033391675543044,0.08276087851076132
COL3A1,0.014134141435293941,0.04911127018036549,-0.04073051506359189
S100A10,-0.04796145164726256,-0.007764489168681808,-0.08365421090724362
FGF13,-0.023336031665257852,-0.012806296561356187,0.002735826880144295
SEMA4A,0.07078463712494262,0.0023593613595646098,-0.01665345500392957
EFNA4,0.002834011975534698,0.04442226143833622,-0.04932137029612323
