,ZH8812bulk,ZH881T1,ZH916inf
HSPA8,-0.013480708881053722,0.011375258371865883,0.023038111019121833
NPB,0.004913500000557689,-0.06412100262179271,-0.06892638249105268
ULBP1,,0.04531704621850462,
SEMA3E,0.02125391343063707,0.024094751432896636,0.018260630673110363
FGF3,,-0.0315183091330612,
ADAM9,0.033266652973390425,-0.0046649456134115865,0.03774039802272497
ASIP,-0.05386631390791181,0.034724034324935905,
IBSP,0.018326140127536448,0.011178620724577645,
MMP12,,-0.018739043424521085,
FAT4,-0.022839977425094575,0.015830641163721196,-0.014933374778034813
MDK,0.006307364222355663,-0.009881628551421957,-0.018966891323649482
BMP5,,-0.022136658112454393,
CAMP,,0.013890303079902163,
HSPA1A,-0.041752746069218985,0.0038682281295917506,0.13988198857927578
SEMA3F,0.04162549900016999,-0.004599705368625541,
ARF6,-0.03413426696448652,0.012614747372781189,-0.0871657147317757
IL6,,-0.00878300872474964,
CALM1,0.058821408924093106,0.054225030940865934,0.03681945700298679
VIP,,,0.1547311039555645
NMB,0.009730311231169964,-0.042558373044108415,-0.06092598590110881
CCL26,0.008931402610417107,0.024667383976016696,
FBLN1,0.024316771961505623,-0.014929211085027946,0.009257379071549022
SAA1,0.05247082201529891,0.03258283908838607,
MICB,0.022039219980255143,-0.039476808792201896,-0.040104020090733404
F13A1,0.057891961745654696,0.025095985558127493,-0.033289087916632036
COL5A2,0.015960205557272202,0.012228979418030824,0.1399333996312134
EFNA5,0.05544833892646937,-0.04137836614047236,0.038287054023678095
AREG,0.016328094972174148,-0.04085506431331952,
EDIL3,-0.04392833374013423,-0.028286379568102364,0.09635134216403356
CD86,-0.03305230447038986,-0.03132759576585865,0.01782176282672824
HRAS,-0.008232250150406866,-0.03640145715054706,-0.0031268079175982245
C1QTNF5,0.060688709421571715,-0.02199672907974284,
RLN1,-0.022606726866961652,,
COL4A1,0.009387956305765615,0.045852824513318007,-0.04045657769405159
CCL3,0.006949104263070894,-0.04755468700509145,0.07959052362520451
BGN,-0.0076368071942315915,0.03310917452133128,0.027377094034413366
RETN,,-0.00793957703501924,
S100A9,0.0165576335040049,0.033738745272831536,-0.11314325185547142
HCRT,-0.004340167397479949,0.01633381796828279,-0.05141373186916021
FADD,0.07539352196950054,0.01637620616834217,0.0156905179606443
ACTR2,-0.040899321999056416,0.04917813265801426,-0.01121651643179924
BMP2,0.006983590505962838,0.03660608449656906,-0.0702160684832151
PDYN,,-0.014319203851354108,0.007404376754052124
CD55,0.028582272779958423,0.004826083618414084,-0.027967291704524742
OSTN,0.06789142892389048,,
PDX1,,-0.0036752799022820573,
CD6,0.03586564158494699,-0.026276689910947164,
IL16,0.005856105667717914,-0.03557625098437032,0.06308082776187106
LAMA5,-0.004483147578002046,0.020216763992888437,0.12125298342571844
RGMB,-0.023676223392224922,-0.059379220312698634,-0.05383942664488717
IL12A,0.01330758065976194,-0.021525771975378867,0.15800601928012212
S100A8,0.05707315146691155,0.008708354424032063,-0.08976409477855916
TAC3,,-0.03584823362674592,0.17600267850650334
MFAP5,0.01686878234432877,-0.037739120108012496,
CXCL16,-0.04662408113625789,-0.023778199419878784,0.05917459940825897
AGRN,0.017749349195779064,0.008632712132011925,0.08217155406321941
COL4A6,-0.039343053732929435,-0.0017971202508988771,
FST,0.04200210308647534,0.08388385302685836,
MEGF10,0.0502862900677024,-0.059169672048095145,0.0008146053163023677
C1QB,0.05435234834279903,-0.016913435518392736,-0.029082784775242735
HLA-B,0.020971807497929474,0.012021749763576223,-0.11267729749410325
PDGFA,-0.012040178327564923,0.05442079510100043,0.13415036532135813
LAMA3,-0.026384816050447256,-0.021762438099318094,
DKK1,-0.02369278379667104,0.025327956089128675,-0.03402470525676547
INHBA,0.02232934819920114,-0.009993133813005518,-0.05417742266574533
IL7,0.015055601055640558,-0.0364485550352918,
FABP5,-0.0030290749822175144,-0.029617036180129324,0.1304881388213983
CCL4,-0.002749787263521857,-0.04101545683582591,-0.01369703866788937
FBN1,-0.002270279312266162,0.02107446113449111,-0.028980893973846292
TCTN1,0.047027037674797524,-0.0271849720836353,0.06556850728823813
NCR3LG1,-0.0036484374500381582,0.014075948775829088,
BMP7,0.002197275659140508,-0.02837554512883886,-0.01657887743465082
NLGN2,0.021534609669853617,-0.06380317325302602,0.008178463664105564
CCL25,,-0.013774439424347352,
NPNT,0.08552531547859256,0.009605346003607759,0.08080464478678226
KITLG,0.016194676316257272,-0.04591146388674018,0.09513374259910853
MADCAM1,0.02934557824451164,-0.020051046236307078,
F12,0.025487710912393432,-0.03687174754637693,0.08203203982967709
S100B,0.005342431569216541,-0.05674265807555622,-0.05535979460531883
IL27,,-0.018739043424521085,
CD99,0.06331753935632456,0.0018996564116396893,-0.01439666105944454
PDGFB,-0.02203516385637446,-0.02965399912433332,-0.010403477088745132
CLEC2D,-0.017991879055691235,0.016259967821247997,-0.08286752700473084
F8,0.007274072484951863,-0.01185669077417173,0.21626593665020213
C3,0.016268662428619955,0.005234803946604116,-0.026764892483646552
DLK2,0.048030172345188936,0.013076949653759027,-0.05344214057848623
TSLP,-0.010478825588934131,0.07192898268386576,-0.05874595353175272
OSM,0.029149308552445543,-0.02873830335894812,0.22222505440715937
SLPI,0.04254224900872531,0.03497581996906513,
AFDN,0.030168648145656597,0.0032026561502522103,0.09839367453642402
KISS1,,-0.024646765091445512,
ULBP2,0.08989616280829367,-0.03168627013197846,
ANGPTL1,0.005937012952699318,-0.045670711264213855,0.15953302233025943
LTBP1,0.023194022195888772,-0.0279512072107177,0.027917726981176387
NTN4,-0.02223902590244859,-0.013095167449897928,-0.06413737852228293
APP,0.051605280897063385,0.0238536622391296,0.010687427908067686
RIMS2,-0.004854246395109989,0.03058533623603587,-0.11173485844361467
WNT7A,0.07753321418883265,0.03894638418501327,-0.040730508645266214
GAST,-0.010531506738856493,,
GPI,0.020618987422338596,-0.04041752355172041,-0.010678366798273635
IL1B,-0.004493722547945639,-0.034802406084029444,0.028700324669882177
SFTPA2,,-0.0200510476282586,
HAS2,-0.019858542768727228,0.02218742586323883,
IL11,0.03782462834825379,-0.03949490477632149,
SEMA4B,0.07074107519505163,0.041297989619155935,0.01731605473195253
FGF12,0.08349107857540336,0.04278910152926885,0.18431350825283377
CP,-0.03869887434318351,-0.009368346405696103,0.10465558827897935
NLGN3,0.023181221517642746,0.029559502761633445,-0.02278017575332183
GZMB,,0.004925344985208277,
PROC,-0.06127588220952258,0.004549513699360964,
AGT,0.08068371026458132,0.022268058645371014,0.0023915012035097397
PTHLH,-0.04685617734496923,0.02164776357626182,-0.005566770067971051
COL1A1,0.014400693187211168,0.04394221490408679,0.03667796172893209
LAMB2,0.018620850861730893,-0.06187242955333799,-0.020333604282602852
DSC2,-0.06515710802876977,0.0328138828882062,0.01779344654336708
WNT5B,-0.020421831365065257,-0.0019535570011320717,-0.039468975371828224
LEFTY1,0.048477538048804836,-0.013844340955316049,
FGL1,0.10791330509203914,-0.02819385053910723,0.08889269479082437
CXCL5,0.152054191937302,0.0717188864830331,-0.039469019875115134
S100A1,-0.05004888843836007,5.05739696960953e-05,0.012701250980982843
NPTX1,-0.023692777889915976,-0.04690208347836667,0.05878058962583339
TGS1,-0.0083947950712975,0.023785321018269547,-0.03967113052546856
SST,0.0017125094666608216,-0.06028807963713322,-0.002567862321860805
IL34,-0.006341589119947555,0.011308922622042092,-0.03596811108122495
DHH,-0.004489230438768686,-0.01620892368570534,
TF,-0.03739804484990926,-0.010886634717906223,0.01705695872210214
IL33,-0.025560954054982866,0.03945308414093383,0.004196694462898776
RBP4,-0.014021414405024269,0.030168131853464588,0.02562170698066914
CCL20,0.05338123139413306,0.01915991597779828,
NAMPT,0.06446300735737356,-0.003563864741308776,-0.0312389369152447
