,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFBP4,-0.017694757484098614,-0.04828832446404676,0.021224006943280145,0.03797978378130137,0.04100923327340144,-0.046928210520118176,0.1102282978734764,-0.012665901172026723,0.072980063448515,-0.0004024954463335912
RSPO4,0.08782415508866609,-0.019149290560110464,,,-0.013477029757715937,,,0.02264910877534758,0.032502788083303306,-0.03389024352437971
LEFTY2,0.013037532328345064,0.09699573457352399,0.028493453305813085,0.023255978689625385,-0.014607786387620527,-0.012053011829567414,0.15678878441641877,0.004155206026385856,-0.01972775903018862,0.119331269160759
PF4,-0.014196453925987583,,,,,,,,0.010244862973280618,0.012854547698371938
ANGPTL2,0.03548403195143458,-0.03883350428972967,-0.03905819353457124,0.006574251609225362,0.048351335199954604,0.005326154080318447,0.014764679926077932,-0.0014432875692996854,0.026907836542912355,0.05698405019768931
LRIG2,-0.044314065089976665,0.023155477924170508,-0.002642210152843266,0.006510197734645766,0.04780574807562128,-0.03074130971763956,0.07835195960608196,0.018460691174592658,0.0173903949281116,0.0705379734649315
ICOSLG,-0.026539691746035862,-0.032214687996818064,-0.004598464584006734,0.019439441034208638,0.07936983691835482,0.029284573228667225,-0.047166621672501394,0.04963694604405793,0.09554315157172838,0.03725857408881785
WIF1,,0.06636872002435394,0.010064179230674755,-0.04541234283518641,-0.01039990465138052,,,0.02652626471827375,,-0.03814215447503577
NPPC,-0.022022200975964055,0.09135296210799283,0.03103145642859851,-0.038911759950766144,-0.006544164368675794,-0.022987951446804804,0.1677235021923106,0.0416230490132447,,0.06574097963120484
LYZ,0.02116584345926233,-0.036003020714232864,0.05506345783145508,0.04030756970715363,-0.022515076087433902,-0.03879050195950838,0.04559659354624073,0.02285670872130145,0.08191382366452181,-0.05815900736401589
EREG,,-0.026947595360549446,,,,,,-0.022992823753694432,0.0638127838592764,-0.030564779811374176
SPTAN1,0.02932545597900783,-0.010094285901819449,0.05470394510103244,0.04375546556030654,-0.01730642382953048,0.007376673826660286,-0.006279904199813154,0.03250771049323062,-0.024749169219712548,-0.03403500261763527
PTH2,,,,,,,,-0.016314677919590157,,
LIPC,-0.00272507759476578,-0.0185396650551029,-0.01934740218937567,0.1032546647013695,0.019393834590312437,-0.024376369367895806,-0.003012871278524529,,0.003827902296858461,-0.04140024364035846
COL8A1,-0.010672419892357763,-0.002747152039433039,0.07939099332768348,-0.009189120321146198,0.026709874367486435,-0.0888236204099463,0.11383438074474188,0.04675765925707663,0.03857046734168979,0.06329342164463798
GSTM2,-0.0019824763310368914,0.017963778077732827,-0.01055031526197322,-0.004368027614751648,0.014418012602687276,0.05945324798113245,-0.02778721205466778,0.01324759979736891,-0.006523740747928885,-0.04024431040027706
SPX,-0.013354505769321809,0.04456484688942097,0.030459082061313075,-0.04231389816791741,-0.01462200502381644,-0.030474939360199373,-0.018029679153987652,-0.028319529597182657,-0.010783705622412489,0.014891969047080268
MFGE8,-0.01419721854198996,-0.019030425473813044,0.06299118869083382,0.01766025374797131,0.015123566826369594,0.07239342777305638,0.08743918090134545,0.053822444013340416,0.08429291883085772,0.0837724841801613
TGFA,0.011951644895048606,-0.006551433229937593,-0.062479730271451595,0.03520791926553003,0.04373515257581234,0.13514303031516608,0.01585466593039087,0.03453265844897317,0.038827393349481876,-0.007753064701683459
SLIT2,0.0024389442177912774,-0.0027539781381011787,-0.022511050442548815,0.07610853092221188,-0.01861929452485186,0.056193374683222094,-0.017482796093249795,0.01992170694838392,0.049495774367424084,0.06700823145592769
PLTP,0.007574352345207577,-0.04524398845494901,-0.0057028396011281875,0.11505681814440416,0.049116173651693455,0.0508072043822159,0.09775618009044586,0.07113377680087196,0.03568862994185098,-0.03193371255050592
APOD,-0.0052888843586942355,0.07397311067540362,0.037985571171968206,0.0382244512188093,0.031906128923311704,-0.1292611440305103,-0.05448970744663566,-0.006503673340149693,-0.0767434977818973,-0.07386191084678037
B2M,0.03278259992330839,0.022621306591503434,-0.016888070002185184,0.0546865687644541,0.02939450429862544,0.01206678418493843,0.11411626480940033,0.03354472513857768,0.07092451273645982,0.024692995795442277
OMG,0.05056831616823578,0.05324897458232983,-0.01770384727749773,0.0011228886457712228,-0.046992304105978634,-0.03428551396805369,-0.08725484952923461,-0.004605113096452271,0.052269982045121774,-0.008713932955946491
CXCL3,-0.04548333634183578,-0.0021224096378575246,,-0.018974942098653746,0.07036323383089918,0.03885387838518849,0.10381790416966662,0.010989573135789596,-0.023911102459015565,0.05878877311065053
CXCL10,0.07555440911157243,0.048109695436025106,-0.01705356526564224,0.04332633504756405,0.004481516775636872,-0.05982307484095281,0.05684679134720133,-0.025224530319683396,0.08739067414636206,0.004468683221728568
RSPO3,-0.01648641163807375,-0.01853965362448993,0.08747021327441448,-0.02373114658838194,-0.020355016207720004,,,-0.012046836893093688,0.11264604785863697,0.023503429329794923
CORT,-0.03697204400978134,-0.022500668886675856,0.0641023516831886,-0.0019266951201270962,0.07084724473376076,,,-0.01827579716720334,,
NCAN,-0.014301761763986325,0.0962491073987845,-0.043211055076242885,0.07868136652841874,0.020635625210299827,-0.08782066443216605,0.03808101325172013,-0.02171864031725919,-0.020539700958845764,-0.04028596574680683
PRG4,-0.016271377310649614,-0.013274325434359451,,-0.020557620386767946,0.015847002198981715,,,0.019694876650490706,0.006681296712924751,0.016972357726941334
ZG16B,-0.018884923354240878,,,0.012268485632048812,0.10962914629124025,,,,0.002160298170628956,-0.0226482908173643
TGM2,0.025106290553242226,0.00011420590585408103,-0.009918623306863526,-0.033603374365594185,-0.04610819885323966,-0.0404987814526568,0.0807769379607342,-0.041196702509935124,0.012806563905845864,0.02362003956840751
VEGFC,-0.018675155610350692,-0.02043358552973117,-0.02557638039488686,0.030947326992975734,-0.024793156636533472,-0.019998217458871273,0.0581440587949752,-0.0058508448826226425,0.010757172821621423,0.10313645354212975
WNT6,-0.009819364469425744,-0.01829074246887709,-0.012796746966987375,-0.020215727746479235,-0.020490657698756486,,,-0.024500053355816485,0.02928880905246521,-0.02340247939189941
NRG4,0.00995781676320958,-0.01890754066403099,0.05536113520009427,-0.025605820331418845,-0.017688834909469545,,0.003884570224376554,-0.02437752655526736,0.015243125242935163,0.021778069406511214
PMCH,0.01729634548899567,,,,-0.013477029107303687,,,-0.014035573300032798,0.06850207544488138,-0.020995343018992526
COL9A1,0.00840946964226765,-0.023386581743129853,-0.030751034441068442,0.029174879365523303,-0.024676935075396696,-0.0021588612317992775,0.0605180027228959,0.029943966237698495,0.00804433151928063,0.00846057051646391
GDF11,0.10613685584767617,0.0337508522073736,0.001428843366174495,0.07365778572422416,0.03958512377400446,0.033663928163720276,0.07453965022503589,0.06208095443776545,0.01885666887306235,0.07046352221622666
RAET1E,,,,,,,,,0.09882425997740847,
IL24,,,,,,,,,,0.2067386579310742
SORBS1,0.01904272431123872,0.01102610089082166,0.0025806766344207907,-0.06920374840376829,0.04356453123438239,-0.027695999270229667,0.03281396241695759,0.028693295429103535,-0.003323106241280646,0.03890024910339626
DLL1,0.041719131519166154,0.04594230228805493,0.0014215959354203797,0.04703809876461827,0.016758771420507485,0.023298020626911546,0.04301056737319085,0.04165220655943546,0.027844834947415992,0.027768062151669926
TLN1,-0.0682923445620106,-0.010948090798040988,0.0321392451910869,0.058995558761841094,0.028263362729767753,-0.012304172311428588,0.12020931999105879,0.019676235468500444,0.02990994552999099,0.04049321182145097
COL2A1,,-0.011855986351869371,-0.013863682748449443,-0.01897494855603684,,,,-0.02956819633409473,-0.032447893403316976,-0.031707670336115476
SHH,-0.01690863255919308,-0.030055727555453896,-0.015132265585429133,-0.014916615141864797,0.017239209328775925,-0.020189713252219604,0.07568581071108749,-0.01862129844619563,-0.04203420724707058,0.06909970881554005
PON2,0.032225218298138764,0.05630937299126667,-0.019134457372400163,0.03978404237026523,-0.003744017918521061,-0.005594897355820789,0.03756490335376851,-0.01806893060553189,0.00547889279746552,0.025021611822207718
ICAM5,-0.003356988922882088,0.0312268524198553,-0.040360431806998456,-0.03707890376496708,-0.029917175331911218,,,0.004550425620752558,0.023050178767168864,0.046077869838750826
HPX,-0.04114100330935158,0.0026170570016604664,-0.012796747830218273,0.0013844177107424631,0.06025220799873567,-0.02369137686443558,0.02329005891015067,-0.038851106455798805,-0.03471644298192057,0.07293450894581628
SFRP2,0.01094299139908045,,0.12605606632004518,0.13386834268234943,0.11445040125415876,-0.03261668172657788,-0.049165035994844904,0.031018376764544515,0.03398479573798949,0.021281097306728003
CFC1,,,0.10077071706042454,,-0.011587553860601155,,,,,-0.031140922036891647
CD70,-0.0234279309700823,,,,-0.021614845126211788,,,-0.035499838695397114,-0.034016242371645515,0.06133728628494575
HP,-0.008919027284547652,-0.03775315397841876,,-0.00968527787947679,0.018415794371343587,0.007061076487340857,0.047395196078891026,0.017112704457243437,-0.03335204970762085,0.08864199951702297
CXCL2,0.0024827461630908603,0.0005168016541899196,0.07287808215773207,0.020475428767512592,0.08114821144163872,-0.04252107123307857,-0.04478424233439481,0.0335391038114917,-0.036254575826780204,0.007291775554629519
NPPB,-0.013518567261311096,,,,-0.010146533410954308,,,-0.020977614938758753,-0.02261658668203373,
CCK,-0.02708360033746015,0.05065314906088113,-0.01559628307176713,-0.03662981071441207,-0.026994108434290183,-0.02437638904296294,0.027407358543496352,0.02900849381654076,0.08560385538515912,-0.07888288477951197
SEMA6A,0.022491488458532532,0.09713119747262496,-0.029563634111877953,0.03027121888828377,0.04859345383849771,-0.010341894654748834,0.0021846704324753456,-0.0014317721987683603,0.0009459853491212044,0.016811311937825178
IRAK4,-0.012247497124352517,0.0443157337348392,0.04008980985363743,0.08788920310915078,0.009571653353922807,0.04392430886440813,0.005425396226196848,-0.02389813360972436,0.05336129498284576,0.07135534100024912
GSTP1,0.03366782295623756,-0.034099553325388464,-0.04274625176926727,0.03441116419971344,-0.006215317765840084,0.09643366740144978,-0.056965405538389344,-0.008088071015028831,-0.05595435295963194,0.03251231953941778
VCAM1,0.029907892748165767,-0.012012406012369465,0.0185451715080727,0.06538579974363687,0.007483027214955368,0.012443035475431926,-0.004496692130452889,-0.05286478954218788,0.0520269193268855,0.06823522041794498
NXPH3,0.010529621873553368,-0.003725637489970152,-0.022627185475774168,-0.003796685084558735,0.00673481049891982,-0.03536413384187429,-0.05148614513323691,-0.013683232185314715,0.0009401381451833941,0.01703651220798903
MTMR4,0.07450665207960944,-0.0018258526289201466,0.07081750975509331,-0.005058869516268133,0.001358728265020312,0.06549521051886881,0.010126087470630457,-0.0011447260417466031,0.0062770073221574095,0.026758835008634498
LAMC2,-0.03779376235327967,,0.06538132415011835,,-0.01277335357465853,,0.0606990654212447,-0.013623713125730803,0.04519764363837677,-0.033890262180867575
IL10,0.004806099469316345,0.0019775617987034984,,-0.02489936915259666,0.023270649311100174,-0.010519219058620674,0.0968211582991994,0.12583206743882747,0.07160972616151152,-0.0015243215079245218
SEMA4D,-0.024591222626287625,0.05175048301034656,0.005778609141919886,-0.01666243686726789,-0.013002882243607117,-0.04586562987178463,-0.10619434088675714,0.0033612538639922265,0.02417023597544963,0.04780282674690209
TRH,-0.0034766507545395116,-0.011667189448725718,-0.023986320771623815,0.00026293624359442725,-0.01614123444614385,-0.050357019953851834,0.12173342983253967,-0.001825898434529682,-0.00930930058776078,0.05470079840886569
SEMA6D,-0.015606316038071312,-0.0009189917316051546,-0.018021906528663464,0.007578165660318839,-0.005328897927971381,0.00863619561505813,0.027233108037481784,-0.002436624168560746,-0.016931391216825784,-0.005544096498041741
CEL,,-0.023018149450301104,,,,,-0.019724545845976837,0.03725004334682596,0.06096640396374397,0.04908181181632088
PDCD1LG2,-0.02233627533591465,-0.025940984478437103,-0.01231299190032103,0.029643110089686484,-0.009193481327956046,-0.0519779060970358,0.12845368647806488,0.0010497279708438412,0.0718810881763839,0.1006735113900845
SPINT1,-0.033833633993224504,0.062053868115145946,-0.01592610721610551,0.07716927057432764,0.027242027660988932,0.08905826545385206,0.07535318719917548,0.014394438973816847,0.019297130965890065,-0.019942583073168704
CTHRC1,-0.0024670356225020454,-0.028166938837343322,-0.03211434587983165,0.04916708398996209,0.11523315737812154,-0.037687584913462926,0.08006207138554383,-0.00689611444102105,0.026368331278580088,0.05023069075719886
PODXL,0.01979111857402216,-0.02339254738536504,-0.01993698020212596,0.09948897961952534,0.025749773148399196,0.010756695255685704,0.09882242398787006,-0.02204406682234572,0.007158012262828991,0.06644165626299861
JAM3,0.00774310559366451,0.0007398278332198436,-0.04209592156979909,0.008395529020275681,0.005965149173966673,-0.001689794084318813,-0.030413040304684023,-0.0017998247246179154,-0.037612031925578146,-0.022725310016228052
TGFB2,-0.047470150501989,-0.020844328462921547,0.013762065978388931,0.050229386064207994,0.015902775250972223,-0.011907913394531854,0.0665997549034804,-0.019831040914738186,0.0007517817150825342,-0.009796298392750424
COL18A1,-0.035496588542862834,0.06989423598362238,0.02518612227772699,0.03986710238459288,0.0497681598679698,-0.00509329539751919,0.11253606572688252,0.02592316519456041,0.05923290621537922,0.051317870962777644
NODAL,0.047522655744991565,-0.028100365449553008,0.052820212380702815,-0.03206846332549992,,-0.03841716892365959,-0.019813605168039056,-0.015579737756642441,-0.03466927403310684,-0.015116447885849758
INHBB,0.004506642897473137,0.032074307297563026,-0.01674953291308773,0.005564874668391109,-0.011498482388810531,-0.06936372691566334,-0.014783062000433517,0.013440107608566456,0.02774569540486759,0.054104798027924554
LCN1,,,,-0.016651618001818275,,0.06126383692612136,,,0.05892993682428622,0.01918059477791037
ARF4,0.03442656868686335,-0.016163250128339413,-0.035610959542547116,0.011097291083335374,0.05094785319648164,0.09798688072578206,0.0634677132914225,-0.016611424585782405,0.07003315887136184,0.0728922190691864
CXCL14,-0.02401212703972909,0.04117642810219804,-0.0028549160258455773,0.012951131685098703,0.00995539918136671,-0.11609982931221585,0.12227072717326663,0.03479071707587126,-0.043630031754476856,0.005248758708902169
LIF,0.01022215729102599,-0.010888862639259715,-0.015533830127223489,-0.00462177336730072,0.007035575968058141,-0.031000378629949185,0.029409555256088668,-0.002054846202344794,-0.004109478849062456,0.07226934299032765
IL17B,,,,-0.027500394507521946,,0.08107778385417826,,-0.019382641470029216,0.0694708882411107,-0.026876527614445325
MMP1,,-0.011667186903561992,,,,0.046574236317863345,,-0.014035572188501273,0.05173820449341582,0.032464224081922344
MATN1,,,-0.014996216332207228,0.0053374038158517725,-0.01027396591417201,,-0.02899728564673841,0.05509004803610995,-0.030809239190381348,-0.02449284949699742
ADAM28,0.021224791538821935,-0.03493941297301988,0.026896997193288315,0.0013892621974896213,-0.032089452376715226,0.04635849695167654,0.039572560923588136,-0.0075085643295920565,0.06766327644702858,-0.06018132621496768
TCN2,0.0375692143515836,0.012096588582377698,0.013569204860491315,0.054723386351181846,0.03622995659932819,0.03821535480032959,0.06923623199838398,-0.017938749780127067,0.024511696037815552,0.03894346185535634
THPO,-0.016086315296920218,,-0.021325273500286908,0.0015712170105102873,0.005936073695771931,,,-0.01732816181564588,-0.008321787914693958,0.0170176441947707
CUBN,-0.004222218281517495,-0.01588558933472695,0.043967012431878325,0.023805737381234583,0.011271859528084814,0.09338958585778512,0.015849055933540208,-0.015203818277257596,-0.014137621535108735,0.023030196511137135
TIMP3,-0.044842935723845144,0.07571347540329315,0.025404035438946496,0.014814705175267704,0.02156738793515938,-0.040721826525941904,0.06335736523566458,0.017129977880241537,0.00011236495960051452,0.047404791045167996
PIGF,-0.010908312405522985,-0.010487759127099731,-0.01495942958939184,0.060523491166384474,-0.010644359817314146,0.06832572166245976,0.027955156008544188,0.05213113806360506,0.010189333582002882,0.02753892931607153
CRH,0.012057492553560409,-0.011855988527252231,-0.01263743580910053,0.0505460592507772,0.0533637057973657,,0.05349339662518444,-0.007021278332573877,0.008450317485892,0.019902798126462302
BDNF,-0.012850258377886286,-0.02584792934581197,-0.05806216189083881,-0.029544989652078513,0.06301393212744279,-0.003726981037844821,0.1089973375309741,0.02407149592668343,-0.016037018219700924,0.08090585303198308
CCL5,0.03133974462644038,-0.002041427470459515,-0.018460183417494554,0.10088362670400873,0.016229821124432876,-0.028935503398132275,0.007218941306165082,0.08152103821476059,0.06386423892245688,-0.031712732088272584
GAD1,0.022777613680294136,0.09363840411153443,0.010429218253271578,-0.01652054102143167,-0.04317985351890741,0.030485726149377397,0.10316783827450093,0.014005025621733815,-0.007882323814265764,-0.025513096070097777
COL14A1,-0.012317674178673658,0.01905016200152135,0.017436953546719997,-0.02953900763504633,0.04259382331618872,-0.03435390253968008,0.028826872588968277,0.07404979030266931,0.05700574089209626,0.037372118600773385
HLA-A,-0.04101110398754684,-0.04868551866170356,-0.02307140271920731,0.07931725009451138,0.0716592340491151,0.12345211407398501,0.11576210771470664,-0.04251293510894546,0.019583740898436817,0.03296075441908345
FGF18,-0.01515245600378413,0.0719571411491398,-0.01753361110727624,,0.014377236792175703,,,-0.02425446748216546,-0.009045406840515146,0.10222562105163112
ADM,0.0147612040284646,-0.09222223968523005,-0.010126107765117402,-0.007598842867566161,0.005900403557163207,-0.01592779152638625,0.07008450484003333,-0.04671010043987652,0.047554386672593416,0.04844304838528539
CCL15,,,,,,-0.023691389259261272,,,-0.021970524736245865,
GNAI2,0.010283020077711,0.0036448951149237454,0.007311847126461614,0.04571161858372738,-0.0010545684402653646,-0.007040666868221618,0.07475585211997154,0.013671360076652418,0.01096904654473722,0.04845375675630861
HDC,,,,0.03678870045514524,,,,,0.043231283163953575,-0.02449283840441769
COL11A1,-0.0035064949313983827,0.038653340256654345,-0.02539588261642109,-0.030274043171590357,0.0331785127272373,-0.050729134131187126,0.052217483660418486,0.023112250585732866,-0.10523909325522716,0.063289239432846
NUCB2,0.001696917348740635,0.021090175216030276,0.013591843039701958,0.042522655735239764,-0.016250962829046516,-0.022987087236586802,-0.01418288156461653,-0.05300487766881657,0.010992332359812536,0.0580379665607593
FGF16,,,,,,,,,,-0.024134508198462058
CXCL1,0.1100672824360732,-0.026860525001733346,,0.028499926789227064,0.06070633112244694,-0.02537280845802835,0.0747553084062764,-0.0002461294735244998,-0.008883133443732576,-0.0019710050380768924
VCAN,-0.010189531166283012,0.004280701580148574,-0.02452135887061136,0.011070873481028547,-0.006012491679111591,-0.06850012064650601,-0.040996622310095286,0.01063088777760983,-0.04074516440527916,0.03795002817088135
