,UKF248,UKF259,UKF266,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH8812bulk
NTS,,,-0.013966639649262398,-0.01814334275857684,0.004222946580073691,0.06963499613821195,0.038217893860716876,
SFRP1,0.0372950274034428,-0.014393945727790299,0.034403550743025674,-0.03082267411517891,-0.00033898918462466515,0.02051318333044036,0.056416134589156064,-0.008892234351837678
CXCL13,,,,,,,-0.04415265240211946,
MICA,-0.032592774711250404,-0.051329227851467395,0.046391258844053,-0.02181460535774731,0.004162156993819532,-0.005996216968942434,-0.03706671203005771,-0.025320241017328663
TG,0.026474574016628127,-0.015533347934188878,0.031083392451722053,-0.017815499113715445,-0.018017175074670207,-0.011566945594121903,0.037913812868693615,
ADA,0.004221139322134088,-0.034820311890425615,0.041299053867836936,0.01155561377352757,0.006188951649012121,-0.018785649859237787,0.015352717110422139,-0.008089067741267135
LAMC3,-0.0462997076077566,0.04761016816411615,0.0733750698647955,0.013293189117568402,-0.03649319685809045,-0.03979748445837998,0.0067417926807459986,-0.01637854430382859
CCL7,-0.012544741241426906,0.03983086927343742,,,,,,
NGF,-0.021538697751142904,-0.025732140352796033,-0.015383933461287507,,,,0.07900297750178206,
TNFSF15,,0.08103582227871794,-0.01867946788877349,,,,,
HMGB1,0.03616878691562183,0.020315471189102045,0.05343476327938493,0.12653682121287094,-0.01665449102319408,-0.01015253884052203,0.025796880502456543,0.019495063838189497
ITGB3BP,-0.023086302642496188,-0.009139204428532022,0.038409241852321446,0.06748497549848112,-0.004152033060305867,0.012711462629232137,-0.006336877075776458,-0.042581648005105235
AANAT,-0.018200510992181305,-0.01137900611717153,,0.04473484911119048,-0.01620295083734979,-0.013333403466423381,0.011599887949023715,-0.005362947809608193
RELN,0.019729953167771125,-0.019751406347411033,-0.032454353969320685,-0.039070505845787966,-0.02711527887951749,0.06070743732172816,,-0.01621185485233479
IL15,0.07282802973559453,0.015122377173472248,-0.01329155188439663,-0.023473843407572362,0.013923819249348511,-0.0286578536669212,-0.008738834081992277,0.0009917836453045168
UTS2,,,,0.07950880939360537,,,,
BSG,0.007767966552730565,-0.010362071874609148,0.07707411221371009,-0.004566150720980314,-0.021882821965129074,-0.01589208112351162,0.038099784826416135,0.010957506169171486
ADAMTS3,0.01783795572574928,-0.006555186631627917,-0.021408845007163328,0.07377363101811342,0.02176299397476064,-0.0012308668142403608,0.004165892865048647,0.014014737777019101
CD34,-0.020548707416757295,-0.015291833209449957,-0.01591008365198764,0.029051876515252217,-0.017037746372740477,-0.0018755158549854868,-0.017930451909137095,-0.0313994791442477
CCL23,,,,-0.015150402190533437,,,,
PLAT,-0.012207149151738692,0.0014227740661621783,0.0785461727790217,0.10813450745896103,-0.0157142720242772,-0.015708133617375518,0.06182048999412283,-0.00692184535546135
NTF3,,,,,,-0.02152329393850708,0.06498799974542774,
LTA,,-0.014393945054418893,,,-0.01560513026793052,,,
CKLF,0.002086046744368166,0.03063425206319018,0.04851739654736319,0.06898457025206577,-0.04983633937776107,0.026771017804943717,0.015255872067135128,-0.003721674581060923
CD24,0.07265675957624282,-0.009007057094416316,0.04470261980061396,-0.02201052934943144,0.0688790988313726,0.1264920498042789,0.01958649756334841,0.07642783036449095
HSP90AA1,-0.006282004451431218,-0.03162488837478658,-0.05230958616163274,-0.05964770686626254,0.03735526628175352,-0.049691830434436444,-0.10637329052508769,0.06455340651233524
BMP4,0.09468184615002573,-0.03358280173366948,0.08132067296968547,-0.040784422515054854,0.0007616439625184457,-0.01296112402228075,0.00684279120620328,-0.006849591251880433
SCGB3A1,-0.012544739986969542,,-0.016966901058987176,,,-0.011246856233806954,0.004609850834760481,
IGFBP4,0.015744151453948765,0.08886802411865873,0.016394178319156887,0.041154814687159036,0.030634513905237696,-0.030060504081726686,-0.053149163047997994,0.052401836376444896
RSPO4,,0.03144721429751897,,,0.04351599830856323,-0.011246854588699808,,
LEFTY2,0.03477943271484893,0.03693371439807127,0.028904853509534915,0.08442375191243781,0.11972157841402044,-0.012332313608563206,-0.019759433498741406,-0.07030903230432117
PF4,-0.01301315401116035,-0.009798464800963823,,,,,0.08582141344815472,
ANGPTL2,0.003308134667624135,-0.026300771838432855,0.0653063895893836,0.0310690756316802,0.06595240214889289,0.0594090567696461,0.07012209643593835,-0.0046626489010470245
LRIG2,-0.02801698595166941,-0.0075349083066108035,0.0387278632149499,-0.021308309396526785,0.055265557252624914,0.050918066233865605,-0.021490194554483276,0.013588055292366643
ICOSLG,-0.017351849314035255,0.004149656292223655,0.12982900056698155,0.10300923652691,0.023614684731624057,-0.02134442975033459,0.09467714748507333,0.023396621058978915
WIF1,0.03631866812085213,,-0.020326477216806714,-0.07009739838041039,0.06349207220526593,-0.021164251727970644,,
NPPC,0.011333877052492917,-0.01519983527067474,-0.03255093970128934,-0.03585021899894705,0.09504237134371812,0.058547424882798856,-0.0024503159285678877,-0.0021355784748654594
LYZ,0.014780912092999301,0.013197369244554743,0.07280878325806986,0.0826907452670922,-0.008962311354973976,0.0009166425730338355,-0.005525324330176225,-0.02140061269867873
EREG,,,,,,,-0.015644276008685943,
SPTAN1,-0.014426876524336829,-0.02537901007991312,0.013321011191941307,-0.0017379764498603632,0.016864892574761516,-0.003216552077861298,0.0019799696954658588,-0.014819252943245249
LIPC,-0.015931520949417625,-0.017608571011050914,0.016501873163234825,0.10244179202941343,-0.0010287734468736472,,,-0.029645911622063346
COL8A1,0.012144334497783904,0.009696044363674257,0.0049924435451220855,0.018018314047298967,0.028182460240488223,0.03368907128803962,0.013699219505545005,0.012577892071651758
GSTM2,0.021974598540255613,-0.03583281366343873,-0.011239796860426973,0.07653762018131186,-0.008816408574516743,-0.03324205419647259,0.01296282153606782,0.01183646634759991
SPX,-0.02576671813391578,-0.007434207646325392,-0.003845110639567172,-0.029660726466126254,0.006560549295672799,0.020679774662405444,0.06361906883470266,0.09416553257952205
MFGE8,-0.006262164929185774,0.010539740232875267,0.015092951629891892,0.02085538593939774,0.024118779719358874,0.016725400009939786,0.044701283164725644,-0.00447222742127438
TGFA,-0.03645153265320291,-0.020247350825075387,0.045090981873517885,0.019853180920841273,-0.0638134911631304,-0.0017405971840050206,0.02788892269027207,0.02939454622714153
SLIT2,-0.009870294184858072,-0.024278766366965358,0.004532922568268847,-0.008869580820164693,0.03258996605670388,-0.05313215024574834,0.006776056040368418,-0.035908759414001984
PLTP,0.05632899776013739,0.0634268260772466,0.05531990717977178,0.055512808504826566,0.00808480730655581,0.05136522387600793,-0.0030533824607997645,-0.00938463047852382
APOD,0.020128885664951225,-0.04080245934011379,-0.08439775688419152,0.07954752330428158,0.043699462578867476,-0.05591153379905217,0.07371511934694665,0.013301245181613517
B2M,0.046362398019479244,0.054758520574490294,0.011874212218257331,0.07479031772194647,0.04983194039424757,0.02270862875948046,0.04210333664962646,-0.06977926019520443
OMG,-0.008953948902781428,0.01672949217574126,-0.0018586245362392762,0.007928328006367948,0.050305908046833096,-0.04105817761246048,0.09084474308365771,0.04585855033969227
CXCL3,-0.021152907091942102,-0.031160643488906625,,-0.017482011365967092,-0.023952135119399,-0.012031757087036783,-0.0015954570940386362,-0.01792770700599853
CXCL10,0.04105892984134744,-0.03165663667944602,-0.018168045652884365,0.08320712049242814,0.01218528405474571,-0.018277119639972937,-0.02112673735589852,0.12786195622844737
RSPO3,-0.017040435336955165,-0.01137900527639181,-0.04411882170679665,-0.021864002125991138,0.0462139858815438,-0.029216758927138303,0.08070788445787508,
CORT,0.0467360239953864,-0.02551829307080475,-0.03057981475559994,-0.037840554180225396,0.06361365009842587,-0.013910540046324082,0.1567929938588592,
NCAN,-0.009666686441619837,0.017212156171011878,-0.009461445798517544,0.067564457473374,-0.023886444112408943,-0.0023627529172702364,0.09831347176683015,0.056872139660626285
PRG4,-0.018865792664913585,0.014285195927271179,,-0.018940166003679787,-0.02319461719335286,,0.009083766003529574,
ZG16B,0.05908386931308337,-0.01303447027829214,,0.054450211874012056,-0.01239969260790987,,,
TGM2,-0.03497826365036794,0.04113622567253207,-0.03929315473012209,0.04874842455402147,-0.006278474602228787,-0.04078211213875693,-0.03562677680301764,-0.060925934767443325
VEGFC,0.005111671234560334,0.010378931641610488,-0.027247841692435763,0.03884826125612551,0.015985949672580258,0.01807448790499945,-0.033025290494469096,-0.023646940956344783
WNT6,-0.020240662666490657,-0.015533348579141727,0.04033234726294506,0.0829879077862943,0.03296791696151984,,-0.030633804009205387,
NRG4,-0.011554147098300951,-0.013668138726477997,0.07115739024782348,-0.023591178288788307,-0.0011186544323165608,0.06716602093959916,,-0.018988152031703304
PMCH,-0.013316776327927908,0.04236711885363761,,,-0.018149715641832827,,-0.023126086772390936,
COL9A1,0.003700469539278049,-0.014275373320770706,0.08807219606164926,0.04223127080703738,-0.02427556300100433,0.024293512080876576,0.08182154939255123,-0.009381112438419482
GDF11,0.03677580486957233,-0.049295696655174366,0.09434184264926405,0.04136343840995485,0.012341333877661634,0.008985579180733252,0.020086121894658724,-0.0063311216205434095
IL24,,,,,,,-0.015499917150210686,
SORBS1,-0.006974764991056873,-0.027103277446194642,-0.04329235529526692,0.07044521172208205,0.025716334867386524,-0.007978953064028464,-0.01411466747009467,0.01446768275425377
DLL1,-0.034821610160424434,-0.03998323456630952,0.06566171630756136,0.07142958794749034,-0.0031429499317858706,0.047837770080602394,0.14347317549595306,-0.019549044415226376
TLN1,-0.010899868309309335,-0.012301180562700914,0.047717334838946995,0.06256939863056458,0.00022683402453828585,0.03665482776948481,-0.033896358517046934,-0.06636468563583423
COL2A1,0.029804118530520035,,0.010441647475862601,-0.01748201731528931,,,-0.04039752563421522,
SHH,,-0.011670424306481079,-0.01612118567027947,-0.013742989786005131,0.003852495777370327,-0.012913396747923226,0.016573834392215516,-0.04781871083805624
PON2,-0.007548549732239412,0.005862952130542721,-0.027504183888151682,0.08541954989922024,-0.007031106618675848,0.061569806476331486,0.06590613812489214,0.07935168317178623
ICAM5,-0.003420882766766112,0.04668734161837825,-0.061812260628622676,-0.0341615702270177,0.004302580449081123,-0.03294467880512789,-0.023611030890970944,
HPX,-0.01910649536812271,-0.028395730011498237,0.0954603217010791,0.0059369161425268,-0.024333628236483714,-0.011246855087217048,0.02876207351649135,-0.02545823261038937
SFRP2,-0.01667826524365579,-0.01329134856283009,-0.03222845901432259,-0.013952274823424714,-0.020280487892916695,0.023544889851659725,-0.0242479500777083,-0.03898590197631313
CFC1,,,-0.023036497421012377,,-0.015605131211029154,,,
CD70,-0.01940563167603671,0.030550008617728178,,,0.030566303846785232,,0.001156225385372695,
HP,0.059583356176216275,-0.05243430298216214,,-0.02962995090590268,-0.027621918858931196,0.006069492417255377,0.01680801430221549,0.08246597498019452
CXCL2,-0.04189030382536603,-0.016550784944033215,-0.02107045000224539,0.015422282423427225,0.007366365691817279,-0.015630374310827443,-0.04610154567383192,-0.028129399485624963
NPPB,-0.01618392872097563,-0.041572774168252086,,,-0.013664487528588601,,-0.00846568164653515,
CCK,-0.01675547627160629,-0.05286373743351552,-0.07261793566608783,-0.07160187680643777,-0.0372463537793267,-0.07531036150814599,0.04636578319069039,0.09794311690539606
SEMA6A,0.029945023945892078,-0.01651556986838054,0.030079053764778336,0.05267501818130945,0.02406965192747642,-0.01216936560005374,0.03733952612831314,-0.05270763129431365
IRAK4,-0.007664350722431025,0.0025380307569014523,0.006160926679676595,0.06548610559659021,0.0208980774385225,-0.017246733752164418,0.0014121015962104766,0.012489443276250534
GSTP1,0.012017719853426357,0.05610837445696766,0.04658283014745087,0.10353291223728966,-0.0036731047785115217,0.042689860062791206,0.07046798141370168,-0.0096265618160847
VCAM1,0.03676691236598537,-0.05954509713726381,0.01833221334455513,0.07139062876561503,0.026193961730488532,0.0678084578880041,-0.01000506924336922,0.03568463478158545
NXPH3,-0.028812586194396854,-0.0132011593286373,0.05902304316625808,0.05196771934973886,-0.04329827502500421,-0.05541986573637624,0.04921544353128654,-0.013352277511918626
MTMR4,0.03335455077715967,-0.020847119293517794,0.04872809624728914,-0.00872780948760087,-0.025250771292648237,-0.017454967663263085,0.042987650937396975,0.03287611277718265
LAMC2,-0.012702691803166086,-0.026085447256424,0.0016999883215944869,,-0.017202065331075277,,0.00018447693601243476,-0.018358607844251845
IL10,-0.02683939153511699,0.014438357728692605,,-0.006418971233711134,0.0044024625879722475,,-0.03772581685942076,-0.01770864033028094
SEMA4D,-0.035021173426725526,0.009292028996944823,0.052316431821304556,-0.035168288867117536,0.07430970700065187,0.03505684169063763,0.10745099395633907,-0.027314167747578225
TRH,-0.004321644861568484,-0.02766463447034924,0.06373914068258989,0.07496817614793094,0.01000285408036757,,-0.03988861256377089,-0.040577957964470855
SEMA6D,0.012745401889472208,0.01944030121689034,0.061228754545611476,0.03714345812768806,0.032413459660350245,0.01635120740186643,0.030657740703451276,0.022921982264837243
CEL,,,,,,,0.006833784046565906,0.024418216282051795
PDCD1LG2,0.00535998998876461,-0.008227329536118681,-0.013117667507293714,-0.02294043203582413,-0.042596696300680095,0.012995137690830735,-0.003988074474761543,-0.04607181350604366
SPINT1,-0.032135600540969436,-0.032521218289714604,-0.01696690624322885,0.02315883577949759,-0.029884829465064423,-0.01837983557958342,0.04409189211407551,-0.007382476354607742
CTHRC1,-0.019190690246498977,0.0011409604450691461,0.08553254508975723,0.06341525132084634,-0.039050084568041536,0.010013167364976464,-0.03386531730645096,0.027242584413768357
PODXL,0.017705935507122846,-0.006870715968912672,0.03667024711107975,0.08286226855326402,-0.018902258820378375,-0.03246911339342396,-0.012128033962071854,0.02878591858833247
JAM3,-0.0149851522666965,0.03467876716386051,0.04084851954564928,0.08524218404962118,-0.004082655580846305,0.032116285682613925,0.012754775960817972,0.043373571619088176
TGFB2,0.02896170424400357,-0.00785807942485703,0.019099583582555785,0.06729668019944085,0.02128862575668377,0.03918143861342635,0.05985651857423469,-0.004006070335224799
COL18A1,-0.0376051070757118,0.06442741507818635,0.06459141633992473,0.03686741535746016,-0.0132607347004302,-0.023931774198823738,-0.035255410718897186,-0.0420184988569744
NODAL,0.02835292297836824,-0.02298382951898259,0.02935685909691129,0.053967281105343864,,,0.06718090556195924,0.10527289351639725
INHBB,-0.025897145045280383,-0.05966721234489584,0.020705537736650792,0.044295756596331844,-0.005670659402370361,0.019271952869150837,0.020164761995062643,-0.012258141273129162
LCN1,-0.012702694661323462,,,-0.015341484240427949,,,0.02640725988040182,
ARF4,-0.013525667436466594,-0.0003431687454027534,0.027766432454101566,0.04968678383938447,0.0049883722364411996,0.05186996333780986,0.04289059221033737,0.060860559450952374
CXCL14,-0.004587184102388774,-0.011502243230516346,-0.02730559869012891,-0.04922284767560544,0.01930221233109401,0.04096140012549144,-0.003048002313880106,-0.022805489109863783
LIF,-0.035553597249039885,-0.025158580133640533,0.005647059285314604,-0.03461002435138124,0.01464963025718914,-0.013333403466423381,-0.011633144811369003,0.06549989361344223
IL17B,,,,0.08541836450892835,,,-0.028950544274693703,
MMP1,-0.01751276220869733,,,,,,-0.02980205914253359,
MATN1,0.0232077630396145,,-0.015976245359847364,0.007943323920652067,-0.013836102776913235,,0.07420500600810177,-0.018570619041049646
ADAM28,0.06056719340884749,0.0501817558732846,0.014947188794287242,-0.007802023774751686,0.02323373306663386,0.01031868258580629,0.030719578428995555,-0.033822292472281565
TCN2,0.03875000155140121,-0.012379233141517345,0.027989609850744737,-0.019371014836589713,0.03871232132192249,-0.006108501881689868,-0.003163224563083513,2.113087396502648e-06
THPO,-0.02173247314307569,-0.023676302481439527,0.17869041067347485,0.021010829857553724,0.012038545203191772,-0.013874672482599019,,
CUBN,-0.024470215974731216,-0.03059593814601885,0.012704639088189041,-0.02753114889536282,0.00010024450344147793,0.024934066943753063,0.027089360602584843,0.010461311276203599
TIMP3,-0.07165953691151628,-0.051796105559327586,-0.032914571322472705,0.10025800837650341,-0.022110590181811014,-0.04718792383842548,0.008330464574420231,0.04964942394924082
PIGF,0.01197988817048332,0.029397483313382888,0.03177829205902553,-0.017466146558558278,-0.0013766587880336648,-0.04027000754735108,0.054046511031369364,-0.021211888352218027
CRH,0.07493979113959227,-0.013163499991908295,-0.013463314394304596,-0.023591168507295097,0.004231786779919329,-0.0020674031971482706,-0.026133676444239713,-0.03130054555778656
BDNF,-0.03496395747011702,-0.03530373916494075,-0.018161880370606967,-0.0792321940858161,-0.0021580573968924344,-0.02257069817690174,0.10380288711212479,-0.039787712619919244
CCL5,-0.010990935331594008,-0.01474670817872186,-0.019666588766945988,0.012911127777070748,0.03308165574743715,-0.025243525628451415,-0.018646060659846145,-0.039818742609937195
GAD1,0.007738649204225287,-0.028779637395968984,-0.07445137702623919,-0.044934043906082695,0.026542328453399797,-0.05184909735437127,0.08394643545458275,0.05226608916879408
COL14A1,-0.030100146253726902,0.040499433765664915,0.03260928255611497,0.03141596146728434,0.044944217669919996,-0.018173879274267814,-0.07493589497220439,-0.036994358580520595
HLA-A,0.011680071430941165,0.03348889185322948,0.054550652657980224,0.09878896960448676,0.04895455503394466,0.03268575599138842,-0.10355023454648646,-0.05804735496719497
CD5L,-0.014882717437790535,,,,,,,
FGF18,-0.013466169318968926,-0.010458302303890532,-0.018679463331852355,,0.022575516015128187,,-0.02822454026109532,
ADM,-0.024917350438944413,-0.04408204552495094,0.05490057114786116,-0.019120566921209357,-0.042777015270807316,0.001937209438329469,-0.12196049129031579,0.02792954990532123
CCL15,-0.024830495750688332,,,,,-0.0016267721850929042,,
GNAI2,-0.019954152827315455,0.05399137444076416,0.026287320330471972,0.03722182937191505,0.051585937494429274,0.0429996514393549,-0.018411551545847574,-0.04185153742543478
HDC,,,,-0.016009895539379797,,-0.016890629155947332,,
COL11A1,-0.004311038684619582,-0.034743760305212874,0.09149628611265574,-0.027892109713318753,0.01274941204418094,0.009111504568981084,-0.028510622191675675,0.01570375888491213
NUCB2,-0.04035186576041995,-0.051751963691474064,0.04109198110984349,0.07592629001932238,0.003932326051181678,0.005413184455510993,-0.03209770937188912,0.06023380562508151
CXCL1,0.0231750492725218,-0.02547811588431995,,-0.018856506711105236,-0.031307465587421895,0.009980666150946383,-0.009472184924277038,0.08754826975631284
VCAN,0.02971302678708637,0.046867458952662915,0.08264115873236161,0.058036744315112666,0.07699256101472297,-0.018675417620124538,0.06913817858812418,0.046057302357782784
MMP7,-0.025735977118573516,-0.02079181638362484,-0.01654898851365494,-0.011198018292082309,-0.013664487453930932,-0.024390763958296896,-0.013187030338541208,
PTPN6,0.037641999404463326,0.01206292598138916,0.03793468796798978,0.05921676080945547,0.051454377505747585,0.08405079834137719,0.02452252556338043,-0.04486986340398663
PTGS2,-0.05729346694322259,-0.048363661850077816,-0.009857002322218035,-0.0749506589740734,-0.03702764008858397,-0.0051466640200260386,-0.0654313278254159,-0.022958014847464837
XCL1,-0.01630879638690021,-0.01137900719150144,,,-0.022443409366157418,,,
CD58,-0.029299802107675847,-0.05686066540768856,-0.0055147342009390634,0.0572956307863576,0.0019026741428343047,0.023026988811195064,0.02567770213352971,0.06425746940031149
TNFSF14,-0.016432793642556866,-0.01603226634088056,,-0.0233327167878695,-0.011903890919450434,-0.012332313608563206,-0.030770606649744733,0.028139806408936836
CNTN4,0.10377110713758235,-0.020450123122461597,-0.023971629450451545,-0.03976185013514574,0.0012627955651011214,-0.042231027845146686,0.049248196576014015,-0.0233046904540452
NTF4,,-0.014393945783904585,,,,,,
INSL3,-0.014609671627093455,-0.010458300252555576,,,0.0017455877450118372,,-0.01786091839684785,
BTLA,,-0.016600500824877466,,,,0.055111715036518766,,
MFNG,0.04935146440586002,-0.02518513899967359,0.047806243431715245,0.11536449838824632,0.0291983892733907,-0.028828473232421645,-0.014387179955165212,-0.025276775816057286
ICAM1,-0.05677078804299964,0.013191088883377743,0.04604861958256695,-0.010319154438788634,-0.00035373182460013,0.06727737044060642,-0.032579762156619056,0.01761579039353845
PROS1,0.06399763839361085,-0.02468105530845663,0.05239095859838493,0.04475399611785296,-0.026753231114871087,0.01499545874540586,-0.020057900087058766,-0.04233229106280312
CLCF1,-0.015730391453165477,-0.08639463862729103,-0.015383937412292575,-0.04855860461036452,0.02460037886664629,-0.007816053136634497,0.005759785178769978,0.02086624763688123
PSAP,0.054276532984142034,-0.007365013999821302,-0.06801275342860272,0.005438879359323108,0.04218306893982609,-0.006537656622577665,-0.08917923010030271,0.008344661691853
EFEMP1,0.050784348101515595,-0.03175733610508137,0.06307251338175875,0.0414869540185051,0.037948633957271244,0.039005311825810796,0.004894021263137505,0.03098066038687647
C1QTNF1,-0.025904542920454982,0.006616544707263997,-0.03413089659759346,-0.021630735799570564,0.03168591163525802,0.02625806141970647,-0.07727778086673093,0.008663805639495974
ALB,-0.022586933573767533,-0.018567218990294426,-0.015830089681972578,-0.018783266802804982,0.04678510554251512,-0.014006903584428576,0.0030341823946178066,0.03157009754336446
EFNA3,0.035480899074361485,0.04655856939447332,-0.07148956566429744,-0.06592964274612916,-0.02502733090449717,-0.0011955799221543327,-0.021612070798216566,0.017767068602904626
DRAXIN,0.021034851183476706,-0.040047393960399566,0.06326799566840553,0.07965032364444594,-0.023357776332956735,-0.011246856233806954,-0.08923506479611144,-0.0066735513080654245
RAET1L,-0.011381076084985484,,,,,0.007229507762874879,-0.018081009659739238,
NPTX2,-0.03550883997600587,-0.03148756775831689,-0.053619918557361104,-0.09011009192886178,-0.009810801838337234,0.008950885564419354,0.0036543490081867394,-0.05295812298199599
FGF11,-0.012189074517749343,-0.03615134884565646,0.029632045848954604,0.06859403370875851,0.036377088914459225,-0.025492088145340944,-0.03973511887115056,0.006148157416187942
CD59,-0.0050910138402180454,0.068002101216122,-0.06046606478252415,-0.04850433803578881,0.032857630580579604,-0.05361149032596211,-0.05415048946921885,0.02004028424424207
COL9A2,0.015464480447227176,0.012942055978652627,0.11276601278998098,0.001559549379046902,0.04556143301945526,-0.01104476113311979,0.10615674296208782,-0.02712619960864391
DLL3,0.0013541610807347951,0.04086908301700862,0.11741250381577056,0.03940885129943387,0.03133566881359374,-0.018389790157259642,0.11501113892818203,0.03349679706347129
FGF5,,,,-0.014957009615538615,,,,
LIN7C,-0.043481859530937465,-0.04087609961122358,0.01311846481424768,0.0003540256206174492,-0.01279509550279584,-0.06051617512373503,0.046554020789653115,0.04772026441711656
GDF7,-0.026839396937345977,-0.018660660959516094,-0.022612222158135593,0.07761416614091872,0.04418960695223928,-0.012332313129329479,0.17275918536676682,0.002543779822998942
PSPN,0.011548800229160725,-0.0438436981271328,0.041956545450838316,-0.03600846906169087,0.03613577254421351,0.0047462444138613126,-0.013625843917925288,-0.02240454089014586
ANGPT1,0.010674931194916885,-0.01935608346105095,-0.02724784414841593,0.061312314417317354,0.028067420660921626,-0.017825240143555254,-0.007735538826264154,0.009768609163342946
PNOC,-0.008104687718616424,-0.039197981916734244,-0.10169323611591563,-0.04788006066659658,0.04595887153884821,-0.020246059236193832,-0.016482685298954757,
L1CAM,0.03454785012787055,-0.0025662639600708206,0.005408247681635011,-0.05636913092863307,-0.006035535515375309,-0.04366161275790466,-0.08428557692003258,-0.029645914981515094
APOA1,-0.001939981826876768,0.01945488176659039,0.09673374253565387,-0.0075556445353219545,-0.007134579135491503,0.03775816685894091,0.07490175429955286,-0.004677924175956287
PSEN1,-0.056686813786836425,-0.026122930823971203,-0.03470001347017,0.05766802611503841,0.012279047373673267,0.08194136429314045,0.008756813994980808,0.025199878689780526
CALM2,0.025392640777727023,0.022846752929269524,-0.055794510854356986,-0.08392920561563234,0.01880338888352266,-0.02639809458156522,0.06928872653300847,-0.006711781371702451
CLEC2B,0.02267652777951609,0.03440676430315022,-0.008693315995118888,0.0850765862626029,-0.02499756644506423,-0.011920538760772825,-0.022502231476503806,-0.04473818143067728
