,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
NTS,,,-0.00890846041247495,-0.02331027910679824,-0.020867230772665873,,,,,-0.010675509136788327,0.02670930458241642,,0.015196322998014622,,-0.01639577297613545,
SFRP1,0.0173945578563512,0.00020292870981023135,0.063087987641831,-0.02308962846386688,0.06854748599715606,0.043783025081553996,-0.07488297265351239,0.11148678015617079,-0.0602721520002589,0.0445624257838843,0.05175454443842591,0.04937514698589502,0.04242581007759814,0.06470463653313623,-0.01601477674990794,0.055145219268934516
CXCL13,,,,,,,,,,0.04723881642405322,0.03647145679189209,,-0.022636496113355324,,,
MICA,0.021909383285898785,0.036324975653815844,0.0684393476477518,-0.029047007513298112,0.06855545766859424,0.02457041519317647,0.10269799048767787,-0.016742900698876486,0.045009571697930385,-0.020279806031954565,0.05696308349337397,0.028917659527412896,0.043023877521546364,-0.022074018424652838,0.019825929154792938,-0.07132563082008926
TG,0.01709631701375664,-0.01856354203731488,0.05499379907350287,-0.019690231713808192,-0.009927830817773748,0.07484007093867526,0.03656898723751635,-0.025548351469631265,-0.0558845319193771,-0.04161849091961211,0.005276735580553271,,-0.003111688712067506,,-0.02159205198562597,
ADA,0.03189993498719896,-0.01121032222108875,0.058827694511840736,-0.01313756001383526,0.05441350436382024,-0.03794101234070421,0.08343429506956367,-0.012984052548561472,0.020899920854100876,-0.005415541534240793,0.056171969505042656,0.07059217101206829,-0.028725080875809356,-0.030359898836381956,-0.02311870827147662,0.007572727293680586
LAMC3,0.02847562309039062,0.017087692427877485,0.1633079452999811,0.03801489417098339,-0.01734488141366527,0.023312896250919913,0.01783030936487227,0.015496251994396863,0.08695644297791964,0.027031872975932264,0.031140171561732318,0.0716238903172211,0.07223105887207393,-0.03981723559586503,-0.07838425184603208,-0.025753471962876476
CCL7,-0.01533407132806206,0.006222489740358131,,,,,,,,0.08059232906880529,,,,,-0.011602135611851612,
NGF,-0.026327838994312153,0.02953467225023452,,,,,,0.0012504223485912836,0.04083233586169787,0.023445783495230188,-0.04056621383720127,,0.04081240493647123,,0.0584005657847192,
TNFSF15,,0.05056266730222562,,,,-0.04077054707494849,,0.05318343164983669,0.06394572133757852,-0.03553858610902214,,,0.04982490131066226,,0.045842474785343604,
HMGB1,-0.009231483267513635,0.02095497123484606,0.08145953153849388,0.04037702329974288,-0.0033905366646128396,0.053174782235011875,0.06062384950270901,0.06994709967456218,-0.00012511278098119812,0.012009386886267577,-0.05084905864968729,-0.03531277901722137,0.001506002650760496,-0.0009057724952289483,0.01815535631448668,0.07149160500445759
ITGB3BP,0.004341394818157327,0.001101520856573711,0.1040909186784883,-0.01599723533696655,-0.040413477240624635,0.010936731011145694,0.03611174080142824,0.04778465464848035,0.02383903362880778,0.0033203746503548347,0.03441166960668968,0.04547171305045883,0.005153227126343955,0.07868372751889904,0.003229866355829827,-0.040505084912462505
AANAT,-0.02224740458094461,-0.026776912444205644,0.06649090603257907,-0.017707540450300017,-0.01144396960828087,,-0.00808139750584947,,0.008316547493993092,-0.030034562310004,-0.017917895595535,0.004772507287595931,,,-0.012275543311665749,
RELN,-0.02465748582137751,-0.046478723446368664,-0.0531096107592382,0.09371941828394842,-0.014594459967738747,,,0.054939908352938674,,,,0.004268746373844443,0.04247670653496028,-0.04613402441792279,,0.06323200938102061
IL15,-0.021180817605885912,0.0317906445050577,-0.011156922058456285,0.001648476630905637,0.02365813589880051,-0.011570394787833426,-0.06893387503338043,-0.003397572662238059,0.07447142174669524,-0.05019653872844656,-0.014268714629480136,0.014892315548197024,0.0742126677212377,0.018863124548649537,0.003896419356626629,
UTS2,,,0.014101221933362346,,,-0.06535947738421738,0.024002298871576053,,,0.07915518938988066,,,,,,
BSG,0.02128001557902387,0.006432588752248894,-0.00022989018330239449,-0.008332787766043296,-0.028698255518135207,-0.02431175779666614,-0.06472915686341235,0.0051698313490899026,0.05291346833708138,0.05509823150045456,0.0696168465568258,0.09378023742451182,-0.06167917355393005,0.02102150541711838,0.03483120650074188,0.0005066823000908361
ADAMTS3,-0.007403100812632732,0.013703231645506363,0.052397604763947475,-0.044080538626724675,-0.05683270330585802,0.03564523910576802,0.02849074625719241,,0.04176410296798881,0.0016327957631759344,-0.012998581777790437,-0.014537027753594363,0.04627082134830758,-0.04314710581482732,-0.037440949644502404,
CD34,0.00794886603537104,0.017960293831758324,0.11333756056034151,-0.0466724759860179,-0.02141135640937212,-0.04372396285178862,0.09433094732741891,-0.009948440098855538,0.035494961114465415,0.0005088407458682209,0.023251272886103992,0.004412488919771023,0.02002778718238171,0.11682797002761187,-0.026942349844964044,0.0826055287037351
CCL23,,,-0.02059435745114328,,,0.09615428777964458,,,,,,,,,,
PLAT,0.008875139162477296,-0.005724717182862155,0.07217999250532288,-0.05031510581431633,0.0010353744233628766,-0.11277246415494165,-0.02272327315099615,0.029794321858522436,0.03751895176206049,0.017255739968226144,0.012059398992332115,0.07517687781058144,0.06594644667445794,-0.045656519981364364,-0.027875404393546504,0.014418133994852247
NTF3,,,,,-0.018473296958472885,,,,,0.005420707702783265,0.03671392762983084,,0.007449300305333404,,,
LTA,,-0.016561672878293455,,-0.017054206867961958,,,,,,,,,,,-0.01652103132872563,
CKLF,-0.0006864786068082353,0.045289587064505,0.11453728968341488,0.00880799978159767,-0.013986831239632257,0.018056059949168406,0.01567324699484108,0.041017893737129885,0.052048449031136396,0.03560313403342922,0.014864760787346913,-0.045363204206453095,0.017103746887709544,-0.0471232475156919,-0.018820273162687105,0.004722564385455193
CD24,0.017839011516997044,0.01724795190926208,0.0719828788654828,0.03365423953073171,0.017124258858815723,0.04859166473930393,-0.011132391984916869,-0.07946721111696538,0.14667858501887593,-0.019838635942839425,-0.04383960142911315,0.03114657765951439,-0.03433264081209317,0.030243510136159692,0.023981868546962652,-0.06828799094417833
HSP90AA1,-0.016311723719500567,-0.023490378579950632,-0.13107817000658342,-0.011816257619142408,0.03518001578196347,0.027533364154647695,-0.024794334093974944,0.018185466544494037,-0.05913121995685633,-0.06166984634378223,-0.06570594438460522,-0.015589439068068141,-0.014089831184286437,-0.05918054864348006,0.0415574218130299,0.006410858298002038
BMP4,0.006170815166611505,-0.026664134468911294,0.024555656410532697,-0.04891641779965554,0.0017223284948995415,0.004064207036238547,-0.041184285949844,-0.04222218222964161,0.05596236328630479,0.03139141954396241,0.12648727900461132,-2.7262405218429935e-05,0.04691185558057422,,-0.04901689897858997,
SCGB3A1,-0.015334069794675415,,,,-0.009653100294497912,0.013248313718406802,0.02602485152531294,0.18547814654691663,,-0.05885452857318268,0.016904530365152933,,0.029622308319209745,,-0.024326576459484193,
IGFBP4,0.01629176716808139,0.01899019097642953,0.09943695633782328,-0.056371190352858126,0.015418893199135664,-0.010618282965012152,0.04526966541076385,0.0086616289171484,0.07029787334750376,0.054837057162743244,0.04908514884467605,0.09172384945891565,0.027314618886376964,-0.06459510467962958,-0.061394462427969206,0.028284134776409522
RSPO4,,-0.021766857060061907,,-0.019835080821127213,-0.009653098882513625,,,0.04483014484115915,,,,,0.06688589271086688,,-0.02178951095158823,
LEFTY2,-0.0013788890112277387,0.07223908823825696,0.09436757054081304,0.020474918258619048,-0.0105847409846695,0.05214238772302719,0.061162430211723566,,0.013875662156779956,-0.03984993907278895,-0.008462485957307692,0.05806800939360399,-0.006633274741719928,-0.05810787561894326,-0.03801497078103394,
PF4,-0.01590663593372711,0.026372698382460917,,,,,,,,,-0.011848508789427108,,,,-0.016521027505636436,
ANGPTL2,0.009710025446536822,-0.01209980859307399,0.10796021484828368,-0.04008950221966966,-0.0152435002107473,0.08095914874337613,-0.04163478307509121,0.01618833879653469,0.08826538909193596,0.03095707860414728,-0.008400100802334665,-0.007711463752586622,0.02713428821930071,-0.0013259032268590062,-0.032524709028731266,0.05309800292199493
LRIG2,-0.058260328653028874,-0.0011016981292826513,0.06171062337101141,-0.01429618213536368,0.01853725130538748,0.0669963439939959,-0.03450028493976501,-0.003156734330118249,0.09448430565948793,-0.018564690141775208,0.07024980903443134,0.024259273330311287,0.062141450101115,0.04610448465390956,-0.01614068537192011,0.018181268173161676
ICOSLG,0.018466588770929916,-0.018919276758715742,0.032244719277747295,-0.0011097433208190775,0.012897656452958746,0.021427255815556802,-0.019397037946532438,-0.010959007460694751,0.06701149392310513,0.10297513698032841,0.07356121058025406,0.07132913816597222,0.03264948565966059,0.06435333933956505,-0.0008031214050151092,-0.005310831101723205
WIF1,0.022062054334091506,,-0.05050444424558991,-0.01530626206223573,0.09214017465405983,,,,,,,,-0.028645886217120616,0.013587413249131776,,0.0025543152625195527
NPPC,-0.03242215364540949,-0.027853539788115923,-0.007126046171971176,0.02678335938952063,-0.013415445128380336,-0.03399086949899098,0.02163520938477723,-0.006532718356150928,0.02809854814131583,0.03293741301660133,5.1248412550441286e-05,-0.003771823696883485,0.01216165704558785,0.04343546601063921,,0.005610522142352174
LYZ,-0.028530922649563136,0.008194418206476758,0.09430840319662429,-0.019797418228043234,-0.00873789745699098,0.05899389926046379,-0.08582839800174075,0.06042777353155317,-0.0028041472456542087,0.045374455203677076,0.09415055920875502,0.027492406226710852,0.04486948807295104,0.08010584401880133,-0.026712548485337315,-0.00964130823413669
EREG,,,,,,,,,,0.06653592392571232,0.06454277295711557,,0.03296679935707322,,-0.02495057840540709,
SPTAN1,0.007876915274530496,0.0032451807994996118,-0.007799836509323894,0.07146274818030021,0.03082864430998457,-0.001839255226743475,-0.005786685148240779,-0.04334580661435119,0.04157192988459314,0.008946202730134028,0.06110533583004772,-0.019589094199730137,0.011867295283025912,-0.014119727026048082,-0.0473293852977627,0.05935816900105641
PTH2,,,,,,,,,,,,,-0.04900672979678954,,,
LIPC,-0.019473903359293,0.010780767748650093,0.01526382979388716,0.04317712833927755,,-0.036043837658205714,0.021717548684662018,-0.08050209854732569,-0.06275339211201136,,,0.0093472578439388,,,-0.020888831938419092,
COL8A1,0.0376394448433216,0.02949381254846953,0.09464270978372864,0.001514791624892656,-0.03438603670725728,0.008524778847251103,-0.02453017689538062,0.01953630743419379,-0.021206294671271258,0.04919380673912632,0.13621520959025166,-0.024623235361690792,0.00026962245088161786,0.09868940504436961,0.035459293246788204,
GSTM2,-0.02220261704727496,0.009015489218370056,-0.02734526581247809,-0.028000178070654864,0.05560436525693886,-0.07076974663005953,0.0366939885555449,0.006337816119394879,0.05952119697506891,-0.02634649577033619,-0.018639089274176155,0.049498270815626716,0.024819469992808225,0.06280417066983365,-0.012807784838400435,
IL4,,,,,,,0.002154201713755618,,,,,,,,,
SPX,-0.019710985942677096,-0.02763863373054576,-0.057092786349621366,-0.032533054252082846,-0.013903893474896987,-0.027991997158979747,,,-0.06444097188473874,0.04052087556387895,0.04041771279444973,-0.02089829851519633,-0.009474408680737978,0.03303397669497848,-0.02011813463439941,-0.014879655233925154
MFGE8,0.01635358848803292,-0.012164912207042165,0.0062525140849991065,-0.010922519143734027,-0.03362184402788151,0.03677919178252906,0.0038867955505024546,0.010776686128694238,0.05717473783573087,-0.01515608700194351,0.05541122294855893,0.014044871691329923,0.024976478022143322,0.03930868692900405,-0.02053797540784918,0.02969053856148891
TGFA,0.020381576396597257,-0.0026634051589447664,-0.014914181383082925,-0.018472754355312475,-0.023009658381312,0.08262868284149855,-0.015891581235946122,-0.07168241732149494,0.018765575731128723,0.06743646148417233,-0.0047395430360394055,0.005124685941468883,0.03751368332191167,0.018505807865322632,0.04491936903038125,-0.011425616061445713
SLIT2,-0.008772399045562948,-0.028577766130685408,-0.0205908578469136,0.06533651042607545,-0.0013649862164558384,0.04008107084941304,0.03984421962619822,0.0371548142270041,-0.019155544336660377,0.07226901764550293,0.03211869706258426,0.12122601135024437,-0.04314995855868821,-0.08354173450911487,-0.004830296836589366,0.042967411575253044
PLTP,0.005503802992494515,-0.01009523097685927,0.09245105632154622,-0.011143094551903574,-0.06526948125521692,-0.0014780455662456644,-0.1784839978960616,-0.06427543176662553,0.11122384544546678,0.03605128300451544,-0.03329317213456436,0.1147245107738364,0.010746806973963421,0.05621459272371254,-0.02767131215305678,0.021996491324727217
APOD,0.04434492911584917,-0.006620555639223025,0.06754383216460272,-0.04408714870029839,0.0007521071528172409,-0.05263624588511237,0.004231997325099433,0.06814970809057724,-0.13757002109773886,0.0718483800815209,-0.01865215206506219,-0.08721305244110603,0.019888626323601763,0.011923697058923008,-0.03492299203445921,0.09995144916721738
B2M,0.02136627724319494,0.018346021261536016,0.12173336957627422,0.022581056582830893,-0.04335593693542695,0.02187319310882856,0.01030767802855811,0.033488319267778,-0.01895947977739571,0.0850653584014334,0.006210843346705171,0.04594707046432919,0.041597844982175475,0.07120415634203775,-0.03792870747794694,-0.04579539510156934
OMG,0.018077584679591117,0.03505862947031094,-0.05727170585467681,0.05725599949016705,-0.009194565089249799,-0.04359957838550919,0.024901052736218225,0.0372865648094388,-0.09798732992914552,0.01918061655568971,0.0460028880396369,0.014187409705801313,-0.0006517550151574015,0.09954523427270993,-0.035119313885977256,0.06082849315947431
CXCL3,-0.03928095854140675,-0.012637581701070788,-0.007486722624060786,-0.033601439965056316,-0.010326775364220027,-0.014448097944594574,-0.09719264854944802,,,0.05158771703080907,0.008637619499250874,-0.05181168618974622,0.006802756573919502,-0.05233989804064543,0.018350425221133018,
CXCL10,-0.04464547307218101,0.023072372300638813,0.11299093520894551,0.023738242291814336,-0.01568712761250227,0.08182845591211943,0.06534322637497071,0.07728285733419486,0.018270222233413777,0.03591195246866717,-0.05055098722044793,0.0208154778903015,-0.0421063893946045,,-0.03615148110471421,
RSPO3,-0.020829385468326973,-0.016000674050816222,0.011211401779397948,0.03465037653328758,0.06860620519298653,,,,,-0.02498518210755463,-0.019732405874278294,,-0.015135612663134805,0.015885528171980922,-0.011773898959110457,-0.0009894020829903645
CORT,0.004140387482631669,0.057087271034201865,-0.04398142344110939,0.02151298996566495,-0.02417597020121186,,,,,-0.009508103540255039,0.007128549170716123,,-0.03540336594772967,0.12394686845902077,,0.023107932784698776
NCAN,0.04365721183751724,0.012092358428037913,0.03987067657940069,-0.061262277172395886,-0.037463690445753955,-0.058965997171953936,-0.0029828341078628356,0.17019356553300422,-0.09834519255860935,-0.05499349162503692,-0.012010773642300843,0.039502250786479245,0.010578117844084979,0.07031723771235751,-0.035809374470867156,-0.12637180389877192
PRG4,-0.023060611998028713,-0.0035357133829116254,0.018815306461638405,-0.025348445866648,,,,,,0.0022271175964490466,-0.058194555169800544,,0.07766077859486104,,-0.026671054249939694,
ZG16B,-0.021263726687504293,0.00838805131632613,0.027029298581640566,-0.013551115511609082,,,,,-0.02087342754331601,,,,,,-0.014680784896403594,
TGM2,-0.022723872325884225,0.009576594622998058,0.11719623647901806,-0.0234326275125567,-0.002510110780711913,-0.01609413098948638,-0.05759426206987496,-0.029744777355942484,0.04025614957818807,0.009942482767900825,-0.02154582893466987,-0.018684794834882064,0.03396607300813809,0.05155731439954665,-0.04129774741024503,-0.04946283078737794
VEGFC,0.045968943272190296,-0.02823334384610688,0.0014385975303893048,0.01831646913252006,0.037091691073231486,-0.02973404264604546,-0.029650738031822423,0.11320792880443682,0.010834889172922113,0.0640290218947371,0.02356761859801813,0.022872419350746596,0.07695900364237172,,-0.015810602474884954,
WNT6,-0.010635692411931122,-0.03655285097714604,0.038111805208449076,0.028400089279329684,,,-0.008013675639039887,,-0.037792549468976686,0.02820990797125376,-0.01245959072268559,,-0.0019020064485639487,,0.029617322983703676,
NRG4,0.10854533253726194,-0.02221383458782468,0.03057004139001313,-0.02603388701876458,0.0181100336902542,,,0.052811271665242125,,,,0.010924551194180204,-0.003155872184681913,,-0.011773900278683625,
PMCH,0.09079761248662256,-0.029749776214853724,,-0.019835079863870324,,,,,,-0.028536843255807867,-0.00015927282382766197,,-0.023429071116798216,,0.0409519098317438,
COL9A1,-0.00022925229067863393,0.0028132373153854718,0.006304051933465452,-0.001818892872403851,-0.020448289274594317,0.032569988874579375,-0.07726779056056617,0.042317172326503685,0.02846949986743809,0.034577819685417725,0.03392527652089775,0.07058444981223898,0.04144525309863337,,-0.024510774343893992,0.03784549213184358
GDF11,0.019937520631071466,0.011959592773143917,0.04673954146781407,-0.020348110255915305,0.01292913026371822,0.011860602736207874,-0.03351965843856498,0.026700941779724575,-0.01979651686004207,0.026128179925246738,-0.015231168306149472,0.0395549676941235,0.019715501371947296,-0.03581388161925384,0.01344111912355841,0.046035519136538625
RAET1E,,,,,,,,,,,,,,,-0.01291588494989788,
IL24,,,,,,,,,,0.026027379219050538,0.09428539715526217,,,,,
SORBS1,-0.03785478701048147,-0.04544063934375094,-0.0012526914499593315,0.03502978331913754,0.01393593147925628,0.012555412706110458,0.06514107836578166,-0.001660932589856992,0.02367607553269035,-0.01707173122176459,0.0959437201713238,-0.07019077028761826,0.06169770536011313,0.09657709867472977,-0.006476498343866514,-0.12067379515519566
DLL1,0.01825702006245174,0.028409264778619346,0.03977832557164826,0.05667855109523543,0.04314684100917029,-0.04672929944175788,0.013503378497432862,-0.011405371575241205,-0.03196520860743798,0.0646663825171692,-0.020803094688186256,0.025673902814209646,0.06457322382274003,-0.08049112142393391,-0.006675943880406601,0.08798340666957433
TLN1,-0.01577997102892307,-0.04450248742955381,0.041851468981138146,-0.008540372018707549,-0.00238817150533438,0.004255884603435322,-0.10552273725040627,-0.04806975396529733,0.048884118458447055,-0.011510676673692877,0.010246091050803204,0.07592095983394676,-0.044855912868536595,-0.0036581096294474517,-0.04465863176834195,0.12740968065851344
COL2A1,0.03966150887934419,,-0.023763785873823582,,,,,,,0.08468505673083569,-0.03834819945615788,,0.07193741585611539,,-0.017135002453472638,
SHH,,0.025537132705967806,0.023505125318832087,0.013013657151659575,-0.01108348069531176,0.16463763077977828,0.01181194691018498,,,-0.028537956169200414,0.065044657027537,-0.02373594209843795,-0.0170509603923222,,0.01639038600606084,
PON2,0.03562838415390061,0.03945813124199122,0.05838575692846269,-0.012157003870104734,-0.027434863826759723,0.09877094400270482,0.004737910723348339,0.04574321016308968,-0.04879208827582384,0.06765538539614721,0.02618370130743236,0.07680051689740505,0.028428619197989054,-0.043052759875150184,-0.07749810019429164,-0.07175859779710254
ICAM5,0.004104138853986244,0.04313406746195364,-0.017906618472070066,-0.010458124416126768,-0.02618490834022719,,,,,0.05728079182258306,0.09443126058939243,,-0.023434526768029245,-0.01277735108069575,0.009362818019982037,0.00875393194059397
HPX,-0.010609091876960715,-0.025384648171066188,-0.022528435444591596,-0.02659322432225411,-0.009653099310387585,-0.03503098138665918,0.0003354874859080305,0.04669881887329258,0.043276260584183185,0.013190814865440815,0.01684075561943913,0.12707506252678538,-0.04477570725101121,,-0.027171100797779405,
SFRP2,-0.020386686656397417,0.007594175080923208,-0.01896571004232057,-0.022163713469267095,-0.045088729030226385,-0.021543265294504513,0.0434644014442344,,0.05192850936696238,0.02036436685880191,0.07013418476279845,-0.026470296987799905,0.0331987560586186,-0.033568126985103496,-0.010317889487452294,-0.06288825720692945
CFC1,,,,-0.01705420789863578,,,,,,,,,,,,
CD70,0.0017475603502261246,-0.0476668401103271,,-0.03181206895897062,,,,-0.00556331828809392,,0.00881280977272702,-0.017195948051447467,,-0.0123800475031269,,0.004631963192682869,
HP,0.009651364618968978,0.018301544224479875,0.04777322632873477,-0.04090097702571375,-0.014907024470007475,0.026195367898728433,-0.05402441344506196,-0.004593084416798821,-0.04066591884193372,0.054395217744306924,-0.00046577025558430194,0.032562813073608726,0.03849312770308011,,0.028478907546081945,
CXCL2,-0.00048601398670946417,-0.009007878560012674,-0.0010457903687133324,-0.03190883884619685,-0.01341544407844618,-0.06287329197581745,0.11191594055559718,-0.05341466861473713,,0.07434888802441475,-0.000498075449676499,0.12684576969381609,-0.018078542332886225,0.06116533741020002,0.0755871027570274,-0.06620959673179838
NPPB,-0.019782434137117742,0.009654553630427712,,0.02202082192501483,,,,,,0.0845534023134282,-0.010693275166217984,,0.018623753269253987,,0.19430021336304587,
