,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PROS1,-0.10444495101651471,-0.005999735609836453,0.017594785124092422,-0.004193278286043816,0.05242456924965038,0.06279894640614357,0.07723939809929709,-0.0319929948572165,0.010569615442629028,0.0738603286751058,0.07376992714383121,-0.024185528730367268,0.07557259751854886,0.02577984615827258,0.04963010129321325,-0.0318345014139061,0.11811949559834935,0.10911282300758772,0.03817051025721686,0.051679320536681554
CLCF1,-0.011487066548423158,-0.03299177342644378,0.043766282282675546,-0.02469024288508842,0.11364946047191066,0.06213288269160862,0.1725384306241945,-0.014606849045824755,-0.000664435392764558,-0.07103734187070798,0.020145864226557456,-0.021899410198481153,0.02753279628958273,0.07177042223468037,0.005368506100289849,-0.0117932647373978,-0.005600430331853583,0.027345690045867514,0.01804696485247947,
PSAP,-0.01036724079949393,-0.010925415083654438,-0.007586770888268496,0.0020842858815381194,0.007841285092848519,0.05294799948876236,-0.1225321385393261,-0.027136622551112252,-0.04496728091511533,-0.05580335638157479,-0.1224798781131327,0.04789999276971844,-0.023726317344917484,-0.05226651867806125,-0.010186694636192869,0.006891398288924439,-0.03620886774411208,0.021150936804034886,0.009288404477385001,-0.04360793910151635
EFEMP1,-0.07635760993206929,-0.0321733394314551,-0.024850867429599695,-0.01850894597124445,0.1298750400955123,0.03932510338255256,0.0991174178699938,-0.040046993498961854,-0.010359642943438668,-0.01768265369965732,-0.04888796242763947,0.07428578199087991,0.01046114522491846,0.09853790294402878,0.0193255516082734,0.024332640917973037,0.1217648766704535,0.03440855387511068,-0.04011325000624621,-0.07755227621181832
C1QTNF1,0.00802832943500865,-0.04852659013345438,-0.019250822325799707,0.04443170838396294,-0.03803256619872066,0.07381052319322275,0.03663170498309714,0.004964208101874611,-0.010415850125933459,0.012740196732607475,-0.07404194801632549,-0.028569402398686064,0.014783061122684193,-0.02294180290597847,0.06499823608179359,-0.030872805766550274,0.04254988142027517,0.10033158941878073,0.016759270740764557,-0.02440525710316884
ALB,0.1822669026780436,0.002019057894581748,0.07712031684647216,-0.007808635568802528,,0.10955025732636504,0.026328153575759173,0.030607667038136027,0.03502935735756999,0.002530778596813221,0.08439787716478181,0.09171772915799521,0.06283273650376424,0.03421426178287313,0.059908367314487995,-0.036593721331857794,0.11970591878880686,-0.005534653089701098,0.026180900567865834,-0.05909370594426742
CCL13,,,,,,,,,,,,,0.016692394339584107,,,-0.038464943238609356,,,,
EFNA3,-0.03342758402416066,-0.027347266093656057,0.01345715224114096,-0.012804413392053652,0.024204077653547797,-0.04919922105342867,-0.0632337854975809,0.006361670181345306,-0.030416871443144415,-0.030366360425126644,-0.07228059958532726,-0.04707630402772413,0.03989972240688355,0.059409811276319106,0.023114921923711826,0.06013792111408936,-0.038315104085389885,0.14036435642513398,0.13018305109335535,0.07613190711847691
DRAXIN,0.014701339424712986,-0.017109300386005732,0.0005006061048820248,0.0319157538428844,0.07295200075073148,0.03635601044144828,0.14951716123831665,0.015733409189690562,0.010369845285502746,0.03311442349305137,0.008185969277091958,0.05713816329433753,-0.07100268376322064,-0.016635432571350306,0.012604121462273233,-0.021546813097713537,0.10385694781247465,0.10333233603837294,0.010104680797496664,0.06023086456101439
RAET1L,,,-0.007889568206672103,,,,,,,,,,,-0.035198038777230385,,-0.005188854894904386,,,,
NPTX2,0.06375254054806899,0.060575492417903096,0.045296399683231854,0.023291597352311285,0.06781093926551206,0.021119608275421742,-0.07495262069739934,-0.03262074323390125,0.005854682975234903,0.012410566863535111,-0.09094177066490954,,0.022784302855221535,0.058417580684140595,0.060875108753133865,-0.061384671075780245,-0.00010221152502700485,-0.007353087999736412,0.0010697551168347929,0.08796608849794565
FGF11,-0.0688015831096571,-0.0332896304830199,0.027739771651093256,-0.013596250922746807,-0.0012482022025899352,0.01424752085156585,0.06037154889879099,0.02338420376194743,0.009343565657838955,0.14291725524117396,-0.05205705410731606,-0.015173561703168886,0.002186797173210403,-0.03261429781401331,0.027553524193153923,0.035287727874933325,-0.01329179539242321,0.07784880327969476,0.01586759113837536,-0.07404564062914684
CD59,0.0048552872477945165,-0.006634747191530004,-0.03073059109254283,0.03724284299125472,0.03041855117540685,0.015520245808702857,-0.09624260993683059,-0.03358334790274049,-0.015539986253575163,0.025654506576446724,0.03188458104921712,0.05910890323331973,0.04300642396114831,0.006525938193640168,-0.0030519369906025625,-0.10010482962392513,-0.04003860977087359,0.02439827427724411,0.025919212455995422,-0.015590957602414681
COL9A2,-0.003916055723560388,-0.018665576808667678,0.008157729460684509,0.05143477336013418,0.01947860605639763,-0.0030408433898749497,0.05533305517697573,0.015008591278292375,0.08427741440416057,-0.03932994193905283,0.11990993217984028,-0.032959617313071135,0.113956393582492,0.048205743215083585,0.06984838449184597,0.02543946532713562,0.057962078867298684,0.03612683930270072,0.032033198630097896,0.0159073132414224
DLL3,-0.006986025017955609,-0.0012862371638775977,-0.0027181661046685925,-0.04449216970935244,0.03569094941816197,0.025627671622886154,0.09725618374621824,-0.01959573320189482,-0.03323219159268802,0.0683220319578445,-0.12234697977493343,0.11236534463017579,0.1383386922438777,0.06608844321515275,0.00990551815060789,0.022490031984516604,0.03263762584343339,0.022207724866757445,-0.04469044739926163,0.06610041898356098
FGF5,,,,,,,,,-0.034249861287809595,,,,,,,,,0.03466887501030222,-0.0029210744383756765,
LIN7C,0.04081997916942465,0.06561888427209062,-0.07857486326258062,0.02783742160150324,0.022142415555650823,-0.01069915720975435,0.004718973951657853,0.06797594898097638,0.037516845483516296,-0.02541005332271323,0.07390986199886905,0.025512021421884707,0.03022964862612369,0.021375350278046355,0.05638006270764698,0.019608408537008026,0.0466158324987354,0.07790405860809813,0.010581077266261977,0.05622602686532257
GDF7,-0.01745736283823956,-0.05664328056075727,-0.017666010864731057,-0.03500876391042596,,,0.009480313475834036,-0.01592154925596961,-0.045344699366350015,,,,,0.12702548442045933,0.10382811205043661,-0.027876915702108308,,0.03432942851831771,-0.00022283148574450703,
PSPN,0.04743376837500345,-0.061400599974767454,0.08320249915160549,-0.00945171260071649,0.07255077934564752,0.05771833866737976,-0.021316766150194545,0.030503474877749095,-0.077326045008486,-0.04579624963787347,-0.07262836222594238,-0.07826596202005971,0.03436694498437163,0.07135541462596474,0.023022497903037238,0.0019222220345961082,-0.008028841996224684,0.09570769314140389,-0.016251823342625208,-0.03647513220866439
ANGPT1,0.06910753263636517,0.01875461457601249,0.023894859316375538,0.024683813347252892,-0.007013056940209304,0.05269607910419503,-0.019424681762497335,-0.003202128328396342,0.045939077578020314,0.0303333371714056,-0.05229459194051259,-0.039172331787366566,0.015228767742446308,0.03838788187622574,0.013209591539376992,0.05654627585056847,0.12671681805732618,0.0740605317914278,0.022010552519689423,0.07591259949312675
PNOC,0.13180225101526674,-0.02321718145077607,0.008270899184363759,0.012007556971950252,-0.05141691929512212,-0.006027543554045116,-0.09472528193099407,-0.039743730466734996,-0.013895492039582902,,,,,-0.006063926774386633,,-0.033049222147596216,-0.038775168625011534,-0.0491910815323869,0.15962465712398696,0.14776792193829727
L1CAM,-0.026214921321351402,0.010688199410358364,0.03338205699849878,0.00778475111967771,-0.004064682099445422,0.08183444937567291,-0.020092141800886816,0.0004927761174121939,-0.05256264212381147,-0.0637307705141882,-0.07411505055424045,0.03467914626182833,-0.031941010926397534,-0.04905861019065279,0.011173972526231061,0.06445476941183265,0.022645132867008432,0.09211449653064402,0.051767629977175406,-0.011121182674071178
APOA1,-0.0367685347214277,-0.0060730208108082636,0.024031236277910237,-0.02005103124755836,0.001772479555063757,0.07370364427585237,-0.03713576287636546,0.06026797177844415,-0.029345362377144482,-0.05412297093534219,0.10712399135481405,-0.006307484282038261,0.02136357396876113,-0.003174390338294204,-0.007958983477205193,0.02684224849132905,,0.036969383846647774,0.11858179033267245,-0.030310532582956493
PSEN1,-0.03464670057757453,-0.02944425823044253,-0.01121187516885997,-0.007178832497750407,-0.04852616719766445,-0.039021188452644136,0.0012132020186589472,0.021679470106961155,0.02225434331152396,0.011490955330508168,-0.03261948221046665,0.0008583414731935898,0.0068776748033329786,-0.012238917183008954,0.017381201171159735,-0.025351247718818647,0.020346247686589918,0.0046715879521307,-0.00510789455055482,-0.010682048238216875
CALM2,-0.0066657032347731725,-0.021721670330576263,0.008295840344109335,0.016093814479319745,-0.03338728593571413,0.008497340939216953,-0.09054757498649192,0.015002867100808753,-0.015447706160876021,0.027873293526857565,0.07758744739473085,-0.026360238696919745,0.09709049719749344,0.1395372622878012,-0.01950283817632122,0.049287931566497224,-0.02379373592063736,0.0468742360340111,-0.018475924069635715,0.008098381729722156
CLEC2B,0.007042945624578386,-0.028776512966627133,0.02996235412644702,0.06792989501875275,0.07060756035612653,-0.020871473111025367,0.03497524960630083,0.02031677633798302,0.01213925549012608,-0.046749573538076655,0.04042666583703814,-0.03802355461439087,-0.00772758958595931,-0.0067798541464557495,-0.0048274412304901496,0.02716642538324817,0.051900408309495306,0.06325265872115586,0.06455604583005821,-0.05677033342375765
NTNG1,0.0030623415307520835,0.03086861994408485,0.047054970839930134,0.00911908404452496,,0.04542848282496426,0.0898304209950248,-0.004687999018238441,0.013576503316101425,0.01226373844425643,-0.03991706155697954,-0.03009246976758568,0.07998790119311608,0.08013726672636728,0.01980333029310004,-0.02061320478669892,-0.05294697420026116,0.09170148495218657,-0.006256186803792873,0.09598831329452927
LRIG1,-0.0741534677938934,-0.01425409334751695,0.011545767120652846,-0.04141370800817284,-0.03552951432656437,-0.01896251952794073,-0.0218963803793953,0.014720999756805997,0.05572916581102119,0.0067255484687779084,0.0155292871731432,0.04723814081047201,0.11830226438940046,0.03399704460463042,0.11302153113345782,0.024165049062081022,-0.10670513382772402,0.038131933350322354,-0.059180888741606034,0.07052558901630071
CPAMD8,-0.0153609810968039,,0.020302120982603585,,,-0.018987199408490245,0.014347138045433206,-0.0062841888490181245,0.030330257353833087,0.02277839125479398,,0.2245946861895193,,0.016700932488665627,0.041803180628940735,,0.008631396269204384,0.010222191845598194,-0.024462084118925694,-0.008079936113596234
GHRL,0.09258092708410134,,-0.008395246853348954,-0.014702651258372921,,-0.044709635131894604,-0.034155242541423374,-0.05207178998431971,-0.00694379597715092,-0.03200161082512233,0.01884477588704065,-0.028909843645818563,,,-0.015170620482963502,0.03269962672397455,,0.03867837427568657,-0.0009217646451984195,
NPY,-0.02253515877974175,0.0322605026467064,0.03280965652484069,0.05647409717184607,-0.041596718447478434,0.009860409856808553,-0.048090549768113625,0.06576897328037012,0.1280980195553787,-0.05119476149417823,0.04263656067053229,,-0.08980061845693513,0.05300006336865576,0.009191945870462879,0.05138546172039733,0.06115489908593426,0.10234733537024172,0.0510143574122558,-0.06121263598850389
MMP2,-0.05316482630305203,0.003558214414403077,0.035588415856317876,-0.01021658223952699,-0.06575628334444351,0.01832675079514321,0.07938770068411788,-0.011547664081426058,0.0169376236295383,0.026549229028771822,0.04745031563477383,0.03170241545179188,0.0007492378813690113,-0.0007015227865032795,-0.020205910565731754,0.014474510064471167,0.11443045984755575,0.012071535167209579,0.06512246756635191,0.000792403247051681
PPY,,,0.0010900419468480988,,,,,0.00396821605744201,,,,,-0.040580291561513854,0.029365258501277528,,0.006598624444083611,,0.04494653907599058,0.001358863529456724,
ALKAL2,-0.023003195594224247,0.0077909243020073075,0.020716964251493657,-0.016664950475332226,,,0.04160035413144096,-0.033638318092800545,0.0030529941594365888,0.05323223569647731,0.007383920448543025,,-2.713495186234918e-05,0.001868542388230069,0.06709450637204745,0.026864099296620397,,0.06630665396103959,-0.021074437653553137,-0.0551854005800475
CSF1,-0.02575907764915564,-0.018025580443640925,-0.027136223752448518,-0.04921318615914176,0.0051978459510564025,-0.02603434368947638,0.09676292873520999,0.04314921832805572,0.08872679986744042,-0.04945324426635444,-0.03411573024376369,0.02163060973873103,0.020321360341313797,-0.007943341461610532,-0.004965961163127027,-0.030370740778873268,-0.022525894294663205,0.05787897441122555,0.008014133220232459,0.008160722133599481
SEMA4C,-0.055113254403421214,0.09487379855529054,0.05882255219060723,0.019191751166218587,0.037398118293919806,0.0012864534637685994,0.11721708614710492,-0.01075571955384233,0.05129255969308642,0.07148848559663748,0.027314667880690358,0.012706110128718777,0.058701255773214646,0.05418229278717193,-0.08433233915727918,-0.03758878286520242,-0.039129610991241404,0.05618338556547219,0.06840077437913876,0.045448049962235296
BMP8A,,,,,,,,,,,,,,,,,,0.04784344899183505,,
ICAM2,0.0006791749319077795,-0.013130427597838046,0.04460260849881866,-0.013662109224570066,0.021424472246593045,-0.016040589521647098,-0.02511897492185199,0.012388910251698254,-0.0911352606034501,-0.014144604894386438,0.010929270801719094,0.01738108450674757,0.09194097721565833,0.016875799879173384,0.047518386307649305,0.014933936407531118,0.026191064434032373,0.050716240698279715,0.03327215953262786,0.03257918490902887
SYTL3,0.09190911947640029,0.022094159774096955,-0.020837239528798186,-0.03926003308485428,0.06716257829717195,0.06978905885659993,0.017829516639210428,0.009670889092830558,-0.017885285014597956,-0.011986059373158291,-0.07534238739351698,0.0489381148001736,0.034368105460822,-0.019573023031216587,0.016864658954376055,0.02436234275726968,0.08239735182555472,0.013726011333442194,0.03940178505218643,
IL1A,-0.01784921315715175,-0.00539715761581712,0.01783293091880576,0.008521942724277304,0.09010336121408889,0.07244792816298982,0.013136489499727925,-0.0019050751978349541,0.015268421238565172,-0.05163738375316396,0.0763055135453668,0.0378716451390676,-0.04751743151048549,0.01568252708563555,0.061966910321577515,-0.03567660332309715,-0.04438796191302481,0.034893236487546844,0.0874327453207005,0.2489297813241305
HLA-G,,-0.025699185833965424,0.036556052840849174,,,,-0.0247877538356697,,,,-0.04623435985697456,-0.03399158647727322,-0.02379895442952802,0.05789494784470403,,-0.018151163381233997,,,,
PGF,-0.06657260778411445,-0.018774605162948644,0.05183274136493477,0.030896016353661675,0.07383989022256778,-0.0009618243182659757,0.058483104368536085,-0.01811465317676926,0.03764385631191451,0.015980360043198624,0.08763627605910548,0.07210945458214973,0.09096459105996607,-0.0011580012577642373,0.03654314857121842,-0.06918459672555143,0.012547878686978452,0.10567229063792569,0.06806945954039521,-0.05233298300103286
LGALS8,-0.0417827514811534,0.07040984654143784,0.05942811422538301,-0.011225388332209367,0.009393749783654187,0.03374136364777624,-0.0033373263932728356,0.04276302515652535,0.024317001592983226,-0.062130626246047975,0.01705448360169255,-0.006036104877785142,0.03189700034100121,-0.03765210901437643,-0.013912110603588757,0.008541486772819962,0.14239396128661228,0.05680180470740968,-0.003569697260475801,0.0034930066345463164
DKK3,-0.027543906376348494,0.0004520396487305832,-0.002065190143733445,0.03016606728999106,0.09130997246078429,-0.01792595030103491,-0.13086433426911437,-0.014719903844740753,-0.03916338815311907,0.00408134865816396,0.028583619930509934,0.051624635637517464,0.03663356193932989,0.019814296379338386,0.023672868511602482,-0.04391580308031152,0.0156263562986317,-0.0009267123872712771,0.03347080971417339,-0.06677775965103754
COL16A1,-0.024488873648693777,-0.043680532769266533,-0.011873626702700278,-0.0591018243413193,-0.020430816702288503,-0.023219730773830924,0.031409027777821556,-0.02250871525591848,0.08006552800039908,0.036566066527169094,0.003430430684504982,0.04179051957444014,0.04009607723809756,0.048901466031892105,0.07450905193321883,-0.029681617095161802,0.04559487384694391,0.03146595841351992,-0.0008914715157506952,0.11103005252979596
TPH1,0.07282553235763685,0.09512311295720535,0.008709440125236813,,0.042902069183841866,0.0032880076780973993,0.07126479841535355,-0.019381029199584995,,,0.07099097637496903,-0.03257766921371862,-0.0020475754043181066,-0.03335080856020545,0.07914359454375347,-0.02627705719493972,,0.019812392328403032,0.04614799233220417,0.13594647504344945
TNC,-0.05131175193154187,-0.012456773162953027,0.011184455456152086,0.017092207401702513,0.028636988079026728,0.04807205453450946,0.11327777829537683,0.04568081664776968,0.048610294131457975,-0.026992279268902637,-0.10668550897690607,0.07966981187136285,-0.08279940082916584,-0.022954957653426748,0.042741679094597675,0.015820659182793656,0.16493069271696448,0.09080596921099171,-0.03598476013701885,-0.046481365080989684
TNFSF9,-0.015360973806232343,-0.003263229680169805,0.01936748755193586,-0.04699005572946478,-0.022202881533309248,0.03140668773799304,-0.03008820814780996,-0.03210641372824438,0.02003969277643801,,,-0.0330548165015517,0.05196656241575085,-0.004807738819446761,0.012824127684249504,0.05809489120766962,0.006326335320421328,-0.0004554973153003674,0.01597848231039127,0.013021267147283426
C4A,,,,-0.027691555432184215,,,,0.046385594335778886,-0.04121722290521828,,-0.004765174221663815,,-0.03904123832600689,,0.004164746310512697,-0.028170923668846565,-0.033304746574537705,-0.02727876693633904,,
CNTN2,0.036314440835350834,0.00022206735060017904,0.006389093132474581,0.002688799666572709,-0.006582136354906012,-0.03446605160131935,0.05933387985289921,-0.03772096769171228,0.025352202782371498,-0.020620480803848713,-0.05986611335438373,0.07757260705915492,0.13248321275479205,0.05157750066940931,-0.0821410966945643,0.03032864397237966,0.05607898862115015,0.0819852777420467,0.055724783673906694,0.06273897984632672
F7,,,0.03775423604122423,,,,0.008939187298112574,,,,,,-0.013934379500574351,,,-0.027876918397737937,,,0.016693982280895248,
LUM,0.035844413696343204,0.003825117631876403,0.004165650161013702,-3.861271668982299e-05,-0.033050195567108205,0.0058974352696981956,-0.0006229715633623833,0.001970987599670717,-0.033545885851012924,-0.003514385089393201,0.14394863937648975,-0.08069373676764145,0.03406569513830202,0.04322813063007058,0.07723831534979347,-0.055059010294567105,0.02028787786379156,-0.02909800244154234,0.05100099561605759,
IZUMO1,-0.01467789708756114,,,,,,,,,,,,,,,,,,,
BTC,,,-0.014998842511175774,0.02340449176616603,,0.03472193792599413,,,0.11114689224827909,,,-0.03823464545154593,0.05383076480886232,0.0017516208395066254,-0.05427650371885131,0.07243395933212514,,-0.026447476735149397,0.054604036631558474,
APOC1,0.06985031188826273,-0.006126681132326381,0.021143042657091098,-0.030969346950532863,0.05483251436066468,-0.04104552652402257,0.10178372835671781,-0.047335549032124044,0.028430716401300873,0.017497880461253352,0.02841566097311943,0.08014994011131776,-0.0012847312553844826,0.04483759816063029,0.061077211960639484,0.10221937133126888,0.08140101073135377,-0.011347426139792425,0.04270458256958242,-0.06032212465131287
PKM,0.08895019611144847,0.008809637481086085,-0.019121825291969635,0.020676230848899427,0.04238111751979096,0.020999101158945443,0.04920697239304713,-0.00893762961439556,-0.03561629724168807,0.04563149310008861,-0.06560472061940141,0.04082356631131754,-0.07647277060447356,-0.07852335354382614,0.04609169543234007,-0.017503073273583622,0.06541158655167138,0.11602835190950278,-0.008233027763984754,0.04583647823480951
TNF,,-0.003817944436953578,0.05455390233176413,0.010651801303699504,,-0.0230336564411614,0.03505868793400682,0.00420650398852784,0.09057937757083333,-0.0527363893776858,0.14537914208298763,0.027527635082249174,-0.034540718286706275,-0.02301494579670972,,,,-0.014276287243142354,0.018189712957417108,0.14723709142838806
GNAS,-0.06847701915551571,0.029646766322362968,0.06128499560274378,0.026755004140997272,-0.01594361432041315,0.005596920710839833,-0.08543739962479498,0.03365701727927647,-0.018376719436099323,0.0969069451077734,-0.06154908343777015,0.05590460421645995,-0.037719551644178624,-0.010178336593403654,0.07638399212086498,0.04101649766108616,-0.03733511134650735,0.09991409110230524,0.11590869999288525,0.05098368334125921
BMP8B,0.033980571876496675,0.09094208467077403,0.05487453616988082,-0.012806033983958498,0.04965777544793371,0.04914863538222858,0.06870903071452934,-0.048218463320375576,-0.06838899047781805,0.09008745208244431,-0.0020376169125332125,0.05839696547629056,0.04725286454176204,0.06504289831953951,0.0032701689708032732,-0.06221708079872951,0.031150831666955803,0.05392629609804158,0.04143350000604109,-0.05689749343803259
LIPH,,-0.07749814759123896,0.009894538920458404,,0.03434654990533393,,,-0.03898258624809819,,,0.08078656895710268,,0.021805654828744893,-0.03924279580806092,,-0.026187925926545903,,0.038555737282059195,0.0008327527865803872,
CCL28,,-0.010256390638396548,0.022305387658803674,,,,-0.03330081891064365,0.07151127324621426,-0.007025464407750629,,-0.037545533981347634,,,,-0.04372535674639246,,,-0.03321779358697577,-0.02675659780267419,
PTPN11,-0.05871200845999786,-0.0051956805121007405,0.003611126435917169,-0.013054010554739173,-0.00225254339501538,0.08295737487783453,-0.0068082104058231575,0.004211779989906992,0.0011008538425756208,-0.045479833852250226,0.08513228183964304,0.028512457577218413,-0.06419825606140658,-0.00347870836375916,-0.05676965938362256,0.08706321524817867,0.09162910335086652,0.015407472036479854,0.0012922039203939052,-0.019208927597972013
ADAM12,0.1388836325016842,-0.014675742955077892,-0.05058181580074473,0.10348634100138045,-0.01628993823718813,0.03368371675652803,0.0638430613426163,0.02377655524256819,0.02732942161321628,0.013476314536074696,0.08450735552213043,0.06058391837624529,-0.04228008886877495,-0.00044908329819546113,0.027056999553465178,-0.039668759306890164,-0.039960186358882724,0.016930397114843274,0.03962074409182726,
EPO,,0.060368520432615536,-0.01568525757929823,,,-0.0310558226855841,,-0.040785441744107705,,,,-0.046459218473736005,-0.026635873404210825,0.01151368270783125,,-0.026670741900146205,,0.01083165884563191,,
EDN3,-0.02157267559631196,-0.060314453989915875,0.0569844542540088,0.0035443129814375636,-0.009031290388481706,0.017888598471149948,0.025151590417499706,0.0002467730212420728,0.06594597758416762,,,,-0.027649785429282512,0.007701670760590759,0.11504113451815608,-0.010461745077591709,,-0.023555052347074452,-0.027748741596809425,-0.04760836694345597
CCL22,,,,0.07817112591601229,,,,0.01956093934592907,,,,,-0.04310316692988234,-0.02619720922772301,-0.04445715232412545,0.0278516530330451,0.22129810284989665,-0.004140584493638534,,
CCL2,0.09420576645419401,0.006834056444969215,-0.0059042229641183075,-0.001069494651085131,0.06793616388359357,0.027092624284760735,0.007315522672778199,0.00352874983556855,0.04819465894255791,-0.038673055935776295,0.025919929518342842,0.11910406198590127,-0.03320380711190278,0.07022729016853906,0.02697280214433494,-0.019202414034420145,-0.03772373643897282,0.08419099762490302,0.012502073209665511,0.08448975829094421
DSCAM,-0.048084022625804676,0.06868871668352244,0.049368162448965726,0.05082713058991533,-0.019237260889967984,-0.04889365875757644,0.025643971123203074,-0.025278943831152808,-0.030988697403031576,-0.014394002942440164,-0.016882544743980262,0.15811598281702374,0.03566847032099549,0.07167171075418405,0.09991408004424392,0.06394132394326822,0.05700432964857188,0.043110667598152935,0.062200587549046706,-0.024008378769222995
GPHA2,,,0.1163565801576691,,,,,,,,,,,,,,,,,
ANG,0.02273187445433583,-0.06705940184637224,0.011747311996575924,0.023038824064450864,0.0857848371537954,-0.011650932021960603,0.016124153599154523,0.0010968797404464483,0.009583246069656725,-0.020031070731424808,-0.1253470474149199,-0.025477300885391373,0.017768382403173178,-0.012114563338422675,-0.04491096247896774,0.022888783424020592,0.00127491205838945,0.052330204581121524,0.06973471311024208,
FBLN2,-0.02022703743245493,0.027862024887146137,0.046621457025895034,0.045411372864306666,-0.016823062100886653,0.024240250859912826,0.025432196050874507,-0.04105282374759275,-0.03434754164993774,-0.03745070610923843,-0.08429260598756129,,0.054240738210538104,0.04911308685379827,0.10320114755031559,0.007698676116958376,0.009402532245720394,0.0348494396318524,0.02812053599633507,-0.029655369166214314
VTN,,0.0030206580866839914,-0.023878649686883604,,-0.018463341018402135,0.014604249595848997,-0.026266073266633185,-0.010593772822331534,,-0.015577722456349726,-0.03125473799986026,-0.02983011854932374,-0.022704955636766146,-0.02865924415132494,,0.010026500659054926,,0.0019342985684872877,0.08256954781824315,
VEGFA,0.006699225395770062,-0.009400293220905685,-0.032369202522724266,-0.007936743775213511,-0.05453189647015635,0.01719068054602379,0.15989518478111736,0.04350413171466331,-0.016192931774146328,0.07948570987364958,-0.07589400513415126,-0.018100980519055145,-0.08834211417721001,-0.0859015032141713,0.041868431922285176,-0.02227614985578544,0.11733703506056477,-0.029133179773468375,-0.018593343630798537,0.09229612954264031
F10,,,,-0.039960288761860856,,0.003845546263434965,-0.02802587693639186,-0.0012575075836331103,0.007089888253455689,0.03263977764810207,,-0.03060387371072643,,-0.005471728858138425,-0.024678258099258096,-0.009966794330164268,-0.036548392527602315,-0.01995403961986461,0.07329577339527271,
SERPINA1,-0.0074660467649365,0.04666272134350262,0.05587288732092384,-0.03617763985737805,0.01044610650332004,0.003442092193247322,0.07562900763218133,-0.0011825449314150076,-0.044342835642536174,0.06370039202586547,0.0839725885792276,-0.016370356816039294,-0.05725931461392034,-0.006800125430930502,0.05117865547049273,-0.007274574303693164,0.024392459343626285,0.026887937930122997,-0.04928651549501081,-0.047938992051656505
VWF,-0.04147769926898396,-0.03867977096867327,0.005186861455493821,0.02617229703854243,0.025182329288599974,0.0030807694357966723,-0.017112114041361898,0.04664872572809164,-0.023714535021358556,-0.009981930931921167,0.14106662137601736,0.0876106467719452,0.08777826319904054,0.08124480798036134,0.08623287463332394,-0.04389260671843553,-0.026654131921215223,-0.010061931553201741,0.0066555830784300885,0.08748468737213404
GDNF,,,0.02867237590553616,,0.08304416836364052,,-0.04088416146462116,,,,,-0.020960342314737878,-0.014858862911152385,-0.030620813985396338,,0.09740608020990674,,,,0.1705452683590554
VASP,-0.040091026635886436,-0.050787159680185684,-0.021286389357951997,0.011051735020546377,0.04766011018467593,0.0159555398299094,0.054749719886697364,-0.02081329609378193,0.037645363787738834,0.1434441220132908,0.11137000385450603,0.11325735615375965,0.013331474056245277,0.013184468327725773,0.06120273366744977,-0.03445791631180015,0.10389337644547383,0.08718983637557727,0.004524875755217845,0.022381879050517355
ADAM15,0.03445571465250537,-0.03460362970605968,0.005720666905334184,0.005006648891837122,-0.04514252126287678,-0.005812885102392543,0.11288938758951964,0.00713431724116245,0.01245802291109623,-0.025600781200458778,0.07646140727804736,0.08551712133311452,0.04965316346081293,-0.019756215059309305,-0.009375012053618811,0.020557159234757486,0.019856058024713547,0.012486665681950056,0.027065276340975705,0.058207767173804804
WNT2,,-0.03308731468016215,0.03117026859621989,,0.089910036132876,0.09762856061944052,0.07006374634653355,,0.049116677397205266,,-0.07072197212631529,,-0.01677490272096033,-0.010621114830085097,,0.11982478916540322,,0.05608213668649652,0.07555242265064162,
CALCB,,0.01757043419106269,,0.004200128247519617,0.03756186895817921,-0.04118629398349812,0.02877481812879165,,-0.010586284354283564,,,,0.12632667110696907,0.029613125188173165,,0.024375228468517925,,,0.0384804160893867,
OLFM2,0.0287650399153505,0.011543365054289672,0.01806913212281724,-0.016356883266299735,-0.04342297282112665,-0.0051984504373790265,0.08682445404329213,-0.000248543010002564,0.06737127715660622,0.013514719230200466,-0.05507450635256315,0.04901365154207576,0.039285461316491306,0.07450259025968378,0.11433907884813863,-0.023323900458622496,0.07825466627518672,0.059430862267234846,0.010074243955605282,0.035052838261680236
MFAP2,0.0515973562782114,-0.07236102935287905,0.045488106558516386,-0.005314105528559384,,-0.023708907958079225,0.02841684588922396,0.02620391413817196,0.008932814050861297,0.026690815840595017,0.07013030869057423,0.13276433438230212,0.04313282931806767,0.03864983763389261,0.07967783135037286,-0.02656576242246744,,0.007886330123947976,-0.011243125589343473,
HLA-C,-0.06765252030565584,-0.04063889488320258,0.040596651745026725,0.04892306373085028,0.0702514875333423,-0.03280564515194263,0.03675375793550837,-0.05187924147052798,0.008261360674932541,0.014142786191244986,-0.0402850065073881,0.1346218308538053,-0.002079153409900985,-0.05614718329967804,0.059943336505275106,0.036813679913360965,0.058247541316678315,0.04337061089592745,-0.009030599946341858,-0.017134397133574706
