,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.017405932185677486,,,,,,,,,-0.027143791667493526,,0.015010422211750118,
BMP1,0.01710798710752674,0.11674558898472503,0.01569066159090019,0.04030422271095828,0.03043347588976728,0.0245324713070525,0.01575600714049207,0.00395168595272614,0.013177999362553094,0.03113021649159081,0.041231769353933405,0.052226300443720716,0.03486357308029442,0.02106489589542408,0.10079089118553639,0.035267038692034215,-0.013136342560645376,0.0554963032622172,0.0003879418629187741,0.021273993504778637,-0.009362960412466332
NDP,0.04686298507864331,0.16028838712487803,0.04709057763844406,-0.03164171751730541,0.18798975341700636,0.03955287573626807,0.019859173424754236,0.02449598266519285,-0.023707124378069332,-0.005127947775290494,0.016131732985907612,0.10903409465082992,0.028566352822393542,0.011457036428089738,0.0576873803350406,-0.02829074539020773,0.06586566431775373,0.03444207360334396,-0.0015765340420051102,0.09182004445379358,-0.07078191422130158
TNFSF18,-0.010647831830829494,-0.025435578107144335,0.0005033647118490575,-0.008208243286315567,,,,-0.011239797760436036,0.0034114958337573575,0.03238365470661696,,-0.018905762694978824,,0.042501978736736154,,,,-0.02799291323062703,,0.023386789966997078,0.02153323265504275
RTN4,0.032803118128220746,-0.1257541641631689,-0.048991681863894666,-0.03753739126932967,-0.013550550304200585,0.022887815299579384,-0.048255124250656145,-0.03999748993043526,-0.08834920412090697,0.01741811612540727,-0.07142342495703834,0.019650684431349586,0.023230102073909645,0.007006334334746801,0.07017295776165258,-0.12421585491945226,-0.07928065807288963,-0.08530560022850359,0.03007976354192718,-0.015462236740288729,-0.10296525194593405
HEBP1,-0.040955785356317075,0.06362012158008015,0.06698525170619445,0.04531834473893603,-0.053133805498566486,0.01869208694408717,0.025412762984820307,-0.04863372541993369,0.061093364777087114,0.01770381324878584,0.03802611132937255,0.061078282699820324,0.021006020381596064,-0.009740672349090458,0.009625573902959442,0.11130004809098346,0.07585167467768313,0.054164699917433945,0.03595978687950356,0.11705478876890636,0.031562387469520524
WNT7B,0.025010618330363624,0.02594524387113142,0.07109563280482414,0.02598383611778732,0.051516247621245126,0.015203852203436478,-0.0007800094472026172,-0.021377076425267677,0.10275389184111887,0.035533858281912314,-0.03516041779052493,-0.04244624019508629,0.051391249553855656,,-0.05008426734289646,-0.036769344503521324,-0.009248092828061555,-0.03182295251369291,0.0943581378536663,0.024445246173623442,-0.01990945351457716
PTMA,-3.001048837747614e-05,-0.08761261645597344,-0.017201996638054627,0.028889726870438913,0.04864495252548761,-0.02005335107025584,-0.01725528775359043,0.00835466297873325,-0.030576811073617278,-7.927647804394421e-05,0.03624319847203488,0.03174989690108323,-0.02176081333160799,0.019049759864903835,-0.06364305163262683,0.003897140444831645,-0.08624846620614085,-0.07529855468480562,-0.0007657183128649593,-0.06625465937234624,0.038306243913439474
FASLG,-0.03318025565602556,,,,,,,,,,,,,,,,,,,-0.009869631443093817,
CEACAM1,-0.04607107536161047,,0.031166099282160954,-0.019612609508652516,,-0.016242158651692287,-0.02578960753065509,,-0.03401355721863435,-0.03884270321589706,,,0.02148355692487057,0.0236683016453878,0.004351173716061374,0.04346155773332458,-0.02246758589272889,-0.04022289381271387,-0.01822827754273522,0.01900965789636908,
PDAP1,0.0013283132239181306,-0.01847463004634977,0.03347123316610189,0.0423948272641806,-0.04120815101063862,-0.022358138863933875,-0.004693945645550286,0.06507179958333968,0.06275986907588181,0.00951985789957164,0.0018260971589384664,-0.042071239789901974,-0.10494384307460772,0.042460842653897664,0.045473445266381154,0.020808841320719307,-0.07837418070389894,0.03751239435481037,-0.026030875761493336,0.06775697949865386,0.0189460505707019
QDPR,0.008928174072579207,-0.009036104720477,-0.006733236937815593,-0.006702245828024333,0.04835642142531302,0.08079979639206633,-0.0579530796145353,-0.027364249050409826,-0.09455664740150942,-0.03461722769227373,-0.0393538414019956,8.647905982715328e-05,0.16843492024612647,-0.00302052478257361,-0.09668418631943443,0.04616669608219347,0.09235797626432624,-0.08126553237765442,0.04186346254855348,0.020493698848296965,-0.0794423421216184
POMC,0.002511169392854925,-0.035599095041958864,0.028298238302234695,0.013045563333059342,,-0.03382175830523219,0.04033106971466398,0.03800635046225715,-0.0040339727292543395,0.011346802505286056,0.030494668301408977,0.016949295169929966,-0.08522932130680906,0.024745339115897984,-0.026547982058695244,0.0421195682320474,0.0552805910161644,-0.06789173007550929,-0.029819067490723734,0.00929823467122526,0.007335811142149079
CCL18,,-0.0676516259739012,0.01374458189219438,,,,,,,,,,0.11331330410912308,,-0.031846447073730674,0.03858134245206308,0.05288220293047133,,-0.032739442210070205,,
CCL17,,,,,,-0.01789083674771925,,,,-0.0031774473761075465,0.009488158223797706,,,,,-0.02773593319094421,-0.04986120009125123,-0.0357875213519461,,-0.03155050439747225,
VEGFD,,-0.04298431932585949,0.04033404330091821,0.007551522683366446,,-0.00717230831485786,-0.024674036325242933,,-0.02915960544378664,-0.03281706489754286,-0.01397369341409574,,-0.05960486341133501,-0.014621886124377525,,,0.02435222418866524,-0.037744789232216205,,,
TNFSF13,,,-0.022814948347963427,,,-0.011309548562565453,,-0.010900259073542525,,,,,,,,-0.016464120909658833,-0.00644844898423657,0.09509436787314288,-0.020469133975117466,0.05754635167859641,-0.044800155554164424
WNT5A,0.014929142333585799,-0.008605371762236252,-0.01373946740964089,0.031895799020544006,0.049904561430087355,-0.002956921731648258,0.016788427348009494,0.03407309714932416,0.016911129799142714,0.04804956597653847,0.021030971793559044,-0.02784323037264156,0.07549672001280253,0.023880632443421708,0.022922902556721213,-0.015416497706758736,0.02270432839277989,-0.017486487455736915,0.030902625127307647,0.02458761399860678,0.03679585089481569
CXCL8,,-0.15295833580525353,0.03463914204864275,-0.02630286748439458,-0.03893693074203082,-0.009255516505012986,-0.04320380576357647,0.10391478498431632,0.011709556117714275,-0.015263649630533114,0.016661627670673564,,-0.04841034993534082,-0.04289412013119697,-0.04182035005377319,-0.07526835773223224,-0.18657181736328549,0.022674768009113347,-0.014471263805275076,-0.038426997937870785,0.05614455664145743
GRN,-0.03778110674576266,0.04740545740457458,-0.023792029094143786,-0.013902044056598777,0.06189588975429665,0.023096041699993696,0.05893752100002636,0.029806665931580784,0.028527348381421413,0.06010225473601798,-0.033750398960159356,0.024362891318937395,0.0867293898175093,0.020886131308392803,0.15027307418369992,0.06431275359354316,-0.03547454063696403,0.019944591116141015,0.010432789878621038,-0.005899336212603885,-0.04915281678261473
MIA,-0.032629818738045706,0.050626374099592496,-0.031992598989728525,-0.011957989615366524,0.09729211561003069,0.02159110178021012,-0.008056174644529582,0.07252703593871422,-0.019151668589655113,0.010056257026290507,0.006274503020228092,0.09266666674911948,-0.07649112648608021,0.06846730205946971,-0.038482265941343824,0.11852910042955374,0.1610686228193168,0.0902488726991378,0.019198025379558212,0.06351387051226184,-0.012955167751959125
COL4A4,-0.025154268919518726,0.05699793201618414,0.003480074987795321,-0.04201276244722492,-0.004172514154081017,0.007132330226691113,0.05641725869419009,-0.010371114930496904,-0.017152254210759603,0.05534523603824818,-0.01723298858621797,,,-0.08979778971407165,-0.0402638596277688,0.08409032359622402,-0.024736148033505097,0.06901119496048835,0.03858134220912299,-0.04572427385823034,0.04283482912986973
TAC1,-0.033180237604013695,-0.07447621775979202,0.01917230542862525,-0.016689470161072636,0.07945050051380231,0.02562638554607083,-0.018767453857506423,0.04299437564888432,-0.00348600778567452,-0.054708020846285385,-0.03518431551973424,,,,,,,,-0.031448971678356315,-0.02001886822310946,-0.049851662306188774
RARRES2,0.028268876576521287,0.03806133587054932,-0.0028948888231577147,0.0073116347108154066,0.0006527766336554505,0.042546181502885076,-0.022572960041190915,0.019403477931024458,0.061199412621479383,0.02794064459259031,-0.005987912589830862,-0.012707710163141315,0.036435756452829635,-0.018549333035777254,0.024566898454429116,-0.01676021647929453,-0.07707466724988979,-0.002562300542631006,0.03363412068595429,0.029703527665433445,0.01846268571445394
FGF7,0.04500352454209182,0.08158351973397847,,0.06299844628013154,-0.005418161457510965,-0.028951622391739706,-0.014583643546075433,-0.029725359503102487,0.06422591046748218,0.08122572535308713,-0.010913164367123931,0.0376669440499138,0.04512345204680525,-0.011286625994713287,0.0187998477999916,-0.03571727026114447,0.042140724626404426,0.03132601788645127,-0.0010108650105626824,0.04272840357926572,0.029375393074041158
EFNA2,,,,,,,,,,,,,,,,,0.04909178445077634,,,,
HBEGF,-0.015316269617782022,0.019515165678827134,0.03118097798878146,-0.0006242417372197408,-0.017252229796051986,0.030786777560846856,-0.02394493641874953,0.008252540236911913,-0.005025904876406986,0.007675573709135819,0.06369388219192763,0.054710195559241996,0.05328234670678683,0.11396141358171712,0.022732175025349067,0.022189532447690168,0.003731795157927041,0.010893280376433691,0.004665411481690126,-0.06401797843650313,0.0791510760831584
CSF3,,-0.046509456849987585,,,-0.03296887826137892,0.03992101922538485,-0.08220738710640313,,-0.01814675481508595,,,,,,,-0.019202836423488277,-0.11907950693388414,,-0.026132725815904687,-0.03321781389076054,0.013317973667215353
PI3,,-0.0025170471501795018,0.011936158769977391,,-0.046619388807104034,-0.01767371358547462,-0.03076978833944171,,-0.020433485433025506,,,,-0.06750109038012142,,,-0.12376670468081734,-0.18183533378651295,0.00408821130533656,-0.0596317266024066,-0.07217127404781704,-0.04571319159484523
PCSK1N,0.01547116918417566,-0.03459883662149493,0.009713921546131208,-0.053901152736336284,0.04866084095060884,0.04626817023792922,0.01684608442571682,-0.02314393033733338,-0.018730397058797737,-0.0329008520532955,-0.07415647254711157,0.030800090328596937,0.05230396196510758,0.01920119783716329,0.01930679378528619,-0.07230011764837393,0.028714898121822978,0.017608339950828666,0.048895499644096126,0.10050684771813782,-0.10135852227983945
NTS,,,,,,,-0.012691343231756051,0.015944515312675045,-0.02230454456564396,0.015512663725595136,0.01642232151090142,,,,,-0.06470504493023317,0.0854121169584618,,-0.019936604982012315,0.07814574308569174,
SFRP1,0.008910594714310863,0.08223743073229584,0.04628335745757539,0.0015252626510659424,,0.030792804148495882,0.049239025350059196,-0.0009248269355674442,0.04519232619507766,-0.02338361402433132,-0.030194283467821693,0.05932311535044218,0.09771328378835119,0.002986750523735805,0.13956573587487306,-0.02603451088243169,0.04530354407710476,-0.009849579694981285,0.04466663739236264,-0.028733293271496534,-0.06672190266213819
CXCL13,,,,0.009986463001798706,-0.023939306587494078,,0.028046374034634013,,,,,,,,,-0.018012701672554206,-0.0646240509963925,,0.049789683360431075,,0.10587853742409653
MICA,0.08077684886910796,0.06114409954378686,-0.0024557044488773996,-0.034053096020701494,0.0773595275692002,0.0062770320922505085,0.012361052379565484,0.015904859044895147,0.025075593953651783,0.021545179667789235,0.05129966797740298,0.0811770341069136,0.03861607895519692,0.03866071068604387,0.04542862529043172,0.023162368322596213,0.059776797053802434,0.02471115212446458,0.0016348953892859062,0.0372935953058687,0.06872195654287007
TG,0.025323665937959212,-0.03595258060520427,-0.04760995167825735,-0.001701269549157683,,-0.02251162975115759,0.02489494141028828,0.08585511155599808,-0.021901509508395898,-0.021694140944331614,-0.03855042496602697,-0.049411136781968644,0.07931906735571036,0.08532750170426427,0.045590143756574115,0.024973864460504758,0.03805019135627102,,0.01382939962028073,0.08105289833065137,-0.0030726493214814823
ADA,-0.028262925821242832,-0.05911101186717528,-0.021404875182367382,0.0398667462038118,-0.06505134816877604,-0.01658245268098459,0.01643055073792583,-0.028549634090201552,0.0876344016572316,0.0005345386397924925,0.04157598709886511,-0.05472585843098246,0.07913456875773957,-0.027148776050002127,0.01845510915499895,0.06369736019703952,0.11648035107897531,0.08678113758425664,-0.03405384029565614,-0.00669809004075158,0.011006665086921082
LAMC3,-0.057085827636469806,0.0137987611877875,-0.05349932886242119,0.009728112489057316,0.06244547201022721,-0.0040634580188746655,0.0018239979918290503,0.08377464033057758,0.01913682087159795,-0.004878788310249186,0.056573223723479185,0.03828856472229981,0.011011981706203544,0.054598768512691964,0.06897703127530824,0.029939269379851457,0.07837450197080863,0.052622473434351676,0.03153297876462111,-0.020216723403484183,-0.016057804054701606
CCL7,,,-0.019230867720536587,,,-0.023434662323544863,0.006268838719663012,,,,,,,,,-0.009377513222745314,,,,-0.011135178132875772,0.02917776197574424
NGF,,-0.020176206579716433,-0.00145968350748104,,,-0.022725192653556166,-0.03947732916384204,0.013085080030869733,,,,,,0.05407261176718932,-0.047325830982064616,0.1021817155907655,0.08682273503260753,,0.010682826938583093,-0.050899319635810916,-0.01407652994985705
