,UKF251,UKF266,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
IGFL3,,,,,,0.19605457720051025,
BMP1,-0.008204625593920668,-0.04369232475701194,0.10971386333935759,0.0673101775776535,0.019563597272499716,0.009389223070385826,0.028685736514682487
NDP,-0.0025191006204767882,0.043102560249242826,-0.04011760893919631,0.04694231500523405,0.02630810456298226,0.15283590717937645,0.06377152868031617
TNFSF18,0.02000035002002895,-0.011833027933673494,,,,0.057861195843726246,0.004904573166559058
RTN4,0.009334624162394415,0.09999894566072914,0.024318978021171545,0.013638379614249125,0.044401619971931934,-0.026752169446721954,0.014339360159419869
HEBP1,0.05397131050154951,-0.008217734104524303,0.01703017779113931,0.015571738201690595,-0.023570297298139677,0.10164104076392314,0.07426501353536984
WNT7B,-0.022339492349569983,0.067202215430372,0.047186898928778205,-0.030969220438578658,0.03631581244365509,-0.04268944955508869,0.15688317237323146
PTMA,0.012365203580419391,-0.11099192139062196,0.16503303239073014,-0.060336297752780196,-0.011572424907024252,-0.05662119793102514,-0.09886643689015011
FASLG,,,,,,-0.027589232412258604,
CEACAM1,-0.01714421674830578,,,-0.01735358167150305,-0.016893061075780286,0.07295751266996943,
PDAP1,0.02076969134606068,-0.0011558201544498612,0.079014428934828,0.03176351990753905,0.03658450165861485,0.1134890787139292,0.03430195578484956
QDPR,-0.019106540655494723,-0.02032506359734432,0.14607594176359678,-0.038065449721487725,-0.0052593189172377664,0.11506935759834247,0.011551374196934597
POMC,-0.03046253792886596,0.043442718151007954,0.06489411181354751,-0.020375412898996074,0.005054666115008471,0.012483551396823483,-0.03869466157848676
CCL18,,,0.06374790669759973,-0.03175684158950714,-0.041251736494846925,,
CCL17,,,,0.1263845530471319,-0.024386194199699892,-0.025006540369641533,
VEGFD,-0.01100127129521668,,0.029977776677139415,,-0.016893061075780286,,
TNFSF13,,-0.011475568586787709,,-0.02362396967134586,0.003932989216480989,-0.008893561501317832,-0.028019685848431508
WNT5A,0.04352859161212484,-0.01082038908536985,0.010242840414793388,0.10930444266123757,-0.011164009439013323,-0.0030077996872864047,0.00632495315010676
