,MGH258,UKF248,UKF259,UKF269,UKF296,ZH1019T1,ZH1019inf
LEFTY2,-0.025864712937577285,-0.03689969897857042,0.0058985186626175235,0.2011338953794422,0.08939624592576718,,0.027440664481370253
PF4,,-0.016816080566344233,-0.01331635781356446,,,,
ANGPTL2,0.04039974380607818,-0.01198280214083796,0.017968815227602287,0.22108624510668942,-0.03638667097509109,0.06984024095965104,0.027607683455714568
LRIG2,0.03306253592594927,0.05292747160036579,-0.03498820747714144,0.09692727835533249,-0.027743352812120883,0.0637090820638169,0.0176744288058892
ICOSLG,-0.010966844234697024,-0.027017992209107503,-0.03597990066448777,0.075721446076735,-0.013573118739879837,0.04025881555733272,0.03712628831423708
WIF1,,-0.030257807505420647,,-0.1760517960423607,0.05875110747915571,,
NPPC,0.04076007157655203,-0.012625408117403761,-0.020656954868239423,-0.006690029682449934,-0.0234576228906119,0.09675910939220383,0.0030186390947348684
LYZ,-0.005068392043241437,-0.04286342896084463,0.05644026214485165,0.12415306078262445,0.0741047500767388,-0.07684877560375282,-0.0030689759116422303
SPTAN1,0.031670420277114295,-0.020789397725129558,-0.0670041770420969,-0.1135494389463902,0.0036088838156612324,0.041068969957500714,0.10155764019571563
LIPC,0.026214821052697044,0.012291201319259521,0.02472793154151793,0.05869901022127786,,-0.005920266558166548,-0.05115927125541047
COL8A1,-0.044562578372539574,-0.013825234455389131,0.05672790219101906,0.12348711382624403,-0.0090794415936398,0.0745449252149223,-0.00428822003201032
GSTM2,0.018925130565699163,0.019666884846710947,0.036597915239679854,0.10145653342975601,0.024654312848047304,0.004347476688200142,0.12813439237342972
SPX,-0.007959172164937071,0.042150194035050575,-0.031033952878996334,-0.08143176344500107,-0.03477161512868494,,0.07389625647214054
MFGE8,0.030235248206127233,-0.03434705346640171,0.010264694702667379,0.111912441071534,-0.05413530353494059,0.0020168533455205305,0.06603337622432892
TGFA,0.03220222462529594,0.053963405175525184,0.01612295150474068,0.11156302039155833,0.005817561082763186,-0.019279792749708896,-0.04300035198421331
SLIT2,0.044288016807565916,-0.03704012014711261,0.09067595187880292,-0.05652425813014247,-0.03415503368034502,0.04549959396053794,-0.02815852830076254
PLTP,0.008561687670642942,-0.0033553862770619326,-0.015347336209645235,0.22508888151645384,-0.0017964289177443786,-0.01619972823535043,0.04855472085427807
APOD,0.028457200025026098,0.007746467930113836,-0.05911126514015719,0.07616688934729482,-0.009524867860616152,0.04077750261871683,-0.0766987716596629
B2M,0.08609733849757938,0.013101188819147161,0.06821895520615913,0.2746743876799027,0.050382899698470957,0.01773963628743438,0.007317692852649798
OMG,0.02062420684765734,0.00881507198635477,-0.021959134793575915,-0.08358533500885654,0.03716227286229243,-0.018496672845819295,-0.034260803932014486
CXCL3,-0.02103693337829799,0.02778612959781449,0.020222502489106547,-0.022854857679100303,-0.01805691871210992,,
CXCL10,-0.03840514975592743,0.010897800469428577,0.03433478381218308,0.1798539678502605,-0.0274297811402856,-0.08362320273505594,0.029667118650335167
RSPO3,,-0.022020282958771044,0.07840492139612618,-0.059100876496356626,0.01989164458776899,,
CORT,-0.007852563468965346,-0.03385440568847105,-0.009490644196151046,-0.06022726957165043,0.07762311222989253,,
NCAN,0.05483650258773966,0.04696365304691811,-0.0007391977317649297,0.16419334792158072,0.03626653424978999,-0.001247163745635194,0.05425309169671527
PRG4,,0.04639938370009323,-0.015262648230167191,0.042896514004415055,,,
ZG16B,,-0.02247945716539781,-0.0008079711478931601,0.0275826947356742,,,-0.02311625927638707
TGM2,-0.00431117050604617,-0.03894162847364642,0.04462589868548918,0.08002954006110406,0.013514975408732581,-0.009746361933177518,0.0013301332998779528
VEGFC,0.008858687392935981,-0.01899142257152869,-0.016283522970700546,0.07458351805792773,-0.008870579392423623,-0.04310628022920332,0.1674082329253916
WNT6,,-0.026155735483034757,-0.021110207764621233,-0.0009132237265661493,,,0.1019417853399775
NRG4,,-0.014930697685879185,-0.018575341099282713,0.007539139416571037,0.03211275571586076,-0.05095158256326051,
PMCH,,-0.01720843259231155,-0.025737944768253262,,,,
COL9A1,-0.016680322393513664,-0.045094955427750875,-0.01940058804343471,0.07359841188520491,0.004849059428396897,-0.09142312398484703,0.04357182306187881
GDF11,-0.0036744263425594623,0.017785671537162345,-0.0077913161700464825,0.12508164270958147,0.05652743989770161,0.02860492645842636,0.06248085676310846
SORBS1,-0.021615758717054102,-0.02290594769276787,-0.05935634006546744,-0.041371981451896266,0.017709810828593908,0.034927767891336614,0.05796911044520597
DLL1,0.05077967644329735,-0.0030990010577463135,-0.008390954412333462,0.09297552349069027,0.01717490879942331,0.0006516650773503268,0.019063396707766068
TLN1,0.058327184803141495,0.015177964726493765,0.007456728214329001,0.1560012500809953,0.05718196426733536,0.04362806076206225,0.05672384260035919
COL2A1,0.05192352398015361,-0.00605410020086799,,0.04476120504157007,,,
SHH,,,0.0025730777480229613,-0.016142332614559312,-0.01938005843100857,,
PON2,0.028714577200641894,-0.008891646677572364,-0.05595265467644467,0.1888046118179003,-0.03632554800770973,0.09775664835259934,0.1323249821535327
ICAM5,,-0.043691422697306366,-0.012753315091775066,-0.08336418628860054,0.02197701017157971,,
HPX,0.0884847606747779,0.023480790468374504,-0.0385905046240802,0.05377108355789808,0.01794972632992116,0.07623012849215026,-0.0012236066598298062
SFRP2,,0.009604036248568572,-0.018063273878377504,-0.037714580634906035,-0.02994141549743383,,-0.020581148084524107
CD70,,0.04258309543808939,-0.03070242608752913,,,-0.03865067671382913,
HP,-0.008557754431105489,-0.04952522826831638,0.07751699711009567,0.049850896289741806,-0.01674757158387854,-0.02909799238453004,0.06777991896446676
CXCL2,-0.036953334520444046,0.00856836481421733,-0.024138499888059037,0.0360235704702755,0.04977615307503422,-0.029539942583145892,
NPPB,,-0.020913473322339605,-0.025507647545801357,,,,
CCK,0.034575855467273243,0.0051272869245210856,-0.03970239714946173,-0.22920682393582387,0.012011173232917536,,0.06993963470030765
SEMA6A,0.0065336180257631144,0.006270104329879445,0.0028512125436712375,0.16357241859542976,-0.03829513639401454,-0.1051168110010411,0.03952883527887451
IRAK4,-0.009835582484626043,-0.012584176106710563,0.02694268617197543,0.13851246540106432,0.0471030166971618,-0.07138428407246623,0.07925858468457714
GSTP1,0.023368728504688498,0.016622974162208665,0.005272503034847874,0.21619061991159413,0.032179371710154475,0.04680177685783569,0.009262213582914177
VCAM1,-0.003699221198919617,0.018848170511653686,0.0285101418949467,0.17141937461554874,-0.029446017115527412,-0.002274011477009846,0.10086340078832444
NXPH3,-0.019755089303210065,0.012651862127472876,-0.016678767388317358,0.09307691103837704,0.037008107673199654,0.006240900624105953,0.10493769396231802
MTMR4,0.026530675843910126,0.001374398502063773,-0.006583377172113121,0.07969961219921026,0.0014300223206449112,0.08305450135223554,-0.01804234912930263
LAMC2,,-0.01641488977908703,-0.03545077279445216,,,0.02645223119595047,
IL10,-0.027133848411315973,-0.034682857823638454,0.010872429030271934,0.026133035651244304,,-0.02814736692990012,-0.021134997671240628
SEMA4D,-0.01403615731404638,0.04022805321121619,0.011207478767791431,-0.0782616329211494,-0.004350055039485495,-0.07327777858376523,-0.0071128529410187024
TRH,-0.02398593185776233,-0.0026463542657162915,0.034226097940833304,-0.0007114903570283042,,,
SEMA6D,-0.011805510817734786,-0.04175876256813346,-0.031403907142028016,0.11220127997918267,0.0023484062811239487,0.0054479739887294655,-0.0641141085447364
CEL,,,,,,0.009543413551558948,0.14787235566664256
PDCD1LG2,0.022557154503165477,0.009828330104092979,0.04768575083334522,0.11107095898849796,-0.012247210042949803,-0.00614676175972321,-0.017408060893660066
SPINT1,-0.05110145489199931,-0.041526815657552646,-0.028710146465915447,0.19197761074188102,0.013326462057700345,-0.009659435525732904,-0.029333692475344404
CTHRC1,0.017003702350489463,-0.038228624700480385,0.016999278882243056,0.13109352090011908,-0.024073771894956207,0.04105266812009031,-0.004451459333452238
PODXL,0.05434958813372602,-5.3072743284150906e-05,-0.005102207929678781,0.22565935013430644,0.007096860877409366,-0.008262035022459022,0.02192059926670239
JAM3,0.02574930439640545,0.05891348572971148,0.007654440965571243,0.15679929111871022,0.00360264151508349,0.06215512687003123,-0.013128968882680829
TGFB2,0.001696482549634663,0.004688027439715495,-0.008490708883629891,0.2257389554214512,-0.006829401300097421,-0.042985081729311925,0.016875581488754732
COL18A1,0.04905958717629027,-0.05815110145943909,-0.027463543007386685,0.21762751582904577,0.038808090174413425,-0.11215143023868508,0.006618818350388999
NODAL,0.015475755132306292,-0.022724302293306315,0.0068408245589742876,0.08222627968238408,,0.029338513820012242,0.07174378237989065
INHBB,0.03575415085456991,-0.006072979924592742,-0.0007869468561626734,0.10267453551789375,-0.004036001975966035,-0.08443698445000285,0.022168416929211496
LCN1,,-0.016414893472504067,,-0.00027824384845799317,,,
ARF4,2.4037985903108966e-06,0.036618720428019655,0.02825641088991191,0.16171124766391287,0.03914113694153132,0.014329229529017565,0.08304061562158974
CXCL14,0.019322090199721673,0.021175230402160326,-0.003259105645994447,-0.0936362277917047,0.03558724302716589,0.053424984239406684,0.027678405802159974
LIF,0.0859771244929499,-0.01805562283464317,0.005695347272102381,0.05841134471630489,0.009175968464941016,0.025167372531174494,-0.05860137071357303
IL17B,,,,0.07017638869400125,,-0.048652471077297706,
MMP1,,0.008041437351338582,,,,,
MATN1,,-0.021552276260118554,,0.06008282755063985,,-0.018563351058397265,
ADAM28,-0.019307640642585715,0.013560991206260127,-0.01353537405107892,0.1432347623526846,-0.04085585162987355,0.0015654399173495042,0.06341292561958478
TCN2,0.030835010573858877,-0.0010672190213123739,0.050317636189101095,0.17799548693813425,0.05210986976094467,0.06477211144781898,0.002657973037320512
THPO,,-0.028083508345974496,-0.022379372789287966,-0.027522940613297117,0.03428908591312364,0.02352887617325685,-0.023843921368242576
CUBN,0.020110789432606937,-0.006103088393831815,0.009323485050766045,0.20598062286537572,-0.0019274085463611768,0.016443173704661945,0.06516013959436058
TIMP3,-0.0010876343251703651,0.10068459885955362,0.05111298688741744,0.1285768579887166,-0.05704245743308528,0.009509399916314372,0.011505458632316551
PIGF,0.09930107274122459,0.0014069511381076736,0.023647279091316652,0.1531956132384354,0.04907679124244555,0.05140422727623273,0.04974132814036964
CRH,,-0.01923200203575579,-0.017889524484882718,-0.06376960303607639,0.056233604541624405,,
BDNF,,0.07651319721953563,0.01475659614276136,-0.1908121562533839,-0.03387346164883858,,
CCL5,0.03862225432547862,-0.0298057022355196,-0.020757721302442675,0.1422195343602543,-0.03334448197940565,0.006939750293651812,-0.015752706231850593
GAD1,0.06737500363212398,-0.034289835603781633,-0.004318284089184714,-0.14306737963889338,-0.018545291587022325,-0.05599315907431733,0.07313468050608044
COL14A1,-0.007466455157661298,0.02365085130550191,-0.005903221972910611,0.06336053430237117,0.015464506670885383,0.09802093949203834,0.03482060299496986
HLA-A,0.004703317281485536,0.0016670783653473533,0.011034197619382458,0.24271662632843896,0.0065731770905798,-0.04204685428979629,0.016716922108056188
CD5L,-0.005938119476328723,-0.019231999810759643,,,,,-0.002179150183108314
FGF18,,0.021239794049938615,-0.014213093421260543,,,,
ADM,-0.02517975279689353,-0.029348973118303846,0.02562679033970563,0.09963774712675383,0.0021780454631841993,-0.05012889656298867,0.04175610796002399
CCL15,,-0.032086888135477554,,,0.031156143211319036,,
GNAI2,-0.043393491428342985,-0.02258756282989912,-0.05474738711862767,0.20915235649725036,-0.024025342525074756,0.02578059928324089,0.05281390858912805
HDC,,,,0.21597518009211053,-0.025348975669891062,-0.060673362575879,
COL11A1,-0.030208545139790564,-0.01655637524263585,0.0026708509445409136,-0.05282024161793933,-0.015821669595512875,,-0.02708252270636255
NUCB2,-0.01498346832817056,-0.0007004270524137555,0.004634867888494418,0.11966500774417145,-0.025195857985547594,-0.0023874117082671184,0.0387203775862154
CXCL1,,-0.012773736121919909,-0.03489162934760201,0.033011525596355805,0.07408414489283512,-0.016036912189422315,
VCAN,0.06044849151406413,-0.011498770331241423,-0.05253762477731352,0.1757567983412842,-0.04081804546072835,-0.025124112666873206,-0.003499657132803399
MMP7,,-0.05497100929011773,-0.028256596536535592,0.008606371737271117,0.003938354546166942,,
PTPN6,0.02524563774765307,-0.010644838401636228,-0.01489443976559717,0.15985100031293675,-0.05420303275703616,0.010233354572587986,0.0708350065978938
PTGS2,-0.051987260449765024,-0.024747653172625634,0.05388039089821762,-0.1443383097966661,-0.010993994905342076,0.043213272724088585,-0.042050522569155424
XCL1,-0.0029914263204844074,0.04416111210487781,0.04056873852476417,,,,
CD58,0.053725224499494455,-0.01680624596853673,-0.0020817226090515052,0.20099940659208193,0.008556252708480054,0.03254142634271584,-0.01803314491398229
TNFSF14,0.010168471423656494,0.011634792124778602,0.05800439722712804,0.03287684032794692,-0.018507985388268502,,0.009812770338944659
CNTN4,,-0.0010401286486419728,0.013122138366765297,-0.10048576054254994,0.03440692534951277,,-0.006475327057656166
NTF4,,,-0.00462348171616835,,,,
INSL3,,-0.018879159880712933,-0.014213090633445226,,,,
BTLA,,,0.003919234441584886,,-0.023635330360936787,,0.016825442938268247
MFNG,0.036350335942894024,-0.00936185373919675,0.04378172441478779,0.15763184491825913,0.03525387100666281,-0.015096504763202855,-0.048503336665365535
ICAM1,-0.004559360904283451,-0.026338738549382207,0.0317940719178163,0.15835815440214737,0.014174988964328757,-0.04124484853885819,0.052939659054100405
PROS1,0.029356973943296893,-0.032229976833075324,0.009106101642159095,0.23381001313374927,0.004224668462157066,-0.02267732428917556,-0.01638374815926019
CLCF1,0.05592045516281316,0.02202277425978296,0.001086338007844137,0.058426930472652704,-0.02701773293747119,0.015673064484439836,0.020154492833055003
PSAP,-0.04702554733358643,-0.051364886013210806,0.07711417617459634,-0.18158749104853653,-0.01968681330499781,0.16372929242483178,-0.009584480880256227
EFEMP1,0.013865867569546837,-0.022634907105935544,0.033870960213370015,0.14891426037625655,-0.02066893400950678,-0.06297330819361123,0.058102704399230334
C1QTNF1,0.006000011488734386,-0.00649262576020689,-0.03576852601500503,0.1287558803180156,-0.041073330664697726,0.04550523767943196,-0.004548440058991875
ALB,-0.03526400166552852,-0.029187673825837746,-0.025233313248545747,0.011409205197865376,0.03203143672028376,0.032544858382706335,-0.012194825461530341
EFNA3,0.04905764968677695,0.019568307193654943,0.006940453728061045,-0.16977347788497169,0.031239814132942804,0.00892608319720206,0.048760918237698146
DRAXIN,0.02087490457858396,0.017873367126191843,0.05532249379697189,0.10115372378857239,0.04967787719473991,0.03448302569440748,0.163365820007654
RAET1L,,-0.014707048899342446,,,0.007668995903485939,,
NPTX2,0.00021181646299397227,-0.0020015424069612688,-0.047055231627509436,-0.22730849960249314,0.02580516916456686,,0.02837271894925258
FGF11,0.060354878131769735,-0.00033513798360387717,-0.05515311805458162,0.22965377625080557,-0.02237618018752615,0.13246175702641738,0.07069014636165889
CD59,-0.05920680620790829,-0.04273009211316706,0.014875063702325478,-0.1452470910617429,-0.06957202484192176,0.008750025351238052,0.005881447750267764
COL9A2,-0.009416209847451716,0.04190887978935882,-0.005961953447710404,0.07042805239437958,0.005434392791477286,-0.0020832312392596577,0.0615301236741367
DLL3,-0.030725045624477858,0.045923361216283175,-0.051332128737452014,0.1285611440855066,0.014938947612955628,-0.027317842058472177,0.07092681586117305
FGF5,,,,-0.040430492686054566,,,
LIN7C,-0.0197678301952913,-0.002849510887601594,-0.001465736232459133,0.056339716880171996,0.008189506194681706,-0.020343128758346953,0.06586405244494548
GDF7,0.08849234039168563,-0.013070618849494212,-0.025360303213018288,0.07799775980288756,-0.01850798466904816,,0.04752676637088502
PSPN,0.040189518542255276,-0.010754201800732862,0.020357660806453973,0.013981992225806211,0.015256512068089282,0.13178203381711448,0.016472678918038063
ANGPT1,0.09131618055627777,-0.03195023828864426,-0.049943439133886214,0.09093237730774666,0.04213129568107483,0.06728633411109564,0.06372450721032849
PNOC,-0.006224358952091954,-0.03251583336324526,-0.024485204129920144,-0.13025499165772902,0.022233042011132992,,
L1CAM,0.0664339724938189,0.016215897689027384,-0.0497226065851646,-0.09709157799240002,-0.0057401042060969696,0.14178178401496644,0.0037393679984889573
APOA1,0.0996315067648585,-0.042008450125909806,-0.008489300411478898,0.03893244066798362,0.029155039986849825,-0.012291730986726179,-0.0444499627128973
PSEN1,-0.01235867156572819,0.0311479373853912,-0.00784407220661772,0.03617402445204336,0.006269131400421931,0.06039199435361125,-0.05820947303738067
CALM2,0.05460754929994447,-0.0021559619348958184,-0.07455878488133708,-0.270724370953405,-0.005278944853295012,-0.006717565997048975,-0.043097409728713086
CLEC2B,-0.012260210333217544,-0.000316449992576526,-4.438268671548449e-06,0.19283837245488417,0.011651700829319073,-0.06859367951861714,-0.009074139791150454
NTNG1,-0.014398283586415775,-0.00898617442662474,-0.02765716045653909,0.12975761100206754,0.039384280213057385,-0.047064682895673435,-0.026573333455672744
LRIG1,0.048485986535149884,-0.04686678071601132,-0.05158680710463636,0.11422506998068084,0.005288787814744187,-0.00993673023412209,0.10009516372571091
CPAMD8,0.0003715000499641153,0.006979588808454404,0.05124175769933911,0.03603188070519729,0.04262023014053499,0.0017141988390030928,0.06637799112787655
GHRL,-0.03406065387592281,-0.029654332570497374,-0.003978463366348204,-0.024893612105231736,-0.016878961843357406,-0.001787775350349376,-0.04634567217704053
NPY,-0.01589569060817689,-0.03478962406757391,0.01998772521817011,-0.1383678060727628,0.0522667863314489,,0.1314000121430484
MMP2,-0.05186141974322481,0.027725461309503645,0.018825358304083314,0.21379352352336495,-0.03410606757155292,0.015492879501867469,0.06269487583966667
LHB,,,0.005540286511439868,,,,
PPY,,-0.011050300674522518,0.021212566056451568,,,,
ALKAL2,0.05556463156924671,-0.02758076001594396,-0.014428871045165005,-0.002106024308660031,0.029374118148263097,,-0.04271470378842636
CSF1,0.04473068046765756,0.011587352833211297,-0.0014063283388661334,0.13682579070847617,0.043124042653555836,0.0612853062418888,0.10314366319796822
SEMA4C,0.04197300373974077,-0.04923202558407836,-0.0002963778773351865,0.028806515049809474,-0.0031364146671021003,0.07382300749122356,0.04957490111037978
ICAM2,0.09169901562673013,0.05927273672959079,0.051584507202605455,0.16074907431952593,-0.01008807908348578,0.057467068586203256,0.07475877576331762
SYTL3,0.05072172507400184,-0.013236198212589865,0.06245814370795973,0.09688826311906457,0.07986037364682522,0.03443731264392893,0.029675683742433297
IL1A,0.05078135097950097,-0.018235575025310452,-0.02410717742618127,0.019363783705278314,0.002611969464820791,0.029512755696858416,0.023311003361067142
HLA-G,,-0.007449385127892544,-0.015464352908232825,,,0.10201007163549122,
PGF,0.04901232080182986,-0.003909477877076431,-0.0036789595605366617,0.20510993712800077,0.007331431774454848,-0.03937433480304706,0.08950444818937527
LGALS8,0.05157127123115674,0.010316728237105294,0.01433241669463595,0.03199919115083699,-0.007810657495344326,0.04627513801316973,0.03765674899038209
DKK3,-0.03065081086573738,-0.012081680175340241,-0.009128559657680285,-0.24221760960431668,-0.0006856189430131077,0.04927133508277349,0.05625540927958699
COL16A1,0.027055883332717807,0.03717207158002094,0.0001161986115246015,0.06538105105394024,0.011772849858072316,-0.011501072913154945,0.0794893869438944
TPH1,-0.004563656634495141,-0.01661663459917094,-0.028141128656117256,0.012456554516728124,,0.10389127228884835,
TNC,0.10510972150008346,0.010316364762536593,-0.011459766357209676,0.2305362240199119,-0.01329307128887367,0.013314498786580952,0.1039219847388056
TNFSF9,-0.02134890159733904,-0.029547978887540394,-0.0030902685242118625,-0.05453743657595614,0.052310435346855776,0.11881654645800593,-0.029087441404206885
C4A,,,-0.00040241840319733233,,,,
CNTN2,-0.006760515675525126,0.01613437056012996,-0.0007585079540632461,-0.04983017987679927,0.046373936155640644,-0.03133247033705305,-0.04795479327617409
F7,,-0.01621077939070953,,-0.036574800373400836,,,
LUM,0.032013966253399584,-0.046464168673945205,0.07402646376662249,0.23808993870982212,0.02184869283224404,0.06290303125076345,0.06397717349312268
IZUMO1,-0.020399551781741534,,,,,,
BTC,,-0.014707042773383906,0.03601964153647912,,-0.0315214842855107,0.07449499336275202,
APOC1,-0.05429045325415852,-0.02057478194513002,0.014850299762955405,0.3554965728244926,0.05719491413711434,-0.0595209540136222,0.13489192533579097
PKM,0.05906265192008054,-0.052804968256738506,-0.01286221176113563,0.061575487748587045,0.02098261607127596,-0.01559266384348243,0.025919321065592204
TNF,,-0.028759097691379406,0.029562019091965368,0.0350247384599023,0.05517572889660305,-0.016855132594880404,0.13142166604537175
GNAS,0.04253593860030364,-0.029363580492182767,-0.009876145061907196,-0.15487547783201572,-0.0007996069452285635,-0.029912342395134486,-0.021115093861824287
BMP8B,0.06980343489964477,0.021439099709379367,-0.02241932829779903,-0.008212926280253963,-0.0163850546918887,0.033466981226678995,0.11516976093247278
LIPH,,-0.016616630508285418,-0.021990884703010517,,,,
CCL28,,-0.023373357800209906,,,0.040097684131577827,,
PTPN11,-0.07098638366129877,0.03815692006437362,0.014244186727085021,0.03101860178086233,-0.006413269934136024,0.007771298212464541,-0.05104403155055264
ADAM12,-0.01565212848423428,-0.013645345095489756,0.03555356779425699,0.08957876593011452,-0.018729623097652113,-0.02299412080895582,0.09212976179268319
