,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01758435541165916,,,,,,,,,,0.04614711738029624,
BMP1,0.01663030360808065,0.042755595521119245,0.0551344069637775,0.09864134332482362,-0.035238427043339286,0.01922695846384668,0.0733020744129544,0.30703369578872064,0.03102647817494309,-0.006939405187118699,0.08407036421352643,0.1138708681988056,-0.023428690346125984,0.1082048854502948,0.02022221567725906,-0.03299779463348423,0.07847321673798029,0.007135246682828239,0.0713601427733352
NDP,0.05234926866007277,0.031754066992729924,0.04152595162391975,-0.04698398271512645,-0.009337030879230363,0.030968209783649416,0.0019173133730996943,-0.018069059423733307,0.046566835683324065,-0.0438899834174408,0.0025162891358116576,0.0882369131457945,0.04476423616932939,0.008327896931309092,0.08910465047440291,0.08885900140290806,0.0010253057504515032,0.06255476593254858,-0.04837239297090459
TNFSF18,-0.02597607660546744,0.01643957257042194,-0.046043672252898474,,,,0.004313954397445116,0.018921248442780318,0.06894254579729257,,,,0.012902768178007016,,,,,0.0847832968808741,0.10928015612087034
IL36G,,,,,,,,,,,,0.03808024999123883,,,,,,,
RTN4,-0.03288144844011252,0.012557083529895924,-0.04873208484703021,0.048834212232364914,0.008840345565521414,0.12101204250132358,-0.09407576434561993,-0.33009243019309964,-0.05644863854998582,0.013847266857857022,-0.008244441162197243,-0.1198682769769621,-0.015412955531083199,-0.003904050608835847,-0.05970865505991429,-0.11454037105733067,-0.06050203832217615,0.02652218479228798,-0.06800312729404491
HEBP1,-0.048430225482670286,0.016466444467903886,-0.0007193625357588382,-0.006727524829433728,-0.015872488355546957,0.06723502616121245,0.058826204876863644,0.12914343298856906,0.03649154287586168,-0.00047174540161681503,-0.008335917014690148,0.03436405757748814,0.060539835914955,0.005850495513772774,0.0371112477521724,0.0462039299538595,0.03831462347838423,0.024848930890124733,-0.022178167381158638
WNT7B,-0.018900163114500452,-0.018132328806830095,0.015882905102975062,-0.061592037098974484,-0.0033354927706146925,0.05807201604690324,0.010301274623822071,-0.0995144072382689,-0.016093234444864477,-0.015511129280451176,0.017982405013748454,-0.03835351539085988,,0.01444392251304515,0.05033280816083315,-0.021088283500428417,-0.01157130280567004,0.029739861542473708,0.034137349606798414
PTMA,-0.035265881999489504,0.06832844895017855,0.05498467173954776,0.1109386842350388,-0.019011433511940987,-0.015943535419772097,0.13361065120157287,-0.2704601501508773,-0.08158279344402292,-0.07168066382181247,0.09359254122347652,0.04827235133583895,-0.120112275663399,-0.15092496975987257,-0.10001594549162382,-0.012532107267560356,0.050684433837750974,-0.051644813395982425,0.06684657899899868
FASLG,,,,,,,,,,,,,,,,,,-0.0122706949018158,
