,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1
NTS,,,,,,-0.024496518812553315,0.05093791270628089,0.030857110105267985,-0.015197497667472524,,,,0.037166276556584,0.023691932383968335,,0.030946234934210247,,-0.021503381580901034
SFRP1,-0.03436422487315218,-0.007362962830329749,0.032157690401562085,,0.019974056480622143,0.0637730477489361,0.03445687745982649,-0.010525948573993683,-0.030938047080338933,0.08128196615342365,0.04564631453892819,-0.018020862629300066,0.11215348156991702,0.0033859494184276077,0.0976143239338277,-0.010910357960725033,-0.06349782736311602,-0.021003697470528306
CXCL13,,,,-0.022484246616614918,,0.005711646936430942,,,,,,,0.02096530223065744,-0.009072997723549223,,0.049915917383920254,,
MICA,0.03746962704805894,0.011865416563441032,0.0107677477841388,-0.03320610658716976,0.10721674778128876,0.024303631574914476,-0.014890568726906165,-0.04403743867007609,0.0030695296887156115,0.041201709020887205,-0.02261741765416397,0.004562263522894111,0.07526185340271586,0.06546137731445877,0.09130193377307465,-0.023598826267607363,-0.014460012657576035,-0.014314905392416559
TG,0.05195665522100728,-0.04256856668982719,-0.028858162919152212,,0.0036318167501202853,-0.024198130346645294,0.0089908666963202,-0.016406610472162332,-0.009388448690196654,0.01977210849295583,0.07315026775169903,0.06430808040982625,-0.013871821112013976,0.03456123919317859,,-0.01633348708651105,,-0.028318404605709835
ADA,0.02844218670830111,-0.015299212231090471,0.017931487038336955,0.012886576274441286,0.006875408602630099,-0.02433665666345264,0.09773876659425973,-0.044379095244017196,-0.019554318916506164,0.05948287684910422,0.04678933152194491,0.01611869162892036,-0.001444496384786844,0.024294001530844347,0.07412493766035069,0.004722177638495083,-0.011124863821876866,0.03780444164661886
LAMC3,0.010386751939275662,0.036259776059799756,-0.005008435589702395,0.05433492213527834,-0.030751186648826423,0.005232308797319341,0.04336452565489276,-0.03644972398033467,-0.06498211489719385,0.016637120038602952,0.1592765368430011,0.030189758401642678,-0.043277865219118736,0.06526447583652525,0.0006189442924541461,-0.00966056557664082,0.11515116724976476,-0.010297892639550046
CCL7,,,-0.030248917960089352,,0.04095566650172474,-0.03229824078135045,,,,,,,-0.015512684479889034,,,,,-0.0152164310629416
NGF,,-0.030765433901607575,-0.025708881153005278,,0.06151324000804285,-0.034475010390344736,-0.021113082766955976,,,,-0.031417892489042636,0.04681956962209147,0.03478508984458985,0.008342441053958123,,0.051811696267200114,,-0.027669601329959017
TNFSF15,,-0.03806068136723635,,,-0.02237085515344092,0.006208670923730569,-0.022773657431232518,,,,0.04861052723824634,0.03583690271218699,-0.0009617095026072744,,,-0.03861354606987831,,0.07132239493737955
HMGB1,-0.03447920365546508,0.04193830107177068,0.008476501834096185,0.01776437258436611,-0.04884530604350296,0.009212940068707428,0.02690116702804102,0.0016910781317774524,0.009785134164883101,0.005988628135319789,0.00312082120831007,-0.06100133436659734,-0.07275822931829579,-0.07401319534667102,-0.04233447174993374,-0.0754151771789071,0.018474556503508727,0.06649398674929047
ITGB3BP,-0.07187111641303529,0.007929168866353418,0.05630663395968435,0.06886149069230105,0.0790160413255306,0.008638364765223247,0.059030217828255065,-0.04282940626309159,0.04169103489281345,-0.0043074273078857524,0.07452708283866973,0.1259121366743459,0.00787272587605965,0.019288732569189688,0.047150206007596,-0.001232972232215849,-0.005151526772365455,0.028638153675918144
AANAT,,-0.03318217576323574,-0.018496489219829784,,0.008685695912032049,-0.021547500758914734,,-0.012262057747937318,-0.019766341675251677,-0.0052193472155387406,,-0.014407454588338165,-0.021974080036898432,0.020600599705127638,-0.025127555069846274,,,-0.01609961862291191
RELN,0.03533009317001254,-0.008582892213699045,-0.04788885782545299,0.028086295534487746,0.039852857684120356,-0.0132425795640843,-0.007655030100328635,-0.035980724776253546,-0.01627743567746499,-0.032041556275657614,-0.06857402542829817,,,,-0.02100328393483509,0.04589473106726786,-0.03956038283784086,
IL15,0.017243028064252267,-0.05410260158233514,0.06311918445076949,,-0.003808134474605419,-0.01706601860480491,-0.010456114225046744,-0.018679946966355283,0.015268000681918038,0.024183787367612456,0.07338095808009847,-0.02071944005219161,0.06256919345888008,-0.0018443908100264775,0.068934626314488,-0.0597727273942742,-0.0018455112907663,-0.013941727560754909
UTS2,,,,,,,,0.048881575770121956,,,,,0.03951283275673439,,,,,
BSG,0.07670650905250749,0.034051949133056335,0.021250936010116565,-0.04012521391447374,0.024439838447262243,-0.031879352230501264,0.055638577235061056,-0.01927770490637188,-0.002754492370811539,-0.0055400611510087305,0.010551639894136928,0.05947771959181327,-0.008973342391805906,0.028721140555934947,0.13611295820996047,0.05511546884530518,0.0943230589558876,-0.006079874496435328
ADAMTS3,0.07177124858966703,-0.02163056624352624,0.04369297925361445,,0.0786671743246267,0.07406893554761118,0.017973489674892835,-0.043681037102464154,-0.036455687232170346,-0.044603719088301665,,0.09912984422679302,0.09438290005288875,0.0232492842639988,-0.014692955838290047,-0.0016089199528347088,-0.0388134432758029,0.16058530162666157
CD34,0.0017677552815230269,-0.01656545316189381,-0.016939136714545437,0.02332247713276551,0.015624426741003278,0.04837315438628486,0.04384379110451119,-0.06579421131750292,-0.04490077519234525,-0.050021543915080416,-0.05474842815625467,-0.009729377254367684,0.06100026259613223,0.12096185776793676,0.04548654317248592,-0.000638237985204068,-0.0034676213378243507,-0.06934770396544707
CCL23,,,,,,,,-0.013952275243600406,,,,,,,,,,
PLAT,-0.020751880658145268,0.0035528839731791798,0.008031642457298748,0.07774192644223407,-0.03512809676881823,0.049547544519201035,0.04397993260591234,0.017394031060072854,-0.0029377309777558645,-0.000755956281095233,-0.004868105042313478,0.020146867818672247,0.10699158011600068,0.050990414867664494,0.1324723810202517,0.08272374457422724,0.0371094156845969,0.0107957018416713
NTF3,,,,,,,,,,,,,0.07330200985884337,0.08308664721801826,,-0.005872361162333299,,
LTA,,,,,0.12499160533153778,,,,-0.019037047008233627,-0.02684259195861441,,,,,,,,-0.02166766039568226
CKLF,0.011488820865555248,0.0634833228018635,-0.00706283637410166,-0.01173498752113492,-0.020018726043751586,-0.0986625891445168,0.0681869833265912,-0.016445279871123576,-0.04066261496227287,0.04422242760497467,-0.045242311902740875,0.10487342782876186,0.07521654116104345,0.0499545617879898,-0.01696521067086103,0.005108429387103273,0.05950667890119509,0.03849152300522129
CD24,-0.037539089591980115,-0.02226095670506695,0.03946026378619559,-0.027561686804707608,0.046753502055230475,0.004248173908701513,0.0063628848461743884,-0.03909609137144133,0.004411257559093121,0.029249024090349005,0.021629351918115138,0.1010234728340798,0.07385683388737677,0.023623724423130182,0.030693417311916823,0.06606030149289517,-0.04482052969448067,0.06327145101030765
HSP90AA1,0.028486996437581957,0.04199663520923889,-0.004249232504331641,-0.03421514950391206,-0.02253009843576477,0.09353840099601875,-0.025557291945374462,0.037025614364330224,0.009987926763377569,-0.008340583633455613,-0.011740174216937727,-0.08945497847265872,-0.1840732560692938,-0.20230084444458724,0.05459330580720138,0.0026604464827054844,-0.05894308909992579,0.03554168363450589
BMP4,0.06447750593376116,-0.0065191934055724085,0.05268002144934777,-0.0380758741836017,-0.01899460810439991,0.06870370406187205,0.062164999858085296,0.033023357526495836,-0.007865101579242249,0.09601610626796328,0.04790753687565707,0.11734871613857013,0.004801450099240896,0.0892401756315234,0.041717942019580484,-0.044619694305947304,,-0.020193224659066877
SCGB3A1,,,-0.03024891493523797,-0.01789409772636615,,-0.02566041337346691,-0.043545329721010335,,,-0.018730405690288637,-0.02845678632273816,,0.001401934283903529,0.03757675858167244,,0.02730447977806769,,-0.03190478771123792
IGFBP4,-0.051962434926081026,0.031513533297159474,0.007060900645111454,0.015431389223600872,-0.0113765779645249,-0.033639368247763216,0.10418550215795966,-0.06936494101948688,-0.03531339662427145,0.06681412518370976,0.036824003569307144,0.019041860129900525,-0.05744296825790719,-0.016546592189622712,0.0922429209437334,-0.023268857435855585,-0.06262493930878821,-0.0406163220278591
RSPO4,,0.02468982363602899,,,-0.02461374241356221,0.06250598277193503,,,-0.022141244616498353,0.027035997239215806,-0.033994381623182975,,,,,0.027307499710049723,,-0.028577375957523313
LEFTY2,-0.017428541214041436,0.007342451392815083,-0.013121667496400062,0.003590478660126371,0.005634313574127881,-0.019652436017822416,0.05857332503579438,-0.05888136890609741,0.03295392484526439,0.07256397811871836,,0.13662198174567747,0.0031930495607807342,0.007668463786839563,0.10139441635457137,-0.01805179892765044,0.15798981513459032,0.13776372569269746
PF4,,,-0.031378393584212586,,-0.001118519093467776,,,,,,,,,0.030885763415191236,,,,0.016555038070072855
ANGPTL2,0.01969559014447464,-0.06644188758800494,-0.01063402168502399,0.039306206349412065,0.04762179941409775,-0.021012018343012626,0.04400419788430532,-0.06847096427721339,-0.03386451513116827,0.029950671550938952,0.045313352566190554,-0.04436005580561905,0.11750154451661372,0.10063166200226153,0.00010632578193987802,-0.022488165097266692,0.04333378665366213,0.004017627177064238
LRIG2,0.040535919994545866,0.01688086053000387,0.011504467936811138,0.04508131769197167,-0.005596694874295884,-0.04844567012817493,0.05628820896904894,-0.032445859117682836,-0.035690903291126154,0.044633024792560545,0.07817835765202104,0.21088480020233827,-0.002421383816064781,0.05322826234368609,-0.08495040670925326,-0.030744130922291935,0.051251702413441846,-0.007122850400393676
ICOSLG,-0.02775071241427075,0.025502986058194812,-0.009914054594409244,-0.022573823015635788,0.049982472738893426,-0.026098662300120982,-0.004951470462299619,0.09806636852867096,0.029758982139605216,0.03865605590197616,-0.046589912052348095,0.04702703872871888,0.024932201239306118,0.15156214698173773,0.042907418182764875,-0.001203174351583868,-0.02611059142827451,0.009624215984675543
WIF1,,0.030387892445535556,0.03194959838043035,-0.008758180138052699,,0.06446228297158471,-0.03154310017662473,0.037665579892435755,-0.017085874040060022,-0.036043168666026575,,,,,,0.0033718972106435248,-0.03435312215185968,
NPPC,0.019433616011163796,-0.05357804545981341,0.0765990259256096,0.02147887722538091,-0.004732329465566856,0.10257539185437944,-0.0016466807237285588,-0.03301510525768099,0.034805135941725324,0.042480435915631325,0.0559686846559041,0.08145591926918083,0.02580606705661786,0.0771618320344464,0.0401245668320045,-0.021692166037836382,0.01446428608587972,
LYZ,-0.057088704883558355,0.06864510717134886,0.0018858232345556694,0.011300219111647827,-0.04001397152040633,-0.03743735344121618,0.028420946728359757,-0.02600187538403389,0.024977292288673816,0.005782974841634973,0.018977855745862915,0.012053144934374043,0.08892272573026369,0.07830573399580121,0.034373929366168246,-0.05261830082907008,-0.012072540157995668,-0.013756965291948734
EREG,,,,-0.015882339301801277,,-0.022371408209720098,,,,,,,0.017362829517583552,-0.025197657868118995,,-0.021937044923246305,,0.022538881890861496
SPTAN1,0.04037880669249051,0.07005744272038687,0.04281357730381878,0.03922870725155354,-0.07135570315547633,0.08617640057082025,0.01821196958047012,-0.039745665481351417,-0.027086386647131203,-0.035819555674813465,0.0548975967288497,0.07749984883598507,0.07278370250481515,0.06083891465003609,-0.024459883018578776,0.055040023936924566,-0.028986743034569898,0.016353569274006226
PTH2,,,,,,,,,,,,,,,,0.07693788178361048,,
LIPC,0.06213004467707936,0.0625014466859008,-0.018997679289822586,,-0.03149887146663322,-0.02867344160333843,0.005915225838814598,-0.03207124027500302,-0.041395311624005594,0.12347772291972309,0.0033841436166917463,0.09165127133588245,,,-0.03010231340244559,,,-0.0273961175606014
COL8A1,0.03117306206226857,-0.01977702546957674,-0.017088770062686866,-0.038660355160526426,0.010309702730600868,-0.044220000413326535,0.029058060715200198,-0.020619887448206302,0.020555624073370464,0.043694184195386516,-0.06632935959773344,0.05931216255816865,0.029942068261037916,0.016149537368352895,0.15019804583022348,0.01843357565604267,0.10236927360852902,-0.08372632636791184
GSTM2,0.058763985597793715,-0.014925888771803043,0.08880293904526416,0.1136293441482555,0.04328446712149438,-0.03812083243499829,-0.028846791678862182,0.027273508239569092,0.010124217037086748,0.06264265618071126,0.09717783927124998,0.07152803848486064,0.08997839985694457,0.09620105956649769,-0.008238693902312121,0.05969676930596908,-0.0218185652373769,0.0019163145773864311
SPX,-0.059077695125712926,-0.024067596271113205,0.003164784618970659,,0.017863439927127456,0.12522002567216917,-0.016154775075290277,-0.001738513688697756,0.03115547858354523,-0.03188763138155993,,0.010538811759369549,-0.0014324030552513671,0.11106161480779889,-0.05156247244175901,-0.07596783785928014,-0.03682265648379617,0.10847109152070372
MFGE8,0.10111194354139401,-0.1090594352860024,-0.03726739310407406,0.04349385723136349,-0.05575865049038056,0.0262013173211341,0.022724174755276966,-0.01694240362279584,0.017178002207531247,0.02369854464066262,0.04829942470116051,-0.04007348810984375,-0.08107094519591912,0.08930964147075285,0.061638934971110636,0.024419691144073455,-0.017656837088514954,-0.016834412986426878
TGFA,-0.05677421861355909,0.013234638227368258,0.059164608269056757,0.014416837942232898,-0.018642161738360606,-0.027724994801105823,0.0804578063987831,-0.020694452651395495,0.06876281527549782,-0.00017799237322382695,-0.014021602875856711,-0.04905755390793594,0.016510229947307675,0.08472423659645635,0.0863113306691836,0.09805857726265572,-0.08216313356179719,0.025495285361936286
SLIT2,-0.05887004819539895,0.03391639941798957,0.040324157490952924,0.01850725665858395,0.003710057221558666,0.032325316008808086,0.03145490061692294,-0.0011309019800494027,0.005275482578870124,-0.03558297085018466,-0.06269095569435892,0.06407542100813113,0.0819151232556907,0.021876465464477718,0.011681013391121738,0.054538364514789384,0.005205195081064997,-0.03309776595724257
PLTP,0.08631907071406567,0.019653004107195813,-0.057230470580362854,0.040776842944392495,0.034611117359703306,-0.06322941040108157,0.0034737977357035613,-0.03288131653376001,0.06617012856904975,-0.0016487396533069337,0.03750496312345572,0.10098457709933295,0.01418833796374027,-0.05793235078777014,0.05347787446857536,0.0263432711665125,0.09948698615976888,-0.021535214238758434
APOD,-0.07628561754048593,0.029116752008667857,0.019960776149606268,0.062388972266306984,-0.006466707345804656,-0.07050676608115461,-0.0364955126413302,0.03932975950195006,-0.0030702393561157053,0.041441997495392666,0.009422880189793585,-0.10997890306285131,0.12757327101969876,0.13268861361697806,-0.05594611049750205,-0.08566673131154873,-0.0640304514803878,-0.07669866657462084
B2M,-0.028943012315935712,-0.0047911550036026365,0.05080321311358445,0.05330020192694125,0.04268093748586395,-0.06347244134004426,0.0017951028963338062,-0.01707204420381653,0.038575399356924556,0.012289821824501923,0.023987265848768362,-0.03701436980901075,0.02785247413855848,0.04805491300723786,0.08759918298498948,-0.027144632496955215,0.10818347423861585,-0.06717575049018726
OMG,-0.020591224355641227,0.015757043819562933,0.046148383022613516,0.04301422856590795,-0.030993687990321952,0.022105299755229024,-0.042872270697963906,0.04969986719289986,0.0670176426082083,0.022786072668539402,-0.000871263179874107,-0.08558383244946664,0.11306554639091242,0.1650122210991216,-0.0814850313750672,-0.025151386203854518,-0.046522953801030484,0.11017842342280298
CXCL3,0.00023266630113947796,-0.02930150972654475,-0.019189967148260826,-0.04053759997781448,0.0004898446960129466,-0.06541098935303681,,0.032540299197982174,-0.024508512143491968,-0.019331527038258252,,,-0.05874229868160261,0.004968390760094449,0.009864199288597171,-0.02126761340219628,-0.047082918432127724,0.04165765313524458
CXCL10,0.028077594495036492,0.05301256157025107,0.09484561412382068,,0.011940010774690016,-3.428667123895013e-05,0.08772810817555428,-0.006321910971530644,0.02143916877052093,-0.030720135921914575,-0.0653472363860567,-0.042924787286473295,-0.0517626327959069,0.049450168308384584,0.01507894779077259,0.08056104446022273,,0.01575255234704295
RSPO3,,,0.003782704162969754,-0.013777634430205613,-0.020355190912099766,0.20272451679255582,-0.03959017469247564,-0.020134949010073257,-0.033441003034803615,-0.00268817643673742,,,0.04772288251316256,0.08023470102223346,,0.035761330352430676,-0.005878077720728197,-0.015441702100976567
CORT,0.0454956951324351,0.030421360890914358,-0.02145917620523592,-0.014985617709475374,-0.012565109597098202,0.10553689853079644,0.004433554374773493,0.00045601165429946317,-0.01851813769723808,0.03133550116271865,,,-0.002513279259830349,-0.004169215391849923,,0.018314015080398174,0.0062482345163857615,
NCAN,0.019187511850837478,0.08508263819005144,0.016401541682739426,0.02293689780879825,-0.04015990809528505,0.07198785504289718,0.03503065733963681,-0.0324829659391793,-0.02700623911860076,0.008391340527758036,0.034716782123138494,0.07408063127327735,0.12075671880233257,0.15389553694340916,0.12323747731824207,-0.0016653033443651353,0.0618573439589541,0.1191128424354924
PRG4,,-0.02627376522868469,0.04910272430152408,0.042471961005519865,0.022223865272906155,0.05188980305249119,,-0.01744233624424456,-0.008962548499867783,0.049590036486475954,,,-0.04350622987073499,0.01012105167255554,,-0.026728737405736492,,-0.03497961685223003
ZG16B,,,0.09775134099100467,,-0.02331654872356797,,,-0.0188318049459353,0.058312967928180366,,,0.11465890498420203,,,,,,0.06715457408857105
TGM2,0.021487522909669553,-0.04710250658699747,-0.04560951791940356,-0.06497714883371006,0.03554678449350713,-0.02320954249719911,0.09473716203067552,-0.016972033644026267,-0.017371115201068366,0.08953754788346877,0.050860249012848115,-0.023794807378493373,-0.04037162487583763,0.01069718890302226,0.010858627767417315,-0.020054128474623796,-0.03878792313269208,-0.07424016114989256
VEGFC,-0.039401476038404125,-0.04126280663852233,-0.026517942424737737,0.013456341144009771,0.03228522930934682,-0.03160257856289065,-0.05191850027661664,-0.022996625207287628,-0.040732368761771026,-0.0241035124046465,0.10855902148946463,0.043642555275527864,-0.06913805616506888,0.01918669150748579,0.02320522668395788,0.016236753757171277,,-0.04263289968152297
WNT6,,0.006821124348000324,-0.011646068894112403,-0.011157454883883661,0.01712404248619921,-0.02828845799016721,-0.002408761162898015,0.07500201298095183,-0.01666582978876004,0.0449250378893617,,0.03801033380558606,0.0706935588564287,0.07778634425267399,,0.08507987684635585,,0.049354736940949925
NRG4,,0.08752732074499954,-0.027860315406199307,-0.023209925278366836,-0.024450078581802388,0.09453522203169225,0.021658405369041563,0.10169472466793557,-0.029060766931021262,0.02253374882535452,0.029012759847412355,,,,-0.054086090949903125,-0.04189532780461158,,-0.015441703831622963
PMCH,,,-0.020923551826833725,,-0.033877965887914814,,,,-0.009441612975020107,,,,-0.026602995598802418,0.06928594149548173,,0.059541474684210824,,-0.020584163616376203
COL9A1,0.005736770330146768,-0.060756877283630724,0.034045296541689155,0.008130107303533259,-0.025536322571943052,0.007248831307613713,0.11843278227437992,-0.04470879475436599,0.011969495256771854,0.05465187865103439,-0.009892775747730046,0.04352471330884112,0.09412257486339938,0.1348650586023658,0.10249820559284362,0.002141291991036957,,0.07647029215024523
GDF11,0.013696997788727638,0.03406447796198327,0.01879767570267737,0.07375484575078857,0.03258325434176396,-0.00427764220753173,0.009603905539364905,-0.05766825492933553,0.006246777474285939,0.006999329475841643,-0.0441933723523372,0.027846883237483782,0.05174997996985671,-0.02820658136147019,0.0763660770624315,0.012979234569519764,-0.011561788075736133,0.07432767103798935
RAET1E,,,,,,,,,,,,,,,,,,-0.01693943938702512
IL24,,,,,,,,,,,,,-0.04756207496569971,0.04142185867151879,,,,
