,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HSP90AA1,0.0078754636984535,-0.13196706278077464,-0.08175780056727622,0.018062309617839212
BMP4,0.0009464374729971048,0.10138058538993225,-0.029584384811104484,-0.03918470209681759
SCGB3A1,-0.04040508354661916,0.158493894892366,-0.0339287997373334,-0.027739642062313326
IGFBP4,0.05366135438738398,-0.05725144322781215,-0.01907932276219073,-0.042266136203355044
RSPO4,-0.05212917723437749,,,0.06245253001033587
LEFTY2,,-0.02092097918925832,0.01978714642597826,0.12180116650818644
PF4,,,-0.01624551682949102,
ANGPTL2,0.09111845057117147,0.07997941376519214,0.021304247569890952,-0.012959353189214434
LRIG2,0.02089769165872185,0.0020017535575297353,0.01728121177931715,-0.0159906648408996
ICOSLG,0.038192469817435085,0.022562957905724514,0.004432153652854236,0.0733580182819922
WIF1,,,,-0.023848352025933998
NPPC,-0.09084492185979977,0.09166400198172149,0.009770738997725641,0.005250869348735051
LYZ,-0.034515516310637505,-0.021535264078160563,0.025344720644689286,0.10691501290707478
EREG,,0.03765270712717283,-0.0436432604337061,-0.03195312479034372
SPTAN1,-0.05565600986099948,0.016151943091226077,0.015960860203406573,0.0006519620926352668
PTH2,,,,0.06100907074403427
LIPC,-0.07049867798955814,,,
COL8A1,-0.05858985501559493,0.04965144539555698,-0.01745991472056038,-0.016731713635255722
GSTM2,0.018541816589110586,-0.011162736739330624,0.060712329973121044,-0.011520992892582153
SPX,,0.11425226955694082,0.10135468745191883,-0.014728482208804908
MFGE8,0.04148958277881786,0.01966546123440559,-0.0339090653729822,-0.008385003694148565
TGFA,0.0243692147977319,-0.026413571452213742,0.04080263223232765,0.06428069416305884
SLIT2,0.0030610456372157976,0.030972919088502394,-0.010904950828108835,0.022492718353085098
PLTP,-0.08112322918370134,-0.016156674663806346,-0.025126970480959875,-0.014738714872208573
APOD,-0.04094441282622766,0.1596796897782254,0.07930993006347714,-0.07870986057421633
B2M,0.12522949454746857,-0.005870631602740506,0.056820656833650084,0.029656512207660465
OMG,0.015594290602529273,0.0974834749017347,0.07439183075755655,-8.878103583094276e-05
CXCL3,,-0.04450954496109604,0.003945275832243646,-0.06145936015711521
CXCL10,0.10429144643595128,-0.025449324880366317,-0.02178994758663073,0.03877376274983636
RSPO3,,-0.04794152627989444,-0.0019241531015703232,0.01226169600866767
CORT,,-0.012595522462923755,-0.017000107665735294,0.003514066602300467
NCAN,0.08447625391278228,0.13498105893817466,0.04938878856007105,0.061319802829911146
PRG4,,-0.026993307875598102,-0.0250846991661582,-0.008346718319506181
TGM2,0.0629809562385781,0.05553979049580928,-0.03157798382799123,-0.0831550400285803
VEGFC,0.04018150706192285,-0.0317169493740665,-0.03406201993166826,0.02160415547538526
WNT6,,0.0009992485954281672,0.02137774766376095,0.09934718125557378
NRG4,-0.0416052573346233,,,-0.012146516319796945
PMCH,,-0.02505014363318954,-0.023852060550825227,-0.01950523476212458
COL9A1,-0.022472346611881563,0.07784702183378708,0.06824569791885869,0.002634709540477184
GDF11,0.012696926095646046,-0.019891724201996693,0.0035542447482938603,-0.009025408133546575
IL24,,-0.01867678346134084,-0.01598649032316923,
SORBS1,-0.06162164236533771,-0.005465801151966387,0.0620343659187914,0.038989708721447476
DLL1,0.028953594385805952,0.09377299222421287,0.035701068535373956,0.06375541883009739
TLN1,0.05475435679392047,-0.06948836878470147,-0.00826200440532565,-0.023607117655625537
COL2A1,,-0.04082989703163567,0.03438721270555941,-0.0021627465148371726
SHH,,-0.013784124301914844,0.015687222197141134,0.012183394290308406
PON2,-0.04613552855154598,0.026948510767196208,0.09156284394502585,-0.01737212069856166
ICAM5,,0.04890309028026592,-0.051023022862727654,-0.01476506601312878
HPX,-0.01568437585457685,-0.04729998847995239,0.09108802565003579,0.008193933049568069
SFRP2,,0.019100618034728553,-0.02005498265117373,-0.019320601047134213
CD70,-0.0451537836994042,-0.019286539057413572,-0.02443131595488288,-0.03285431499151773
HP,0.09055931919663279,-0.0879284116494852,0.01687664429832848,-0.050474631605107616
CXCL2,-0.040987860737835224,-0.01420337641010167,0.020821255413274124,-0.06416063009310283
NPPB,,0.019790586218875392,0.014655400551930983,0.07592541008381956
CCK,,0.06129142984369491,0.05502391124153328,-0.005559543842916795
SEMA6A,0.14854658329690743,0.052894493899609624,-0.006696659111406195,0.029031010825695862
IRAK4,-0.03536439161637444,0.023295242619653364,0.09137221362241377,0.023669664667789567
GSTP1,0.09144109924436603,0.024406956343909304,0.0745016550872012,0.029444417005534365
VCAM1,0.09047481853651894,0.005032104001195815,0.02182866261142207,0.011731451649056339
NXPH3,0.027253192412488973,0.06539958750361011,0.0777373010596545,-0.014938674122750704
MTMR4,0.13016072178192156,0.03379847703832507,0.009266783959260713,0.051462900702889766
LAMC2,0.07616662282080801,-0.022961401522393215,-0.020994747517428573,0.01933100984543121
IL10,0.04528409527779472,-0.03357120321553528,-0.048998938912327566,-0.014926100094973001
SEMA4D,0.06101963299785015,0.04140216875181924,0.04850712168805024,-0.04405749869341136
TRH,,0.032052112759797864,-0.004496370050408366,0.05870925416588626
SEMA6D,0.04952738062102733,0.03038398395860379,0.019812584069057438,0.036681693837443394
CEL,0.053535401775870954,0.04989110143217627,-0.010280396165152953,0.05188582352843409
PDCD1LG2,-0.007024278788546143,0.02640029388479323,-0.05149583918552291,0.007047605845018642
SPINT1,-0.03891290093485435,0.10398505129370032,0.025090768656667924,0.07410607423454857
CTHRC1,-0.016707400589211892,0.10619360491933978,-0.035720403215749486,-0.023800189954685153
PODXL,-0.00021969218983673033,-0.03215311878698975,0.029077797002666602,-0.02461907829559642
JAM3,-0.008307539006444273,-0.028036743022133943,0.011118233431426525,0.048033991962916814
TGFB2,0.026528289204235278,-0.02822019400305471,0.0154195906952197,-0.032601208506685075
COL18A1,0.009120995079301994,-0.020862603535987102,-0.0081767892525567,-0.03324950571360064
NODAL,0.04271393876722452,-0.02791992797942796,0.06382171020609738,-0.02165115994762657
INHBB,-0.006301268863482151,-0.03503506945928004,-0.0045107934838603155,-0.00928480344948646
LCN1,,-0.029697356312283048,-0.018648620672611027,
ARF4,0.0024116961973413057,0.09815354030457246,0.03222862199390174,0.023894076892423167
CXCL14,0.015602792042621766,-0.12001491234495446,-0.023349629857629596,-0.05838269197646964
LIF,-0.006805281176485438,-0.09693477351886925,-0.05766589452961939,-0.03862271883926759
IL17B,-0.039727884342416295,-0.025842982808651143,-0.01599652649711813,-0.026936054844452124
MMP1,,0.03257377210366061,-0.030737604948175772,-0.01950523321742934
MATN1,-0.04341098392426992,0.009791295727034294,0.03131969702284588,0.02872176963680441
ADAM28,0.04293964041260549,0.011682499377200504,-0.017654860045891257,0.030010050470538945
TCN2,0.03745964042201558,0.028104271871272835,-0.04374938616854194,-0.02336226120533885
THPO,0.07179037526546735,,,-0.024080944681430714
CUBN,0.05413666800093753,0.06407014156257082,0.042912083681449636,-0.024738154214400992
TIMP3,0.0552398762844576,0.0482641348339771,-0.08856138185157889,-0.031068857365596295
PIGF,0.034818979021283766,0.061641584967715775,0.045749386704722776,-0.014343830492857465
CRH,,0.039989649660876786,-0.02591688614763288,0.041061734642306155
BDNF,,-0.06279639657597656,-0.004919208212156632,0.023079627419417735
CCL5,0.019761239202941806,0.03263463753812286,0.059604125272936355,0.03764665569896463
GAD1,0.07958766860342277,0.052241085591812376,0.005532014100795502,0.022332429801301762
COL14A1,-0.03273484967801456,-0.03369817931269092,-0.016134156574795475,0.0024002373284035586
HLA-A,0.03944333391494212,-0.12997472740315671,-0.06899189332012817,0.012175993989745906
FGF18,,-0.030552595911693795,0.026406421482266518,-0.03370643094919738
ADM,-0.013981199645704951,-0.07159079643838295,-0.07237119998812756,0.03931316188080156
GNAI2,0.03855627630969836,0.005335058374181467,0.021654046750487255,-0.01588385874497107
HDC,-0.04954371849377177,,,
COL11A1,,-0.04908598080611678,-0.007127162618046178,0.005962768855968648
NUCB2,0.08550710133392536,-0.01456343032443898,-0.04659775165382524,-0.05733773510467388
CXCL1,0.10176126376349112,-0.00010107453463138115,-0.04022220168617593,0.020976654257107513
VCAN,-0.09095033147078838,0.11281168489225982,0.0866385622537569,-0.025751060640883033
MMP7,,-0.058415365459155356,-0.054328523433518204,-0.03778763369449936
PTPN6,0.15254772721442594,0.021597038888159708,0.013642163230549217,0.05628643379058893
PTGS2,-0.0750000178261269,-0.0589337843706364,-0.04237370764378383,-0.00630713295565476
CD58,0.08775614301400131,0.03672379304182778,0.07864780948327246,-0.010513600805720813
TNFSF14,,-0.02444046974998547,-0.005623949660306906,-0.028164533109039786
CNTN4,,0.04966724237689236,0.03373396082311403,0.019991996688151676
INSL3,,0.004055483877348515,0.02519204169066545,-0.028164530387892395
MFNG,0.033792986106830195,0.022494693669477414,0.004648004214273915,0.020897785404882175
ICAM1,0.010919322296520501,-0.017346421715451744,-0.001218158156451087,-0.00994289763154073
PROS1,0.13946600121473168,-0.028142888337244702,-0.02983247175275236,-0.02484124852106555
CLCF1,0.029021888981175557,0.0033407126478988405,0.02838569912209256,-0.0065038693335485905
PSAP,-0.0228088734453683,-0.06214924805236114,-0.034420207955462544,0.04570697572698738
EFEMP1,0.034206504950087604,0.0033497038332263155,-0.05447680821003266,0.05693094654270396
C1QTNF1,-0.08528118867577643,-0.1106633171206024,-0.0076898820454418025,0.07093768143627112
ALB,-0.05558319680465783,-0.007006204579868899,0.01120707011131954,-0.014054906960149039
CCL13,,-0.01814291818829066,,-0.007535310108354471
EFNA3,-0.003945040956853706,-0.02465683277585101,0.03006248294289656,0.03987276345763886
DRAXIN,0.008073081656691598,-0.08109328382056605,-0.0556276425825928,0.0517036103418778
RAET1L,,,-0.01864860845108593,0.08670822451904665
NPTX2,,-0.06826055738758385,0.0043911408596762755,-0.04835150775664341
FGF11,-0.05855962076433161,-0.028001485512611075,-0.027733548355562822,0.08874722629355722
CD59,0.05769718901814258,-0.08122689425720554,-0.0967364436663218,-0.03198384227128642
COL9A2,0.013877843916475726,0.09841264614857427,0.07106795728323845,-0.00013676420846367042
DLL3,-0.05844220796923863,0.11090671017715996,0.08000628825430538,0.043995940783885835
LIN7C,0.021286018031960313,0.023175880130269874,0.020992307566383574,0.015600234967248631
GDF7,,,-0.01598649538801306,0.04240420351917961
PSPN,0.04103828990947924,0.040966468664430454,0.004529298649404062,0.04262480662737874
ANGPT1,-0.07206346709445895,-0.01748157056575445,-0.011162459972723294,-0.021324381279985878
PNOC,,,0.07891459064901139,-0.027144284529374653
L1CAM,-0.004422107511924793,-0.05101366490302351,-0.01664634960858604,0.05956973419643483
APOA1,0.13104962186183358,0.037134924694073944,0.025421211442229207,0.03362151417474689
PSEN1,0.06816829356500961,-0.000535029360875769,0.03461468851095781,0.032707040092643025
CALM2,-0.008169228851198418,0.04073961731053837,0.07055515216182315,0.07946210820267181
CLEC2B,0.021618421836888245,-0.029017641826366295,-0.029917341897552793,-0.04918495277181953
NTNG1,-0.038431352761531014,0.006166683800797832,0.03792479014173004,0.008631195514232564
LRIG1,0.06031143071844564,0.11614122929838801,-0.004726021675587758,-0.011113793992365555
CPAMD8,-0.0495436703596607,,-0.01795953649077899,
GHRL,0.012402010583347464,,,-0.0247665982867748
NPY,,-0.08580300732014595,0.09865340838449473,0.014752454216089804
MMP2,-0.003750582801077555,0.0222352695778201,-0.031161068926724517,0.03549262647346941
PPY,,-0.0636633012862829,-0.053882187013629124,-0.020214421046125527
ALKAL2,,0.05803417048777495,0.034602335589811704,-0.04700054862496021
CSF1,0.11392041909510776,-0.02308891545362289,-0.013998720246263219,-0.047368537929507154
SEMA4C,-0.023216540331658028,0.0502075941924423,-0.022552694695960298,0.06842537625806897
ICAM2,0.04975480372256019,0.06982029246393129,0.0074273090478643175,-0.055667360980727894
SYTL3,-0.05565090703283171,-0.006890332865912186,0.0004327299178752293,0.017144180977389494
IL1A,0.10059158181471933,-0.02641855629206166,0.009525957213155639,0.02759620907556065
HLA-G,0.06570229830053295,-0.04001984553702728,0.02280498540227092,-0.0053362425505185255
PGF,-0.004095415006166501,-0.01929833866354357,0.009534184592477537,-0.0049074396646181665
LGALS8,0.0937099920845145,0.062391314597454305,-0.012196380992100233,0.012104524452940637
DKK3,0.022092921745869163,0.07233844424150511,-0.016942932348195338,0.0005745799122904968
COL16A1,-0.012199204522315748,0.017693383857684233,0.03137708767357204,0.0064580670981735835
TPH1,0.3954213059770813,0.00773102961452637,-0.014028491873024846,6.292726194560594e-05
TNC,0.05410891396758112,-0.13725024413475928,-0.038937078398843604,0.05978030808348215
TNFSF9,-0.01888760373041936,0.05943153359439275,-0.04016148038735733,-0.024461777267970695
C4A,,-0.02019879823592921,,-0.023137596525190346
CNTN2,-0.023384713543574458,0.10930642891054794,0.04008128939194195,-0.029490951632321186
F7,,0.04377939834168867,,-0.022896121470301987
LUM,0.06276961584532062,-0.04991179542321837,-0.0011891246572675821,0.0005220334439367807
BTC,-0.010763202439202865,-0.018411688008127782,0.036861653182233035,-0.022157018662746747
APOC1,0.07914247469428412,-0.0035298174040968287,-0.03135113562942812,0.08025928290883219
PKM,-0.08540755163307746,-0.09466443256233001,-0.08128592575232312,0.09352581647049774
TNF,0.16553063163800436,-0.017870360406383373,-0.018648613537498082,
GNAS,0.03412467513005676,-0.0907304356656217,0.023954149268432253,0.08246735430775605
BMP8B,-0.042007196723682444,0.02006488925893548,0.0068771691180892144,0.07391449455185294
LIPH,,-0.018142924860814622,-0.020791599730376486,0.016056820644542762
PTPN11,-0.051619689216192616,0.02126336065265171,0.002285064922669107,-0.06847382722319093
ADAM12,0.026308982610525177,-0.06192719050435778,-0.02744502104583784,-0.01915121508417358
EPO,-0.010208869795320697,-0.01970367974607967,-0.021593661338344356,-0.021905453735459213
EDN3,,0.004215423886204999,-0.02326933422292555,-0.056227980562587127
CCL22,,-0.022300321646465494,-0.019747072661274345,-0.01922108204959933
CCL2,0.14311573373435893,-0.05567651259006534,0.012745375249535005,-0.03480465426297402
DSCAM,-0.017236530583243388,0.006064176632437654,0.004105475896823316,-0.007995507568381572
ANG,-0.0935998551564758,-0.019254110701439713,-0.038539585722447124,-0.010430590329338971
FBLN2,,0.008612246910113032,0.00013809467457988372,-0.07110035575597722
VTN,-0.014925965406678949,-0.022522654338415445,0.011217643725004804,0.040425100839537216
VEGFA,-0.1006534341571213,-0.09957913962550043,-0.057838944466569536,-0.005191107642238459
F10,-0.039084471149429194,,-0.02593327316973583,0.02230386050521193
SERPINA1,0.05734952862076713,-0.10159857271757528,-0.002867904543734173,0.0427870060965135
VWF,0.04412588225068533,0.10667076092533109,0.046100850155264876,-0.09622828832970243
GDNF,-0.005803198103511275,-0.03235706413963542,0.015120131984723556,-0.030674283460867136
VASP,0.03168672880071682,0.022460919007564518,-0.02913740100852175,0.015283179442269009
ADAM15,0.016959983541480095,-0.008550213680483604,-0.06475943336856424,-0.01854330451507613
WNT2,,-0.02444045867384685,-0.0036784755417706284,-0.02630239442164727
CALCB,,-0.001047424122225766,-0.010732080648313906,-0.012523702288760789
OLFM2,0.031931290726507196,0.053367715804493024,0.0004994115375360488,-0.0053385562791434735
MFAP2,0.049315537225279836,-0.028366883142137235,-0.0014027473179538993,-0.07558934012228327
HLA-C,0.049428564525372747,-0.034786462329458555,-0.05305986749256105,0.01938561264937601
THBS1,0.08028059444337168,-0.03736510030756329,-0.029825342322809915,-0.06620987911556403
HSPA4,0.025561532463148504,0.03013197632322279,-0.010018218612623172,-0.03878062441771579
LMAN1,-0.09149107692830127,-0.016498950006975512,-0.025047903795050716,0.01038082090501668
LYPD3,-0.02366760690010855,0.0229040142915919,0.06959841353538074,-0.034888444104276925
APOE,-0.06553745431930295,0.019436399213372726,-0.061763140710352764,0.02070929131767855
SOSTDC1,,-0.019325651960499738,-0.0004926436773146686,0.0011770844273063207
ANXA1,0.12628540508840486,-0.09859886502722076,-0.05584847578400077,-0.029517295371951906
WNT2B,0.06280846614111665,0.042006000671681504,0.030770865196519993,0.04389104369012191
AMH,0.05659232107682312,0.01079281383040548,-0.01072082447202788,0.012365246153873386
GDF10,-0.03776821552741299,-0.015878444678495866,-0.02074978056902501,0.016985457273964027
EFNB3,-0.0010038530061832226,0.04166560838008902,0.030792247510091342,0.017384197192335547
LTB,-0.004303731321340415,0.06905826718646428,0.0999556107855938,0.02264028341779639
ANGPT2,0.02394354571500829,-0.02675545070398375,0.0028679550601558596,-0.048109188153188535
NRTN,,,,-0.01950523476212458
ADAM17,0.07878967818461635,-0.011818944050295429,0.007844875258612188,-0.008719890669541812
LRPAP1,0.008585414051567358,0.05380072636689099,0.03598330868612654,0.03472142176954258
NID1,0.026352136854807064,0.00756256668018189,-0.048818841968951365,-0.05096586294740321
MST1,-0.026730826133689416,0.010503095899976616,0.040418050139438985,0.019465938682512656
DCN,0.03953190023092499,-0.00753785999921801,-0.0369679198003033,-0.05468846896224176
IGFL2,,,-0.021395723195127614,
COL7A1,-0.0033069501585081553,-0.0499892840486127,0.04031322519150797,0.005078189071072762
CALR,0.09515626961460202,-0.07699943569117813,-0.009205376507408915,0.06619694572629281
PIGA,0.045243275745263746,-0.020194628334262103,-0.022869351054844105,-0.009630913085069134
CD200,-0.054629036437394966,0.030597824588512772,0.007344534011174023,0.0448109142841146
GRP,,,0.0003308455203527095,-0.021394054396310157
CDH1,-0.026801693679158575,0.06113014289321264,0.08975112855425532,-0.021219237025747153
LPL,-0.01868629878757975,0.12641785847275347,0.029108885623606657,0.09376078404848695
SEMA5A,0.077812378178857,0.11281792489368364,0.05656060503432331,0.03945878622593257
SEMA7A,-0.07485371640549256,-0.04777784409911419,0.039754215359534835,-0.005386114752537995
SEMA4G,-0.05924351649400083,0.0350139557800864,0.030174791157001283,0.053951318286236165
SEMA3B,0.07897184585807707,0.045385559059445135,0.05384232062611992,0.0348500631074675
RPH3A,,0.02168967400057546,0.06237837730645952,0.027474262534924264
JAG2,0.014571347923440775,0.004792928774273581,-0.02980982307603842,-0.02789556742391512
CGN,-0.04255324706996455,0.002570409255509866,0.02558526720263329,0.06281618092488517
GDF15,0.06566588343462301,0.005894751407471493,-0.032825330354195235,0.05197377469115935
SEMA4F,-0.03161173851319132,0.040422592573286446,0.010455894634258178,0.08172752546341235
NXPH1,-0.042371917791606005,0.1014535187580983,-0.02250009773490058,0.03813969219510287
ARF1,-0.08950260652391247,-0.021155284397582946,0.03040064241151519,0.03474515303216361
EBI3,0.11184445462580937,-0.016246360005711724,-0.00024149732556128387,0.014028334372208642
TIMP1,0.015989888386851964,-0.123638461620636,-0.05415127062381448,-0.05466719230565831
SEMA3C,0.058123666341008996,-0.02057686660304141,-0.016758038661645134,0.04207538105349095
GAS6,-0.084984160372735,-0.057716400477461224,0.011529978437559181,-0.007123267569366244
MEPE,,-0.00883735957695696,0.009660863515140906,-0.00983302933627607
SERPINE1,-0.009369172579202181,-0.09771700359421652,-0.08783707099714559,-0.05227666384456104
RSPO2,,0.003889226423726554,0.04177140788732194,-0.04447270283478706
SHBG,0.0016616970464433368,-0.02952376168450902,-0.03601320589735179,-0.031044385087431535
LGALS3BP,0.03355998752817089,-0.03940188434442614,-0.007069918249005819,0.005649557087468649
LAMB1,0.07598454352589236,-0.021594290525734253,0.05008249927580306,0.03000739229533449
SPTBN2,-0.04770903764667949,0.02713432138322091,0.0683902183623327,0.09843945120732064
COL1A2,0.026722598016635426,-0.05173088604179716,-0.026730844337370843,-0.06682004361883871
WNT11,,0.01615099907940364,0.05452960495165343,-0.010079049926597056
LGALS1,-0.06548660366179489,-0.14365719386517875,-0.05476751954694691,-0.01604356249150491
BCAN,-0.021797576066787477,0.14815844876464102,0.07105165991595518,-0.014486480038984138
ANOS1,0.01774105668735435,0.06718179393983291,0.012382587947586583,-0.001275945464178437
EDA,-0.0061917424926554755,0.027464624612295756,-0.033256303672098635,-0.043923187041345076
FGF22,,-0.030041946247848797,-0.02037972433936022,0.012421487939643518
SHANK1,,0.0016041882560311445,0.006924072378202539,0.04843818518485783
NPVF,,-0.002952745003144539,-0.018421601655232746,
TGFB1,0.07237967711216012,-0.1010443625617801,-0.04120721431188984,-0.02757776079751596
MSTN,-0.10151623159058819,0.11417515946094381,0.009346104500510863,0.11364929682184195
WNT4,,0.019428833413947463,0.04326842648790354,-0.007020062514554246
TNFSF4,0.015212752108485557,0.0043734397653703684,0.07255281557818241,0.0023471560460323606
NTN1,-0.00807624992499316,0.03370632032344532,0.016245535767811,0.005634328471034836
CXCL12,0.08233215513942514,-0.02168944019044931,0.009598257674806807,-0.03098155026084396
GNRH1,-0.07144329419466068,-0.00034530522196172733,0.03139568093390426,-0.018588650668900492
FGF8,,-0.007652240412182997,-0.02542713044126901,-0.03946526733959652
RIMS1,-0.04465891202771828,0.05077052657290967,0.02002462598663485,0.028163089951641893
FGF14,0.009090303727644555,0.02654189880683291,0.07756742568135702,-0.01170230213224658
IGF1,-0.00924540329126952,0.02862858816745398,0.011085980231978165,0.005529555702662238
TNFSF10,-0.0010387742309447476,0.02106046990377447,-0.013302984037455163,0.055218799368372526
GDF5,,0.005938566026064811,0.02202040779258463,0.012579958007465036
CHAD,,0.049437947207686156,0.028601043192927784,0.006841173704554058
RGMA,-0.10166978084276201,0.10266047635374954,0.04855207996627164,0.05491069544666757
WNT16,,,,-0.019505232187632705
CX3CL1,-0.004654379613846405,0.060183019747778066,-0.041554187549019274,0.06371889397035045
FGF1,0.014961045709014676,0.042854642042883084,-0.00381273662670838,-0.012909681556456247
ALOX5AP,0.020407369146197896,-0.05905595970268847,0.019643586264929878,0.023580548805463713
IL1RN,-0.011079229253209205,-0.034012044264598223,-0.01706802406114743,0.01474882010766463
PCSK9,,-0.019451724779180557,-0.019531987374653895,0.0006956397194747217
NPW,0.009779408949226165,-0.0010661404959389923,-0.04917268382864948,0.011188488096556428
CXCL9,-0.0559735072510188,,,
ANGPTL4,-0.04769856278313573,-0.12211828339962776,-0.052047542806301625,-0.02861686377231899
UCN2,,-0.033634098910327995,0.06500275975390615,0.012842321795359086
COL4A3,,,-0.015456060130965794,-0.00545935852924318
NRG3,-0.03776823944395672,0.037647681195219676,-0.00872270749464951,-0.02414452771050362
IL23A,-0.04657634602926493,-0.01945171799360377,0.023167730366501448,
COLQ,-0.0052966599848840645,0.01602945789234063,0.017345098474836892,-0.002952783287654382
SCGB1A1,,,0.12818262484320406,0.048432125769148834
TNFSF12,0.016394181050506634,-0.0033590726793965822,-0.02708574464048809,-0.0640011404312791
DKK2,,-0.022961402594810967,,-0.009767985750549192
FYN,-0.12062625317540417,0.1556723380119335,0.03193156141913334,0.016867819950445298
ACE,0.04179365507169695,0.09062325616324131,0.019971104310848222,-0.04700660968368979
IL18,-0.0007105555122071197,0.013162492663318554,-0.0217546080391402,0.030960252517684615
PPBP,,-0.023816758040464604,-0.02312143053070142,
CCL27,-0.07517937815158343,0.016695443805752077,0.0014952166961178445,-0.0008266460241136518
SERPING1,-0.03745715339453796,-0.09166206809516297,-0.03429519076781207,-0.10106523059622294
AZGP1,,0.04563309838904542,-0.024725873606505293,-0.004202125296247686
INHA,0.11687781935581205,-0.028098945090515803,-0.03801669681988188,0.04015241648740994
SEMA3G,0.21461871433772733,,,-0.03141063702031185
OXT,,,,-0.018343535900674945
COL6A1,0.03720213698101019,-0.0760073571808423,-0.046114908868220526,-0.019204474237339605
FGF17,,0.1335338784349256,-0.007857807850494464,-0.01254505797527248
TNFSF8,,0.09858658560238066,-0.021395720893180453,-0.01950523476212458
FGF20,-0.04572206321647769,-0.012526065358273764,0.10932185118419883,-0.019678080544344338
ICAM3,0.022208016595284,0.01950607059871663,0.04785157477344848,-0.014044302199975486
LAMA4,0.025041633598866152,0.00014772960701379565,-0.02705431174426185,0.013506077076795528
DLL4,0.08041818304813289,0.09298999515579477,0.07299794617389901,-0.02896229633250541
SEMA3A,,-0.026845637924217663,-0.011129112195574685,-0.03810845284743033
