,UKF259,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
CCL7,-0.010367561509248249,,,-0.00926657036035225,0.16415737309093453,-0.0040273163590260515
NGF,0.07450777503741528,,0.02349362603079362,-0.030069293389257755,-0.03899249867290549,0.05852066553633327
TNFSF15,-0.011544786811485849,,-0.04612150677423478,-0.025382005668642675,0.0035549414552941126,0.12848290355482792
HMGB1,0.019810818561878735,-0.034216358752060826,-0.012289977343070753,-0.0551882879558067,0.007579408745130296,0.05443829792049055
ITGB3BP,0.0037957067563257592,0.03143939031846299,0.05905373386188425,-0.01153992678407697,0.038904363526771686,0.018328286130232418
AANAT,-0.010504576393661497,0.03732627856436664,,-0.0042852528424552816,-0.01688031419907115,-0.020575942212163266
RELN,0.080069252579628,,-0.06122928212118708,,,0.03411846581463001
IL15,0.006409884465114396,0.024737112597166495,-0.046818870979787194,0.09212886143920888,0.020004152388675662,-0.019883143612084486
UTS2,,-0.03716457764026415,,-0.019450582887570723,,
BSG,0.000604380638407363,0.067126649161318,-0.029795097656868528,0.05498927162616898,0.09282675058102638,0.09388529761648341
ADAMTS3,0.02313589160214727,0.09766211546751036,,-0.010784064649103055,0.023297719832239282,0.037188164031045016
CD34,0.014696457878144503,0.15927534145810446,0.07655700886746881,0.03187288083770623,-0.03415861835845195,0.030424247573149446
PLAT,-0.02331039104604927,0.08267255046256942,0.00026398767332073145,0.00024714340980417444,-0.027250529460616037,-0.02322098124193847
NTF3,,,,-0.025578923077524834,,
LTA,-0.01328782969912785,,,,-0.004117085985950978,
CKLF,-0.010765955436098063,0.030241529515452958,0.05000876704165762,0.06783836703923167,-0.006505959010144305,-0.006573470603123772
CD24,0.0379142424990524,0.10702853360865695,-0.06067308148806895,0.00281390782998202,0.017041238508324758,0.05562783382177322
HSP90AA1,0.0199701889595826,-0.1504540384647418,-0.08844048118879093,-0.09250658395441422,-0.023597004259082285,0.03764397191893748
BMP4,-0.011602561488074658,0.04307571527148871,0.020031896808268293,0.04465961152350664,-0.036535596443906006,0.0024354007019145936
SCGB3A1,,0.06693350333206774,0.06964519001011865,0.007172628868293712,-0.03345190054712931,-0.02853333750851783
IGFBP4,0.008344242196395096,0.08641809949956557,-0.014960345694634896,-0.03447322306767543,-0.006737622985112459,0.029587260467497392
RSPO4,-0.02033935138762317,,-0.04021241535119328,,-0.029963137416277822,-0.006909184996086524
LEFTY2,-0.019955996882860382,0.15048258594591704,,0.016576925522844534,-0.01793876468470143,-0.03576425384397456
PF4,-0.009045493163678215,,,,-0.02271835373034879,-0.020324537610187456
ANGPTL2,-0.02685720917588377,0.13925224061690164,-0.018866432550517977,0.03323393227414205,0.018488854140893865,0.028386156766869924
LRIG2,-0.012896968515825958,-0.04852608423526054,0.011771371377329748,0.034375684973942985,0.013264136531513296,0.06509033608165506
ICOSLG,-0.052935506362253436,0.06919060880574682,0.07003605095967447,0.0317766319227364,-0.0064998204492581445,-0.050896421264173416
WIF1,,,,,,-0.010020532794960258
NPPC,-0.014031790573600796,0.0146220172718319,-0.0024470639703937235,0.03024356977494232,,0.043666370481588335
LYZ,-0.019794725537433278,-0.007269119274524464,0.035039865233382685,-0.07456864101398147,-0.0005740693813820215,-0.05794217207467303
EREG,,,,0.014128813437147602,0.02646165038326394,-0.02339956358380753
SPTAN1,-0.04348277907232324,0.06993463959460787,0.028470534585138353,0.032422389937390966,-0.06356239007404087,0.0525893521961442
LIPC,0.020122398648902078,0.0661535282448308,-0.0479777299855923,,0.0012342905378553643,0.0022950677160999103
COL8A1,0.035315570461591894,0.10032127768644945,0.019039152021180294,0.06914964430391138,0.031766082886343805,0.02818111333635786
GSTM2,0.00047534762744201966,-0.06214017990767906,0.048716772644139816,0.0571336573313796,0.05756109470369423,0.0037376586285365943
IL4,,0.09542928159177554,,,,
SPX,-0.026636341167982792,,,-0.026250517949778753,-0.05876046549877941,-0.003006430595713791
MFGE8,-0.04504833535078742,0.13784073807493658,-0.02795833066525996,0.015173368676893631,0.03413399462973785,0.02446696919760911
TGFA,0.09948851190653178,-0.09044849554456127,0.04843070376004842,0.05892903305932303,0.06208499376711465,0.09454448045843873
SLIT2,0.010890075431506217,-0.12348040214664875,-0.03348714037082388,0.02578721610240493,-0.0022982323002616735,0.07797090039040849
PLTP,-0.004525282689405613,0.0908795024825075,-0.028676673353091178,-0.05499300175671537,-0.05894147378719344,0.012884298464064744
APOD,0.01275506603561993,0.04087224632513978,0.06652283983079169,0.0512624365481361,-0.06440615726413153,-0.01901674228454482
B2M,0.08854348585856693,0.1515775044720113,0.0008287062865813624,-0.006401592670148758,-0.01942558562118394,-0.008219445516873966
OMG,0.0012656064739593363,0.11529762833995574,0.07792432875181214,0.06636063714498659,-0.05769917967528672,-0.003805532162444094
CXCL3,0.02987419506003467,-0.03591233626795176,,-0.02338018373420125,-0.02007521581767645,0.07309471807701665
CXCL10,0.09463156769175028,-0.043988766844728085,-0.04982294521517952,0.03862054664729476,-0.03823391030935761,0.03124592590432887
RSPO3,0.12595694257018916,,,-0.02685350154828432,-0.01619049428052826,-0.009128165854999272
CORT,0.06383490438634921,,,-0.029687730390946927,,
NCAN,-0.062102680486353014,-0.016800795680888075,0.08519931040986929,0.05487924669381845,-0.002401638946509676,-0.016132220590668864
PRG4,-0.01036756312487881,,,-0.02851643306805311,-0.013610495400747701,-0.028288987393988864
ZG16B,-0.012032824956707598,,,,0.26683633158088677,-0.017338915062239845
TGM2,0.033824205011718914,0.027055992510150787,0.0124163058015377,-0.052230306299635584,-0.0016458306588600106,0.00899236544258062
VEGFC,-0.01847777350449759,0.04174496970338238,-0.01087031029523752,-0.033506610902105154,0.01110971105744825,0.05722715985005097
WNT6,-0.014339674758829187,0.06488162213851724,,-0.027225698808519553,-0.024380922331727232,-0.01791630130918569
NRG4,-0.01261779859620467,,-0.0017888705186972051,,0.06016477610069777,0.05163398512786974
PMCH,-0.01748318922545114,,,-0.02646362378234973,0.012465414568923514,0.06678408635922764
COL9A1,-0.013178369714537747,-0.01662773542110566,-0.011603312689150262,0.020540717713347693,0.03290261236179959,0.11322871920651827
GDF11,-0.01599207992263396,0.03790875427758814,-0.018269687690748874,-0.03174359288325727,0.03192263108752067,0.11401585985653276
RAET1E,,,,,-0.017760859179742926,
IL24,,,,-0.019730640200022034,,-0.030121790432645696
SORBS1,-0.015840590092359944,0.20471764368704787,-0.03446158206463747,0.032647259189250225,-0.021625424750114308,0.037642174248427626
DLL1,-0.006074971724009654,0.09279999616299177,0.13071701277894548,0.006099941134673241,-0.008086595712504726,0.005113291337647907
TLN1,-0.05433056206354552,-0.02750694856846287,0.04618032096972087,-0.028904377679839163,0.01710529074825186,0.03970377417311731
COL2A1,,,,-0.0431337660150457,0.0662986210690768,-0.02427452946506224
SHH,0.01616415431192699,0.009504816510801076,,0.024462253739396214,0.0053200574592513,0.06439533924828408
PON2,-0.03384465854522338,0.15143157411228272,0.07805759776337291,0.031582442695871966,-0.04010998454851194,0.007029356545203899
ICAM5,0.017117490737102403,,,-0.02102141928179135,-0.034912858722264954,-0.015386066402509082
HPX,0.018667584139658952,0.18633245685169356,-0.041751633920110644,-0.049968939035722346,-0.037363455690411385,0.02981560315491268
SFRP2,-0.01226996320375798,-0.07665519599535588,,0.02114182584985117,0.02285137507813279,0.031579555944132684
CFC1,,,,,,-0.023840642391589267
CD70,0.11028900044974746,,-0.03483160105586626,0.04047543141800788,0.02561980776108713,-0.047331876868469076
HP,0.01748372191822774,0.1578996611197866,-0.018316355443947455,-0.0031409476481013276,0.009803902201013097,0.1226198500119085
CXCL2,0.021096276490815268,0.10762660961263396,-0.0010675114683379777,0.01596823442496791,-0.006435108527074265,-0.030638209602488704
NPPB,-0.02052352191706237,,,0.01679363582206712,0.008991290436411108,
CCK,0.030718317195518565,,,0.09046438615653214,-0.021305654929237614,-0.013545714163464768
SEMA6A,-0.023497039281482647,0.018588036714205978,0.014081800373794442,0.03221027250646557,-0.022408984855611547,0.03574888493934272
IRAK4,-0.009618020189287169,-0.03657952239809829,0.043813322861998724,-0.01735797221094098,-0.009193519985371625,-0.01006903142169505
GSTP1,0.03960141145651196,0.07433758563778087,0.021032682807906183,0.022069815521293314,-0.0003161936355105507,-0.00021383876547018512
VCAM1,0.0822130344917749,-0.07302089605411173,0.006008094336503536,0.01828516099606236,-0.05657938741168888,0.014298086493946288
NXPH3,0.00464043133815201,0.08550336449692603,-0.005396979708196228,0.14999101587351912,0.021639231638546114,0.02147015325640571
MTMR4,0.0458336187514085,0.08044823637851889,-0.028085844004500746,0.05821262314371594,0.025651867264673944,0.03928684190246471
LAMC2,-0.00010249304773240246,,0.0846318316124955,-0.02425702224713023,0.024339811140555452,-0.02594546238078934
IL10,0.016689717673768062,-0.016350020167433567,0.1158590461377291,-0.046170335639907724,-0.040242403066983956,-0.034218147670710075
SEMA4D,-0.025268445493125794,0.07130930574499524,-0.067701981640063,0.02754941838602497,-0.03695629710233658,-0.01983758323168422
TRH,0.0802852751581578,0.014852014073671557,,0.04615294031298426,0.04974436714773995,-0.0033055208610032845
SEMA6D,-0.07623120718038744,0.029773159192344408,0.026709305036648902,-0.013502370821406458,0.013914949679116276,0.004444231302713238
CEL,,-0.06541101506683389,-0.018789671842977782,0.02973490857189574,-0.04393619523274691,0.010288694088820926
PDCD1LG2,0.028880569348584573,-0.07177240904262704,-0.02933874634653816,0.02370876365759889,0.029226065939649087,-0.014174503720976981
SPINT1,-0.030022096694694904,0.1597408326033126,0.03910460946944334,-0.034277738815497276,0.06128056801522114,0.026362505246365953
CTHRC1,-0.026168142411559858,0.14466445875856118,-0.01993058569070227,-0.023335084801170792,0.032660396452691344,-0.015141278118536548
PODXL,-0.034340841854254595,0.09190975148034794,-0.06035596305430495,-0.017708863487361018,0.020087512701546656,-0.021882505472878323
JAM3,-0.03568517718819012,0.005831588694661879,-0.022014464809393692,-0.0004530787813479254,0.0036967337279922717,0.008889480835404518
TGFB2,0.026107340372636508,0.10177316737120158,0.013105562220368577,0.022267305355168417,-0.019024034563488824,0.012612501453374501
COL18A1,-0.037649897236516516,0.12235411332189196,-0.03325009948837356,-0.06101462282048878,-0.017043652913002142,-0.024759876510730992
NODAL,0.07211936235348229,0.1611113507086484,-0.017634497402233936,-0.029495338665401688,-0.025175738282196113,0.08339394217427827
INHBB,0.026398228255121767,-0.06164352478387608,-0.024428169614289324,0.05573639853025104,0.018114835192188778,0.026559259187584325
LCN1,,,,-0.0313730602221933,-0.018602400544505543,-0.01819852824619081
ARF4,0.04679770950889521,0.07981253773526635,0.00594559713512192,0.010799076141223439,0.09553116375494594,-0.005007133573138977
CXCL14,0.037102675799910646,-0.011348655363328564,-0.06738380414229037,-0.01871259555158267,0.06254002775960028,0.05789799785117951
LIF,0.032065372448547166,-0.041265886599313066,-0.07811655478727882,-0.004817425559753941,0.11018975485468735,0.00952959420036039
IL17B,,-0.03388514337971739,0.09562326717854237,0.06835351914662917,-0.01853527628489907,0.14895712149392976
MMP1,,0.11569894683852726,,-0.03244156046989142,0.038577493613376077,-0.012398989752205368
MATN1,,,0.025879906878595156,0.006039162511475865,-0.022372702173974888,-0.018751058986537877
ADAM28,0.013312552808553589,0.023142903070705538,-0.059081679890303426,0.06151489470200252,-0.022076508613716295,0.05524412264384005
TCN2,-0.033370366168429214,0.08021575017710147,0.01915564165427672,0.02829677274165057,0.02450459347871605,0.03671053332872392
THPO,-0.021856876213503632,0.018950170871224508,-0.032094305397009845,,-0.024219218707132468,0.04322172828185025
CUBN,0.02118786850157093,0.08199867596894897,0.06564556836601931,0.03644208995864295,-0.010472796826303416,0.013815602776367515
TIMP3,0.0397146837027551,0.08034659920534054,-0.06505166669103422,-0.009793895521606874,0.021438831262636956,-0.0018037868299250808
PIGF,0.02102078227569393,0.09540973049030431,-0.009943211609461636,0.07642576228033877,0.0801106404090789,0.015256107463362855
CRH,-0.012151939268605874,,,0.022736473133003615,0.12170539809600821,-0.041067778806574834
BDNF,-0.03259079230833576,0.02432221145349943,,-0.023212069534135862,0.08762286194293455,0.00826579211374576
CCL5,-0.040700809273931805,-0.0437855637976873,0.0696415880474507,-0.005498939086781022,-0.029144724432326262,-0.032925609564259176
GAD1,0.006218320064088383,0.05280705927579177,-0.03526994599089224,0.051305697073866514,0.035040881419010725,-0.0012141456990351345
COL14A1,0.07602984451870326,0.10602533432516834,-0.04437193228111287,-0.0007024919946925285,0.036698136097407005,-0.05405123440421021
HLA-A,0.06925178157019599,0.07448458568134295,-0.04694874919330014,-0.03142049624595118,-0.03458316285956449,0.03895748908171906
FGF18,0.05002864242186294,,,-0.01801616617465596,0.026534115418368757,0.05736448799167824
ADM,0.005258359228962306,-0.11932524658551488,-0.01243617225541794,-0.018601958470168208,0.08129360009323364,0.04768388017929776
CCL15,,,,,-0.015954305248908448,
GNAI2,-0.04811702599854464,-0.040194220786463564,-0.06824678652938856,-0.021968692096038626,-0.00597318666525196,0.07852824875316562
HDC,,,0.03466976572299617,,0.008769028660431371,-0.018751050494360724
COL11A1,-0.01650213921658113,0.045442822268039744,,0.03590539347560669,0.044387905847009364,-0.0024359779760816784
NUCB2,-0.010079037046573069,0.03494151459735278,0.08966377763726777,-0.036637427799077714,-0.00511633186157439,0.011635819651476982
FGF16,,,,,,0.008259965487093665
CXCL1,0.009431828771180895,0.022261973736059704,-0.03520235074184935,-0.009796708820947984,0.04560162020964904,0.007975854549264364
VCAN,-0.05693008882728828,0.06444099854361879,-0.012679539121006961,0.0035354193724450584,0.003539263026226076,0.05034083041092679
MMP7,0.027965013962170895,0.043330266480636405,,-0.03127542621890301,0.040127262408854676,0.0295497298039245
PTPN6,-0.018152583745083162,0.026737063833564285,-0.04085502173032644,-0.016580101013129206,-0.0035831710866708008,0.0025044062529922303
PTGS2,0.026873342095370373,-0.024288680567765657,-0.03301568358845423,-0.005232517583347287,0.030733149407024974,0.029578425737475943
XCL1,0.07194667488400311,,,,,-0.03337089200316167
CD58,-0.04982775168993729,0.0464784836004942,-0.060530048360107606,0.07744059066223434,0.026307145302596174,0.0506694639586279
TNFSF14,0.03616892293860674,0.06665918332282993,,-0.0258195484224919,0.05028392368201226,0.016143387094622232
CNTN4,0.07323380950054911,,,0.027935601586034385,-0.02714724254361064,0.059678929011121304
NTF4,0.051032179105998866,,,,,
INSL3,-0.009654622980212193,,,0.032233820722208845,-0.021845062732328956,
BTLA,-0.015324820752562508,,,,-0.001505254901419722,
MFNG,-0.012267476060561512,0.009192807509535116,0.0017435939022708829,-0.008758387140305239,0.04906039774167285,0.01903415195724351
ICAM1,0.04555706576215215,0.08200447189680929,0.08235649534824001,0.014080892068931214,0.04937896097883204,0.03352575530898109
PROS1,0.030653510226942085,-0.014318817399104336,-0.060619924757215414,0.013145019173998514,0.022458889838241486,0.0765924432114662
CLCF1,0.03416272867610371,0.004712694719257757,0.03684287608715683,0.05644004498067293,0.10614945938031818,0.041214480238942794
PSAP,0.0030441051753750934,0.021639946247250935,0.022570189426844224,0.0060265948115954355,0.0019957791952075897,0.03164681990655108
EFEMP1,0.031436653360045475,0.05735113112685189,-0.033487906806050474,0.04087457401848022,0.07507533506727854,0.09557839737512032
C1QTNF1,0.04129218698587093,0.023532234596929224,0.043585677833347776,-0.03630870656181055,0.06360297486088141,0.06790376690754364
ALB,0.0162053718764381,-0.04422801165860812,0.0032666370743955593,0.029908527678953887,-0.024701534902101894,0.010494878080587156
CCL13,,,,-0.019166651029207747,,
EFNA3,0.0083447722551422,-0.08018197670033632,-0.11808742887336991,0.015059827825561083,0.08497314913873805,0.0696768450517914
DRAXIN,0.06872102930165193,-0.06640740656404061,-0.027876294706410638,-0.010887327394163522,0.023859425953134516,0.05057631359791812
NPTX2,0.02812044852947866,-0.01596450379547518,,-0.010749421625564934,0.05266514215885858,0.04310293282480744
FGF11,-0.026024341108118933,-0.04443761668446803,-0.02424160953060469,-0.007630124251389722,0.10425137587125538,-0.01331138017029169
CD59,-0.056594431449057576,0.20735467054545742,0.028197510882482103,-0.011644779798556484,-0.045845198240144124,-0.0019699417147575927
COL9A2,-0.013885490216336803,0.08545970615228624,0.08550461076574388,0.04043479732399124,-0.011226317464270101,-0.02924589630546956
DLL3,-0.04720117535063686,0.10175726405230531,0.037733532095929,0.06729463114786496,-0.05847975730978438,-0.009064385992433019
FGF5,,,,,-0.011433848602317635,0.10140226811014243
LIN7C,-0.02589050920569607,-0.030294369840252747,-0.009387776519730752,0.039501262760671105,0.017384542084784026,0.050813451725274676
GDF7,-0.017226666071445833,,,,0.02245321885541917,0.09159924731884793
PSPN,0.03874433751189394,0.028718928277971314,0.05476916276466143,0.011890738915334032,-0.01276394339952987,0.002815885205509863
ANGPT1,-0.037845332456459824,-0.06552713857581362,-0.018265633924937307,-0.034266118158059675,0.02785108323384144,-0.00922920800866149
PNOC,0.004641996947568262,,,,-0.022546132702257506,0.0544851818309381
L1CAM,-0.02477892294098331,-0.017771295872721478,-0.10352156514146692,0.0414490765775212,0.03642523158892038,0.009326996846905052
APOA1,-0.015035480130144429,-0.02396053855764913,-0.013738518563922735,0.0827580072194721,-0.0009460927592879869,-0.026783856254053297
PSEN1,-0.03310289169732963,0.06259032788050246,-0.028635480396956257,-0.037645239575331876,0.002068861508268826,0.04259622206656843
CALM2,-0.008695964618311389,0.1480615992080848,0.06340458932143546,0.009195289991358775,0.05689211901131044,-0.011123887242366076
CLEC2B,-0.02554068669133744,-0.008155165095161362,-0.060467663327336774,-0.031575327646301256,-0.03982885500766344,-0.01951009233536031
NTNG1,0.011156572436272723,-0.004310953644223821,-0.029645921952816887,0.029961889609579174,-0.008231547160539976,0.06621728035813766
LRIG1,0.010488518304499017,0.13938379027678655,0.002311017877543148,0.05971900190218546,0.011063261430869217,0.04037679181790373
CPAMD8,-0.01141969625382601,,-0.03821795693355855,,-0.02288942889298729,-0.02032455587942482
GHRL,0.008943424872061869,0.12056643306383977,0.06674237173689826,,-0.03142205346526038,-0.017916307485612022
NPY,-0.023207274042269785,-0.032338893983705985,,0.02079717239395653,0.0490480476539425,0.006000017071523304
MMP2,-0.03725491868597317,0.2029381575781694,0.07520833557753387,0.010758444719955998,-0.03197272473668552,0.0031358371562004326
LHB,-0.00994569301862636,,,,,
PPY,-0.01731255085238064,,,0.045661024569885945,-0.014659329574264758,-0.022694318394486747
ALKAL2,-0.009801197611683778,-0.00647188883299244,,0.03716225268029102,0.0007254844787983191,0.01579952788771009
CSF1,0.004408315405217655,0.017641128861646066,0.09805920748136016,-0.016133854335255205,0.04880775319248378,0.00040960826739832
SEMA4C,-0.00845109706118782,0.039557833925646754,0.1094681445004456,0.02690630711615198,-0.018078433382693333,0.041995032999707804
BMP8A,,,,,-0.019607119704648072,
ICAM2,0.022384017261640254,0.07999717398841501,-0.01325809273530987,-0.03401398200219189,0.015438634459798586,-0.06741392936771888
SYTL3,-0.04499771874494483,-0.09400231736912316,0.023520183567261033,0.03454457801650205,-0.018584023701693268,0.08438528095345509
IL1A,0.021250796674957276,0.01740567688279265,0.11808447127133384,-0.039092645845927705,-0.05480153977726234,-0.03220512571464203
HLA-G,0.04345973282063842,-0.0486988414388511,-0.03348717893680936,0.15631511856133234,,
PGF,-0.023912071271574572,0.11061563251422066,-0.027227143793565525,-0.03260583005414071,0.029946984769969952,0.01858634447449765
LGALS8,0.020141920565633926,0.02028617644912801,0.01685895196447416,-0.00710608040170463,0.025778580632703402,0.03253842346529848
DKK3,0.011008387274182057,0.1487280137281896,-0.0667475665804429,0.05479342991495383,-0.03657526442965958,-0.02836274647406049
COL16A1,-0.041848128423681095,0.08378282439508204,-0.02196245029950784,-0.03901631473594093,-0.013510924924938035,-0.010263937701653196
TPH1,-0.004103557939204604,0.0307462813944749,-0.03209424305727476,0.02052235617306042,0.03503891143233923,0.1165127437396372
TNC,0.028744564227058046,-0.023430234389944175,-0.06245288368377596,-0.007562659150662607,0.11051635093378681,0.09047005659198966
TNFSF9,-0.017226667230211972,,0.027979355142739627,-0.04710667304963991,-0.016396786639146496,-0.028226525590122016
C4A,-0.011791196199421226,0.02434744792517164,,0.10026405516834583,0.0533138864254045,
CNTN2,0.027387435380041694,-0.006725233199868936,-0.052542721543535384,0.0263431571884232,0.10721353321563877,0.00891920186572653
F7,,,,0.005210358025197869,,0.01668905609447163
LUM,0.04394630821598227,0.18763389029968092,-0.02632293403181051,-0.014710544121469245,-0.016799897119524676,0.019360173936517237
BTC,0.10293995523976714,,-0.016742720719318472,-0.019450586462887092,0.05008548459530827,0.0528503757469564
APOC1,0.037666827932580596,-0.08957493716581523,0.11305431588164445,-0.013010278042759463,-0.09056936101946679,0.037966471469214405
PKM,3.330961740782119e-05,-0.08914767898814756,-0.0045884208222795285,-0.02917354494080865,0.10121779622380098,0.10786903105003358
TNF,0.0536869131264956,0.2013876919687763,0.01446109191855577,-0.018878713893797885,-0.00849503185300077,-0.019552477481947377
GNAS,-0.04728560844858565,-0.14226832309469659,0.03940248122158472,-0.038041708775567985,0.00020704082554336926,0.011473722222891171
BMP8B,-0.0152289299890565,0.023911937785339957,0.08355873102144643,0.01474204727954358,0.04669326610057782,0.03401094844090883
LIPH,-0.014937898187272565,0.007582303968393281,,-0.019166658078235747,0.04929400813737858,0.0685231857812627
CCL28,,-0.06502674453970951,,,0.011234983926398625,-0.029582035705930678
PTPN11,0.010436497975897949,-0.0759523988304056,-0.011285642659151607,0.026599811212337517,-0.006954843317399144,0.06016108446145302
ADAM12,0.005979473845306539,0.08339812819233758,0.006671494057393192,-0.0020601805419987514,0.016535415763617806,0.02845033236333072
EPO,-0.015228930415482577,,-0.004778350701243238,-0.020815480165043858,-0.016190491180642447,
EDN3,0.0415554288852422,,,-0.003580380415884113,0.030114974717402918,-0.031177818013648217
CCL22,,,,-0.005166478715546286,0.04173188659644779,
CCL2,0.041245219816571234,-0.0060299585809462835,-0.008681960615129864,0.0032040242787011947,0.12324442937926061,0.09238428028202829
DSCAM,-0.01806782629461973,-0.005588836200956848,-0.009521400237930711,0.06990026967871453,0.052179399028688234,-0.030866154612151794
ANG,-0.04720925629974085,-0.07939883214164101,-0.06986447297684713,0.07399973490065986,0.02054412501358892,0.018782181286984317
FBLN2,-0.02309144444330859,-0.027932200630933556,,0.059825660868234196,-0.04558282608576747,0.030812005534819758
VTN,0.05343195686211321,0.05766748859178205,0.08952660238642093,-0.023793518301509352,-0.01035569878473186,0.03354564147882797
VEGFA,0.006537961720993898,-0.16483967815423037,-0.046607468151383356,-0.026282655181738744,0.0718022619445364,0.03867564642602801
F10,,,0.09254096618145408,,-0.028584226915603937,0.0919992330931371
SERPINA1,-0.02559801457415557,-0.028856325967288085,0.11433033584932151,-0.06129548649304151,0.003729370549844625,0.027002929507324924
VWF,-0.016307971830035763,0.22655142914313223,0.027073786632741022,-0.0007294252960824652,-0.05937472870398732,-0.006530081489421138
GDNF,-0.012386927431685327,,0.04165742179737111,0.01599586846167855,,
VASP,-0.03916707354517461,0.02248641275479563,-0.03322894274532539,-0.02011138925889339,0.031115863620424376,-0.0011185454158457065
ADAM15,-0.03379947290714391,0.08026743016543758,-0.019812586330359202,-0.06046825387664754,-0.0038024929700003446,0.09438458816984911
WNT2,,0.019201418728551748,,-0.008654765974047808,0.04804063353807534,0.015716563634772227
CALCB,,,,-0.022596817152674052,,0.003871080254383324
OLFM2,-0.0028329577466006724,0.025656157191516038,0.06176135076316424,0.011907801675490668,0.04846805023671362,-0.01913772389697429
MFAP2,-0.006038751558008898,0.11262951377957615,0.06256537623765977,0.06362231145437276,-0.00029822023190524666,-0.054708807208952166
HLA-C,0.026308393759158548,0.1687949241948051,-0.03684665275297165,0.01326096663784756,-0.01616530665885767,-0.032621623290304366
THBS1,-0.005975243892277036,-0.01146672521987603,-0.08640301390868305,0.02368041352844819,-0.041058179712491885,0.01038170206955988
HSPA4,-0.006882512180612487,0.027400879039572168,0.07496166259528948,0.0335198311892419,-0.011522729008862715,-0.004576564555179326
