,MGH258
BMP1,0.04128058730505103
NDP,0.015613778955761286
TNFSF18,0.04691929172698992
RTN4,-0.05034987846103012
HEBP1,-0.05615748943645888
WNT7B,0.08417079326640318
PTMA,0.007934451109368237
FASLG,-0.017945700033448447
CEACAM1,0.012574245553633763
PDAP1,0.02137413031604093
QDPR,-0.06608701699835208
POMC,0.050899669302776306
WNT5A,0.010916363632826642
GRN,-0.06913207623572729
MIA,0.11369425296884395
COL4A4,-0.020783307310634797
TAC1,-0.01794569026993145
RARRES2,0.06865123499412194
FGF7,0.02082807656820035
HBEGF,0.04171968952269071
PCSK1N,0.06246939456657202
SFRP1,0.09580386034617046
MICA,-0.016263684420601898
TG,0.06708601107346523
ADA,0.06789969719210308
LAMC3,0.040519274152711594
HMGB1,0.01934177750557812
ITGB3BP,0.0354826367245629
RELN,0.035453651255489646
IL15,0.006402524832783938
BSG,0.05276839379797795
ADAMTS3,-0.029930877338187733
CD34,0.04555613833598131
PLAT,0.08035557918229021
CKLF,0.039923086273626895
CD24,-0.00905984076872033
HSP90AA1,-0.043111002117900726
BMP4,0.022884880575054962
IGFBP4,0.09721470637533601
LEFTY2,0.024039298961562754
ANGPTL2,0.08000302794122732
LRIG2,0.03397134748011671
ICOSLG,0.016043052707617807
NPPC,-0.02374318590204539
LYZ,-0.08220556563248921
SPTAN1,0.05539167948328437
LIPC,-0.007931373625478187
COL8A1,-0.03545372325797389
GSTM2,0.13042828793751454
SPX,-0.0445614766460791
MFGE8,0.03211345766419674
TGFA,-0.0011947492378546068
SLIT2,0.06744996328572718
PLTP,0.0749151348210044
APOD,-0.08317808779082687
B2M,0.052900521071907444
OMG,-0.020049071701065634
CXCL3,-0.016736859522702395
CXCL10,-0.003345005350035878
CORT,-0.020783306976091955
NCAN,-0.0018434850866396967
TGM2,-0.04021979383732355
VEGFC,0.13327083060882033
COL9A1,0.09039222534392445
GDF11,0.010001705256196636
SORBS1,-0.04726813535432125
DLL1,-0.019725024652655694
TLN1,-0.009780200019483393
COL2A1,0.026977421191660335
PON2,0.06757945534452263
HPX,-0.022173373364707687
HP,-0.03873369199984603
CXCL2,-0.05214323547292904
CCK,0.0473215891950278
SEMA6A,0.01792789264813905
IRAK4,-0.006771422777978424
GSTP1,0.05118545781149873
VCAM1,-0.0021922124124935387
NXPH3,0.0653270670006256
MTMR4,0.04288346361358337
IL10,-0.021587528990275256
SEMA4D,0.004902137237631402
TRH,-0.01908306523604914
SEMA6D,-0.019928128342440333
PDCD1LG2,-0.012649938835969547
SPINT1,-0.028068204637266662
CTHRC1,0.05622308570656208
PODXL,0.018169001947041172
JAM3,-0.004652932256727293
TGFB2,-0.01623220252750383
COL18A1,0.07158049423594891
NODAL,0.050061517747981316
INHBB,0.028774992077886204
ARF4,-0.006943615414773698
CXCL14,-0.023900459850854337
LIF,0.04651171651796119
ADAM28,-0.04980144106726358
TCN2,0.022664734762997022
CUBN,0.10850371619485766
TIMP3,0.06967404215511704
PIGF,0.006074316728959825
CCL5,-0.05209258867161137
GAD1,0.13516783387724193
COL14A1,0.012117977458573596
HLA-A,0.04852937811647097
CD5L,-0.03648601685694221
ADM,0.08800948239179887
