,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.046963264188912,,,,,,
BMP1,-0.06896224040033964,0.1296832718617149,-0.030797112460196844,0.017448451046191374,-0.02331280916659246,-0.0700473502896753,-0.3914345869912888,-0.04626564877440994,-0.035645646914620736,-0.11013857921353384,-0.09273579688523331,0.002991762497320343,-0.08411987034099033
NDP,-0.0165180578145007,0.06005283413314145,0.002755754627037518,0.03899854382865749,0.08116318645144455,-0.04396374953685475,-0.10748647005154563,0.0071348545793707245,-0.01949998403599321,-0.02522134029047896,-0.02363128583095326,-0.014171808122660402,-0.05173294004791345
TNFSF18,-0.028471672833979045,0.003881157816009027,,,,-0.04044311434008202,-0.05846049746867606,-0.025334791877861477,,,,-0.040643145078485494,
IL36G,,,,,,,,,,,-0.013950281408941783,,
RTN4,0.22763480875237246,0.13507044970816776,0.05400218596887168,0.06410530560506192,0.15405398462728395,0.1477276189629612,0.5248898605998968,0.11640211669105753,0.1662396073346128,0.2039788344268689,0.15271391725839836,0.03999647957824184,-0.08451861826471754
HEBP1,-0.01512777630340039,0.020898765414692565,0.05098396780244817,0.012976907400740714,-0.03755765799437487,-0.11002272821297353,-0.12705090438641975,-0.008956606199040446,-0.0033096767936488633,-0.08749641928654585,0.011206691641371438,-0.02240669357607989,-0.062252781537345994
WNT7B,0.3226102721484409,0.004775680300467113,-0.014127012112066179,0.0235029766574223,-0.009116002007406962,0.08006397546206162,0.4475915358686073,0.0004322760845038795,0.05093238569950188,,0.006318185725698053,-0.05169268686109496,-0.037211789530414104
PTMA,-0.0004600815561164167,0.0984445274418864,0.0819296890222537,-0.040362125036622426,-0.16207068946232767,-0.1679698710021257,0.09910053697498998,0.03155890579878829,-0.04776228339155488,-0.27228548181798756,-0.15727722266368313,-0.05426872480438432,-0.06891600026625049
CEACAM1,,0.11024812808972545,,0.13324031762683564,0.031110195694573434,,-0.10346994493635843,-0.03984559201411986,,,,,
PDAP1,-0.06475099933860776,0.03669721074806065,-0.03860001312334197,0.03152044396344318,-0.05381830511888234,-0.017087359870127362,-0.2606851949058991,-0.037154094904279095,-0.07324145036713343,0.008850509197144566,-0.05686047206189587,0.02841542742061781,-0.04885502511916925
QDPR,0.16538159791400428,-0.057695740550242014,0.010767371847498519,0.0023602840727951825,0.13865823155300572,-0.01072205872031321,0.09485671428042164,-0.018201710077139253,-0.045262911159580296,-0.23207935729929732,-0.005331109959595447,0.03447829890829089,-0.16721531753361743
POMC,0.201080935458438,0.02580852884530036,,-0.0053732993331388704,0.12491512729863954,-0.013241885974604769,0.02313803195771282,-0.02939648906692089,-0.021118035400438624,-0.02167719207705881,-0.029888627439635156,-0.033371519226902485,0.00780126770822111
CCL18,-0.022413439277948585,-0.06724176173950155,,,,,,,,-0.09980354870312448,,,
