,UKF248,UKF266,UKF269,UKF296,ZH8811Bbulk
IGFL3,,,-0.02345098916807077,,
BMP1,0.06297294345563341,0.015762094723598793,-0.15502238758787182,0.04557386398418393,-0.008492027406366924
NDP,0.04733995351542989,-0.009438963159115998,-0.06103418097678059,-0.03176189844517827,-0.0013689932132392667
TNFSF18,0.010649538947652942,-0.002618599658353291,0.03067037208934261,,
RTN4,0.02076777310276824,0.12947319524069723,0.20274153446544604,-0.055378755180255874,-0.01659145194276401
HEBP1,-0.008171588667744494,-0.07160147913761694,-0.05980148418486271,-0.007163794988316907,0.008326251698108198
WNT7B,0.02002316218002558,0.033144011375598845,0.19572549330967057,-0.020053658586231496,-0.030854028145083465
PTMA,-0.002838466481695193,-0.0894092491443213,-0.000357543840997544,0.009224557651225259,-0.009578077063596962
CEACAM1,-0.017332503538678195,,-0.029077684467743056,,-0.014947340188536804
PDAP1,-0.025569611191998614,-0.0146499995364589,-0.10990568507256746,0.0037581745310720487,-0.06506266635218474
QDPR,-0.0025679380672110927,0.020346801742501763,0.0003843988348623848,-0.05421918647754758,0.004407595114741696
POMC,-0.005325113252817501,-0.023577832503463667,-0.02962535381763578,-0.0021257285689541407,0.016401686040206934
CCL18,0.04102615390445521,,,,-0.011657981442333404
CCL17,,,,-0.024820807728592523,0.01742810164503689
VEGFD,0.009763254649985948,,-0.03928669743813792,0.04372958631036122,-0.014947340188536804
TNFSF13,-0.01632218924588309,-0.019763478457847046,,,-0.023453922122504234
WNT5A,0.042937653300302046,-0.019889539970014643,-0.12353202179617512,0.038627505748833606,0.00029706777454777366
CXCL8,-0.0018714516057973423,-0.02811226626376305,-0.06084290117377953,-0.01695455652701765,0.02100229072758328
GRN,0.03320545891980854,-0.04531859959591721,-0.1798378449144981,0.021219659089774936,-0.00431761437098355
MIA,-0.03534774639764368,-0.014720209893174444,-0.06698991492887785,-0.020705903275900852,-0.03374617357547199
COL4A4,-0.012264168609187234,-0.018804076593944438,0.027167845449153263,0.032744902789596485,-0.02393302879170667
TAC1,-0.010106536062395166,0.04907407676305502,0.20246109289745948,-0.03160056917388677,
RARRES2,-0.055039720945407836,-0.07028105465226958,-0.14021682063883753,0.01961289834529844,0.004994886228084749
FGF7,,0.07898478270735215,-0.05362516298504315,-0.018555312629394437,0.016737349030903872
EFNA2,,,,,-0.014206446527203199
HBEGF,0.07881485714542927,-0.0440367336448913,-0.045550351470652846,0.017213300257369207,-0.005826949656349427
CSF3,,,0.037220710496369915,,0.05102564445394202
PI3,-0.02275496369401387,,-0.02753000761143445,,-0.007292663512054468
PCSK1N,-0.03260680207389762,0.11207958335393006,0.14360252916901947,-0.042506077033105806,0.012663356137148666
NTS,,-0.006554696790884401,-0.03005088307985438,-0.013499288486483565,-0.017307859229463665
SFRP1,0.02279626531520822,-0.05171560006705865,-0.044020326453786174,-0.024820807978558443,0.004042933347413658
CXCL13,,,,,0.05574974008721902
MICA,0.035776422385332844,-0.023523397346436107,-0.05008647389932324,-0.004374698548066672,0.03689559097256803
TG,-0.013907452234340052,0.01808684625837319,0.025747911438166453,0.013755636748200137,-0.021316520674398702
ADA,0.05154267907185661,-0.05176391446425861,-0.10979380099365076,-0.029172886845850246,-0.017434364379781717
LAMC3,0.07385812483627083,-0.003960522128009738,-0.07050690861816475,0.020193031984589094,0.035760564981567
CCL7,-0.013758079023885313,,,,
NGF,-0.009113835714336051,-0.025284962711737285,,,-0.014015487985158198
TNFSF15,,-0.005075601193398099,,,
HMGB1,0.006630563367239197,-0.011438794284759305,-0.12757680800419127,0.0039195228649321545,-0.06087044008284207
ITGB3BP,-0.005250951897444792,-0.08298208152835887,-0.1559476720997056,0.0034302283983415473,-0.05810846267193261
AANAT,0.01537288736713443,,-0.022053748492379538,-0.006298360291993277,-0.019118029271595238
RELN,0.03157357777682236,0.013544743457732426,0.14439283570898298,0.021759549295417173,
IL15,0.003094598896778866,-0.021845933916953088,-0.0334594837424375,-0.005706787086897333,-0.034660809250740506
UTS2,,,-0.05657126848686516,,
BSG,-0.020229099541884774,-0.027553897503116806,0.15306012151810466,-0.007593200622033621,0.015524744565468472
ADAMTS3,0.04501868616612026,-0.014067821875386494,-0.11891285137686322,-0.04188278436822275,-0.00939592129582205
CD34,0.06487789523166321,0.0424034128757996,-0.07610339590792325,-0.03131933387363762,-0.013713849941094683
CCL23,,,-0.02509366498217456,,
PLAT,0.07286395163922285,-0.041664851173764214,-0.06929938078637145,-0.004979834405586703,-0.007447341290993474
NTF3,,,,0.034941857113989686,0.017459087461625875
CKLF,-0.011579640598263738,-0.014146618901505382,-0.1297661729657438,0.02135591885695176,-0.010425178307016596
CD24,-0.0267740980761426,-0.04692174568001939,0.016845864671176707,0.08129483570904726,0.012573488679182414
HSP90AA1,0.013592131254630237,0.036176395552413976,0.1703151298531616,0.011717464481851628,-0.04813738166657874
BMP4,0.04710225878653276,-0.06739226001945198,0.08480590072775909,0.01227637609952582,-0.03603421790472511
SCGB3A1,-0.013758077648095793,0.024291562263581173,,-0.01746563290271547,-0.027194789403781366
IGFBP4,0.06358194542356611,-0.05489065259389462,-0.06410987698229607,0.04239135867511985,-0.00692980776138259
RSPO4,,,,0.06396790858163345,
LEFTY2,0.1106790493360068,-0.025994968949257412,-0.11602234659983739,0.010477651431225508,-0.01633486107445928
PF4,-0.014271797065394845,,,,-0.013021191800294334
ANGPTL2,0.06298579204033367,-0.05898846986557167,-0.12621034594651884,0.010545027438813382,-0.03475622871100079
LRIG2,0.03562174653675348,0.0010646407177017905,-0.06114716245641557,-0.004007560990985406,0.04809572880221349
ICOSLG,0.07273988156091012,0.02146419072908918,-0.02367889001592305,-0.016020280024389225,-0.028634899944962044
WIF1,-0.02567978231654154,0.09031073816710834,0.20426707549067366,-0.03286670013885959,
NPPC,-0.015140721580635192,0.02014335157290009,0.05977034283377264,-0.0011466898632434832,0.0466988848031302
LYZ,0.011161013266869383,0.0019292731698600791,-0.08838991198606506,0.04865300158247445,0.010101375060731421
EREG,,,,,-0.0008477015675341381
SPTAN1,0.024611489452060722,-0.012671303073549432,0.06588654526218045,0.06196721798541705,0.04715571311705691
LIPC,-0.017472430875572254,0.0015117880379909474,-0.057681270256826844,,
