,UKF243,UKF248,UKF275,UKF296,UKF304,UKF334,ZH1007nec
CD34,-0.025488851217477675,-0.02453732609288712,0.0025577027945430913,0.013268296873772244,0.061263197204732625,0.02391505458194114,-0.013928904980396868
PLAT,0.039665251529770865,-0.0067017025975095595,0.013410846615002041,-0.01255430336576853,0.052190767335439966,-0.0017998179796797254,-0.061800322089095805
NTF3,,,,-0.027781286379546046,,,
LTA,,,0.09439203134356322,,,-0.014938102521332557,
CKLF,0.020159522818082986,0.015802561641903225,0.054932299714502364,-0.018749366678867972,-0.009919946175220778,0.10343525343918937,0.08584757739859804
CD24,0.06306201828161914,0.017613667052461,0.09140620787715531,-0.03652925594810498,0.031230887828365052,-0.029803305011644604,-0.05754306097719489
HSP90AA1,-0.08084829548435596,-0.015235198619228474,0.09115296216977455,0.007234262902702399,0.04170470538047055,-0.04744504774722392,-0.036174795729441656
BMP4,-0.04630761901440451,0.008554251503020728,-0.036710514923560575,0.017954143702125277,-0.02951924172199556,-0.01272880622151187,-0.035629535865245594
SCGB3A1,,-0.012544741378496026,,-0.014516929183500537,-0.0006924616871095234,-0.010423610391242009,-0.03899916917207544
IGFBP4,-0.02104303763000219,-0.06507978686744717,0.09158656439419113,0.01230804735290169,-0.04211859656686833,0.06444229869668307,-0.019442816654109314
RSPO4,0.011947981810292194,,-0.0277425482031632,0.004782539760304299,,0.04652525903315917,
LEFTY2,0.06862454061614032,-0.010410855265692099,0.0024814276073494034,-0.01591798806728705,0.08591111968841415,-0.018440920739318398,-0.013652068270418502
PF4,,-0.013013155454645703,,,,,
ANGPTL2,-0.007026755664622278,-0.003699125420376179,0.016287754471020124,0.0038817598297582086,0.010655788204385884,0.06623223124053645,0.09731107669235765
LRIG2,-0.005945369295828105,-0.024687474751349563,-0.005350614236352943,-0.04606077532108925,-0.0032611068328214205,-0.03268178466370766,-0.1029706281910638
ICOSLG,-0.001472635131347049,-0.04157390839095513,0.05695066183663322,-0.027550416641444538,-0.04129318933225197,-0.021883180752942544,0.10223767621817152
WIF1,-0.0645060052374838,0.037646748090951046,0.0329154106013702,0.10787510431958593,0.09383279670141312,-0.0498852377866664,
NPPC,-0.03381967777378328,0.00696417034402746,0.008820581680262488,0.08119936273451478,0.046999831067167576,0.007155912018582945,-0.0487209266260356
LYZ,-0.06010175476181121,-0.04892845604903946,0.025099671043191652,-0.015137091299773545,-0.03299384535290556,0.044440822296554036,0.00027712096560699644
EREG,,,,,-0.020250456748866583,,
SPTAN1,0.020445369787559176,-0.010535863854415097,0.026316347994758953,0.04696576720010823,0.057093865502047016,0.028031182082009783,-0.0009434159113352764
LIPC,0.01687218624436904,0.005045446925811538,0.007474492086752479,,0.026984507248877663,-0.023466362129905285,0.1183023500698312
COL8A1,0.10615736443118777,-0.05606323986835104,-0.02456005652578701,-0.04292623485100949,-0.031440353606659664,0.022388164928579368,0.029876067439521307
GSTM2,0.05532848450214066,0.04383437440744048,-0.047830957040421715,-0.007366675712540511,-0.032208600946468026,0.04645883170119363,-0.0537232174009671
IL4,,,,,,,0.03327351327183112
SPX,0.03840294039465944,-0.025766720992091454,-0.00686650906376276,-0.003374133746180561,0.03756980549260755,-0.040675820679479675,
MFGE8,0.040768516649826524,-0.043287161517675546,-0.029344789397422032,-0.038245584004412844,-0.03892138729574595,0.006442100470009354,0.019683993849291564
TGFA,-0.0038984740769729964,0.07788987420714112,0.04048942791593027,-0.048443259143580115,-0.06018954308438368,-0.029023487018382386,-0.07661537728829047
SLIT2,-0.04195159231823743,0.02768032647946877,0.0035373242869107266,-0.0011474522964246075,0.016014429418990925,-0.03360153322751215,-0.025635056111897817
PLTP,0.03457377421278935,0.022124669769835226,0.04163148114767473,0.035447490280495486,-0.05746390070072397,0.007471456853386637,0.12998165649217386
APOD,-0.06997309554785486,5.871655636734604e-05,0.051918988916708195,0.004929698642546534,-0.03390864182863969,-0.0606589910491904,0.07962230179246339
B2M,-0.020618973484078918,-0.0669973790763271,0.13829221727892424,-0.02164169686381223,-0.08289799023706812,0.05157251358383437,0.10871870918840196
OMG,0.004784359113922809,-0.006323857599569434,0.05683997924645755,0.027988649922569022,-0.06962095553179778,-0.015379948252624839,0.006009013057572573
CXCL3,-0.006372068828686041,0.012440514089748512,-0.05584139274239859,-0.0155300434143161,0.04680637062953324,-0.010758138902407264,-0.0111314372327565
CXCL10,-0.041482097480867404,-0.04590952394814723,0.1019502522084138,-0.023591272616636183,0.06964563779030321,0.022088300202016742,0.00094474400631159
RSPO3,,-0.017040437227167086,-0.01353168989860614,-0.03008102714605775,0.12433467621810677,-0.011242047810198878,
CORT,0.02819280733185603,-1.5837123586116886e-05,0.004253931903068433,0.03312673527388914,-0.005312172378423831,-0.018460244419313737,
NCAN,0.08881659001481326,-0.0065545156070254875,-0.0321406429084681,0.016155778184864553,0.10007914522830516,0.011102423589706024,-0.03064932425017546
PRG4,0.058734174758097876,-0.018865794757603443,0.004898051380282864,,,-0.013143812269179406,
ZG16B,,-0.01739577004732238,-0.0037312435529045975,,,,
TGM2,-0.04639439070529978,-0.04153856549608207,0.034196308646394086,-0.01865852849897879,-0.002307522541414386,-0.03561438497932053,0.09283717509271991
VEGFC,-0.04042332339693888,-0.023953879651811553,0.006710338718671381,0.005199009084231382,-0.022882927953076258,-0.013413784331258243,0.07379064594112535
WNT6,-0.028788447656187835,-0.020240664911688102,8.366630425988978e-05,,,-0.011706873609442104,-0.01510326107017037
NRG4,-0.038206391829125774,-0.011554148379945825,0.01720908250622958,0.006503305610478161,0.057291474509895524,-0.01564874399555545,
PMCH,,-0.013316777805092599,0.07218776788806808,,,,
COL9A1,-0.018434263287231755,0.018250703909679453,0.051926576127401605,0.03677700359950875,0.03207620591731855,-0.017831371758571947,-0.017233986623607506
GDF11,-0.019662015036281413,-0.0029414957465108563,-0.04266195839875915,0.0016386415833312094,0.009450201338782275,0.029733601631954015,0.046896999289854406
SORBS1,-0.009574192759288556,-0.020570524078016888,-0.008453394150345798,-0.019534634588014143,-0.017272470419228508,-0.006421060499524295,0.07408466416782193
DLL1,-0.026462187416150126,0.0009046015340042668,-0.00813436675359033,-0.025942584725504092,-0.0728305827727291,0.01695472849561362,0.003836985291201193
TLN1,0.055825006688559914,-0.07992530593273928,0.023492408170782225,-0.03840807485965126,-0.10437191164996541,0.03772447771538945,0.03847468324877225
COL2A1,0.03449783654930808,0.0458662698153157,,,,-0.01092171966431041,
SHH,,,-0.000413323324676182,-0.01666802368688172,,-0.010423609480153572,0.03051264393820361
PON2,0.057190686552815104,-0.025038054096924972,-0.06532008247225624,-0.023381261120888827,-0.056559840571240916,0.02717586818942217,0.045752870391625254
ICAM5,-0.0845743520262308,0.030482355611435665,-0.05224884662090322,0.025949108645785878,0.0640431782026621,-0.020356746262904443,
HPX,0.03498226171369788,-0.009994148067338787,0.04631057376271197,-0.01451692770353457,,0.0403357797639337,0.20582465469317218
SFRP2,-0.0274126193543261,-0.01667826709369396,0.005245998425341208,-0.018814636627908093,-0.0738230148155613,-0.02044845425748033,-0.03357718044804701
CFC1,,,-0.02385305050991883,,0.08208089350889933,,
CD70,,-0.030470781144144397,-0.030519746619863456,,,,
HP,0.046083784538415135,-0.03714075274413962,0.013489686041417235,-0.013255034613077974,-0.03589867351815367,-0.02504543906587642,0.11056877323726666
CXCL2,-0.015180001391883455,-0.005035940727001601,0.053924964980140884,-0.0201749744341742,-0.032750794092319756,-0.020630828418341175,0.09153572056984931
NPPB,,-0.016183930516179473,-0.020886701098752517,,,-0.013413785306881242,
CCK,-0.0620155782181786,0.028052677691643848,-0.035752596703963774,0.01370318211739457,0.07030857487458535,-0.06125666809678428,
SEMA6A,0.08911380839285561,0.053722733757393004,0.011486187627351435,0.004955066088992663,-0.041867761320956196,0.03812978870283112,0.04467485984667268
IRAK4,-0.013702147047658042,-0.03662614227377079,0.027272259957307074,-0.02897524594625446,-0.045596911731757166,0.020295481429734863,-0.06103449966712586
GSTP1,0.03158768785172363,0.02097154801638201,0.051876544420780664,-0.005277404651800333,-0.01885091152786505,0.09836953283886742,0.007696263082746172
VCAM1,0.059751071380695284,-0.05055418065128125,0.06025835178443979,-0.034506262370254955,-0.01728628947774269,0.003511797668524668,0.0008372482148623131
NXPH3,0.06066560102477409,0.013915301918993575,0.029053122628290847,0.00525975801721023,0.013796949197624819,-0.009445401876155573,-0.043057756136335404
MTMR4,0.04949519890145952,-0.03935411633151892,0.017617460186878313,-0.006111116814774215,0.053538517610194306,-0.014951498487037357,-0.009388202140210826
LAMC2,0.0370947609406383,-0.01270269321221339,-0.004996204275985969,,,,
IL10,0.0716976257538069,-0.0013715478338519752,0.06633887795227357,,-0.0265967044725479,0.016540633814695997,-0.005035640101135398
SEMA4D,-0.0004863712171995923,-0.004934463583060462,0.034130079273174456,0.03855851909537713,-0.048221887314490244,-0.015424720812736383,0.06952694306296826
TRH,0.02963476072854016,-0.0678041269181247,-0.025314314711015147,,-0.03239356849367835,0.08063810788017901,-0.049315958434610965
SEMA6D,0.012727213235559512,0.020636816470649584,-0.05466627710045734,-0.00505345938012025,-0.046205662391894754,0.041402174104879744,0.026126744664849447
CEL,,,,,,,-0.043008645907333456
PDCD1LG2,0.035622553307066276,-0.03543159765547503,0.05313548006840916,-0.02208452435661714,-0.03308606413983079,0.04700505929219207,0.05557407538944961
SPINT1,0.11628659967800083,-0.009606051989579237,0.045142573173639566,-0.023723853667762272,-0.03145977373835251,0.05809320975769927,0.010757432245020558
CTHRC1,0.021967519003176998,0.008528765844252488,-0.014823804337985363,-0.0377116558503278,-0.062310383082604406,0.03192483164004015,0.14652928398282444
PODXL,0.06301298786763442,-0.020481100858141362,0.025040820237693856,-0.01575303089767404,0.021560661703452375,-0.029449541680084068,0.05439901342175691
JAM3,0.016705120006395072,-0.050372399688972454,-0.027459864407811382,-0.019261462387072235,-0.0952611572558254,-0.02854888990367987,-0.03717121210778627
TGFB2,0.061751577522646,-0.04956979156832232,0.0016298811174469525,0.024256970305444103,0.00592264681821966,0.009346212894372985,0.113164572663405
COL18A1,-0.0014664262964440243,-0.0460941228807198,0.0006614278817186227,-0.030237120617601563,0.00808902469714138,-0.05144730626393368,0.014825405271466958
NODAL,,-0.026100477331862503,,,,-0.01844091867649896,0.041638286699957394
INHBB,0.0364115002892928,-0.022394299629823058,-0.020007602756689124,-0.050251577766336306,-0.02473060135079774,0.05313563144607237,-0.009262710614513326
LCN1,,-0.012702696070371085,,,,,
ARF4,0.0195008742758479,-0.01282482027035946,-0.013635796035265987,-0.06032932310424642,0.01862619361470469,0.059647551012335674,0.014957678528983838
CXCL14,-0.05189888385585801,-0.04642262504696454,-0.05410722453089555,0.012244006650548808,0.059647199488419976,-0.05815983692969552,0.0569586560695358
LIF,0.0063996083519839726,-0.05069204677680139,0.04415120477206307,0.015631561991041244,-0.028301414134940906,0.03833034241600389,0.01935314002176429
IL17B,0.06732219244487563,,,,,,0.05801989331522447
MMP1,,-0.01751276415130216,,,,,-0.023602080875079784
MATN1,0.01968010841492472,0.0664543941044298,-0.021149021686205607,,,0.019936414286616532,
ADAM28,-0.010142538551230902,-0.02389687089016764,0.025357349026353445,0.013944949329868846,-0.006676347520048247,0.018347996763623503,-0.036912078795475034
TCN2,0.015408653446956844,-0.06148883810602849,0.036486541225647366,0.06043851268919786,-0.029957833227273092,-0.04189923447651876,0.04905414126959869
THPO,,-0.021732475553752354,0.07999218900317102,0.09095170061879894,0.009364632972117554,0.049891515938111544,-0.01711965392924687
CUBN,0.033131777150647516,-0.027678753322599167,0.029458509314597738,0.0367736332724292,-0.02160342892532237,-0.021621424706682667,-0.0020930108904582256
TIMP3,0.10240703030096815,0.003485093324979392,0.026165065541631775,0.025762208987771838,-0.004096468003980228,-0.07479460132321311,0.01664435713268889
PIGF,0.04889786121431543,-0.01415170067495766,-0.02537001400560729,-0.055052262957749086,-0.054621093262509086,0.03120038610318815,0.04557375669803425
CRH,,-0.01488272081047483,-0.03329349687768494,0.03309858464259334,-0.024100679535888247,0.07398364362351133,
BDNF,-0.01853101149279013,0.0421321042999669,-0.019582648438565425,0.053178851544685816,0.033253981723731216,0.041766195650871134,-0.007905970448726405
CCL5,-0.051800580505376434,0.01949264263774513,0.005014614503961623,-0.02547218953234675,-0.01814534897701692,-0.014816625980630696,0.029378988497256404
GAD1,-0.0017152880253647129,0.005211819139517129,-0.001837405777701651,0.008076546858013343,0.07724640573949344,-0.027680974955144388,-0.03330320108418142
COL14A1,0.06897742658945771,-0.03010014959258851,-0.019015060451334373,-0.010770218659405188,-0.014116579243786181,-0.0007743008934209273,0.12988495320780694
HLA-A,0.06380869639404389,-0.028439599415994332,0.09675799115367478,0.009459479631272442,-0.06564542772820689,-0.0010774082264090605,0.09310815182340022
CD5L,,-0.014882719088657393,,,-0.01160064371408093,,
FGF18,,-0.013466170812705049,-0.022662009943112436,,,,
ADM,0.0006950732988742217,-0.006974581150196825,-0.05042075746572087,-0.035186094180531466,-0.0531166951897357,0.06625276493341727,0.0565754702034845
CCL15,,-0.02483049850501345,,-0.020639118611463364,,,
GNAI2,0.0024244263336227,-0.02095596905020901,0.037478927233918415,-0.006724835895293307,-0.03281517994937688,0.02101925428736958,0.029693121063332467
HDC,,,,-0.008664512194997859,,,
COL11A1,,-0.03732375483657534,-0.016042250820441344,-0.036401080627345296,0.06887454255791277,-0.010522462582239992,0.104643760086165
NUCB2,-0.06615045192905165,0.04658001105489572,-0.02950014976646991,-0.004916159594080785,0.0076754746913379164,-0.0309575620137765,0.010540788648931158
CXCL1,0.09126227227861414,-0.009118817720453438,0.008632438055188048,-0.016297109977343332,-0.012419248289876995,-0.014816628492663918,0.0012353320182261838
VCAN,0.034374597407897535,-0.035851399726140966,0.02079653944230819,0.023770003270140477,0.007160650326515349,0.018614578662819993,-0.021482068572379664
MMP7,-0.007366715970541512,-0.062390874586848305,0.09977332525531483,-0.031482485927911696,-0.017253971866223423,0.002608570208948432,-0.00411072422751627
PTPN6,-0.056406717858246205,-0.041665367400941546,0.044925474973376504,-0.04959770581611071,-0.044988537569608994,0.04511910960072516,0.05170858655853845
PTGS2,0.05244198261439815,-0.03369059534684546,-0.021580400336485686,0.04042984623851592,-0.012347700600467726,-0.025209993250031842,0.06849783966195501
XCL1,,0.004086284428594938,0.03895271858457417,,-0.02263230179016943,,
CD58,-0.013147051746877117,-0.006412707026197032,-0.0600884335566061,0.03813384560370071,0.05921082599938801,0.026262795151536688,-0.002617391469062595
TNFSF14,0.03275530526164241,-0.016432795465366076,0.025726466508626145,-0.01591798806728705,-0.03834827228718991,,0.2805111924129946
CNTN4,-0.009804952279601426,-0.02889082951202257,-0.0007075243529840999,-0.009928136863603006,-0.013751472395207702,-0.02323742939446072,
INSL3,,-0.01460967324767268,0.010247218592450404,,,,
BTLA,,,,-0.00625597254273717,,,
MFNG,0.022921199555689727,0.009364843167449904,-0.00319309486750285,0.0078095064260871126,0.0028167766317182042,-0.003060620931460728,0.04297393376928606
ICAM1,0.07688974982630685,-0.02490860213422643,0.08996934150644373,0.046033716528502765,0.05915431064920013,-0.023799887961995295,0.06675738098507322
PROS1,0.1342250405152074,-0.05713942360543388,-0.0028895178694433124,-0.01494188876913996,-0.05390169002581977,-0.014634577867306911,0.044573540648845264
CLCF1,-0.007259274962907613,-0.01829754547577657,0.031223066104090445,0.0051557867400713634,-0.025757803393912756,0.016193595877899175,0.12002733464945978
PSAP,-0.03350068484232905,-0.04803754821041937,0.05771729926539299,0.004872233407041412,-0.05833022408805107,-0.021431690816853064,0.09751785268847218
EFEMP1,0.08520726005627784,-0.0652571347430672,0.14017677613804894,0.010908826171800667,-0.01850023661946778,0.04110572350946667,0.0992700212687363
C1QTNF1,0.0811415344852656,0.005927905442511618,0.033042554430526706,-0.000351631608962583,0.04308810580396862,-0.0024097700277761216,0.044314024689541334
ALB,0.044854258925365015,0.03848695056067129,-0.005077162470974591,-0.018079472448848197,0.04677146182251985,0.03336501948302633,0.12884430294415328
EFNA3,0.03585929039110136,-0.029939547346419675,-0.01641863645795385,0.034527098365851945,0.03843866769920773,-0.020119666661927504,-0.00995586763151671
DRAXIN,-0.00967737660466856,0.051970747567003574,0.012259777221703627,-0.014516929183500537,0.13543030177355164,-0.02366886003836168,-0.007367239318377013
RAET1L,,-0.01138107734743244,,-0.0173872897513836,,,
NPTX2,-0.0008602241810918999,0.016816828111226922,0.002613922007643529,-0.011889340094717659,-0.05309513762296612,-0.059005818515846534,0.07239134268645321
FGF11,0.07792052830191612,0.07931685033872715,0.03772467484454102,0.05646262255911633,-0.04609292371941928,0.0052012395214474025,0.10307410727734907
CD59,0.02590503686459404,-0.04328317805853149,0.08783262831862589,-0.004432336259562402,-0.06715634334686355,-0.030741187017227525,0.06708752735510369
COL9A2,0.1231791704738162,0.004189128432291763,0.02999835013770261,0.03242309853669919,0.021314527868996094,0.037815687676819226,-0.10438165110156926
DLL3,-0.04670548265630044,0.008456749233055935,0.038850598113043526,-0.0010434890627203203,-0.046306053721871514,0.015774932872288653,-0.0077801757747298205
FGF5,,,,,-0.016594049524811683,,
LIN7C,0.07634257220458408,0.030341316558493366,-0.0028167415279764735,0.0013355683985515452,0.00038421625114956414,-0.035796726218416945,-0.007342379801533958
GDF7,-0.032857735129913225,-0.026839399914508653,-0.04587580606367423,0.019253742659244108,0.004303924109238585,,
PSPN,-0.01638300325824011,-0.024553078745439084,-0.0011814458662428935,-0.01593761144098853,-0.010181697503007537,0.03972692822059713,0.049756767339591765
ANGPT1,-0.002887465177712304,-0.058639343581106465,0.016126552182522822,-0.02805556903531575,-0.007012226792846118,-0.017308936055740073,-0.06357199086131733
PNOC,-0.06257515969021028,0.05086270335039581,-0.0071239992257517305,0.035724978508769524,0.08190767156255258,-0.02161042499219673,
L1CAM,-0.05799190948534317,0.051007853035508866,-0.01352531985791959,0.013452447091928653,0.09250939160092342,-0.0455696738294748,0.025996771155911987
APOA1,0.04234510241713,-0.003529767310144262,-0.031362290735773596,-0.025761734395756377,-0.01824630451697591,-0.033789097610469374,0.011346141756632684
PSEN1,0.06399100426834267,-0.055515784646996774,-0.014350460673517177,-0.026596048216657717,-0.0807802987929248,0.027861165228210392,0.014426977626377577
CALM2,0.05021638160213012,0.02196333169013919,-0.036241935497968114,0.014669685723667825,0.07802002999142951,-0.050444806500652487,-0.005520085598292239
CLEC2B,-0.01597069267080638,0.0037799290696435787,0.003863145026487866,-0.011384279674454588,-0.07281539184793667,-0.009133728758625854,0.04504991802383555
NTNG1,-0.06638304708130531,0.000289841865055344,0.06490376593520934,-0.034594983073304934,0.10531620178188544,-0.022592841278570905,0.01192474744769403
LRIG1,0.1316507190476999,-0.020684320682949512,-0.005230682412646598,-0.004833071127691882,-0.04461325561404092,-0.012372655382967657,0.02637910034184338
CPAMD8,,0.03915773805364344,-0.02671534116063793,0.031240210853584645,-0.022691900485798437,-0.02017226910739238,
GHRL,,-0.030322928629426465,-0.014811016311686642,-0.014516929183500537,-0.01850710996624039,-0.01393907091403129,-0.026302089096780123
NPY,-0.045031260268079056,0.05211369207015907,0.02448138165028949,-0.014260642840552033,-0.10604667166822677,-0.0207077137268228,0.04891356698457494
MMP2,0.06063851558217402,-0.06173158008423018,-0.006840583110393658,0.0015181201715273624,0.02649372600934942,0.03836950805514786,0.020398700739652515
PPY,,-0.0016127456984699078,-0.019524568104253886,,,,
ALKAL2,-0.016208232781816077,0.010733771929742062,-0.008573416241127379,-0.031005333401960405,-0.056434634544619444,0.009148597279427566,-0.04343577905410989
CSF1,0.03784881136024932,-0.001969269635262934,0.06006559910461562,-0.008176582413985759,-0.09336749553647336,0.015669343241927997,0.16718840258475817
SEMA4C,0.003821372395067721,-0.05384335420247713,0.01600421591608633,0.07002835022871517,-0.10531453867623171,-0.029384516180569645,0.054695920101128934
ICAM2,0.015373131941913079,-0.027427619446967838,0.036243450795060916,-0.01732422372335604,-0.007217435237628261,-0.03568999615009426,-0.009378140709067615
SYTL3,-0.06576561130565368,0.007984904489419036,0.029115772547006785,-0.03270406474006138,0.08642224805143868,0.03281504068866133,-0.017197937925000385
IL1A,0.0016725311200384303,-0.01724843835890446,0.04914717591784855,-0.04092121648287095,-0.04093197787758553,-0.020991518785612878,-0.04504901744423757
HLA-G,0.014603133689273174,0.001568184866485636,,,,,0.13384510476387837
PGF,-0.02491951965944636,-0.06558115131035672,0.027665420490919093,-0.026249157718714063,0.012060167763600175,-0.015606340159043148,-0.04592665561781109
LGALS8,-0.007625090253101109,0.0036211038440561575,-0.0341933786019169,0.04714267447404606,0.024943917382874298,-0.03702387791885645,-0.025338576348710888
DKK3,-0.015303016281809375,0.02104995121619871,-0.052923532606409106,0.013488409047285774,0.05333662447650374,-0.0680696371191504,0.03885659455176277
COL16A1,0.0711410362027179,-0.01909161555679222,0.006021356337245158,0.016516423077533565,-0.03932745339924075,0.04454507351868567,0.07394852545851902
TPH1,0.050434913672468495,0.03960751012413546,-0.03895717560493033,,,-0.013143811362564215,-0.049495977975074476
TNC,0.12470758717508207,-0.07597202337087525,0.012975184932329048,-0.016000509869950275,-0.025574735462831396,0.007307386544753418,0.07995377408432651
TNFSF9,-0.05148909170577739,-0.022865758826329425,0.008837342813683856,-0.02424765583111859,-0.006378128233947944,-0.022300062007749016,
C4A,,,0.0642647859774515,,0.03284319781730766,-0.011553909493597215,0.05719216793083861
CNTN2,0.007862592725950569,0.020521572673639635,0.009952151658541838,-0.03801963373356848,-0.10340633152491602,-0.020281959731207274,0.06437254236017255
F7,,-0.012544742005724733,,,,,
LUM,0.04720618243006623,-0.02057502528309129,0.05591250107682182,-0.015236836705831109,-0.009684139726804002,-0.027880021001774582,0.03707413235658154
BTC,,-0.011381072606847946,,0.08001358768352591,0.0654370348377491,,
APOC1,-0.13134375094601505,-0.0016831460517319776,0.06242771723795196,-0.03145317800760517,-0.0792062030135114,0.02357072192581906,0.0049509947354630995
PKM,0.1179804085042506,-0.00032864630277034323,-0.060866015293643105,0.03239430130947376,0.05522758584008303,0.0089816548292451,0.07214956990741568
TNF,0.014346495689371727,-0.017684262508834616,0.09361861759168268,-0.021223429634403806,-0.02951549454400444,0.0128551188804482,0.09878241503773097
GNAS,-0.033592965686880825,0.038794855658465424,-0.06846702115093081,-0.010826052791646204,0.0743697550949529,0.044886303183264926,-0.05168638178607385
BMP8B,0.02961602486541116,-0.008645236107331814,0.0013539793041724335,-0.014092139127830297,-0.043713887670587336,-0.0002493775551496335,0.05172013390302493
