,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH916T1
WNT5A,0.03263138371699605,0.028713462430487773,0.1479869740955896,0.05625775254799189,0.0031119776833483056,0.0779259781833887,0.04677587158734206,0.00839550565230262
CXCL8,-0.034687549467181875,-0.052436108871463084,0.07356648714553199,-0.053223306678563925,-0.02410980581622316,0.07281120465479504,-0.07346020848273659,-0.04114262256566893
GRN,0.022219266136485796,0.045438079137519786,0.17317570979533894,0.03683077558942583,0.007793597719448129,0.11538269784575043,0.05409321225914948,-0.07441593777656583
MIA,0.029557314336782676,0.04884091216987513,0.1619976833803655,-0.03069227019590203,0.04366567303101539,-0.034082319413428944,0.12619004991903363,0.05377511551744797
COL4A4,0.019284885491028907,0.07753864382789429,-0.029937716476341497,0.09652683768180091,-0.025774005554824737,-0.040044001299826444,-0.038613053084702045,-0.02814800203654601
TAC1,-0.04094038737974562,-0.032670422142110446,-0.12564700647413976,-0.029867555903100636,-0.014062635436232847,,,-0.021253938210896602
RARRES2,-0.005815149065720528,-0.030815887701775867,0.16429252764758545,0.013476195332660491,-0.005473668879468525,-0.09660176051868613,0.011324948029378798,0.0679462924758811
FGF7,-0.04652264699874779,-0.009786735452519272,0.10077442336978247,-0.02049730889198208,0.02285731902637513,0.024231841307150434,0.07679905315614571,0.02657696286494526
HBEGF,-0.0017660626127897708,-0.05407375436542937,0.1284563648162717,-0.03557031769034575,0.03188672926859545,-0.10994635249711977,0.1364172132834072,-0.07648214204009912
CSF3,-0.021934322067184986,-0.04134729264679215,-0.00798366261627191,,,,,-0.01702197585527132
PI3,-0.03656371080353911,-0.04882215919542591,0.06623091528330395,,,,,-0.03698309853640956
PCSK1N,0.0528582718319698,0.01437210531117668,-0.013916885222850454,0.003856282137673931,0.020014394236771878,0.009013597370910864,-0.008869408502552568,0.06775879619525599
NTS,,-0.010308319299059968,-0.03893057572113727,-0.027145957504187374,0.004854531329544314,,,0.09240873649102137
SFRP1,-0.022900244301108683,-0.02611993599984931,0.05393471242049985,0.01648399207316501,-0.026328845758700616,-0.009370836658266456,0.08580370330859526,-0.024621473053920834
CXCL13,,0.0038198809175086206,,,,,,
MICA,-0.020549098905258485,0.0032481829351329186,0.119546774296551,0.010618536114447253,-0.0482342510751554,-0.0049227842491801135,0.029436619401729154,0.047486487520000085
TG,0.04909364282423183,-0.027822275885720855,0.005275072055774038,-0.022930235665636216,-0.014174826051607138,-0.05451044208857891,-0.026224046052271542,0.0179641075996457
ADA,0.018099691737844245,-0.018299595736821536,0.11946000740305404,-0.006969573146238525,0.002425716765449826,0.040178971164011736,0.053958353063063944,-0.034371213520758774
LAMC3,0.04324867434320032,-0.016939507811637354,0.23646611189832203,0.016320617747245133,0.0591377985708066,0.06930882499951434,0.131593787333624,-0.024334154092637134
CCL7,-0.0017767807915388511,-0.03431898302140803,,,,,,-0.017837380676367025
NGF,-0.01879914412825592,-0.03663194241007317,,,,0.08836826050322087,0.03868187602328354,-0.01743142910029887
TNFSF15,-0.019896283441723908,0.0346780910462314,,,,0.003183858034851902,-0.04931525843640009,0.03854044413243778
HMGB1,0.019948554258332325,-0.009681789728208873,0.16131221268940954,0.04281460511469685,-0.02942484058583524,0.15200673309743332,0.019824722198122546,-0.0021481908919447493
ITGB3BP,0.006251212849417709,-0.052107774338280885,0.16972001313132726,-0.04456741903367994,-0.030528651718949244,-0.06664766285350264,0.0397835901163196,0.0773350332187325
AANAT,-0.018103585001292187,-0.006096223801017408,-0.028570379224331893,-0.020621294938820988,-0.01053357491537901,,-0.024306980299119867,0.0027342228057780065
RELN,0.024558715789063653,0.012086477648950022,-0.08383445688769509,0.02158836688944363,-0.0295469703427667,-0.016823416566513566,,
IL15,-0.0246920994426816,-0.005187765804487131,0.04654572456406905,0.020194348422085374,-0.05291602026456254,0.02757257785271095,0.06778878520160717,0.04101551262107532
UTS2,,,-0.007643439106553911,,,,,
BSG,-0.02366146914843526,0.01807618141547252,0.004283181057920574,-0.030152215379206333,-0.019594940000663048,0.04055516378887777,0.07021907569611023,-0.03187693653622697
ADAMTS3,-0.023410704155515837,0.019603082982298386,0.15279477758948454,-0.033510639890093764,-0.041684167177546416,,0.03600392297682496,-0.018847223739192207
CD34,0.02033461790165044,0.009162023834877126,0.15569010227642796,0.0036171909849384625,-0.03263055974905028,-0.018320772068759903,0.12093546618420098,-0.04672742364239982
CCL23,,,0.0030920246471160544,,,,,
PLAT,-0.007958268937875003,0.031158868023122257,0.16835102054901133,-0.09238364555933778,0.0014217410184058448,0.012823115050349313,0.08387620363035145,-0.08909120717693576
NTF3,,,,,-0.03483910859867572,,,
LTA,0.07848803791213815,,,-0.019860456101115486,,,,-0.02539980007436184
CKLF,-0.036431192153484386,0.06118525327670412,0.1782873869396864,0.004616266200416714,-0.03524684791865033,-0.04262972452321552,0.11540402645791896,0.058582038281843295
CD24,-0.02425344582786188,0.005840076984579641,0.021398832139325166,0.05780185681781584,0.028207001426573737,-0.006695332161733376,0.14548475517230214,0.044272019607336906
HSP90AA1,-0.03928237084485718,-0.034789741276055566,-0.19016763911160214,-0.06358970704456203,-0.011049550634042903,0.112173971488954,-0.06394451463711955,-0.06343903727103814
BMP4,-0.018693756080785218,-0.019263184506577137,0.03325376803606482,-0.00519973592348659,-0.013605181061861118,-0.025463129329667072,0.05093376009716143,0.03841885095203596
SCGB3A1,,-0.027265859365158313,,,0.08268157540543707,0.10723470626851207,,-0.03740021831991995
IGFBP4,0.037783581647446614,0.0007432709767425681,0.17293687536549915,0.023750276353610718,-0.03136707477425747,0.027650569406168318,0.02169593598309001,-0.030967446713930393
RSPO4,-0.009229159609953892,0.07630537359798427,,-0.023098919519389596,-0.024836565643961417,-0.07499237983710119,,0.030735997024341537
LEFTY2,0.03795626095513638,-0.001824983766705752,0.2277943579380158,0.04823091621096842,0.007447159966296969,,0.03774302157344807,0.051718172259628034
PF4,0.058049321234973264,,,,,,,-0.0253997941966597
ANGPTL2,0.043769844998653315,0.03177346911118408,0.13749927905621362,-0.013303387789545394,0.014424841382692151,0.05660656830579282,-0.01740131671036728,-0.07391020636439181
LRIG2,-0.02862711704054912,0.018488275922994842,0.04550601299953565,0.012712333163935137,0.040781383101688135,0.06695365281358238,0.21805474965500116,-0.00961216236211796
ICOSLG,-0.001264745776616737,0.006968913276637707,0.04328322425767846,-0.04282919824929877,-0.0030909046988607,-0.0019860373491065847,0.011993771249237662,0.050951142604242286
WIF1,,0.017713998399815634,-0.12378921758530399,-0.017824889079437436,-0.0467372742486781,,,
NPPC,0.035620048671095014,0.0033183708718773778,0.07762971093354498,-0.018348115003583507,-0.03451674821000263,-0.10165401098526548,0.01800552464779238,
LYZ,-0.012462759269035412,-0.021845813578560542,0.07376253856370471,0.004964520694131811,0.02360226086528744,0.025916101512175393,0.06882984679187414,-0.012928725730914302
EREG,,-0.027123480446595908,,,,,,-0.03835957275470612
SPTAN1,0.012475809925670088,0.07478943062393499,-0.042561917647957234,0.10184028625201252,-0.0034117515762268525,0.032074890160325546,0.02253496753694108,0.11867994633247028
LIPC,-0.006794573225569437,0.03244895838074271,-0.0070006926412351685,0.051279209954124785,,-0.03695339229973454,0.07847300414053344,0.07172934963125571
COL8A1,-0.0009104199473148428,0.09141549186005568,0.06701026749801405,-0.02989310288181708,-0.02636536500526628,-0.0071499475768016475,0.10262364108894069,-0.06080639213083972
GSTM2,0.05844504210460168,-0.007035954718777846,0.027038335305489002,-0.016251866659907944,-0.04758550401760864,-0.02039817357150354,0.015284713733651279,0.06999543191451915
SPX,-0.0069018295559520135,0.0380259017200261,-0.01908638367081687,-0.0030489758979142818,-0.027555656893701805,,0.030506912952233484,0.20305526119326323
MFGE8,-0.012157416333639148,-0.010746259006731032,0.0646522537497418,0.01925022541850643,0.005938470866483238,0.03455878856340973,0.04029902969666431,-0.03453100828844149
TGFA,0.08490824727174402,-0.01314647034218451,0.08954631013911951,-0.010749262849982311,0.05733993286883932,0.07091495835387303,-0.02173662599651392,0.04509043627042583
SLIT2,-0.02771977430426429,0.01337872465418325,-0.03303452811249368,0.022803308975031692,-0.006310471345401824,0.07772344004953076,-0.017605157545985583,-0.0802661344459645
PLTP,0.04879006549151816,-0.003242607379027417,0.17685266936016844,0.02644227014918388,0.03282850685545222,0.040381748270003986,0.07339113736464413,0.05539400566075039
APOD,-0.009479825597649063,0.07212926678231805,0.01547970425710831,0.0006928709028684913,0.03666879656808936,0.02098100582433245,-0.10283873879034673,0.014133682753455298
B2M,0.04360841983011487,-0.02414412254515937,0.19600973263609642,0.05212711453722647,0.043645955079102,-0.039085771835465105,0.06677628022084629,-0.08919568034905413
OMG,0.04861257923806228,0.06717707302151807,-0.06108449482971127,0.05331068243800164,0.0022203641916708795,0.03716007818906004,-0.08404887761666377,0.12844867346344488
CXCL3,-0.05818639286924394,-0.04443892051309135,0.034772087402173385,-0.0523472341484355,0.030145968952253088,,,-0.005697097459666418
CXCL10,0.009871596129092747,0.06616103016226109,0.17638840695491578,-0.019089486650929882,-0.017335479305099807,0.010940516866662116,0.030536063270548097,-0.006564793240947818
RSPO3,-0.018103583663642224,-0.018366807155612033,-0.04691407761288254,-0.02680489636093733,-0.024642968277150668,,,-0.01810145345691385
CORT,-0.01090915916577568,-0.005958243364027704,-0.07608012653332805,-0.04413056260031114,0.016793961360794557,,,
NCAN,0.07187369219082931,0.023561870916879456,0.03528143164138136,0.025437226296550826,0.006182909100189471,0.11482171935738551,0.11510138132489978,0.07828308010018385
PRG4,-0.017867456359378656,-0.02181453411174153,-0.040640337152237284,0.010324287985723308,,,,0.04796979402475577
ZG16B,-0.007158104502773529,,0.009318590506360327,-0.0157809352743954,,,0.05698406537571166,-0.022570564384501137
TGM2,0.06332821587576269,-0.06688362110848298,0.1013066172854332,-0.032336481544735014,-0.042533531170348894,-0.02289911046906857,0.09728258313368117,-0.023012441786902173
VEGFC,-0.02215646777804402,-0.033579796635821904,0.02270971224564036,0.012870210656804137,0.03692152293634306,0.022733781678808383,-0.028401797232245757,-0.03873782634118441
WNT6,-0.024712992809875857,-0.030058327821586402,-0.01853507447301632,-0.026712550971185665,,,-0.04594186563876036,-0.027258595270631375
NRG4,-0.007832103080977386,-0.0067976561819312,0.0035710138679971933,0.045317590179960364,0.03839470817488389,-0.06427735385140838,,0.07288895650607805
PMCH,-0.03013052505645186,,,0.0015098973774182879,,,,-0.02785499472777249
COL9A1,-0.022711599912733874,-0.03317821832499019,0.05137460472832194,-0.0023771040270514337,-0.007874715273076439,-0.0593029890048286,0.039955640610761026,0.09257193477738894
GDF11,-0.011428870403250503,0.04954447568077527,0.12368328962047902,0.012820692878946306,-0.014820301762347632,-0.046902681355300166,0.006244560991792802,0.03632866626600146
RAET1E,,,,,,,,-0.019857168053452907
SORBS1,-0.03826549794081096,0.07451792344496246,0.014859783462302508,0.03586595065306031,0.012477254517366913,0.0058324018542246425,0.06395394244507432,0.08882722133605417
DLL1,0.023348436837018635,0.035653875493458366,0.11468726381734114,0.025791809685728268,0.036352988546218136,-0.14177444670718303,-0.05896005650416734,0.026538016512780274
TLN1,0.01504693449737797,0.00048152312447976366,0.17198095260001448,0.027969382803077907,0.012913040896630418,0.12960952633335363,0.048110797279262756,-0.030204963290646616
COL2A1,,-0.01948368826575153,0.027549130639765346,,,,,-0.026343732902144208
SHH,-0.0185672207447625,-0.04119323328024401,-0.029488640082377848,-0.015102783991530325,-0.006725254447656471,,,0.025469532786997665
PON2,0.00895778466857011,0.08620797194718564,0.12225097734464806,0.0227008361059171,0.02740808170228315,0.07457423514020424,0.075682328676312,0.15032203375268
ICAM5,0.013240770602420028,-0.022250203200966153,-0.06271351238148791,0.023923951230341516,0.014045230966213604,,,-0.03903361294960217
HPX,-0.04517657400334384,-0.02508161411214788,0.08995639992267163,-0.003156501772037716,-0.024836566744843094,0.09711289440109006,-0.060298364738922874,0.03391255004968497
SFRP2,0.03362541807111521,,-0.01692743251062163,-0.02581072586969765,-0.0021472989752542152,,-0.011344747340700317,0.0561226544060344
CFC1,,,,-0.01986045730138544,,,,
CD70,-0.0023705133072069026,,,-0.037046706653488436,,-0.06131659092727771,,-0.011932844006131992
HP,-0.030915340146521517,0.0546095256830227,0.09548421256371993,-0.008566611725080737,-0.03684664324224453,0.024412739595546237,0.10516823781157081,-0.027077797572731925
CXCL2,0.009944133643706185,-0.037164084795668094,0.028342890104571174,-0.0637022955182109,-0.017461701367357727,0.0420332278526117,,0.05925172876567064
NPPB,-0.02821075771461501,,,0.015501324458339537,,,,-0.018361910627109693
CCK,-0.0414103419333493,-2.3093233912438353e-05,-0.12554046142201866,0.041780356678334477,-0.016685906465668525,,0.035267998090231865,-0.023820354980421173
SEMA6A,0.03193055237503267,0.049370601349403645,0.08886322134165418,-0.022208820984811917,0.0031595089317674537,0.1235333838247102,0.051041265078474465,0.08255791516736684
IRAK4,0.05131379607558734,0.03663543550396811,0.15374776357929057,-0.010870549597858383,-0.030777540172032228,0.03031596066643888,0.0719651020248156,0.06760880437456851
GSTP1,-0.03556112616996259,0.0024563349148317678,0.09714819009254902,-0.016729212248398746,0.024673028440832977,0.05772654918089467,-0.07354232990890847,0.04727871871390984
VCAM1,0.060230125175948425,-0.029445866320105207,0.16574577947602956,0.0189537558430515,0.015564429784953124,0.10263153067812493,0.09651646855604208,0.1151777921825118
NXPH3,-0.027442655158002992,-0.007129705823005547,0.0620704791089408,0.03509527080021868,0.07613723581266695,0.09626626554060709,0.09772074086645563,0.1569154121899981
MTMR4,-0.041453751273319475,-0.031169869811092873,0.03735229541492338,0.014524656210037947,0.020293932555613035,-0.02623694816857867,0.004887347049556554,-0.007679636779151191
LAMC2,-0.019879646857899388,,,0.028626387638594153,,-0.06746175484354779,,0.039906600291703974
IL10,-0.03975929555674486,0.01897408257879639,0.06314452161169873,0.024984370266910052,,-0.058069066156883585,0.04846831141037742,0.04735682799168211
SEMA4D,0.02686615503571661,-0.00034890489009321407,-0.09849253466545192,-0.0023772586181180695,-0.009850368223750693,0.011378095521555387,-0.022562781055737204,0.07285092913714325
TRH,-0.0022126943263060723,-0.019173426437066966,0.040280891534781225,-0.03511298393280775,,,,-0.02056657127915628
SEMA6D,0.01816042819544477,0.012843442604974152,0.08693486189128435,0.025837932534255665,-0.04563311030378646,0.07007159200605799,0.05006084717015619,0.09539455619646585
CEL,,-0.03782717312874046,,,,-0.03408765349782782,0.013155018372805145,0.045251430140473364
PDCD1LG2,-0.005460627282414366,0.00201364581348555,0.014358263329503086,0.053417604740132775,0.024504869642086452,-0.054088306628419576,0.006273321994953346,0.017085088496725697
SPINT1,0.01718061029066711,-0.05114128373560534,0.01820752859597469,0.00734654205447442,0.047862673284866784,-0.03796127908907922,0.10940922389280307,-0.042404536186340255
CTHRC1,0.014909979733849861,-0.009372145661275982,0.1383362905143207,0.038027385452135305,0.04318576872333869,-0.0945905993697375,0.07053806192531246,0.0172940309793161
PODXL,0.0005266288117911322,0.04512956047754383,0.17373646002174112,-0.012637613960605332,-0.004538070018047464,-0.013767319527630793,0.053196225420888324,-0.08221536081500828
JAM3,-0.013548158906196211,0.017470952665380037,0.10334215969936038,-0.05047411897934905,-0.0861533263489938,0.052980653518013475,-0.04180120764619344,-0.011652884574705638
TGFB2,-0.012007791228927001,0.047715467441205514,0.16849940907433583,0.0015344403056897983,-0.009416452670837518,0.08462308503088391,0.14056315326084537,0.04131771986275799
COL18A1,0.028842901748002962,-0.019765961319824308,0.18501288124983126,-0.015610099349853726,-0.007927793137580809,-0.07512242865146049,0.06693144861311984,-0.09390801780547738
NODAL,0.04127744807665836,0.021400403971962665,0.18076384343931778,,,-0.03845595434367376,0.06676683063279316,-0.028147223108975293
INHBB,0.03294890066869868,0.02243625314565475,0.0375384307129933,0.012161814633815979,-0.02213549321427136,0.0030092268437529554,0.0971321571419879,0.13691115125967557
LCN1,,,-0.032918565329659394,,,,,-0.02079803629270355
ARF4,-0.05268638374707392,-0.00862445947249985,0.1480053801394561,0.02558845232447633,-0.009528411032634269,-0.058566112948735864,0.03935971557525392,-0.04069231504548295
CXCL14,-0.000741358826540432,-0.01974897951136909,-0.02583376397220667,-0.051048626671717105,-0.033284460713258725,-0.023001989994067242,0.07211900811442856,-0.02726987514723573
LIF,-0.03639260765966933,-0.0369388566597286,0.06457981635131879,-0.04297383565546892,0.011358802092917702,-0.05466536183815482,0.04296978882106159,-0.09565043047012142
IL17B,,,-0.007616221424063969,,,-0.055405213569967936,,0.038031318030101104
MMP1,,0.11179766829431786,,,,,,-0.07442980204099055
MATN1,,,-0.022872724969458587,-0.01760903671378636,,-0.023319226451609852,,-0.025013345490919027
ADAM28,-0.03772405489761709,-0.021831113400803473,0.034807468984030344,0.0052912437166227925,0.0001649471393242623,-0.05426090183532288,0.011128579649205796,0.04783247369145445
TCN2,0.02106953447331746,0.03676577106074924,0.18349372119574034,0.035879947495269474,0.026313273252039707,0.012084149047964034,0.07630665485905282,0.006232324406127211
THPO,-0.013914348091024872,,0.06498223221181777,0.09884875820636572,-0.012089218271316633,0.053008931622979635,-0.021511987800430017,-0.012173853967338189
CUBN,-0.025051504523480032,-0.015402074317409673,0.04405157540857297,-0.015766039026614102,0.06473804442598079,-0.021073369463313674,0.09268125358080458,0.06382600821558647
TIMP3,-0.029595447720227794,-0.003249199680327596,0.11363043262184169,-0.013805213571369155,0.016735818863450175,0.029758274250901957,-0.016110134174613513,-0.022071204161467788
PIGF,-0.04357247944690137,0.00680661254485692,0.13290780359654222,0.01517230958634712,-0.004536072395977531,0.09597206423430386,0.05342137648784179,0.027432193335492305
CRH,-0.02094264987329636,0.0194748478518982,-0.015376826730086208,0.013979567180368387,0.04851597461159338,,,0.09590660431994387
BDNF,-0.010432838531387819,-0.0251876719520317,-0.1241563276169904,-0.06840001963558302,0.02900363194616191,,,-0.005688814360565772
CCL5,-0.002963994685186289,-0.03115363621101547,0.163456391363767,0.04447312456574397,0.07811452478351602,-0.016560815396607798,-0.03788617815796809,0.07185337090302764
GAD1,0.027929578604315206,-0.04538782156056919,-0.09838183498395014,-0.011279704430109503,-0.034801780394423915,-0.05104701484938186,0.05410917373037867,-0.005586883109375066
COL14A1,0.06239741807363723,0.028828266279994873,0.11341888659958595,0.03449239499550282,0.04403577232923928,0.1575748512485755,0.0728571923571161,-0.008836329691233694
HLA-A,0.005450544834799054,-0.10384513072855339,0.19273125892272902,0.01361153599195999,0.028739309281963235,-0.07872006862230425,-0.020064683498089157,-0.11243208891674482
CD5L,,,,,,,-0.029902970967533624,
FGF18,-0.016638778710381292,-0.02658374710741297,,0.01010308603924997,,,,0.02045848352041867
ADM,-0.03133351878053452,-0.08799258337307002,0.10970298100122373,-0.06374413892703201,-0.016991892700600548,-0.08120273729742612,0.05488793958767712,-0.03242209220735874
CCL15,,,,,0.016260657056897204,,,-0.017837387104841982
GNAI2,0.06245300875306334,0.02170992672292242,0.15443441497973276,-0.02423569440784483,-0.0119024572231074,0.148859691696859,0.16012048687781397,-0.06536729682638505
HDC,,,0.10342408740635646,,0.03381074504069471,-0.01918686674487745,,0.13112095456724027
COL11A1,0.012205439988940952,-0.0255069367158491,-0.03952089005604541,-0.01961222399988758,-0.019859572040334266,,0.005720107046872795,0.00010214156754180761
NUCB2,-0.03035837555084288,-0.039030786746587165,0.09262685183146195,0.0025011832287036725,-0.03746783758478054,-0.07195000700075514,0.04911720992381083,-0.02284851973405241
CXCL1,0.0523720624613873,-0.054812129715408706,0.029423556047272755,-0.011966052455696,-0.027882226044411883,-0.04421061527233966,,0.022384471530993277
VCAN,0.10965607298113601,0.019707087951317502,0.10611710407779705,0.06808816410830328,-0.026968373648922853,0.17678740565434814,-0.024125379273460836,-0.0929782726039011
MMP7,0.03131982556089944,,-0.024027837915397792,-0.017390624016817523,-0.008301886817175492,,,-0.12268272192980714
PTPN6,0.001362603445577992,0.09096353541087283,0.10791309745629855,0.027663532919598718,0.005202798584252488,-0.014027554751630452,0.03208279600228734,0.050314259914368574
PTGS2,-0.03391751303274279,-0.059261252299197334,-0.09547683865308328,-0.023103214564901872,0.022697962236898146,-0.10901097322569998,-0.039373746375840596,0.027182135779817315
XCL1,0.013185036224407516,-0.02038744073528443,,0.05993485799570331,,,,
CD58,0.01455070672921874,-0.04330997111377751,0.17064723306979762,0.006686172915840941,0.04174570160020629,-0.06085223014832507,0.16304965457286744,0.013135942408831298
TNFSF14,0.008156781640418165,-0.05013782240134601,-0.0020701948613330075,0.03238839552390779,0.03017026895216576,,-0.04618956550760112,-0.022392169014793864
CNTN4,0.041588179074673985,-0.023942283256436936,-0.05074682887527734,0.00668725318024664,0.01135152294481919,,0.05734580706914728,0.02540164243841949
NTF4,-0.022900244390384475,,,,,,,
INSL3,0.018983082313919344,,,-0.02005321856209203,,,,0.04583352308553297
BTLA,-0.014966418782764817,-0.021254585662403312,,,0.00033427200631144755,,0.07081929680256212,-0.023616234582424154
MFNG,-0.021828564474707945,0.027390134160158824,0.10712923433612646,0.042717974899090565,0.027006559423921758,-0.0028002492269361594,0.10406213698971728,0.07262875249818194
ICAM1,-0.04141273950204305,-0.005329474704744695,0.1123927282781003,-0.0232758625729315,-0.037390572536109626,-0.050999227487992675,0.056034213695586844,-0.017749647571537686
PROS1,0.07269749189083963,0.05265794685353746,0.1422447519467286,-0.03509684172792842,0.04857003565252108,-0.031142220559001933,0.07640249597418648,-0.06880088305805242
CLCF1,-0.009194326765322478,-0.005883676813061123,-0.027363832987195497,-0.044597881759578975,0.08467530696807636,-0.04554947084659044,0.13957548132213815,-0.042710131396682095
PSAP,-0.017423410245745733,-0.05205151713286907,-0.06944321300312604,0.07186479369606766,0.03400781636018029,0.03432610720431943,0.026596797269231347,-0.018847671353779044
EFEMP1,-0.04627274839950861,0.018620373249997695,0.1317522425584948,0.06162285207212022,-0.005560428575400995,0.04929193680865315,0.13661750327190883,-0.10668340051968449
C1QTNF1,-0.027557978920791693,0.01331740848694687,0.1188884757458764,-0.04168958704831112,-0.018705672600955174,-0.012558403162761756,0.0022281310706536907,-0.08937116755213248
ALB,-0.029539770325033788,0.017495887837119715,-0.04030367503316031,-0.02189285502558832,-0.030931615377408003,0.0012472653459498064,0.07197714420001086,-0.02761704964637692
EFNA3,-0.0009933924377986967,-0.017942007827600224,-0.1254753390516644,0.017922923577151174,-0.02837530688850632,-0.09086161067565031,0.013992735496362292,0.036946351621273466
DRAXIN,-0.023196433752674238,-0.014328293977712871,0.13968196289070456,-0.04730289515250381,-0.013403019292675289,-0.11489376206041739,0.060089310513030805,0.015274335453665019
RAET1L,,,,,-0.0004212041967803744,,,
NPTX2,-0.033977762863686686,0.07771685310316143,-0.14552146147291348,0.03868872370385916,0.008136745427532344,,0.08821207789524982,-0.05462071432095364
FGF11,-0.02537898006773722,-0.0245708541329178,0.12603543399215925,-0.02308461630190271,0.07377777419284917,-0.09319723997812601,0.09439885296809039,0.050130784464216434
CD59,-0.013621199974204934,0.03177241482535209,-0.11018110162332219,0.03282381330229923,0.005062205283775277,0.12344764850564072,0.07380054062201333,-0.04295827821389964
COL9A2,0.011950425908061255,0.04225110209642699,0.06576051904859487,0.026763998302246603,0.003562888709436336,-0.0024332843961640195,-0.0037878550274350535,0.1376451843105762
DLL3,0.03481181220593426,0.09656214623450017,0.1443680129520977,0.07364720765754222,-0.027072255545216577,-0.06411915674940466,-0.00515161784528899,0.1750167829133607
FGF5,,,-0.03209358954122402,,,,,0.01346070086287229
LIN7C,-0.0005137542084153186,0.017980608895248985,0.0967669190687878,0.01427453945195791,-0.03789147870554135,-0.0713092554214927,0.05412792230890499,-0.012964676638350556
GDF7,0.0005188894826242277,,0.025716372753309832,0.06554037638433909,0.061471219253505086,,-0.042554657372623594,0.04750534264753514
PSPN,-0.025617635262103988,0.0203646044768715,-0.0009558205945384221,-0.013211759199535371,0.004357438196683705,0.12019578241838741,0.011448339194249445,0.08420140446681475
ANGPT1,0.05488090256462284,0.06602008996901633,0.10890172323515893,0.023056206818997293,0.012111428793736065,0.03891506962943742,0.016183409672551066,0.06993144772088064
PNOC,0.01514924172918337,-0.030178721601150586,-0.07333971098611496,0.019029553975552223,-0.001276204177135738,,,-0.025207245972357153
L1CAM,-0.047867908614870364,0.0017488979216946858,-0.10388126860437784,0.005397209973458836,-0.04233666128905542,-0.07606962372801715,0.06884344604824562,-0.030678421905322148
APOA1,-0.014688613394541732,-0.04573153931382173,0.018165147415036716,-0.0038033876794748645,0.02485281639040812,0.056852485868941295,0.023299529001817677,0.022909707132996702
PSEN1,-0.016974942795091767,0.012594228527592606,-0.0219245701218906,0.049045053339066946,0.09099379155733049,0.0787927990489533,0.014263684233831385,0.011307990807661018
CALM2,0.008511781204801951,0.06180744903361435,-0.19803754917855246,-0.0017224602883853203,-0.07511988458797968,0.04010665539701045,0.03900564832144307,0.09911479283475502
CLEC2B,-0.002565890980589192,-0.02617285970313543,0.13966066706481173,0.04601304774594429,0.01860113034364358,-0.08126831097298641,0.10398136856329974,0.03171634660814444
NTNG1,0.03803034007078998,0.07004462883859902,0.01776122373719387,-0.01464825505990943,-0.016645843403730938,-0.11576663085706748,-0.055533690705951,0.09419374227316404
LRIG1,0.009264534293642355,0.0660137588867685,0.09213095555073267,-0.0013934010744266418,0.04932548642343361,0.03810066126318024,0.07467633660776352,0.10244367967726918
CPAMD8,-0.019680702397939943,-0.02588517996680092,-0.014281637134935406,-0.022243649389505273,-0.013776531730297414,-0.08874594347931634,0.037618499325736084,-0.008579508734021163
