,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
TAC1,0.050819210597235105,0.0036794810406580595,-0.0174718038055183,0.047582524880264127,-0.012048990352956852,-0.10251301951764054,0.014576607874354499,,,,,,,-0.008682392242822938,-0.02293996730224659
RARRES2,0.04899116684994177,-0.022670718223771966,-0.03607342185511668,0.05731706318417659,-0.02050914601380148,0.16772516134082036,0.1226880695069293,0.06806335560506092,-0.009894321413184477,-0.02670204422894536,-0.02924801972134631,0.030699519838646896,0.009731210882880164,0.0012546932125153698,-0.026753888450857573
FGF7,-0.015326139305725786,,-0.021114226087547913,0.01803739249470511,0.06521686689966263,0.041242063472320574,0.04980245578776213,0.04449849443402461,0.014027525648751905,-0.02811143544922272,0.005972268516286479,0.018834607909664163,0.023518832873365175,0.00034893265697107345,0.06436014562208515
EFNA2,,,,,,,,,,,,-0.01605573551231141,,,
HBEGF,-0.011988543938869528,0.04250912717637795,-0.04001397651960834,0.03245974704997612,0.031432547613386874,0.11630900211029059,-0.02522478113667773,-0.013548232177582489,0.05761537360240283,0.047045569843671114,-0.024659896226298196,-0.0012634985111051405,0.016116760413385833,-0.05358459039122186,-0.026670227491184542
CSF3,,,,-0.0479524313232708,0.012805925742974981,0.029703645720661562,,,,,-0.027399976405672717,-0.01917304121751554,,0.10929692198983348,-0.018372292497743286
PI3,,0.04728615565605903,,0.007750014427131146,-0.050907724723108276,0.0760554138560352,,0.19308082975989901,,,-0.04697761462784732,-0.0028807580067430547,0.04824177325296891,-0.016795943755362457,-0.03991688800177468
PCSK1N,0.007889222741820858,0.011110889890132623,0.048100491011308116,-0.06997162970977616,-0.049496696625074305,-0.05059694537625281,0.044250308425118484,0.13129297889320712,-0.07351329301337096,0.016563554218496323,0.1436153086932184,-0.0012262170775915065,0.003335139458041538,0.033177682132426875,-0.03719564124791574
NTS,,,,,-0.0036598119303908414,0.0348954764834395,0.03255003940138598,,,,0.17666256451117943,-0.019560866930408562,,-0.04733338864300191,0.03531810835804171
SFRP1,0.05308006595252284,0.020723648665218596,-0.026329325779714162,0.07038114807186796,-0.01893237498884968,-0.027976715956116224,-0.010827770002679963,0.02590601175082589,-0.05838577275838002,0.05262908321216958,0.10202062286210822,-0.024827339002644666,-0.05669737951774278,-0.04899373283260239,-0.02657464142341941
CXCL13,,,0.010648106176031817,,-0.018762225391423196,,,,,,-0.0017825056550936724,-0.0006039581761857521,,0.04948204185955098,
MICA,0.08472455124945032,-0.019320182874313648,-0.0390517791326564,0.037365124962298,-0.021478032787964636,0.0411268932850972,0.0019267457651095544,-0.03902525296462505,-0.06440768994570484,-0.02357748100298855,-0.017864331169221835,0.006142273637299207,0.061095527265989914,-0.0416728594700795,0.04256654207848056
TG,0.08427040351636864,0.0071919517888928116,-0.017760010218220636,0.00872737492626238,-0.0017462454777517713,0.11197227870040258,0.0008257439210949479,0.04726818966175428,0.06778109537761005,0.11361435753601207,0.07553669838999068,-0.02409134594886216,,-0.016848516521772616,-0.03582947474538723
ADA,0.08851199189330325,-0.024090860650637515,0.003433585819046,0.029827203302563457,-0.029167523314911577,0.11983079506470828,-0.051874157771084714,0.13200511786942146,-0.00092448839175535,-0.0033514195923214046,-0.04303927154988291,0.029956177529749425,0.028707666320195283,-0.03941366251985962,0.012448705943300536
LAMC3,0.050253105973141844,0.027074390460031617,-0.020991078784187274,-0.021306428549018316,0.04229246582340777,0.12540196602187123,-0.020275901368213983,0.002476560549178473,-0.05803843310996092,0.02637194996575363,-0.05225190512277648,-0.048676609821989084,0.09163251047011087,0.013764713950004847,0.03736689651697617
CCL7,,-0.01690916590593718,,-0.016732865567444067,-0.024875246853629757,,,,,,-0.025116504073178413,,,,-0.01925238162515214
NGF,,-0.004861408072443852,,0.014709445387825032,0.0157545307949456,,,,0.03535870350552213,0.0063337897666345695,-0.029007551476340057,-0.015839919415089613,,0.00757012141508157,-0.0009959084028535582
TNFSF15,,,,-0.03049879388563922,-0.018417548358202886,,,,0.04866155789646463,0.044500387282622386,-0.007162391284721651,,,-0.012712568843214147,-0.00033106772460856233
HMGB1,0.09243711642702579,0.06471230237397438,-0.06892788194708081,-0.03913669746868058,-0.014392613743950108,0.1299931551146332,-0.0193015067244725,-0.11943740627068403,-0.09141505854251097,0.025799179826671154,-0.06522363569252601,0.005361988979896616,-0.04680888148132111,0.021823994457794715,-0.0015475529944932746
ITGB3BP,0.0649241073334305,-0.02922196435718848,0.013448779754424685,2.516993399077629e-06,0.03896148985481746,0.13000588937723007,-0.010110152898468696,-0.016738804116357787,0.005629682531456159,0.013106766178148984,-0.04638309769334625,-0.014972166504314962,0.0012733700452027823,0.038151429162674555,0.008213379280636462
AANAT,,0.003226120061235941,,0.038695904540540726,-0.016595312546133275,-0.024316125164195262,0.005047021558322195,-0.060593334113669114,,-0.024195453359415645,-0.022034261068721632,0.01634105434019637,0.012868754926008268,,-0.0203698226256602
RELN,-0.003445259487650539,-0.038664197012100505,-0.02483970816212459,-0.014278550506111532,-0.00283379816645459,-0.049452973161940986,-0.015033153008429046,,0.03922489848350808,,,,-0.047944306324445976,-0.015355405471922736,
IL15,-0.012508034384749907,-0.034156173718055446,0.11332072828407042,0.05708653564365131,-0.010013197360608765,0.028410910711165777,0.008607753779315604,-0.06984011515213519,-0.044644597483511725,0.06251065227265501,-0.0280320662997664,0.0042603346733868265,-0.002385046465737531,0.017850159355145858,0.0902952105956587
UTS2,,,,,,0.1799756911277053,,-0.01405674531784055,,,-0.018763785934444076,,,,
BSG,0.03625920168514287,-0.0487592940024803,-0.05310214880801428,-0.00922373774039846,0.020823111283855788,0.052641487569207474,-0.03649431001528647,0.18566708762293843,0.13806881354113107,0.024767536048563573,-0.03515883062081454,0.06438184786815396,0.08560730005478336,-0.06543370678716036,-0.01315515878332656
ADAMTS3,-0.004678886174627977,0.0018762490189899075,-0.031205625582669597,-0.000748248592454816,0.028294377032393764,0.19753711546910274,-0.029613851388801928,0.02987580103357147,,-0.02897159219864404,0.061615972769795496,0.02589496810194201,0.04162953787200748,0.03382503938509837,0.0632214683306789
CD34,0.03812126675167895,0.009423538533765267,0.001540075567583011,-0.004264451668136969,-0.02464428200932098,0.0913585939561155,0.033407783080066644,0.019825310290400588,0.023337418108284432,0.09266201217788546,-0.010499804566835837,0.05671658997063874,0.08008115223803053,0.036965180279321906,0.019387857908534416
CCL23,,,,,,0.0560202355809627,,,,,,,,,
PLAT,0.040849592387208096,0.05753506015230053,-0.034040603422280304,0.03655181498046758,-0.014589774980948768,0.1712166353642625,-0.03755451267938616,-0.03739614102379821,0.019298932053815103,0.035226373509683793,0.04256080729474186,-0.015532562920479488,0.050110529824599924,0.018221161492358025,0.038452322334350746
NTF3,,,,,,,,,,,0.10482561093582889,0.030337036600674043,,0.05383700980627516,
LTA,,,-0.013060767338491347,0.03444435632406827,,,0.047082788905113124,,,,,,,,0.06289673151063808
CKLF,-0.039156937833005515,-0.038703957716967385,-0.009003791460310192,0.0013814793279510755,0.059002582719013486,0.15974290234176886,-0.00484864438358407,0.02832100230392636,0.061878103306163036,0.045539592494204056,-0.028023669333546122,0.013514038947280855,0.0063500564086459545,-0.017638895919289004,0.022199700387969142
CD24,0.020070906265719196,-0.00018055946584892885,-0.0012879567428865431,-0.029379163264271126,0.0057739484252175306,-0.007391258497479353,0.06669591549416894,0.00925282391321308,-0.025598901253155067,0.03314747957223883,0.11935949234624753,0.061271159457508585,0.012425345958266849,0.033555319400402746,-0.004170008875259413
HSP90AA1,-0.04375405384274085,-0.01796327259458814,0.024913467272767175,0.0043934672042490975,-0.012307466592042099,-0.16535332020748816,0.06752254702192291,-0.0655581827402728,0.008292921155728706,-0.005102748521253041,-0.0301470706200664,0.004427168367669176,-0.05402378469471654,0.07370970662855943,-0.00019740444486579878
BMP4,0.03310573247275567,0.0566656788579085,-0.013845179001056567,-0.02434636264738177,0.029096907173020794,0.03383488890364264,-0.010580672854692323,-0.045795230322128455,-0.07727083533837593,0.03943889657599205,-0.02778875305227398,0.0404506221373412,0.0691275005617179,0.04709069682105412,0.019276528761039795
SCGB3A1,,-0.01690916421504318,,,-0.019762968557709874,,,9.395163038503214e-06,-0.04193666183633432,,-0.03822838099669095,0.023487062438558894,,0.0032744822836937213,0.0024543565000469158
IGFBP4,0.022622387017821488,-0.011543908272579393,0.03502443302785821,-0.10804794681876144,0.003444469865319405,0.15911618195767988,-0.027216047014136505,-0.058284004227372996,0.0576780520642011,0.05435545999397805,-0.1033442973503563,-0.00017991095717778994,0.09867390846501485,-0.05564044728506833,0.009747874674655425
RSPO4,,,-0.02111422207901343,0.0421477247383345,-0.02280967828817195,,-0.00019845426503446525,,-0.03834494637790114,,,,,-0.01777927251257676,-0.001130257214908376
LEFTY2,0.003943698910245717,0.09374934166428589,-0.01322117343301748,-0.017877163123855375,0.017851052387627298,0.12895626475048916,0.052207679292149534,0.040275133672128934,,-0.030919738832703367,0.13807290190846103,-0.018461211150843752,0.05780660776904035,0.0417803492418512,0.005432393106330501
PF4,,-0.017540543555220712,-0.011880543038302653,-0.02389620840105183,,,,,,,,-0.014716193187386893,,,0.04952486040478391
ANGPTL2,0.03041050231000986,0.012862927946085062,-0.021222997093078,0.033592871997792796,0.020666000198727535,0.16058106336850095,0.016821841567794683,0.06676004801701853,0.03439140449951041,-0.007204654645929815,-0.0019179221346678822,0.005457999834707287,0.03650802709498974,-0.030274259227347083,0.02246547496232179
LRIG2,0.057621012629547684,-0.0352771115459262,0.01727484311481493,-0.009642596967026405,-0.022320154007098376,0.08513154916241415,0.0012399707995274895,-0.02380401381399695,0.031720290901770816,-0.025463834022216813,0.01822055208523624,0.05882978422603802,0.060943916885227115,0.00027452236765347106,0.02878041819217449
ICOSLG,-0.03596846675046817,0.0058238219244017226,0.03602212396176864,-0.0170260836143041,-0.01981562190909095,0.11202288725824679,0.08076657068924642,-0.0953314073355523,0.09550593792707242,0.06254797590350186,0.011373214928164462,0.04900214110451859,0.03510177527091335,0.02142037859375806,0.036983206612869614
WIF1,,0.011167539555932781,,,0.011463598214099759,-0.11571674590713614,-0.01836162237105636,,,,,,,0.1653748383659077,
NPPC,0.024892078707539872,-0.04579915343182302,,-0.03706891218856793,-0.0013135868331890094,-0.0021929811461364576,-0.0029572653688978577,-0.06262181087021135,-0.06682330015984644,-0.028971536556966354,0.035102782084164966,0.030369902057099316,0.004590366119502935,-0.005642618853633387,
LYZ,-0.025658663249799485,0.027041814266423277,0.008689871034716173,-0.029371584210664953,0.010528840424803955,0.04740568026366861,0.07726193530957816,0.03281009375039879,-0.08318282639353392,-0.016309237809292568,0.03591631646855723,0.027881506743896327,0.14635498399300073,-0.028094412189326002,0.009085150493373433
EREG,,,,,0.051115505448623706,,,,,,-0.05098199961219008,-0.029212767419195634,,-0.022144383674202,-0.031688558965939986
SPTAN1,0.059532449487045745,0.06235262508008058,-0.009672621052117754,0.027357557021172155,0.011226410237682394,-0.06496091645777512,-0.013004869956158476,0.03562645827721061,-0.03881379254647502,0.09430736564634029,0.07450376790075852,0.044578601519842935,0.07103635614827784,-0.013867969965277895,0.04601810690921071
PTH2,,,,,,,,,,,,,,0.09314639840487077,
LIPC,0.001902932838979937,-0.02147423575210984,-0.017880852223200277,-0.02212174738930993,-0.02208352284122015,0.08954847077477077,0.02599626818483689,0.192249700780991,0.00985181806660936,0.03424552424071173,,,-0.022522928423168432,,0.09942847145802144
COL8A1,0.03683411344687164,0.07565325078211818,0.010302052201664068,-0.011874203180122157,-0.00796969816186551,0.05602668539130326,-0.04986978566642733,0.10334826482089964,0.07258729446616714,0.0660365068509164,0.023344310739201086,-0.01002780957990334,0.01993695843207486,0.026031058355475062,-0.05188552153130487
GSTM2,0.018524119030343355,0.03426831557012878,-0.026033338308484793,-0.03938702582997367,-0.04471579191863151,0.0872123658025897,-0.009581583150468193,0.06053797751426865,0.017711719995345213,0.138214306254579,0.02133358152914202,-0.02405241725968203,0.015740046653038346,0.004411517953326585,0.04016577042073338
IL4,,,,,,,,-0.043157278639581055,,,,,,,
SPX,0.006206895191882281,-0.03473118364044819,-0.04358140186112231,-0.02120449649301693,-0.0010792805219022508,-0.061836801393729414,0.05234513335698738,,,-0.04525213438104289,-0.025323616383377618,-0.0182720348451614,-0.0580383795918155,-0.02446774793138552,0.06735076545107395
MFGE8,0.021225619220312138,0.028438901723768895,-0.032186831225033685,-0.0115925612909678,-0.043055208760720845,0.02439669200417172,0.004153513210594717,0.1736695238004243,0.008108509911403498,0.02564432717263468,0.005249349868868466,-0.009674668574593297,0.07751564367783567,-0.06409525327570757,0.04407112918899207
TGFA,-0.046466399601024666,-0.02688423360823647,-0.04847709232488594,0.00733929519269314,0.0170174778198496,0.09076818486279536,-0.017945148130598804,-0.08999891019404925,0.024602124109662685,0.05625301497374646,0.0292838090799466,0.030886848429138532,-0.05389283878240629,0.026982806945987172,0.0761335520749521
SLIT2,0.07787140758732965,0.059902996041260655,0.013138761986494565,0.10222471106112117,-0.04448166328659159,-0.06070658872934717,0.05277069587413126,0.07607812675153076,-0.03193199390422556,0.0972879156578902,0.037279061269388195,-0.055968272817732895,0.054166807386440745,-0.028252701432545286,0.001452132180428485
PLTP,0.0030553570824173107,0.04822544772908821,0.054407374552828146,0.009746208252239399,0.08723404672200194,0.16913840642921596,0.004991367235323881,0.16635648222048252,-0.021833426095189623,0.009531439379649747,-0.027835707030061677,-0.02863917509639415,0.0733890401321177,0.01042658827536173,0.04480902201196535
APOD,-0.0435371882721516,0.0005638083554269267,0.014729714505859167,0.057290461099007005,-0.04074798403491593,0.03582250445361559,-0.013414976298448443,-0.018635161452401475,0.04480229898418125,-0.0319439376502956,-0.02814614793968222,-0.024716291359215135,-0.11047479489945664,-0.004138051103677721,-0.0829170418279384
B2M,0.058223981052021034,0.08450740307976506,0.06736663197562293,0.04645454160521456,-0.0024518851152889507,0.19695657841239123,0.10579571768455935,0.14377382161947544,0.06499347526358842,0.011302180365354271,-0.07047333333165504,-0.009722177966607628,0.0363125781207298,-0.03259837932397795,-0.0008524129354085843
OMG,0.02790592023544148,0.02047513124015675,0.017301630648228074,0.0070035686918325825,0.028974482844275423,-0.07760502301198391,0.04558327874928789,0.016112509433620765,0.018048519591016804,0.02165233058564091,0.09430623507504082,0.049245369487190986,-0.04142312660605933,0.01661900012294375,0.057871460331008345
CXCL3,-0.023239275799075334,0.018102281160866183,-0.024425265836699708,0.055702481891718024,-0.0068675462353417396,0.01983964623774248,-0.048297034604358156,0.0459226604875413,,,-0.08833687243792036,0.008569898913374637,-0.008812234563923056,-0.0498743740416687,0.021053314854338808
CXCL10,-0.015619425383175973,0.040764654892593344,0.1455601576197538,0.0889357295550386,-0.0452226999777304,0.17553002796234346,0.03939805615325096,0.0034318357025433757,0.03512222752898443,-0.039079120288279846,-0.025936012591408236,-0.01973868123701542,0.036219033442561555,-0.024293739793958928,0.08010870176419911
RSPO3,,-0.02296895110681413,,-0.017487926376009072,-0.022083509225645014,-0.03992836686697144,0.011852766670012853,,,,-0.048857293668085305,0.04015664479955717,,0.014777536417016355,-0.019537402729996222
CORT,0.03704653257748826,-0.012437124578253965,-0.021217897535859405,-0.013205105405896013,-0.013203275188687311,-0.06359541414830083,0.008176000245327593,,,,0.03275385059329117,-0.015399748203835727,,-0.003723392027968046,
NCAN,-0.012692129381384523,0.004155381253687479,-0.003742672379814198,-0.12666172921247998,-0.023955102157308183,0.11071397532707766,-0.09658116208624631,0.04732965497397381,0.0426919946373515,0.13604590424456195,0.03438269180169131,-0.00952477350062394,0.0271011296219853,-0.011604449684008318,0.08364996886645866
PRG4,,0.06754799556119258,,-0.02738882718279809,-0.015811713321691376,0.012137164426129145,0.024523009741306744,,,,-0.012117735279538307,0.013459754189669972,,-0.022301939813621816,-0.025465499071258703
ZG16B,,0.006552485360652173,0.07764959445200295,-0.03178808359210995,,0.0030802097637376903,-0.0162561221491582,,,0.024971105913620797,,,,,0.04423779447343556
TGM2,0.024877873666537223,0.04983441458252396,0.037827687297892175,0.005862645052584102,0.007187740280466431,0.10371436538371931,0.06663841219180566,-0.07530893871528586,0.03476291579925625,0.03389719019279911,-0.05692542070370038,0.03249810002748326,0.052404727551342865,-0.024868358420788134,-0.033621911349164126
VEGFC,0.08183415277119549,-0.01003559293940251,-0.01835700310561195,0.013716606938054567,0.03482790336129884,0.04914233380893767,0.042659374125795305,-0.04892179861399644,0.03153821172162934,0.0048997055852180085,-0.01781711533795417,-0.004498104682726679,-0.021456039276475516,-0.01708318652667295,0.03235795715759457
WNT6,,-0.002557997422453741,-0.01322117378000061,-0.012273730433969694,-0.021787018691750624,0.012654899956055938,0.06162234149821404,0.05649778813767049,,0.11304591362600634,0.05816446028329772,0.08856214278646538,,-0.023595996183915714,-0.029420960859520562
NRG4,,-0.015573935438508168,,0.011097570390384955,-0.02252171788888393,-0.005158374441092607,-0.013150450002315163,,-0.030603808580405262,,,,-0.028594743260016108,-0.023477990648327847,-0.01953740491967294
PMCH,,-0.017949798718652345,,0.00011315809645122989,,,-0.02379446037701859,,,,-0.008471861457867913,-0.021606670607486684,,-0.01351765766452986,0.03932240427615169
COL9A1,0.1299760893578022,-0.006807253434161012,-0.011867220549381642,-0.018043831512378743,-0.000690812125840486,0.056459009187232234,-0.01515288440841309,0.013112603087769228,-0.0684543687226622,0.07566777810058056,0.06976167760428667,0.01302129929341277,0.06863904107715754,0.02153778062684721,-0.0038826275042287313
GDF11,0.037175350139398884,0.022965741196924093,0.0614669244679294,0.05312575402462854,-0.022220090006887693,0.0664018978730266,0.015043457894785528,0.004562965249966866,-0.03160958262618825,0.027009679707856647,-0.0052079223576104545,0.05769969349101087,0.06829412924227324,0.01345957789230075,0.06216271596835556
RAET1E,,,,,,,,,,,,,,,-0.021432394379874736
IL24,,,,,,,,,,,-0.019033954468240053,-0.014481550969001727,,,
SORBS1,-0.026210204786963457,-0.00887582216547646,-0.04658239625502266,0.0345247973264365,0.01606319233504584,-0.006594570553790286,0.056955810537445854,0.08979556030735879,-0.04775355172273137,0.10663915920826357,0.024319063708351314,0.012624713587254909,-0.02911929112323478,-0.0533891334326488,0.0033086128040991742
DLL1,0.043527931039786354,-0.02201460184423449,0.012309388756860572,0.01230500066521514,-0.002361046964698291,0.06124369906173457,0.005458771904812224,-0.025168434358627246,0.005520505084171174,0.07601060936835227,0.06672827735041924,-0.026837478142751788,0.04766523429814612,0.06387135774570743,0.06326329399655371
TLN1,0.03839158136512344,0.015913912439147054,-0.006108542146565285,0.01049125787181634,0.07712432881185599,0.12849526168396397,-0.004683618926221131,0.09803161403327644,-0.008084867304019054,2.2286480347092183e-05,-0.029453192514097195,0.08058662639135131,0.08003699207807538,0.0158861144002432,-0.003655247530809184
COL2A1,-0.009682095355267855,0.039718736218100605,,,0.03636136701163881,0.04233350938701133,,,,,-0.0416107196751367,0.018088402022896112,,-0.028477123609975046,-0.028433524431932203
SHH,,,,0.03235758113216997,0.00509620571334873,0.1439527517547816,0.0125744599244539,-0.029455811603554132,,,-0.020284100827137466,-0.006421234578995232,-0.03127568614706633,0.012898193802410854,0.056569634368492605
PON2,0.06848887640602414,0.03664551966749849,0.013865901773989895,0.00680267252844708,-0.04006057665145649,0.11616005770176356,-0.015144644366403863,0.07095862918380232,0.033108968002829864,0.09376100699588549,0.017964056059978722,-0.00408329604272985,0.08199389697004951,-0.04192649510679832,0.03873516429724609
ICAM5,,-0.014868623482531332,-0.017018619915788548,-0.03721065844738368,0.023971261120067717,-0.03694829648037988,0.015365424969371806,,,,-0.00714036062681749,0.00020563276106926474,,-0.008400989691769676,0.028480320821284145
HPX,-0.0008409812753028047,-0.00036066615205332283,,0.016823365197555624,0.05913570980983317,0.07310211900675988,-0.031901632197893895,-0.026761193252377077,-0.015059313412735937,-0.04408050570949708,-0.007670792638319662,-0.014145781799693814,0.05559914889780116,0.03693516087472887,0.04321158485788141
SFRP2,,-0.022480778885808534,,0.004308368669576922,,-0.025479852433615557,0.026349336268091033,0.06524511539826035,,-0.033111849891488014,-0.07360899928472629,0.011534526883496992,-0.021175348635560157,0.016575796152352443,0.019524170994976834
CFC1,,,,,,,-0.0204584845077778,,,,,,,,
CD70,,-0.032925947158599186,,-0.005979719249671748,,,-0.031011048944527,,-0.033214017687798573,,-0.058028256854547426,-0.005805613076972986,,-0.03418988710844374,-0.029807841345344106
HP,0.061857121603161674,0.027714826916454795,,-0.03327028028258964,0.021430328738745532,0.12090266446445548,0.05835146724768045,0.030140030096180447,0.011354086770631277,0.08255621274425454,0.021841091372339937,0.05586654952894656,0.019113494171976535,0.019873930433061432,-0.029225820870075754
CXCL2,0.03541654301973688,-0.04632635803898983,0.028399950769085386,0.0852263429692452,0.004322942554874972,0.04305171167246574,-0.024349182860884083,-0.025744972339631616,0.09320622278183874,,-0.03160949260187333,0.03906009346375879,0.03598941663399543,-0.04135367142646662,0.05538322524287771
NPPB,,-0.021814458384293578,,0.004405085135116645,,,-0.0179142810547324,,,,0.027689316510032938,0.01311192892879034,,0.056447077610035284,-0.01981852140591601
CCK,-0.018445668231096127,0.007663724412127266,0.0039024108854815573,0.0589596962459607,-0.023476325578402346,-0.14885178148885422,0.04710500607500793,,,-0.03347694431662925,0.16387956586628388,0.0007113316120599134,0.04337525791201946,0.03368608208388991,0.04046053213576691
SEMA6A,0.021508822879910815,-0.04808887919265144,-0.026612600430609933,0.001458161158823967,0.003672962884370238,0.13212561872808345,-0.004532579647504018,0.03264172816009272,-0.09835765297641383,0.09563554619289653,0.0418197354738334,0.040018087141858366,0.03076972633914437,-0.020928486344630584,0.011989047587621786
IRAK4,0.052929202882324916,0.012913581148442493,-0.0007571642296126631,0.06141084625078973,-0.022594932719996606,0.12593747832217897,-0.02576541958824637,-0.019483727331457056,0.08056765092624374,0.03778715551246778,0.012071313082103827,-0.012001009614573233,0.09250955591108287,0.015961817878135803,0.023642149331354438
GSTP1,0.038737877456013495,-0.003630373678933657,-0.0483965687606728,0.03687015832077916,-0.06681230402359732,0.12659370048425087,0.07497179897663571,0.050476862625705804,0.08123809664204125,-0.003005000045039944,-0.009149712077241206,0.007309137228286489,-0.02396875304189229,0.02979694962133941,-0.043719190968385974
