,UKF243,UKF248,UKF251,UKF255,UKF259,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH916T1
PLAT,-0.06075911183997946,0.057351847196023924,-0.005150325527187205,-0.03520238064099686,-0.021684017245381403,0.00375574444584957,0.049858011633859244,-0.009952370070265174,0.02770346372420808,-0.005683171604903503,0.05972147261252658
NTF3,,,,,,,,0.0045901561597115345,,-0.02080621369502911,
LTA,,,-0.016246417841890907,,-0.01525715412560206,-0.014698766213036571,,,0.0380681854312958,,0.0672372908151647
CKLF,0.01640641149428835,0.04335334239118907,0.062157037343353504,0.038807844317723626,0.021168883590503968,-0.01063190080236657,0.0630856213621771,0.02826965708576554,-0.006961484708530953,0.0037057680965631194,0.018823808641568733
APELA,,,,,,,,0.02919610393092731,,,
CD24,0.08037012701280603,0.025105941515310017,-0.03076790191771476,-0.05097623546321355,0.006203836631681756,0.0003894566607282232,0.01896735394481156,0.011629535969776578,-0.026990901393475705,0.07215808879315556,-0.01520822793088329
HSP90AA1,-0.01269109955764052,-0.04925948890649386,0.0015450679118726499,-0.03946975222099696,0.016720545950621522,-0.041726432054814605,0.03188510593397029,-0.024042451561311285,-0.06551400325141207,-0.010131422453531972,-0.041093186010605014
BMP4,-0.03983095457571552,-0.02017713980840141,0.05810811747887762,0.036289835736512746,-0.03559677212070731,0.018446991869977978,0.0397108039633546,0.03822247884005798,-0.018944344655873937,-0.010980644815158208,0.06291312920849802
SCGB3A1,,-0.01677163032958308,,0.04091250278331136,,,0.10133314933125846,0.10083609935636734,-0.015513510408895455,-0.0032131364940311204,-0.021835407235750396
IGFBP4,0.03334763526260862,0.03095066883101003,0.02023593542954725,0.04688448393640042,-0.01159781508282189,0.047578329323596166,0.049897121230822156,0.09023918557194623,0.04961994379085683,0.0016392737699893786,0.04736677415970049
RSPO4,-0.022482483885637995,,-0.02626418995239175,,-0.023353747448773582,-0.017095559943871828,,,0.13234279459193288,,0.022545237233856562
LEFTY2,0.05938225046747874,0.05656379754700058,0.10474372005819561,0.02297541799489174,-0.015482013165894962,-0.042100392208751856,0.013623682005797676,-0.026838625996803825,0.023934053309938606,-0.024830789567478567,0.09354979766706802
PF4,,-0.017397874226473792,-0.014778325146333126,,-0.010386081584818664,,,,,,0.08196937680405836
ANGPTL2,-0.02052008165944763,0.017049967016156155,-0.022517198549794476,0.03922437933303191,-0.021091019818743912,0.01276860059047182,0.03191032680692482,-0.04508865980477078,0.03194423711644592,0.02354563185280248,0.05663999531693374
LRIG2,0.0364751697778219,0.006091631592289889,-0.005497583203221296,0.01848647850587308,0.010814439196978663,-0.007345809648348511,-0.028627694346011465,0.08403481784730311,-0.03756854248737781,-0.053018405653308745,0.08032978445091994
ICOSLG,0.0142503111393639,-0.015330585679899844,0.011240921216462533,-0.05199158103499521,0.024785705034579456,-0.037627742518844924,-0.010944744279360374,-0.026583378526596237,0.09433373831635378,-0.053008021141962215,0.01044936172996968
WIF1,-0.052320333234096524,-0.02008232964340234,,-0.002343952764020405,,-0.013192238688679653,0.07690542714507963,,-0.05912296425670563,,
NPPC,0.03270362612067063,-0.05203008959099095,,0.094189210500765,-0.016111373812508226,-0.025733866022511778,-0.04221562042002036,,-0.005057634624474684,0.02595773601037229,
LYZ,-0.05563436062826349,0.004455876388170769,0.01833573950551763,-0.0324129218415567,-0.03619852609175019,-0.00580529667173132,0.0037174431304929094,0.11046544450470036,-0.050751507765177895,0.057974003833521685,0.04174573651347324
EREG,,,,0.024759905396536594,,,-0.01749194421205658,-0.01894733673539302,,0.020597644553280444,0.047400917783057266
SPTAN1,-0.042054208648298855,0.04678508652869997,0.04076036750898835,0.021578754730829666,-0.03143914821110823,0.010932190879353116,0.03150231600918882,0.03420823749671724,-0.013539565224779346,0.016717779684907896,0.04770292639617314
LIPC,-0.04715326551372351,0.07342409336917935,0.035939667853401205,,-0.018664562135780532,-0.014562024851764018,-0.013886970683094121,0.0009307797816145655,0.09589256431544863,,0.05010993601187712
COL8A1,0.03719683071572225,-0.0036163786924408164,-0.044553080796216275,0.028810211242929196,-0.011158394627206825,-0.025281234746490844,-0.0067883930780430575,-0.07790412946072776,0.005548519072273091,0.027545865153148247,0.041419455801968735
GSTM2,0.014881002869437002,0.011333909481685826,0.05220134949515327,-0.008601825105208304,0.0010801630402680865,-0.0034096996987850285,-0.027821152771556352,0.042439018723223934,-0.02116487491144206,0.011711426042981105,0.008928564727664543
SPX,0.008386461546643915,-0.034448690989010725,0.036061882485325124,,0.010106771568086242,-0.003333948059380414,0.0005925708621342205,,-0.02268914951304188,0.08716087612445407,0.06316136190395123
MFGE8,0.042923299051233536,0.009802198326518153,-0.00902658569367929,0.0509587605867027,0.024936746723573065,0.06649837119229365,0.06083475329390821,0.004758710157578497,-0.033550285364399336,0.06712172637071818,0.025886928110174918
TGFA,0.05853879283075928,0.06892979563137779,0.023081008640589304,0.013633285456444034,0.0024276948553638615,0.026510295707639162,-0.00836652315498723,0.04221110978485902,0.043771981279308966,0.08476725969144966,0.014853497758284978
SLIT2,-0.04556227229889449,0.0069299534464164385,-0.03853402253176096,0.0262800316588717,0.027618111417960015,-0.002293727983569759,-0.031157560571554038,0.007740550111713441,-0.004135379430422666,0.05173208173365182,0.05724551219595683
PLTP,0.010233497694815548,0.00834830055312056,0.024538670769132073,-0.02876939618280093,0.015777379923755996,-0.041081701029196664,-0.025608311938440306,0.08634800865095281,0.011850636532916339,0.031256539148580335,0.0008844503646537093
APOD,-0.056264420336538105,-0.010164065043573567,-0.006655135232216332,0.01793407755512235,-0.03775497605107856,0.0135839776938364,0.029130335548107636,0.06613240785843473,-0.006142489723145652,-0.018036083536387876,-0.07042691506134147
B2M,-0.10468530373945546,0.024422592279186903,0.02445650109722518,-0.03383762930088951,0.08292642767549487,-0.08252864422678405,0.0014614383324250387,0.10742184423139,0.02618740793563396,0.055006877726857556,-0.008373821130872003
OMG,-0.016141944321688816,0.06414016541854252,-0.010888241700898346,0.09493978732459515,0.029859022281429393,-0.03222078578233397,-0.008335624173844322,-0.019875396269259386,0.007507939979897312,-0.040864020778441465,0.10429637898909164
CXCL3,0.11413527687777525,-0.03505592085296588,0.012584049866236766,-0.04091890084309157,0.00793395188520517,0.01028405444633229,-0.0018692793919473296,0.1104109478753102,-0.01601139083086469,0.033755044125949284,0.013054933055390882
CXCL10,-0.06695879715642013,-0.002944693489847085,0.0068259395580458045,,-0.006623838150437769,-0.035660298678683075,-0.012857380217203807,-0.027082263479661174,-0.011450416611186837,-0.015319106904297993,-0.020228128350917193
RSPO3,,-0.022782128798479524,,0.10419457676426572,0.08348301949548671,0.01805273904587968,0.020401224647114264,,-0.016731594828923748,-0.035703935414211956,0.03709792102727516
CORT,-0.02520682558957334,0.093534124505939,-0.02639315287993006,0.01993435631189984,-0.02704863252788547,-0.000781021736265151,0.05727609742020064,,-0.028004149586688742,-0.006009565559122199,
NCAN,-0.060282975946637896,0.05524857545795436,-0.022985444506212118,0.03906606650196114,-0.009790740763752213,0.0223387182578349,0.0005303096633448818,,0.08268793308581163,-0.0389166520354527,0.019823588035072948
PRG4,0.053476827245517215,-0.025222531577310633,,-0.030356417464154288,-0.011904089086389081,0.05590651173364204,,,0.08292091308926379,0.09392536310557656,0.022541425486345832
ZG16B,,-0.023257189265953847,0.019665564692250108,,-0.01381615125176751,-0.01167950408794347,,-0.014293494684525121,,,0.004451265025009906
TGM2,-0.01384732880046974,-0.029372865831922286,0.006062066040678621,-0.019219447722180483,0.05022276486524494,0.032102926034253715,0.13344561054812917,0.023605561963948633,-0.035926241722442284,0.015077816888185122,0.03984237831427488
VEGFC,-0.024683690352116695,-0.03202502166909322,-0.02283445796478831,-0.0259363319045007,-0.021216274187694444,0.02943814390460162,-0.019765820797406113,0.00735356150720692,0.04929150463935578,0.06989364417429124,0.0521939378146511
WNT6,-0.012839945718369826,0.07310519402876965,-0.01644594900309689,0.10084182974063907,0.01853364936300354,-0.02599231976748402,,-0.03959005174882609,-0.017423397343045127,0.020662758771943228,0.001273869309837203
NRG4,-0.023329965627051776,-0.01544726188885648,,0.12990287336684803,0.10627867168939668,0.0028554353556303775,0.025272716686704555,,-0.02329010234929389,,-0.02660896683124814
PMCH,,-0.017803800635624284,,,0.010050307783747355,0.014734934256922143,,,,-0.02973163156293421,-0.010025594314603502
COL9A1,0.012414946433644242,-0.0010473976798366798,-0.04084769269493255,0.04785141058636909,-0.015131471610602127,0.024867220068088582,0.04313272539304705,,0.065482162180431,-0.020492710563059485,0.09026447914732225
GDF11,-0.012789318117307148,0.016886625921483933,0.02281826802039808,0.060363272182070334,-0.014464649534328118,0.012257042964435118,-0.031391420191367474,0.039474196572090184,0.08732403112826928,0.0366612175961956,0.04337351987713806
RAET1E,,,,,,,,,,,0.03210882379532235
IL24,,,,,,,,-0.022326285677612905,,0.1153536900568129,
SORBS1,-0.035921167952364025,0.026543885419524516,0.03690303115093315,0.03392635533024802,-0.030604103627277692,-0.002641825243711134,-0.027309301260032552,0.02244698701702128,0.06139155231163525,0.004349551829328147,-0.002589802572661567
DLL1,-0.03954164945245082,0.05278049773918937,-0.03498297247159462,-0.009262307185825464,-0.02762302767906519,-0.03126261496562508,-0.004013425165091784,0.056772607258086395,-0.02974188488349654,-0.046392588245913385,0.06215644020508491
TLN1,-0.028075488258884347,-0.004598253201696371,-0.00015231501912052155,0.07268002580604097,-0.05817946838363074,0.014738202740678271,-0.0054346895712319345,0.03417118471461296,0.05732685906199749,0.04586765540528378,-0.004067349424268075
COL2A1,0.09592486177468855,0.04019099527119645,,,,,,,-0.016254848880161286,0.08072829011363099,-0.005685529774142332
SHH,,,,,0.01089444337774361,0.012389761121495204,,,-0.01551350905291807,0.03315837198325927,0.08258317978335487
PON2,-0.027203957637167094,0.07117412573046275,-0.07625444934918667,0.08086305621009375,0.005416260600749151,0.00883543094704521,-0.0637203356599932,0.04355803130774908,0.03893453670701154,0.04395835226573449,0.04289183557397384
ICAM5,-0.0556445255055602,-0.006580444777831359,0.010646479398690336,-0.010704239615081892,-0.019279995294534183,-0.037949820801218705,0.03503851176974364,-0.02113457259611009,-0.03029704518754394,0.01032315568262832,0.04959407946029716
HPX,-0.005956257138592155,0.02415421805305794,,-0.02714930070903652,-0.030098630198773058,-0.022920302901800298,,-0.014552179136079778,-0.039432243800901434,0.001876964784820084,0.026444530902713627
SFRP2,-0.031090060743538782,-0.006462661249864376,,,-0.014088434601738517,-0.004573304461917923,-0.0011824550486708846,0.02912192758959925,0.04556502056054419,0.07046689835199758,0.04452172276803387
CFC1,,,,,,-0.014698767101358942,-0.017967800317677456,,,,
CD70,,-0.0024887039939765804,,,-0.023946330269987444,-0.027418347156286518,,0.05692246874086201,,0.00017859484951901426,-0.02995824382384985
HP,-0.08614734313804165,0.018983589222074007,,0.020254155501910762,0.08963037272812913,-0.020253860592146778,0.015541508820135087,,0.05242454453004705,0.03818895942152219,-0.039804104042742226
CXCL2,-0.02258341032718394,0.0494479089854726,0.030161761517083822,0.037396133050163524,-0.030964346154059567,-0.028244654255619794,0.09495850530954356,0.06748245685658386,0.03596783324221181,0.05335824753732911,0.016860479397466287
NPPB,,0.04101503948391382,,-0.034889139767146075,0.010811734497670335,0.09408913480932797,,,-0.019963802384232805,0.07525875637814411,-0.026991833403800305
CCK,-0.08545812676096504,0.06140568022018496,-0.012890059724853405,-0.011945009893256996,-0.03559551340458594,-0.04770592326195746,0.017569835604417484,,0.004350431319759854,-0.019392542625686425,-0.03501569451610599
SEMA6A,-0.04423245120556064,0.04421285850397425,-0.02673549953582088,0.06580304803325479,-0.0336922998213669,0.03723950874218863,-0.03646720166516646,0.04904364579848521,0.05769451425578479,-0.00907543014662541,0.021755544664050892
IRAK4,0.005196788780034297,0.05130980673657542,-0.013368865632265733,-0.03160840488521003,0.030164740537910618,0.04974850791291089,-0.028373027801020072,0.06063770419128238,0.0008799841565636635,0.019677056023808516,0.09730947023541192
GSTP1,0.022131065804634205,0.04666905243983003,-0.0013503538804052412,0.028436389257050835,0.07860030488726624,-0.0364352812940013,-0.016974757326924498,-0.01807826876027159,0.06097985145593584,-0.026445465871792237,0.08436388487419523
VCAM1,0.10624941896040707,0.017636445854789497,0.00736123951291851,0.0030419013835986035,-0.00983492628801936,-0.06818045611566212,0.034196577427910026,-0.02027659476207858,0.018311630396161075,0.021216765442399466,0.050883515373129226
NXPH3,0.08610758395220415,0.019702244505473084,-0.009539750573023113,-0.0007895338543978559,-0.05949767918800261,-0.05177638951883339,-0.003690081555781367,0.08644569688343225,0.028491947389777342,-0.07373835493262319,0.0566937317039986
MTMR4,-0.05269158382581744,0.043355649880644186,-0.02013916187414209,0.048374484136092,-0.03682363286154731,0.027531432139746514,0.031770530201756395,0.0014261473807637994,0.006840889879448949,0.000955262444179627,0.03040144736268098
LAMC2,0.11393271650708808,-0.01698280325735092,,,0.03864405497686048,-0.016202949436601447,,-0.032429946381119075,,-0.01093236025578118,0.04020909116900551
IL10,-0.0159658208201517,0.06112360351216293,-0.02355588942147329,0.1083347154029426,-0.0035721833149213113,-0.04485389516686987,0.009418987043930398,0.031084538490769878,0.05680518598553923,0.06228910175070216,0.06720146122048638
SEMA4D,0.02681714070741097,0.010286310475694062,-0.0457231401346194,0.06360340608691342,-0.043536640784301556,-0.021379022801523675,-0.022359117668356937,0.05442506315951279,0.026653870716288743,-0.013483664708633875,0.06865722753690501
TRH,-0.04157561623692277,-0.018263240997950212,,-0.02096801490147272,-0.01918473292150699,-0.0009475610886627998,-0.027980924082246665,,-0.026850327945721886,0.043290610052080465,-0.016147396187662363
SEMA6D,-0.078778327842278,0.0035435065936119292,-0.003650927831761372,0.018680529176693147,-0.010094472122307947,0.023694800432200173,-0.01820735592694248,0.019896925215118492,0.03708058953452872,0.036967601932436304,0.0374494688489114
CEL,,,,-0.023009876312035826,,,,,,-0.020230565385329777,0.004650646305102243
PDCD1LG2,-0.01753283201209405,0.035071277294923646,-0.010029021117058152,-0.028331156743636367,0.007609868252357098,-0.00594959913605095,0.060882307638286344,0.02846888095801504,-0.03056951266094348,-0.0439133812551853,0.062390000895163035
SPINT1,-0.032986403100960106,-0.034537352504031754,0.00569545276046059,-0.027627402140203546,-0.034471525208872346,-0.028149083928262694,-0.02717433063261572,0.054203116123964265,-0.013015839148365174,-0.04243528572362773,0.07388986633083394
CTHRC1,-0.019208049188212766,0.044497048130835576,-0.011390818020569139,-0.024635865317290655,-0.011456130674702927,0.012954291923189386,0.04808494956880249,-0.06575560189020695,0.013599722112601218,0.037246069758523646,0.04215133556613241
PODXL,-0.019597895216664787,0.016616557896417035,0.01657741419875807,0.04372832909166965,0.0002635850059721956,0.033091001472324334,0.020008633389813433,0.06599538661472375,0.032937093856341776,0.07811097119193962,0.10799307660256706
JAM3,-0.06197831994732937,0.024132495152445484,-0.012411377200161102,0.03947042788400062,0.01800806538829329,0.030693235709928792,-0.004493638655618101,0.06070352527385994,0.039244710576919674,-0.021487053987325522,0.0017622383129871429
TGFB2,-0.02321768002542523,-0.02568806277948957,-0.03831470260559401,0.01661673966993406,0.047027650314041686,0.022134218286400154,0.010106767025120192,0.1132706488942987,0.003141675623327314,-0.03553664959938798,0.027984525698317875
COL18A1,-0.004843425109590818,0.030890588543103472,-0.029753756230562308,-0.010760900508597916,-0.008462489353380552,0.03254942014524218,0.03114979700060688,0.11279213078196451,0.018700286439836046,0.07752167466736212,0.022217536821194844
NODAL,,-0.034894904887081996,-0.01584020622359851,,0.012159420520889795,,,,-0.02744570960536193,-0.03313773462153663,0.001340473492258032
INHBB,-0.025548032212513224,-0.03875386073631923,-0.0034555910974634458,-0.008323827327179737,0.02479617470541823,-0.03503022127609263,0.07893784585630338,0.04070594529627891,-0.03172297876724383,0.06376057673615783,0.049707403016039736
LCN1,,-0.0169828070785508,,,,,,,,-0.035247337069162964,-0.00421515860534461
ARF4,0.08925788194531002,-0.008100406835141013,0.008113486285944157,-0.013618970935410526,0.01977752738305356,0.025719419030010637,0.043735330388127235,0.07126701259931886,-0.05968021703364294,-0.01917290071548069,0.016743872024010207
CXCL14,-0.0414213360132284,0.07310990844428254,-0.007902733845194599,0.127787728583079,0.06512052763315103,0.030218729896217315,-0.00465000617104325,-0.04118118724821236,0.001002126474141197,-0.0069500868509231924,0.04823459046872662
LIF,0.06131114184701017,0.033846083670261214,0.04490909409580198,0.009403505013422825,0.0022604986169617826,0.007489818382739756,-0.02444620204422815,0.03536039524963218,-0.033062451044987916,-0.07249607506922333,0.018007218383570167
IL17B,-0.025464816643484378,,,0.029480030474570575,,,,-0.008585881029889377,,0.027040111288135497,-0.026115215647346098
MMP1,,-0.023413603958252982,,-0.016848885584590908,,,,-0.08117347129359329,,0.027817075859294802,0.03373097570356741
MATN1,0.008729511847731956,-0.0222979302571976,,-0.033496345938966575,,-0.01303248588929365,,0.01249023155003421,0.20884885226527483,0.005236086763672837,0.007701007714901303
ADAM28,-0.0011988264443995884,-0.009554299097333884,0.020661042175017817,0.05784072497614166,-0.023879114507887794,-0.003864659622269092,-0.06338098521405598,-0.0023816340007771267,-0.014583186004832464,0.06233557165611453,-0.0268389724424601
TCN2,-0.028938836290811263,0.04584760134970241,0.03970940971575893,0.0015820014514286856,0.0012519361653421993,-0.06271407859547713,0.017474285707347617,0.016203020065851708,-0.02691988021330814,0.04794752365253771,0.057159904924552744
THPO,,0.03289482681861143,,,0.020636210210632687,-0.02675512843376926,-0.02426708866200216,,-0.016254848724558325,,0.0249347109762372
CUBN,-0.031222636746019848,0.0540327575055825,-0.020530429970848852,-0.032888666005696114,-0.008062455817358979,-0.008823763069837206,0.009478109499125559,0.06133846124876603,0.06388476874057203,-0.03554011100692401,0.03169530465998072
TIMP3,0.041399392682115475,-0.05242293641102185,-0.028759354739819762,-0.04406221149260244,0.025087431311992786,-0.011082208732818065,0.04307989615387401,-0.0004178113966257683,0.03692440895135523,0.001373696337327845,0.0018086661583734819
PIGF,0.10985142907547885,0.04512200448630142,-0.006579260883883185,0.04410446630351607,-0.01111708585665461,0.029600599532661337,-0.026447055912415175,0.08053513382241977,0.06440290214096041,-0.00412016991460044,0.04514637244463812
CRH,,0.08214157394287334,-0.019879417042601048,,0.007117599281527104,-0.020516174918231763,-0.020817690541128468,,-0.022232446368880686,-0.002954597427342664,0.021025887389558406
BDNF,-0.0363451493257217,-0.03914335741087388,-0.017783309023028094,-0.015076133316353407,-0.0032771264301926072,0.006546225320237977,0.04158977699356365,0.09433588745133095,-0.018307134510597445,-0.004732945376128869,0.039728438335696184
CCL5,0.06488126250406734,-0.04689889255289476,0.06156095057508385,,-0.03675021779194788,-0.0379451583154562,-0.03820896063451215,0.0828837284175362,-0.02205165703126753,-0.004064575029154054,0.05334291538476361
GAD1,0.034857533797178576,0.051033796895354124,-0.03641736828086239,-0.0036579921835803524,-0.006355956427254265,-0.016555310989057766,0.06708545983108297,0.0014908574018532416,0.035420926350015654,0.03028187852000275,0.025173428108019702
COL14A1,-0.021095421749492055,-0.04024224705799145,0.06685883747431579,0.041980734420304866,0.008891130273525422,0.03083840809155492,0.02320587216560799,0.00507530399306108,0.056668093409862376,0.03533608829136563,0.018330484195497217
