,UKF259,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
PCSK1N,-0.0432794927000802,0.058207642333470075,-0.007091234555087117,-0.000663230042483281,0.0527291202955652,0.07794591561733105,0.055153654016396846,0.12900357853883931,0.05553417894084239
NTS,,,,,,0.07458483813514362,-0.027025917938157958,-0.018200856430837634,0.017636402911168286
SFRP1,-0.012898952231573285,0.13733115242721267,-0.02846648742637767,-0.06830131382055585,-0.004955168389446868,0.10229255921485106,0.012778062602158514,-0.07047640213446062,-0.020476740980987913
CXCL13,,0.12500298029284324,,,,-0.02559372707369782,0.03613622314305062,0.08917827253825891,
MICA,-0.01040858382169506,0.04329244920086267,0.03932971528385137,0.040663063150598616,-0.04568958073581507,0.040058100703259276,0.14339072268465605,0.0006664573369633416,0.01743713673600017
TG,0.0065679853507621495,0.08905229060631013,0.06940940064036068,-0.004917328631144819,-0.04024876270677738,-0.01030209611234984,-0.021137346184911254,-0.027979682481895207,-0.02760793126636812
ADA,-0.0435533335207094,0.1679268275815313,-0.0019224587839765412,-0.07367968271049968,0.009840610178104737,-0.05748678352164549,0.07860821016871926,-0.013141647705428009,0.026082516260327142
LAMC3,-0.046386370796197646,0.06056497193540344,-0.02686026495229518,-0.026948689485786822,0.05113609151627509,-0.016145965020718817,0.0631093252549099,-0.033527058670177745,-0.008578660789712231
CCL7,-0.010064147226265023,,,,,-0.030452473172379386,,,0.09766199641491087
NGF,-0.02305953179926364,0.034895108539890786,,0.12595213301423874,-0.036734406676151465,-0.03517016860929222,-0.02188493811558819,-0.0038807486195775362,-0.0444145544105481
TNFSF15,-0.011206920167581541,0.0074653952898395,,-0.05144859121604784,-0.017489685135284157,-0.029687741825256426,,-0.021111273464504608,-0.028286364251518877
HMGB1,0.005859532012635185,0.22232416911425856,0.03150350439812513,0.05728003978972449,-0.12141415324327426,-0.002502296036701805,0.000629510631993703,-0.0368021909570194,-0.05262503620809859
ITGB3BP,0.024212314632157686,0.0999496040060289,0.05389659181168334,-0.002151458306266808,0.07524397406500964,0.049029216088105884,0.0024228522565205787,-0.019411736056213057,0.031850507793867854
AANAT,-0.01019715226970697,,0.027596805567998373,,0.1153648815485201,-0.01072951318549503,0.053087237635006605,,-0.015695699335635326
RELN,-0.017699972738521638,,0.03248025894693265,0.11275420398420194,,,,-0.025500130467269917,
IL15,0.041671320604828234,0.12672517136456532,0.005765025243786133,0.025839785644784438,-0.043522293262805004,-0.030521465843430684,0.0730498304219222,-0.036352707639719366,0.0951109634164648
UTS2,,,,,,-0.022750128207178418,,,
BSG,0.00046306667769637497,-0.03742063500984674,0.07844445411458786,0.012651450676389116,0.13124473328456773,0.011355410269247732,0.03548561065904816,0.04879736030466086,0.050983270868528795
ADAMTS3,-0.03006998083744729,0.07501934813220842,0.025088198226542822,,-0.030828409676503344,0.0335486667379344,0.07174606713174418,0.07037820676642657,0.0332316137571103
CD34,0.010678864367457687,0.1448636569343919,0.0038338346891681626,-0.04382845896589387,0.08221309088127689,0.0020059959110193854,0.12916340336928175,-0.019327310077977312,0.00032776638934366067
PLAT,-0.013599605410713688,0.03721413003295945,-0.0005584497810517914,0.0590275620955163,0.03989328119470439,0.09609856621960143,0.013905473998564037,0.08073494729705638,0.012549653291128119
NTF3,,0.037548357812669485,,,,0.09168714733438184,0.011682451861512656,0.07425512596434182,
LTA,-0.012898951628140025,,0.04888652592194896,,,,,,-0.021124045907105506
CKLF,-0.005713838367849035,0.1666203794454909,0.06775300895383327,0.023451440125755847,0.042381369834910795,0.07713540127341298,0.08581879672662988,-0.0002968306021102227,0.019472461502773437
APELA,,-0.04513945282255161,,,,,,,
CD24,0.053047142658145,0.21932060978652837,0.07018337783830858,-0.0237635755747518,0.158301871155775,0.10488215422368878,0.01002473791830989,0.04913847562465333,0.04303001683536253
HSP90AA1,0.023217688415258102,-0.031555130577388846,-0.04723633695793362,-0.07457292020799468,-0.11197951964238831,-0.07808551691927501,-0.12442851558479931,0.014552515993065647,-0.05948672641661669
BMP4,-0.008030000210880808,-0.009831239744488986,0.013871923860032321,0.008938355702106698,-0.0113867755022492,-0.020029465569266516,0.027247572121040734,-0.03427429490399627,-0.032588819469209454
SCGB3A1,,0.0487507211931822,-0.016289520987558495,0.07300688859287045,,0.011552498420893478,0.0870865459111164,0.07270843133950917,0.06480799951024548
IGFBP4,0.006859689726185996,0.17964478672808198,0.012363986278779588,-0.004960311396065453,0.024043000540741422,-0.015870346135562284,0.07161865534534434,-0.011235066061978613,0.016115119999914773
RSPO4,-0.004782257701962457,,-0.011523654881934551,0.04558848407444455,,,,0.07135764862154545,0.09108427987926966
LEFTY2,0.031027663786114424,-0.03601167362239688,-0.016800990598327806,,0.009903580323321393,-0.02585070125308843,0.14843690830106518,-0.0023252298721469036,0.046695896516268244
PF4,-0.008780770179393155,,,,,,-0.020332362101299278,,-0.0211240410188446
ANGPTL2,0.0028837889961417238,-0.04528995606216581,0.07438867136625907,-0.020144091345987204,0.05824450207097818,0.05896386010244444,0.10175904839934871,-0.022787705936161213,0.07691370162872777
LRIG2,0.005788790558593673,0.08542409163357713,0.07123181970763302,0.14569960067313067,0.08863498437157434,0.006507685651762847,0.0261147902977964,0.0057999459943866025,0.1080332458127704
ICOSLG,-0.025507930645914723,0.09086206411464626,0.010865825259633035,0.05201206064571619,0.007286512412264535,0.06725920832130552,0.03582226421055114,0.014870245808380434,0.027755752743774988
WIF1,,,-0.01431918842317666,,,,,-0.013156979035410458,
NPPC,-0.013621139942585772,,0.056578412315678235,-0.022157160332852872,0.04172887711566084,0.013058193958820477,0.049918299538621376,0.012842093450233965,
LYZ,0.02992054151269238,0.08748287821848516,-0.0011596018904911757,0.01022602917166737,0.028770143895457095,0.026706886997849677,0.10394452485788469,-0.02973308293530055,0.018475923334091635
EREG,,0.016591337986696292,,,,-0.03459646013542355,-0.05124129307379215,-0.036774325096263674,0.01935374218216897
SPTAN1,0.01968479518676798,0.0792441231026673,0.021863963907696394,0.029124637211230642,0.11365267289422892,0.12490511521511066,0.007924062378174071,0.009703979505827106,-0.01914646612086806
PTH2,,,,,,,,0.04740431848419777,
LIPC,-0.015779697980887155,0.056446374035083444,0.02938077856919093,-0.02320958577273934,-0.0522119176037286,,,,0.00557366158905499
COL8A1,-0.0038469001126590872,-0.16201715191688837,0.017595519295088406,0.05628554819717619,-0.059629558709317326,0.0912996387410169,0.03332932286357921,0.0045614454212849626,0.09606666823752001
GSTM2,-0.0034785412782089424,0.06771615153451653,0.015998790795606326,-0.04061589587447269,0.0843027064716996,0.04088648646619561,-0.025852415997504787,0.033709670165900686,0.011895189993578983
SPX,0.02424363451359368,,-0.06356623183088869,,-0.02848403902529615,0.17162582559755246,0.03882325827290987,-0.008525864178714196,-0.054636814718861344
MFGE8,-0.05965160569217409,0.0716367356629532,0.015189256038130462,0.011087117902325394,-0.039336423312106544,-0.07152862374555663,-0.0028420128082379775,-0.016494367688864444,0.0031789580257714175
TGFA,-0.02305908350015129,0.046471841320928506,0.07222880291966055,-0.016450918942634025,-0.033748918076057594,0.07511608364851022,0.01069633214333385,0.07588031697028093,-0.012483982114816414
SLIT2,0.009602819129956742,0.03900033947305503,-0.007789930017984982,-0.012444260507395085,0.029011647646018365,0.0359099520691735,0.08801415175683291,0.0012191318453807479,0.04953948919952767
PLTP,0.02325854684563573,0.10455730733934912,0.006313444813837347,0.10607483489701672,0.14283379997391,-0.022567815337057966,0.13155498834941212,-0.07984229460587251,0.014637667334292647
APOD,-0.008505031061485183,0.06006555231501948,-0.046714006218160575,0.06450710804805924,-0.1300279776114928,0.052128184715894824,0.015767775027905044,-0.06595051552532862,-0.062482432883056695
B2M,0.020273638611458773,0.19120495672102988,0.03301496490963318,-0.008961776778364669,-0.04141447339448841,0.03910666249304123,0.18120782286216963,-0.03650363520080128,0.03423910153074008
OMG,0.01634502491638124,0.010320476387849248,-0.059020589192138366,-0.015702568514281368,-0.09021650482653988,0.03025469420591031,0.05024365636774441,0.004667588173790046,0.009120877110778558
CXCL3,0.00510939423451849,0.0927395139795812,-0.016812306183764766,,,-0.0013190811711057244,0.0318675749011108,-0.03548278839125385,0.0458563733030872
CXCL10,-0.061760693066004776,0.09238804410244698,0.02718472482609611,-0.025180349505287577,0.011628704382389117,0.022222076172405097,0.14170168089604285,-0.013153317685775849,-0.07268842365060786
RSPO3,-0.010197151516252868,,-0.017568535936572968,,,0.1388236179498539,0.008695888827119165,0.0660403998453535,-0.0150542891160449
CORT,0.014272120098198645,,0.04330836509301798,,,0.05705934268722239,0.037745841675784396,-0.0014838805618052015,
NCAN,0.02655159635419759,,0.014214290154407167,0.004080299654474334,-0.026850983008398114,0.07105214180463343,0.034706949031068565,0.037649181604125996,0.001328653505298772
PRG4,-0.010064148794612971,,0.045246567257160863,,,0.019934233892215256,0.05912292421614946,-0.014020562926633744,0.06360032384747381
ZG16B,-0.011680675518940063,0.04519868404748443,,,-0.003034359345109748,,,,0.0718664579466226
TGM2,0.01339730897846925,0.04451511992731271,-0.02313941837886804,0.03965128055647675,0.010615112532127366,-0.05653963963991734,0.032857952838270414,-0.03667363336563449,-0.014276218520840496
VEGFC,0.07890783076657429,-0.029832781987193035,-0.02096242215367174,-0.057808454894187095,-0.03709864821266086,0.051362700114913465,0.04471476402826243,-0.012521771501021177,-0.04185804043829997
WNT6,-0.013920013671573358,-0.020686163890765642,-0.018294943517836084,,-0.02721868294173846,0.03665322265185009,-0.02949367823636769,-0.019171727582264028,0.12465611693812288
NRG4,0.1295555160881661,,-0.010813901417635339,-0.0358011932565278,,,,0.0017040391081393253,0.09499711022973259
PMCH,-0.01697153088434862,,,,,0.026652095938503397,0.05311160279545007,-0.022448253462774924,0.07247291813852154
COL9A1,-0.012792695070190808,,-0.027866017012902356,0.11999190958436091,-0.04985704523537585,0.023232628486950457,0.062221205215209165,-0.021129229146706563,0.039523130198897145
GDF11,-0.007337452978242493,0.14287128664608054,0.04607993442539276,-0.12827461135290819,0.04346952327236071,-0.03916831189538021,-0.02250484611321096,-0.07536306049467077,0.030045945185968252
RAET1E,,,,,,,,,-0.01651445004756743
IL24,,-0.006456395524995014,,,,-0.02307769369971163,-0.020008172924947044,,
SORBS1,-0.03194537845798685,0.1131340067632502,-0.01203704099210488,-0.03366503637801251,0.01449626537201376,0.008011610864680954,0.021205058430012184,0.014462020778440454,0.008971960276960289
DLL1,0.05000202096984026,0.04161110065278128,0.006693002279601284,-0.03658829063337254,0.029234940721878266,0.11451762957215263,0.013235195942487213,0.03946278564261669,-0.006961029929405431
TLN1,0.013411564718693042,0.07046941627233626,0.02495018414332547,0.028025203384328172,0.0802071123637512,-0.05698232356230375,0.055638257341096155,-0.03213483984058775,0.05012382240976233
COL2A1,,,-0.017067942393692654,,,0.018079747985167025,0.13783271138291506,-0.014382991897747081,0.11192331826709274
SHH,0.18259720598036833,,-0.016289519563752953,,,0.03554627186152386,-0.005985693302403697,0.03239069934872357,0.0627284725551452
PON2,-0.011710134989717737,0.20394483282861206,0.041815634710556555,0.038368176322974144,0.04413561400965911,0.07753772640234204,0.12718428969293272,-0.06270689150880378,-0.027329122915639995
ICAM5,-0.016300007501244936,-0.047483994548542255,-0.03181255179746539,,,-0.028730217251274077,-0.03679472527616353,0.10004623778465928,0.04493503951333823
HPX,-0.025446473949933174,0.019256761116024663,-0.009044097833414663,-0.005765503997624809,-0.013910738198663718,-0.0182718833594496,0.14269348663684855,0.05948237811327145,0.0749283925433335
SFRP2,-0.011910873741459844,0.05294763934305381,-0.03195586867581168,,0.04365108822627044,0.07675084365575242,0.07934752483702277,0.027721043220059253,0.041231300821079966
CD70,-0.020245096384372042,0.06021329327758641,,0.012234082160505392,,-0.0014859726042443652,0.004666764168462689,0.038744873891975055,0.08433637518886114
HP,-0.013336771225636212,,0.015731565526873565,0.08434088156253598,0.017773497881952944,0.052683256272452635,0.1321489026991304,0.0010415245053891583,0.05208204815935009
CXCL2,0.024454816666640924,0.1147205230799102,0.08300715273990096,-0.03526992542420176,,0.0641259311547537,0.06871528136682414,0.014794096991833972,-0.019550666197283267
NPPB,0.024839370501168374,,-0.020962423678328814,,,0.02091581869777277,0.033416525138018446,0.09442383232579357,-0.015270901420234068
CCK,-0.00030028483805907017,,-0.017743662065038045,,-0.03562251418680537,0.0905724141660415,0.0815698253421361,0.06101537982369696,-0.019810481604454457
SEMA6A,0.017844668989573226,0.11642489661685573,0.06501317594624513,-0.017866021611950063,-0.027431379782937585,0.07668494046184546,-0.021505166962359497,-0.058603384494320905,-0.012990316747614883
IRAK4,0.01060539769179627,0.04649969950465056,0.042851098544501295,-0.02262801329867202,0.02920876820059564,-0.032531911924124045,-0.03479329765426523,0.041443700516325836,0.047268957869688544
GSTP1,-0.06655587989862141,0.05604152767529908,0.04353892005825428,0.034233338689284694,-0.09693277601868194,0.08354746197721756,0.0689149153238932,-0.02609465587074857,-0.006171005764363238
VCAM1,-0.03110166723797897,-0.04985427959804592,0.08232085939134082,0.031646402767919274,0.06489161508712094,-0.005690338068972354,0.09012586486900939,0.06189500495697072,0.05130798142894574
NXPH3,0.01272786944066755,0.04770651241592377,0.020866376592845466,0.10623892853960208,0.043225517306880595,0.0566212359921504,-0.019442380756275243,-0.009678671377765078,-0.0064160684661880955
MTMR4,-0.0008394013860952065,0.08297248714394533,0.02778180631550758,0.030031580047697574,-0.04922088097684262,0.011100205402269409,0.08240813852750893,0.033767631382135,0.024367966410948388
LAMC2,-0.023376143307960902,0.1470128178310932,,-0.03580121471951473,,-0.028371919198330778,-0.026276345236046637,-0.005081901578182845,0.059304247427804185
IL10,0.0218140839406365,0.07200103546702172,0.05291806985757074,-0.062351669689632856,-0.04924959059491887,-0.045957718136116016,0.16009118344700862,-0.03855824776352415,0.09919885678814835
SEMA4D,-0.06663460093355783,0.07900218932346025,-0.03400557863238215,-0.018281331754002903,-0.08695756341605775,0.08218267382029958,0.02739695592333686,-0.0060986569476482256,0.012432350242472393
TRH,-0.024791311936657682,,0.12086302463373468,,,0.08772948244365544,0.11271076516974345,0.015137989161591727,0.05611763545146986
SEMA6D,0.019355610677955958,-0.016758037094392546,0.0391976246196907,-0.04026333959828981,0.008161323082082119,-0.022479650250123176,0.024222511174779665,0.08336879237137618,0.03275192815216722
CEL,,,,-0.0480900691957434,0.06713273161071362,0.01580692549022143,0.0180654109273115,0.07982041235837313,0.02081099595169363
PDCD1LG2,-0.030773814646850483,0.08817874890488563,-0.020789573714005596,-0.07932248068076408,-0.011020960819454176,0.10465493984018459,0.07874601498726187,0.0068601752717799445,0.10142124035402691
SPINT1,0.03143221945469967,0.06168344389993469,0.05787132096357439,0.12277444723309859,-0.025857191125110264,0.07633873230531349,0.035477177690688644,0.04952304410214638,0.04027292699660715
CTHRC1,0.0075486903667965665,-0.014535875899173762,0.04122118583450471,0.07059663845663396,0.08898557123871136,0.026984028289394987,0.017840909551807425,-0.03906996383844817,-0.020569481034917313
PODXL,0.04255791234534598,0.10927165862599379,-0.055356831896253435,0.12140713344755386,0.030143688487945644,0.033753155953278664,0.1267206934194159,0.008064750456416072,0.041316796436158564
JAM3,-0.04153452908416037,0.10983223146286382,0.09800490934434518,-0.033096084630882004,-0.05676409922480167,0.07318354291138744,0.0788614702059076,-0.015194682782696938,0.024810306673810532
TGFB2,0.015015152571779882,0.08875968889124654,-0.0005812878882653753,-0.07812120947273994,0.07175562004928895,0.06519767388100865,0.06537149451556366,0.024930186278601347,0.05670926872934643
COL18A1,-0.028125630645236033,0.20676151788058972,0.02817261639095125,0.04286252124758983,0.09555161460584952,-0.027197535268073225,0.04079347315532754,-0.03663767246495282,-0.001730174003668585
NODAL,-0.020596667840117867,,-0.016919053245355687,0.014028250063609018,0.05787595431407595,-0.03449884972757454,0.09424641762273141,-0.02491796341827068,-0.023408972959267426
INHBB,-0.018840176548171248,0.1745791126068164,0.0603989371000409,-0.08334868618243983,0.07894562023144863,0.016607197066565233,0.03765605964961409,-0.04756085914913215,0.07739694144271658
LCN1,,,,,,0.011885287911822839,-0.023340008950468234,,-0.017296934312021527
ARF4,0.014090067430252661,0.16851464917519668,0.01828237132173173,0.05786330445431285,0.06145185912226519,0.03152083094310251,0.0010852225986007205,0.04375458097941633,0.045819111874825603
CXCL14,0.0012880861581057933,-0.07718779641328681,-0.09088941822837733,0.1007906500128374,0.04580976309319997,0.02567643129060754,0.009506347151087275,-0.05793676275491447,0.08138726723766534
LIF,-0.04952239075660798,0.09319855685694213,0.1262556151737396,-0.07272513934287987,0.10900455928336243,-0.0030260410553787967,-0.05834372586987205,0.058938913485059814,0.04421045540625891
IL17B,,0.03761950126256623,,-0.034185719693463075,,-0.031932502873390826,-0.002615351658525477,-0.031000261919923965,0.04293948782763094
MMP1,,-0.20382473485623434,,,,-0.015582322671449947,-0.01660442349199634,-0.004939446726176215,0.04083847803107494
MATN1,,0.011009097806292958,0.061740186963371975,-0.03735501531522688,,-0.0063168786184841005,0.1388244530598246,0.01488341654302377,-0.02080264635522882
ADAM28,0.01292678382903793,0.07043918532946132,0.0021320223031231363,0.06415805533208895,0.013145568437866361,0.0267257088051709,0.036103041525655584,0.029051566955731637,0.05655887026306154
TCN2,-0.05411788271513983,0.0916647249401965,-0.003729129758604007,0.05898452183820974,0.043501201363298894,-0.002763359582300216,0.1178451218972655,0.006573158595363725,0.00022774926424380185
THPO,0.06117908274754108,,-0.017067942230306183,-0.03580123274845358,-0.029522060110504074,,,0.07107595380124104,-0.022519579344800533
CUBN,0.024155211886346017,0.07016020724847977,-0.007061351654667524,-0.030393872960084885,0.07789469050103826,0.037768663891200094,0.08085033428317041,0.024102122539868667,0.1031584717768802
TIMP3,-0.010547630871969723,-0.04950247313572016,-0.008200322265307546,0.04030835195030825,0.05948116389858713,-0.07026641537207903,0.006401002994704998,-0.059751800920473296,0.010224348003114218
PIGF,0.01937939878361507,0.129127530837291,0.040278534026368384,0.09577385970591748,-0.05618992501579369,0.04266828717309098,0.08296550560001789,0.029240056416570005,0.06913206955415924
CRH,-0.011796303863235888,,0.03328608292693835,,,-0.017976311513503908,0.010934896231360609,-0.017074045160201296,0.12075983386560775
BDNF,-0.0316369988949793,-0.004802876971738067,-0.019222886630574417,,,0.0675057863062284,0.06894975866271316,0.020506273676354783,0.10357058786398368
CCL5,0.00026438616885133995,0.1380704134765411,-0.008497327942451236,0.011425122373486063,-0.04009863069651014,-0.019217549209185357,0.04032322019384172,-0.03701705128012926,0.020520795636041405
GAD1,-0.0035748732943816524,-0.010863297912468402,-0.03298524340142508,-0.03934366330180692,-0.0038437094625516327,-0.050205495930719664,0.053787051591351345,0.1090636464729568,0.027533108433750716
COL14A1,0.011870962626362834,-0.019111018301916412,0.07448346550372757,-0.020677538663481716,0.000553266797367856,0.003140004732139765,0.02797711514478605,0.014848629527625381,0.03968263359080214
HLA-A,0.028287556940843603,-0.12039705581839127,0.07167582444310723,-0.024931882799166562,0.07394603821525599,-0.056979882046734674,0.01189232001098096,-0.012911923154705879,0.010677849648698019
CD5L,,,,,0.047959228054560654,,,,
FGF18,-0.009372075203867418,-0.07160035939389921,,,,-0.037751867265612776,0.032804476601073655,0.00164896725919066,-0.01710443505209709
ADM,-0.004654932831009252,-0.18547072944404344,0.06691876477206654,-0.056925356704501946,0.14809110413834886,-0.030612396207554314,-0.10345929875769296,0.05342366792384073,0.026132110361897134
CCL15,,,,,,,,,-0.01483467519281097
GNAI2,-0.03716523904990281,-0.06957229108457928,0.05021917080978041,0.08442353463702375,0.13575257588530118,-0.07657201083787271,0.012494397678220245,-0.052062448442399586,0.027664676519390707
HDC,,,,0.06834122939553175,,,,,0.007055564628759676
COL11A1,-0.023059646052292788,-0.05323872188207853,-0.03849820617461528,,0.042409972526265265,0.059948822084536314,-0.01780089739774591,0.06233236798554603,0.02248929754009168
NUCB2,0.0331247442767208,0.13337093641522973,-0.033458368170477606,0.04601217175344006,0.009691478544334942,-0.030586046839899614,0.017983521670835542,-0.01212389116056239,0.03831969326867295
CXCL1,-0.031026208786513604,0.1773820672323146,-0.008613994045668373,-0.06183938735846548,,-0.014980663398323565,-0.0024822768543298073,-0.008362324826359856,0.05653903986509906
VCAN,0.029919441669798135,0.16326071448824134,0.02882801222825927,0.06309095228891913,-0.007220109623695424,0.024660158957832797,-0.008282309366244803,-0.027847540695060177,-0.02000387038516923
MMP7,-0.003222585257385303,0.057388449314264726,0.07595713767865242,,,0.03688703734113427,0.11248340360145129,0.035856528104463506,0.06791993619301817
PTPN6,-0.026751034114951666,0.11323908850407237,0.10368798883480208,-0.03792751087507831,0.01945923285321695,-0.005207257617847732,0.06899763813618506,0.028796591612698243,0.05398094064061295
PTGS2,-0.03671697475511437,-0.03236856768313371,0.04940141218167951,0.008771733243328734,-0.011872201240195461,-0.040157535482869954,-0.047999348004357,0.0028467701050399227,0.005419354333330116
XCL1,-0.010197153232454117,0.06408493778115297,,,,,,,
CD58,-0.005076503132758943,0.19202340161967626,0.004031258479526579,-0.011595915595594421,-0.013334323208542085,0.05489860538769345,0.04688422716908536,0.03380285852249103,0.026333404247256924
TNFSF14,-0.03296090178426295,,,,-0.005687186415226026,-0.030199508171989027,-0.017940455462396736,0.014459710071981342,-0.010189518700905094
CNTN4,0.012707323660288176,,-0.05367708561501682,,0.0012192995322921824,0.12717794404954383,0.02866660257771933,0.04993304206677271,-0.025242122375869452
NTF4,0.07594534522126745,,,,,,,,
INSL3,-0.009372073365589567,,,,,-0.008462645926761282,-0.023055887358574823,0.06312811858143877,0.02084112364727223
BTLA,0.023183347840602338,,,,-0.0014391042861302047,,,,-0.019640722447089354
MFNG,0.006436620580393804,0.03533730318340543,-0.010060818628904218,-0.022791883101741926,0.0023087259334527276,0.05880479743297205,0.11100372552287073,-0.00046564527904962525,0.03672043110057775
ICAM1,0.036456337933202396,0.0018002426071700133,-0.02236193988809163,-0.008793881737162048,0.08196795684553516,0.0089371239560144,0.057703399596378935,0.051351006575850025,0.06972892646479294
PROS1,-0.05392311814211955,0.11177218834586845,0.029314110407713596,-0.03770396077570031,0.14557738533590645,0.04742112544062616,0.14442957506440562,-0.05431182441712369,0.09093530318864039
CLCF1,0.00012987205826143147,0.0275950955518167,-0.015688459121134386,-0.04774949361654792,0.015432119259613965,0.04718683732226293,0.027615779624758138,0.005706351780988759,0.07393244110430533
PSAP,0.04478423140320311,-0.002903642858277,-0.05698500584343626,0.03876045142501086,0.04198278849394014,0.01591062372868259,0.06265395956971927,0.016139409053877656,0.12451344595395446
EFEMP1,0.004907458760635967,0.09769434399013498,0.03204737000631307,0.09825048150301735,0.1149772923356152,0.1021506095911531,0.12376326693502289,0.01156407032221114,0.10397920150310079
C1QTNF1,0.03672161782115159,-0.009955807504294398,0.11538199184377541,0.05605992153446247,0.02033607626533667,-0.00392315485993024,0.02298348950530117,0.03322631477469948,0.0184876138495887
ALB,0.035941994398924024,-0.05401564868507363,0.04646425817878327,0.05263592291941251,-0.04061355280516406,0.004995298691560313,0.06044709245299973,0.11684395812013153,-0.02296804789175236
CCL13,,0.03985712029528647,,,,-0.0224180309010361,,0.0072963081566049534,
EFNA3,0.10654795696165312,0.005310085721287573,0.035732589300891675,-0.08447140383746388,0.11253141357958749,0.0854333440237932,0.023791090838470107,0.09622195728358401,0.07091791076553883
