,UKF248,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
ADA,-0.0597358958714041,-0.054489226353656925,-0.03304760413878515,0.06657429004672494,0.0060947543634535285,-0.015882503767751927,0.06061632631116226,-0.021707166038577832,0.031767570884702445,0.06215760957407263,-0.0021710091329460277
LAMC3,0.002240336799284295,0.011835786400517774,-0.018035482705656084,0.14761159349691377,-0.011416995458401054,-0.025833280127747126,0.13023661937213013,-0.012773831469000536,0.060109786250697725,-0.01622010414202585,0.05735664284365562
CCL7,0.12963195308233777,0.02044527062892394,-0.03431898118276843,,,,,,,-0.010302030867077363,-0.021298475226969406
NGF,0.09164956255766428,-0.020322065286152418,-0.03663194044751676,,,,-0.0373784448414806,-0.06040137287794501,0.03987151969106543,0.0508308904213289,-0.009754700568209944
TNFSF15,,-0.017565528611370732,-0.025409657208915755,,,,-0.020787294798219808,-0.021323041805504667,,-0.019830693312096796,0.042314073727809744
HMGB1,-0.006898076532639034,-0.006868443180718551,0.055910521170604424,0.08050635544324614,-0.08120379659180155,0.04752518457016135,0.10437618789135274,-0.16902320180799202,0.05608594064046433,-0.011285589727254446,0.0187102678954803
ITGB3BP,0.038687777472066726,-0.03111293750888265,0.012292981076560065,0.08307436960868039,-0.007376314683418877,-0.052464224934892494,0.06570786434895985,0.04922885345553219,-0.02010691220103226,-0.0018018429010632213,-0.0033035095305655178
AANAT,-0.02413202667299501,0.0018308809052863338,-0.02289562078897734,-0.01822647821146682,-0.01620294855620618,-0.011272850946292377,,,0.02118870793110813,0.0019898183052980975,-0.034114823902911005
RELN,0.028197225861015366,-0.02774262445969384,0.03496246840427403,-0.010062682101540344,-0.03567366239162713,0.013123983712812296,,-0.006411967343186079,,,-0.0489496555184248
IL15,-0.008680471098000414,-0.01768897684162671,-0.01569572779934416,0.0615332583120979,-0.033943711087516266,-0.024229051017723324,0.016058495896303406,0.09103963672368764,0.009559940754908562,0.10438935729975021,0.013329190234001932
UTS2,,,,0.07267897018914657,,,,,,,
BSG,-0.03131931174680438,-0.02029883129601865,0.007399937818487583,-0.012719076966865016,-0.06574207985108965,0.002064146790376574,0.04572586360735996,0.0008307987934024723,-0.014138913901503115,0.022631776147376673,0.10497657504676962
ADAMTS3,0.013760302143502741,-0.0167663608715343,0.061634855440792315,0.14470303088033232,-0.04706592155971985,0.05326844977426788,-0.0028469144863010956,,0.0704976382716157,0.03464269507780065,0.04774855079829288
CD34,-0.016548372411781857,-0.014205253692788265,-0.06798388994440549,0.11841172631227,0.03248780541426288,0.0343248891058717,0.05059817431386658,-0.05705591635921442,0.039892796492692686,0.054579176095932956,-0.05086540966089912
CCL23,,,,0.015698810633325094,,,,,,,
PLAT,0.045395200536590435,0.029765240110388082,-0.03902291573694249,0.12330195745110743,0.00034958672378477044,-0.03497086619658022,0.02526799720542312,-0.04693543384772173,0.004421124370652674,0.03433051178256374,0.054091730177734054
NTF3,,,,,,0.07347793713865476,0.0036696313278663916,,-0.010330942543895204,,
LTA,,-0.02021758881946922,,,0.0023537987400176303,,,,,-0.03815919503776453,
CKLF,0.003841167940883988,-0.011021659547143181,0.0867615333043934,0.10471261535520772,-0.027826956510150633,-0.0034972010190519143,0.053526582343262366,0.043731724744865495,0.02374544837104574,0.06058937129798271,0.02590546611497498
APELA,,,,,,,0.09782238170097113,,,,
CD24,0.004295627508518264,0.03537563833396588,0.11259725672462315,-0.038614932917818964,0.02251713366592662,-0.03767226053785997,0.02637779572114226,-0.05649469107996864,-0.0624720971442709,0.03774080717270131,0.017659834403229827
HSP90AA1,-0.02208158429960969,-0.005777069132700262,-0.02118232244318979,-0.10546496643902918,0.0698129254784837,-0.023611006330441726,-0.05629357247782997,-0.111781260086156,-0.09787894108605616,-0.06428493837242408,-0.11598567080933288
BMP4,0.027819455827375338,0.02742729113670613,-0.009683118308718429,0.0683770011618241,-0.02453512662058874,0.01521350002848654,0.0318662716478616,0.05499585819826759,-0.04129254467219702,0.014890443107723953,0.022569009981832998
SCGB3A1,-0.016633049484236172,,-0.027265857904389828,,,-0.009508760029452125,0.10160510181210908,0.004893515257546313,-0.014767416919557394,0.046505739658980014,-0.053704648070912527
IGFBP4,0.03828998778160439,0.0068092203932168145,-0.054149241308240975,0.1519392849697963,0.032628896957670066,-0.016525856839604846,0.0179412049185777,-0.011622739358328825,-0.04704224720304505,0.03776036549701231,-0.025489668416663985
RSPO4,,-0.03094656181789085,-0.006859564619300356,,-0.01814971396253232,0.1080321018190235,,-0.011901630098309735,,0.07178553496343132,0.017958399676904126
LEFTY2,-0.05518932578183322,0.02767587929264144,-0.007826371882259073,0.09450647430098544,-0.011735286333470055,-0.010426470141877258,0.010482402618744653,,-0.017310293399895173,0.041370815927746635,0.062312613015555435
PF4,-0.017254118844905957,0.0068187177456778695,,,,,,,-0.013798749156907994,0.02948479688423182,-0.03369799615153269
ANGPTL2,0.015106170130978855,-0.022572205289788455,-0.03065546836375586,0.14952883661462654,0.031689936132219036,0.04844209853125309,-0.012730283324380852,-0.005829437060373223,0.09033975543107783,0.058685180210316296,0.04754149774073554
LRIG2,-0.04002546554816529,-0.011646313957119628,-0.02594778948583565,0.055941168872122235,0.0012549850234552825,-0.05059854281283078,0.03805885727398346,0.0168694855082568,0.03709916733057312,0.0750219723824704,0.11172671680948737
ICOSLG,0.08885479164861665,0.013349953492053824,-0.01022700148221946,0.09785839511765265,0.01005089216462204,0.02831078359424774,-0.01874023977342875,0.04905027993014716,0.025590297401926136,0.04706008052659412,0.07653331033118514
WIF1,0.027069400620330437,,0.07411346922246931,-0.05149603743438341,-0.014005704376522486,-0.017893515014379316,,,,,0.08810354409530341
NPPC,-0.036112281073939455,-0.021349534020336295,-0.025394298826936373,-0.017332423452165648,-0.027320679111545794,-0.013214847512437058,,-0.006241998696917435,-0.026108158473090285,,-0.0035883914389429443
LYZ,-0.00517957062419234,0.0010447947736422893,-0.028325790829914828,0.057274953443978545,-0.06024463119353845,0.01569741649305635,-0.005299318798141376,-0.09825373578540679,-0.0019162186218086767,-0.02091247412184567,-0.07493632411895816
EREG,,,-0.04428467643308578,,,,0.001241967015469488,,0.055207863235088556,0.017380391343661438,0.01759087222144652
SPTAN1,-0.054194509015433476,-0.035932668585563245,0.06556953616559588,-0.004021807793169546,0.005867512539511047,-0.01697347995547452,0.022249350467107982,-0.07823666499756286,-0.02802093157357496,-0.009227488701028642,-0.06892455315453908
LIPC,-0.02112357662144122,-0.02473281974148992,0.05332597355049548,0.04274055317587873,-0.00866341100410017,,0.0004999208067012716,0.01880204475869624,,-0.01369315135882273,0.04857528095038812
COL8A1,0.043309905552126944,-0.008886470013111889,0.04705976392243636,-0.01288841808095216,-0.023653826070119812,-0.03350935481191209,-0.07474375709803498,0.04033814969893275,0.07199250047137347,0.01955760886373805,0.16387642174494108
GSTM2,-0.0063060547127766885,-0.02251670970364029,0.0406949695169139,-0.04940076340155015,0.01866610944884016,-0.028104806327137175,-0.02612729942623134,0.01453131921574741,-0.03269211204410516,0.0806125523342679,0.03511379748436986
SPX,0.08820676080438661,-0.03231540004945335,-0.061105233027549416,-0.06392192743612292,-0.003640300019571187,0.01095553296349879,,,-0.017132910814922128,0.023965219556579504,-0.022408466677180657
MFGE8,0.02312448310923853,0.011529120694334606,0.008133171537397682,0.006266461916172738,-0.022518086729480507,0.018930796084455952,0.03903728650580534,-0.07084839479879665,0.0009653677866452277,0.04318989332492033,0.028764453459895103
TGFA,-0.026533505194134624,0.00230721993361252,0.06845614151825026,0.03330686390663964,-0.05694447537523777,0.050256285605864,0.03732515889061815,-0.05728067682565636,0.006450613558055933,0.04968556765897855,0.010353009136293603
SLIT2,0.018913033357538696,-0.046841518125666795,-0.02216878103207662,-0.04775752636730009,0.028954326435385397,-0.025362205073443066,0.03405901757323797,-0.03193199390422556,0.029501367955802743,0.033000040795670094,0.06752984298902368
PLTP,-0.034624176121679395,0.026215293345611738,0.04059406395325674,0.1552909055960469,0.08793894189719807,-0.037084593882829815,0.07653157218473211,-0.04719518980087936,0.05614961467123194,-0.03116552434799,0.09565967272837174
APOD,0.008037629635475933,0.011684763227250752,0.09725768664098582,0.02039730360074308,0.07277134937088464,0.03326087635954791,0.09601629027405152,0.110194204862659,0.10718756895727842,-0.12759977644239792,-0.08690453745166911
B2M,0.02900910192912971,-0.03262525426519263,-0.08164414142558614,0.16076996986277037,0.09592277089224972,0.036246470310284225,0.04320074143642591,0.01710116310287027,0.09372049734070524,0.027197371182480938,-0.02672487692828222
OMG,-0.006466423337978903,-0.030541393294142873,0.07503679904205408,-0.03934436354400107,0.0614045531231345,0.0038250621333919053,-0.017405920300185763,0.03291334761803663,0.0631957124944499,0.05707680388644174,-0.08107811924695726
CXCL3,-0.04260852702224695,-0.018401173720071908,-0.04760352364845592,0.05551614477159162,-0.05976975895196096,-0.010172361813374666,0.0596091979645843,,-0.014813455497854828,-0.010139621801530203,-0.003116635294152007
CXCL10,-0.0021641774492984216,-0.03216542621473608,-0.03296839334944079,0.14290181199087068,0.0916350577237244,0.11587860197926213,0.040857794553651225,0.04332938109510323,-0.018508122828340353,0.005733040577462261,-0.012054181746675746
RSPO3,-0.006749217433331975,-0.015982835072865163,-0.03046737755102177,-0.029928843670861793,0.012386217617993581,-0.02470158270907972,,,0.023318495544410584,0.09949278143091551,-0.015197918355483274
CORT,-0.0493229389522878,-0.03584273489510478,-0.02616098929841597,-0.051798569353981076,-0.016544681007496866,0.09703724967808086,,,-0.014439689656045218,,
NCAN,0.03073779103823825,0.0014345391724941326,0.004475618510223999,0.022211450252254034,-0.05846128053199162,0.004956562186841933,,0.027373687045110572,0.061283758238429464,-0.0015161614027795472,-0.003460470892022583
PRG4,0.0023942710727498906,-0.01577436895751673,-0.02181453294302781,-0.025926509893193065,0.048493719705994594,,,,-0.02130664571052374,0.07185140766558563,0.05316628580286066
ZG16B,-0.023065019459826898,-0.01830808437643727,,0.01319659437812614,0.009583959401524749,,0.01995627938836251,,,-0.03390871447566856,-0.028747846777396942
TGM2,0.0689704956047552,-0.06286341000707599,-0.058884120299749515,0.0379644960144989,0.07950158158590528,0.012518343215020385,0.010687353586025992,-0.019977915290472065,-0.0021136581467858908,0.015905734769993428,0.015545351380028856
VEGFC,0.09067028363772424,0.033055498947339515,0.012643577218810535,0.033102908728123284,-0.007351756725760929,-0.043049360214639065,0.003592501006397141,0.030960577237130468,-0.015071265004499665,0.014724843688457948,0.06072686908926271
WNT6,-0.026837060319717262,-0.02181798342117212,-0.030058326211211413,0.034269493789884344,-0.027595069746259866,,0.010693283803344139,,0.06430409814344477,0.04187083627921293,0.005331898395928965
NRG4,-0.015319624052296435,-0.019198128633578556,-0.031071949435526623,-0.008447109324858511,-0.023821813835019617,0.0024471490006636254,,-0.030603808580405262,,-0.02719458296216031,-0.044671990504769755
PMCH,-0.017656691160040348,-0.0266008775711767,,,0.04308361209311616,,,,0.058886393938148075,-0.020904143069868084,-0.0022482802457690753
COL9A1,-0.04626962372036859,0.023654440462188852,0.04850811835256343,0.017864837233657862,0.02074760176907962,-0.020142531393335158,,-0.0941413777024086,0.041308385749585716,0.05274603799115549,0.13370544971601003
GDF11,0.03768571131834432,-0.009177345651277785,0.04896396439319637,0.06705611409712735,-0.004172419473586702,-0.028023413890693134,0.018923016293527974,-0.0051734379216621966,-0.024542687499954717,-0.013338200576436086,-0.004961601538070136
RAET1E,,,,,,,,,,-0.029832264286765817,
IL24,,,,,,,-0.019552291880829496,,-0.013578735117143116,,0.010449650289893798
SORBS1,-0.04616352379451184,-0.02165362696952206,0.008201480821168873,0.008910644701065895,-0.0023076593397403098,0.0056591134894451965,0.015895994673590222,0.008839386047615461,0.032770949447889934,0.015777560602487015,0.04188093678266821
DLL1,0.03324709732378525,-0.020133449964575206,0.017250412283358267,0.07154038936317622,0.010739564909104347,-0.010598081105581785,0.07766640522846395,0.020712693318152998,0.03699471658674514,0.06219700991706492,0.08943244766973651
TLN1,0.0019383977879507003,0.001609957615687518,0.07365118225672913,0.12036694773987851,-0.009008193849763415,-0.00011018716906246041,0.005208906377951119,-0.05931015838695494,0.013507383645817165,0.009197437483681598,0.01665380031518951
COL2A1,-0.028934079242916817,,-0.000884398670029596,0.009943278988019652,,,,,0.015333420752702635,-0.0081975405583999,0.09200811344640335
SHH,,0.17432884887291092,-0.04939246533673339,-0.0188122828796584,-0.006465710218841517,-0.010917752329047604,,,0.015405794212167681,0.07149915282555672,0.00444840950699637
PON2,0.011193271457229188,-0.03327633200187111,0.10552037596202558,0.12730325832434444,-0.06840808554618732,-0.014093974615372248,0.1125715944115923,0.06890037714768685,0.013811750648303919,0.006138562220877679,0.07885253994896343
ICAM5,-0.010221765302024578,-0.025548343688296577,-0.05167062773199513,-0.046762540955855816,-0.040289899525542135,0.02109913347655814,-0.018508646630374336,,0.02074243020995443,0.03036151467858626,-0.014081650032723252
HPX,0.07985068173683642,-0.00891780236811023,-0.010316976440907481,0.05344933200726917,0.04480661585681339,-0.00950875906005694,-0.014822608112463113,0.061177472401415404,0.016395348786846134,0.07596530909877418,0.0929420131082609
SFRP2,0.039908264070173616,-0.01866889300213398,,0.06021668122351653,-0.020280485037714218,0.013224166063662678,-0.019296385021805335,,-0.015754583577905896,0.058972279600249644,0.050306103075452184
CFC1,,,,,0.019718431096972352,,,,,,-0.03952768279260414
CD70,-0.030763387677522566,0.03287013837770237,,,-0.02910902946998217,,0.013770759224960717,0.08459292588038149,0.037391436175424564,-0.020865404107807847,0.02394620696100641
HP,0.026789657958123554,-0.048220417431717066,-0.013088243978248568,-0.0013993151203932003,-0.00043085390110599904,0.03677791686101939,,-0.06839123641386985,0.04163641566730264,0.03548573699824371,0.035355503946695094
CXCL2,-0.012930452225311544,0.0036854577543611582,-0.04341387706402618,0.07378348535356184,0.027322465917587073,-0.01321484647820229,0.06614998522231944,0.09515982284247058,-0.006181620573925188,0.05017658955654786,0.04836170366501628
NPPB,-0.02145824365789561,0.03095590071809647,,,-0.013664485604824299,,,,0.006716353711512888,-0.02758587574841312,
CCK,-0.02633755884655192,-0.029020485373316873,-0.008718429308894467,-0.10240149193781696,-0.04409341359797367,-0.038538566371289794,,,0.03664638156932609,-0.023915098625629804,-0.15580247077069553
SEMA6A,-0.03626109040500605,-0.050507091274729625,0.07924746608466275,0.03479992128708019,-0.058789882798580044,0.030711520005342254,0.09522125627166671,-0.0645876028269244,-0.011803693488790798,-0.0129862520912552,0.07326788871503954
IRAK4,-0.017810836892233197,-0.02798229741653699,-0.01106367162883474,0.09613499840685372,-0.03267833972372295,-0.03965705809636029,0.05124211554231626,0.08725809526376913,0.02340426377837732,0.040630563695857914,0.08268844683124058
GSTP1,-0.032381677284743976,-0.031685532643610854,0.06186461935763081,0.1180654441567671,0.051781926728152156,0.03849350327199198,0.02653193079441056,0.07050278602057226,0.03274805371665827,0.03268651515015794,0.056455873221027755
VCAM1,-0.011441367684399115,0.039205017091008085,-0.023497296804899974,0.1276572005206828,0.03455205631310534,0.06612706952971363,0.007306482134151672,-0.10829736484326873,-0.016895170464295443,0.0781690203054489,0.013944520777163266
NXPH3,0.04151584974694166,-0.01615517293299639,0.00828766785399595,0.06265517816158714,0.004859068089281541,-0.01231014415796364,0.035982548103705166,0.002399878250156792,-0.020075468216963578,0.03459309978184092,-0.005761840028122314
MTMR4,-0.014940549742366391,-0.008350212993242064,0.09339792305136752,0.029918850309982484,0.06125229183681105,-0.005694585263878934,0.019053083457466733,0.005474022950459426,0.02220910909439985,0.059108467753196114,0.06107289455586422
LAMC2,-0.016842477529588326,0.011117025719858958,,,-0.0014282999531965595,,-0.0017430216894564372,0.031393603106310265,-0.017832689328769736,0.0011738301470562108,0.004145145282979163
IL10,0.014351253094424582,-0.03315373840027305,-0.02190167750646009,0.006979685211055863,0.019486508047542598,,0.0009640238180330747,-0.05329985931410958,0.0359754785430545,0.07430477129875492,0.027486236355037805
SEMA4D,0.0006272293189073209,-0.010227010527966252,0.028243348411649848,-0.02547112976294416,0.026680895059384625,0.030194291077775968,-0.021484005619358978,0.05055518981058908,0.02230550830582717,0.06457557594048488,0.0377323061205786
TRH,0.1077114170040106,0.035806578674764805,0.000620562914428259,0.015125663553258548,0.10438077827775277,,,,-0.023959368662511058,0.06818175791441602,0.015784798637794233
SEMA6D,0.025030074721594804,-0.002244328985408041,-0.00917718219171485,0.03817796035634135,-0.06895505919171568,0.014985343948065276,-0.026347329887080162,0.02429737440342236,0.02576091522159237,0.013155365104391843,0.1037095999354934
CEL,,,-0.027135970957302975,,,,,0.06324609473972262,-0.022169085663228547,0.026416978149268674,0.02015835021930507
PDCD1LG2,0.02510897152592589,-0.031264560996949124,-0.02405721369476168,0.08564227502586441,-0.00931681304966515,0.013929339973658705,-0.013835601307989567,-0.014104174914268349,0.07290301228502506,0.02118967569863608,0.037536334992881164
SPINT1,-0.04260853828447622,-0.024114091677850443,0.0072534863536161944,0.10253532449675726,-0.011163634473515198,-0.01553940428096742,-0.016860274291298282,-0.07545068152834213,0.07129489108689788,0.09298546929626178,0.061012073782420635
CTHRC1,0.04528262199859851,0.004164136743613662,-0.016615140608172343,0.11934149334573715,-0.008247293229841078,-0.02470157987693528,-0.043308050895887344,-0.06633317906349984,0.06282754557494942,0.035081771177233836,-0.008020808428043487
PODXL,0.025099702148922456,0.041107147949075946,0.01278059598880031,0.16879975378451706,-0.04991489282279563,0.019838114453641437,0.009892313011771414,-0.03684718114912215,0.0477792795816563,0.0066087050932053144,0.10874605774945162
JAM3,0.03569905542938981,0.01310740962995411,0.05835452657934286,0.08160247812223617,-0.006760704884700612,-0.037347250435997355,-0.03428515351613787,0.03180382162152588,-0.04278241075633377,-0.0006074412764719786,0.0976278732849776
TGFB2,0.017960256222976118,-0.008263102902813164,0.02087729143272535,0.14330527651941458,0.046483371780412494,-0.023732209914288625,0.04350879721573836,0.00509724606674155,0.03435621760517227,0.016291118076293583,0.09173266816093317
COL18A1,0.03302124368621684,-0.021535487339075995,-0.008685802125785761,0.11123195089612448,-0.010982718250696013,0.0036424097853685394,0.08886505109564904,-0.01568043285044489,0.006310316323336501,0.0244014899350815,-0.018629483581628404
NODAL,0.02622275632129976,-0.0034990267547228525,0.039737114803622534,0.05860761441254688,,,,0.001422380236413345,-0.01677293651220331,-0.0008695796324088105,-0.019696465160725905
INHBB,-0.008038813205652792,-0.034722912897614616,-0.011294185024515468,0.11304677812563436,0.0374163109523904,-0.04037977212614757,0.03270134640463151,-0.017410075742032478,0.006583003250072432,0.01970686100710483,0.042547281847841
LCN1,0.003574485530963008,,,-0.021000404265646023,,,,,-0.015839917035852812,0.020722402199191026,0.004843996415735298
ARF4,0.010347381684699442,-0.0015421342967984902,-0.041246594159724224,0.07585628264428057,-0.023175024397372807,-0.04436064205663873,0.10269253418159567,0.05027580562091069,0.05842934711275564,0.05043721987021538,0.07113010090277289
CXCL14,0.09807235049422361,-0.06104800846140857,-0.05462966635821788,-0.0007709601474148155,0.012287894349157958,0.008239269820096899,0.005683738699751142,0.034705537642570485,0.0030562032811119032,0.021660422452681904,0.08231266982178496
LIF,-0.03222772063879155,0.03738451593300159,-0.06876866568615742,0.06468538458803409,-0.006294047381044105,-0.011272850946292377,-0.03164359241635542,0.10247195694018078,0.0313429597880827,0.03168575202437228,0.07548303636718834
IL17B,,,,0.011636746463347121,,,0.026103184835992516,0.06969085326858675,0.00901453435954894,0.005872146765714988,-0.03411481705172083
MMP1,-0.023220141726770976,,0.0602774806782718,,,,-0.08680385377870199,,-0.02610815678046359,0.030213207226757577,-0.011685471327128598
MATN1,0.039693890869231085,,,-0.022017496160456528,0.006591196362993048,,-0.019552294699063947,0.027473601564366713,-0.028016419547110382,-0.037578607955202514,-0.031089175344820447
ADAM28,-0.01650030975390784,-0.05748130837491304,0.0017044869691206594,0.06419080132445988,-0.001704052780686552,-0.024499550414491332,-0.03075757492293572,0.026694009289599287,0.0560495354611985,0.07228215194253688,-0.025957537577645115
TCN2,0.006160406035839556,0.0508601115057513,-6.519431428898996e-05,0.12869805088606173,0.048556924295620904,0.019961121456196454,0.05372717051729033,0.019346272483231022,0.0686055895345919,0.06440042364377968,0.004054125233601939
THPO,0.05240086475970404,-0.03325549364857209,,0.020834304892931248,0.0492265923079401,-0.01173047190980403,,0.1809086866577052,,0.03512348273034237,0.08584077740038368
CUBN,0.010959895909225505,-0.0222641151583623,-0.030978422242981984,0.10470625528944948,0.009661298325727645,-0.03365857808422352,0.12126752718738724,0.11816575205138827,-0.009842604888943668,0.06044951630448572,0.030034152872245916
TIMP3,0.023944128410248178,-0.015158850030265491,-0.0788042009053539,0.06122390230597396,0.014848667255280855,0.0023137482060231296,-0.09132387371947327,-0.03431012285824329,0.020023540268976656,-0.020524783391550023,0.0291661345599689
PIGF,-0.057816786624790534,-0.0009601398194123387,0.06551276273302387,0.04477538336788956,-0.015389016014689604,0.0012453315161379713,0.06588846468932773,-0.024940735589093828,0.039914547559254436,0.04766124849238672,0.05980342815403509
CRH,-0.019732972106147727,-0.018489318199793044,-0.019483690796856204,-0.032293099415155034,0.028820981044375724,-0.021223845643062306,,,-0.005320969576998285,-0.04633347855538308,0.057069238124613425
BDNF,-0.014428913216456396,-0.043621149538612104,-0.04247752618477817,-0.03485885197803432,-0.009470160440833394,0.027762351854101964,-0.030159377512336095,,0.0577078239496647,0.05568738784045555,0.10217435841362753
