,MGH258,UKF243,ZH1007nec,ZH916T1
SPX,0.02405405687442757,0.039148475477836904,,0.0063973217253133615
MFGE8,-0.012222900004500669,-0.008171089533230053,0.09919287540333474,0.04183323223011669
TGFA,0.00371717385822973,0.022480924163193014,0.09057708397532269,0.015253301440830416
SLIT2,-0.02024407832267989,0.00808019070140723,0.0408871795964231,0.005240349299975465
PLTP,-0.0648284620507267,0.037281926337796534,-0.06745494957799265,-0.02349618972791714
APOD,0.011167739505874021,0.005656030121986319,0.0019248264329000872,-0.07378701459081541
B2M,0.061260420635040315,0.06517218891338536,-0.055011935208196534,0.07754784246952455
OMG,0.006451558056023217,0.08622217281476825,0.021205569605086586,0.024159598200473174
CXCL3,-0.01584093622431927,-0.06308382533092445,0.004612724052264538,-1.640193291640296e-05
CXCL10,0.0036529484752764775,0.09625602704517904,-0.03579846360423559,0.006744920529106137
RSPO3,,,,0.09091387543729347
CORT,0.07567889755756296,0.09398379201560123,,
NCAN,0.0213424942426703,0.15106985869722475,0.10364954969128502,0.04644844908032668
PRG4,,0.16176240385029805,,0.035786769407610185
ZG16B,,,,0.023103727507583764
TGM2,0.0044646220186998365,-0.01917889361039105,0.001466178830748062,0.04190128991553004
VEGFC,-0.019670778803516725,-0.023695378046868436,0.018767056635697398,0.042471580299239385
WNT6,,-0.03005205201691169,-0.0033544726398956324,-0.023253336419525376
NRG4,,-0.022395855217250068,,-0.015441706731839498
PMCH,,,,-0.03329818586627909
COL9A1,-0.0218053253184686,0.046144939814752185,-0.03567462986236305,0.09317398820845484
GDF11,-0.0032960569253725454,0.06144707858735524,0.003275572307296299,0.02685437415529514
RAET1E,,,,-0.016939442568542053
SORBS1,0.05562106116828993,-0.06812849431629474,0.02729380479411475,0.013436774168126265
DLL1,0.0979637453821395,0.02897553905656963,0.06742005353579567,0.021498784986887523
TLN1,0.032384341967206014,-0.02670252588950924,0.0067718806633582,0.0004286077448647407
COL2A1,-0.01847589073029717,-0.022923632623231008,,-0.022472899928914422
SHH,,,-0.010795715608440308,0.03914778980667042
PON2,-0.10416472619386362,0.10180432768498333,0.08330186855027415,-0.011191731699684057
ICAM5,,-0.03097241393902475,,0.059122730164860096
HPX,-0.020986433737578532,0.21034877848901506,0.20120274519153625,0.05445900503614898
SFRP2,,0.010132389919430947,-0.05534247464312566,-0.0033055923716718808
CD70,,,,-0.023559113723467272
HP,0.00323132121403653,0.04783766822125559,-0.03513895889668625,-0.023099104345150608
CXCL2,0.013068552781315365,0.04888818551474489,-0.07835775619939972,-0.004885218596306663
NPPB,,,,-0.015663891733168903
CCK,0.00909720852922728,0.026923320146024037,,-0.020320296130190884
SEMA6A,-0.046203917384131175,0.10651671785507863,-0.013485434388887265,-0.003608103221691957
IRAK4,-0.03970987349991135,0.02407618034668439,0.047516861784463627,-0.009763508580357728
GSTP1,-0.02089179285277603,0.08835113488103813,-0.09848292289392534,-0.019763576613375022
VCAM1,0.03369007319163705,0.05242390400565828,0.04757557837072457,-0.0455608941107159
NXPH3,0.015497965916002958,0.038926315447408266,0.029827167424691926,0.06090362739432935
MTMR4,-0.011511526707703054,0.06347865489771537,-0.08714814736642612,0.05555724684963786
LAMC2,,0.03553582398479839,,-0.015713179143225137
IL10,0.0031400729029610708,0.18254645411644982,0.04029353688881402,-0.008296494669416598
SEMA4D,-0.026640750198849834,-0.07440436478122679,-0.057739571781540454,0.00039740771352060226
TRH,-0.018061549656836047,-0.039910966723860526,-0.007726837046794931,0.07885520004834821
SEMA6D,0.0018027780770124011,0.09795826122271988,-0.02352824754547116,0.025517096699903624
CEL,,,-0.07088757494824778,-0.016274038157520047
PDCD1LG2,0.05198448431029149,0.021261654941310014,0.0754068848010643,-0.0023456505158460385
SPINT1,0.05413190449236714,-0.03166565779806974,0.07951897164225728,0.032605313938789224
CTHRC1,0.08836542589522041,-0.0005189787594215934,0.004432644348158894,0.015111482591332246
PODXL,0.03304596204494025,0.0009661729125430027,0.10356094246599483,0.025277527148490905
JAM3,0.0310954833807396,0.04171897367410466,-0.0332483796176285,0.020135613530527032
TGFB2,0.009578865754443935,-0.047382913169541976,-0.049134531596027764,0.010225668342614293
COL18A1,-0.033166484768066676,0.05966477495778007,0.10986205849031333,0.02470264343892133
NODAL,0.004921631039672408,,0.09122955267708001,0.044332281602473295
INHBB,0.028394997586242296,-0.029049180242238837,-0.017918820108394302,0.019710950319813816
LCN1,,,,0.07875866971009139
ARF4,0.015974675174237053,-0.022948238936164753,0.08472776992709194,0.04586120869340208
CXCL14,-0.017842935684920132,-0.03798996959262234,0.042480360919734235,0.0002104223774886996
LIF,-0.02439551666912256,0.029794772410767275,-0.16955959217609026,-0.040443202789851786
IL17B,,0.30249078699148835,0.04807471420383805,-0.0002157256871582786
MMP1,,,0.06297443712247373,0.041413121138472016
MATN1,,0.09915060997988862,,-0.021337993829228085
ADAM28,0.010307837881292565,-0.0258903411984889,-0.02438777319108475,0.06412824679492625
TCN2,-0.04846961037604885,0.007672669410004002,0.07591419534592805,0.03977996516815481
THPO,,,0.04036635015780275,-0.023099111377018863
CUBN,-0.03355861740438742,0.013092327504655648,0.12263826346830417,-0.009741800084708969
TIMP3,0.044652377569326974,-0.012819006790473942,0.0862936170922246,0.012855893936787589
PIGF,0.013667364632041172,-0.012104831549680423,-0.0814682115546204,-0.022166168133457727
CRH,,,,-0.02630920976849442
BDNF,,-0.03488992290688858,0.07284695735160582,-0.005161568735580899
CCL5,0.07145836517454669,-0.00712314140108009,-0.10559413182565804,0.05494904567427417
GAD1,-0.002551688823171514,-0.05052440867749178,0.09346219946163398,-0.031216067571418878
COL14A1,-0.035013832194505136,-0.03252737841392462,-0.02605704047130679,0.06048389240697441
HLA-A,-0.020736788731066363,0.15826268980091684,-0.06977129408238662,0.07433210083456938
CD5L,-0.03453292210084451,,,
FGF18,,,,0.006362162422922584
ADM,0.10210098632194872,-0.06748880207876505,-0.028743880497313714,0.05587125455072234
CCL15,,,,0.011463386916374807
GNAI2,-0.05947547306039081,0.043962485227585946,-0.017127315982919198,0.03896661115291014
HDC,,,,0.043777666232350285
COL11A1,0.22713948219032223,,-0.0033962955357644694,-0.01456552021067602
NUCB2,-0.0792182925729418,0.03529130669935425,-0.06582421709558324,0.05638804816481412
CXCL1,,-0.05724033675028024,0.010843230018136744,-0.027218058388515744
VCAN,-0.010696511072636822,0.020609231268226277,0.06112385667713556,-0.00627991214807729
MMP7,,-0.06798050241100359,-0.048568268372543105,0.027693880162444923
PTPN6,-0.038748596600128006,-0.07895145359910384,-0.023034180812778807,0.035691278031341395
PTGS2,0.011326746094221211,-0.04702403513540971,0.03256704669367814,-0.012138752686972381
XCL1,-0.017638270398278578,,,
CD58,-0.022926088786985415,0.03123174139732206,0.07999998984597319,0.057116020204482976
TNFSF14,-0.028853370043952643,0.06341144233438241,-0.06801441280756948,-0.0017197135423938606
CNTN4,,-0.03186257736885677,,-0.00885611893060248
INSL3,,,,-0.020834757024735372
BTLA,,,,-0.020146168291335375
MFNG,0.025353281833554113,0.07363072455194802,0.049095294596740446,0.056861465557410555
ICAM1,0.01028386549482952,-0.003052201904010554,-0.044663672652347,-0.032387343179872075
PROS1,-0.012522084518259043,0.02562080711619612,0.07818919843228596,-0.009539784516360969
CLCF1,0.04116884409859688,-0.007146240388633354,0.010703834359489897,0.02381303908693967
PSAP,-0.0031973532156568526,-0.021829088348956173,-0.08064501434027381,0.02468710797541951
EFEMP1,-0.03051274364783227,-0.036255072967273115,-0.08550771989950072,-0.01018892408237408
C1QTNF1,0.019698964632674475,0.048250792589410875,-0.10758086853391621,0.006365534460869503
ALB,-0.026554003444922297,-0.02726123983083838,0.05826220977093148,-0.023559121075979864
EFNA3,0.04262963803769861,-0.05609880519703536,-0.0025020993604564735,-0.020507650293141853
DRAXIN,-0.03066038504961476,0.0846375726942246,0.032732236065701206,0.08436889896037117
NPTX2,0.09468096445061944,0.03258275966806292,-0.10266295540644406,0.0838256946380047
FGF11,-0.006804638886420456,0.05755933409831634,-0.046548106235086685,-3.571820247830314e-05
CD59,0.022251245512520022,0.06648994578511472,0.0688796926693956,0.01407147200585867
COL9A2,-0.04142191566745028,0.046938021364699524,0.12750182734194382,-0.02529041602106357
DLL3,0.050723703711925076,-0.021095807430554434,-0.006521342104048794,0.0003580589409282412
FGF5,,,,0.044454389549015934
LIN7C,-0.051905788128939104,-0.013820571808114362,-0.06719380931147871,0.020878576286151057
GDF7,-0.018269801940271918,-0.01926057508982852,,-0.015626301815595097
PSPN,0.06508795217404038,0.09931985155949177,0.10884883171390572,-0.008241184013073607
ANGPT1,0.03195251034516401,-0.07232491203212114,0.005773276835824501,0.03786368466394228
PNOC,-0.025800758577654577,-0.0194121102626823,,-0.021503403421396124
L1CAM,-0.010384943638549953,-0.006704113325639218,0.04175604303407865,0.038390165802847515
APOA1,-0.038479686377546604,0.12758204789694563,-0.004113987366222587,0.02729879459374224
PSEN1,0.1046243011987432,-0.023794019276830714,-0.04570200375526034,0.009062167418058745
CALM2,0.008659138709704474,-0.024371233296345815,-0.038822741950223165,0.006227572130626681
CLEC2B,0.08154144835361125,-0.016232915090873413,0.01180374524082434,0.03183221619805179
NTNG1,0.017626476979745946,-0.03891247092795223,-0.006445523846994066,-0.016977550923946257
LRIG1,0.015150623330564642,0.09580284514366849,0.07041226182652817,-0.009884866330768625
CPAMD8,-0.016075857782604737,,,0.016841086876360503
GHRL,-0.02564787538680503,,0.02156673402744616,-0.029968824406170425
NPY,-0.003958526170806234,0.18665278941808702,-0.0613605733840132,-0.026309202413468177
MMP2,0.010392580461564174,0.10900956382621887,0.09561149335274743,-0.010335913698747163
PPY,,,,0.06668047161427741
ALKAL2,0.016703994194888012,-0.02517515772353107,0.04555823113749163,-0.035579178605894206
CSF1,-0.002486104348912642,-0.03854145771649554,-0.1242214705198761,0.04085809312764475
SEMA4C,-0.013194187596146812,-0.05091914014276743,0.013132922762087154,0.08595577591683266
BMP8A,,,,0.07103494962492575
ICAM2,0.012450724647974048,0.0035662789197671812,0.0802588436179307,0.056015777809560005
SYTL3,0.0012248577456820324,-0.021261913895559797,-0.10618879351673162,0.06574435644850801
IL1A,0.031284267215439886,0.0066348004565991835,-0.01057117493480353,0.053726318097081935
HLA-G,,0.16027953026262265,-0.06273453496311343,
PGF,-0.01547817358721438,-0.016683689743370055,0.10875054743920505,-0.006937283543700316
LGALS8,0.015564780750605146,0.010056829196911402,0.05316429112234928,0.007059642002016849
DKK3,-0.050539381027272595,0.05876627734648494,0.06169614852491302,0.004217124320066717
COL16A1,-0.0030330128650573,0.10681401442892748,0.0593660413135796,0.012157899289867444
TPH1,0.0029415712809128603,0.06924488233878252,-0.027037977651878285,-0.007118563554253267
TNC,-0.016896091771271896,0.03418214532542542,-0.0652490355030645,-0.02132280756690463
TNFSF9,-0.016075850152741076,-0.036150464995523976,,0.08702567658880297
C4A,,,0.08090492635733894,0.0073565198150486386
CNTN2,0.007465774396169524,0.050674535099323965,-0.119006632737803,-0.001222777521098541
LUM,0.024400294832477118,-0.016975673221761328,0.09469380359197704,0.028122399406643277
IZUMO1,0.04476492619410402,,,
BTC,,,,0.018493156180135407
APOC1,0.031560251089561835,-0.06996042582184867,-0.10471077930747898,-0.029155530729508074
PKM,0.05564237950769575,-0.0014873347770653354,-0.13370780334189306,0.021835895538686634
TNF,,0.06924302607387789,-0.07708363811635761,0.0012908667087287464
GNAS,-0.0012423514946202205,0.03456145937453122,0.09525860147473225,0.05435025195014827
BMP8B,0.01802707379703258,0.08202732954048668,-0.0661072458762923,0.032025251995198505
LIPH,,0.1267362526652716,0.03214736741392118,0.10106530992298511
CCL28,,0.09977648185541559,0.029579360186483338,-0.014520835769775059
PTPN11,-0.029705276830341496,0.0353586632266584,0.045755713062098,-0.003977297431996404
ADAM12,0.019185156366868916,0.04830388477656643,0.08182037797785577,0.05697044997619008
EPO,,-0.05314353921469617,,-0.015441702044672647
EDN3,-0.022576635091930173,0.2875644761122743,,0.0015903558863533944
CCL22,,,,-0.023861476170110606
CCL2,0.018072939347424665,-0.012515573671472751,-0.11132324138739393,-0.04335045862096234
DSCAM,0.0069549937595103405,0.008412946541213188,0.06091868074066843,0.039368890634856775
ANG,-0.03840456259139279,0.0005155369337516563,-0.02159123590703046,0.03695471770113956
FBLN2,0.0017265813075268155,0.03692905264002199,0.11460800317633417,-0.022030643072459378
VTN,,-0.024933950107262147,0.03288751054337826,-0.008789524826955447
VEGFA,0.033856640099776826,-0.07237891020365568,-0.07253397357607737,-0.009380113214968046
F10,,,,0.03260483086554319
SERPINA1,0.018329546870876953,0.011790556589194126,-0.06694562577395251,0.009752019436155954
VWF,0.030723626482861588,0.07469443013487001,0.13053890359811426,0.050653480584214476
VASP,0.0614324234988972,-0.0342927292584535,0.01500946203131771,0.035073065134762695
ADAM15,-0.012222112958707131,0.02402876821924819,0.06727161404513386,0.04174537382018466
WNT2,,-0.02239582594202739,0.0027586752578475436,-0.03755212073308353
CALCB,,-0.023440659275125123,,
OLFM2,0.04980524821685067,0.060569986665066945,-0.010011311417888826,0.015946953315784915
MFAP2,0.01829151691221295,0.04597160413792232,0.10565186542018862,0.061435799399653095
HLA-C,-0.017320206072215957,0.14641627881106994,-0.051040474075599425,0.021515564438330973
THBS1,0.038340423049354644,-0.008039897043905455,0.006350209315976802,0.05440414660969469
HSPA4,-0.05457231917152811,0.03247567305326432,-0.01679791993480911,0.017563411258461396
LMAN1,-0.03855075185698487,-0.039662054195746095,-0.12277014533002424,0.03221498881948524
LYPD3,,,0.12966070543772434,0.09164558027206536
APOE,-0.006478613713682506,0.041754264293728464,-0.06412563141857006,-0.030147067729857525
SOSTDC1,-0.01607585644737781,-0.028362294354030128,,0.0060566454032499745
ANXA1,0.027654238036301553,-0.003100791405488373,-0.09318412002240604,0.010926327373373776
WNT2B,-0.03584390964661421,0.0533270298992141,0.07740857528471401,-0.05955370377146946
AMH,,-0.020113167843444,,0.011232711628682949
GDF10,,-0.02185654273146831,0.037686371925593314,-0.02916551231929996
EFNB3,0.087276211672565,-0.04922491742405081,0.004786752749426004,0.030895645040515132
LTB,-0.03208859904963993,-0.02658177620657516,0.01321899975409675,0.03637628284507655
ANGPT2,0.03128173702696135,0.026940748481482407,0.08216011014726018,0.031830758229332116
ADAM17,0.054117634908261325,-0.028979368229047307,0.07387380903457526,0.04421455547975219
LRPAP1,0.01093084736047382,0.11366788185276815,0.03778974657370381,0.028706057408096414
NID1,0.025013023931117803,0.12461890315725489,0.046406647575292115,0.05141093136733593
MST1,0.007767010293851507,0.049782268372796,-0.05198757563815987,4.5273977233485626e-05
IL13,,,0.10261842149508955,
DCN,-0.07197367489071467,0.0529947417358761,0.1420875493315485,-0.021285469979010645
IGFL2,,,,-0.0005622558887326646
COL7A1,-0.025952876941081282,0.004782247219812815,0.014698556585857876,0.021508550975098094
CALR,-0.012137844064167087,0.040286788753543606,0.0037475782492408637,0.005863343675750712
PIGA,-0.046053791910053044,-0.03496943216755807,0.08149760051841366,0.019756211878170594
CD200,0.017208911007142592,-0.023812206478188793,0.1273108882926385,0.06365263460408409
GRP,,,,-0.018322575658181673
CDH1,-0.0156834798385843,,-0.01746148414605355,0.050772349722252
LPL,0.03644031327444506,0.11554968139923165,0.026263342605668902,0.037220661209821856
SEMA5A,-0.07410091505012761,0.047565302273935815,0.09582891264499946,-0.0188320229016823
SEMA7A,0.010380705257484236,-0.04965826059099013,0.020465496088611278,0.06388605236216965
SEMA4G,-0.01711635616732275,0.06785360506038707,0.041606009433636675,-0.017842096862878874
SEMA3B,-0.022033922799130433,0.016448400228681197,-0.05541845323065924,0.03311394505488242
RPH3A,-0.05528807784022382,0.09011448002779578,0.05311343507073402,0.05496476838428791
JAG2,0.004172579859278091,-0.01971200923837772,0.04669206103235169,0.024894724336301122
CGN,0.004389214731327369,0.05371284245303216,-0.032662604767780136,-0.04350480375542936
GDF15,0.046515433215261505,0.006082774750402946,-0.01150703186164628,0.04326587843008839
SEMA4F,-0.03210194853416812,0.04110783283154571,0.0737437153498585,-0.013337036089186913
NXPH1,0.04131155038030246,-0.04571676777774877,0.02938312922039748,-0.0022675392870316175
ARF1,0.012682301698846507,-0.06439282645918645,-0.08954553129074565,0.01929186005942847
DSC3,,,,-0.015441706731839498
EBI3,-0.016561592838857754,0.030588586552574185,0.010110892064305795,-0.027245882326302897
TIMP1,-0.08227214022247269,0.08998561838962826,-0.12750899111381905,0.008571572311002529
SEMA3C,0.1157199246794491,0.0016696502038692094,0.05344839457695771,-0.0055306656516467545
GNRH2,,,,-0.016733193767338075
GAS6,0.024684550713244536,-0.008611290516203445,-0.016221442558144714,-0.035723449596944144
MEPE,,-0.02266112224017092,,-0.0213379967721796
SERPINE1,-0.06842536337771243,-0.07470442918804576,0.04051955684253464,-0.020249976855703906
RSPO2,-0.016985064207634317,-0.045566585174990556,,-0.021035356793069396
SHBG,-0.01908188106540619,0.10091692998075534,-0.009621048479750576,0.08819704018213949
LGALS3BP,-0.026451938407516102,0.10679698885793451,0.01765454759386039,0.0017365153592776269
LAMB1,-0.07125836154212353,-0.010107138925659296,0.06506816684221942,0.05651583685759353
SPTBN2,-0.04382779772670256,0.009375803232040514,0.026038695126862216,-0.01755258714038954
COL1A2,0.014145488809693952,0.0824651764829023,0.09830858328671528,0.0035440728435085574
DEFB1,,,,-0.033069099941643615
CEACAM16,,,-0.031412274700859166,
WNT11,,,,0.019805812148359875
LGALS1,0.0078080065745384005,-0.04702152291279734,-0.052216771030934,0.017479154431309412
BCAN,-0.01935945617909518,0.12525799778799385,0.08281820833707752,0.020672696349470707
ANOS1,0.0020209395259345644,0.09556908892956704,0.04601311402617305,-0.01740532881010067
EDA,-0.023911421596349708,0.08891551326425522,-0.07503319624955221,0.022170775413855006
FGF22,,-0.017747057471677447,,-0.001047008784667791
SHANK1,0.02511010428697248,,,-0.027529449654301614
RAET1G,,,,-0.019254140954631918
TGFB1,-0.025926409004058886,0.03470834390336826,-0.03907280062648383,0.02999973983760162
MSTN,-0.008775762958578105,-0.03244751500548359,-0.03833566583540825,-0.03723764206244758
WNT4,,-0.0249339469522395,,0.023741316378568262
TNFSF4,0.043943541480274975,0.07940264089234798,0.0013688845837874406,-0.026158894032809268
NTN1,0.028893974096669457,0.10403073105139689,-0.012620444594876514,0.024814066121039886
CXCL12,0.007260348752510157,-0.048425589104860646,0.03652171049492037,0.033008390955850474
GNRH1,0.12114513937283863,0.11054015177138847,0.05080012750113398,-0.01181772186550387
RIMS1,-0.021705980638262765,-0.039080181646772176,,-0.006487141730841694
FGF14,0.02124228214000019,0.04981922218547924,0.01705512661968767,0.05278859862668414
IGF1,-0.013899388411130613,-0.04185547846775775,-0.044481159070118285,-0.011612696940876195
TNFSF10,-0.024285119296172823,0.051189633837826355,-0.07736272177463803,0.029919649310209236
GDF5,-0.01698505750347156,0.10281299226944511,,-0.044538473483951506
RGMA,0.020793740928631847,0.11958867786913674,0.04568554771227421,-0.016361364107326904
WNT16,-0.03166310564318635,0.030594460013449627,,-0.011240986470084884
CX3CL1,-0.010046382498006223,-0.010587701627546358,-0.008562363458213193,0.046493266191950225
FGF1,0.027775408286555007,-0.015981944596448607,0.04997149396238092,-0.03718325989229946
ALOX5AP,-0.005961524231783669,-0.019145940089103856,-0.08009518537232226,0.008231817343608344
IL1RN,-0.015115625640123828,-0.0328875646427076,-0.07516181934025909,-0.03776271374588779
NPW,,-0.05450107374750426,-0.0508425024440853,0.027932630625767004
CXCL9,-0.014718910661021914,0.020048770326412932,,0.014833479797387075
ANGPTL4,0.028239369281540996,-0.0823833423006116,-0.045859743920280895,-0.0010886268224178785
UCN2,,,0.05516858588635106,
OBP2A,,,-0.024028557965910382,-0.017345072999131784
COL4A3,,-0.0345231786830019,,-0.028057461920112756
NRG3,0.05881585755997696,-0.017037102644072454,,-0.04087312588470581
IL23A,,-0.009251159451994938,0.055197485522678454,-0.00840164167333793
COLQ,0.042357865071434145,0.10171434969005509,0.040061585286337006,-0.012503621455376
TNFSF12,-0.01178277682175994,0.014708170136862826,-0.011380518931940907,-0.03241589075629059
DKK2,,-0.002134947216966793,,0.006669349431468156
FYN,0.004566960441534699,-0.007695407452244452,0.12251689302196174,-0.05038975021417462
ACE,-0.03790020763009154,0.06079542363168664,0.21734493047223746,0.07160152146971412
IL18,0.02886150515754867,-0.023422336903759486,-0.013363905620514623,0.008011272867031573
CCL27,-0.01720535782667053,-0.049658278926938845,-0.042046964416390886,0.05703777257186215
SERPING1,-0.02400404496433767,-0.0617298075345693,-0.07702346379250781,-0.03079517439448933
AZGP1,-0.02262154167204811,-0.029236792780448443,0.11758934717315199,0.05751287170842539
INHA,0.016162338817444454,0.09362865994594329,-0.0693415514998207,-0.033752758514590905
SEMA3G,-0.026104256998278504,0.1318046217346881,0.1359628426228094,-0.008343277585275545
COL6A1,0.03262038331929374,-0.018919607613455992,0.03830807508161288,0.04294491531674503
FGF17,,-0.02292362727880795,,0.008182460770864153
TNFSF8,0.08252139455806257,-0.017332083714448953,-0.03248834922441902,-0.03848460601213228
FGF20,-0.024871472952206035,,,-0.028448135367019053
ICAM3,-0.0023058416726795153,0.04675821125514388,-0.027047579652335212,0.007340390627425025
LAMA4,-0.026688619066604014,0.08326499121953593,0.08693226795346683,0.07725252332248381
INHBE,,-0.027261236634555406,,
DLL4,0.02893361937012155,0.12882253271788144,0.08232127918047406,0.022848375355372198
SEMA3A,-0.04575405455469088,-0.04419995476448263,-0.013046622596880192,-0.039902030112630174
RLN2,,,-0.04484566750544932,-0.019071166988418282
C5,0.10034541486069122,0.08951440738025192,0.1150550664417654,0.015955533642976666
COMP,,,,-0.023559120438761835
EDN2,,-0.023440651655799644,,
C1QA,-0.008363757756045975,-0.05412058530372539,-0.031078290766943,0.027070398341776433
UTS2B,0.013546956250999885,-0.018638519621926034,,0.06223466992755291
COL9A3,0.013960596022812395,0.11903423064438448,0.04715898920997616,0.026536669116258335
DLK1,,,-0.002943172347744253,
HGF,0.10699603462271792,0.02360933320487381,0.0991568451706537,0.02630818078821214
P4HB,-0.070294208308857,0.015535688995832589,-0.04867061145393265,0.03406587871898989
ADCYAP1,-0.017423050577560058,,,0.04140363144629805
GREM1,-0.017615317263013408,-0.01863850806599094,0.10425437070866321,-0.04597904134662702
EGF,-0.0399165188975056,0.042119773718722796,0.0678939867483203,0.011457595746898766
VEGFB,0.016428154812096755,-0.0373572508548646,-0.02221061437268853,-0.037495341782852416
FARP2,0.010816819442401442,0.04910201075017688,0.06066048617525959,-0.010135488061740212
LAMA2,0.004296527716443055,0.06921134634382625,-0.0014003997068127104,0.02711583254572653
NRG1,,0.09257826325577578,-0.08358766708761932,0.01647090920599339
