,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
RARRES2,-0.021584235672544683,0.04759277236623749,-0.014843241934140425,0.05865310131279802,-0.043355833244835024,0.062219463464541616,0.024199351745640512,0.0027937016470820026,-0.02835923007043451,0.06907171761678982,-0.0238631917453105,0.023247934568463958,-0.11453420535619509,0.09251141864855925,-0.05196961291345731,0.012317723208203759,-0.043347586998932236,-0.019224960308837077,0.07582644552228958
FGF7,0.027811757781485664,0.022064921195844748,-0.009167616050763038,0.007107252929444687,0.040298859092829764,-0.0022742458537368345,-0.004518477291813687,-0.009304223112924156,-0.05076086180284271,0.0475106911562274,-0.024626704882703992,-0.05170700585404901,0.0018557214442961852,0.11227269765796032,-0.046918924685946314,0.021708814720087864,0.03593054171415717,0.05251920486637359,0.04171407649336047
EFNA2,,,,,,,,,,,,,,,,-0.016816280335171407,,,
HBEGF,0.0890290360868408,0.015726443668706347,0.057042237597217896,-0.031418814308461065,0.013355450950259421,0.00831814059061512,0.028002483881544436,0.0668797617830949,0.08676468587225236,0.04918968038001407,0.05256669457668634,0.09054271668791289,-0.026526861996837972,-0.003442666674559083,-0.007728012371493717,0.022550368241867073,0.049291365476282684,-0.05665927632469292,-0.022640390920529982
CSF3,0.08876785858001877,,-0.03393213968572545,-0.02084171356474462,0.03916765498347103,,-0.021962954472989293,,,,,,,,-0.015298162638825188,-0.0026557860927838173,,-0.02737871229145195,-0.02096617540827576
PI3,-0.020109269417239416,,0.037563296465197835,-0.002182547285493445,0.024647069588641556,,-0.024730576616208248,,,,,0.0435987722755101,,,-0.10495138838608375,-0.0026235165185394824,-0.022312464216071748,-0.05932770860896096,-0.045552533833244
PCSK1N,-0.07901065724966803,-0.023645022626425684,-0.0900936790196007,-0.015302874454540443,-0.04991721717648413,0.020017271913211787,0.031703638668734616,0.02864452919547046,-0.04776896712974658,-0.02052932320135211,-0.0029016771155943553,0.058142009527534864,0.06367884630100111,0.1134830312335445,0.06275414063386037,-0.04704140408143442,0.012944291820717933,0.05378809016430967,0.05571986600439191
NTS,,,,,-0.013123489647664728,-0.007205976708423849,-0.013030864163437158,0.0351278202147966,-0.019685315465669453,,,,,,-0.03237955798737968,-0.020487446473473905,,-0.0008430424959003156,0.06708156107680592
SFRP1,-0.02062287215771396,-0.004161312074601248,,-0.015257156887710836,0.004004604951401193,0.11370336668612756,-0.0017545886761600803,0.011183376613791311,0.0287951762834772,0.003257377317790895,0.0019870251837808576,0.013927821725218068,-0.029693797486928922,-0.011093346267962156,-0.01550099028875905,-0.011236152295571601,-0.01295039435356319,0.04588494470484016,-0.030326568857091767
CXCL13,,-0.006983035939359051,-0.024638748357351043,,-0.009147506214875945,,,,,,,,,,0.03751539818229932,0.030278308547072228,,-0.01727282979553921,
MICA,-0.008913518263316593,0.02205646120057109,-0.07286348451814377,0.05323874083864309,-0.020850062415996982,0.03108867232178989,0.05652643129000136,0.04880801882194401,0.07700245080808374,0.052342835260709535,0.02763033947722662,0.10063271124018046,0.013046307508202893,-0.0032838865302024637,0.001657780461397403,0.019384400817290058,0.049010595532832796,0.03361185556499751,0.06278095953556755
TG,0.02708595556645975,0.05834528560953999,,-0.01646488953795029,0.02690754105235222,0.04550471720539731,-0.026507321067828233,-0.02975086912256086,,0.05382477013046366,0.0933327117713308,0.028541680105819787,0.04228962242057997,-0.03905302254934841,0.14781863204006657,0.006642777245306856,,0.125934783481017,0.11095503454774275
ADA,0.027467966336994023,0.004317125971757282,-0.05146611459876323,0.04888810094534091,0.013605631847494182,0.007528244598565976,0.013887791675869877,0.046910283308776356,-0.00724488991544798,0.052169643701273555,-0.014920467018637303,0.031031615339098588,-0.015533559643045711,-0.021957028171574217,-0.02504985993773275,-0.004252676064761087,0.0589886218105181,-0.005509810001204515,0.033200639772247006
LAMC3,-0.00922154962455958,0.033732080236212596,-0.020825460309379307,-0.037531662215184496,0.04424027334758935,0.034957366902268375,0.04300672105156167,0.0050936267434049205,0.0002744478981352694,-0.0058436940950206,0.024112521856909753,-0.13918194300304576,-0.0044996718913447005,-0.04037608783288599,0.01832208999254548,-0.026783810676696263,0.006295912434524232,-0.03544173035583759,-0.006813121846409792
CCL7,,,,0.06195624414299651,-0.00954039341336853,,,,,,,,,,-0.020802254329061638,,,,-0.021970519478153643
NGF,-0.04789194602471809,,,-0.027275307955428443,0.12832434922307603,-0.025284965724935732,,,-0.019685328427143586,,,,-0.023562210656378604,0.1894350219825332,0.08352639186613167,0.08038295643832223,,-0.03882660389127078,0.020591815095539118
TNFSF15,-0.015250809614619476,,,0.029943661487934314,0.05325699234081329,0.01967251360244705,,,,,0.10674289165944137,,0.0326207435276663,0.04484087897407182,-0.020279862079138025,,,0.0269103688000302,0.05126596706078417
HMGB1,0.05242672036189494,0.05874966710539924,-0.030311470518428,0.004777482158530219,0.006504594007873207,0.06786721405809508,0.032889322223725134,-0.060912211702456615,0.005659763266894077,-0.015683556329702576,-0.009434603723877673,-0.07701736265863088,0.020368771132077527,-0.07040084532406878,0.025692666807480787,-0.045719749103244514,-0.00721118681606925,-0.05551178317146855,-0.033326913185483566
ITGB3BP,0.08561625856956703,-0.03071772987390061,0.022308113147050487,0.03441111267676538,-0.0690964829755015,0.09980394908109012,-0.009801957450637836,-0.014512574847964251,0.09506601105672709,0.01783378969786279,0.04373539509307682,0.0013458585658824651,0.033225433602285644,0.06941318724937812,0.004850211565366799,0.02528230170218403,-0.07187869142459548,-0.001607595236610235,0.004979344547923768
AANAT,0.043303032215499145,,,-0.012061410042745762,-0.021823012827810268,,0.060225172649498206,0.028156602481897677,-0.018507103767894502,-0.01660773333391737,,0.17231251594353506,,0.0025629262024708535,-0.01824944671316611,0.013257271528041164,-0.01640789836806723,,0.08550231568088229
RELN,0.05067688231692152,1.436174414599309e-05,0.05832579085388082,-0.0065823743519479744,0.02160306736636786,-0.005865759814350585,-0.02660974160098456,-0.019080917016517464,0.0467611455246258,-0.01838619427290142,,,0.09223244170824683,,,,0.010557088548460524,-0.020536223525660022,
IL15,0.06535121585059678,0.05252047552571115,,-0.020124652604532178,-0.022042025346384365,-0.004331070317728704,0.06368983991889653,0.03957565508882401,-0.03792518947315955,0.07274351307579319,0.058985316190153,-0.07138701201819175,0.047125478532318674,0.026456661594882223,0.018297392127541383,-0.04102826726502328,0.010402742746653223,-0.004752675322313957,0.07183380954824131
UTS2,,,,,,,0.06924858863659444,,,,0.21057713305446243,0.09017279877792356,,,0.0968218977462407,,,,
BSG,0.06614715376984986,-0.03869877164197932,0.009271612515380551,-0.011153249324644718,-0.07668103521687715,0.041254551165226645,-0.013773242381155012,0.0532520614856235,-0.00012799484049197632,0.02522678677923942,0.07379164217388162,0.15847005924109028,-0.049283540727482325,0.11736648414192322,0.028987608803858634,0.053558109629082674,0.04683454192452578,-0.007478269734733935,-0.009953768608121551
ADAMTS3,0.01540582966598018,-0.04298171991097094,,0.027449441293003744,0.04235693563491762,-0.02490471891098786,0.01880981929514998,-0.07553153822518184,0.04433097287918625,0.02652761470286413,0.1114431614113693,-0.042724856302110856,,-0.02991253636858525,0.015989584291612513,-0.0486431119150623,0.0424110205164928,0.014437255224906236,0.02405281695837267
CD34,-0.031779959758655565,0.020750785745151653,-0.012327778427822171,0.00796398540553919,0.017372433504738702,0.006399778114436713,0.08200780300670968,-0.03827674681268137,-0.03833527969314792,-0.035670660292269514,0.027809651092603933,-0.05414519225028939,-0.031129714781252753,0.013326525065200878,0.04631074696760236,0.046615494536316575,0.014090920928025196,-0.0522250548747019,-0.020287618601799583
CCL23,,,,,,,0.061901530155126436,,,,0.05246932179362624,,,,,,,,
PLAT,0.10805828217436689,-0.03223211382626936,-0.021033576917730563,-0.029838399767216077,0.02191084727268338,0.06827723911927755,-0.0005229759980245201,0.06210707806944792,-0.030901089365583338,-0.010562851288019572,0.06440555162789789,-0.06924065243737632,0.0812350322694704,0.1099271401207405,0.11399911355519726,0.0003198257280100019,0.013137749617624208,-0.060349320938397344,-0.024651546560283708
NTF3,,,,,,,,,,,,,,,0.004354602570867173,0.007583272591533244,,0.05908738811043086,
LTA,,-0.027977867797871134,,0.023068064358480043,,,,-0.025767978959943153,,-0.015402906971602043,,,,,,,,,0.0505036808868021
CKLF,0.04092438160085827,0.038920270985829994,0.0885949060326832,-0.029029669405777316,0.015085113503403653,0.011600696828411234,0.004659845254212264,0.0469596149505577,-0.03696193110293107,0.05368564666671152,0.07639994474089844,-0.08833314722999,0.053565041143642744,0.012638151201820772,0.030361871201768118,0.02107592751652657,0.014900182311302298,-0.024470156123363708,0.05824602857809594
CD24,-0.005450110759638893,0.07738590184028568,-0.0051677547482006534,0.023343615400235877,0.018978006961598133,0.0031479755469132234,0.07986750820200339,0.019619429534703338,0.03706798295441776,0.042407552923467665,0.0534495497882465,-0.02893890214066699,-0.10534912297309593,0.10430050478696783,-0.06317694524968502,-0.03224631761965316,0.04815482125728184,0.0955123654571839,0.05110513062309972
HSP90AA1,-0.00941901878701846,0.08467150768380252,-0.027633647163588224,2.53496314067182e-05,0.01841878973912854,-0.08966398337602888,-0.048505360490037855,0.016449674242106246,-0.043846716001548616,-0.016887873491392896,-0.01957427480667267,0.15542713995734,0.13691417444883897,-0.06152887631979217,-0.083893346862296,-0.07185118945708431,0.022275526312399922,-0.0017161798290593194,-0.11982539467835321
BMP4,-0.08018956725373172,0.014974033246287955,0.02743390719657094,-0.03559677689976541,-0.0048741401447894425,0.15970672491987956,0.12893393827991712,-0.020676054752778106,-0.02951923209313311,-0.013124867620202077,0.0799744903702056,-0.022722096647706923,-0.005149197530072611,0.022235546036092044,0.0503672361697416,-0.014933465636304462,-0.004323142479648875,0.02649721222272915,0.02139275438247931
SCGB3A1,,,0.03642605056664847,,-0.025988514235666133,-0.027886724342277694,,,-0.03257768180746271,-0.010747944789858277,-0.02498123751723401,-0.0512365283410774,0.06511001671991544,,-0.018253667544091717,0.06971706324354586,,-0.03530718750186174,0.0016950004436128874
IGFBP4,0.045321979503617396,0.010774655083335827,-0.07624682061421444,0.017955031802461562,0.04380733944136973,0.06538458029730596,0.020236974565698913,0.04286181644568025,0.04959966693792874,0.010983013800190773,0.07268585740812071,-0.14819886287591233,0.1092258067316791,-0.0471997028095119,-0.06498298483962721,-0.06352673606606975,0.02859222351466154,-0.1085852026178863,0.00708577816318288
RSPO4,-0.058504922132291276,-0.0007830103232117532,,0.001221000496063927,0.019877252439919398,,,-0.020703192402893335,,-0.005702865501514744,,,0.1871070920338905,,,,,-0.023777888191198693,0.07470095260625477
LEFTY2,-0.006610901558607428,0.01760564270932197,-0.04111827271276852,-0.034090788562260506,-0.0047761023096494475,0.13241316156635785,0.024442940049869775,-0.012879821187921529,-0.019685328427143586,-0.01901471664240994,0.005291941438459786,-0.027131001718653253,,0.05545823631494431,-0.017658758256097362,-0.019335701052208484,0.0031598648840835694,-0.02078950804284491,0.07972257908847875
PF4,,-0.013051403940646715,,-0.010386082979205975,,,,,,,,,,,,-0.015413285172509122,,,-0.03128523650774404
ANGPTL2,0.023617396964060847,0.01187962884389997,-0.039969286185298505,0.017609568377205533,-0.008952818237446097,0.10061856465573776,0.016791754053803346,-0.025509032050159145,0.02311804281273449,0.004207866588376413,0.07823902641468226,-0.06963067951056319,0.011036943970980869,0.062437570222355986,0.055803723581555637,0.06863638668805638,-0.032640526976907315,-0.02950663565876255,0.00993527322132791
LRIG2,0.11149976561684276,0.005297143192917895,0.039290371115913325,0.054617832456443645,0.023652651598643402,0.10605030661372714,0.023815731286485613,0.03148549049708699,0.06961303500607216,0.07042540509669194,0.014021792350579819,0.01441957765995971,0.033670749607032306,0.014187135705359703,-0.02112663991867089,0.006687416704296426,0.0418659340934619,-0.050582561343693225,0.0680324508637605
ICOSLG,0.030856484867446902,0.026310651140124677,0.055579105522653105,0.03607748210001419,-0.0008265040771466675,0.04241010833769245,0.0006793874904144156,0.05785206515111289,0.011518798039465681,-0.0019148179596329975,-0.014478430931044534,0.035303137725127616,0.04375412883947799,0.05387558280164473,0.025865183355530688,0.00444575781634608,0.07546064507452194,-0.06363241797758704,0.10321451387324063
WIF1,-0.027724377533102054,,-0.0027892110226839448,,0.031637337965476194,-0.03826922109261022,-0.00515971562497144,0.06029147656663248,-0.04509350389006309,-0.0111831774257127,,,,,,,,-0.02210385024529186,
NPPC,0.05343954403796296,,-0.02063622043501758,-0.016111375975546807,0.03470019722618444,-0.03174401153813989,-0.022031722618886543,-0.012674586819614956,0.048728505503048955,0.09406220365779565,-0.030506145810057603,0.20579169294465113,-0.05599717635195198,-0.005793185279922793,-0.03105401436694263,-0.0291629688531111,0.08574212502764053,-0.0035981930520654452,
LYZ,-0.02811496591947283,0.019579121547897562,-0.03430404307928961,-0.03298104879036165,0.041959674714000784,0.008741393984217903,0.06589618676302739,0.01923586872482074,0.029395642184101144,0.013750800352309089,0.029435631060174973,0.007516073369376929,-0.02127696907606654,-0.02092119985853082,0.06867309968316723,-0.011478251919952415,0.09605840605901972,-0.006099792325929932,0.08431785916216765
EREG,,,-0.011260663832918027,,0.01393943276925824,,,,0.08552769399943633,,,,,,0.035537948700895626,0.0011895913731517704,,-0.02961576063900874,0.02040655607729021
SPTAN1,-0.0006645759372101871,0.009401486703013003,-0.04487560169818368,-0.030289588456306266,0.0496364568201784,0.037388757548163024,0.011111669039639303,-0.05868510661110286,-0.05326669322304347,-0.018178897828214354,0.0006964320992052359,0.03325674057871698,-0.04609522908202635,0.06774021376899163,0.017578849763094873,-0.025445865961107306,0.020162475529583692,0.0413876834539616,0.01453671206304709
PTH2,,,,,,,,,,,,,,,,,,-0.03781476363584473,
LIPC,0.04706917189515618,-0.01234092996415876,,-0.018664564641598377,-0.029040067844909513,0.014244201083993572,0.010425049219670702,-0.02035119106830132,-0.03626818711877062,0.031390433918795035,0.0848322315980978,-0.021841015439945575,0.023293873192207992,-0.03851821962302075,,,0.03128481468320479,,0.14722329646716037
COL8A1,-0.0012647879011836746,-0.014457875482990558,-0.0423648956733173,-0.013149975563231383,-0.03435269116022387,0.0877207491408646,0.0291913133677067,0.03684256699846273,0.06549109569654928,0.038877515289800324,-0.009150887770350957,0.08346175290879461,0.03889624020673931,0.05502894168253946,0.11125945090280903,0.007563299010947279,0.033284120746390776,-0.01229050403186509,0.03781494136442003
GSTM2,-0.018495012352204666,0.003181695599627983,0.02497679693568952,0.04758617112498093,0.10717548734730079,0.0018322126152530733,0.016972768724061213,0.02438725650775093,0.03822061684236034,0.043277171095916486,0.009407612491469142,0.1124367142407009,-0.040236792352723066,0.13295307636695847,-0.05004930641851692,-0.021042427157298434,0.08707499402593143,0.022625196275748823,-0.014876367234999056
IL4,,,,,,,,,,,,-0.04411317424384334,,,,,,,
SPX,0.02648742469983826,-0.03914153054542543,,-0.010123172494284488,0.0828110860752735,-0.0497893988781401,0.03351665960225588,0.010931763897300705,0.009285687731309153,-0.03233097122007868,-0.001203097177151308,,,0.030106181464910925,-0.020973791058014467,0.19256001946169715,0.027483512909751154,-0.015452138627471615,0.012269796451054926
MFGE8,-0.029693737778246024,-0.017214385699629277,0.029628808044079698,0.05463707313530961,0.052266872496598595,0.04824321719429647,-0.0003213224784213683,0.016308830204674142,-0.02421203536645754,0.0021761012220680984,-0.01160190714055874,0.009209632787143686,0.03263685429831084,0.021007893167004313,0.020048077009986995,-0.012186548675869074,-0.013486452989646529,-0.07999133764558088,-0.03972355544454421
TGFA,0.10567837068075558,-0.04339863696112133,0.03733997357322638,0.011963525335575247,-0.006595434736509011,0.023360974998373606,0.015307463384232035,0.061640281977481615,-0.015375009956344327,0.08493629144898092,0.016835209640929407,0.07849672883350933,0.028863328656298797,0.005731903138785046,0.09860062449331677,0.010622677556060183,-0.03455981133244244,-0.003497687374935613,0.11084287149232205
SLIT2,-0.03452520429941332,0.002683236185198591,-0.007136033342470764,0.035689290093373106,0.0009018444013920576,-0.03113907019877072,-0.029925989732509005,-0.044501441426320544,-0.06189405208783908,-0.03464705705878335,0.10813983109202492,-0.11518713406215063,0.02935240824296516,0.056220437678207474,0.011565852058560349,-0.009933764401440856,0.0282589035134695,0.01766110095724328,-0.011492556722175902
PLTP,-0.0478583289535633,0.032948615974994495,-0.05942008231767509,-0.04412461575457809,-0.03495583084451567,0.08757586297520906,0.01344206309227463,0.054828220641607264,0.041746256246833965,0.05075016141823996,0.00033200409740615606,-0.09486015442432323,0.04884068828885611,-0.009831689271780157,0.043647741044253736,-0.06610692116577142,-0.016842541143392908,-0.056479339209632565,0.03212833701202856
APOD,-0.032030254930378255,-0.04320989796572684,-0.016706863773819657,-0.0154574046549137,-0.059987030770811856,-0.0075019170666002525,-0.049519129813021694,-0.0006509600190613196,0.05276254856183039,-0.044805809060791714,-0.054160034546547484,0.0008797334858074634,0.07222000834162745,-0.05355113606022212,0.10612656963941135,0.0524776041531704,-0.027602858113470193,-0.05870986352619455,0.018747294080648687
B2M,-0.041949261035064606,0.04032070970654838,-0.05228452871382084,0.020124502380869567,-0.0034513101371899412,0.08079504113098097,0.026435092241226015,0.0003653331735387108,0.01989755653930621,0.042159564033484684,0.05748956384854323,-0.09117900271789281,0.02054251973573645,-0.09722074705085852,0.023516260648706475,-0.002034952971301072,-0.053610585755401514,-0.10510874025969191,-0.00048006480339923884
OMG,0.00660087791094248,0.021687270414607614,-0.05321394267442078,0.034200230721685446,0.0010608573939889113,0.006620552857349125,-0.027917850023824915,-0.008528138851197305,0.022249561984643913,-0.007668741329984561,-0.07979976092891441,-0.054954217291276544,0.018065501031918653,-0.03265753391635729,0.1150779728080531,0.03521475337601827,0.010611300867905701,0.02220481687336564,0.10208683170865816
CXCL3,-0.042944360223113764,0.015080144151289695,0.003952085450221002,-0.022535829770452098,0.001583173083394809,,0.03164937292111989,0.001043168771339236,-0.02850746583433628,-0.011092882276360901,0.08705429712590394,0.024194923440633107,,,0.004038706502628478,0.03634570175812647,0.020594306485948666,0.006362684123088754,0.06815905980666562
CXCL10,0.0005235456644796633,0.02039389125011165,,-0.04379247687677592,0.013145594593567135,0.04386319015841505,0.008690144679112924,0.07016592556644816,-0.056568124764155035,-0.017627932372915506,0.03404571979216681,-0.0950814259735613,-0.04612520191972752,-0.04034833842960827,-0.0214809962658925,-0.020673683673582997,-0.030817109253800185,-0.0073430174002461525,-0.0264812439819385
RSPO3,,,-0.03393214074410672,-0.012061409151544118,0.08951662451720542,0.0010845685579524656,-0.008572578584790873,-0.02670194655744111,-0.04349191945559089,-0.011591848184433871,,,,,-0.0371270203445495,0.06456677725534486,,0.012570560503660708,-0.022295781144870276
CORT,-0.055710000343798,-0.02984321170839222,0.03856036690018728,0.02817261355150259,-0.014535697235965097,0.007918208004204307,0.026329173784879333,-0.006413569231193916,0.009548346863896842,0.012233572573145259,,,,,-0.02372007498662079,-0.016129219535796446,,0.03809585033627524,
NCAN,0.010229044272310405,0.042569226655385435,0.03988399231654406,-0.056082970468226676,0.05383539625192688,0.03433887884288419,0.033812480516768176,0.011800677465425687,0.051879546881772855,0.009019753844976481,-0.08250447163714025,-0.07893891989918303,0.08563655938167354,0.023973815390340387,0.11205252604156142,-0.0016076550749971074,0.05643960685500396,0.03158527649597043,-0.024546947281867595
PRG4,0.0455289699303273,,-0.037940516837568126,0.012217407965895734,0.049033154163152855,,-0.028180690203116154,0.05444124963721971,,-0.01355278673079505,,,,,0.03357131931887324,0.01062302265476887,,-0.04964388927915716,0.07314595944523453
ZG16B,,0.0038240522716072732,,-0.01381615310666012,,,0.09912501808728683,0.02218446867262803,,,,,,-0.027770816843526388,,,,,-0.02780043961833534
TGM2,-0.0571560486278751,0.04220319551984043,0.14493349137117778,0.021114393619895956,0.01791091613064006,0.012860900979402894,0.01474685603718754,0.009120654680808641,0.04230514887223155,-0.04622010978444144,0.10946743423192923,0.027954900774125727,0.009691385612122969,-0.06029737242825526,-0.012827560382692003,0.003729878771557546,-0.01582765117900414,-0.09587350802319297,0.06057826714734337
VEGFC,-0.004896898134765438,-0.021875916884506772,0.10209598755597474,0.005960154429149124,0.0019905618014627916,0.0058483168601654095,0.003659439413331543,-0.006851971447439772,-0.02288292048890872,-0.013831159071003149,0.006416445428328505,-0.0500053732443216,0.017564430674921232,0.02820489229506864,-0.026771306283077213,-0.03231707752168457,0.005527807668354302,-0.031276905125878524,0.004853172752500748
