,UKF248,UKF260,UKF269,UKF296,UKF334,ZH1019T1,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
GRN,-0.00956199521152439,-0.04007609161842973,0.009715527105918392,-0.02820889968017457,-0.03971344215479313,-0.037439223061367856,0.0349105231040953,0.008663551416084218,0.027520240055288473,0.019013509261668383
MIA,0.04444584131871435,0.02091939884821473,0.05730719150664914,-0.012733419829545307,-0.02525498225524045,0.05095473943645031,0.08755522600469964,0.06124498604583493,0.04126280284966302,-0.01568168231255771
COL4A4,0.023872698752383768,0.02874235756497404,0.06411518530708166,0.0180800355749224,0.07129950090032125,-0.035801192427549935,-0.010602613339156193,-0.029880839877058685,0.03742293764013084,-0.029555656455248637
TAC1,0.0148173416573552,-0.0015726178919210293,0.006870478554670343,0.07717233325950595,-0.04341606100520881,,,-0.02558020842566714,0.20714474101162395,-0.05208981325145114
RARRES2,-0.010128196976084938,-0.0661176010657158,0.053357013583577376,-0.008215150101215754,0.041999448165949804,-0.062153091306653224,-0.0758813395782874,0.06767299263355174,0.059392869353481065,-0.04709068919451583
FGF7,,0.021218106022583904,0.014231603663656868,0.060353328315321815,0.05219182784101291,0.03480468635585541,0.05560210598563927,0.06351933222259254,0.04954218629401382,-0.011510208705259841
EFNA2,,,,,,,-0.020843825059717963,,,
HBEGF,-0.0022729355665139232,-0.08596775283043999,0.02873599447144785,0.0951658640776041,0.027067250163447774,0.016371289124886196,0.011827464102340807,-0.033708812345652865,-0.01784384584732163,0.10723311850657898
CSF3,,-0.05980683266011691,-0.019781131893990566,,,,-0.05739058040696351,0.01357943700351544,-0.02135029037480707,0.001447728973960514
PI3,0.03451910339284803,-0.025934931535498664,0.04893197898408661,,,,-0.12154897726901986,0.1346147197311923,-0.04638708804582903,-0.053080199318045806
PCSK1N,-0.061729137544118975,0.07720366041858633,-0.051008105867847625,0.042701587738187954,-0.03594036978586174,0.08752444614327257,0.015991808714969528,-0.029847440828690418,0.025671973037908455,-0.037175333741313536
NTS,,0.0068266115530004525,-0.024313390597067146,0.02208329105848724,,,-0.008416879210644013,-0.049146909605765836,-0.03161686869350009,
SFRP1,0.005692405311518186,0.04991730601665889,0.007573730151096765,0.003373588094502027,0.02834466690512161,0.11570445044012492,0.04420206678819161,-0.0475105998733738,-0.030882172764562336,-0.013426296598342954
CXCL13,,-0.020294536302149398,,,,,-0.03051796371918658,-0.03467302314133465,,-0.025217539141166728
MICA,-0.0027054604881725747,-0.021757223365242308,0.04337480635365286,-0.009973970738647635,0.03501832561048702,-0.05692567132815703,0.03183799338471995,-0.02675754857809607,0.03340619188714658,0.10010079231340664
TG,0.0011126796542455433,0.055174755552345085,-0.023874056418225528,-0.011046450589966205,-0.012489250258398418,-0.0424794108536718,0.07187577252010033,0.00446231077207219,0.010736219547803101,-0.02778985863279328
ADA,0.0007845390080013922,0.01455038407597753,0.0013900218512802544,0.0789529593441544,0.004074457717115175,-0.012377228211191329,0.04256079530465741,-0.05722793336110787,-0.010171780902137172,0.061024807603600316
LAMC3,0.010634281771300366,0.02067048395093789,0.05262226897826526,0.008080224838390118,0.07494834211608349,0.0014416504070745924,0.06353928723806583,-0.040106389061339856,0.04510320702984951,0.11909201874706442
CCL7,0.03240141990682188,-0.02690680821512202,,,,,,,-0.022373034729013152,-0.033423508832089006
NGF,-0.02500927485181659,-0.02872021727334957,,,,-0.010461316765921007,0.10090224946129157,-0.0034607036493872726,0.03855411715774967,-0.005164672437223696
TNFSF15,,-0.01992170949630554,,,,0.00840897578102477,,-0.013199635388599903,0.041406294318502866,0.11494419393210316
HMGB1,-0.04822635236738765,0.010650846428132197,0.045457737220705056,-0.059599119126441544,-0.0682429086803135,-0.08495223236936647,-0.03782633505495992,-0.000541503519613699,-0.007611485283983739,-0.014414606976924042
ITGB3BP,-0.06151835043328102,0.04423771160521745,0.08042472025801782,0.004127111081321776,0.06489020642312489,-0.000828799210129476,-0.005598689377649286,-0.051882216578238494,0.0444339772922815,0.005786252954068555
AANAT,0.010788672518529564,0.0025981778472111056,-0.017843116283799497,-0.012733420537810628,-0.02308045820836919,,0.16261678410111913,,-0.023671603747576972,-0.018983008272571215
RELN,0.014035908775918251,0.05262549064411134,-0.0450669081529742,-0.019181060230171996,-0.025552059392716733,-0.05470974696840843,,-0.015943729074213337,,-0.007072896824049269
IL15,0.031680294227186774,0.005117920246569966,0.05960834386541129,-0.02736829372717032,0.0925756245343413,0.02075150250566079,0.026890843727157512,0.07382909612683952,0.06161073263788091,-0.007218807682872631
UTS2,,,-0.023268971180049204,,,,,,,
BSG,-0.016094224253545335,-0.05735136627634952,0.010672083151572044,0.02006432053098979,0.077601598697192,-0.033745969701775624,0.006796936503376719,-0.005307862025648687,0.08818246961458324,0.04049312053898815
ADAMTS3,0.05617347427463954,-0.010941721957887741,0.045099921061661954,0.04007505257599916,0.0022896212829291106,,0.010194489890307301,-0.06971930122745679,0.035550231871105675,-0.0015479164720140206
CD34,0.010992462205455765,0.0021772155998266147,0.018886059790730984,0.02394370541082081,-0.011613532966897487,-0.0335674880451674,0.009810569949074742,-0.03098666900401614,0.057123317247694747,0.057614178639067586
CCL23,,,-0.020302633922680464,,,,,,,
PLAT,-0.006954142330954798,-0.0008428918772887503,0.007335115817742844,0.005667829912480601,0.04647703298313668,0.025193279267313778,0.05668808302295642,-0.002612656951761945,0.02048016197183171,0.07464666474259302
NTF3,,,,-0.020554778363084943,,,0.09844680756051574,-0.006563931431647096,,
LTA,,,,,-0.021406060869210985,,,,-0.03185841124793604,
CKLF,-0.05967129230864859,0.020043829936192283,0.04358002872675007,-0.07026224558496309,0.03633526967735176,0.022610676930583724,0.05702960197628193,-0.049389470261137706,0.021658494766382683,0.06556895422986943
CD24,0.008137280896539588,0.01858819574547456,0.004813886761087099,-0.034552571247802526,-0.013595134365194763,-0.0021386092510681707,-0.0070305077699045525,0.001295722105034644,0.054612633506996744,-0.052544286146965186
HSP90AA1,-0.032654515437493516,0.03158149454538545,-0.0373874443326551,-0.008551724517503877,-0.05291492874378321,-0.024279460324698892,-0.15508858321481203,0.029356076177633583,-0.05455406389886345,-0.07344913182692842
BMP4,-0.0356780416839185,-0.013184989980730526,0.010673273358770982,-0.025611611683180643,-0.018240174773266213,0.00738528140636847,0.04280485071260171,-0.04573986463857853,0.03812886893189872,-0.004476468441890991
SCGB3A1,-0.01456610115911245,-0.021377010160853655,,-0.010740764765275386,-0.014936866191219735,-0.04905862746035193,-0.01965281442000002,0.05575111860868791,-0.011728867187145895,0.1816719379978747
IGFBP4,0.014587516778666904,0.029799363378123542,0.06637153261339555,0.028257150274674497,0.06358790042309531,0.06397694358385339,0.003582845156039528,0.050639248544770615,0.0458878492344298,0.09589950093342743
RSPO4,,-0.02467254466899572,,0.17415241398620276,-0.017829533449861188,-0.02383356132311491,,-0.01846046361950203,-0.0026859120188107077,-0.02393682149761592
LEFTY2,0.010661535264688554,-0.0005898870009794861,0.036589584887902926,-0.011777378204855556,-0.026425543087980577,,-0.02396665386793638,-0.010437157467210176,-0.0023551222928040764,-0.08037660053002614
PF4,-0.01510999175132858,,,,,,-0.019104808752467214,,-0.018276688717398206,0.11807247473259062
ANGPTL2,0.013742781600084464,0.008050456250364017,0.04710265608694179,-0.007209815304964054,0.04727703605914207,-0.0260741318113661,0.12061177126176618,-0.04480764653763481,0.04937603124848346,0.0750031554581909
LRIG2,0.02957663778832113,0.014543892241885828,-0.0005141845269459068,-0.04964956447639044,0.022455309869025407,-0.05103077632562649,0.00443119943429175,-0.044976477183720456,-0.01720323421598116,0.02399709033088169
ICOSLG,-0.025709602035589883,-0.009231744632846225,0.06474248331795253,0.008815452178520821,0.022187530575059358,-0.0907235827949239,0.03315451667437708,0.008957688976451926,0.04600855846995954,0.03654430778662415
WIF1,-0.014454573232837128,0.045556579755601165,-0.025273841022555744,-0.02021189250733937,-0.013223437033975662,,,-0.01716078905002038,,-0.019340648790111825
NPPC,0.04997990003984283,-0.033324767399252525,-0.006497446425296358,0.02310604665176985,0.00443898349180182,-0.025277781769029978,-0.002489603182179178,0.03824976182430724,,-0.00033262607860368203
LYZ,0.05417535311821456,-0.0834339560383384,0.02510159860025631,-0.04070360666676856,-0.004987032303473461,0.10548264999290993,0.01469682685076942,-0.04414069875147084,0.046586606138850066,-0.042306263851392065
EREG,,0.008745743499129826,,,,,-0.04029536588201284,0.00931665349052247,-0.005001391003114074,0.02462852384382994
SPTAN1,-0.06720090836414964,0.021016493727563847,0.03711376993132585,-0.005012805445331952,0.017366831405547654,0.06520642405689059,0.04665246491410912,0.004796994316496593,0.04090817114180404,-0.012944844181954655
PTH2,,,,,,,,-0.015619317104994547,,
LIPC,-0.0184986014862629,-0.023887084108123045,0.04065788397018153,,-0.0022857672864999555,-0.04505354324982798,,,0.08674718300142722,0.005341178935911738
COL8A1,0.032553609317171814,-0.018311500786855388,0.08080225117055446,-0.013230281298163445,0.08996207610842946,-0.04815899833391002,0.04273968412998148,0.013060439225354267,0.03906012370674197,0.031877567736553494
GSTM2,0.025844573627309537,0.09300812570348593,-0.006297407674103395,-0.0317462121873315,-0.006753654926481091,0.11149851958186402,0.026469053852324453,-0.018116511578648374,0.0925578149111989,0.056261667447780245
SPX,-0.02991856533230717,0.02503445397460786,0.05220925363105888,-0.01537400481741904,-0.03303891801548951,,0.11488305463800301,-0.03717685344757638,0.04106246891749059,0.0974821241093021
MFGE8,0.050392773507940636,-0.0037090417022833926,0.03390154352500497,-0.03514157460661659,-0.0009190262184700607,0.026468123978885042,0.027673197795166745,-0.015445306512175575,0.06604247406173697,0.0982378408758953
TGFA,-0.021417796329226194,0.02567281552970551,-0.025965590615255555,-0.02723164997533671,0.0723068308423088,0.025083583613640114,0.00603758231365646,0.014118127438798814,-0.0019075802990086471,0.03658486171722549
SLIT2,-0.0052805119669716285,-0.019442122369390035,-0.01024174874780553,0.003021823901059163,-0.024016247201701355,-0.03735489961331079,0.018058720689268497,-0.06928619001479058,0.048026184315912844,0.014962363085856143
PLTP,-0.008890708401742439,-0.0718591740214307,0.058504871744713326,-0.06211933823888239,0.05994461484648698,0.0469326779442186,0.025145174706680595,0.028165165193316834,-0.004804471848407288,0.03227077730356721
APOD,-0.05142924168014642,0.05605927804020732,-0.044064276125387686,0.001558397958083274,-0.00518841342669752,-0.002810488507085494,0.09538207290042947,-0.0063368530191864935,0.03940717200654423,0.059580791897009266
B2M,0.06720379926417432,-0.09016218816349385,0.05750654449100387,-0.03882300527172606,-0.00879692101129991,-0.0419319397530717,0.06105715403463238,-0.02951581296053453,-0.014981956473502664,0.01654119444459653
OMG,-0.027970120792312324,0.0669490372913666,-0.04999257656763136,0.01411686810076744,-0.0368584260156658,-0.005440937834270166,0.14153497881612917,-0.023639369947915663,0.012695552630930853,-0.03631190512284001
CXCL3,0.06142819678807423,-0.07198963411468319,0.009617752728189289,-0.01149034627083998,-0.015416240172102766,,-0.03552078910584371,0.05743059907017169,0.030301977791642117,0.017342071032178212
CXCL10,0.054113677454714945,0.013668790801492544,0.052337652245542314,-0.017454676983391558,-0.024498271272342612,-0.05051455138653738,-0.02562508695402997,0.03702694692209213,0.033828429595550484,0.016701682294182528
RSPO3,-0.019786197655051168,0.08235963297130981,-0.02929934305810506,0.06729018554147763,-0.01610967386092288,,0.09472641012030249,-0.027295910881267975,-0.022704255416475912,0.02574540762543557
CORT,-0.010869937275332146,-0.0032709884466398096,0.04474070499820408,0.042558664300286146,-0.042738464482690995,,-0.019992211336461386,-0.018129222595135278,,
NCAN,-0.03743681133499329,0.02975425479293541,-0.018865741782372422,0.012534193356082295,0.04066394768762796,0.027061285578326055,0.12512461472156663,-0.09176685003777965,0.0040601538940514955,-0.0512115683583216
PRG4,0.18142491569207267,-0.017103055917499763,0.02093249500793214,,-0.01883487177074468,,-0.029499731231243387,0.027866096772500536,0.08415415129441131,-0.026098930303434915
ZG16B,-0.02019878597770938,,-0.02740307478495425,,,,,,-0.028309763075074986,0.2025000554102261
TGM2,0.05350230073135664,-0.06751545532041789,0.04863987792935534,-0.00665818031819927,-0.050651698985313603,0.04821529468682105,-0.03157305155495995,0.01027264765239907,0.034572645816863874,0.07220919464227427
VEGFC,0.060180706340557624,-0.011863654734418617,-0.033463507197852856,-0.011338447460012923,-0.019221737397459526,-0.05780838978779381,0.064863244254979,-0.031506781863328656,-0.014927300906912137,0.0972700184698361
WNT6,-0.023502084557656563,-0.023566364465350924,0.03857252296697826,,-0.01677576176184408,,-0.015392562145582385,-0.02450004795252188,-0.021725459803778793,0.10810969580832828
NRG4,0.012283426663695664,-0.008782717728421109,-0.03161388394700381,0.02762740393072061,-0.022424398682308555,0.12777737023333058,,0.08101418157055015,-0.022704257961081258,-0.024857486227033022
PMCH,-0.015462537390759467,,,,,,0.17854392550499965,-0.014035570204597194,0.05506609304581202,0.03468614466642164
COL9A1,-0.0033864761324213103,0.01381984380272445,-0.008083875532758512,-0.022752303223857153,-0.02555206919355586,0.015855154869454144,0.101241140611723,-0.013301148824333989,0.10127231212745964,0.09449925804108279
GDF11,0.012726917258426241,-0.001298886962201857,0.07276916390730483,-0.018156299526880578,0.03102177218621938,-0.07740058328628718,0.006089922184439324,0.06558698748789997,0.06542806058747447,-0.02346424400703422
RAET1E,,,,,,,,,0.00898181963853106,
IL24,,,,,,,-0.018800192290151032,,,0.025197822463092268
SORBS1,-0.0035980396264582615,0.02907596845810062,0.003632939987716519,0.024701790581172257,-0.03857359287327432,-0.0024138705213565394,0.018619182706524882,-0.0967983620514213,0.0017530255372211544,-0.0073533120285565745
DLL1,-0.0037804631387703775,-0.01643812578118845,-0.03018845489116068,0.004444839233284211,0.02509490792236712,-0.01374283818501562,0.12077149578675048,-0.05403865087573107,0.002261122680086737,-0.026412992697467906
TLN1,0.020134305654206326,0.004946590577135306,0.07158371370049077,0.013429544588665878,-0.018349720468365027,0.07302898629711725,0.0044170973597235956,-0.016851224694913892,0.015283337412251049,0.04923042030031245
COL2A1,-0.0015127158711841216,-0.015275623498597814,-0.007101547781084089,,-0.015650648775292497,,0.11283392235543213,-0.029568189813060943,-0.006156430692932728,0.06818693132183203
SHH,,-0.0004304043179145728,0.06479624534857507,-0.012332313484473788,-0.014936864885644642,,0.040823257481048786,0.040151346520011115,-0.03947443619234858,-0.019600417125237343
PON2,-0.0655249542810825,0.02036456590799995,0.07097300659848206,0.0071833847359450715,0.026877473366738,0.06279110823092789,0.13247963750146105,-0.03126029220527191,0.04219360230231401,0.04855678068252505
ICAM5,0.014209487882400236,0.017998397870635383,-0.037150696469374384,0.0011260799795718569,-0.029170890277431555,,-0.011195331819608276,0.0034023139837746764,0.07698659433609847,-0.07019913464568042
HPX,0.060432982893561624,-0.018397487263526864,-0.03411483550727937,-0.010740763670280287,0.009299889777712584,-0.00365795705041049,0.002021069030154678,-0.038851097887492,0.05238141680225236,0.07950401271002515
SFRP2,-0.019365670308826098,,-0.01869705665672823,-0.04308083020028036,0.0199451388206906,,-0.009741145057151504,0.017454822552276317,0.02722018927930145,0.15047331336252717
CFC1,,,,,,,,,,-0.021994964171090085
CD70,-0.03538060029707802,,,,,0.014353792215074596,-0.040918852070782254,-0.011264467992719962,-0.011073436308715717,0.0028075839372286872
HP,0.0059039033034739745,-0.048642343955463865,0.039863654221847185,-0.018130771010977008,0.09274949898149788,0.016595762232514938,0.012716641824029873,0.08699258371118071,0.040450547216734974,-0.016719223929328817
CXCL2,-0.006433471590881946,-0.02069810435462574,-0.03245530605564954,0.06116157703136535,-0.018296773562066052,0.02039840222047134,-0.038021819964095004,0.07071071478283289,0.02900348236748276,0.08997336150495602
NPPB,0.016942930242607474,,,,0.015824962798954637,,-0.005516943444748254,0.0145311267669795,-0.023030941123303516,
CCK,-0.09881912830509439,0.050500146398896974,-0.045584812892710234,0.03248058901924027,-0.03170789449742889,,-0.03271029744716263,-0.051636655349418505,-0.029877347964013288,-0.08041686255451562
SEMA6A,-0.026788382531486424,0.04450465254592938,0.02095439058881208,-0.03523668073337769,0.11030448830044075,0.016222424063324994,0.031796858334490696,-0.029550911569799113,-0.012747076639313223,0.04174483307511454
IRAK4,0.008238607583514987,-0.013084312291881341,0.021023302749033978,-0.021144191664949998,0.05088031997579587,0.032575090929169284,0.03347633378616012,0.04486594213303889,0.04095487567572632,0.03349366675777082
GSTP1,-0.025361996023810313,-0.02064826190242552,0.018826415972452153,0.03934300444529816,0.01324138923606231,-0.05432510541776811,0.10320284485988987,-0.0225959414679055,0.061851949269727785,0.0632495116744797
VCAM1,0.016422606538253715,-0.10031663220221643,0.0629571549190971,-0.03705758985189425,-0.01670333849962114,0.013748463368809435,-0.027793758152155998,-0.010024137057751679,0.05411988514186318,0.029614746939922162
NXPH3,0.058091697272955496,0.04169713999995499,0.022593246760570583,-0.006352643343536239,-0.0027493945460170493,0.12254523703833117,0.047208226369836424,0.018737794136448715,0.05419758468095202,0.004548502436389863
MTMR4,-0.015824579340331824,0.03119041875626849,0.022625999518142596,-0.011223247053710996,0.06753389601006923,0.029738130294590714,0.06310048678855035,0.03995794240165595,0.07630927262468323,0.05408354757355938
LAMC2,-0.014749504094157276,,,,,-0.0358011743986314,-0.024689927709697575,-0.01362371012112773,-0.04388100556164412,-0.02393683467477175
IL10,-0.03116408092599948,-0.04735220485743941,0.058456434093645995,,-0.017206188989175746,-0.030672199928193963,0.01256522037145691,0.0245869243645318,0.04780313977162818,0.09368267466573305
SEMA4D,0.023945038106603193,-0.00863580866566806,-0.01889315637150204,-0.0009270494810318787,0.00818339463098063,-0.006071273182931007,0.06187350187906814,-0.044352168021789616,0.1318148876546806,-0.009929875629366217
TRH,0.021682647210821075,-0.015032371665765789,0.011367674204453075,,-0.03287824852787016,,0.06924923010030488,0.06548854398132531,-0.010177810370237454,0.011640667772121045
SEMA6D,0.001497930102058334,0.03731913348710406,-0.003979467652973873,-0.008242597823298586,0.06632962921122647,0.04983966870094689,0.018939651110970845,-0.027549154967657453,-0.008958439544005657,0.08184392691208381
CEL,,0.008871460206723324,,,,-0.0034043875239237876,-0.030693806880387534,0.010164375937499217,0.013339746337454076,-0.025573242160898214
PDCD1LG2,-0.03130602604325781,-0.021795464063842664,0.03402858419950085,-0.01615003893902535,0.006398393337372097,-0.02776116915267031,-0.009703246399649238,-0.013682107628913972,0.07215354021272762,-0.009522344727019572
SPINT1,0.020842521622306088,0.001978902671866074,0.15207690424541725,-0.0175527708615443,-0.025254981261732864,0.0018503371607617055,0.013004460701324239,-0.050434253759622,0.05415880558976438,0.18167743064810207
CTHRC1,-0.01461223869101259,0.013996641192560114,0.019242922011305702,0.04687180015237347,-0.023520029601431357,0.03549166479207051,0.08612861491666055,0.0073265628620662725,0.001584204248248365,0.0881311716215333
PODXL,-0.010257937317717574,-0.05163713037594881,0.07915402186117297,0.039094951844638605,-0.056491559748197015,0.007788937584183329,0.05213744492667472,-0.012209717085471685,-0.022356233822913647,0.12778483273361538
JAM3,0.06275738102200572,-0.007392410824463672,0.0401766057953668,-0.03837342651702777,-0.06395304077320045,-0.09819195833510551,0.012163244912253802,-0.01641109842169826,0.009234423493006629,0.04296499322752147
TGFB2,0.04996505346929824,-0.03173178257704124,0.09830122875187855,0.01029527002321532,0.12259300957186114,-0.049810570750450436,0.05987670662421857,-0.021828041923090947,0.057511952702086616,-4.0488316684833016e-05
COL18A1,0.008333746137905825,-0.028339628053679955,0.039343601386055894,-0.023866448768681273,-0.01879979219005033,0.023006779432790985,-0.020762898431444975,0.03635331237037023,0.013950693031867615,0.12925671620985377
NODAL,0.018200587037077505,0.02392545135801616,0.02892924212642444,,-0.026425540131993473,0.03365724394538911,0.13303093129710153,-0.015579734320653477,0.014908405303149371,-0.029849093894203305
INHBB,-0.0016693919903404404,-0.0038325736879589755,0.027008169263437957,-0.014245529315242166,0.11787180701214017,-0.06407905968159573,-0.01783393765561212,0.005595309752200092,0.06288732546620959,0.060809233088007224
LCN1,-0.014749507412855752,,-0.02055869767989397,,,,-0.02193087084805923,,-0.02608652002860681,-0.016789647282438622
ARF4,0.00012309079888051834,-0.016135487130130376,0.011507806049287087,-0.02506536893754746,-0.03150971701839115,0.007421253946090702,0.10223204519251208,0.040907531389015,-0.04446196421103875,0.03791098086019533
CXCL14,-0.013810874076341824,0.016068313839220062,0.015356773656583065,-0.033983525551971205,-0.05965232780134178,-0.07516662251314009,-0.05472003020276381,0.028483652191023147,0.019776064968310567,-0.0671703225601073
LIF,0.0485239403526063,-0.05715538884880636,0.010562552606723981,-0.012733420537810628,0.00044787561847456294,-0.01837922490916581,-0.07447933540736573,0.05225887035806472,-0.02657438929252997,0.07970006006783284
IL17B,,,0.00019704029825732785,,,-0.006987131621054943,0.02430246168782656,-0.019382637195339666,-0.003234868338336545,0.007296188789148971
MMP1,-0.02033463158043423,-0.015032368386497267,,,,,-0.012927088418239602,-0.014035569093065914,-0.04517878383395336,0.034232278611653566
MATN1,-0.019365672947863528,,-0.021554396834709097,,-0.015650646827644145,-0.03735497324438581,0.0054447685535279665,-0.01997588845384457,-0.03137368975359647,-0.017299402583396743
ADAM28,0.06774214044812507,0.0011818820410690108,0.06548383884611793,0.01569659017250585,0.05224775279797414,0.04930454593884931,0.04619271659980049,0.006608868240295072,0.062326658009654354,0.004665260281175914
TCN2,0.008061358107047625,0.026526498881418677,0.05817589329946614,0.05616516990918429,-0.04992104952017762,-0.014769315676098401,0.02982308596834639,-0.02298601516908532,0.06420675172243882,0.06943905430144581
THPO,-0.025234273693081653,,-0.01301396141675838,0.008267095008443666,-0.01565064862547337,0.018775581283299436,,-0.017328157994055703,-0.021202952672779923,-0.025924727639834236
CUBN,-0.0035071624522178026,0.02407419184068033,-0.029192970167976486,-0.020690670832148744,0.026790252805682074,-0.01534049642556695,0.08896309342298558,0.029627752708922057,0.044373935345528734,-0.030449180895391427
TIMP3,0.040368286170870106,0.0036540803593364986,0.005713195417381003,0.04205631773510978,-0.012500966840694806,-0.09126935186054078,0.04760712799448225,0.012610496028649762,0.04739754683173815,0.13648681730274573
PIGF,-0.037650917140921406,0.009517395254367357,0.08429234071660405,0.0012074856513572363,-0.002122843912535387,-0.007423924743877353,0.07352294069347966,-0.03805130230814354,0.02421893358916369,-0.018915580360113548
CRH,-0.017280803988499144,0.05539238108186218,-0.018872850943036576,-0.0002796664842982622,0.04006908184275407,,-0.01595057188872995,-0.002954900364779602,0.11711366300929452,0.08321367820722239
BDNF,-0.020620401148888,0.07667089012882128,0.010907751802012863,0.04543408061330534,0.001981189244708001,,0.04461664648937695,0.02097553886889022,0.017645783448158727,0.056945195325521544
CCL5,0.005790464312881998,-0.032746623768159684,-0.03815402235088671,-0.007372451906182771,-0.005664711696338499,0.03442834596253087,0.050651761124429935,-0.012709960177861666,0.03497205072125235,0.07065386707165253
GAD1,-0.01044342655853279,0.011168053110747372,-0.008814154522705479,0.02915851821340928,-0.0293630141648625,-0.0393436189912641,0.0830786116591254,0.048349062520712596,0.020458055073134227,-0.00752357535747262
COL14A1,0.006965989187711926,-0.0017044092631153176,-0.036469941099218396,-0.017356082277522857,0.03076274407093777,0.0994216011466901,-0.07706301050576375,0.0007493522282724644,0.07394605694946901,0.06876062142387959
HLA-A,0.044722874918185156,-0.05450638508043625,0.0522666724568595,-0.03722521153225186,0.07253760547351165,0.02334502457249471,-0.08968917541721953,-0.014066631804846427,0.0023235899006138496,0.021469784047876604
CD5L,-0.017280801989241753,,,,,,,,,
FGF18,-0.01563600239858156,-0.02084221973047029,,,,,0.026009647899170103,0.005652584618549735,-0.02579620061656969,-0.023748956856824936
ADM,0.06238348003668461,-0.06303030089032424,0.10707430348036456,-0.031139990335769502,0.026418292454729268,-0.0855116635677641,-0.0912345862511248,0.003560670928247958,0.019030412774830776,0.07923776273533206
CCL15,0.04345460101465597,,,-0.015493423632186218,,,,,-0.004125446675898953,
GNAI2,0.04390883700997842,-0.08013702745192328,0.07345284576479186,-0.01980669728791166,0.061178135200792925,0.12028011030814922,0.009241571846615186,0.014846771550452442,0.01156417219665229,0.07129099440497351
HDC,,,0.04805044442814533,0.12587882414698065,,-0.04263216613543624,,,0.09407773350415216,-0.017299394748661042
COL11A1,0.02865410611723597,0.038975395301606944,-0.037377442903435705,-0.01580170881889205,-0.047156514633591586,,-0.002190087251290746,0.023187028546874655,-0.02048606912108343,0.01966933032966585
NUCB2,0.04213468122947173,-0.02016491630176399,0.045150389632079964,-0.05030906999553362,-0.021057854582647077,0.028599280355064892,-0.07330821552295738,0.03636420807742245,0.014818245622665316,0.02980611031778502
FGF16,,,,,,,,,,-0.01704630461754429
