,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,-0.021315144767968704,,,,,,,,,,-0.030270601265662837,,-0.008245496444480683,
BMP1,0.15835207745457427,0.03463763654586094,0.06402335387677187,0.009672790342096976,0.07293059573835228,-0.04632213706974958,0.07297414252340104,-0.03962742167754084,0.06356143077478198,0.09492422379820274,0.06399236188305196,0.062065774340708896,0.06165478891941653,0.02048262662916759,0.06035882344020594,0.11209733588570919,0.27461357903955524,0.05289811147144586
NDP,-0.03427590864605476,-0.025769641436917633,-0.0016674032704212976,0.003365951734589154,0.03318282285306632,-0.042566336923709924,-0.06788787714287058,0.0024633110388919055,0.13047517780155782,0.09983849155212114,0.05982757826004695,-0.07373805960103055,-0.048864850754889305,0.06024971596364062,0.025907121833386493,-0.06666532108538116,-0.044804877986794195,-0.009161693249096525
TNFSF18,-0.025016078096253672,,,-0.020495739744281868,0.04129759057901945,-0.011245537389956733,,,0.1477218157332253,,-0.051067513105539294,,,,0.10471503870326564,,0.026387297498497848,-0.014769772611764865
IL36G,,,,,,,,-0.01823410387541819,,,,,,,,,,
RTN4,-0.08318060170631303,0.0037919419643848594,0.02420257721378393,-0.0010268953594530273,-0.04864267511558397,-0.030344985537849922,-0.014192691462520416,0.053729897137191174,-0.008707906088906196,-0.03460360972598046,0.13557905261781067,0.04051779539338547,-0.01697456148482827,0.005846974789806173,-0.05283309812796935,-0.08355926951654324,-0.0745331496106695,0.0009436570762163335
HEBP1,0.029707441640176534,-0.011611457107578457,0.04803829732177476,-0.04487517255069712,0.04546005774766696,-0.04065541476489408,0.012067294331413448,0.019301316480763327,0.11154774339426908,0.0769389227925205,0.009191845433454995,-0.06500365185498319,0.06537324054691288,0.03726967925162534,-0.07504822599217287,-0.052943967534655675,0.027926314424160954,-0.0010138652702867351
WNT7B,0.07067049655423714,-0.024385175111589084,-0.0003876868406008611,-0.03009945595779783,-0.010251931815508833,0.029590205510074633,,-0.02004138148273355,0.19767817813777924,-0.02653348835988022,,-0.02322302702180986,0.0623697159288474,0.0759219930267762,0.01710576844425077,0.04534767304612879,0.05174912192452517,-0.04088478722256318
PTMA,0.08732234276404738,-0.016323359535277335,0.006726706020183112,0.008087377235894894,0.0017328114472991345,0.037108495496956564,0.014403622560085294,-0.015239720903298807,0.09834157620732631,0.09215063458545283,0.003894740233218046,-0.055863545467519614,-0.07334558057526126,-0.026477863633466596,-0.06374538461324199,-0.009447965542266295,0.17789518368221674,0.09453935986916902
FASLG,,,,,,,,,,,,,,,,,0.0995065497494091,
