,UKF251,UKF259,UKF260,UKF275,ZH881T1,ZH916T1
IGFL3,,,,,,0.10252038866562779
BMP1,0.03826619018990699,-0.039113470344652,0.07198818686124928,0.013924080501238747,0.05247335815783277,0.10458123299607958
NDP,-0.010223027387642672,-0.015130795922885725,0.030671703652446262,0.033025554802762286,-0.031887863977755934,-0.004287063443036241
TNFSF18,0.033023277052847105,,,-0.010647508906761256,,-0.02242455881923451
RTN4,-0.06632880739399921,-0.024211604849166336,0.030640897220208976,-0.025189019172526885,0.0005234659382690753,0.007087722449602619
HEBP1,-0.003674617569507173,0.05150932023976007,-0.02952627401122762,-0.035139562521900626,0.04898200289029091,0.012169219841851223
WNT7B,-0.01938625203753967,-0.02964301687024475,-0.014236234047821724,-0.011969545242464116,-0.021792634189169043,0.03551349943705143
PTMA,0.01647889635248485,-0.03185244832345709,-0.049871290096106885,-0.023398899555079917,-0.011031409072409423,0.06837858678255097
FASLG,,,,,,0.07368268036618306
CEACAM1,-0.014877782434266566,0.01112682136284542,-0.01620797039972576,-0.01674599491130014,-0.014464088256895092,0.010063492247607022
PDAP1,0.03415647200134374,-0.07165217422072143,-0.0009510278251384517,0.020779496446437496,-0.0034715499119247232,0.04558516727271398
QDPR,-0.019217897160259803,0.010803995349617224,0.00595432890490549,-0.038125215980754044,-0.03165856214941248,-0.015531849042409132
POMC,-0.02643544574563597,-0.00381416932838921,-0.032614269177607735,-0.012354527350234958,-0.023661348304192014,-0.01888423019742831
CCL18,,,,,-0.03392211403391992,
CCL17,,0.010101958646242517,,0.09120562840631873,,0.16161312443985154
VEGFD,0.07022677715030962,-0.009275423358286284,0.007887907430474057,-0.014148201754226626,,
TNFSF13,,-0.013684953129448124,,,-0.01624220169262811,0.08680385718307851
WNT5A,-0.001406467332542756,-0.027764751815796653,-0.05046150044756077,-0.03939269161059296,0.014890964276622029,0.017203900923370125
CXCL8,-0.019952895083008924,-0.011677250665097129,-0.04717625165954199,0.05434867344678323,-0.0638474351855025,-0.004877801782583197
GRN,0.0282735507248055,0.01973939983585423,0.020254915209503604,0.010179498221268814,0.053546868301480616,0.0300434908048678
MIA,0.04997652943612767,-0.0349636703339136,0.0010527204187431125,0.09445680032116634,-0.0041462272964465675,0.021983957151737562
COL4A4,0.009811154207053436,-0.008875809235471916,-0.015311605233955581,-0.01386422619461683,0.04898564433013534,-0.02693341067524771
TAC1,0.008336495057990381,-0.004284638755892608,0.03062853872407299,0.02178848419833601,-0.024954672808656583,0.017934934166096525
RARRES2,0.00963106214368377,0.0054890569733412635,-0.05664045385345637,0.014164647696393933,0.047906160961160446,0.0005003475407855125
FGF7,-0.009902116014296585,0.03488874058439068,-0.017285782674219062,-0.012683953505463018,-0.028680653746474674,0.004858366451057216
HBEGF,0.03060984119150995,-0.013133171610332206,-0.002651351086760863,0.01691767729854699,0.09198302433201078,0.024372885456942446
CSF3,,-0.023647144297462643,-0.021087846211493268,,-0.020736246291418275,-0.016865895665120714
PI3,,-0.02564725012909122,0.07452089604840573,,-0.008686019869013096,0.008944492078468287
PCSK1N,-0.054930194261421136,-0.015713318655095083,-0.04462428284200737,-0.01271372792316668,0.004204329212074514,-0.023369707051163712
NTS,,,-0.0015742937274743091,-0.015838266814300537,-0.031795986817530944,0.16061262165353674
SFRP1,0.014755775972029156,0.048964444088102875,-0.01769065142897289,-0.029408338716839944,-0.023203310161971913,0.08072307217173004
CXCL13,0.012361605671921771,,0.06580432592277284,,0.07104612321204384,
MICA,0.0034544846043964485,0.009274271224619338,-0.0025755770261001974,0.008040903527979698,-0.04252359385074147,0.01800833358791915
TG,-0.020230786470946,0.011556565121434301,0.05122693138705246,-0.013378610444340208,-0.01706624934304176,-0.007196211793746669
ADA,-0.01733327420284643,-0.025150101062894455,-0.00035788525131312635,0.03790356312400493,0.006968943363803833,0.09625358063831489
LAMC3,0.02848602205707914,0.04331972213164578,0.10432262837843484,-0.0033139532945417926,0.09124859456084738,0.06530926380565008
CCL7,,-0.013506456914234296,0.07223765492769145,,,0.053618144070524586
NGF,,0.01617830049761288,-0.024810279946572315,,0.028603647764725588,-0.006429448556670933
TNFSF15,,-0.015040100366345486,-0.017209590892485048,,-0.012876852949546854,-0.02879103086292027
HMGB1,0.08844738482405899,-0.02864436198283115,0.04547428873683728,-0.004429267825028305,0.016636718678758454,-0.02993945295197279
ITGB3BP,0.024083081455772072,0.0030043380632771206,0.020334795165185576,0.018337242611175295,0.05957468766358247,0.08242220411340352
AANAT,,-0.013684954590017123,-0.015506870626712759,0.07857410867076925,,0.07025970844630743
RELN,0.0023433853468860636,-0.023754016490544212,-0.011328976702389304,-0.005661877194717172,-0.015553842868521595,
IL15,0.02432598647630903,-0.01985373962959889,0.099023185948886,0.022145108266753803,-0.005109757422909415,0.036439673542395655
BSG,0.003650164416178589,0.049597995312860306,-0.058000221062828754,0.04604874883591228,-0.0207635682622652,0.06425490858932363
ADAMTS3,0.001988511942840384,-0.011940771458102952,-0.05024741720696082,-0.010365609375331772,-0.002328277760150248,0.015738250625439768
CD34,0.01573315682606174,-0.010054485962471948,0.05843878480685742,0.01362778077098847,0.0726072346958884,0.08429408892347601
PLAT,-0.02968332601079925,0.018300035456878548,0.01726398102984396,0.02194995085227848,0.02295914144873351,0.09922120006844537
NTF3,,,,,-0.03187424216249628,
LTA,-0.014877783960993533,0.015321441549913854,,-0.011587552317307227,,0.04192304992124863
CKLF,0.03709914265999306,-0.03246976841227774,-0.0009059637262804505,-0.06489427322626734,0.04882230440051353,0.012115001605852705
CD24,0.06515646579510133,-0.02739458673499188,0.0353479055998466,-0.05829984194365395,-0.031749886551653526,-0.04140585982283396
HSP90AA1,0.024856135656290124,-0.00273503033352928,-0.052815628445615916,-0.024173978788488683,-0.010055479802447897,-0.08373289481518753
BMP4,-0.015771323134433638,0.0267990950511083,0.03061507370891614,-0.033236465044504546,0.08355695764853002,0.02493212748538494
SCGB3A1,,,-0.018466768599402182,,-0.026741160362186763,0.10515736809580939
IGFBP4,0.028578702242002943,-0.017670637610875922,0.04079952192546229,-0.019222608053118168,0.05300303863752511,0.10381208695054488
RSPO4,-0.010583323709211296,-0.026497317902126758,0.012884501342140734,-0.013477028777257672,0.023892618285825982,0.041242253464256785
LEFTY2,0.07070207361979138,0.014599915360286701,0.011673389497859274,-0.024147974321782773,-0.024491095727198486,0.060827427909533445
PF4,-0.013533366614856929,0.012664579545077116,,,,-0.02516689498791284
ANGPTL2,0.011122387396438942,0.05259667623298556,0.043253144292518794,-0.02165961324141219,-0.027341000586282367,0.08971579703477453
LRIG2,-0.010937796346661805,-0.030220119001976388,-0.017965549753557186,-0.021135523556602993,-0.04528084141412352,0.09528652762018495
ICOSLG,0.09460714932636553,0.0068470984261290654,0.01754180998037629,-0.004111779145046063,-0.010416391303622494,0.024560615939584276
WIF1,,,0.0038404119716124573,0.015875824839231133,-0.016741140992891125,
NPPC,,-0.018280072381807375,0.05481131383913376,-0.020286908067015743,-0.02080178378128883,
LYZ,-0.04758962916091779,0.013715345632890124,-0.000368014061523741,0.054157763386736925,0.017487510836934114,-0.03672427451632476
EREG,,,0.01964444658890191,,-0.02243055481137124,-0.038007841001556186
SPTAN1,-0.0160855347943033,-0.044603028224462105,-0.026674141432803077,-0.061397305643122,-0.029631861306951373,-0.0024029871569141376
PTH2,,,,,-0.028640362770073136,
LIPC,-0.0042527656160426044,-0.021176936913469384,-0.02063512396822242,-0.00102436880693474,,0.019186693727717752
COL8A1,-0.007288220687202737,-0.044481316347249195,0.0011353540771071211,0.027955606254956005,0.06570036545360687,-0.017605012498430873
GSTM2,-0.01851648965860709,0.0007914551986566898,0.032335285955267974,-0.023598426029483244,0.018455714693952133,0.010008171038919449
SPX,0.019589425752430605,0.007109771376466148,0.044029526898688706,0.013553488099640014,-0.005835926858932489,-0.007242858535029006
MFGE8,0.0016827456066771413,0.008609837172542701,0.03890027187255403,-0.011973314454726262,0.08534864854876174,0.08146241886105211
TGFA,0.019637061520727295,-0.016022417981772775,0.0155863809258658,0.06224454223516699,-0.038692746423717096,0.0799512218364627
SLIT2,0.002045507391955275,0.005829388189595178,0.0786282283568617,-0.0012239084297565803,0.016094828373288097,0.012074294511146787
PLTP,0.04756201395249035,0.002511754170434435,0.06275676680411987,-0.03245953827389869,0.07009400244973363,0.0055066403698540555
APOD,-0.04985230453846438,-0.0038700144387086937,0.0765283207775107,-0.05024117282748594,0.07393172640262498,-0.04074155533230731
B2M,-0.03980207182299857,0.033014867889170255,0.054231559040893766,-0.03990652711484797,0.04076047449982006,0.05037979470554737
OMG,-0.01633020973488508,0.047857440321920484,-0.019998488196367202,-0.02158379068513065,0.040538205258020654,-0.014583183443021496
CXCL3,0.040860643702464894,0.01279521872141869,0.05910282700849994,0.05030397308510791,0.08351851899088612,0.09441051557842121
CXCL10,0.025782504478424464,0.010160331202055032,-0.042256664705522896,-0.0012628772148800067,0.005785471534895242,-0.019037546443000788
RSPO3,,0.02942504136822113,-0.02063511124565624,-0.020355014726886004,0.04620314742518364,-0.017935475175568653
