,MGH258,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
CNTN4,,-0.0168811965575139,-0.016247535850828797,0.0350868740134634,0.036247612533135395,0.02752270547641657,0.06018975230862036,-0.03889964054610663,0.01936998538887718,-0.04280499634043999,0.10429162767300892,,0.034675848405706235,0.003913003790305776,0.01513140878655657,0.04008028865197467,0.05903750686015096,-0.12015200702233973
INSL3,,-0.01460967324767268,,,,,-0.01745253763677357,,,,,,,,-0.017658115730902618,,,
BTLA,,,,-0.012933594429645302,,,,-0.046756605506523795,,,,,0.044023151900861514,,,,,
MFNG,0.010906525114197221,-0.05114419916380973,0.021160940165736688,0.0303307897534566,0.024748038982541975,0.0064510271838602445,-0.05210801167249774,-0.0015226752813568562,0.02076622822979468,0.11541415438467412,0.07718617798708007,0.08177687316928606,-0.007466806473406205,-0.013311429577992254,-0.00802318317658793,-0.02080851981836801,0.051482020406918,0.10330647192498912
ICAM1,0.020019855060615266,0.02051157316507557,0.04676242153752441,-0.02130483048426482,-0.02885278797357802,-0.02930464498698311,0.03993422568632682,-0.01480131152023021,0.006525760707467953,-0.038627624915918014,0.08022689926086139,0.05607925121561526,-0.011894203930054085,-0.08820642018561078,-0.055997244929193404,-0.057925550566906556,-0.03755690714518067,0.035380188192337986
PROS1,-0.010280106799075463,0.008319954700606222,0.04696304238180035,-0.014449628550963768,-0.0397260274212868,0.03335862810168618,-0.015413028119116665,-0.011649855761019031,0.01479400403278443,-0.014569914825878251,0.06551858164661221,-0.017759707471109755,-0.04852647380588698,0.0005855249206718545,-0.018535767338283885,0.04587139103192808,-0.09220112829402932,0.08365610915461627
CLCF1,-0.03154167066406195,0.01528148585609877,0.04442816276247884,-0.07090857308189663,-0.0065253261151167535,0.012735086961174466,-0.03588663393242806,0.01665414959149903,-0.02443632755029627,0.04171590800000073,0.09265866258496021,-0.01708838935883982,-0.011798970180627468,-0.07262876390873202,0.0038874661622337503,0.04574818447161239,-0.028980566702436917,
PSAP,0.11104741304000154,-0.05173287908767498,-0.0012307531222235156,-0.0017766993250826868,0.08558754532298694,0.06466573518220993,-0.010789540146616558,0.035908436946719864,0.024778000132371726,-0.014680108119521883,0.024742649378022334,-0.025594913540419786,0.033456032099010526,-0.011495234071756873,-0.05599244562749032,0.05061772095454537,0.01803188663307257,-0.03061310418272664
EFEMP1,0.06482841109341286,-0.004637507640888435,0.03191893640379867,-0.1230497480809179,-0.03564736196323431,0.0252630596080305,0.0051876342913951745,0.012021272513185785,0.006844714562917873,0.0653210715530327,0.013612301865050282,0.03167978660322213,0.004378305132687529,0.0030528135042623573,-0.014990477053007437,0.034158737357280394,-0.10078969777413314,0.07270191665805183
C1QTNF1,-0.08328597649968555,-0.0521146253556863,0.06927151010902559,0.016913930569171655,-0.034466857448714236,-0.07835207205899619,0.0021130261521126827,-0.010963271075806984,0.06917091888549085,-0.006611228429458405,-0.01923703897078055,-0.10761414690352836,0.08502358479380774,-0.06979452274946142,0.009787576057653378,0.018063444322174837,-0.054067588676515725,0.023754254133838467
ALB,0.007808086660170944,-0.022586936079225302,0.022515395181213337,-0.006052790460567163,-0.03149915133927501,0.002464532455162185,0.009768354404408663,-0.005060792107915696,0.046124914892390956,0.05651607389418924,-0.026443984104898868,0.013915494713629382,0.04736257092553789,0.09163304047139921,-0.029559247657161416,0.0827204134322822,-0.03308668456424871,0.08863251686692854
CCL13,,,,,,,,,,,,,,,-0.019807246079722896,,,
EFNA3,-0.058622395646042755,0.027877081994308158,0.0028279380911484064,0.044613634678551846,0.005426939127366188,-0.03434469203471552,-0.00907488591441622,-0.06258028599990537,0.009902192620155664,0.08255571656316024,0.023843257643953633,0.00801735319284509,-0.04462310083452451,0.06193318618434171,-0.01739560143732198,-0.034503284294006606,0.08686945554615282,-0.10267662239360373
DRAXIN,-0.0659887275637817,0.018634196117908314,-0.012379609266954342,0.022530456816193777,-0.022261766487639677,-0.00802894902063958,-0.02284456767743387,-0.033390815707568126,-0.001332944746529668,0.04721557623531199,0.04466799486876283,-0.02464766727542784,0.0440941344900973,0.012079656705987171,0.055407693450337,-0.009893838199458356,0.013599098405327303,0.1284941339512576
RAET1L,,-0.01138107734743244,,,,,,-0.024893615586049345,,,,,,,0.08399928035470257,,,
NPTX2,-0.025250244410620282,-0.017941682087539487,-0.036133893524025615,0.03803408716837859,0.06864334377365984,0.00630020298580422,0.0283776984805997,0.027324614930758825,-0.09060562491047996,0.03858491401981755,0.0027842902848124514,0.07723148146901199,0.029990603839705844,0.01484796100192135,0.008862299294503216,0.08117180505643151,-0.016075098287441657,0.018791548221563106
FGF11,-0.06454727145171249,0.015154796195748018,0.03392281556883393,-0.04087622937897332,-0.014219882522849775,-0.06119024939046667,-0.04587000912972836,-0.010594988505150041,0.007937457500602756,0.008903868857962608,0.00023034245736687484,0.10189220333603845,0.0288029223781028,0.0458004006827054,-0.029138572614143723,-0.06772418710711933,-0.025168099525975155,0.08600930701102018
CD59,0.07259770854898111,-0.020784309687320805,-0.025463259106581232,0.03715380547662803,0.0048798338333673206,0.02302841812515424,0.010257992490884271,-0.036360553673749206,0.02272081419610845,-0.04001204413477053,0.020472340237194023,0.002161752353585935,0.0895180708015441,0.05062870548574237,-0.01885451526812955,-0.013877202415628582,-0.022390949578594627,0.0032448072945680285
COL9A2,0.08701148818524766,-0.02535906608474554,0.013357292238053691,0.024997350740464906,-0.0044990967068575674,0.06922776271723313,-0.013440155126783877,0.030997354348930726,0.08427858539067633,0.0031234429800431063,-0.023261480707850397,0.04971080990460827,0.01671573427664358,0.049412635036701125,0.006621891806236489,-0.010891211872225524,0.034004178775558454,0.07752464551446152
DLL3,0.03603533843062925,0.017599196463757218,-0.006656275677812552,0.036531923061344895,0.021211788032976187,0.02012080464196611,0.02392446330587088,-0.0033898195988080336,0.053845772219174325,0.023386393154394947,0.028209911398410694,0.02882747671233005,-0.0030623886154533533,0.0029675903497640775,-0.006803000587652216,0.0207454417124783,0.06968694977577544,-0.02366053960245613
FGF5,,,,,,-0.027203472881080163,,,-0.007189514301999684,,,,,,,,-0.03950105649938398,
LIN7C,0.05945478278420144,-0.01765411456802922,0.01009789111773709,-0.02829022257456087,-0.007050497443428952,-0.0163475372725164,-0.021573459219446037,-0.010377967905853765,0.007675377636754362,0.047311564000215744,0.0026574054068747716,-0.004619428993413472,0.025757911283331006,-0.024664600774453607,-0.020161537481451035,0.04078792769676427,-0.009249806340314068,0.09418250763529687
GDF7,0.03492922571927668,-0.026839399914508653,0.0013790308703080715,,-0.044994426575331044,0.08388789550558474,-0.03189630892044278,0.041191688237877895,-0.01688402985067135,,,,0.0045287718555072605,-0.01336240815182577,-0.014355017394153138,,0.0640662167768024,
PSPN,-0.028459496538064528,-0.025209976044889715,0.0018782380109228533,-0.030841378897127694,-0.033301668910506156,-0.021173457918005192,-0.02150167330024687,0.008143489531045814,-0.019156880130192178,0.03776490230374971,-0.024834365955104312,-0.011494617654587713,0.10837533849086244,-0.06524219990782297,-0.000641092206682251,-0.020885333039966956,0.07575791068811091,-0.04196630987669014
ANGPT1,-0.04674272317560646,0.012389493778803431,0.01871994159020736,0.0016525834653440435,-0.054218515734459315,0.0607186391354599,0.01760965487273411,0.008212668084547297,0.010987318319297943,-0.0360220460340131,0.037896004256678315,0.014664441117699278,0.024844104619461287,-0.060658729049941365,0.02136468635450919,-0.03510598063986834,0.07022567006077099,0.05893140201452894
PNOC,-0.01900952066620597,0.09274059641814947,-0.017215997319651063,0.1366304346016081,-0.017873187968200144,-0.05768965373311681,0.00695643002773269,-0.05603732814994168,-0.020062199600219387,-0.04497397883825123,,,,,0.050805532272610046,-0.07584831787915128,0.06654174429343568,-0.06708095256849349
L1CAM,-0.022051037840121107,-0.018937683030005002,-0.00821779096073779,-0.024758105650427527,0.025479941295929683,-0.027689926890586088,0.022022935203061977,-0.029027543056927663,0.00333523826856093,-0.021973302743897524,-0.04812852589740014,0.07563769881094798,-0.00019957318514422066,0.0004465172001238218,0.016196081302437798,0.016189510584656692,0.04000834794913392,-0.03930273542531859
APOA1,0.026890302449546936,0.0492327346525632,-0.011008384220620188,0.12760550159409811,0.044987863614124844,-0.0582195464292163,-0.02272624000916539,0.06764269946108974,0.014235878689983064,0.04176056770855807,0.047005087710603875,-0.0333602288050946,0.0840586675204559,-0.013312109486643674,0.01643103754012018,,0.006365280330867688,0.08892033929551806
PSEN1,0.07593523704251594,0.05391310757247748,0.06029817578195876,0.027536885827571963,0.006646540299158955,0.05982538832156606,0.05159128691630588,0.011680430749710174,-0.004292651041241116,-0.005482185652524388,0.09013817323573155,-0.01678508269685415,0.022170895169991673,-0.07391313892799029,0.02603368790396289,0.04027235134911273,0.056340290071149504,0.018726922024334666
CALM2,0.09644242470733644,0.021447934984691594,-0.022126788379683116,0.10846692580265425,0.0505512371668685,0.056208264904862845,0.06897920163261599,0.00045632467112868445,0.01616974817970892,-0.022880122894870968,-0.02390298806148537,-0.06487735994648398,0.07128043452330814,0.09421508778775971,0.0034554670684494924,0.10720671713631734,0.05586958244132233,0.011445546316808582
CLEC2B,0.09191147712473113,0.02639381685338649,0.0005627892337156452,-0.014223896183758281,0.033959749696221224,-0.06046576002005726,0.04442502584403745,-0.0191177860019376,0.057975992148519825,-0.01678460872288219,-0.0389068366140225,0.01801236836211526,-0.05810984647868078,0.04081633367720405,-0.01329532321187188,0.03747700820805844,-0.03156460474050951,0.04252380170912858
NTNG1,-0.024504200071743868,0.04516708418257468,-0.037890860920643414,0.01596613625404931,-0.023257383905403647,0.01745918346728654,-0.018464983171010925,0.0534780560330937,0.044451208002847825,-0.03413265878988701,0.042865194719267204,-0.007859292556303105,-0.0028947233566303295,-0.02346226160538585,0.011805186597058492,-0.0045089740770832215,-0.010492680826066232,-0.048946264307206895
LRIG1,0.008248703968929402,0.022004523917269612,-0.02819341729944478,-0.033381671587926084,-0.0014980599783825587,0.015390128563857715,0.006464465786960074,0.0037822479578591343,0.08814205151431148,0.000274826602515131,-0.051371485482520296,0.03568598844823619,-0.002605902926162469,-0.04563926730021948,0.01314802344541942,0.11587018231852178,-0.0253902609925943,-0.012382083550543599
CPAMD8,-0.020803086130708002,-0.02286576120017026,,0.029525758418709414,-0.019873238710377786,0.10046616754492665,0.038827049557480516,-0.001027698293148392,-0.026130884010149423,-0.007752430262667025,-0.031153100741868826,,-0.048452651013700374,0.013489861196916048,,-0.05857179272091297,-0.025330311093160314,0.06479873666266651
GHRL,0.05565891962945336,0.01563265242526073,0.037442494876402756,0.08286840514967343,0.01145438381102552,-0.010187095453877948,0.06861142389036232,-0.013356326283027251,0.008735631816631279,0.0638492546520007,-0.04253465935738145,0.04431613109535909,0.10582743353958896,-0.003501721438523016,0.17913423901949993,,0.07084390994310229,
NPY,-0.014462005605111449,-0.04554004888700225,0.04187778251430058,-0.021927708244638237,0.028711888019921212,-0.03269380199276,-0.0032411423907866095,0.033879932739057386,0.0005236853230807811,0.05218731548107404,-0.004725395154154123,-0.004864674353252353,-0.06468078528960144,0.04434042151607449,0.02900355080565187,0.10402400641108929,0.012469453665325862,-0.15893500379948935
MMP2,-0.02675558198424051,0.014582238377264894,0.017195049819377344,0.06989295551109467,-0.03917966011201908,0.0067420128500999404,-0.035753552316202454,0.02939728659438044,0.043043991569294074,0.04999428396518478,0.07401975837988374,-0.12082937526849555,0.0614464633125579,-0.0464252883922247,-0.007880490243041901,0.0610116713378241,0.016859673125367604,0.023859479987869123
PPY,,0.05182980591581395,,,,,0.0056230649075333155,,,,,,,,-0.031482724822318967,,-0.045344361537821586,
ALKAL2,0.0933062025888286,-0.021343422816555987,0.0088691628209936,,0.044729851940261404,0.01512520888351135,0.001299775638641188,-0.03299205471811493,0.061104778677302594,0.06325074288784543,-0.04102387335239299,-0.037961047200828185,0.10992480742785903,0.0038458706457767037,0.035837805742066825,,-0.028334365887903366,0.06198008215678429
CSF1,-0.01674579600360572,-0.00861137000953866,0.04216931048500522,-0.04145474246980253,-0.002399608671368526,-0.05522942009706578,-0.00865441291711118,0.013948928595408902,0.03229961140631545,-0.01115133759624406,0.06781058715352639,-0.05453499156817258,0.006738968739986154,-0.022078030305945493,-0.006639055178308369,-0.04147168653608492,0.04300101873570689,0.026112190193193878
SEMA4C,0.034659597937390416,0.0519676964535038,0.023362951682289978,0.030064347717347863,-0.010195714182260505,0.0092287706936601,-0.009347078293047309,-0.0010187731897321232,0.06294588791912215,0.04354928154975563,0.02563886254720247,0.028994975257906064,0.003968889163709205,0.0901090963381367,-0.0395687135667217,-0.004151907167651987,-0.012065371392477537,0.05791974557320696
ICAM2,-0.0374414823269786,-0.05711583601546626,-0.02040404215472841,0.057712732865369314,0.02256343505659242,-0.05663560233166719,0.008767898320059716,-0.037685686042294955,0.02354897180568687,-0.026503006223372955,0.03844953621322556,-0.07489270804429086,0.027839973457730094,0.008127143298835718,-0.030117347328537058,-0.04461655503567126,0.0905118215782561,-0.033029374708605654
SYTL3,-0.017484656512492393,-0.04563430615710542,0.04086141982453473,0.04380362576701137,-0.03405278900190022,0.07752593803911163,-0.02122214532789927,-0.00010351926388269297,0.06092518218273838,0.0026858118349773886,0.06260694321579739,0.05459683946640407,0.052826059407184614,-0.032068681703357624,-0.015318375179249812,0.0599627937557174,-0.03972212467406237,
IL1A,-0.024172851742578685,0.02106024743128221,-0.016368344953366067,-0.02007333584094872,0.0740309105075606,0.027109915988087402,0.024852761025373024,0.0021682128552195914,-0.009458779073044503,0.04096303510646882,0.07126580353538987,0.03534034069578701,-0.0018219148412869605,-0.039860072173298816,0.05796571169585315,-0.02476167457390689,0.0902479573876136,0.07541003140363575
HLA-G,,0.021957557525853447,,,-0.00904640918169421,,,,,,,0.04340070231132162,,,-0.011603027692379012,,,
PGF,-0.08494983591026925,-0.036094677587359056,0.019484959906202286,-0.00792297132953011,-0.012766542486229287,-0.09373455436742024,-0.02419111754411012,-0.04937531853471868,0.023870312299434183,0.06075098698963874,-0.002956478798914273,-0.02667905688054334,0.01919625319799003,-0.011004733611142454,-0.07441698618988511,0.017503312546461588,0.031907071608051896,0.07346429341935329
LGALS8,0.05080394198440526,0.027408452763338607,0.020232481248273877,-0.003038857891028871,-0.07538750211129322,0.012436165715120564,0.0710784817454061,0.04075895823197513,0.0071437905877778035,-0.00221842043716992,-0.010126018302568122,-0.019088752569772164,-0.031101225591466733,-0.017277602567518452,0.022391811743620847,0.11738315731025131,0.006163405130801956,-0.04311472235608469
DKK3,-0.04606316021587516,0.025123122644802893,-0.023311837846684866,0.09905600390778962,0.04160523584831686,-0.05555339145562846,-0.00214240233728146,0.010686032325523847,-0.026591039172737148,-0.09778534656488762,0.02243937829254151,0.027346331174899124,0.010814836729438823,-0.07244540464591843,-0.010110496702625387,0.005147697516964903,0.05495013344050551,-0.02591566969234701
COL16A1,-0.02596272134431034,0.03033513851423962,-0.016454516616555382,-0.05539274956213893,-0.03145866649940693,-0.050272152296275845,-0.03487948837312835,-0.02261800329704125,0.01919750237357823,0.051901538768484516,0.08353838637431044,-0.06321758827943265,0.0035953689339782977,0.07172145782090353,0.0213501732832344,0.008098961213744085,0.016456649814670925,0.011623262674609312
TPH1,-0.025748547909008192,0.013253302554051806,,-0.015461991997346452,-0.025751503635363035,0.024773267030535402,-0.015752841697298767,,,-0.0018719236675433031,,-0.0565005440289605,,0.0466165488209438,0.016931339487029733,,0.008723550636768301,0.0446800898170373
TNC,0.02407011122466263,0.020112823785015915,0.020691367078426993,-0.10426125277046872,-0.02393126048429142,-0.04998695109948844,-0.04747630418699799,-0.01899337902142079,0.017576346143326448,0.006823794814341046,0.055877007739656946,-0.017920409769102925,0.029809661766997536,0.05742276258482327,0.002216140040966537,0.012287196745660103,-0.07722280865639368,-0.024165093699780024
TNFSF9,-0.020803076257224853,-0.022865758826329425,0.0643565653370695,-0.003911617570253395,0.014266498685282751,-0.01919437984073671,0.03510683262908757,-0.049492901939958964,0.0380488331558872,-0.017537008360632114,,,0.04829960786879649,-0.011398890252340225,-0.022184907602415434,0.019992844655285634,0.09626269558273838,-0.061264945446550964
C4A,,,-0.013790709178590294,,,,-0.016771983675647674,,0.0070425208715664935,0.03249386357887303,,0.034402779435776194,,-0.0167190186088812,0.08862563821349959,0.08748906506152175,,
CNTN2,0.13198181382991406,0.0658561252999105,-0.00026643561104445525,0.05824868644675429,0.04691755891237045,0.13855839963584002,0.07893526999830151,0.01125774835954685,0.007555768661295873,0.04646035829131619,-0.012966860353338678,-0.025855088603560783,0.03783904501084765,0.08663732386966932,0.027140510009592635,0.027094767995632686,0.08872689133489632,0.10853021076882255
F7,,-0.012544742005724733,,,-0.022365254391034338,-0.02460918786755019,,,,,,,,,0.19146546125537128,,0.03416168315142314,
LUM,-0.04846355474132875,-0.018930569098043432,-0.020332304975109173,0.020425950089894125,-0.031896197159081256,-0.10589962978749398,0.04082017080875451,-0.006515707417435324,-0.01428606412055688,0.07482784087724342,-0.015498597419172963,-0.05780572424588618,0.0759414404215508,0.0016328531722430276,-0.040707472743803756,0.025390926968133085,-0.03531893930663484,
IZUMO1,-0.019877998378224328,,,,,,,,,,,,,,,,,
BTC,,-0.011381072606847946,-0.021580010505789674,-0.0167859025425362,,,,0.037329718323298504,-0.018147756460816632,,,,,-0.04559142945717361,-0.013891628740479396,,-0.01907640222052461,
APOC1,0.11268957599589731,0.03764384860886648,0.016744794080826148,0.0692531702235534,-0.011655027809337849,-0.03934358566251545,0.007572064433882546,0.014928237328440461,0.035642611984767904,0.00032961811341466525,0.05061731391637168,-0.0007905558920414999,0.036529035462264714,-0.014521409481836976,0.027993440069515027,0.10125116563786792,0.08494824739116415,0.07496957944529856
PKM,0.0017873456755890993,-0.010018600710714875,0.03850979015415138,-0.08491610756830371,0.0098249219221423,-0.016892397042387458,-0.02564864891494756,-0.013562694155417353,-0.032284482028316776,0.011611105259483862,0.051831105383687896,0.002755508029417123,-0.029669764919804827,-0.0015119714119069625,0.018424327862328328,-0.09028740627328308,-0.08741912344858192,-0.03626942397463213
TNF,,-0.01785320224327707,0.04615288199692799,0.057903666637976754,-0.03264854461690996,-0.036117036797466036,-0.009307897838213178,0.0615363037713996,0.05584676371000736,-0.013295868739922388,-0.02163123485979743,-0.09136869257862872,0.04631638306623601,,,,-0.024368076734267857,0.07310123801303675
GNAS,-0.046898935274261824,-0.01545537486218585,-0.002615858525227495,0.11212432162045749,0.05006370803901775,-0.0393785542091379,0.04509371751796477,-0.0010279755233370208,-0.017731301695573264,0.046899693437129804,0.009174765524959671,0.032002584282505964,0.01043377052951134,-0.05226576932745506,0.019362229152926694,0.0054824499635284804,0.09449886022244838,0.007301994999682728
BMP8B,0.10272826291111195,0.03258098415756202,-0.0004887690155593159,-0.03318216075093213,-0.04644805236702553,-0.002658594386531605,0.011585491189761685,-0.0042397181467169354,0.009649615832111665,0.07148984474393318,0.05481550980901843,0.008080302435646272,0.019015256574538633,0.024987839419476736,-0.03093163306895824,0.00030263367466177416,-0.024929295475555217,0.16013539473148794
LIPH,,-0.012858810653506246,,,,,-0.013522803741015582,,,,,0.05034146687425405,,,-0.022796404748570528,,-0.025069658470980194,
CCL28,,0.059945578908703445,,,-0.0400240504034302,,-0.020822893121068862,-0.030520938065048582,-0.020074054756599534,-0.021692834255787972,,-0.07568588484706752,,0.02278490532943334,,,0.03409622210436064,
PTPN11,0.028364418657318338,-0.020350871109148606,0.04710924489395293,0.005018769551062775,-0.011742308606657554,0.010844284988965053,-0.004463039954705661,-0.03258727233653158,-0.007593954019222367,0.030274731847528952,-0.0898283914940099,0.001043834163232195,-0.11804203282808591,-0.0485767033766935,0.09401250402841599,-0.05597042245671775,-0.04328934040438849,0.06998660098557993
ADAM12,-0.038684407800577886,0.007126546963855923,-0.016422069389234302,0.04967080802260676,-0.08721340656652833,-0.0977401808913672,-0.03169430474427043,-0.037051887369011,0.08154609618118756,0.06225060667499367,0.05521518243851247,-0.14378203877091608,0.023890682541101892,-0.0771572984258621,-0.03535665595571238,0.03627616628597421,-0.004363249272671163,
EPO,,-0.017278060657586386,,0.028289081326870167,,,0.024522905990708842,,,-0.002865056760973448,,,-0.03184695823995938,,-0.013733906863398536,,,
EDN3,-0.013360005996468449,-0.007340743192767193,-0.03666442059269787,0.025247775015533616,0.005188720357361072,-0.04360400830437694,-0.021929016087334025,-0.01945096099778051,-0.03946073645591408,-0.0015712069692866975,,,-0.05002212633881514,-0.03203954917828714,-0.023963713676489817,,0.05153326639961266,0.07490695054181898
CCL22,,,-0.01743476170133795,,,,0.012853491100108987,,,,,,,0.004207789298870039,-0.012050905398760262,-0.06306654033130073,,
CCL2,0.03741878262439542,-0.021638709160230963,0.045756563307199814,-0.11437927594568773,-0.03777255133718507,0.05424394256775204,0.007848437028816163,-0.037095240297084504,0.010139778960016657,0.03133329171787475,0.006438055223340264,-0.039756269533029194,0.07313517640433412,0.037199054780631964,0.014070586234236534,-0.007950148848631813,-0.11900931027577212,0.15072639747210795
DSCAM,0.04437020897595065,0.0035126480422354232,-0.03691275724395612,-0.05579261858369302,-0.05949288398603023,-0.01964033409746947,0.02895275720966619,-0.002549409771785554,0.011318857998420048,0.09693800431277036,0.12351615956202083,-0.009448085450957364,-0.05893888805889961,0.023752659144030592,-0.057781044242830544,-0.0072607290632858415,0.004694489766353675,-0.06040026659286563
GPHA2,,-0.014331797863294884,,,,,,,,,,,,,,,,
ANG,-0.0244981270277889,0.020979692085181512,-0.011942613785010953,-0.05471071700181481,0.017363545461750538,0.028057224715446017,-0.03046926014225365,0.006498721717025086,0.02631666358236561,0.06639173566844908,0.0878093881408759,-0.004902903806660979,0.03078939955400598,0.009348239787427045,0.06584020158797585,0.08347256461407647,-0.03412283240523491,
FBLN2,-0.02739309417963972,-0.02189972622633237,-0.03170562931781306,0.006775310242129955,-0.017316490136534232,-0.019661221768074527,0.007694030512817482,-0.00665049914927861,-0.02136340075072856,-0.03594556212056473,0.0022821939155940707,0.042048796455271126,-0.0527369131276763,-0.060322342613411385,-0.06093609621496897,-0.10420516042707588,-0.028544717705899048,-0.031053039643219094
VTN,,-0.024307633394748465,,-0.016727764248264044,-0.025751495214598123,-0.041483061928645315,-0.011270749444614108,0.00931532927844708,,-0.022729450811897322,0.04663624139307509,0.04594534011223699,,,0.023558198412232525,,0.09488375018030107,
VEGFA,-0.0325317776586337,0.031108199012264654,0.009722587303618784,-0.12303470677392347,-0.06802736565719233,-0.09607585339258555,-0.06379775950291186,-0.03459741692333736,-0.03890496243198564,0.06548435381287326,0.03358728370893721,0.025291311894714178,-0.07554476091661767,0.030769464079061865,-0.01411990876936319,0.00878523805127438,-0.10251755827927916,-0.040866954282560895
F10,,,-0.002984305180014427,-0.015607287116781523,-0.02837365217124126,-0.04001506427839922,0.002043031799078185,0.04999079863504316,0.0797682424816334,,-0.005296799409731918,,,0.050029129766751564,-0.023786241229470883,-0.012922662105040414,0.09587896954282962,
SERPINA1,0.10622023132084696,0.015472984377432435,-0.021875948972331586,-0.03376788701698854,-0.04862621329363186,0.007181165393599836,0.017324017115020265,0.06959393128209643,-0.012477303100427002,-0.025511879216171738,0.00670948858394453,-0.0011685913681925076,0.04477401055584863,0.05964577383951535,-0.01551198952220166,-0.02783671954954662,-0.015756434936308055,0.06407541909281785
VWF,-0.14217060225015993,-0.034764118047966724,-0.03434211631291922,0.05173964620759643,-0.0021378328081281105,0.008831392826482206,0.00963247989795636,0.029901676000641194,0.06457000326605597,0.005445474007738303,-0.03448716217112383,-0.002043380060805367,0.049749151951165846,-0.016444476696723723,0.0538002954690542,-0.01453731994988046,0.05806596264453842,-0.04376343186367332
GDNF,,0.049134023918127434,,,-0.03092540617738721,,,,,-0.027353906045876997,,,-0.004198778554174802,,-0.019231637803105463,,,-0.11132139886335418
VASP,-0.007600607418141576,-0.023770950667405696,0.05400832009513842,-0.03743492476946617,-0.03316812444639402,-0.04372476746626773,0.022393057243803104,-0.04715377447363415,0.044396989719409606,-0.00111711094783017,0.0377876220187293,-0.03401260501614269,0.06329190369553338,-0.00829039902229035,-0.024309540692952544,0.10606892327023779,0.00686218956207593,-0.0700872944382824
ADAM15,-0.04756560395477254,-0.01635713856886139,-0.00047959777310686255,-0.02390627882151137,-0.03772543056771077,0.06128103336330818,0.009402701349071889,0.024651557889375692,0.010313548299470916,0.011114782282427533,0.022668033622122503,-0.008338227096810667,0.01810394787450579,0.013384334322922908,-0.006815358210205532,0.06805846520795784,0.025200820753860976,0.20994981710736121
WNT2,,-0.006416388355454057,,0.013875791038381683,0.0052318515002191925,-0.03901686021887145,,0.00536144883484052,-0.043056263798259636,-0.025599200505355153,,0.05365186965355663,,,0.02830339687019833,,0.12418605013420435,
CALCB,,,0.01496973124106767,-0.020205414051965492,0.059490171128762266,0.0034031303128849457,,,0.010748084831215287,,,,,,0.046516891530844665,,-0.037540534754323125,
OLFM2,0.09312757844805086,0.019255133437750885,0.043419219930256735,0.018356975100219962,-0.01859382300073973,-0.050143786097545745,-0.020475467459655113,0.0037808279378586085,-0.025191028689491746,-0.0085143521209274,-0.044808780643939713,-0.00817773685221896,-0.02652114957063959,-0.0796598428725084,-0.010395185099325317,-0.012367529172117354,0.04642934630223114,0.013683763406057457
MFAP2,-0.0358648889650999,-0.06140052537804389,-0.019543451826169272,-0.027037637737379622,0.018063613402980565,-0.0797706459037614,0.032652901137549345,0.020326588446044323,-0.01235167954380836,0.015029025301976333,0.08387149268175044,-0.06646553545058197,0.026939123109978477,-0.07131162935560809,-0.06337099814308225,,-0.054331153185832155,
HLA-C,-0.1079213307948676,-0.006678907331917008,-0.026016035866437987,0.009379867872203627,0.0029241087204577155,-0.045642921695186564,0.016247375485762154,0.056546268306444845,0.015959914159547547,0.05066550454310515,0.09698762847772915,0.033324391378118184,0.021619930658055973,0.022034877824161875,-0.0033729704143270786,-0.018970838008483717,0.05389638251267154,0.021507214346047493
THBS1,0.028609438219941816,-0.02685911760926797,0.028484722135448642,-0.04638043116772879,-0.011356709131177487,-0.0433735903201771,-0.04047099785421111,0.0159163500053268,-0.00461972335965877,-0.007437019286746327,0.04142097298281474,0.06405310542133334,0.0883646486294236,-0.010844161667955973,-0.050014771975830354,-0.016136967586916587,-0.08371085927474763,0.00859833709787036
HSPA4,-0.013372081316739528,-0.006491404942748579,0.06659879762091153,0.03109329450838325,-0.04891121573634133,0.01283305875024187,-0.01624352471958405,0.0031757938548772706,-0.01178993214921089,0.021885078143238226,-0.03627743981096396,0.08964443726140488,-0.012224942518760305,0.01596891957419514,-0.032896056684911044,-0.002097412060810086,-0.004348120413923019,-0.03268711739608368
LMAN1,-0.017131870030266647,-0.028516418798801096,-0.017820812126920445,-0.06217559523815364,-0.05957996045695238,0.0050203414637575595,0.00794823348230999,-0.032935690746095855,0.030833416232891674,0.01101151208655159,-0.01826219023733516,-0.0866209708529231,0.060383404731306704,0.0072197292683135374,-0.02008535752271558,-0.041105063712817615,-0.062309748235900915,-0.012325137839794111
LYPD3,,-0.01961661793940733,-0.0160712219477074,0.005138633527337675,0.11967734189736068,-0.00570913792475394,0.036777714431461966,0.014682580360863073,-0.05535265010301727,,-0.005321184179256806,0.029475471638423307,0.016388646105445416,,0.04628524749511579,,0.020233235747577016,
APOE,-0.028363708500829903,-0.024339978737044313,0.005754561727617693,-0.0451632222784466,0.04655767426090601,0.03950114933995091,-0.0027014768545725837,-0.02901098557000223,0.05036280774256324,-0.023366671584330048,-0.08474937242289507,-0.051493136263999525,-0.03347180521270347,-0.02863646712611586,-0.016557944986677467,0.024739464311282957,0.11620862232541011,0.061789834039076966
