,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
TNFSF15,,-0.028651338556681522,,,-0.006159027615864991,0.0218925467924619,,,,,0.011674523962610935,-0.012034278500359508,-0.023436492138698292,-0.034407809656292386
HMGB1,0.034502994027939556,0.05277742569268023,-0.11558816973120875,0.03454929857309534,0.034352016078300324,0.047309144763326365,-0.1500588069567503,-0.01941518615209207,-0.016575041310690916,-0.0489592609698895,0.03793064551555874,-0.011958759622478561,-0.02732149998666421,0.03339450088421239
ITGB3BP,0.00435147893112293,-0.058968997334548585,-0.007845456536791376,-0.008458194991644503,0.007374825712420391,0.124697605476484,-0.1505341316944983,0.06565364681242132,-0.020769035177950652,0.0545287773917287,-0.0357734681733593,0.03476140503383831,-0.016729322013519295,-0.028011224490654713
AANAT,,-0.011878715054531893,-0.0017070674467764152,,-0.024600886581237897,,-0.023412582722637836,-0.016970716805433807,-0.011612659702740214,-0.014574309090152764,-0.029086555753043402,,-0.022075239026482573,-0.018983008272571215
RELN,0.012880275437621136,-0.03993219101249337,-0.042040544158486924,-0.01795974916194458,-0.021643302875794634,-0.023901502640979524,0.07985930260435366,-0.02191049593714367,0.02216764082062444,0.0021566941893369986,,-0.014536104245657822,,-0.04658527898306098
IL15,0.04244544008805836,-0.026478694748175064,-0.04244011648023767,-0.004375737009750184,0.0022034339508901573,-0.012890038513649818,-0.03803791362831187,-0.016402164026757843,-0.012266406959352454,-0.029866014726912506,-0.02036886844847304,-0.002089954397213225,0.07237861756106374,-0.0063938978669918775
UTS2,,,,,,,-0.06754915557633723,,,,,,,
BSG,-0.012024035099768921,-0.11785119071615596,0.010497876053885984,0.05992028083831574,0.012063110415375304,0.04804932616781995,0.14081929640506236,-0.028741786407395466,-0.021823614449034676,0.04944763879817492,-0.028969289206896554,-0.026446529255190785,0.04561338051859291,-0.04533080339810374
ADAMTS3,-0.019232650987187207,0.012897890852627018,-0.008419968680961558,-0.01589902553636498,0.006865430051063015,-0.02076212311965272,-0.16760958709656193,0.052903347499745866,0.05659198951038375,0.024491596344629264,-0.03482818938014927,-0.049540587291300064,0.05485401542362386,-0.02244366397735163
CD34,0.03583893014336332,0.0513362086223093,0.02082663978024696,-0.005568415761166136,-0.01454975176054093,0.011271713336534718,-0.09588112327377905,-0.05540261862388106,-0.021726970995816507,0.007175680090177042,-0.05010501260248504,-0.00897786100783459,0.09215436690297488,-0.03472942044162471
CCL23,,,,,,,-0.026639802635471683,,,,,,,
PLAT,-0.05462004664417834,0.041346123001998636,-0.05368308161277556,-0.012211323048263332,0.026244695896854225,0.05783448828705315,-0.1119144808917829,0.025653026875637412,0.0002995506862692474,0.012175577236207547,-0.012825693267996681,0.014931703520067731,0.06800495552912993,0.07274497007960544
NTF3,,,,,,,,,-0.018745603012715235,,,0.039754212677642994,,
LTA,,,,0.09721265219865875,-0.021193951416407335,,,-0.01634456890892281,,,,,-0.029709944911280334,
CKLF,-0.004328272714076572,-0.005274634810636844,-0.03324988931004295,0.02761830804920041,-0.057035962657993045,0.033906299921999186,-0.17167566981316434,0.02129696390471407,0.013174535939607036,-0.0771405549081282,0.056555163176709444,-0.01514749591910734,-0.03361681259070748,-0.017977115613217888
CD24,0.03543623106410155,-0.021960971419569163,-0.055690427712512126,0.042108516958583676,-0.01849488737698234,0.04152917475022841,-0.038313158138830516,-0.030374555444073782,-0.028536211134718884,-0.0028134646860293482,-0.07142186580160657,-0.025828930248667774,-0.011334222978089748,0.1092470315862453
HSP90AA1,-0.028784173685788013,-0.12677246167050693,0.0067881034313364095,0.027475613822540386,-0.030132763342400413,-0.03767944635176361,0.20928037790390816,0.004221532822304329,0.028335063149810092,0.09569660189745238,0.045873036244977995,-0.028823576497299164,-0.015250849501190851,0.05371295084121285
BMP4,-0.020244076517745315,0.028495568168038245,0.014424669524988408,-0.01240552695545987,-0.013773495256163934,0.09330414658482361,0.03380470807793502,0.015207797148452473,-0.02528713277792127,-0.02324633924491278,0.008830376194732686,0.01921703647497136,0.0805941040126604,-0.05264411034093921
SCGB3A1,,,0.0382408350553014,,,-0.016454362139937482,,,-0.0097953920390798,-0.025654862589913736,,0.0349573133512376,0.07363215379611114,-0.008471581603349659
IGFBP4,-0.03131230258665656,0.01914540819413588,-0.05691912612756792,0.036020838044745075,-0.041148399279955256,0.07124616184784702,-0.08497836705461506,0.029913354341284438,-0.04313871478061371,0.030317870004689846,-0.017269710045251862,-0.058155278390090576,0.15296771946619567,0.06838458231926049
RSPO4,,-0.007317361380990098,,0.0656364839186418,-0.013905480618149616,,,-0.019009728673105367,-0.009795390606282128,,,0.07161434562293413,0.0583525552166381,-0.02393682149761592
LEFTY2,0.027321482933521615,-0.02174324159783447,-0.002049103762306211,-0.01184640685350415,0.0026173103947315615,0.07408144353082605,-0.09056216599439906,0.0541769633717216,-0.010740765600047678,-0.015502158773004017,-0.03717015317164894,0.009431516386628222,0.05225422666423798,0.03999443098388663
PF4,,,-0.01392321146335484,0.04984822256228227,0.0058746632858944995,,,,,,,,-0.029709938036178715,-0.0187510667366814
ANGPTL2,0.03598961399452348,0.07750866773016928,-0.03982082555738145,-0.028958782577799217,0.02057127166891624,0.07290543166994148,-0.10128425507568752,0.0054000036279716924,0.006742511565879329,-0.05531123547114595,-0.04332597095487046,0.03490708641706803,0.07646208519347561,-0.0017566398441208923
LRIG2,-0.034592271467132986,0.012826948834144307,0.004196018664438413,-0.003979562607139482,-0.0019520426180294676,0.09044558517351704,-0.08255809978189117,0.026761339367426074,-0.027481807309202282,0.04600655116289813,0.08773439378356869,-0.02806112907755729,0.07916111628375697,0.059477482988329056
ICOSLG,0.0029671302705516446,0.06937704641045683,-0.018323088118505977,0.026531877808193823,0.040550163971462654,0.06795933271387546,-0.09575433266411926,-0.025880691400976815,0.013009706284252565,-0.0352338788802525,-0.06831284657526458,0.051700651156364144,0.006952404713551852,0.08205488415137782
WIF1,,0.0682238207614187,0.004026189584409571,,,-0.019673885233223234,0.3046393006633911,0.022306307651471485,-0.018432897031802047,0.03147158576198995,,-0.015645713584803086,,-0.034407806832614816
NPPC,-0.04479476846196171,0.01609242420906816,-0.04163876174770413,,0.002690119218195637,-0.01977331155839717,-0.027887769549793492,-0.028615255212705283,-0.013613195802611689,-0.03848746348902355,-0.034828122490526,-0.012961262811228447,,0.0021577305589217622
LYZ,-0.02770188952641504,-0.035285727751921465,-0.024234381405116138,-0.01586131160774525,-0.022319762253129066,0.1301035945448425,-0.09013079039685878,0.00559853027614208,0.010913318260411928,-0.038920375028593295,-0.0038758498037851784,0.0162942663467798,0.05619264169388787,0.05399737929783512
EREG,,,,,,,,,,-0.01594719105192389,,0.05155737806169915,-0.008865930792945603,-0.02158803249473521
SPTAN1,0.020740948882524396,0.08761671203717804,-0.038160647993927786,0.0009958292346725318,-0.017997940035234652,-0.03207998854234379,0.10601523078780609,-0.0038666665717107794,0.002017352150846874,0.06809951785306126,0.025369649799543956,0.010830505825523567,-0.0017271134804968064,0.00595460902146863
PTH2,,,,,,,,,,,,0.029360369406824217,,
LIPC,-0.007008843147938411,0.0868782114441473,-0.017045670474765278,-0.016021562034306505,-0.004477737327833519,-0.019989144556351632,-0.06123528215175887,-0.01867664785947111,,-0.02856112851787373,0.21623662095889543,,0.12052157869626948,-0.029241166156394778
COL8A1,-0.03355587876814623,0.08584569013937939,-0.029452864402188188,-0.05260817326755943,0.03182564832462216,0.02266639107893769,-0.06697300144847745,-0.001982619336005782,-0.006623738119650349,-0.02881399930788147,-0.0024935935359461456,-0.030687995020827596,0.0626087531400125,-0.0120401458300948
GSTM2,0.030627982174898868,-0.037217735793261805,-0.03614655089993709,0.12797784636300888,0.00617154378900671,-0.010900263240636697,-0.0003768227469702883,-0.0451964458979335,0.05166682314885996,-0.025364203838871467,-0.05138029318840642,0.005929888223828194,-0.05249042623796012,-0.04494788915995564
SPX,0.024857182380607912,0.009530945510346587,-0.0014900745885195914,0.020856061382770002,0.0030787191040748483,-0.04219739176320984,0.18396739475764373,-0.012171634383832636,-0.04430783454396394,0.01437013860659132,-0.06489488135022292,-0.0414192976668917,-0.07048396908372621,-0.0799114150635214
MFGE8,-0.005808010569147189,0.017332775445141602,-0.028645187352581435,-0.004741705603238816,-0.0019480943232994103,0.024491196167957315,-0.020456175726688373,0.028836579030688675,0.005703967107629356,0.012111556591726382,-0.010396969254099886,-0.07353878018949196,0.10093699117306323,0.0017896648391125356
TGFA,0.039256806844849036,-0.052537825456454926,0.01055798332035337,0.05346225983869572,-0.008241746581674049,0.06011976057025617,-0.09712954990839147,-0.051037431654162545,-0.032687403028832634,-0.038351525460976615,0.061660843809031474,-0.00935397241489429,-0.0022722755671552987,-0.04956300252449031
SLIT2,-0.020244073278389486,0.0797433236669143,-0.006792126913292709,-0.027756970455625377,0.05106528849863835,0.04745026708116576,0.21778787762838564,0.014352792240072604,0.019804578145801763,-0.030214484500347492,-0.03938752643067782,-0.007164767113479143,0.036989062600252844,0.05699347142085585
PLTP,0.053662381846360296,0.05483599092070382,0.013924541585280734,-0.0194987295003503,-0.016425876867567153,-0.0023355836936414815,-0.19370541230026475,-0.00816745095734215,0.03037412316836428,-0.07108218101589668,-0.01605214188828294,-0.023306450748488736,0.017892328543761188,0.0017949678719138868
APOD,0.02369555270694679,-0.12418009222926135,-0.08515968941694571,-0.01938172840713658,-0.0055843187774770936,-0.046457565348942714,-0.1641328388158704,0.0013818907887688297,-0.018563635821691606,-0.11063908232250798,-0.003010063547454936,-0.05285365934880124,0.032483191391864286,0.045368670223962806
B2M,0.027883522230617117,0.09509949240720074,-0.04637596515948276,0.0026461286993550164,-0.020981128517868774,0.029475122688289064,-0.22385822595615332,0.02847301124682486,0.014172862963067731,-0.060926005267632366,0.02320653115654449,-0.028803352343397332,0.10746498562327554,0.07406996535712433
OMG,0.05829424853895636,0.040216486756588773,-0.02570134743811516,-0.0002831403172218131,-0.019279802520622166,-0.013152278004617504,-0.027683683694493387,0.015520482066636504,-0.038095220967250945,-0.08676147199548014,0.0294396476967438,0.023556362947848505,-0.02979494749280362,0.01716678523569228
CXCL3,-0.01584093227717575,0.061267829727703976,-0.03438295152626478,-0.02188547318227722,-0.02263078665430246,,-0.01738236769048788,-0.025167519518508884,0.04360707652324653,-0.022449575236474412,,-0.029993348493490883,0.0418240957185554,-0.013551732900463508
CXCL10,-0.07496426883976152,-0.021686479860965294,-0.05757602685857266,-0.01542432422907303,0.031668037715125864,0.06975720117753992,-0.13379768044143983,0.030366812292907344,-0.015918364074091085,0.07454471706931287,-0.046978950721028916,-0.022997525842452047,0.05463049634408708,-0.043432241740406115
RSPO3,,,-0.018232135300986527,,-0.012690720861667351,0.000745571228495171,0.012147398723292922,-0.028711321574687823,0.02122679381531761,0.0454054715167975,,-0.02624068496790857,-0.021173126695664644,0.044567222041907474
CORT,-0.01967077263553855,0.044648136313915086,-0.012057954764063395,-0.019011614064303708,0.023418469765656157,-0.029656054715679562,0.1074522029689441,0.0023794499004040487,0.1438331638392127,-0.010718170582761036,,-0.02799161777570956,,
NCAN,0.023486266252125854,0.010415158329152446,-0.026562250298750395,0.04416083635836027,-0.0037501599400582516,0.04891573482682783,-0.12920363213483868,-0.023224749484152235,0.006210728645726505,0.016300742407698965,0.0756558237828439,-0.007555199639624394,-0.0871668512966084,0.05975357735214204
PRG4,,-0.04329055286200269,-0.020185146542654242,,0.000681382271585686,,0.04992932139995367,0.02386539829314232,,,,0.02294516863023335,0.08556883520477357,-0.007182392321924079
ZG16B,,,-0.00012415442603588478,-0.01280974175055426,-0.005494296351328392,,0.030595496392018407,-0.012987243733295697,,,-0.010224738123388921,,0.0069999632182825575,0.1124203641298438
TGM2,-0.014753392996255405,0.1250583310481717,0.020789741185245764,-0.018880126637659027,0.0036363925788500426,-0.02149507971857859,-0.006654811935799304,0.017316131437438043,0.06289051935716485,-0.026351323914004375,-0.07692860877221944,0.006380174777353745,0.08665967573970589,0.0002688337512437931
VEGFC,-0.019670773902077443,-0.03106183600320115,0.016205086461037684,-0.016448201704777593,0.005985139871814771,-0.026424734439147408,0.032252897621508396,-0.00946641272034387,-0.012283767889967616,-0.01802025645251391,-0.00784584039026178,-0.02872514099297335,0.08302734830995076,-0.037282506238561684
WNT6,,0.06250917901101109,0.01064569403175717,-0.011846407164407213,-0.03358238344257831,-0.013221207812314537,-0.032749687481516944,0.02947725881207162,,,0.12545736053179277,0.010763493742435385,0.10028728307909122,-0.016529269593549917
NRG4,,-0.029358315386810042,0.04217736602993331,,0.058293014697659885,0.07324818219108949,-0.041481693069787565,0.03031722350030469,-0.040663451171765536,0.11499082818881572,,-0.022225301713243502,-0.021173129068666995,-0.024857486227033022
PMCH,,,-0.01424806719915286,,0.02020531056422819,,,0.010130924657681757,,,,-0.012796411096275492,0.13185895896715324,0.0030844475597207846
COL9A1,-0.011234003268168783,-0.045736592151462495,-0.037337273562291974,-0.029423561954353108,0.006354327377296844,0.1410519774331102,-0.040308811279041235,-0.0023717778010187017,-0.02074970774802047,0.01794501444660697,-0.03652950538411459,0.0031042620187377995,0.008508365285516175,-0.03631913038838776
GDF11,-0.04286796039664688,0.014123741593261269,-0.008757228002503831,0.016978956256618015,0.024961028792821683,0.044002225191097664,-0.10005312129879033,0.015528746338767326,0.030962634245441833,-0.04100358481309187,0.05280842340045986,0.02102504080006183,0.04727263112494981,0.018704851985357974
RAET1E,,,,,,,,,,,,,-0.02322677214918763,
IL24,,,,,,,,,,,,,,-0.027789842675080736
SORBS1,-0.0840893252076153,0.009745930755333046,0.026813481362582405,-0.028868290958618235,-0.02156328943625802,-0.02575219925848732,0.032644107686984135,-0.0027402963460502815,0.029732697185604104,-0.004449151166547867,0.014192402887253713,-0.03976936537112826,-0.042059435703103,-0.027324897758153655
DLL1,-0.052497558060311596,-0.00879064180890448,-0.024330228538697984,-0.014693538008920162,0.009149063827237793,0.06443679867893586,-0.0991343792324071,0.016381098308633296,0.05623523859150506,-0.06845546172231305,0.047309046019993965,0.10495024682093483,0.08560934807199795,-0.048110632501925765
TLN1,0.060395531818831324,-0.029007996342508693,-0.00793743323023979,0.08795904847655164,-0.04306080063961727,0.0636623847108382,-0.17887944932932917,-0.01621791297173414,-0.011900918418834117,-0.07073449004808845,-0.04825487228226126,0.008161614260850802,0.08826178796008967,0.027175177842529805
COL2A1,-0.018475886126592483,0.04829234586895238,-0.02968883152490121,,,-0.014323533249044267,-0.030739612393933965,,,,,0.001339174776097264,-0.00348694775861023,-0.022395260877805665
SHH,,,,,-0.013778805990762881,0.07695274870127526,0.05563302508396697,0.019465032376041448,-0.011246856994745268,,,0.004579589082952386,-0.073763674510184,0.0010475954025763185
PON2,-0.0742585497468088,0.08456203723290162,-0.04822158192893434,-0.03486531666129497,-0.03566823022091361,-0.017765158497433674,-0.21366502098601148,-0.02805987091223042,-0.019065977170148456,-0.05763543806767786,0.04897763752144285,-0.0769042987110727,-0.029149817524314798,-0.03714015691828584
ICAM5,,0.04443796873096248,0.007280503108558772,-0.015248986531263298,-0.039324178477034434,0.04930267861671137,0.18538485272434257,-0.02916019543761229,-0.007815710595320467,0.11139812539091402,,-0.04322871853869548,0.03145707876784094,0.0015143322496225255
HPX,-0.020986428508312737,0.06065586862672754,0.010661476948041277,,0.04345999308955272,0.09626968474869362,-0.04476327989346504,-0.025486660904885997,-0.009795391040463173,,0.03468560230637759,-0.011466952502307946,0.01225555381126739,0.01897729620255216
SFRP2,,-0.039123581375770704,-0.017844637328520707,,0.014781950169718115,-0.03125489645929793,0.025347736226504543,-0.021241465222084973,0.03202788282160098,0.009424287621421437,-0.07995341023664805,-0.040419331634084864,0.06277359996466021,0.01015571271998354
CFC1,,,,,,-0.006154619695883116,,-0.016344569896709536,,-0.016381023228471202,,,,0.07065122660990379
CD70,,,-0.03260171069208813,,-0.005361764590003573,,,-0.0304883456182349,,,,-0.02096935836589301,-0.03230343408749315,-0.043667570645650945
HP,-0.007466966990666686,0.02747705438828263,-0.005961988425790461,,-0.018615287777263012,,-0.08377692423430506,0.006098199078129518,-0.0296101849184128,-0.03696369822859969,0.06990818199396982,0.012483853511696492,-0.031672685290806496,-0.00968695502955209
CXCL2,0.03320452022478543,0.07087526813370233,-0.05128051573108981,-0.0060841138973153144,0.046868083434812226,0.0867019419107237,-0.05328807598895037,-0.05033218844472353,-0.013613194737200952,-0.029692106789742004,,-0.014269853617623555,0.04055091364155101,-0.05087088815689994
NPPB,,,-0.01731573004490348,,-0.03314197548821671,,,0.0052379304873168145,,,,0.13577021181827972,-0.021477781384111473,
CCK,-0.04226962966384217,0.04191898082874373,0.01748919974141417,-0.025673854526914574,0.06119452191460569,-0.01257624334840058,0.21094430167534883,-0.0126058250420693,-0.005647345506799206,0.09343535147095505,0.028790424028320365,0.018644114857939653,-0.027862480498411404,0.04157813927989805
SEMA6A,0.040963814179732924,-0.04099358784012357,-0.047224746849995045,0.009127593985984254,0.012985903852441517,0.08029553071370885,-0.1738066479766841,0.015212337578184137,-0.045168635253142575,-0.011704777620475827,0.04095211031345368,-0.018694116144812083,-0.01911365124146072,-0.034701615655655535
IRAK4,-0.030784833838164723,0.015700623070105106,-0.015789718535776185,0.04640409815639952,0.05294051111080102,0.0709290494801933,-0.111197424950187,0.006790902606190988,0.013773962415069186,-0.013745735998352786,-0.09220975946340072,-0.03188561600366494,0.01570620422056895,-0.030611680507087246
GSTP1,0.016758667611974205,0.010115947775537258,-0.04711198648887691,-0.039927405680658765,0.009201995807598156,0.04302515018649428,-0.20162050863287934,-0.08108940316259144,0.010584813925146446,-0.09190697292300083,0.06278679131260814,0.019898292626201755,-0.014881000955362936,0.031536395959212066
VCAM1,0.01963568591964446,0.1086996412758407,-0.019325922125768075,0.04954815412429067,0.03517230172463862,0.021357709677201336,-0.17868740012576312,-0.01673931600341288,0.0080160962602925,0.02284827606445368,0.0066609598614591975,0.007707137279335009,0.073038965798849,-0.08626253478657148
NXPH3,-0.04159477577319496,-0.0020555825013478133,-0.016607177470105476,-0.04902458871348301,0.01425670208459701,0.09772862660846712,-0.04755048925034337,-0.03693428084474412,-0.017748253371448478,-0.027374319105163625,0.02378793465710092,-0.034524883344006364,-0.060825751854278576,0.0678886656051669
MTMR4,0.07643616780903711,0.10790314244803009,0.036074130509488204,0.02690364788876009,0.08793516078179019,-0.012010677680738133,0.10631460226460446,-0.03455061572373146,0.058148725388900355,0.010639620188257327,-0.021017820273795056,-0.04952854185076935,0.03697571980519585,0.07560101962184469
LAMC2,,-0.026809917556650503,-0.013591037497721526,,-0.029606574231032762,0.0023227194904939636,,-0.018017173669953486,,,,-0.01242091292517195,-0.040921759962920114,0.018033021682806957
IL10,-0.020431944493688584,-0.028073170328038074,0.01799124760220957,-0.0169678658953629,0.0026565901977048203,,0.030691898788879086,0.06693751540460147,,0.008981717757601098,0.00952125419208343,0.08920159148780997,0.09014153549625707,0.007007583880130479
