,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
MFGE8,0.09373921037188612,0.036397936839796946,0.1298367214669973,0.0591761707079158,0.06981194885647689,-0.011561932944029171,0.09457436707912971,-0.0039052577257700618,0.032923164033591766,-0.03259850279847464,-0.072761136550242,0.05891332427252193,0.13294832397324527,0.060612599574071266,0.03282422351638624,0.17612531030493206,0.03157102106300043,0.017856081889442776,0.2950324493394721,0.15609808610461406
TGFA,-0.08943121818267427,-0.008424294238061075,-0.03053239789971361,0.04308146860528104,0.0035840495367967726,0.029687434122583074,0.17132584267691858,0.008150188919329239,-0.017632607730469946,0.042748322861287984,0.012005492860013013,-0.002011165707101344,0.06436875777848519,0.23598103351326932,0.011777462363809785,0.021692124224650163,-0.005846102530939591,-0.04486912811756882,0.09472302213352637,0.05804049366073151
SLIT2,0.07545286924810697,-0.08220163929414676,0.09236547280575234,0.027147547377417973,-0.029368079976283733,0.05030638734627598,-0.02031892066435909,0.04316284107004685,0.007248150589495438,-0.006276515981032593,0.011801818850741764,-0.0492734967067081,0.17663102790113458,0.023488725217237633,0.048026034688809296,0.03570050411627569,0.05717484897627875,0.009842306139301106,0.12523484841687824,0.059944077927114835
PLTP,0.047540767379302136,0.07520374754975263,0.016527712603338112,0.19206530445457487,-0.03102954802315032,-0.00954943530699184,0.13796935544839817,-0.0243785553053309,0.061049961471382745,0.01239116833536349,0.08542912370945308,0.018683025291924935,0.17473935164195908,-0.002491625422258458,-0.026666236659529816,0.13866221784656843,0.05683884326622653,0.0009164296175513681,0.0019766928431494734,0.045153180011608646
APOD,-0.14916870350093506,-0.0669599702867778,-0.03655268420090341,0.024471419846708222,-0.03555674088542685,0.08082114061180479,-0.04214593169810267,-0.01795123802586414,-0.027422786531606718,-0.007097705081115893,0.005794827362598634,-0.01737955074464099,-0.26187291320104567,-0.01278804539760044,0.0746431892591104,-0.25098773258031226,0.1272858520242233,-0.01414280215480867,-0.15108777936143247,-0.05144791401103719
B2M,-0.00010046068528590659,0.08190025766243755,0.13243811650245407,0.09213860503008485,-0.027735001168991136,-0.005346058160693181,0.23979773495821213,0.022659816165183526,0.00022737406544028784,0.04578199241317138,0.010298248119067701,0.013367631269321308,0.16874271530489732,-0.006215314214825562,0.07119642535866641,0.060519764048227315,0.09043927710096433,0.0049974867737286,0.28391997624096543,0.06600501924571416
OMG,-0.0029556023007116235,0.006645751859735327,-0.05164466091530864,0.05376241088350394,0.009359335530325898,0.009099310998345378,-0.04604696856682024,-0.017047414809026298,-0.034513208874977754,-0.009134016754184385,-0.04026923726002448,-0.00010163634517779564,-0.10300422947030419,-0.050594554437010844,0.009046522560763269,-0.21078322123719725,-0.004564477988411009,-0.013735323728884965,-0.0413520744141552,-0.12110918184382179
CXCL3,-0.06554011181388882,0.031592594001414114,-0.038561978090670516,0.011081018099519826,0.03858447488497256,-0.023240429695855717,,0.005475804871980377,-0.03420556267065444,-0.035695294456225525,0.08196229872087221,-0.015775801603721065,0.040323701531876976,0.07948027446698093,,,-0.049449154334487926,0.0045498206464371005,0.07729619754961461,0.01234001741554582
CXCL10,0.009474406543441876,0.05668049936581896,-0.0037679533381722845,,-0.022903785182108054,0.014423289615122391,0.06009491373912142,-0.01603726766427909,0.030449004586657273,0.03896084001642318,0.014082247011519706,-0.02506965790050355,0.10048788389300166,-0.022021126642507983,-0.06674881889781838,0.07855306983491124,-0.019009321074243333,-0.013657093353883126,0.10429681795325015,-0.03138828590263804
RSPO3,,,-0.048884745761151545,0.027149789291672943,-0.018103583649179373,-0.01618665692863809,-0.051981370169595524,0.036148198190898095,-0.04920305205068242,-0.011056113652915922,,-0.016485408627096236,,,,,0.02866524350415937,0.016067521100402642,0.06848522149392398,0.02012689459434119
CORT,-0.032000184455767876,-0.016080195645612704,0.011301285445064388,0.051660029008153564,-0.04059867641946255,-0.00630756304905473,-0.05973151086190294,-0.0032239131493254497,-0.023710739934609745,-0.004318586260039579,,-0.013028628938947144,,,,,-0.014830715109794182,0.007406220804447805,,
NCAN,-0.035849454720083336,0.027669369400604583,0.014934162334283787,0.09054210908860569,-0.009854446768911514,-0.0012458643426890704,0.17441346457081458,0.02112193945409931,-0.019668740786365154,-0.014608549686796164,,0.019308441197328725,-0.1778096332211973,-0.04838014312449371,0.08304061055704905,0.010650498280598964,0.01884907254235385,0.00940891636229977,-0.16611245795547985,-0.05067392820766445
PRG4,,-0.06684623658045329,0.01787868558376545,0.0009992729824071557,0.03190223137790323,-0.011351720629163063,,-0.050656280518352644,,,,0.01607259628871401,,,,,0.05494241883913292,0.01943943168635963,0.09208932924904877,0.19033639476643946
ZG16B,,,-0.04276406645875447,,-0.006373629551413998,,,-0.02708052052989406,,,-0.03361871857487978,,,,,0.11694003512241379,,,0.08343801170331591,-0.005055020482242747
