,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,,,-0.012862605430846597,
BMP1,-0.005595799542011232,0.04453899950414732,0.1251081061560206,0.05478576912826365,-0.008660222721739767,0.05689264692300016,0.14042844002623783,-0.01894477043828483,0.05143298359588449,0.005297213557871412,0.2143476028345267,0.03316028364766075,0.17772374847267783,0.020240419381377408,-0.006014753795136865,0.13933033771540373,0.05582063285319448,0.0014308891697624947,0.350050173079852,0.21457779131182375
NDP,-0.012171551071062013,0.000628180966464307,0.016786785906194902,0.05520155430642262,-0.04170241489851395,-0.06263970798089852,-0.057956934345744365,-0.015173298495185367,0.07484918585287043,-0.01237220567583815,0.05586540104815576,0.0060769310558237795,0.2660446528069436,-0.17135147964704686,-0.007512718218238234,-0.03322246078522015,-0.0023420322329166083,0.06273196304303884,-0.0020760200934558416,0.06706945110932098
TNFSF18,-0.023517840569244188,0.06349099366069325,0.03412416636853511,,,,0.10884918656931417,0.028029957358991296,,,,,0.1721887221673937,,0.026857362160398378,,,,0.06346165255368648,0.002670816232602422
IL36G,,,,,,,,,,,,-0.019274167823649407,,,,,,,,
RTN4,-0.07235227643445337,-0.006833350703506654,-0.04600056581219942,0.08422246399241831,0.017126136979438353,-0.056264284590261636,-0.2341280859709405,0.0021421377203825168,0.03735967466532498,-0.0999519821572642,0.018680801319204476,-0.04380427377125476,0.008960572295862177,0.23400895301902175,0.14559622160003477,-0.058396297490943924,-0.060516235462761594,-0.019560420100314058,0.048909766911024034,-0.14247196999591308
HEBP1,0.030085694686299642,0.08173655711228317,0.026125632297428817,0.030238855397226743,-0.006021387826106076,-0.02735194849475795,0.09416664422413147,0.032998141884235964,-0.03181945759183153,0.016331156474650513,0.06440950735113493,0.05459184759197656,0.10544730545183745,0.11605091168293269,-0.013801193436119736,0.02433554840529591,-0.003152290434428738,0.06866523222004543,0.0702339472571543,0.04995251436474683
WNT7B,-0.012978416287301084,0.004227719013694852,-0.02726289929669795,0.01940090013131888,0.05024356750571121,-0.0005006298794813641,0.025638504083675347,0.005008964445036062,0.006297627613794855,,0.13631740252413388,-0.02118453162026461,0.028154852550711828,0.1497845768101702,,0.021742426250988687,0.030242239227438114,-0.019693730311096898,0.11085683880752986,-0.013383555468625616
PTMA,-0.047818646021591006,-0.027497238528817747,0.02216095473300822,0.02334199640595876,0.04868044800528298,0.017068907714575643,0.3146362383830832,0.04099289082016668,-0.05624758635002992,-0.008901635057811164,0.20037159739138116,0.10878400878393094,0.04794918200555186,-0.17572769202736097,-0.0092986004195187,-0.12213834779320148,0.0009209700899736538,0.04199168459022649,0.1967825472774279,0.05317912533240689
FASLG,0.025065591327423666,,,,,,,,,,,,,,,,,,0.07546806613392076,
CEACAM1,0.06529834855035722,,-0.04914006732761606,,-0.010605986497565202,0.029628638660765226,,0.009402326728322589,,,,,,0.05206533338995075,0.05640036387573328,-0.014938004586365239,-0.016268860516898975,-0.021128846100919915,0.0262696323684174,
PDAP1,0.06164712128070734,-0.024442629220547966,0.008933784460362913,0.05372904874995284,-0.05406124053653812,0.05722073035845321,0.0492942574608491,-0.008007723762216626,-0.003107028248575508,-0.05519862285599748,0.1164334523028127,0.010263013386087134,0.07787447551999117,-0.22325717023316405,-0.029096091123025223,0.00022244262553771347,-0.034743781959810455,-0.01573990340835945,-0.055273617573443554,-0.006267747493675308
QDPR,-0.11126949315128261,-0.043860683622717986,-0.06259533765357696,0.07903995261767714,0.025903272307493532,-0.04293181530547609,-0.062499598797145964,-0.045828237966672056,-0.08146987651499091,-0.018194607612868896,0.17590134402453791,-0.035556663331829615,0.058469330142980856,0.10552588197164432,0.05740742363505989,-0.23634216640008815,0.043893971142833665,-0.04407856733805827,0.03029059085116974,-0.14325050405157075
POMC,0.08358242642810994,0.010151250434407086,0.10834675947269036,,-0.005489889363858702,-0.012157401979762571,-0.02504912899924807,-0.028444555911605135,0.08022016021901136,-0.02796350657610209,0.06950126693008035,-0.04129511114527115,0.11290853710741719,0.026826513051482773,-0.03769276491126929,0.009380318133767235,0.005031303086440323,0.04002885384102353,0.07875043152118841,-0.009568815563490093
CCL18,,-0.014754051226091032,-0.04015179882964681,,,,,,,-0.0679259774460388,0.15157830907807937,,,0.007430610157395271,,-0.052954277172338506,0.023932045146818584,-0.012481318770211327,,
CCL17,,,,,-0.004415952898716275,,,-0.03905746443010858,-0.016872261856888355,,,-0.01760749950034272,,,,,-0.005410730120371089,,0.026221518880665574,
VEGFD,,0.05162689551251662,0.007992975189949812,,0.0589326855197033,-0.008653601335574936,,-0.02128794527146878,-0.006774617075018269,-0.027377717986260576,-0.016204157028676062,-0.018870502577528828,,-0.030698917323881216,0.05414132746439751,,-0.016268860516898975,,,
TNFSF13,,,0.01087310067976255,,-0.018103583054668373,,0.025562642488761268,,,,,,,,,,-0.025527524146259785,-0.02372627806250044,0.09373417183830539,-0.022661275781549795
WNT5A,0.03470645543058136,0.061857518715519796,-0.001196990540741345,0.025254683566758983,-0.01876733744098978,-0.0013293577976196973,0.27421778276220565,0.002964178445763184,0.1016521633487147,0.007079961796929344,0.055436069301726607,-0.008273912210289482,0.04302923790593886,0.07986531780713664,-0.036098436546684765,0.11342744048773726,0.0174606210615831,-0.02684539491114684,0.1736766918037443,0.10765609773615349
CXCL8,,0.048050426852446024,-0.05183755734403529,-0.045100731950270354,0.07475409306928166,0.007364522897086021,0.08954439393337271,0.03882710794702141,-0.031038514949741452,0.017041717770265873,-0.06608991350784256,0.06949449189154017,,0.20796663218726416,-0.0212999205334391,0.05992050358893555,-0.015910623317967276,-0.0613996127965461,-0.02413170905003303,-0.03794817238897613
GRN,-0.04321396823001886,0.04339987586059029,0.15219765874152574,0.08554520628902948,0.005319026340005152,0.026179751543552933,0.17473583368420367,-0.03079269063440767,-0.009711238790099795,0.03728572785832029,0.03979400815393263,0.013166115439002634,0.22192102631142768,-0.06474464072313797,0.07808502885301472,0.14244574678921368,0.03389436966910081,0.01841646590466789,0.28778146035352886,0.05090006792761049
MIA,0.13075896647040247,0.05027321014675311,-0.050041895097512265,0.029703543870098274,-0.01792694891580719,0.04540922667483219,0.004043920091613552,-0.03739464808343694,0.032217986651000126,,0.017169844672288888,0.027638824298947897,0.1786536397514251,0.19405621615501603,0.0521391953003163,0.06586698911968414,0.05573791674279812,-0.005635206149481442,-0.015556278081269352,0.11413176334117624
COL4A4,0.024638714686341802,-0.005382801685158728,0.005463855990918937,-0.02931896958722266,0.001755866113600207,0.022984606453551264,-0.03455082339576568,0.0008103549374002899,0.019296368040506533,,,0.09640215752420814,,,-0.06431400405839174,-0.04128392678531219,0.005227230719299745,0.004110698044409002,0.10161480439156895,0.03736515120666993
TAC1,0.027741263590816155,-0.05780376555408659,-0.028475489254396698,0.08091559189362221,0.01736227208942119,-0.03446259869633129,-0.2207328360216912,-0.03964342588515156,0.005980585124793235,0.008691726084210776,,-0.044428677627419304,,,,,,-0.02606385224381444,0.005847404618051459,-0.010298533571453418
RARRES2,0.11973636045264034,-0.049904699241293336,-0.08785791613618461,0.002867057661913719,-0.04497433931435657,-0.003950755712558574,0.17811319175975698,0.01183914440685723,-0.010275749863769607,0.05559664254786757,-0.21551152757037567,0.0060336515765666825,0.005004412879650058,0.12876823985243507,-0.06995063498877596,0.041594667168147643,0.033618973836341194,0.04203751283896442,0.00039176065813753617,0.028237922239219084
FGF7,-0.05164143850866761,0.006640880887180762,,-0.01497845758770471,0.0859254614356958,-0.014350734195524704,0.002752008409605532,0.042642792101857445,0.0520889476998866,-0.012564926588905798,0.023585379207779044,0.01624097542715063,0.07131029793829889,0.10233828409454704,0.07072095335647167,0.1284488932828757,0.04287470095263798,-0.013035970374172482,0.0465177630587129,0.041565165779713184
EFNA2,,,,,,,,,,,,,,,,,-0.015462463159104515,,,
HBEGF,-0.040258993763930155,0.06782515938016075,0.17119293894577703,0.033486905606157615,-0.010165478760237594,0.05798236759506126,0.1551938954085457,-0.00023958322590537302,-0.004084532514096592,-0.014829916935668073,0.11404580136494485,0.045748265227399644,0.23774953381010433,0.296018367528761,0.04251218143520226,0.15262390494043743,-0.024326025016518912,0.006580070418025537,0.24573040730433826,0.16256611202094434
CSF3,,0.04676427087883645,,0.037574686238606166,0.13119094506943302,0.015210547186103133,,,,,-0.03140506516016135,,,,,,-0.0071843239845912855,-0.030291087057857814,0.05387657771592297,0.08938609154122878
PI3,,0.1460945091871953,-0.026802137355896413,0.028314067377096006,0.08480828018980875,-0.028002280898745482,,,,,,,,0.18281761366524343,,,-0.07214202496830609,-0.044669213929583146,-0.12598600417697295,0.02391598279556622
PCSK1N,0.10925390538272249,-0.06320520787271261,-0.020439461171293014,0.029742262811983142,-0.024399787885454195,-0.04030422190123624,-0.11705739143487683,0.01025923808706826,-0.035703117406082584,-0.07732799686714925,0.1104281673062426,-0.07706981546659178,0.05034475393748633,0.0827646311207878,0.1685898272797059,0.026644154031028277,0.013874499983224865,-0.015230544231321908,-0.05941390403674191,-0.09785746616154589
NTS,,,,,,0.04713402113445351,-0.033334517263584086,-0.03419721710026453,-0.016795015180084395,0.12326497915829202,,,,,,,-0.01883807714941897,0.07912036460560358,-0.07492676780095055,
SFRP1,-0.003136442966264989,-0.037262045563134095,-0.026644398669680113,,-0.022900244282813807,0.043861423176807045,0.144759736599101,-0.017558526855893205,0.002357810922617744,0.056643441014972006,0.15641243497772483,0.06785030394431546,0.1109210139772187,-0.02693890360258823,-0.03882425292956891,-0.004935117599702622,0.049451796683825475,0.04441640755461085,0.07723114415822326,-0.002204593082019301
CXCL13,,,,-0.01693040632284569,,0.03598981883047254,,,,,0.08049926530925319,,,,,,-0.039727475740924896,0.014474518880890547,,0.1055314649937047
MICA,-0.015102487283716319,-0.0041531131133903205,0.08990064079498375,0.046037623113974024,0.05175850910816903,0.03382890513846599,0.0740098213877678,0.001982260383049298,0.03698810544229015,-0.04199079044914493,-0.01846911206722779,0.013128331412236585,0.12076766681458077,0.038301909132384945,0.019808257581011707,-0.02013843479355396,0.04006242349473347,0.009614117542907587,0.21395846450049488,0.047960003423634094
TG,0.07767774164796862,0.037692320359820425,-0.0466629316001605,,-0.024712991764036258,0.05141563286820182,-0.006579969456669004,-0.023864468402785187,0.0029837836145211985,,0.01876102519458248,0.012040216644101178,0.01817882597955428,0.02325961450918719,0.1124988618153284,0.020746786905275236,-0.0232011513207778,0.03482762144184453,0.0652046765910729,-0.016266714318354886
ADA,0.10841380077233402,-0.06136938143190748,0.13334283874615677,0.05945744028197724,-0.01272457480017565,0.03668778666790638,0.12847265108147257,-0.02465445919013184,-0.01119250213779301,-0.004162262960129121,0.08470332574049144,0.040302984789664945,0.10983850901025617,-0.12779414461752844,0.021502010058017107,0.1562320369858156,-0.030409096660070176,0.08660309415942448,0.2895894067946408,0.02868978767809105
LAMC3,0.064456761251907,0.005489978343686519,0.2296258641533352,0.0719169327996579,0.015967297227369566,0.0624500953713,0.10997912133561012,0.007067761084642127,0.058919194487688016,0.01157065283775163,0.07790862388729031,0.0019956253123073727,0.1103448743524416,-0.09857585298613901,-0.06565942122576322,0.08770399286873086,0.06976918045653666,0.06691926025797565,0.2816438621567954,0.12304328132044359
CCL7,,,-0.02294917173762663,,-0.017867453560727036,0.050367864566986276,,,,,,,,,,,,,0.05103160357084941,0.01172019660009969
NGF,,-0.04387380251073724,0.06143050383466404,,0.026195391711494074,0.059240000418138455,0.003041276804446652,,,-0.024648756882067382,0.124216873493087,,,,-0.0111946508327007,0.08761221613339035,0.09342840201195633,0.017081367946716372,0.10722078989005053,0.07746409532172437
TNFSF15,,-0.05427736930578344,,,0.06861378681415659,0.061351073975491985,0.014635960814280051,,,,0.04437752767465272,,0.004138211883697235,,0.023555011489844842,0.014237413227032751,,-0.018810245029129556,0.09993507650439326,0.0518587220122509
HMGB1,0.058770643991088674,-0.049638921252282,-0.038386351569501154,0.0610375996086245,-0.03433767321404295,0.0013746617349034381,0.1584912762964319,-0.03538141627847121,-0.005935991308340354,-0.010756358681427538,0.171871088203634,-0.011509096601115083,-0.00633035966273657,-0.3654851168208929,-0.14293167213803273,-0.036828770209256484,0.019191319623800742,0.029590275185075624,-0.212239829428102,0.06355185749397864
ITGB3BP,0.024493871792982614,0.021457656599925868,-0.005661003492403262,0.0950213504150546,0.04251619611611777,0.00255807904677113,0.21898006062382708,0.03293833971789697,-0.02356318323480329,-0.01703558556905825,0.04008034944408394,0.054329600230357086,0.18555101929096585,-0.13128819994969118,0.08038594891814155,0.11223078379434204,0.018934071574334004,-0.0572595036196123,0.04933867908295026,0.12801064546413382
AANAT,,0.00408961839569815,0.04194763637277456,,-0.002142817881577436,-0.009803602899123007,,0.006631467232056427,-0.020695728698300185,0.0248214137303238,,0.048090691184526024,,0.05559367502193705,,0.06755211859250672,-0.020808287471513098,,-0.030785932644331042,0.09162535734959791
RELN,0.03310680255406484,-0.016973742210539305,-0.030094300551674436,0.061482360964890036,-0.031423769329042,0.02083611358248278,-0.05799856580451948,0.0011852028125582364,-0.035965308458222565,-0.0489200599847645,,-0.013420960168651097,,,0.10356363735478112,,,-0.022720737485145113,,-0.04258453415570335
IL15,0.008308548913819214,-0.03061008313465097,0.037077711133992476,,-0.020581331422339755,-0.014540866980431352,-0.0401399665072245,-0.046561054923682205,-0.0414939649061129,0.10794058923652439,-0.015886953746732674,0.07153709228649248,0.004022959902164426,-0.046557711739906714,0.027557869160281193,0.0014262034743754283,0.07092849402991991,0.006093255555085135,0.14985409883270148,0.041780447429321126
UTS2,,,,,,,,,,,,,0.09684554872025573,0.02014480803963121,,,,,,
BSG,0.13655864754566044,-0.05179036858509249,0.023484970549497827,-0.030541127212214796,-0.06608058748329027,0.030198024412009396,0.15131006051295087,0.03450923049045609,-0.005109267509626946,0.004471595074841176,-0.09736762819742872,0.016728487987373888,0.2227408930665481,0.4545918434196435,0.056156121612201904,0.09463331933496437,0.023590050276734987,-0.032534343692971854,0.11153391217619649,0.14927844750970698
ADAMTS3,0.02787930205814773,0.0650890040069772,0.06741170831463705,,-0.007873945930395046,-0.0041049415374978405,0.03366871919353692,-0.008208968025264623,0.0514409744434627,-0.03721112592350334,-0.05809081788826754,0.010276884141595027,0.18533095741066966,-0.09735498226133754,,0.06019234365158749,0.03964174062916025,-0.040796988336292826,0.08151897338873408,0.10590971740147105
CD34,0.03276021670913341,0.02165848635130887,0.14733185427117307,0.0725942543326724,0.020532069869285838,0.03448234207831368,0.05838615250108223,-0.052001456020554504,0.04312038256508412,0.07543974287148907,0.13202458057584962,0.003060051427428673,0.08697751818209938,-0.1313097236782894,0.012271693912981494,0.10444650822180952,0.06821329526175174,0.03973774854207492,0.2919020791087222,0.03211963177485937
CCL23,,,,,,,,,,,,,-0.0031139256434287383,,,,,,,
PLAT,0.14170312587316924,0.08019954843473792,0.1159608067825158,0.023227645238771875,-0.007375346222717062,-0.03300916387668174,0.22722704392095294,-0.011711163711287364,-0.02220090752037926,0.018966226392595452,0.009948863523490253,-0.011830167496064315,0.024451612990358106,-0.05220462742046775,-0.01494653821869254,0.07206031646876619,0.002187149853585765,0.021781132469781327,0.2120435726520386,0.1818723500435119
NTF3,,,,,,,,,0.014061455359661535,,0.04881922106631132,,,,,,0.06740252550694305,-0.010070339947644981,,
LTA,,,,,0.0032460610184684735,,,-0.034081090875009816,,,,0.10181236739571137,,,,,,,0.06936593719128373,
CKLF,-0.012843758045238397,-0.03247414653367045,0.03736714681969595,0.06685924501122129,0.011715657558892839,0.009190444473260376,0.17928279331986105,-0.035018060289206523,0.07221788941686316,0.0332972250774502,0.05011677077059267,0.027069016967903724,0.11721144964047162,-0.020123608962931798,0.045527537867874314,0.09445760033683549,0.0488561940376909,0.02672539634795059,-0.024050168272519316,-0.033667328973113114
APELA,,,,,,,,,,,-0.04956513646495332,,,,,,,,,
CD24,0.004104482882143174,-0.06394469391841912,-0.012505788378638836,0.036254671373432,0.03307498659442728,0.07388319845573248,0.11073447751857353,-0.028258655194555875,0.017872571049830713,0.06910314148360205,0.26615707079670126,0.06458662872495811,0.054636385161132686,-0.07211166074428216,-0.01999754683965121,0.12829630883871185,0.00874127952327346,0.0003828627951589182,-0.008177371540712661,0.00816414012028128
HSP90AA1,-0.01782617662032004,0.005640089352702221,-0.08940730108703264,-0.088792273306847,0.006324684631765281,-0.07246915850022005,-0.26006749263085244,0.013836537598719492,-0.03476742457569623,-0.05795581707974318,0.023679013209398827,-0.03555339694794662,-0.02090152911163656,0.16209262412439007,-0.12974385876905217,-0.11309013504572582,-0.0553159269925094,-0.0014297901179342308,-0.22497515232942136,-0.08736260026407215
BMP4,-0.002090750576066732,-0.02526164533840445,0.02206103875097776,0.06762215057405924,0.07622332256276283,-0.001149342357106528,0.19930754920013,-0.011235264138603143,-0.014203665771854914,-0.021559845204798273,0.031655977642765454,0.053817704261389904,0.18035186130858466,-0.07213620915464784,-0.014604211739759242,0.11101619287676638,-0.034264523883377876,-0.03201704099519894,0.18533269512902975,0.025616482609089497
SCGB3A1,,,-0.04025878475420664,-0.014983451846218989,,0.04562597990660716,0.04189147161853519,,-0.0319741366926209,0.000560136707124438,0.006527962803299784,-0.015285246920350097,0.02512865421938855,-0.08773203195594503,-0.07993532317653901,,0.05696041047501808,0.019731498096967226,0.15825568390517697,0.01873301578742957
IGFBP4,0.07225181940667605,0.03067395143555137,0.21317461028964024,0.11528376208937029,0.009169006403963186,0.010711054374059397,0.22675913226907882,0.011975324301781373,-0.03559415482811146,0.02222651548161012,0.1979233469425474,0.00254065075949849,-0.016794135481897985,-0.16350951848064924,0.11971733346332042,0.13232727639135716,0.0461255553806673,0.028590638340766465,0.38555937244446725,0.1328357764546012
RSPO4,,-0.030870131027521754,,,-0.03505283436702919,-0.020306119418225934,,-0.01016934775004506,0.009761377395220932,,,0.01406773108581761,,,0.1057705969911486,,,0.0015548151804411269,0.024499831057524207,0.02578388343672231
LEFTY2,0.04745779944638755,0.06809888752668887,0.10677263889047385,0.14832003805692956,-0.007716875010607683,0.07086742534718445,0.13502898784084422,-0.06517644492642818,-0.008570314961746692,-0.024648756882067382,-0.06157545733453431,0.025408013128621072,-0.09022777149389652,-0.18685595682001685,,0.19344205637600786,0.16523907240567004,0.009252318453240965,0.14986196968026036,0.17027879116947017
PF4,,,-0.016742370912667934,,0.002820579380717264,,,,,,,,,,,,-0.014172418001514302,,0.07416170656951912,-0.0016479417842126612
ANGPTL2,0.011625411416165543,0.043320072963618575,0.05817362910100463,0.038901194897565675,-0.05564749204323953,0.07448177471850949,0.30641686889185554,0.011569384221053062,0.06201414724198743,-0.023850208775821218,0.046998677055460084,0.0938366089332573,0.18819726395317543,-0.11054424815082017,0.10034634785930202,0.004225982545288597,0.05318620741733149,-0.022447170715973474,0.271155390045412,0.19670721000606894
LRIG2,-0.03623712426611184,-0.014440136489454868,0.04897618607363508,0.022150933884271473,0.0031411061591414178,-0.028806745826135387,0.10275313579109349,0.009317528355051782,0.014378200107837814,-0.008860201222810922,0.09618584820038217,0.015464698108051815,0.004845744143860774,0.14777847544511624,0.008214382183926706,0.13999554712800433,-0.0032456406861359416,-0.0075909751044293,0.08840270849839692,0.09878206187193397
ICOSLG,-0.019194189127768484,0.03646753164619484,0.09003295652437021,0.08320153501844903,-0.010580659553407413,-0.018292217087778076,0.15891232287058535,-0.015353150764237218,0.005110588420864572,0.027764613253829003,0.02912776703901517,-0.017895109942681772,0.051692306871419035,0.056392621314170485,0.06722910290495009,0.10718839678978152,0.0009191611576892361,-0.009837354403894724,0.1767787404015649,0.07999799661965498
WIF1,,-0.07101672055442124,-0.07337141571394849,0.010551676153129269,,0.00017043569112263214,-0.21460267947476902,0.006435657769715639,0.038289641907996684,0.013448109014034362,,-0.04975115973360776,,,,,,-0.024455118449929116,,-0.025734666611253273
NPPC,0.08151444050299289,0.04098611432325398,-0.024350706374477876,0.053301909681669375,0.048932087117040134,-0.018717177730784372,-0.06966668579612091,0.015160668317508275,-0.009453051857357104,0.009448089394724708,,0.0818775667877464,-0.04643306508125425,0.008290965882688486,0.0066146207340016,0.03944178839691937,-0.026815164977846844,-0.0031647798505779036,,0.020308275835321393
LYZ,-0.04905830747827787,-0.0178193956855744,0.021820541187234845,0.059476188145756705,0.01495690185408566,0.04613767057426572,0.056720916078589756,0.028475778154240097,-0.004434004101724931,0.001835393281344866,-0.04365094533372468,0.04494666017429074,0.22830753116640407,0.03496991921234618,-0.008576320168704606,0.07446188072321257,0.05141073306056025,-0.0043493837394955395,0.1635198925452186,-0.08106998697141482
EREG,,,,0.055036883354351494,,0.017745710062660434,,,,-0.02535636751929496,0.00800560499811276,,,,,,0.011726339739736509,-0.032766098502046016,0.05170283748574659,-0.03262947855100504
SPTAN1,0.11497958332276918,-0.002769190129059249,-0.01881687083005735,0.10814352172565002,0.02057560933833951,-0.03684535315379118,-0.1093657848106047,-0.039047022454028704,0.02870375383461046,-0.005712969908503814,0.03313669216915192,-0.003810500516610065,0.052124139354191204,0.012730853139302568,-0.07343551709673156,0.08930872241001357,0.03979356501338375,0.007979217529989075,-0.08364961938567055,-0.09174075445517539
PTH2,,,,,,,,,,,,,,,,,,-0.002336597298320369,,
LIPC,0.049470071760147505,0.0337168076840921,-0.013881082445568441,,0.016283934882446914,-0.03551964814798223,-0.03490940860760415,-0.022133353875306298,,-0.04541279207774044,0.05888812867333427,-0.024745291421049326,5.494449045866017e-05,-0.0662986525543245,0.1069908660304728,-0.03573932321463704,,,0.08031609454295095,0.038546095830544566
COL8A1,0.0217372771628554,0.023549356015260987,0.16444533924500135,0.00756495697229168,0.021508034798464883,0.06695721463551428,0.16660068163501585,0.0522588181628849,-0.0030098876663977032,0.011429085080104614,-0.12505166716307034,-0.00945512131260545,0.13548721822949358,0.08893594496528508,-0.0368600206668052,0.05081640743148136,0.055202047288546156,0.03374314439533548,0.18239055900795065,0.18052413092264458
GSTM2,-0.01401462720772468,-0.08306705381557214,-0.09179366767445656,0.04418073872284942,-0.015200202523639534,0.024025402978600237,-0.03394374663316648,0.023987914481905147,-0.02900608459561314,0.017043829240474834,-0.02293323040494182,0.02645605704350839,0.015432873271018962,0.06713426785413613,-0.007818166215356021,0.0898343749274734,-0.012296059742363013,-0.0037786390085077478,-0.014606550347092788,0.06001355463741685
IL4,,,,,,,,,,,,,,0.044550756811963736,,,,,,
SPX,-0.06804285278661867,-0.038095976809129475,-0.014413153392724944,,0.03243113535433939,-0.048857048277478055,-0.05115783823179161,-0.020443839666420226,-0.0033224064747136885,-0.06753991672356971,,-0.054096945881310476,-0.0058319976382591645,,,0.004899885363057754,0.005386796463466719,-0.041509979573127305,-0.157555886965605,-0.020025148566463463
