,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.13696477212135796,,,,,,,,,,-0.024544936503291197,,0.03693773598600751,
BMP1,0.06046686829541463,0.03086556269749659,0.012323544049465613,-0.07500860117547033,0.00015732393037110368,0.11045022573064535,0.01588315807238394,-0.018188009695838482,0.007507511393898017,0.09179767368118928,0.04224873810428267,-0.057411121547583266,0.1259297694147459,0.03942523417319203,-0.0492975695153137,0.09317316519515437,-0.057331338160083234,0.04298268510012817,0.10492754188726604
NDP,-0.007962452707656073,0.00291571801059675,-0.053919673837690876,-0.08412623079251798,0.023605420763240403,-0.0010392795993490994,-0.012556111148044212,0.047364923193681026,0.0033522413923860388,0.05727692535606555,0.06884715177415134,-0.016076657679421607,0.014171629219994509,0.07712234405413675,0.09225615075789066,0.14537179007889314,-0.05581527134584549,0.066198379488116,0.018328844993254975
TNFSF18,0.1307283117930035,-0.004299119888528634,0.05806366545799539,,0.07276320080216103,0.030805433043863628,-0.019422375862332426,,,,,-0.043712300815757756,,,,-0.02531275977227268,,0.0636069154166,0.13369027698897307
IL36G,,,,,,,,,,,0.03018048508451581,,,,,,,,
RTN4,-0.07662290023984375,0.023805802108344015,0.06258886886123952,-0.07658423312599565,-0.02108225667906394,-0.12625605891356453,-0.038531625422718534,-0.035089290209951086,0.008039039031001755,-0.05643505394513066,-0.03189443117976306,-0.006702416705149232,-0.06457468024219011,-0.04203735328826157,-0.04840855073640226,-0.01600629342513185,0.06528917017144294,0.04230591150145602,-0.18309837603472814
HEBP1,0.0578256811660686,0.11529215585401516,0.06113960702985638,0.057433280269794315,0.00874757192450342,0.01533632288141704,0.0042933970926535515,0.01473379577499666,0.07384080126461377,-0.04020893042106724,-0.04287887681377864,-0.0415102680996266,-0.02199493769194834,-0.0001376832894377626,0.08500484521675125,-0.0067811056987653546,0.028805554945978768,0.08207543995079411,0.021862546741660275
WNT7B,-0.09886785231659474,-0.04647958109634383,-0.020649633186899937,0.04037879897352334,0.004390344352129056,-0.008296477921725266,0.03839382832194135,0.0011205263340603377,,-0.010858518547455273,-0.016577860248930827,0.07661323759277859,-0.04264692476436705,0.004608806594647277,0.014815623741546234,0.012673463890701108,0.005335101947192787,0.014849126660339251,-0.01517553964820307
PTMA,-0.047246218767415256,-0.07359087091283695,-0.026245647077953883,0.07449407682152104,0.020780744669225023,-0.03699007346612161,-0.07772347545751516,-0.020332007468533767,-0.0095568167963702,0.10769361464578965,0.0475455518398902,-0.02759416953425756,-0.05315794465262864,-0.07434771369342111,0.015736165956834223,-0.051578707641665535,-0.0523820007428232,-0.05154282532930408,-0.05894568367768015
FASLG,,,,,,,,,,,,,,,,,,0.03151412030455187,
CEACAM1,,-0.0330007507035072,-0.01584735147914117,-0.03313902640510142,,0.03346670751566779,-0.03054677016043094,,,,,,0.059006947020729776,0.0007537467324381764,0.002208166918391076,0.01796195443191838,-0.03321475944126566,0.04053655833743413,
PDAP1,0.029883140819687872,0.007685080990769971,-0.0036930036606006933,0.041271340640858974,0.0075496733293164715,0.09272029576171953,-0.03213722348367432,0.031223022000794912,0.019250000582863032,0.09869610940704908,0.04665916795357164,0.06749780038373349,0.029113235201355517,-0.07480716063742562,-0.044620279504185414,0.032236395259378985,0.0114683869451339,-0.046876168552678406,0.0139829261099622
QDPR,0.013387659520600507,-0.03470680000634036,0.010429589176106953,-0.038563568453973664,-0.008552598728661718,-0.11848749933120575,-0.06787441947498711,0.039446254549396625,-0.005799626018506916,0.11565650144832133,-0.017398547108701812,0.03254693713372222,0.18065660078124865,0.06641567033446762,0.05606867505265285,-0.07873165529699323,-0.026045836673290787,0.05084986878389647,-0.08253401654697538
POMC,-0.04284202453962644,-0.05862527345586682,-0.016756683239193184,-0.0020788376680362015,0.028904859777583086,0.007651792417095607,0.07991048484032917,-0.011861019669795731,-0.01832013778417326,0.019590442246276114,0.025267418268088763,0.0469660549393637,0.02913802133282234,0.027510266639709294,0.01595009685230512,0.00784771061980532,-0.02209138648650739,-0.014903253036635164,0.07351557096213025
