,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL17,,,,-0.004416610116070925,,,0.01773302285148386,,0.04435113533787317,,-0.014604112855033893,-0.022230500800325566,,-0.041524851180675004,
VEGFD,0.043988334066591035,-0.0038001804550867437,0.040475663762475154,0.00539698122041809,,-0.02518193354460606,0.0020472800397363677,-0.018236494500693676,0.13481636648758863,,,-0.015399746458580402,,,
TNFSF13,,0.07349391261357217,,-0.01332683735173633,-0.016719570312222834,,,,,,0.06476473438564012,-0.00660715569545671,-0.009122853648090184,0.03110702910320733,0.025454037201012438
WNT5A,0.00957286234612274,0.03962220771934109,0.09882625685164077,-0.02167313861952094,0.04699278391824125,-0.0436106850859768,0.009410951902820191,-0.013169658511264557,0.058870819659933356,0.009123336572888057,0.013247859083859127,0.006537106166842749,-0.014399454103420169,-0.01894836251185436,-0.02403619062473624
CXCL8,-0.1174667035050832,0.0217687538230533,-0.0024060306276810738,-0.006856132806613487,-0.02378250435192464,-0.0022679918700625125,0.01151884316324772,-0.04155487322550485,-0.032940273811715444,,-0.08206574012456641,-0.09300539346291645,-0.002292549674730903,0.009650821436603698,0.052943774357668796
GRN,0.025740352871068028,0.09708633173656508,0.013835373623583207,-0.026094935642546082,0.005540334177821571,-0.04030412625487752,0.021241872240334945,0.01704110455436433,-0.025324807335663318,0.07687968239110625,0.06394584978976284,0.011231633707823306,0.012715583310313848,-0.14358340599136152,-0.1624344557925211
MIA,0.06285816723372409,0.019054898876289333,-0.011333995161724062,-0.0047715460586725805,0.019222362524890315,0.019012442984517305,-0.02870096569324625,,0.09083276694276249,-0.0023407879211285545,-0.013680925503683352,0.05933696141235778,-0.01653843796946047,0.20037319621589753,0.014295369003038957
COL4A4,0.09444006653365347,0.0003033116811216393,-0.010060392775873887,-0.0391213833823121,-0.0159079324745107,-0.014812509260737385,-0.017449787894920726,,0.012717257567742732,,0.009943837677077093,0.10878561019216411,0.019315708256432255,-0.04274363360364076,0.1035827201078791
TAC1,-0.08800039044887444,-0.03759038359228024,-0.04302245132604423,-0.011115818090725385,-0.006553480322668693,0.023242415204873166,-0.07458004201658479,-0.035471463395391194,-0.09533388220929456,,,,-0.03733834067966023,0.02067907130368168,-0.010105784896712173
RARRES2,-0.031687921460811216,-0.04910481351965019,0.021864945281181693,-0.10037827165608948,-0.028443599458491852,-0.006342852941480142,0.01130035834532976,0.007851864974702,0.16534100461986492,0.053582003877957425,-0.05646714521187962,-0.048990402449021454,-0.009998977738807008,0.04321987948179522,0.1232956363232392
FGF7,0.0443398862719458,,0.004587407102249646,0.04467894253711706,0.004570917895341691,0.013108637266330624,-0.017584927632764015,-0.015985256825924606,0.04746672203552374,0.025758574952454528,0.07953814214695941,-0.016636304926111,-0.04604390509274363,0.16109054833752023,-0.06938057363696243
EFNA2,,,,,,,,,,,,-0.014636428410459909,,,
HBEGF,0.019679758335856258,0.07249049015209862,0.07248313801877859,-0.021329526844384977,0.029291839862756287,0.04011101483954819,0.04822861223111024,-0.01509547976347452,0.06602887738673623,0.04064645918688614,0.015748703476503135,0.010427713593872422,-0.023240854816188056,-0.1084090987791587,-0.002309367169617056
CSF3,0.011084286900824176,,,0.0017285872752835544,,-0.015671349692460472,,,,,-0.07808158037568899,-0.028783458166923286,-0.01872241023206732,-0.043719262328867914,0.13073529064745779
PI3,-0.011604471275404796,-0.016569077311639927,,-0.02441749209879924,,-0.017646146593138012,,,,,-0.05571022769270361,-0.04224159043707149,-0.02661027963095342,-0.05726946567294522,0.0543512238245589
PCSK1N,0.03443759926098203,-0.011115400078520942,-0.06688084546159848,0.0742301229974579,0.028103973433756865,-0.015028317268620847,-0.05838079983678651,-0.01114955745194727,-0.11682550610040128,-0.024139168297687436,0.014496411957324562,-0.01726030569414085,-0.06871350918757035,0.11590917987872938,-0.07584973297211481
NTS,,,,,-0.019419971139028113,0.0004153673100945213,-0.035279973950475066,-0.01641870310681312,,,0.018608540568822635,-0.01783171055937762,-0.07173765059596818,0.09957243487320525,
SFRP1,0.01647756473672255,0.0371854008440101,0.05575330680592575,-0.016857868961657873,-0.013494628248012765,-0.013276937260932313,-0.036873619570342936,-0.0008437287078899735,-0.0365861314466948,-0.005612006647901063,-0.046557437148486785,0.014311014334300525,0.0011330516326587788,0.044879834665905935,-0.03461252089906997
CXCL13,,,-0.03535770507872044,,,,,,,,-0.01914976036627448,-0.0376051569938877,-0.02103783984432247,,0.030780367426030214
MICA,-0.012259450415477031,0.039640365158650256,0.07817387904179522,0.00805677534123566,-0.03133284278078489,0.027339041763750623,-0.004789171594871762,-0.017225661141000118,0.14351383794928002,0.07002276940636933,0.04782749764385765,0.015205753311031744,0.04262487256433731,0.012287294686974322,0.15424678988758023
TG,-0.012905436860441566,0.05576923027242853,0.11810497830008973,-0.018192311473345726,0.04566425445425138,-0.01891391699487149,-0.0005218909045437592,,-0.03884920516465159,0.005928157842817612,-0.01940521474686721,-0.021961700852742922,-0.025535315048229056,0.060528865967557965,0.02280423558824867
ADA,-0.028128396372621788,0.0277733952085437,-0.010158549710286987,-0.04692669691904205,-0.02532517842821789,0.007697792252284635,0.03199709426786126,-0.009121230432180749,0.06635245490178644,0.01030298733880799,0.007775897976619945,0.003169390783271899,0.012071877015602257,0.060121014797000355,0.008868172134464265
LAMC3,-0.04151922511063245,0.053018533671204605,-0.0019450095280854514,0.09712928942453532,0.016991568251354044,0.05192352335054884,0.04891920012088688,-0.01068403393326809,0.026752786290696995,-0.0006741884858721849,-0.03961004843518705,0.020485892174883582,0.043891590874042374,-0.03688532089314376,-0.01914944622663386
CCL7,,-0.015560535322709403,,-0.013153012128839774,,,,,,,-0.021888198912600992,,,-0.04581354900750089,0.09828144173663532
NGF,-0.05101303961366929,-0.017083578380841784,,-0.030136910224200068,-0.0213906531080803,,,-0.016418713917439754,,,-0.02527911746124214,0.042497791573449496,-0.031156973753331672,-0.03900781618859263,0.020224870859745166
TNFSF15,0.008978144139637911,,,0.025944122567970847,0.03100546705450349,,,,,0.010268385115440325,0.06352251905481457,,0.019425314942462576,-0.04716487751079628,-0.019392981106434812
HMGB1,-0.024747907426086006,0.020385695998057635,0.07289661731745774,0.04437771493210988,0.05264206882924789,-0.009930382403960516,0.06950109926292904,0.043655330051513654,0.05429271083710127,0.0019059177012982792,0.05622799751963885,0.044424064327983764,0.007508136328892026,0.07976425078328164,-0.0947047159444941
ITGB3BP,0.051908114400438195,-0.07907072813660386,0.08498372297866334,-0.038772744222337896,0.06116972596657399,-0.042600052358175426,0.03001599356004848,0.0010549033161450247,0.1146191359199935,0.020977648400532442,0.017244595082110032,-0.016965318228561205,-0.027965640950428146,0.07057704651147402,0.02710638505385023
AANAT,0.09809841050785945,0.011859992835019732,,-0.013326838774084315,,0.06887247871624821,0.06315282076909087,-0.015436005720201377,-0.03620360506970779,,-0.019202126528404515,0.12232618310302598,,-0.012207938605559864,0.04460819163496598
RELN,-0.0721039126419258,0.02839748712633072,0.008476268331159258,-0.023132407632346162,0.037589973049952326,0.06628481104348229,-0.07655963103498557,0.03674233185803615,-0.046690446956103734,,,,-0.023272382224995704,,-0.04311175527008954
IL15,0.013083360996691119,-0.0413901098283232,-0.022827453387802066,-0.03206320791850845,0.10597770531215556,-0.02599176542791569,-0.027374463514700898,0.005149246154879359,0.0018912011668174283,0.024541130741890644,0.025991646707495514,-6.688543784264324e-05,0.047576352815644825,0.035680175717229395,0.12236043039169474
UTS2,,,,,,0.03898083581921449,,,,-0.062026045686518545,-0.0163520160962673,,,,
BSG,0.1583733352898079,-0.003277868269673798,0.03153184158982134,-0.04839161509445152,-0.09278196770999124,0.0512778835466855,-0.054057237334512113,-0.009706776445762266,0.04355934007618307,0.09710266484593641,-0.05644814746107976,0.024995342408001806,0.040324629150390826,0.14212743602493597,0.05916129625550843
ADAMTS3,-0.012171117245630464,0.044969993999561086,0.017891134368152026,-0.033212988678442946,-0.029768015972331252,-0.009001513411522206,0.0251043032635727,-0.024786598123669117,-0.07446317254870202,-0.05623265115892222,-0.038540653582583566,-0.030107687269454706,0.018583150027218283,0.18519389602515515,0.07565875576356641
CD34,-0.012122592443520082,0.051403699448353914,0.009860730920101177,0.06675484295177682,0.025648202976574875,0.013422296069192277,-0.005082396187247348,0.020330231650212374,-0.015412690494081933,-0.05027540685623297,-0.023873713151985627,0.0036876849722831317,0.0323804149479189,-0.05133342507865056,-0.04209987676333068
CCL23,,,,,,-0.016084503029727776,,,,-0.031668933009020454,,,,,
PLAT,0.07514868252565238,0.11127275890380023,0.05990356525147485,0.024478394113391158,0.08020336137358744,-0.0068118704157666445,0.00668552632404238,-0.0008406801069207293,0.07974215498952317,-0.02126319438359663,0.02575178867983395,0.03213825387475878,0.05485679114071793,0.057882626048745014,-0.056597406462399774
NTF3,,,,,,,0.01442706498618086,,,,-0.003913814713305919,0.06022416056886239,-0.04573191491189541,,
LTA,,,-0.007855023754883388,-0.016857868173020263,,,,,-0.00828483141383326,,,,,-0.024039578915907644,
CKLF,0.02451467487751309,-0.02855849408969878,0.06952593983267058,0.024324321230441846,0.02970490246811087,-0.03763336778700343,0.013383631372965417,-0.024213728009368937,0.15640315039429303,-0.002609467098870406,0.04577201363569406,0.0571669048247284,0.048635705337469165,0.15891943351489196,0.06866971972905288
CD24,-0.04273726851960504,0.0846542463082322,0.11315253586678618,0.028012339030471133,-0.03351765043845797,-0.018423150464166045,0.09331598530920437,-0.0019497446790390242,0.07013379163780496,-0.03480583562038478,0.04762990132994375,0.027488337154955345,-0.07152492839332233,-0.015394998379450846,0.0798456405310526
HSP90AA1,-0.09417392069592612,-0.037311394900975355,0.05864532679620883,0.02336872424295505,-0.06246545911189073,0.021474811453970052,0.0004112164561624219,0.006052887943139123,-0.1125594156360924,-0.10457856166772839,0.01381803025510497,-0.11219154156912084,-0.00369761307639895,-0.08939729300359509,-0.030341332234799234
BMP4,-0.026763588145019144,0.06815821219967723,0.009810173772034454,0.11473974117675986,-0.003078806737698309,-0.0033914224637134776,-0.025773801430528508,-0.024620764067688247,0.02884240611771329,0.023869300533303908,-0.04119495677162421,-0.04847539180297672,0.07619583802573422,-0.015468093998072138,0.03182614481296349
SCGB3A1,,-0.0025326182642501495,,,0.025106566832336884,,-0.008289722720868427,-0.0271716898028775,-0.00327882089591936,-0.03908200749526642,-0.03331476406606373,-0.028017885224415805,-0.019655031613115232,-0.048016013724306375,-0.009149729758620486
IGFBP4,-0.05575922912686218,0.11531630631968785,0.04529283399951632,0.0630788191582727,-0.00884699342349673,0.024769162958402185,-0.004649620488788953,-0.06263457911175,0.04984027784584961,-0.030192115672831175,-0.032257815764408906,-0.023053860398816874,0.021464741458952438,-0.056935154499401786,-0.08816332714556091
RSPO4,0.06284125889560856,,-0.009479965942447922,-0.025803920744092098,,,0.001578874624927972,,0.047387629353790615,,,,0.0009590080982343291,0.03737120781978179,0.02554373727784359
LEFTY2,0.011318112976024378,0.17151157966861952,0.021675141320342234,0.025230115660814737,0.03168521918840961,-0.032822739668300564,-0.0016515710500049972,-0.016418713917439754,0.05179598713251231,-0.009799975656350332,-0.018580602234009383,-0.01682926298658301,0.029616877061582638,0.0549906228517918,-0.05885611337421714
PF4,,-0.028968521244639018,0.041240892956766174,-0.011475743952622445,,,,,,,,-0.013415299965331693,,0.03683369619847481,-0.049590009578339034
ANGPTL2,0.0015864419471255595,0.08406624254233705,0.0934047305852608,0.013172292468354697,0.01449922468115534,-0.022709670642330097,0.05061199636267119,-0.04362907693418554,0.14228104049832802,-0.007463938082718203,0.0077068150496441366,0.05514949926224497,0.06584529266364572,0.02634964019195525,-0.12434557430211628
LRIG2,0.12109555921719288,-0.06521232100462264,0.045416893656727,-0.015110679003195593,0.012479330658603844,-0.006849532916843619,0.04298898261715899,-0.006705830829702306,0.04782746322308739,-0.058170930222226566,-0.03165878450165278,0.010317283404705559,-0.019863699939422406,0.06404709068691097,0.12479046006682551
ICOSLG,0.01564638837941447,0.021951384451424395,0.10091573506267816,0.04930497368941591,-0.04070462052506497,-0.010121409167462464,-0.01723519124332434,0.019356342864546534,0.046286179455400485,0.03147969984077543,-0.040315886256529994,0.04126158025386405,0.04197973165863645,0.02441657080226147,-0.10921063638562853
WIF1,-0.0765708791032116,-0.023301871631502054,,,-0.01193071467038848,0.1144828999199592,-0.07432212854635187,-0.022692164752291476,-0.06518641482199705,,,,0.08557584366546762,,-0.028528540991896594
NPPC,-0.02338759333421727,-0.04957890519735589,,-0.017801708862713404,0.00826105623576948,-0.027836620268624504,0.020803239710467533,-0.040763009957982294,0.050919901189161405,0.21692295897244301,-0.032675133797821915,-0.025382646896191987,0.000307963441683906,,-0.0010926186089441788
LYZ,-0.030457105946004582,0.051808280956285827,0.012300978131066596,0.02131648279367938,-0.05287476706370749,-0.004225377828600617,-0.01937965144959264,0.007001527552221181,-0.041819874773987596,-0.007496986481177541,-0.05466147620151647,0.03675328869801189,0.033341762287308355,-0.09271518734862555,-0.11054420857465008
EREG,,,,,,,,-0.016890058442973588,,,-0.034960467224319815,0.06502700021014897,0.056911558368754035,-0.06286669406625428,-0.01728399821346869
SPTAN1,0.0661662096591397,0.0030735892452292044,-0.02172509161474374,-0.020392588258107903,-5.914705031881097e-05,0.004496173667793128,0.07116432011757604,0.0024382596966894344,-0.06097766265825544,-0.022751457529431314,-0.016031796418736928,0.024963521055651874,-0.06666723210747393,0.07940892032812526,-0.009820508297722236
PTH2,,,,,,,,,,,,,-0.007868144383665962,,
LIPC,0.06131258628077697,-0.035465084228374875,0.028392157512964387,-0.02062276656589242,0.07472500194808376,-0.036972461649724286,,-0.030249786830387888,0.034100849780330865,0.06856250847785603,,,,0.02054596189025891,0.04571212928031615
COL8A1,0.03662515958688076,0.07585844235389602,0.016392102356367625,0.005142666979905631,0.03600917873632345,-0.0034092104854455134,-0.008270434208741816,-0.018946716363868486,0.1585476357997418,0.0060338518660704695,0.016372046924147142,0.055095354314904206,-0.0009598745238806508,-0.10222055578506622,0.1350396018246352
GSTM2,0.02964815346329674,0.009910643548333679,0.024081025833280957,-0.01002896764841652,-0.01562842144707,0.1401856679177751,0.054022145139790055,0.15950674884441435,0.038583892013210185,0.007533999488237587,-0.015160831614906358,0.00941721162677631,-0.020238164517401167,-0.018211886087842875,0.002195244421438127
SPX,0.07423383979816939,-0.007471267406781493,-0.016064583937838266,0.004870173121658247,-0.04694100790191563,-0.024960540204400247,0.03544350005214414,-0.023971741618692363,-0.11587013403590295,-0.03709363843679434,-0.022068690410529224,0.03163638174327383,-0.011296989823503457,0.1876308679490137,0.0956116508200446
MFGE8,-0.04691810609289379,0.0884138852692382,0.0592010316888841,-0.04770511524807179,-0.03302673924484066,0.007095774313623521,-0.026361959507391286,-0.010573470377181192,0.04415780643759506,0.015945457321307102,-0.0697672552370707,0.024580165786679094,0.06942117501012005,0.027208490275828414,-0.02381779321448818
TGFA,0.1202976113464547,-0.04783360187986593,0.05830629646865822,-0.003681110190053867,-0.05439349458006307,-0.02984148094929005,0.03315369960093633,0.09227889680223757,0.024014602021018294,0.024415232151026464,-0.0292765599750801,-0.029253057068266343,0.032009005578491595,0.07271141157424531,-0.05423470913571734
SLIT2,-0.05987243835853035,0.08054016307983752,-0.03443371169979121,-0.0390574832952489,-0.063597653280718,0.15302908758850783,-0.0004953699116618086,-0.03640790577066248,-0.06699140704475806,-0.034368059433281604,0.00804095888824647,0.007756461736596399,-0.02811405914680891,-0.0007557937499166847,0.03558069809047506
PLTP,0.02910756561756434,0.025509344483928997,0.06314645966727929,0.010268650566882762,-0.007570977420232201,-0.011487556156181912,0.10261023493861689,-0.08402036862874548,-0.0037171518183531788,-0.040500124117249105,0.01571552766055728,0.04752342126201883,0.013448758562002814,-0.006896913952332993,0.0069099374908794114
APOD,-0.10928104264826441,-0.014635907440161999,-0.040450820868529205,-0.022308206634403218,-0.06043133828198057,-0.05931694850867508,0.06007949569512925,-0.029074771797356912,-0.06313472578747199,-0.03210805821633953,0.06436684342198049,0.0736509771400867,0.0719040466283791,-0.11858904442148699,-0.014493632184552543
B2M,-0.09582325194921365,0.14326158532915875,-0.10962267226356774,0.028541760166220984,-0.03382690120235169,-0.0026564818856588696,0.10053463773390357,-0.03540851333663802,0.17194924262307096,-0.06939720898070853,-0.00656598796962047,0.09948251546195994,0.026899157898449842,-0.15406641658641496,-0.21363250924151161
OMG,0.08901995562182008,-0.058009350329204235,-0.03983441538891026,0.02669302478891597,-0.043477303361680625,-0.026543926091073693,-0.03339888646394675,-0.04101081033636797,0.0007855034295138864,-0.05271949142420579,0.053594919817619456,0.09615823955232096,-0.025067372272093876,0.1701133554820565,-0.014090032640099961
CXCL3,-0.024482435250155532,-0.027208805958360872,-0.010715812822097203,0.003340665789760599,,-0.018559867998575726,0.03248688454165432,-0.023776891900861827,-0.02312623206595543,0.022550380060994003,-0.08802186318043345,0.0340873518258851,-0.002439069855333839,0.01575939164754874,0.08325055231691508
CXCL10,0.03584705368838288,0.04103007972002805,-0.033073462607623554,-0.01586462132988293,-0.025261833274992016,-0.025139231296988605,0.012387971963394471,0.061850979083306216,-0.037109550051285134,-0.015225576635329594,-0.022602373361613606,0.09728560508504404,-0.03681916437787214,0.0324165314202186,0.022692629752251715
RSPO3,,-0.03793363335691951,,-0.013326837789381816,0.006273417103497387,0.010715577938063655,-0.048136675540852235,-0.021033376065675485,-0.04299319772712557,,-0.006979786798918136,0.08156334389993054,0.009883362249046379,-0.0014380710480356004,0.06212023376897466
CORT,0.02602827534374191,0.07088520603546869,-0.0040080026595601444,-0.009107674109004302,-0.042519828312599144,0.08728736924522426,-0.038652503075067374,-0.04132959488750643,0.03558086858279165,,-0.02495833919324969,-0.01403842956628909,-0.044814732817212044,,
NCAN,0.1459413886733493,0.11383197094520658,0.07928356691015155,0.08049457446152855,-0.02366301388501564,-0.06862319741068436,0.02105107422015281,0.09257935195659166,0.1738592002006233,-0.004509293448928262,0.04065327790981054,0.09523623051182258,0.027485436036566842,0.24593181428358657,0.06438463155372928
PRG4,0.05215276962969726,-0.008522745035343204,,-0.013153014178541467,,0.018476400652178496,,,0.05935275037776282,,-0.023973634889621145,-0.0207145618933603,0.023008768642231624,-0.028774558321272955,0.038702365616267706
ZG16B,,0.11708685440242886,-0.034796091648415545,-0.015265681564425747,,-0.021709736829272512,,,,,,,,0.003939702756772366,-0.030594772074934974
TGM2,-0.0488276099873275,0.019712572431230122,0.040418142294013235,0.04354398810387526,0.008128657661060216,0.010347633163311078,-0.00741907275006634,0.05331412859690477,-0.03152644543949258,-0.029124878058608576,0.019033442246064753,-0.009108799182887829,0.01697376661365925,-0.0806712575405708,-0.08181223375819448
VEGFC,-0.06557615234972802,-0.026537036665392606,-0.033574855744201985,-0.023442193113762753,-0.016529484087802845,-0.01186500602422515,-0.011229507479617214,-0.019085692499031855,0.001833258969433873,-0.04772885331011186,0.003313806843948836,0.0019699700337763673,0.022106779150632597,0.0005145372951909561,0.17054206728510543
WNT6,0.012274752861918387,-0.04505764443861553,0.0295396521726141,-0.018192312228700148,-0.018956111716626457,-0.0197735116407243,,,-0.003867536968504842,,-0.01827868055796913,-0.02609104881388408,-0.0038255919308198515,0.05517047336483212,-0.030522854176188677
NRG4,-0.024973225734874878,-0.011334301788068855,,-0.01600781995140257,0.009970110828220462,0.006098636991979917,0.0016266873380616107,-0.0212625907891921,-0.0037800131358272106,,,,0.028196348883183602,-0.018016244558127843,-0.003300425041706407
PMCH,,0.028757893148383076,,-0.022180394080906097,,,,,,,0.09538209457167998,0.06535193443720079,0.05191428960753535,0.010549298633773489,-0.05888482815124347
COL9A1,0.030357419319548697,0.03599148106943381,0.06079746904077708,0.0007076521237448408,0.033819674391832553,0.06010878247483461,-0.00517672132851752,0.015068409982933129,-0.02002957963177183,0.03024733422243623,0.03787866579317077,0.07182161504406431,-0.023346670556678755,0.17392594025399005,0.10965368587221679
GDF11,0.022077566509911144,0.04405521576899806,0.0152359095805102,0.033342925705845655,0.008555078864478406,0.00738728248782998,-0.0007959233371478505,-0.04645659864472209,0.09064996791383569,-0.015814811941289458,-0.034683071921152386,-0.01874535519582186,-0.04887999577553477,0.13440297464805548,0.0013851679093120467
RAET1E,,,,,,,,,,,,,,0.013536003856408733,
IL24,,,,,,,,,,,-0.01658745899828992,-0.013201399827973763,,,0.17003149636980866
SORBS1,0.045020489439182285,0.1349602353823364,0.046616093890540826,0.004161788566678648,0.03409004440072149,0.04746850535462995,0.01086708252550669,-0.02439457127803874,0.07713714185190908,-0.021383993788000776,0.0119809644985768,0.015075213233391466,-0.032596335446715176,0.08462254886259925,-0.06678374597380177
DLL1,0.060857865904271204,0.07173485792968004,0.06403565854701994,0.018671219936103597,0.011263007013273563,0.027909764093478086,-0.050692348757731605,-0.05109248435867626,0.07361869487245933,-0.02223690437962047,-0.02376254375099255,0.0900071047647123,0.08864300089670782,0.13544012209397657,0.009425084298458033
TLN1,0.0013209944141653882,0.07715084715573155,0.0987630915279877,0.01477808121333477,0.024625443797668314,-0.04360706030558901,0.0024420759624995997,-0.055112732490680265,0.13429608451368108,0.0006086532913426401,-0.07761784472514571,-0.07072552307147129,0.0022141134569057374,-0.07932448131772234,-0.0788831627898984
COL2A1,-0.029484967732050362,0.009628522465232315,,,-0.020536587904835597,-0.018559874314704506,,,0.032932604918442,,0.05337729461222519,0.026394914990758345,-0.02613675339276284,0.02759041731763091,-0.05067030774352794
SHH,,,,-0.013668141273157871,-0.022415768452956033,-0.014590316354019804,-0.035333492857172466,,-0.039863226965110646,0.10147066626339793,-0.02830944100486968,-0.006965545255207507,-0.014697859170747974,0.03378083310730065,-0.037850117229195304
PON2,0.14310380365997702,0.10827257839594664,-0.11124923982539335,0.023162204600227523,-6.396907711046887e-05,-0.00874883228754057,0.027577824388695275,0.05058993646201272,0.18196453567498022,0.008798742685958857,0.028727633762620955,0.0723203998335327,0.035577401430125284,0.14049938354454541,0.1713418543796675
ICAM5,-0.051451235920217823,0.010885310389504813,0.012560829855526682,-0.02130276828666976,-0.03626736943683308,0.07790044413899738,-0.0763764207829178,-0.0018905402647453463,-0.06781306285033362,,-0.02792574541081563,-0.023231463966876715,-0.07997572476766826,0.08822193886637131,-0.03294445090647639
HPX,0.013080608067575302,-0.03617797824550316,,0.024335048670772588,-0.018956112995349977,-0.027027043740492893,0.06733705109535129,,0.0493219518354191,-0.028836788060255504,-0.0014827768637763604,0.12566906301219719,0.008765466421746044,0.04570028551312716,0.0395267285205483
SFRP2,-0.03466933587779403,-0.037127408207127385,,-0.015566531695566333,0.017154143218957755,-0.014812504898991588,0.026627590732380704,-0.01321453226638537,-0.06333249017413567,-0.01494613738329351,-0.005291535990746289,0.033665172900227344,0.08139556772740525,-0.016634205418680978,-0.0033082344106828603
CFC1,,,,,0.025830141542918673,,,-0.017349540667301898,,,,,,,-0.009510618088328539
CD70,,-0.04605542736979613,,0.030363699094222,,,,,,,0.001800333775455015,0.032063478524606503,-0.004358412752719602,0.01758582387030294,0.0713545525347704
HP,0.10701417090910419,0.01729367767426504,,0.0026308546732026887,,0.010695623190634012,-0.019018220644648965,-0.03914915305878707,-0.0015946298284227245,0.014977938404921459,-0.0035379936834811043,0.06254490321077225,-0.07555184469364772,-0.044825492558201424,-0.016718182663191323
CXCL2,0.034626195041089186,0.02691171610484507,0.052582398107490366,-0.012614023556155481,-0.029297493255763224,-0.027343423185856367,-0.026777650420541213,-0.044957847694406326,0.052185391300188934,0.010818004736529668,-0.04325314304989865,0.03692797233273631,0.005931018762345681,0.022350305112184075,0.007457296133570807
NPPB,,-0.0360269679874097,,-0.024987115030128234,,,,,0.04622981380362572,,-0.02379436020341583,0.004303396321308132,0.017884996573987635,-0.008592052932138888,
CCK,-0.1512991069838776,0.028887494971504123,-0.07073447061218448,-0.01960945353053205,0.034014508733418554,0.03316276041450151,-0.11000346682840295,0.002068933940559763,-0.11462849510665081,0.019947915756436993,-0.03299873371503745,0.03441980031623638,-0.02385236760197385,-0.031655220931752666,-0.14475926846787046
