,MGH258,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.017852055072633977,0.06440832291777676,-0.02525607657425802,0.04021749683127137,0.04472996974519453,0.003965180365919971,0.033620610702810916,0.004724918413248866,0.03734417920310678,-0.03815260509332711,0.01702291039485244,-0.03680617410120773,0.060239195329319956,0.00154496436375808,0.03814001398021801,0.002910295724245505,0.036708199976297096,0.12662897157668543,0.10021802287843473,0.017551695137651018,0.08754293427378809
QDPR,-0.04591444190130133,-0.02405898316932656,-0.06575358599515901,-0.018778199922844845,0.0067420005699047065,0.0055860013054002755,-0.07215123868783355,-0.007496615627518993,-0.006041155891337335,-0.02376218149091393,-0.039215314443077604,0.0343349835641746,-0.001393435343815689,-0.03006751972639499,-0.0455940827030845,0.02311846149439143,0.01840909125688529,-0.04456690069614242,0.024823930531655655,-0.09016991733322853,-0.007015967504924094
POMC,-0.02399914395037161,-0.022687321768118447,-0.008812561723417324,0.010716766771657352,0.02765556695617504,-0.032220857278999,-0.008503536699100034,-0.0207402320340946,0.03192649219527876,-0.02061425691730246,0.017046444054275387,0.10236423119956825,-0.013221830994235566,0.10756648954641265,0.02563467576005026,0.08925131456914843,0.048624072590684964,,0.08283996868884255,0.09188541574484617,-0.044941565357098145
CCL18,,-0.004705812761291928,0.06901950188930504,,,,,,,-0.08665890368442818,,-0.04787007702442194,-0.021922622055537293,0.0679413021257357,0.01829217396497565,,-0.03218905421921638,,,,
CCL17,,,,,0.012076443342391625,,,-0.022293062943427314,0.03185321142961872,,0.023804383929102807,,,-0.02209010896807879,-0.007525920762422551,0.025475623003687036,,,-0.0179936088141692,,
VEGFD,,0.03891572453875424,-0.008847566443977864,0.024613038002047696,0.013060661328486068,,0.02490708950364032,0.022141432243722493,0.058197412333458806,-0.028276553560906817,-0.01755133636089408,0.206626391959722,,,-0.018792622762085803,-0.02431175873991432,,,,,
TNFSF13,,,-0.02380818927842485,,-0.020023213225091038,-0.011844246034787082,,,,,,,,0.06316285813945771,0.012860277554006308,0.01612931102012783,-0.01619905481548383,,0.02620294378001197,-0.03362221054423934,
WNT5A,0.04623702571180224,-0.042303853916681074,-0.045941043334977734,0.00038319908474098883,0.015549468085761737,0.02231153880725501,0.13666457000049606,0.052606218927521854,-0.038623995742817004,-0.04225809830409391,0.06878575429364998,-0.043464676868927625,-0.011819838952931084,0.026044701947760422,0.04595101037696097,0.0675413653018503,0.009873874404866118,-0.044664129243240806,-0.024035605480678752,0.0055842229087712915,-0.12064370290923694
CXCL8,,-0.0009171757973619523,0.004067697290755698,0.0037966964187876964,-0.034778700762994996,0.02627608708371372,-0.043335053184856406,-0.004975510730284256,-0.01474122325999952,-0.05488202754266509,-0.025265436377378193,0.0073563949184343586,-0.03859822769727057,-0.0025754806510590493,-0.0583018382393747,0.014948726210129923,-0.045990008821175585,-0.05005650210146985,0.052678979518979686,0.06399808578398751,0.00791939657764242
GRN,0.016502284129957513,-0.016644174576393337,-0.009498492915006372,-0.008493800799943668,0.03475655391543579,0.01062458462322754,0.09688927641035859,0.04560148371862722,0.06554916722247547,-0.016710535368289228,0.01489049760570287,0.009668092415609637,-0.061440372073629734,0.04180510873405109,0.07444259829232479,-0.026705594066739335,-0.039404607075184096,-0.021930511906251015,-0.013818797450269942,2.0247648229157083e-05,0.09382384035011417
MIA,0.08352985721990479,0.14827825096430677,0.07926888375899883,-0.022622468768647885,-0.03584846406054763,-0.021416681126547817,0.04824543907613752,-0.005563712424792717,0.014829050425264657,,0.04546398550543412,0.04868143390680456,0.037095363387309795,0.04057056021473258,0.02827656740235394,0.04149318902101473,-0.016549990326853,,0.06850408237975933,0.11544811406371171,
COL4A4,-0.025902096200847713,0.045793125866556636,-0.019307921189115198,0.03326159805185412,0.014848584677806856,-0.01126927681838459,-0.017152260845867483,0.0013443159825329187,-0.02072042680688122,,-0.023317130461098796,,-0.027717044073179826,-0.0030655480013413246,0.020349926320966473,-0.013969411810697652,0.06444184657661113,,0.015388176267915625,-0.037577911285929216,
TAC1,-0.022365593156798855,-0.06720897640558274,-0.004625645607271216,-0.011525197426006713,-0.007005955244345523,-0.0023773509203642426,-0.05849736550446672,-0.027635424113242657,-0.00793334624131431,-0.04032558629776071,0.027345936755084618,,,,,,0.11037826341203018,0.09186640814342407,0.011255289261772269,0.030350500601663017,0.0816916400693183
RARRES2,-0.007719828472789859,-0.04640576431785764,-0.04090890729960487,-0.011850899607833735,0.02850188117097472,0.020723369955065088,0.06800150081987068,0.0808440954911066,0.05050252033125362,-0.023486969180756455,0.033725399876447675,0.0926195573155575,0.035150982464294295,0.005302151422846493,0.004104182241439625,0.01291127129555289,-0.03498658379596628,-0.0052337996885116955,-0.003148136132530427,0.09045895309953525,0.022268665040338188
FGF7,0.025442199138042184,0.04210267942344475,,-0.028711093914101,0.06381065035215484,-0.020574072277139404,-0.02493922721049222,0.005358308720645682,-0.02847468956961909,0.06018796252167175,-0.02018488578231005,-0.04963674130391798,0.06074624180361402,0.010941020845803548,0.024559500421340755,-0.026034323731473782,0.05223864746914969,0.06592388431480692,0.07416738711278599,-0.0306756300654902,0.02814082273607746
EFNA2,,,,,,,,,,,,,,,-0.030119202864689113,,,,,,
HBEGF,0.011189363672612501,0.03933170014022813,-0.03330861316558127,-0.02279750629789139,-0.007845988294045172,-0.0018057049090092093,0.02782129538145112,0.08817662414324096,-0.0055942000648005205,-0.047080150427780985,0.05968692498177367,0.047187204402980264,-0.04227156110283082,0.07124009468882116,-0.03103105816800535,0.012849934670677174,-0.024758430452736638,-0.03437516236551942,-0.06399390598967276,0.016972165438719575,-0.029352157947504454
CSF3,,0.06476395036796143,,,0.008342405458161587,,-0.018146761834902377,,,,,,,0.0131099916165404,-0.05391407247977655,,-0.025844525298624677,-0.029785431298188208,0.11302311384009593,0.02462842783958525,
PI3,,0.08199502482788626,0.008926446412008954,,0.0012497495572147462,,-0.020433493337431455,,,,,0.07638663711069209,,0.014590091195049695,-0.024378371963599446,-0.03040732047070034,-0.0212169846007058,,0.030561332520056172,0.03313127239514746,
PCSK1N,0.057105385840197614,-0.08454817003111095,0.05291506603520199,0.006381037177415731,-0.016807895609428178,-0.0490187340656488,-0.021955305505228798,0.030328167395631878,0.02793889767262289,0.10408801967502353,0.006174169916713126,-0.08452345846685294,0.010434838456056883,-0.025687617541014906,0.03109214303890716,0.023336704713511406,0.09955296255725651,-0.09715423770814453,0.08919908531942478,0.005956301007946603,0.049189156380922985
NTS,,,,,,0.09148604671925356,-0.02230455319384277,0.004392800109216691,-0.002002969254380202,-0.02545798140003107,,,,-0.05153392472693027,-0.036694533167565116,,0.017057517669528004,,0.032184861145921166,,
SFRP1,-0.03254250299326038,-0.03902379199975847,-0.009562076875080922,0.03373956690941575,-0.0013422014953563296,0.03232341457102464,0.02562141878810401,-0.01030384477387696,-0.021580574597893545,-0.07790631800041002,0.09852813585453428,0.02412805592055089,0.0047263452830796256,0.01508028518576406,0.0020749988967362102,-0.0006617872386623359,0.030270322570690854,-0.012160703486861636,-0.027402303845609835,-0.04931394239284551,-0.020436919396039938
CXCL13,,,,-0.01953267839917388,,,,,,,,,,0.010582418745403149,-9.192802640497915e-05,,-0.02487458523360805,,,-0.032062304220210544,
MICA,0.016858251376953678,0.029473391737690948,-0.0006632027775589817,-0.0524392399271047,-0.00041464243710953743,0.04646173140210955,0.037209175097869585,0.030278877838338974,0.03876664327658176,0.060656412074142435,0.007278521746478535,-0.04753673093615209,0.02157496535945006,0.018994544436291966,-0.007767582528745112,0.010249867709689,0.005753334578014685,0.1878272608773915,0.013167191056208158,-0.056617336930671024,-0.04715573258422684
TG,-0.007655431894848713,-0.025095521284537608,-0.006313550867235936,-0.02415003605514314,-0.02733345669898279,-0.0158794659955372,0.04808222210136018,-0.022459417268124008,-0.01561776796295259,,0.0034114680167275364,-0.027023266891000836,0.003169513741604846,0.03399920825225877,0.01888449228087428,,0.006769175631727711,,0.01911516075444319,0.007222232137193409,
ADA,0.009658131728107531,0.03895905200825992,-0.0596225616404154,0.04624663409826082,-0.0019979238094987796,-0.031022096638809088,0.030617018946880667,-0.02135668083598698,-0.013439294442830443,-0.028296766556601675,0.0032585726330429544,0.018018105705661536,0.013487941799119562,0.020350105831269037,0.0733265100884365,0.009310625094267265,0.028247394854745617,0.10530203390283782,0.04505032106865066,-0.0009182406461552029,-0.00734950859496028
LAMC3,-0.06764292535339997,-0.05411870369185788,0.008632593148290145,-0.012689227360707737,-0.0009939068757671156,0.08710950731935166,0.12681458196676662,0.01596395513575405,0.06380470907444863,-0.05789640520810551,-0.018932132651053226,0.08325651286018107,-0.05477654048654805,0.03137843717185672,0.0646191842173011,0.010834318756798285,-0.0047859268025043705,0.06417717009243128,-0.021376835981017046,0.017614958705797407,0.039009506000697594
CCL7,,,-0.0029193498028360658,,0.009261363617253222,,,,,,,,,0.05836548426337563,,,,,-0.01985199358434739,0.03359578012228001,
NGF,,-0.034902323341942106,0.06884686767073432,,-0.004637119096608533,-0.015153269702850568,,,,-0.004132791909484206,,,-0.032578400462758436,0.00996894418575451,-0.02971435010607806,,-0.02796311016473878,,-0.008198530099603406,-0.011328683727406494,
TNFSF15,,0.011539795456987783,,,-0.022006004237900525,-0.018399391516910012,,,,,,,-0.032901430012847496,0.008044488167834006,,,-0.022827085004209154,,-0.027328993983813995,-0.04374707835588208,
HMGB1,-0.10973698019532091,-0.07221329377258809,-0.017137813817611532,0.017125327528021313,0.005722382892762204,0.03945726294942024,0.11787605978505092,-0.02109278748300218,0.046006246931902986,-0.12806392589438179,-0.005587912898816033,-0.12480042517557689,-0.047389391574856304,-0.025924624807489003,0.026200001637961316,0.031373928275810356,-0.05498070258284463,0.09328262930584644,-0.00393272116510415,-0.07970427095737484,0.09046015746424597
ITGB3BP,0.07969699748852666,-0.009996241383860283,-0.0085730056095573,0.007686260284003799,-0.016049439745425085,0.039768026695032634,0.07669485923789675,0.03661217662391402,0.032936794928431025,-0.03359732118590175,0.038867105938804075,-0.006017281907120346,0.018303481386111545,0.02294172567900425,0.02327759714758158,0.045848496898762976,-0.04045958056414117,0.033425592835651864,0.0591443580766523,0.046027377913037085,-0.06768952763996884
AANAT,,-0.019445961051869035,-0.017476793334077804,,0.03776148958554657,,0.007278026343844984,0.10490718208090408,-0.018002851297307963,-0.0018950882160065877,0.14550800087684035,-0.029635894129063593,-0.022833329826389845,0.030011169746474005,0.03145105644581707,0.003435685013332059,,,-0.021004237083613552,-0.024135542443012227,
RELN,-0.021473519631681193,0.034774400662528314,-0.028281537852998216,-0.02760954130440462,0.02634071399178089,-0.013925206472004643,-0.04803140124417067,0.03226044187254619,-0.01847582886322707,0.11222618871943159,0.004297117946398971,,,,,0.04249396283850852,0.029063608892613994,-0.05400161537516315,,0.044503178600857535,0.0012099603589946625
IL15,-0.021657874905211393,0.017965636688325123,0.03374152582379944,0.05802594475225244,0.0022537321540675834,-0.013092260895467854,0.08818264870017106,0.0027687554203619812,-0.0060342374111668545,-0.037649230440907164,-0.020374004284503165,-0.07514109190793584,0.09193491158402929,0.08383642837751502,0.004147784148228766,-0.05512774825202715,-0.021260307305865672,-0.0315026201446876,0.05326217484587152,-0.014954553759708345,
UTS2,,,,,,,0.0317382751300321,,,,,-0.013905731353406675,,0.010154311819969385,,,,,,,
BSG,0.04449388465998089,0.05644294283672753,-0.011571600927764403,-0.04681405635325521,-0.0773855248635942,0.06002072627336001,0.0011052912121205724,-0.05162627446629471,0.010914041523559863,-0.007250626503129566,-0.016812796592242992,0.011403019194369911,0.08403588589018135,0.014834104727178575,0.023584007537716258,-0.055467100643328215,-0.04274482225003384,0.06611782330251681,0.10228382279609603,0.07045803585932307,0.06803485100947436
ADAMTS3,0.0236250781534463,0.011354122923581674,0.009072450442226248,0.04738579921313576,0.01993734860113161,0.051542024338025134,0.07332871069930993,0.021161304863132013,0.09150231244164189,0.0790896594709557,0.054556107710637576,-0.019100226797310372,-0.027340587937769435,-0.03794323246246106,-0.0003728169338474281,-0.019351400714560492,0.08949392649864399,-0.03621879816359404,0.05254303342758028,-0.015284414130754794,
CD34,0.03700777234807588,-0.06641970560453214,0.015658650375704023,0.009244008057748406,-0.01754008445610274,0.02689683800918128,0.02721546019399941,-0.03295067943361506,0.04609832167660833,-0.055805757245702185,0.007579470866743241,-0.023369308321333247,0.038635939590233835,0.07134574791656689,0.07944652116490854,-0.0835419624077048,-0.015163857468213866,0.06352553452014513,-0.013453665143111875,-0.03189650633698658,0.025141041584636134
CCL23,,,,,,,0.14476067063396114,,,,,,,,,,,,,,
PLAT,-0.02326663697467411,0.020913890589738374,0.019316026834655112,0.061865199897316356,0.0182161021809521,0.0394741722283975,0.09923234807684372,0.023028364970635574,0.06115046713917051,-0.06638232738782067,0.021976351838439854,-0.07449597983518638,0.01313181333104074,0.031570263774597034,0.004991644812040908,-0.030422828333371017,0.05457739921521005,0.06669774069057254,0.007052527429269035,-0.05772089401466957,0.10198897043920585
NTF3,,,,,,,,,-0.019049756631942118,,,,,-0.00531788588879059,0.07536669059720186,,0.04141869188392701,,,,
LTA,,,,-0.01776001242436242,-0.025328491677350747,,,-0.01945266839881106,,,-0.020374006799479767,,,,,,,,-0.02826853770004513,,
CKLF,-0.008256088768782045,-0.028185065404698117,-0.014102923879180357,0.00909242932076316,0.01876830142388613,0.03167441758980275,0.08392884371947715,0.05761153814775753,-0.028471639438871574,-0.02742872869708423,-0.023588552230398775,0.06512513705551663,0.0181911682137087,0.09752656693955954,0.04450051737625913,-0.01691218670908478,0.0016342307920974946,-0.05136270476492064,0.08126757282969631,0.0714614503474407,0.03259877661653965
CD24,-0.0035651473757869136,0.08295614639333772,0.02457637661746221,0.016744540938745972,-0.053151287888148206,0.00338909153844592,-0.006219335099165881,0.048465848107307606,-0.011759581064062451,-0.002399053540167376,-0.02746346102937439,-0.061798346359606605,0.015871367495559945,0.032975001081436146,0.043569689946000335,0.01680540587875068,0.09321690411920747,0.0801840259788924,0.06607116675721987,-0.02939986929636298,0.054153208657471905
HSP90AA1,-0.009824823523414926,0.031341842767506956,-0.01371436006435621,0.04533398651669092,0.023918936491021368,-0.05841825889416022,-0.0867163582730569,0.1018502270115057,0.0036049722947788026,0.04982319877421154,-0.008522027894393715,-0.007576916698456988,-0.0425901569608974,-0.001383570495781948,-0.09912538554522417,0.06074457257016221,0.013822471865572155,-0.0002810354281270959,-0.06810952432047719,-0.037078367355431706,0.07767886528510455
BMP4,-0.02665701133020444,-0.05101713822663797,-0.029008689695430138,-0.01882665426185359,0.008505499733700227,0.018115908628698895,-0.019972826031161874,-0.05012075454078382,-0.042885704809259476,-0.02429402533308905,0.061089188949019796,-0.0492711617540187,0.03572916162033382,-0.04076609494674203,0.01818434092358438,0.023018066977072708,0.006570618924275464,,0.0014816333606226984,-0.020102559110188215,
SCGB3A1,,,0.04716758013819722,,,-0.016712502586896667,,,0.05991967642149714,-0.015457812729603997,0.19886457437373703,-0.030539150294229173,,0.06145727904733054,0.036526234389354206,,0.024284413556645904,,0.059375439997955186,-0.008256634860080728,
IGFBP4,0.03377570595666756,0.0354982400437092,0.002801248545555612,0.0694912941313404,-0.06496297333384951,0.03264686148706244,0.03920946503664292,0.03916502159661626,0.001645148434575193,-0.04386859816739296,0.00014338219325236618,0.02021998309476514,0.016751555271237208,0.055418666828056365,0.02516807725283615,0.01757491878312898,-0.03989697409510546,0.04457667105242983,-0.04583890281762032,0.015536729869620416,0.015546418713261333
RSPO4,,0.05855001451109914,,-0.017378664490466652,-0.03876969407411496,,,-0.022624637596126127,-0.015185578928342545,,-0.004877357470876368,,,,,,0.005302456978866895,,0.02062866926157177,-0.030433962990011606,
LEFTY2,0.10524202019762419,-0.007772835298386367,0.025019597139370176,-0.01797813239831922,0.012185924783245747,0.02741672083776417,0.07755161451682493,0.034722081745768116,0.05195004658239379,-0.025457998162422713,0.08214445632264616,-0.024670204200527256,-0.029179060397238245,-0.02810492716100303,0.06380297052379778,-0.04474991246005116,-0.03506693719961461,-0.028604784788664593,0.008397007197374963,-0.03774623221871708,
PF4,,,-0.020817406339158347,-0.016155145138111008,-0.017241995382345568,,,,,,,,,,-0.027606334675044246,,,,0.002061313878613547,0.03944225653835075,
ANGPTL2,0.007837166420479666,0.05516668994879211,0.0430475094447314,0.041282030399329234,0.05977271035729227,0.06247382850418305,0.04532018372993404,0.058481559998052435,-0.03418030118483346,-0.04248063417510255,0.058012049622212354,0.059479963816044784,0.017550815545456813,0.033003784059058267,0.09047981566346194,0.057488985662196825,0.0030803974116391745,0.1135101652335591,0.03821535525083949,-0.014544988060039005,-0.010016787567869175
LRIG2,0.031381950550106154,0.02422139670892733,0.03387534260149848,-0.016667261117668745,0.015029914120306083,0.007639877040984267,0.08716170983650393,0.01502693678200414,0.003316463464549408,0.021742576554441277,0.030148487667330037,0.0015306890002605821,0.042091582010159466,-0.014806772522212202,0.06388330144430733,0.051328242188159,0.054189207236587864,0.011038616267969698,0.04592381143685947,-0.08281732051757452,0.011050268139772938
ICOSLG,-0.04179225069297135,-0.03824953653683272,0.06676604467707052,0.020640631235733158,0.010194450285285749,0.007744626344609206,0.03042842416798239,0.02739468020813006,0.04929733676207219,0.0008775346617862533,0.04408206861933708,-0.01213669070817053,0.06167687752432089,0.0664808397791903,0.032243158822366745,0.05107897730430702,0.0245964444099444,-0.056675832937803546,0.023287920076742036,0.09241484855679113,-0.05085637108987363
WIF1,,-0.07924788602026776,-0.03745754376516482,,,-0.05610684370861082,-0.07766431596312136,-0.017458896952946105,-0.007466583980986521,0.048091736765231395,0.011988547644363502,,,,,,-0.029677394780346887,0.09299480252062811,,0.03866900460882983,0.0908490125038936
NPPC,0.02265350721246426,0.009832434043464127,-0.005297491066967046,,-0.026746586824867524,0.024697865350383187,-0.044072535436995165,-0.017454917022158054,-0.02110423847671391,-0.035423034828650404,0.012528272199263613,-0.06737490675365918,-0.027340535428533104,0.02607748523586125,0.06400220400403389,0.005094179066957582,0.030701984121577923,0.06212094414733577,,-0.0015433291978782272,0.1331776252539577
LYZ,-0.012796879336045676,0.06412544492630078,-0.004909126185892504,0.04221572585214298,0.022394611333564955,-0.01617695068377429,0.039581016374446845,-0.007671956216183014,-0.06124351524011021,-0.06921524082182359,-0.008159378228241141,0.11350248223581035,0.004457326531423449,0.01825590608417548,0.022301979528792946,0.03659980541073359,0.011222913058755874,0.0310542786896243,-0.02449432873825144,0.026367258620629067,-0.0736340870226273
EREG,,,,,,,,,,-0.026188840305433836,,,,-0.051341229110494685,0.017846109710461633,,-0.019295361403061328,,-0.02327851872454139,0.09902508194655037,
SPTAN1,0.006699792048339275,-0.05392825587799578,0.004090311300383097,-0.04718027833980659,-0.006749082920559757,-0.022859601549059864,-0.06859176506844886,-0.01037761102231654,-0.005476683340345027,0.04302971126684818,-0.03608900278216426,0.036390388555972826,-0.005137218939777159,-0.00989607110337983,0.03751963419067851,-0.10077614402082131,0.05237576954098571,0.06375497800762632,0.04625886708901876,-0.042141892406460615,-0.004343624561733013
PTH2,,,,,,,,,,,,,,,,,-0.05077141115654765,,,,
LIPC,-0.003648549019034403,-0.04667079892881314,-0.012037453028083263,-0.024314356837697657,0.03643057699058386,-0.020302739618027355,0.041208622846657966,-0.01508225441239718,,0.052264489042888176,-0.03200565941430528,0.11892459457122058,0.025732195526170315,,,0.018404541567097206,,,-0.011091793786342865,0.016860177063735153,
COL8A1,-0.021956768965081076,-0.0030727911032903603,0.03918531541099098,0.008857838453336694,0.02702032891310627,0.035290340427760906,0.031209074170148978,0.03915283949829974,-0.022747184569380227,0.013806142584354366,0.05029514198108072,-0.07836814983781008,-0.017264347317004936,0.02419586929677696,-0.0056930866839473996,0.044877292002256854,-0.02436457391037494,0.09765852873618253,-0.01994506975979781,-0.045914303323526875,
GSTM2,-0.006756217112773926,0.05880371206565382,0.008309696583367754,0.0008163544048359986,-0.02860662994424175,-0.011071269494235623,0.013603233802182695,-0.027153599036773956,0.003564864353180287,0.03850431863400977,0.006165218520566103,0.12075166057574992,-0.03409079813546151,-0.00719598860125498,0.0020502259459370107,0.08828138942538842,0.04332859467538143,0.01763874507307023,-0.016886280737579546,0.11409732480169091,
IL4,,,,,,,,,,,,0.1306661513581041,,,,,,,,,
SPX,0.0317935950848644,0.018995345941418128,0.08577843381229897,0.0244062859349707,-0.020266190341558608,0.016573981201679334,-0.05740712632001734,0.023331458478491076,0.040341710194883335,-0.004278062757534759,-0.03457927906018315,,-0.019983141028570083,-0.03338099210753153,-0.022353661829288708,-0.02177337147724543,0.03030918315131744,-0.0030026183444289947,0.08518103758065333,-0.014503883270454668,-0.04671243753048004
MFGE8,-0.04647949931156698,0.06396668748512933,-0.004046850474691154,-0.025099917335042746,-0.03327114399582478,-0.009507943295964284,0.07960738209680875,0.016693861040782194,0.0011106196315605016,0.03314312066217842,0.012838343690282587,0.10035828985395549,-0.029151966242529092,0.03272789117207981,0.020460287902283155,-0.024766800525595017,0.03112745375287866,0.009093099326269151,-0.00383902439468773,0.03892365313049729,0.09437169729700173
TGFA,0.04754386116418684,0.019723396633192357,0.045190083212288706,0.03547416718687902,0.02415071653056253,0.034724868906343916,0.019667606843175305,-0.04316276862432016,0.049575133818916255,-0.003180124753611726,0.04922151695120835,-0.03352985343252033,-0.05122717738389307,0.016730057660063195,0.02218855662246246,0.0017928394447620042,0.10235850575320594,0.0058883043827858755,0.07981726482287162,-0.029340136279372955,-0.0010698892313010134
SLIT2,-0.009327242803719887,-0.08640628700463338,0.04682204419770643,-0.024876601545996496,0.0273366037274529,-0.026550904207561385,-0.05439124839645376,0.015334999940074624,-0.006202348457926436,0.08601816368863373,0.025720938795510608,-0.08679318069285902,-0.030919727645759957,0.003403717870011179,0.06013886057192648,-0.011471582066231088,0.03293827394867041,0.02564579890726173,0.03416444921796579,0.024836690700299056,0.06834334508945328
PLTP,0.020487968037630765,-0.05211189706329646,0.002609805877133091,0.007860495794272105,0.009049478975442529,-0.03714977700965456,0.059474928824678086,0.03897047693271663,-0.005469830275551096,-0.06965716224403266,0.04722141092823622,0.021717636818634846,-0.02618304983679192,0.01154853442924195,0.04467331671851765,-0.038008075386604466,-0.06572857876843877,-0.04521859652914787,-0.0014736797431355575,0.04198996547681102,0.08749293290265914
APOD,0.05635822939502116,-0.05899407433352326,0.022032657199990875,-0.02375648086189412,0.0006273331858024377,0.018267392883264323,0.03677184655954278,0.03476824402255472,0.04258260883602176,-0.03862502603391399,-0.012490741781173896,0.1308821618559312,-0.0025119675731057494,-0.030488468181385807,0.03342135914314547,0.031414683270128446,-0.06917467051121322,-0.02214137129554143,-0.036683144756242625,0.007640840000932649,0.06509544880065536
B2M,0.049790544286894396,-0.08923554793037922,0.04439033994494109,-0.005096045044987831,-0.004913310158506455,0.02450386411385102,0.07025509778170758,0.11551111483050319,-0.02613948007675723,-0.05556407983302328,0.0028065861220956173,0.12030789985061832,0.05152247280749518,0.09771443372041923,0.10011175974704532,-0.011570530719812852,-0.08793210742321103,0.07432558225553665,-0.06261014950354793,-0.0024413992297526374,0.035151832431198446
OMG,-0.0036740227143592843,-0.11581049487522438,0.04685650369267688,-0.04309777251069948,-0.01234145494894291,-0.04084592438587946,-0.013100624920889313,0.0577541214196489,-0.01571471444085293,0.03852323397479203,0.017335490627280875,-0.06063957448207488,-0.0060680535049737585,-0.04884409237964495,0.04224304637444153,0.025722511333155458,0.029605470608244762,-0.0069723299265771225,0.10655409202583022,-0.11023531168382678,0.02156815132759671
CXCL3,-0.020859035521997017,0.0027895472572313377,0.012700231098500192,0.0448233727294817,0.04961155467297727,,-0.021491544178828207,-0.0016278379464644893,-0.01624535957594913,-0.02206875026831446,-0.01467297435095129,0.023229358675302573,,0.04067987098613924,-0.024392866773525104,0.03851163904978408,0.028636078407734786,-0.04393546605820736,0.022244910399696036,-0.020376985632032545,
