,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,0.07997398597127996,,,,,-0.016842704306027197,0.009623980553207538,
BMP1,0.045993788195497196,0.020663759242151702,0.12549034951982244,-0.027581464825994606,0.048637304216711585,-0.02689409702872061,0.046322199488075054,0.05288155517319195,-0.058874134873176796,-0.052300373383642906
NDP,0.004590251700244445,0.008836247738969363,0.03961568239730023,0.06991690075194576,0.006312753531673214,0.04281054371390011,-0.02021632610830237,0.009359798647903922,0.2157692657588345,0.18040159035294334
TNFSF18,,,-0.026101844572068662,-0.034818591651812655,,-0.07425393446733185,,-0.017369583659616408,0.034676953247657336,-0.03441677496289653
RTN4,-0.004410526286430754,0.009359238164440753,-0.14020262952011034,0.03672215650864842,-0.09489894017330577,0.04795441889984424,-0.056512171253806046,-0.06301401998945565,-0.07348461034847581,0.056789670152934076
HEBP1,-0.008691971455873502,0.06126976601728681,0.06841750278381825,0.0036243272388243176,-0.006041640903407749,-0.04873007799316979,0.0983001590287599,-0.033630156936236236,0.11966908560394665,0.011819604321425812
WNT7B,-0.001562522141387685,-0.03519270147974092,-0.07264838082565875,-0.05442488962886036,-0.0255720700973393,,0.012465594253319442,-0.03632120459501316,-0.01805461708791925,0.11878547398986454
PTMA,-0.01811677330987783,-0.041158059127987555,-0.10432350950533552,0.03669674832186657,-0.002569447300082928,-0.037056502819353944,-0.06551119347866446,-0.10609601199854334,-0.22210665913398359,-0.06449777141730631
FASLG,,,,,,,,,-0.026912061440421464,
CEACAM1,-0.0023068721714861917,-0.02500763767930009,0.006233105258490866,-0.020266819666550598,,-0.08527385620588623,0.006372161290548767,-0.004979086579721715,0.05542770324164148,
PDAP1,0.02630382393092259,-0.01353093568911819,0.1446334245640901,-0.029249459900875907,0.04245600697302116,0.03947074495720954,-0.0034756704390505404,0.03936972722977057,0.021275502257502396,-0.019232081840533658
QDPR,0.013253970735244817,0.019438803876376396,-0.11637795448815148,0.05705875958479984,-0.05482037051461224,0.0983728784572085,-0.04897017133229727,-0.08508157018529555,0.0750911696253944,0.08328343342641968
POMC,0.010085915362299603,-0.0059394294495745655,0.03680572545842902,0.05111509284664815,-0.016956743110279247,0.015271718502490173,0.012808214238519808,0.009626454554595465,-0.004622516381776844,0.09100335511741306
CCL18,,,,,,,-0.03024575126010608,,,
CCL17,0.04985192991868121,,,-0.016262779361244335,0.017603431469294346,,,-0.02220613270836093,-0.024392760943256663,
VEGFD,0.012206944562808736,0.11294562832436955,0.023878578088728643,0.051252905162196515,0.05111769685920225,0.06714233279184961,,0.06123150572964987,,
