,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
RARRES2,0.13109753479432548,0.09380893103728863,0.041021670296040626,-0.07121885287945616,-0.055476423999695504,0.15068362398053442,-0.42465984180348004,-0.2687321868292364,-0.6098067146456569,0.33113581341218434,-0.019699170250955404,-0.21886209251312114,-0.29237138576512123,0.027481837389718995,-0.09768760429338441,-0.10765756280034201,-0.0065310089796655766,-0.014173411025157037,0.024265860407039534,-0.2644165943831233,-0.04403764781688094
FGF7,0.026713226173656714,-0.03540691244835795,,-0.013238885501798017,0.011937294288994604,0.009493175213255685,0.11208702698017546,-0.044779339044397064,-0.12652959384359713,-0.0028318015469165868,-0.016903006343845072,0.04825749996276621,-0.04161285030718294,0.0554651894766116,0.08216984815487957,0.0030853160219539433,0.041810867196079904,-0.021330274783569435,0.06655389374547153,0.019387443815650243,0.0059078780926376815
EFNA2,,,,,,,,,,,,,,,,0.00360346210454449,,,,,
HBEGF,-0.042513976324884566,-0.0680243634101171,-0.18973945845278373,-0.006270970266001075,-0.0033814136310293887,-0.0451296003031869,-0.28943881837488844,-0.22219706621982105,-0.22053934318564064,-0.4611333019370453,0.0033191136393079658,-0.3179776631982635,-0.12353631353850905,0.008748329547759694,-0.009215354282881057,0.012741476113727451,-0.0014991951037368718,-0.14416413587527482,0.019073620227272978,-0.373827897190158,-0.002017506148178293
CSF3,,-0.0790105100445126,,,0.016171826391304506,-0.07134014883838621,-0.10012092607141879,,-0.06319109105868907,,,,,,-0.15113137158857443,-0.14921523312738483,,-0.021011601247822306,-0.09603226396979003,-0.16402385103761963,
PI3,,-0.09684484458108687,-0.10193391093424065,,-0.05755055090365129,-0.1049156956192791,-0.09199887306213704,,-0.10738705998271574,,,,,,-0.20628134897730965,-0.20535557267480134,0.049242784860826665,-0.11873761470200676,,-0.15378914590736348,
PCSK1N,0.095382006736182,0.4132538268647137,0.2105756720886814,0.2303394961262706,0.12160822401996238,0.03883414627191761,0.08926982479726996,0.26969502525405004,0.32326220412021744,-0.20748215789117389,0.18311316147873646,0.7274882563277401,0.5064643969957306,0.03750406436020742,0.1468248962573763,0.1069791902185931,0.053684937538291636,0.06277023845123356,0.24024845088367,0.5905941456958924,0.2602775223009188
NTS,,,,,,,-0.1835093182637869,0.005359458251773047,-0.10736344131362519,-0.045434351145319324,-0.06159751305758031,-0.10420590776733976,,,0.12047176006885442,0.08360197622893253,,0.00935388306873528,,,
SFRP1,0.011187127508760022,0.09428486269824701,0.02261043530022864,-0.033648114359373184,,0.0035177718747949624,0.11324705033266523,-0.12511147060457223,-0.08853147111192525,-0.025511496666803,0.044799601005010854,-0.22214241287207212,-0.001342543963395754,-0.020451934712757292,0.15265898033501554,0.09923131219344994,0.030144433441602413,-0.027959539830708716,-0.0641001369900439,0.033353097892584345,-0.03830160524133956
CXCL13,,,,-0.004818758154391435,-0.044882588307084345,,0.07018812487997993,,,,,,,,-0.0726447850391176,-0.06163860471555251,,-0.11318563477088031,,-0.13620820507205839,
MICA,0.059971134166626604,-0.13699394241340437,-0.13724182651785907,-0.06429780153823624,-0.044717325743441505,-0.01638517630363511,-0.05298933557981577,0.029652196671629685,-0.2461402662384953,-0.04833749146370646,-0.03748897923615709,-0.09386401127881693,-0.1779366768257752,-0.005653098289195207,0.05155945123123445,-0.062021574569381836,-0.007432379945826468,-0.0027910062080797097,-0.005593281789636802,-0.1585277946015816,0.004448455944007097
TG,0.04783240676523765,-0.002589989204389978,0.10323863300990774,0.06148699694399623,,0.0014880389727697616,0.04849267113326516,0.016036325763860566,-0.04128226363125799,0.03628571095180245,-0.014373797637351504,,-0.05096188136008083,-0.03652486938510443,0.05580747270747137,0.008861822761903582,,-0.0049254902183974575,,0.005247432609643387,
ADA,-0.005739949011733446,-0.0033077958449246694,-0.0839482536500639,-0.008892570002142644,-0.06356852249650781,0.03577237347692869,0.02413405552861164,-0.05806368775213832,-0.4223562020111585,-0.08949842215463227,0.04401469732965413,-0.2895445123700367,-0.05833347476262911,-0.023549918250483547,0.04977759983973349,0.026967518374114516,0.019029140761132088,-0.08916710229078628,-0.05789573724918673,-0.05490760825749954,0.13710638454485327
LAMC3,0.006758555741179999,0.06401894141651265,-0.17461282773319828,-0.023278323751712824,0.16125130087834222,-0.050216715427336786,0.0768476197137602,-0.15238871367612505,-0.31878045268300426,-0.14791140933399197,0.005534225870050999,-0.13781307976158685,0.11556548249519547,-0.028870419386743562,0.051821600705052456,0.04002675504150191,-0.019450522492027035,-0.1642959557272181,-0.03008530859773542,-0.047419723445022904,0.011116615796146803
CCL7,,,-0.06745014903992577,,,-0.02162481014597309,-0.12441386226263701,,,,,,,,-0.02488778434927707,,,,,-0.1749514018753319,
NGF,,0.0039337678692857305,-0.08020655552519843,,,-0.04230075881406148,0.014185315646710318,-0.008826592516829629,,,,0.11034241083023213,,,0.09192493034720518,0.06427558246723793,,-0.09651945869468216,,-0.027517349408587518,
TNFSF15,,0.0710504629655378,,,,-0.011463007789411147,-0.016211865275813066,-0.12509465298779998,,,,,,-0.00010507536767489812,0.02733950096480558,,,0.023904506621026552,,-0.11809209765968474,
HMGB1,-0.0453883715171477,0.1428998379956124,0.1284628616177466,-0.014679993574009167,0.14977656716544785,0.022780642782489154,0.09800386986978704,-0.21789605650012306,-0.5431626910502574,0.2265546258205376,-0.14974635949947712,-0.34297835844348423,0.023610473336910763,0.05281957415991564,-0.03362568508771931,0.01012701999789948,-0.051674801109346837,-0.11974779084802459,-0.00786985828075468,0.06558471997732958,-0.038736363694512874
ITGB3BP,0.039433458696028975,-0.18636164669165592,-0.0015226343684859919,-0.058274223851687276,0.0074616491812716495,-0.0015388345439612031,0.0629708701581977,-0.2611784522086502,-0.3891525385025018,-0.1189812287703087,-0.0012446197551553783,-0.008375204764746704,-0.2961535839456735,0.005709254070941114,0.0564099896433589,0.022800795712235634,-0.0034545457388898285,-0.030002579557684955,-0.029901609510866064,-0.12387039755806278,0.04216455824014389
AANAT,,0.04213113635878188,0.04909283713591055,,,-0.015377054205924468,-0.040430733520792766,,0.0016566141743639326,-0.05176351114503762,0.013690016077743188,-0.013113934969715394,-0.030016282738610338,,-0.0226329089588144,0.0455347028821426,-0.00225523009559978,,,-0.015033676173984904,
RELN,-0.02116186751825664,0.1331444453688795,-0.08560791090611615,0.019364109507048803,-0.024318874439129733,0.015967425861774333,0.10216785406006999,0.019377052738292017,0.26904113651853506,0.12953356901789112,-0.06014444169188929,0.05874862113423297,0.12483360688401474,,,,0.030054113370429663,0.022763522364906672,0.03561323258909215,0.09585746197259856,-0.027639862047969137
IL15,0.013594540783549759,-0.039879755222910304,0.007522263680783065,0.004152570968002831,,-0.018723639014277867,-0.08197524492719324,0.06667476759056919,-0.18290781125809924,0.049127845137010934,-0.007801815426275786,-0.09605756996678733,-0.04041266047935333,-0.021347138719491114,0.04977490886875086,0.06404536675345918,0.013130204265106438,0.04481527663088739,0.026453633283790502,-0.14533230114290782,
UTS2,,,,,,,,,-0.23091801243041973,,,,,-0.03734359287995599,0.10270494770926246,,,,,,
BSG,0.17555443975695798,-0.2078881835708317,0.1979951612594475,-0.034142753081887675,0.05895769600612641,0.03959844451746196,-0.0791523716709521,-0.03036418353127565,0.2625970059960072,-0.32231377048668874,-0.0019044049433186154,0.4700483111046494,-0.385584714747813,0.025675868950163428,-0.01231814815386936,-0.07750646324558094,0.03137511749186437,0.0016870325851831153,0.029632238886097978,-0.17741466482810994,0.23014380650285168
ADAMTS3,0.06269913877149585,-0.02387217250676964,0.013779288977312688,0.007542550539083133,,0.05054481674618611,0.015557696338622804,0.06820430238220347,-0.5288065006471631,-0.07652494232716779,0.043503078335385005,0.10437388967135383,0.008570474649337084,-0.002047917687529086,0.12156583203840121,0.08511760924040566,-0.04594610937841345,0.022048069700134083,-0.07083283650862747,-0.045272409915038926,
CD34,0.05703181102620556,0.2294998818318833,-0.10485069117811077,-0.023162700139627703,0.11326219348738062,-0.05677835021308455,0.11237670745031368,-0.030256065045741465,-0.31127333311513694,0.07375700402810492,-0.00936605121913167,-0.005268686206000125,0.16048943440537614,-0.08213534979325991,0.08405312117762528,0.056584250290741406,-0.01268022886513705,-0.11688380119301188,0.0516157139827286,-0.03333634796689506,0.007337235195296727
CCL23,,,,,,,,,-0.09471652579301709,,,,,0.06646938493960668,,,,,,,
PLAT,0.15097349320797998,-0.0346755878307687,-0.06582915491146217,-0.032640485528032,0.1244978199340739,0.08373765016330581,-0.05560621340084779,-0.40203442611820345,-0.4861509775002973,-0.5209423159231621,0.015113828920919963,-0.04187176141438323,-0.13889431173060687,-0.021111477596369894,0.22203651812837977,0.11365904096563359,0.019817532240009636,-0.22360509481847318,-0.034219949260907635,-0.06266325617915211,-0.04442424920485078
NTF3,,,,,,,,,,,0.012373590029273736,,,,0.1510139591734229,0.15348713940700345,,0.0899494260037158,,,
LTA,,,,-0.025575311031689807,,-0.021140525470681754,,,,-0.06111520728813552,,,-0.08510436397165407,,,,,,,,
CKLF,-0.07353227710451739,-0.004435974586619355,0.014027346211631013,-0.12312657584218933,0.07534320806948346,-0.009071370781733824,-0.08880243761418799,-0.3192186641700222,-0.622525274444551,-0.030461705737600393,-0.11965628867557615,-0.3245758201657794,-0.28020850135337283,0.006596328317260925,0.147491920870679,0.08017082811103324,-0.04337301516403115,-0.0619804730294427,-0.1629779214973573,-0.15433085599685853,0.07406396623380543
CD24,-0.07307788864728845,-0.1704465583563656,0.0030459542015715776,-0.1426516549083797,0.00017553270221270755,-0.08370577498627596,0.18017071316294167,-0.028707106481941046,-0.0832722111164723,0.2554653070572161,-0.22701454440358212,-0.07880245566858646,0.008714157446253513,0.09581163592521431,0.22087437069460508,0.12376508842932803,-0.024416506956864554,0.12704565932595446,0.11935174291153335,0.12374785009307311,0.09087522426276158
HSP90AA1,-0.11851179620945024,0.1322771939191462,-0.01226355324633695,0.03033301360449885,-0.1263503603613824,0.07027182813414798,0.3825617932059157,0.5600309135555319,0.6828956903708976,-0.011051125341530773,0.12013329397341234,0.7175135123665668,0.6023693094187408,0.02862773000622348,-0.25779405165228436,-0.21328339237580152,-0.016972100059948,0.059698849492044855,0.1551264369442131,0.3739813516910305,0.14270229711215068
BMP4,-0.02233204069620071,0.16396292855489192,-0.03359321893600853,-0.047030026597489005,0.08593659415607662,-0.06044935565849123,-0.09243055438742838,-0.23872805397908003,0.060030775030927415,0.08494884922454041,-0.05739013049517217,0.08740486009941358,0.030646807426726905,-0.023325890529889655,0.03772358567204794,0.05475535850680568,0.011705535025923417,-0.06132001787931276,,-0.003376708730945869,
SCGB3A1,,,-0.03100679116143138,,0.02086777589554576,,-0.0029898538274354233,-0.01976741819803331,,,-0.030627356882317613,-0.03329967020949101,0.08105433167169826,0.057078124257882897,-0.00864119112652261,0.08653609707103493,,-0.02245983112563276,,0.038519222584824285,
IGFBP4,0.06866544539717433,0.01831037793090657,-0.2154182368280471,-0.053642997669781374,0.006774698479178973,-0.17131240032906309,-0.09310707641919509,-0.33563349149452265,-0.3573289617794465,-0.30410139226950905,0.03384692075608879,-0.24734299624625455,-0.104710543086852,-0.019456666412956035,-0.002090916437024924,-0.06968255136175033,-0.0003541451182753941,-0.2798746655537392,-0.02709576813306408,0.05977974264919343,0.07076822611669613
RSPO4,,-0.0695646680176205,,-0.01850887599151741,,0.011317433509794254,-0.0581421967156813,,,-0.006238490773084431,0.04224668801676621,,-0.07242888658199584,,,,,0.023559446530791957,,-0.11789357962377642,
LEFTY2,-0.04270917623565738,-0.020315350326461368,-0.11072661543651893,0.028103796157700395,0.09208711143266346,0.06218537539917153,-0.09933215529806788,-0.1729788138107618,-0.3916630204533798,-0.1379355607193166,-0.012440072120127677,-0.021893749612101762,0.08246442820706013,0.11158713275892125,0.027326880729724702,0.0179715735216893,-0.06341208922417547,0.09652088890943769,0.008693468574324341,0.04427884624372222,
PF4,,,-0.041771023864526594,-0.06226152011101774,,0.024776969876047463,,,,,,,,,,0.021959075798369147,,,,0.06997187647898348,
ANGPTL2,-0.028744091145103293,-0.039788833857609604,-0.11850374529498969,-0.11555852712921164,0.06676653460234848,0.115608559257357,-0.067903176795519,-0.47027947496059946,-0.44181097969906186,0.03713636981502633,-0.08572163205670738,-0.35322229250398707,-0.4389635736851369,0.05253005971143389,0.160241644681232,0.15893722380223643,-0.0797312361858052,-0.07059320021497574,0.0613500800745288,0.019754594975908143,-0.07255939733388174
LRIG2,0.044562999795699006,-0.09795263283067612,0.02029161824042983,-0.0280734778711036,0.09217586171691615,0.01581586283249545,0.02619686855655697,-0.14860681365923464,-0.19928889700789218,-0.05489204180503423,-0.07956342372346331,0.0893240209391389,-0.12805087808513668,0.044474261595091484,0.0712395679030164,0.04539694121199669,0.042287287609049214,-0.030958556234286276,0.08343244418309785,-0.012194039997048574,0.03601983024190896
ICOSLG,-0.0972135280261996,-0.041055391243551384,0.001493710819495226,-0.09616264121979673,0.06879971545356114,-0.007341380089436964,-0.06947497402338187,-0.13424487414218111,-0.29903914613884036,-0.06912003972618778,-0.018176375350960887,-0.17336549306881985,-0.12540703584679908,0.005369982434818987,0.1216035689248807,0.07027531961798349,-0.046560147007912556,-0.004121852600618552,-0.032139963386625676,-0.06647088191585405,0.003929675275439453
WIF1,,0.5163595405407315,0.10953727908612652,,0.037089412793408355,,0.18570671285925786,0.32645090320192094,0.5221716571020167,0.1260060125296106,0.05012604731845042,0.29020746541666786,0.356650969176965,,,,,0.03846346327783768,0.05165435766390277,0.015764452698737472,0.1453426048357453
NPPC,0.1297164213673584,0.011953685073026517,0.16006685642440274,,0.028895162208806193,0.10519785991258013,0.08415859479620366,0.17949732932115453,0.07751927335034216,0.12608134486044567,0.08330029269421811,0.23708012397314177,-0.3858162295614158,-0.04020717303101416,0.0722113871253742,0.026333656514483064,0.00042373711247145363,0.058582548822950616,0.05149660886595173,0.17638293910678496,0.11069142349586687
LYZ,-0.0345896409304841,0.013844256255842794,-0.17845521030156014,-0.10820580650674784,-0.0142754189081263,-0.0839318941956771,-0.25188089006723646,-0.1230422138992876,-0.3674754080091519,0.037476279544766414,-0.08066187119863995,-0.5236929741746098,-0.058683427990363086,0.0818461135758658,-0.03930683890814934,-0.019597044898955068,0.01933714726900183,-0.05889026936721608,-0.11679778455982044,0.03791615343933698,-0.004314115171263018
EREG,,,,,-0.033043382934331476,,-0.10215520425148387,,,,,-0.06874207248161242,,,-0.0811442722697321,-0.07959143907972144,,0.05960274487162589,,0.002031625654949699,
SPTAN1,0.1422666149807879,0.2343325121544279,0.21581907588360463,0.09166559620845623,0.07933718803287397,0.13634216794783566,0.1605809976238746,0.2613377583679146,0.3938050685584927,0.2575445467614212,0.01853821580238084,0.6696099911235903,0.3170358101935828,0.06859338248903822,0.19936581709684525,0.15353834236288205,0.07574605813575923,0.1754059365760284,0.13870280986459893,0.5157529817856745,0.2534194503852366
PTH2,,,,,,,,,,,,,,,,,,0.010832758831211473,,,
LIPC,-0.008399284582119266,0.006805876290053918,-0.016116115225308248,-0.022342708586301593,,-0.018688667596220062,0.03890767089681298,0.0677766568881338,-0.10575622671199242,0.021248189346700752,,-0.041832079468331985,-0.05148404774922136,-0.007143790475453746,,,-0.02690110849165678,,,-0.012062795976738701,
COL8A1,-0.046757380922687275,-0.2749637083191822,-0.17838177301239294,-0.0013983879396279985,0.020527295058021477,-0.06132451896883886,-0.07591728525282998,-0.28015731371154634,-0.21492749708043557,-0.17365404230224535,-0.01743521885120507,-0.3290019847603252,-0.2864268873988032,-0.06470433631562986,0.10041251946780376,0.023890342041150404,0.00012488422515886979,-0.11231090320933128,0.02803650877895969,-0.2682722398732212,
GSTM2,0.00798334620454277,-0.05785629468842458,0.01736559128197995,-0.04062266868555564,0.01294561838348149,0.00939053235952345,-0.008927494824885815,0.042666434920324625,-0.15062166870913732,-0.07868240434388026,-0.029747453081774403,-0.03057993050907589,-0.1171369978972928,0.016452833021125473,0.11222900743743239,0.1343012980251348,1.4347750268292018e-05,0.02323744410673759,0.0031861779541093953,-0.08074554873741042,
SPX,-0.0568522054718884,0.2021095241253793,0.06360363383629264,-0.016545907377873887,,0.037954755351297484,0.2675877488232264,0.08432529543465717,0.21705454746828773,0.28778088580490574,0.012890525470480809,0.19747316185322403,0.41930312017482085,0.07376863114044208,0.06333379579780261,0.027288578950462442,0.002144180522473543,0.2484276976188021,-0.04126537670850299,0.14938464701598672,-0.014185508354718143
MFGE8,0.020002576987990243,-0.23822642698863972,-0.25770234825189325,-0.03541860425714188,-0.009692690637387667,-0.022188620292602775,0.14862468561855088,-0.13403539535517756,-0.16546347561863176,-0.21234571042135947,-0.053390195383387115,0.1673477277536387,-0.1383479799561999,-0.06603358532260556,-0.027364140588759217,-0.014830004096604451,-0.054848954900820715,-0.07076528905655773,0.015962952676007773,-0.09390248531383723,0.13456633627901848
TGFA,-0.0755122376578012,-0.3692766278306302,0.18551678534071547,-0.08439901609775986,0.03434131563610208,0.049879446793083294,-0.06447591416461296,-0.2541487260461597,-0.32290991192421936,-0.3651335282828654,-0.0906891835968951,-0.21852666062332546,-0.18517708083088824,-0.04908574974485475,0.1624753236761396,0.12242823482353371,0.005774953718935294,-0.028213968953944367,-0.06253717796053437,-0.1401219857376187,-0.002090197132159335
SLIT2,-0.044392860200229124,0.4497001015639537,0.010601677864884944,0.11414768460936013,0.1730893830520673,0.08524262292415775,0.15946138914320535,0.15309818318599125,0.24906488660432008,0.21184900171810397,0.03601093210418935,0.3168088000381101,0.43932970263080706,0.01282471030699691,0.1332101442882211,0.05034406190773873,-0.0017291607715563737,-0.031092106351244788,-0.02765294936240046,-0.12299371099231493,0.300023228323031
PLTP,0.08978098409138496,-0.07709609579915559,-0.07656306152443482,-0.05907170683090232,0.16272654573314665,-0.10375703965173097,-0.31440267464654054,-0.2230001626523251,-0.6233794492986289,0.11450202383064242,-0.20420035744761003,-0.6759503389996391,-0.10699616661309669,0.07770064326523256,-0.024332019408667416,-0.08800922377762484,0.05667895746101782,-0.16910781665430022,-0.10336528415260168,-0.05912949302881712,-0.014847584195455298
APOD,-0.1569692353267016,0.28751136053057985,0.09863828710413547,0.07855655345411974,0.15889787556884608,0.1675457418249746,0.20032147452918428,0.033132998934615285,-0.530041792334817,0.21582858194535953,-0.0507853129185052,-0.424102564712689,0.3885183495691539,0.05761560267521908,0.1989677321682214,0.14072944226432088,-0.05775070690731003,-0.12143720845987904,-0.06355480039836096,0.3432608477189402,-0.1952759029688248
B2M,-0.02484569571067637,0.2012257615906702,-0.16429367926791466,0.1545850890556612,0.15261540230234424,-0.010675809156807008,-0.2955721132260175,-0.4306105258837745,-0.7156526834154022,0.02762615551395533,-0.2881976809737669,-0.7792191781858188,-0.4175366447680705,0.0709439004381993,0.016996130247648775,0.05312173450692644,-0.04862159386068806,-0.1972877369491605,-0.09197397004236238,0.07803118870377078,-0.28309718137880835
OMG,0.017591435361747003,0.28816317619224385,0.26760546218460113,0.12284319165162845,0.15853070572133227,0.0934372019839445,0.28820474137979124,0.12683081466110976,0.008424557391057717,0.33482461004855685,0.07384939522680078,-0.014470418361838103,0.42169718568113806,0.07690915514003278,0.1955543249118322,0.17549078601954704,-0.002650122233943434,0.14905868775565645,0.08336212626024256,0.5358036731731586,-0.08351633661723568
CXCL3,-0.004538758097899928,-0.10944984889516093,-0.11052861265678486,-0.025402811088306707,-0.04231680196474891,-0.05938757323111035,-0.16841059630858554,,-0.08765198235453928,-0.2724379724071175,0.015689123338445323,-0.025243508965003186,-0.028064992807060006,-0.005395757575292461,-0.10536293952941576,-0.10045467505482687,-0.03343348641951277,-0.08315871430051805,0.018973297111282674,-0.24513671183527064,
CXCL10,0.11543233253649386,0.10384227581792228,0.05641802062280253,-0.024401091511291665,,0.08927131862141027,-0.020968634340202186,0.0005626387829760632,-0.5038762823867369,-0.06041853650422589,-0.05258003586549849,-0.07728371952856677,-0.044457441024621035,-0.014146002012765986,0.014364547254190499,-0.05093721931363048,-0.02031495330444345,-0.0021140326066765272,,0.05705635761671372,
