,UKF248,UKF259,UKF269,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
COL8A1,0.04331404474428183,-0.04185328663147285,0.07380074452705108,0.12333519648184174,0.055752507805065465,0.05478528554298874,0.011068581984099267,0.045903525027270305
GSTM2,-0.0018835315446148297,-0.012471413847555029,0.1157322918107596,0.0006881210418445255,-0.03255721942824768,-0.0035877176603741597,0.050694310336581526,0.04283906380300618
SPX,-0.008702827315707021,-0.02981848177890568,-0.04654598028074881,-0.04822350052655003,0.02892224100203486,-0.0027421951170751844,0.028079261385083987,0.03231582568246757
MFGE8,0.06512586879084505,0.0048608828486603,0.054000824067945714,0.004535653555059827,-4.124866626133679e-05,-0.03279208486927967,-0.007140174394574147,0.01587302838220114
TGFA,-0.012108162438478466,-0.031899817713735804,-0.009595645455445962,-0.04108281342439204,0.07182603150770185,0.04322485194423488,0.06182275141443062,0.03558374364644039
SLIT2,0.007773429067856302,-0.026017244219231673,-0.020713092232955494,-0.030183866789736828,0.20066789568132348,0.0425349975243697,0.05547124864996549,0.016376409343331236
PLTP,-0.0006110292937102464,0.05889139948554999,0.05378157718786791,0.0307480145198521,0.08619113586072065,0.04194577424656627,-0.013459839794129395,-0.015540771707444058
APOD,-0.016850119588611313,0.022010361218905077,0.026768592867492353,-0.05581346738613485,-0.11443113454153105,0.12671517309064362,0.02324117794655872,-0.028432469151312433
B2M,0.009152824851065094,0.030437912356777428,0.07961517084402223,0.05601093265818908,0.016187615091917847,0.04345754675256634,0.03906480163792816,0.03285019248883623
OMG,-0.0014097874200608475,-0.0164437465119431,-0.010754013773754484,-0.04392740858063722,-0.09008709347640627,0.08583462653966192,0.07954710332153385,0.08851352297102864
CXCL3,0.019119217548701075,-0.000515229371335473,-0.020172454317642485,-0.01454569794931032,,-0.017828701345439558,-0.008743970475740201,-0.03139513107459366
CXCL10,-0.0490859802041844,0.05688792616953813,0.07606296843399389,-0.023114874329254614,-0.021580457800285748,-0.022602373265156406,0.06657910167372008,-0.022997528964617913
RSPO3,0.035433039746374316,-0.000698878824291652,-0.025228823780883966,-0.015199974016162597,,-0.039911939162810744,0.0007132620600044207,-0.014686911593011139
CORT,0.014626897546764824,-0.0010925330507314986,-0.024772893731801474,-0.040325059044390606,,-0.024958339086738238,-0.01483071232995849,0.02773200253388705
NCAN,-0.01882827992462387,-0.036300579855143913,0.02323974350119844,0.10647065080007641,0.023805592856145516,0.11778444134101103,0.051172025281524744,0.04554704944139385
PRG4,0.026151423298785333,-0.017319217232544027,-0.02185501573472177,-0.01777128227328823,,0.10446545303906321,-0.02188362359414216,-0.030536693159348444
ZG16B,0.018624517941255133,-0.020101069734150483,0.08948803345574323,,0.18593223151336563,,,
TGM2,-0.015111544082137445,0.012835786684246685,0.10816899903166058,-0.06060676922003734,0.08964082841712125,0.03433335091354773,0.031476876945469086,0.008670447015650971
VEGFC,-0.0015286238872427118,-0.030867482497424478,-0.028814466061942268,-0.01813630192077321,0.004892343309968583,0.0023016137497613312,-0.029715342332923677,0.06802481708015355
WNT6,-0.01175306058743931,0.0007340188511767782,0.03290174052440441,-0.015828448488947645,-0.025858781047107725,0.03383933228327747,-0.027563541742219623,0.04587616997497547
NRG4,0.1284154278988103,0.006008842458460199,-0.027221808541800775,-0.02115811159442271,,,,0.043383676427909655
PMCH,0.04135651651521393,-0.008607850178868696,,,,-0.022247847414606208,-0.020808282833351097,0.10061774628743753
COL9A1,0.057424402640274964,0.04229662612464718,0.052347005272598855,0.005000001995415084,0.006831242199502944,0.0636071501577634,0.06567717121274697,-0.011270799681300412
GDF11,0.020532475392633438,-0.056067939855586606,0.042513016932633485,0.00010664195638213887,0.001000911820455752,-0.016070311634738373,0.0232751473496572,0.026155711358214227
IL24,,,,,,-0.016587458927501783,-0.01394644338791211,
SORBS1,0.0366638729270751,0.02239752770869894,-0.03625485880177447,0.04302008175696106,0.0534722850684635,0.048090680610050764,-0.01782527688077756,-0.027717745431892267
DLL1,0.02446625386686474,0.03930295795803346,0.09090246826524,0.03297956019543254,0.04780415556089736,0.05644135210620232,0.05949689032051843,0.04805988538112071
TLN1,-0.03345283084692358,-0.03790793676404103,0.10380503402663444,0.005222364266098544,0.011295916161778939,0.005629352907548173,0.03348459118821503,0.06751623715558501
COL2A1,-0.02369672118988668,,0.017746530945324676,-0.014766869694213964,,0.011303614543560563,0.1187485295818778,0.04229047745864839
SHH,,-0.01799751027875589,0.03259493193043307,-0.014093392585399218,,0.018664436141586544,-0.04064601283879865,-0.00457460066248492
PON2,0.03194808362703816,0.02115203350136015,0.07247914759250135,0.09361839653899011,-0.005433371103372989,0.0401909493408616,0.07150870313845191,-0.0013483194711836756
ICAM5,-0.04133292531644246,-0.017539311156621135,-0.029627269452611488,-0.027523634436873,,0.050438392984413584,0.0032837763945359035,0.016081022411047
HPX,0.05575884587247784,0.03431503373443976,0.011761777162684015,0.07527408399668552,-0.04456216358970428,-0.021495184576202604,6.903034564753682e-05,0.07792423529675122
SFRP2,-0.02729844676905797,0.022198423152136555,0.07752666767060003,0.02409156172083677,-0.011063247948040172,0.08687609440383583,0.028581009916290374,0.05565183796262427
CD70,0.058624756929853375,0.022175884227229947,,,,0.04872567287221688,-0.020081942173405667,-0.02114128813206938
HP,0.033502218852829446,0.0012257754467334507,0.016475124199632797,-0.022325407813592123,0.10013701824639816,0.004703658905393264,0.04235282385255188,-0.017182877797580078
CXCL2,0.03749017406129253,0.03707980839529597,0.03211264160050892,0.04621112684579947,,-0.022377070509669344,0.047794483549353214,-0.030211027208634764
NPPB,-0.026489332688352313,-0.02506532744496291,,-0.01813630323987846,,-0.024012206547229218,0.0017022714590854593,-0.019125561548563298
CCK,0.02543068018660382,0.0352411094206339,-0.06713891051585427,-0.07413432291642717,-0.03384273944025208,0.030819057681409186,0.11046552555845249,-0.036813854391011806
SEMA6A,-0.018756719875945627,0.031764991177478955,0.04407411265704548,0.021754232271061272,-0.05216397667339085,0.07711780381892959,0.016098325945781703,0.005949188562241091
IRAK4,-0.015930768158683634,-0.033347736729152484,0.08444010077245709,0.0007899604920814375,0.023332026982730604,-0.025651568989413696,0.018114158797781013,0.026642852122995758
GSTP1,-0.04651622908817185,-0.014624572039691405,0.0564505932586301,-0.03031479513423144,0.008920955037964855,0.06274141954308476,0.020080105660465954,0.045435448874102106
VCAM1,0.00394159029193829,0.020726693494113706,0.020353801318922015,0.02252612269506764,-0.005331218028180419,0.07868505589944719,0.0794850017721154,-0.04429276421024209
NXPH3,0.05976054870231511,-0.0016062910206383005,0.003744080123774322,-0.036316691650511976,0.011198661996190505,-0.00962286221599409,0.013562430067739235,0.07735858500449624
MTMR4,0.003170835067949954,0.023948328712002993,0.03596343798193775,-0.026518528152613106,0.010160284262354597,-0.019619382654134883,0.05254609377633831,0.002608805401528067
LAMC2,-0.020791356351907347,-0.03244880800634069,,,,-0.02039276760149528,0.027375527121696892,-0.012420914611446841
IL10,-0.04392985064282968,0.025589953059187678,-0.026470773094190832,-0.016234569849800283,-0.046788978826775005,0.03527199736621054,0.02016224798116036,-0.005806493033957815
SEMA4D,-0.03838288260366384,0.02667327386023681,0.025264727968573184,0.0030027018125977347,-0.05838354427870412,0.03263801443871682,0.03658076488899878,0.0005141790399647452
TRH,0.009931834537936144,0.03989944849146415,0.07425936935493363,0.03499891863281856,,0.012911244907777768,0.0339073416620169,0.016152271939078897
SEMA6D,0.05959518059095358,0.05863139112959853,0.07838808896022606,0.013857621064151424,-0.03770662246430456,-0.007251938248347764,-0.024270756760714392,0.010517917337630737
CEL,,,,,0.054255778392314734,0.044402657391367395,-0.02276941817457299,0.05063913946904274
PDCD1LG2,0.013817513072387018,-0.019852060941788936,0.10371928973307165,0.07142114179423059,0.033933546369549594,0.013915022309228031,0.009059123987184102,-0.035727289632218044
SPINT1,0.010748551325516699,0.05341223761276497,0.005521753758785792,-0.023828853536766857,0.08623659044732955,0.012345573270206139,-0.029432881674320347,0.09268460496992673
CTHRC1,0.05872083910193827,-0.018842371619727814,0.03431176490206326,0.05268811377814985,0.04791157863949665,0.05430337479489725,-0.017274465644447578,0.033851483182953335
PODXL,0.056665754768723355,-0.02007880606275593,0.08037389701538226,-0.021180820864362248,0.09523225044581507,0.007372467534062178,0.045002688488450404,0.03162234325705239
JAM3,-0.0015954446816705081,0.013956753425938669,0.055564105724993054,0.061895250150914835,0.033335600725140926,-0.029928164082717982,0.013676849366331319,-0.034958585813072346
TGFB2,0.05925738086460905,0.0746123631914123,0.08251772791083183,0.026575617438704662,0.08804685194148613,-0.03528732593885738,0.043079180359236025,-0.017196176350309223
COL18A1,0.021296808290994177,0.017160785752398502,0.07855006601456982,0.020873648888345815,0.007618078546680758,0.05794026955709589,-0.061212858365184,0.042753154207069606
NODAL,-0.009819834813126978,-0.0015129821333801775,0.0801328991592437,-0.024933311924065997,-0.06639110818796733,0.0119057057804445,-0.017227142844929686,0.14150946038263879
INHBB,0.04190811907046326,-0.0037629377470284023,0.03236883347821356,0.008751612126852331,0.05843104494824226,-0.03031305029221027,0.020933442380095632,0.04937641285522077
LCN1,0.06020041027045198,,-0.017702504793431984,,,0.007521407401127105,-0.01626885746750056,
ARF4,0.031455341248682205,0.018398273304475785,0.03842764616233643,0.02547504172285642,0.04542519122607217,0.034399041115829886,0.008306973719752565,-0.027111248442819647
CXCL14,0.006023119233530878,0.04188228861557046,-0.005237012994208131,-0.05117615464033197,0.1188130356735956,-0.0665457266945302,0.019568947504253004,0.021847225425127893
LIF,0.0011441518895237356,0.012087854785926137,0.00984192012703921,-0.030035893286497323,0.16574861067478083,-0.04294750303650636,0.01009615749500114,-0.012518079573471657
IL17B,,,0.010098075967499108,,,-0.0229519936765311,-0.02604898612446911,-0.017671403707761723
MMP1,0.04142977321009313,,,,,-0.024559688601051607,-0.026815158213210438,0.016431637382094452
MATN1,0.058670082496437716,,-0.018559872771471236,-0.01476686785654769,,-0.007223808345748947,-0.02877509619084288,-0.01821227863533342
ADAM28,0.03161486246004574,0.009423198783732017,-0.0066399024182008555,0.055437657265689826,0.01225851675306677,-0.020003027757194855,-0.03404259218876567,-0.01962074181215168
TCN2,0.0172095247299266,-0.009284216495689395,0.08679269005087863,-0.006633904625876694,0.06319372220726469,-0.009615039172166362,0.06719313507071331,0.035728325854976525
THPO,0.015369295454814007,-0.01987548676090406,0.1603975393487011,-0.014766869552854998,0.07198159271456282,,,0.10312846926546403
CUBN,0.007876585219726817,0.03436760050631822,0.04153753968798435,0.010257078961092085,0.09200502445350464,-0.002709008070342166,0.08910634136237908,-0.006991394697466233
TIMP3,-0.005694564896695795,-0.02335574339053623,0.041806041517360476,0.04486719124067297,0.04561751274010854,-0.00837503200202502,-0.01776321773276163,0.04764198157890374
PIGF,-0.018809651437971107,-0.01675275536258224,0.027622945643715483,0.022958656605389614,0.008897424638049784,0.03842028500806783,0.08797556955490562,0.041906739246377514
CRH,0.08556267333405955,0.052397585563407525,0.018142799928385946,-0.020197274113913755,,-0.0013821990494054073,-0.02498340816482603,-0.009803038742206697
BDNF,0.03663819430325175,0.0009237624241747491,-0.0386995953359243,-0.016631287795138065,,0.004116544043073756,-0.0639638926080524,-0.043532708255806594
CCL5,0.020430781286188,-0.01866782841410378,0.06766077676324919,-0.020033034347040554,-0.030311253661279576,0.010539747338945294,0.05401136718835678,0.049445440406120394
GAD1,-0.018717539856467562,-0.02241900509808843,-0.04179826694287784,-0.03688361198718066,-0.030154300335879534,-0.005978366293485683,0.0518073221723775,0.0059964492265720355
COL14A1,-0.012588344402474113,-0.037227636523614265,-0.005233575224984314,0.07249331582452807,0.010104221438616192,0.030835971423177434,0.029625530857538905,0.07584428403760637
HLA-A,0.01837122541035159,0.012942593588435334,0.06878560130093996,0.051399380618351455,0.04365488303887942,-0.055402824104900786,-0.051316239424137926,6.048715479855797e-05
CD5L,0.002944509446902934,,,,-0.03201496732357403,,,
FGF18,-0.02204099173184858,-0.01612823992252603,,,,0.08492981119633854,-0.025395745608605497,-0.022113110189695872
ADM,0.010800574185591562,-0.03644066379216582,0.11149192670417432,0.031806699274272536,0.04451456342771182,-0.05803238304474587,-0.013814470212133006,-0.03510153992938544
CCL15,0.0690374126373319,,,,,,,
GNAI2,0.05150036709621835,0.00942451970676227,0.07492677178410284,-0.01735581734744193,0.08018211915619547,0.03226766373680141,-0.05080793687731238,-0.0008555620811405892
HDC,,,0.030809198006928846,,,,,
COL11A1,-0.006266929267695855,-0.0360509911498341,-0.032184643816782536,-0.0036580722262661808,-0.05050279002718468,0.042851100436644154,-0.026143772322851977,-0.001661087162711046
NUCB2,0.029623842997783405,0.04012230842102592,0.10350685869535531,-0.01786265943512509,0.06959152036809821,-0.05988172276918015,0.03010138421467076,0.006217091478755519
CXCL1,0.04209529160684408,0.03346386547781226,-0.007735395232788558,-0.020033037743471562,,-0.014346089765014511,0.00477123222836321,-0.016170426550761088
VCAN,-0.03128571046532217,0.020487409131070267,0.05335325895595567,0.059401386595102405,-0.0047398168323308475,0.0769650281303297,0.018761995315025204,-0.014111103580758167
MMP7,0.010649175457627745,0.00548930485458397,-0.012921368583760732,0.08208713145758628,,-0.004839754834570835,-0.0022308155507090076,0.0009425737386343381
PTPN6,0.0006449864772730234,0.03835421538169244,0.08846209921789373,0.04495203978797852,-0.04928844744333045,0.0445411355050977,0.006831298454657985,-0.01985766159830657
PTGS2,0.02398826433442768,0.056296057644871514,-0.0478094982323607,-0.013782736512245469,-0.021396086149170115,-0.05913145327025448,-0.007871906598424138,-0.008000258173155847
XCL1,0.050406232310102876,-0.017548102238009785,,,,,,
CD58,0.006002416984307933,0.07461578794782459,0.0629700591981655,0.022853941781795388,0.07149513002622626,0.04119576146726198,0.03375286357019692,-0.0074625272682275375
TNFSF14,4.181748115864168e-05,-0.04739063429163651,0.057249528786518115,,0.035733560780868236,-0.0021470207550321765,-0.027686633386072246,-0.018477347097953862
CNTN4,0.03302913915819567,0.004552966859394126,-0.04588111108299824,-0.046440426769605,-0.03563075008193069,0.15405072894438013,0.11500990529037067,0.012237371839747989
NTF4,,0.05911070393140228,,,,,,
INSL3,-0.023912639438165427,-0.0161282367590659,,,,0.011242065017421648,-0.016070814112343214,0.022098676290438893
BTLA,,-0.02560041317969129,,,-0.03592853331282829,,,
MFNG,0.031788718461999044,0.03634691007839098,0.08792400048954158,-0.020271295980029292,0.08808847939341917,-0.023884531230781422,-0.03428775656276753,0.05931924160354024
ICAM1,-0.010397748160537417,-0.009900242462339457,0.014995275605965785,-0.03807644067243082,0.09729430960957261,-0.009262634282419642,0.010426656801792243,-0.06219205308067799
PROS1,0.053301339739859975,0.03212965175516569,0.06568087174544977,0.0426680800882832,0.03277003459650883,0.02318672389428061,0.04057450004228347,-0.004772755348943799
CLCF1,0.03441425064564146,0.001479442186649095,0.002279572813012907,-0.00320255205597598,0.07408930478898257,-0.010139795992975199,0.06590761605313734,0.01900426805591669
PSAP,0.0606203886827643,0.03140474290861482,0.002079323506603108,-0.06953300323692378,0.059011340689163194,-0.009616467420785917,-0.035315571850220384,-0.008116121867685516
EFEMP1,0.014109919397798052,0.0982808033936555,0.06619989115665814,0.015157108560322867,0.07567437988374642,0.02376899792181455,0.051574766465784815,-0.04430811672508008
C1QTNF1,0.01303250930764191,0.0013355932859528857,0.12761446788102507,-0.0005659434749758795,-0.03488445421032098,-0.027884867433492107,-0.01908951431426236,-0.039768310083539385
ALB,-0.018489422510317634,-0.007198196800846371,-0.02167397009324123,0.011972066117257657,-0.03732610265650774,0.015615122114644442,0.03250477944439694,-0.03093061765307561
CCL13,,,,,,-0.016113315812448306,,-0.020726182288467714
EFNA3,-0.02092423694341795,-0.020578383261149663,-0.0652793761764381,-0.021194807669542803,0.10470783757220724,-0.029221888440332622,-0.017518405261529087,-0.009739973919320768
DRAXIN,-0.00943347207880099,0.030778583718807272,0.040988702640568024,0.012071604763953038,0.04291756484973689,0.004899560785288709,-0.029830033282470452,0.014286733947830236
RAET1L,0.05571068573261846,,,,,,0.0331959808236611,-0.02244825172596512
NPTX2,0.01427305379432007,0.015212352667867954,-0.08542537584529093,-0.033185932613986086,0.004805796600012382,-0.002989702421644409,0.0019641465576720964,0.010878551533542604
FGF11,0.06000061039374572,-0.006838063375933489,0.09012993986118292,-0.00944336086345777,-0.058406669621965904,0.0019181939525568762,0.02825228667332205,-0.01060015773365606
CD59,-0.03644908011286178,0.011967119296819997,-0.015758207084891764,-0.010494363964587373,0.04215077287158399,0.04607207546013258,0.023653889833355896,0.047605436609078226
COL9A2,-0.08917464467112014,0.004293984751299851,-0.04391107953477058,0.020737280906360258,0.0567868786323254,0.0762015696058201,0.027922794192687398,-0.038143568257160525
DLL3,-0.008319013079001372,-0.011507965063123555,-0.005520429689377064,-0.0491718276264413,0.04748261403273049,0.03493034919454188,0.05668236056007765,0.010657925306873879
FGF5,,,-0.017258860372632023,,,,,
LIN7C,-0.013258474828655421,-0.020656865755149634,0.018995839287924993,0.02077482318112305,0.03810973559235269,0.04603575216954749,0.005636432044892269,-0.03092897584993392
GDF7,0.011495776181117816,-0.018402086454565033,-0.03087328082604135,,0.08147123536048918,,-0.013946447806427764,-0.015021003226184241
PSPN,-0.01138447258531296,-0.015513593336834927,0.0212762139340761,0.023711079802903733,0.1276813793449986,0.0016404868969850574,0.0409218296848064,-0.0045232946809719635
ANGPT1,0.004212860168259154,0.030799273731569658,0.09766066057099214,0.005239922804472008,0.0630039072444634,0.025269900544370855,0.020155739395827876,0.010942520800187741
PNOC,0.020367805175326253,0.03398933286149632,-0.07975323810340906,-0.02921868897067162,,,0.0671997771998833,-0.01780801283064387
L1CAM,-0.01465719345126214,-0.05032397335926073,-0.060422718886835425,-0.07039698006437534,0.05990885616732506,-0.011099696325066136,-0.06899777839315253,0.041450171196449816
APOA1,0.05414797792910335,0.010437949582040177,0.0347275024578576,0.011927662385279727,-0.05228550685036076,0.04859103781283107,0.04299874502558236,0.01781638544260894
PSEN1,-0.02145192752169825,-0.00556593502094775,-0.03776064275513873,0.058763760195981986,0.03125766554351478,0.006996813587186517,0.07395172412785937,-0.033236853388633955
