,UKF248,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
CCL18,-0.03556993506018511,,,,,,-0.08040720571356517,0.03737675156964625,,0.0018134624804719073,0.013192726324968575,-0.09697918093742741,,
CCL17,,-0.015007678830206803,,,-0.019411032797643977,-0.017336620973631353,,,-0.0223371102734002,-0.05117919479345582,0.056616917128370255,,0.0027095413878194083,
VEGFD,0.014454956095843033,-0.016720211510628524,-0.01778645353830758,,-0.020680813638147097,-0.012716621143293508,-0.030213840857162614,0.23932567080410805,-0.02393937293484175,,0.0260595997786323,,,
TNFSF13,0.02526397519173605,-0.010351960975306374,,-0.015911877740088797,,,,,,0.07981418825724569,0.00842366090776828,0.06146174814422557,0.03489201515763571,0.1147224393166698
WNT5A,0.024973987910930955,-0.004323030549134114,-0.05998589129311373,-0.023331860443548513,0.007188260031835269,0.016497106685449892,-0.012220544121997502,-0.030011380004875125,-0.05972229661850271,0.05889948800540638,0.03579990202401293,0.01991059137288547,0.049177070913273495,-0.04294326564262826
CXCL8,-0.03049533941407959,-0.02350558496047449,-0.05420386516955219,-0.006000065590142084,-0.010259784491453719,-0.011842270545704772,-0.06884724070337167,0.04212371685899729,-0.0512031848965506,-0.14190428070647138,-0.20578336251074653,-0.08234014825689027,-0.01571201092590739,-0.014047533994964978
GRN,0.05067113517056772,0.021033663215565056,-0.0400159184553639,-0.06080886558892335,0.04083214647589789,-0.00948405408233391,-0.0331747999009926,0.07052225334658187,0.005339522731361741,-0.009449366662288879,-0.06999186692671493,-0.11650393394051282,0.027754291470425064,0.10577838195859574
MIA,-0.04621483300712762,0.007825259017789342,-0.0038368511458384347,0.04686737102544778,0.02571059979069741,-0.014462478455020066,,0.03295945741557489,-0.03278606831732133,0.1946684998402011,0.24622345708147597,-0.075321291790547,0.08582048119588566,0.046508272983982496
COL4A4,0.08470649491142254,0.07492652446587342,-0.024133188309506597,0.010189574647613301,0.034912800058821435,-0.024295813641676423,,,-0.031803702601376584,0.09766582703080465,-0.02541510078672586,0.0008413809579526432,-0.01125869710900502,-0.025615404578766206
TAC1,0.04092165413794404,0.07078726166193221,0.15784702369887943,0.05278620832302753,0.021822437050798827,0.03334925652249199,0.06877495989372064,,0.23249222317581383,,,0.01301425895030226,0.00781950246128296,0.0900598536050428
RARRES2,-0.06311227016909475,0.002506542014230851,-0.11432724386670676,-0.009350042738558568,-0.038521572634523195,-0.005266869518561718,-0.044485360552837055,0.006700990939509591,-0.14691244319263572,-0.0445078048268434,-0.11137381576599115,-0.08036630073665196,0.015767856433453277,-0.10008611787799865
FGF7,,-0.015517508069901799,0.11156404259632223,0.005626135769654821,0.0010922773109187094,0.02080657984962748,0.02039940596472224,0.10492115842557889,-0.02130140473731242,0.026950866935717733,0.0819177969806928,0.060413923536609196,0.046914337603754956,0.01819724772214116
EFNA2,,,,,,,,,,,-0.03534860913674995,,,
HBEGF,-0.009998255410901461,-0.004168122842459425,-0.07344227364863469,-0.0005861272252198699,0.01720740527649724,0.06888917897012797,0.01373382626265563,0.04932441633552078,-0.031004278448230504,-0.006900229305079585,0.007843802216875294,-0.0004946983093689192,0.019283680093743864,0.007190424704159119
CSF3,,-0.01788784460050568,0.05851751495443084,,,,,0.054599353757271145,,-0.032825315571209324,-0.09553850517229347,-0.026084661532623628,-0.020311990818801386,0.008186670301034435
PI3,-0.037421071374173734,0.02196465359322709,0.007277696818982306,,,,,,,-0.13605476591234048,-0.23332818375187903,-0.06470105718993192,-0.04413120805184013,-0.04083109596864054
PCSK1N,-0.0008445414135296522,-0.0004971882163875986,0.08473521656202063,0.001264435157977998,0.06012334377228735,0.04591378079720766,0.13426102550528782,0.07197233022927675,0.17721826730781715,0.086370087956226,0.035587672752939316,0.14411677318325425,0.048479264370241686,0.027243276039357237
NTS,,,-0.059582448380596606,-0.01848182702723934,-0.010630891591204174,-0.021954020059223204,-0.007328502335671827,,,0.027087832372469516,0.13455571267810845,0.12337564863599466,-0.030079288634847233,
SFRP1,0.0017405402300332438,-0.013094779880027128,-0.02029126328560515,0.017246053013270615,-0.028245056843472727,0.016450301671573533,0.032050681945183464,-0.0292829362201933,0.05823268229138471,0.12186554297608643,0.08769949218757643,0.06867569887565937,-0.02938032217110287,-0.010780479786232441
CXCL13,,,-0.0012773194726285334,,,,,0.04942231191950453,,-0.021343943186744405,-0.00015546269568319718,-0.011912263065184253,,0.07383767243493837
MICA,-0.003686261078049441,0.013929315147274052,-0.03100871319564036,-0.0003248203458374319,0.03081206468767214,-0.008035713334161382,-0.015265468395663865,-0.027121111278636787,-0.0805873762248553,0.08861937049255045,0.06807115098308661,-0.0037827980592765,0.03457894395703517,-0.030342423426114245
TG,0.03304971227292843,-0.014131342152094073,0.014780731214630045,0.048193199357235206,-0.01955588096233592,0.07941533726619099,,0.04649822580429752,0.0071367886884003565,0.014201997468653757,0.051362406110995754,-0.01903046150581309,-0.028707138802793474,0.050683687113590226
ADA,0.06710461530378324,0.02570736476710356,0.02020680993821141,0.02833103258008661,-0.005840823435064205,0.008319736139957686,-0.06706927758560703,0.10231559777197806,-0.08798260068030948,0.004123935373085784,0.0634321220888531,0.004804848355971634,0.06461705753395322,0.010442845766488887
LAMC3,0.07504341689891306,-0.0004063145812068226,0.014017880407834311,0.044009681964850736,0.008159131801079238,0.0154070351767261,0.03937180851220642,0.054689656741338036,0.04931200766332631,0.04545128549759933,0.009210557639469713,-0.0045442735293744155,0.022602322027224862,0.08966975328299953
CCL7,-0.022625483566900785,-0.010216937797904526,-0.02666069014049731,,,,,,,-0.013992901732268071,,,0.05587748212427397,-0.011223916501007025
NGF,-0.0388468317235291,0.02928855251671897,0.01019031153776812,-0.020357308871006112,,,-0.007450207808908108,0.05496178684039725,,0.06943834366587953,0.012578056049161247,0.0025029859306759427,-0.007467121857789123,0.0034685446753640894
TNFSF15,,-0.01137705994199326,0.016531557087702837,0.01964439628362373,,,,0.0654416476530558,,0.017304271515420667,,-0.02369761550210631,0.1147080484058714,-0.010711976704450078
HMGB1,-0.03400897361158705,0.026763013668023593,0.012279896492671534,-0.001530855143637396,0.03993709881725914,-0.0012878736756278125,-0.08950679366608524,0.07240502414765576,0.019166262162551496,-0.1220014599874022,-0.07689095256816893,-0.07061838238242948,-0.03641273138906554,0.08473868296387484
ITGB3BP,0.05679310471152119,-0.04115987682780955,0.034164608000061235,-0.006765605300111093,0.020017148842005165,0.029527184720082734,-0.02640029126236839,0.0046186670095811466,-0.042066223366449634,0.010242663047440764,0.006632275223313254,-0.03493091487636946,-0.013675214946629847,-0.06645167358446076
AANAT,0.052241081877788365,-0.010351962080151466,-0.01778645607742406,,-0.01758671803435277,-0.014462479259460042,-0.004234842671055383,,-0.029963096864091127,0.030650262224643336,0.05024637396042375,,-0.022520414923932044,0.03690563078739453
RELN,-0.021848786454233014,-0.017968687900563836,-0.0019068684923487648,0.020589006386501945,0.056212154221830936,-0.03920397430290165,-0.031010838752075914,,0.05082127548895724,,,-0.007419272568389517,,0.020988057725473325
IL15,0.08877251529857691,-0.02694211016934961,-0.051459285973711626,0.003745485546164882,-0.007086390352708112,0.0330857043217265,-0.009716449281467943,0.04826287770191371,-0.027789387469635333,0.014486194649761398,0.07637407385786356,-0.025990129112516296,0.01349053477088665,0.023247570246571377
UTS2,,,,,,,,,,0.0007048270562717697,,,,
BSG,0.031980291340988946,0.022639729830363647,-0.007399211329914388,-0.03251628768688892,0.02201218282908651,0.011840995421159219,0.16330914460672546,0.004633279488445374,-0.14179500253165012,0.07328350013888642,-0.016938020976352133,-0.08702289641824756,0.0767658815307609,0.1077400468893473
ADAMTS3,-0.012009445884176335,-0.035774964053008805,-0.016866392748076726,-0.02832997630151254,0.05755992504875364,0.012067538931728287,-0.0410659148922781,0.017641858110681287,-0.03130152042340835,0.13490706724482313,0.09757731363450499,0.06068033783746881,0.049234114487499925,0.10178643277771665
CD34,0.05654013279993862,0.002731361882431418,0.06630521477175716,-0.0039683228884187325,0.0019239512540713591,0.027289453079087884,-0.0086345610745401,0.053901050033761035,-0.028455547087274637,0.055920548103974524,0.027498347410971465,-0.05169322725023314,0.01587968053964601,-0.02691393206751281
PLAT,0.050738989781781985,-0.05940207549355104,-0.028683040847714742,-0.002344351829715883,0.01568461256441861,-0.034499413373788396,0.036325088177752846,0.020296364317838624,-0.06665509693872629,0.17358552114431136,0.12727060193036416,0.09009760373228748,0.055688489171778294,0.1027687621294219
NTF3,,,,,,-0.023345891614605145,,0.009512240181754032,,0.10088865907003303,0.22230338521777057,0.12368673619613009,,
LTA,,-0.013094779267432743,,,0.1134577309100117,,,,0.019997080347206174,,,,-0.030309084579629424,
CKLF,0.014195178913455477,0.03722043361930642,-0.034887952759530765,-0.019502612381624394,-0.03786822652687857,-0.03065387458732368,-0.026995475866627323,0.049486974578375795,-0.12255184820486076,0.09334422349628936,0.0784587005294977,0.02755624635039821,0.027781308538526537,0.005437236604554438
APELA,,,,,,,,0.06246620141090457,,,,,,
CD24,0.056258624126229305,-0.08821945086902075,0.04965144458663695,-0.03835443689149624,-0.08547727598659743,0.04282302592216252,0.044679046301792376,0.022603761320155125,-0.04345900132592983,0.16251344290332367,0.1411967643212942,0.2301424490366313,0.043438149690067845,0.005955147381688455
HSP90AA1,-0.02217618584661723,0.006103958599055202,0.14103197462938835,-0.0031538060319062,-0.048440700527255756,0.02356854092904591,0.09577507855919618,-0.03617125319219483,0.17407337282496615,-0.17040037835260735,-0.23052772389283904,-0.04716529721756438,-0.10240779675794769,0.03448971956073225
BMP4,-0.03445694706984183,-0.03055169199422189,-0.03451749121466858,0.05589884513219737,-0.01621030594521873,-0.012107960247345272,0.02628536506775025,-0.03205556363162946,-0.02367943125804796,0.0353159066807584,0.07349431599575787,0.0223493046944583,0.023013042554973887,0.014138254980371969
SCGB3A1,-0.02262548130438266,,0.047440319860901595,-0.022452024140040425,,-0.012199242708373094,-0.033089125900595956,0.024983403640180025,0.1174359726780877,0.01618370257920598,0.08300138441089722,0.06338269490006467,-0.03458989529339444,0.03203347366882747
IGFBP4,0.10364878645985354,-0.021807952159283932,-0.03339359627078074,0.0036055911995875756,-0.020730578862025704,0.017049301174819422,0.07088048388658971,0.06131973959725521,-0.029983716168165628,-0.04957044295208289,-0.0881510949691478,-0.11172153205485946,0.047753009243194824,0.04145305602335697
RSPO4,,-0.020043853879400525,-0.024446863527573207,,-0.019699741732559607,0.1273339833913021,,,-0.0385482601128953,,,0.05118555374361774,-0.019063853934902793,-0.03126150983525089
LEFTY2,0.05876561918170311,-0.029259145425640756,-0.03794531119608052,0.008809468702647169,0.033983451763904424,0.07112811894656325,0.010994498558315382,-0.02069205534491789,-0.034305692724257306,0.05133440827396941,-0.01565063247699482,0.014725494267760271,0.0680656388608905,0.1192479031156993
PF4,0.03370675675122987,-0.008914076942994873,,,,,,,,,-0.011024523099530992,,0.03753069866606044,0.016013388101509502
ANGPTL2,0.07275666478732383,-0.043895299835970986,-0.05897037577103783,-0.007095534803430418,0.014879223990603967,-0.021339121979356595,0.0007960866922394917,-0.024350565540950688,-0.12885248762919274,0.13223386855338484,0.08631035213743043,0.021865900867354605,0.04475938164385887,0.12142903358491242
LRIG2,0.0259996628491161,0.010932618570483305,-0.003911887937079866,0.014337038958902914,0.022718952305228565,-0.018347762851177906,0.06744667515419667,0.014207386001960557,-0.04136379533111446,0.04401854765090805,0.03256754366540756,0.048669642636352796,0.07644793668588705,0.02505610154737139
ICOSLG,0.013788034417849176,-0.007878426748949879,-0.007207135695432619,0.014849744561031306,0.008193589495625372,-0.023151881164218714,-0.04064224251471616,0.02564393772576006,-0.09839623508432392,0.06434599010505952,0.09572633178682056,0.0462732952030212,0.07557335537664857,0.02469896153282978
WIF1,-0.024607082573500413,,0.08949096203490156,0.01924536213905906,-0.015201824093186805,-0.010388852008759905,0.06969429243242542,,0.23880091564765174,,,-0.04414253608385076,,0.011286058270948718
NPPC,0.04051198848073628,-0.0138279316072365,0.07849143116544152,-0.04307412894160973,0.09185857994968627,0.049446597656510924,0.033750309653469875,,-0.10273886218585658,0.11224294263423845,-0.007573809380399765,0.056321246616626144,,0.0773603407854966
LYZ,0.11003003089657618,-0.05967423036472765,-0.08214100870938973,0.019189763918225872,0.03966752620298034,0.00514871612528489,-0.021509132902959537,0.06494930616547157,-0.010511312583918988,-0.042811043419843445,0.054127256238990125,-0.06597348413393687,0.0010261165606562756,0.010617868862276718
EREG,,,-0.03440253747822483,,,,-0.027983093891469583,-0.0241961291168621,,-0.002914146804860332,-0.04739021146543122,-0.044799528509866626,0.046452703959546114,-0.0281939893408612
SPTAN1,0.06708526297299562,0.020898515746265355,0.07897685300098602,-0.006046418668354727,0.054335611973290586,0.027449366940769177,0.09135120181808101,0.09992992447786503,0.1807887268709899,0.1240673577016177,0.1265776581228225,0.16389240627898116,0.027992033798837624,0.05705762252054626
PTH2,,,,,,,,,,,,-0.017558174742629256,,
LIPC,0.08144960360030115,0.0215363358830119,0.037478494084421464,0.0004980930029073422,0.062348748281433046,,-0.03889339850255994,-0.03025415124081081,-0.009935545336340291,,,,0.04082467232218172,0.10438797723055113
COL8A1,0.057958055669758646,0.024411680571424215,-0.03242192305153079,0.06625811583409183,0.01683748200856573,0.017487522751297314,-0.08449374137395785,-0.03486950442858943,-0.11293495587204395,0.11485133500353381,0.08461626793028988,-0.013469013721438378,0.06257730357151069,-0.021811270526555546
GSTM2,0.05951678062758383,-0.013682179958727314,-0.039444207106047804,-0.014873440327265102,-0.013205344382159428,-0.019612658704247943,0.09457657232999939,0.0271460586840827,-0.0014450783515338487,0.1352782292270378,0.009099903060414744,0.037207752314401134,0.03297342656446915,-0.004387660717782256
SPX,-0.008235590721970602,-0.02624935869773072,0.05242248911455866,0.04181492297832569,-0.023640064245502693,-0.010948746730280966,0.055486585831599884,,0.23555021935630058,0.0994286776351832,0.08062821809789114,0.009664258592752878,0.07394731047543233,-0.030022282240369253
MFGE8,0.03833564077613062,-0.0031502956375682872,0.05917817163215376,-0.0004310856479752243,0.0071445520895751895,-0.05545469131153501,0.07693953335197815,-0.00976599473916608,-0.022741295138117307,-0.002939167906470264,0.01686242631997253,-0.044417404138583506,0.05363696029917469,0.00011668663701023556
TGFA,0.01843376680738943,0.01930798108919723,-0.0038413982465483713,0.05102052401920675,0.0150463113352991,0.0258590698185803,-0.026743795605153102,0.1795332214413791,-0.04956076126395396,0.027626157799441754,0.011607067827882438,0.0009178067922369184,0.0221567101951313,0.056899434450618964
SLIT2,0.01449372768573837,0.02409530500394982,0.04878251089403357,-0.024165987954447292,0.029031201851609657,0.058867818940885774,0.055880408373944854,-0.002408442066863439,0.23840679435067616,0.1357366228122652,0.05853348769110187,0.09129429869665354,-0.002161235192617101,0.0005059580824321782
PLTP,0.01828552529619474,0.026813486465384853,-0.08026339981762824,-0.012519712973023057,-0.026583940946271936,0.0023756902314637507,-0.0388991727432358,0.06305261796836559,0.021077182493475052,-0.06875010022039046,-0.09655108684224618,-0.11914111601870517,0.0025284759285659725,0.04559855330968113
APOD,-0.010748696709784527,0.04244824888055306,-0.029766920144177655,-0.03085999002884882,-0.06273319650812774,-0.01171192099895517,-0.057269472355261246,0.027196244284914156,0.034478742177813215,0.15043617044855895,0.1823767494168659,-0.10413409343349765,-0.07773778206605941,-0.014518338092644682
B2M,0.06941445812923334,0.03198362616362338,-0.1243885617639971,-0.010424496333387892,-0.08057198064302615,0.03611364015505117,-0.05771491603375468,0.08405669316447117,-0.1952413364586729,0.030465748042664553,0.025960363150711003,-0.16448683497517244,-0.043580430979015525,0.05379812040621318
OMG,0.000916828674119043,0.030771250443991368,0.08257281767184152,0.07036167605688733,0.008399461888313689,0.008771318097159057,-0.02727675242487974,-0.015323541512693923,0.10780798927452484,0.09701090503089894,0.20980549940443932,0.04598127566459067,0.09076534901100285,0.07757038358455622
CXCL3,0.008253335700463956,0.019536878182799602,-0.022131912396078337,,0.013211862732323094,-0.013050609153493795,0.060422912873907324,0.12031744912243618,-0.02001339372843612,-0.04952937579539446,-0.06894582428205416,-0.06644424605318183,-0.03916584258508704,-0.02272126843277233
CXCL10,0.02941525665122385,0.008208226673447692,-0.0008074820647687194,0.0364247845178802,-0.05397078454551741,-0.019824830500436683,-0.035166507144828586,0.03565689754551373,-0.010647213576622376,0.009831966858000307,0.04581645494003114,0.038187186208745685,-0.019270181985956047,-0.018741809714016087
RSPO3,0.02604355560680928,0.01709765787605236,0.16218593238313708,0.04673383258420196,0.026039327688820526,-0.03169084105768292,0.006778483822617892,,0.04437123659990197,0.20146769968423447,0.16618861663619786,0.06657141983608095,-0.02160011032502632,0.09962187580839582
CORT,0.11857295121217921,0.06751628994939453,0.13904155939658336,-0.01116547293650277,-0.019246679959878596,0.003702645929379744,0.03925765401856705,,0.011579154743318516,0.0019247191004201152,-0.00250553431019952,0.042727977549494214,,
NCAN,0.02192047314766812,-0.00031278363843078764,0.12161591843504214,0.010704788560881896,0.034266633601633,0.05314497980531336,0.015220460153712222,,-0.15079032476252952,0.1596525051753206,0.22246942173885578,0.13391388537316962,0.007836652427183332,0.03042330138331529
PRG4,-0.013624470044385082,-0.010216939390062619,0.13311704587058173,,-0.02517548788421602,,,,-0.024451468085885723,0.0006148263443260748,0.13537326824992604,-0.03665621419032495,0.010896693578932607,-0.01813265881905384
ZG16B,0.024521699995371137,-0.011858007691209638,,,0.0067684622244719266,,,0.07073995856782708,,,,,-0.0269330129740009,0.07406554126403056
TGM2,-0.02033907037538434,0.02527965395481173,-0.005062736914195079,0.018150478273079976,0.05086741961850027,-0.0472793259905352,0.016335226408508197,0.08272937303543523,0.12984475427275038,-0.09185742015597469,-0.07301163345031617,-0.028176629237263138,-0.03719983652523981,0.0334321259847347
VEGFC,0.007344413967213792,0.04645794729745911,0.0036970332254086047,0.00879475215466264,-0.012655972723999851,0.04105516599983526,-0.031620774255301985,0.003471637182000453,0.0165794387824204,-0.02912100257686577,-0.03803949532767423,0.004978636448096791,0.03774436855417474,0.02839180814645753
WNT6,-0.017615503115876792,-0.014131342738834898,0.04235179795916163,-0.018040375824845238,0.016425628828264774,,,-0.004316197578559587,0.008995852399494911,0.08201506764674744,0.01434260041792782,-0.03378207720590481,0.0067287688305392255,0.0014320401172977747
NRG4,-0.020838864690080082,-0.012434482620519103,-0.009039833135758357,0.027928031823027662,-0.014644119619593787,0.03335579647046112,0.13820894033065195,,-0.029111399079302932,,,0.005455765235629603,-0.02160011274588335,-0.03246389877801456
PMCH,0.04847515057057252,0.08531213827772109,,,-0.019699740781834296,,,,,0.004247362103867288,0.061357321209535055,0.01260148016419231,0.08315811112375565,0.06964661206344962
COL9A1,0.04794215008048442,-0.012986909557383847,-0.017959511260741988,-0.0034211788288599876,-0.02038493511507627,-0.0025664603517532585,-0.008768952695954488,,0.052357369916853594,0.13831549448437805,0.157906610926552,0.0221099372009942,0.06064560121751215,0.07566419218743682
GDF11,0.01666478160806603,-0.028888313870154753,-0.022183991788996646,-0.012559608735524464,0.03011820397041206,0.049421037928727436,0.05511692551036337,-0.026803068478262162,-0.05171857040064008,-0.06815299860021491,0.044973533988054676,-0.00678199068636752,0.06409778081206752,0.013372527726687974
RAET1E,,,,,,,,,,,,,-0.023695170209293112,
IL24,,,,,,,,-0.01721312927653711,,-0.0581297065853146,-0.02842057680803734,,,-0.036293558866770916
SORBS1,0.052829793822429645,0.021060761308057965,0.04015022532685813,-0.052313058062427815,0.03791082172608885,0.02169658522790057,-0.0035579271468675682,-0.011665995902026344,0.007575393219603131,0.06530707150086938,0.05707985237256102,0.0007008745121036094,-0.008147904793189886,0.03239166382294331
DLL1,0.021014290506696662,0.04038432099003734,0.001752206289305819,-0.021235818099142816,-0.030468419710740755,-0.004573033558141337,-0.04152543368522344,0.029091121120554106,-0.09127247962355807,0.11371385822863816,0.17329534930603505,0.0686122429441585,0.01106736290331886,0.1396966225003736
TLN1,0.0698083203098188,0.0004398079417239686,-0.09017255067410904,-0.000914866417684916,0.028298558083825646,-0.03127514851427297,-0.04612201723102974,0.04622141499596566,-0.14383393589699262,-0.0800406759739377,-0.07025274869198898,-0.08048226706946271,-0.0029935184389028218,0.059924938002682976
COL2A1,-0.02357623864593246,,-0.015135896518938666,-0.019544502031935668,,,,,0.09822542068461264,0.045495272131517356,-0.04274945445447955,0.0017158637362445657,-0.01780475604365494,0.07676387319772615
SHH,,-0.010617077505359509,-0.03837052174145215,0.031216111502214514,0.028506269060058695,-0.014006906271629972,,,0.07033952166057507,0.05572586268017428,0.05186503774127434,0.04921226943566429,0.02397086906713352,0.07694376984649923
PON2,0.03776982687737017,0.04881142026668504,-0.047623939478136125,-0.03548153811742698,0.025815750144744257,0.07911728107356832,-0.008680835172395332,0.07123047111760646,-0.10969442518037428,0.10916796074410327,0.14562646188486075,-0.08526877087420086,0.02872514809277557,0.06460376455832874
ICAM5,0.018545670460113,-0.016547468851705296,0.20208737318049402,-0.020474749123796245,0.08765242717865758,0.033326567013758426,0.01117424691174763,-0.016294341815485433,0.14761711271855232,0.07809599129253635,0.07498175630324237,0.07118086428768991,0.010106154949005703,-0.015163904714554624
HPX,0.0255713357336212,0.04812565054184512,-0.025689237701143095,-0.01804037704179591,0.026363229607104455,-0.01219924146468968,,0.0735079594740077,0.02293280392918151,0.06097126174799033,0.04107878975769884,-0.05404291383157353,-0.00790851989993574,-0.03149540178385057
SFRP2,-0.006836547722509814,-0.012091700707398317,,-0.005512809724885911,-0.02201248561155103,-0.05045571681683677,0.030767152267263478,-0.016987838150873503,0.017380680572545142,0.03160930469998421,0.04947591324040473,-0.056364419627545174,0.10405321650968447,0.1406895192604892
CFC1,,,,-0.03048382226078846,-0.016937843313381086,,0.06432987170545482,,,,,,,0.04294054073109499
CD70,-0.02803696116480831,-0.020552450776147275,,,-0.022815375480211234,,,0.05435815455761485,,0.012862897089377443,-0.02545471792515166,-0.02895048777729046,0.06715711452049597,-0.013345737047657501
HP,0.0737591086595027,-0.01052845825059693,-0.03331551451679646,,-0.020138136233287845,0.02499510701878774,-0.0023760138646702596,,-0.056917879702159134,0.008195224047002543,-0.009861195593644357,-0.07086744253045572,0.1230115796070839,0.009906197434191289
CXCL2,0.03125066466589962,0.049861594887987803,-0.05382991078182854,0.10386147935620066,-0.036866725292633545,-0.016953958144084933,0.0396060213376261,0.04597485662590971,-0.03837958366457614,-0.0149698986750608,-0.04876775537095103,-0.029061596354158156,0.02153887447443966,0.0030091081048501498
NPPB,-0.029189060681069707,-0.03782050710975627,,,0.003503631492217213,,,,0.0019737254725371574,0.04852644074111368,-0.043855260416212474,0.00992742964822456,-0.021910908771381216,
CCK,0.047121689941537155,0.020852634482734084,0.2070755369146762,0.014003006286295654,0.02941964137615409,0.028666200739829218,0.12403617015402865,,0.24116794391918572,0.16781733383699876,0.10362471035740248,0.10670077465087184,-0.013064334734945657,0.007213731300517647
SEMA6A,0.014470819313885327,-0.0026829876460404906,0.04928804956972256,-0.038349885482361505,0.010138134096606598,0.0014771080978215393,-0.0700767682676468,-0.007199295795101028,-0.16659487176916404,0.11174290920936839,0.1130325575723835,0.01006361982535144,0.0010061148604905742,0.08704229864165403
IRAK4,-0.0030535444445724223,-0.040164950866191027,-0.005447312468371259,0.02186615533551858,-0.009051208891202452,-0.02515304133519473,0.029681977827344618,-0.0017898674452239331,-0.05276974036680288,0.030035754405056632,0.06858828634705413,-0.02788600426954633,0.06257766855439316,-0.021518480857753364
GSTP1,0.0192741221701435,0.0014729561834599884,-0.06340517319002749,0.0018764323576745286,-0.07011212261729113,0.042248632769947454,-0.06009942627601336,0.018752551915449923,-0.16805632691251784,0.06260095714695711,0.11165912514869733,0.05156139661612138,0.06294318899177608,0.01860977978340916
VCAM1,0.0468167821019777,-0.006446771060955588,-0.1205177220724446,0.011770235887746349,0.003265070003263121,-0.03197978216753544,0.021867855953625885,-0.030900983821432637,-0.038992194831607825,0.020000981880173956,-0.021688159148473864,0.03138426899664957,-0.008163093415904602,0.032371781667607735
NXPH3,-0.0035712455759214275,-0.04024233614610975,0.03753923163731077,0.023709025614120142,0.008785418723312026,0.029198864186594183,0.018755740616504462,-0.03248176989916052,0.06486507254179436,0.19107721491803326,0.04531554736331311,0.033718727445965394,0.030584745610286082,0.00523571458689427
MTMR4,0.028729805302038704,-0.0028551128658101136,0.02280965789559657,0.016195192579551362,0.043347119104475834,0.03522342607570772,0.04948847806584553,0.02653698882283411,0.07251678866483285,0.07103280047981518,0.07305539005950878,0.04490647886694711,0.07530060468818241,-0.01877170163734333
