,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,-0.00406944019900912,
BMP1,0.037671196276453864,-0.00942234517428433,0.05367394702708632,-0.03702986323215153,0.034504934978484794,-0.031876862049533314,-0.021665802275044135,-0.004690780683531054,0.010360036387225362,0.031184083480871046,0.0731094892358099
NDP,0.07245424737932045,-0.00897517201940478,0.010110222964085498,-0.02940581632642383,-0.012591596247798442,-0.04525699615860597,-0.0006236512609829207,-0.01759367022924404,-0.0781604491470493,-0.028028231380441516,-0.019399809452028825
TNFSF18,-0.038322508314537596,,,-0.010647508685444212,,,,,,0.04730641473169324,0.061263178496511146
IL36G,,,,,,,-0.012934684466621448,,,,
RTN4,0.026205395355439202,0.02132777694405774,0.0794016808354646,0.029478150717862195,-0.036275895736928396,0.0875564303636819,-0.003181275202231719,0.046564756549479384,-0.08162334003250642,0.05571777909422541,-0.1391433317993539
HEBP1,-0.0012050876016624203,-0.04414538052619061,0.003789377220479507,0.04876653762435945,0.026969512222323827,-0.01764336839739917,-0.023104976957845212,-0.017416245742156024,0.015127876071809095,0.013697450885021278,0.07332848362735987
WNT7B,-0.0050089530693422195,0.05593521101283515,0.00958198946172021,-0.030520092495116113,-0.001994144313657755,,0.009560309902368705,0.032791829615656506,-0.027464030893353104,0.09378950732496556,-0.02260479561443647
PTMA,0.0453553199588995,0.01009839950710413,0.01880362903550297,0.03446379441783314,0.03013671482123573,-0.08848003976346497,0.026832778089136217,-0.08933298370069429,-0.05953162691665838,-0.0011253639412047048,0.029784064013834977
FASLG,,,,,,,,,,-0.026912064934239168,
CEACAM1,-0.021729830558668683,-0.03510353082523932,-0.013200746836883697,0.017087830668331402,,,,0.07642813240518077,0.022808367321075017,-0.03744418569312692,
PDAP1,0.0037761093532905567,-0.02648413266768269,0.01603690355430683,-0.0018952655887252109,-0.020759606342482688,0.00422905312838343,0.02660929157631454,-0.04400159014889965,-0.00023745151647598065,0.07356519793336856,-0.0013478696714111465
QDPR,-0.023389220889680686,-0.050342568412669104,0.02298362207532063,0.05015595828871667,-0.0250334694856024,-0.07649642973383326,0.028538447385566983,0.02634394781634492,0.052231335358010916,0.09185592140726127,-0.09834656809419409
POMC,-0.005510589501144869,0.004252758042850195,-0.026563024244594093,0.03183556830751789,-0.005548564638777788,0.003375922954776292,-0.027712700105410316,0.037307951525807924,-0.02981906616537833,0.0395619189767772,0.07199953535089486
CCL18,,,,,,-0.046906568007402394,,-0.007130489899842658,0.001809150806776291,,
CCL17,,-0.0061494474121072855,,0.027941234775579044,0.029935485749126647,,-0.011816201475826196,-0.013117678821676724,,-0.024392764110009988,
VEGFD,0.013291715875541768,-0.022668181726463687,0.0161049050819393,0.06344094898897037,-0.016215617120624897,0.012790534378602508,-0.012663789108830472,,,,
TNFSF13,,-0.014034519387768445,,,,,,-0.025170855353210373,-0.020469133065341448,0.03340631213218048,0.06686482973086494
WNT5A,0.022464950971219044,0.0006918969393675434,0.03190334401567712,0.018532898836270656,0.0109600710176139,0.02069694227965787,0.03473473599779258,-0.016028791746389538,-0.014696011429756536,0.015193720295492734,0.1159481868977847
CXCL8,-0.029142315477746903,0.034109962807360956,-0.038520961772567544,0.0075870623706505,-0.015100687741198838,0.009350925013922208,-0.03807516822818912,0.02819020485821772,0.06590560550316757,0.02706570497542424,0.08836058621445751
GRN,0.03615936328554585,-0.02883385455110415,-0.03712596197795173,0.03149922258283798,0.0026424299292027117,-0.030410048450157205,0.02514656930424686,0.016882659971539617,0.048493577632720795,-0.04128420492952551,0.04283362772272722
MIA,0.020030529896154937,0.01371162559428751,-0.03832295618158337,-0.004727064536675063,-0.003100753584977707,,-0.017343639535101728,0.06957922953434721,0.08722310783301347,-0.00889951741842461,0.04181631451429001
COL4A4,0.025299687636760368,-0.006222938964892505,0.024804925120857524,-0.013864225906437726,0.035464278882087634,,-0.016823973782438537,-0.03466061765958314,0.01576268007454653,0.026868922424138526,0.0968060768195698
TAC1,-0.030380515578753077,0.0343829073350595,0.03560566657342059,0.023125948381345837,-0.0035165538501052444,0.054250442529948456,0.009413702396452917,,-0.01964136361799322,0.019692756624705855,-0.0874961387336849
RARRES2,0.035621406704208,0.07337892808166663,-0.024395201809545877,0.05239637370281415,-0.0031516015381326036,0.015548494002848303,-0.006533647429183208,0.01851391477143023,0.02546027629725325,0.0534388027019713,0.005628887985019685
FGF7,0.022398663293894287,-0.017948147649953172,-0.024182254455569863,0.08160819014682756,-0.017128594973374427,-0.03178899288003404,-0.014522090705875292,0.0033277669720431172,0.014296214664807488,0.10512431881729015,0.042748949679653286
