,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03694866870076631,,,,,,,,,,,,-0.01412640291357236,,,0.027744433320947625,
BMP1,0.13658343610792628,0.13133574476972598,0.010279185577078038,0.015797136801493035,-0.01019741550955355,0.024511863860101072,0.1913555575068592,0.1433674163209428,-0.014566877323537673,0.03842018598728537,-0.018991169194050504,0.03151368920016439,0.024329419248293464,0.0785703567195218,0.12549677026089992,0.0012319411972458796,0.059115140557890945,-0.06319572361120643,-0.031561720092399125,0.01667318693236578,0.03729135170952141,0.014699734422427144,0.14087004027699288,0.1636615494103284
NDP,0.06598016237710178,0.0056075718048062195,0.003979521922878543,0.03673898669869739,0.061765278524080924,0.03323941359314548,0.0019493301027119646,0.05791223299717065,0.016414668617625937,-0.04270021580494317,-0.05393505260598985,-0.005264989208696655,0.041302430620113774,0.03511832127583665,0.031638741070333806,-0.01674115849657799,0.03572595180282267,-0.03837691027324117,0.08124377926916697,0.02691658280192321,-0.014813421623050034,0.053429080951131885,0.14084721716415288,0.061482159231337194
TNFSF18,0.07912370522954723,0.10384292298940528,-0.035700166404551516,,,,0.016774134459832377,0.09120425141320866,-0.021890199957194663,,,,,-0.005849831233971477,,0.04870837640184316,,,,0.033565389795492846,,-0.0021939881456674018,0.0427022044633617,0.00019695950393415783
IL36G,,,,,,,,,,,,,-0.013349797688925975,,,,,,,,,,,
RTN4,0.017751627703458107,0.08180533599178466,0.0034089704324886797,-0.007880441068911316,0.008424234166660185,-0.005242357525581684,-0.24983998360234147,-0.153929512944628,0.007349424642381925,0.03985573828133901,-0.058395887468057274,0.01777758434317508,-0.002376470768228935,-0.12794547285915045,-0.15463641338844086,-0.01945276097744304,-0.10704412517311715,0.02592673704936127,-0.031148594715197847,-0.09204739711622265,0.040235451932034656,-0.12241041752019172,0.008710679123063657,-0.16184755946059864
HEBP1,0.023884723042828754,0.038196111555022866,-0.015359334418491216,0.0105953553825694,-0.047679407338834676,-0.009054496549287139,0.11686433327623721,0.06394265852172137,0.041252768935584556,-0.05700733600358039,0.07645789000362194,0.021627053440596518,-0.018597414846227994,0.04195896369511719,-0.008228217311624913,-0.08570654392700262,0.011657660956496778,0.10671403248701813,0.09606195617709312,-0.018817107784251046,0.01390734346802813,0.023061723659190625,0.1258992587242063,0.0532698825278496
WNT7B,0.0016780699790075698,0.00643111286755913,-0.022175836709742224,0.08852551419288236,0.08315569378276455,0.032929776631437875,0.011607602757455733,-0.042424549356688934,-0.005429211174061512,-0.018379835943637506,,-0.03258211509171202,-0.014672966109498163,0.056050099291891656,-0.060558274173957156,,0.07297416670037866,-0.02025371061715375,-0.005543025243834987,-0.027867234567044635,0.10034705713833487,-0.03314014863294955,0.008065542127065792,0.03911574721331238
PTMA,-0.13556185701571885,0.05777760699426478,-0.008746432871465794,0.05249068487644376,-0.025700407195190133,0.005991996250179704,0.319560824342761,-0.11559615891604419,-0.08582536113367566,-0.012421410737709785,0.08354582780577623,0.10222968598910778,0.053009881564889644,-0.06558959619911883,-0.17906732910918835,-0.0582323196550606,-0.12901882894807104,-0.013254682256341953,-0.04775532931873523,0.014229862872002836,-0.008357302111391256,0.02787942018851076,-0.08694528109764586,-0.016754642139258733
FASLG,,,,,,,,,,,,,,,,,,,,,,,0.032373405268445274,
CEACAM1,,0.040698921459460996,0.001955353128560126,,0.002254467778460226,-0.015610033961636021,,0.05951089954703011,-0.0043318874470556065,,,,,,0.10170312380957351,0.06113759802832269,0.005790710662520326,0.04093438258967669,0.031959438272607686,-0.02099820554513983,-0.030344176107658733,,-0.009439250731479066,
PDAP1,-0.015402136583927278,0.013642381225495383,0.0018653032808543166,-0.04600615057731341,0.023926023591303726,0.03749438406960149,0.13232568211162607,0.12078422392201221,0.03241810231845106,-0.020911289332864947,0.06640618514668319,0.06487550471748438,0.03838201840656162,0.044006466569540596,0.0014037601884131976,0.04035088918883933,0.0377608332898487,0.01259080229525395,-0.0060945864015904605,0.031037658995576194,0.014684840518366583,0.04903816474241441,0.026329945575311244,0.04594890533581061
QDPR,0.09179681361200864,0.011153305420589402,-0.009773619693652943,0.002715428663560326,-0.011543631878219178,0.04955856107284818,-0.0680031652540385,-0.14717450031020743,0.020333102073139812,-0.011196102409750554,0.06656644928051964,0.02609729288687267,0.06037335338954719,-0.09890438987786639,0.03883281271312193,0.030314378148045024,-0.12742705437725363,0.06555804660047052,0.059272151822069324,0.004860268058723103,0.022241737962093677,-0.04177729705375974,0.10339437034890434,-0.12326383881397673
POMC,0.004268450904448317,0.024711838504991916,0.013849483108040211,,-0.030002729640569954,0.06523433031639816,0.03439735294001016,-0.033022219330371756,-0.028625715786835614,-0.0038034342364911037,0.006576483101515085,0.1790330148094197,0.0217763897374771,-0.003299723433107633,-0.0967311348609047,-0.0039723447088152826,-0.02490006476530661,-0.005162279686642053,0.01104696627406546,-0.029452677312101057,0.08366568736359625,,0.10421083049994818,0.0020007035972123563
CCL18,-0.009712186113877143,-0.06967801435186903,,,,,,,,,0.06930772935765288,0.10821872027430657,,,0.007496665835658099,,-0.0306521504587849,-0.027446479687961208,0.008743538631968922,,-0.027655252500331302,,,
CCL17,,,,,0.00011382494541343265,,,,0.008635334992736972,0.027042072108308623,,,-0.012195419189461765,,,,,-0.0324212963212966,0.00011054440146510025,0.011109415696439095,,,0.008738138413679137,
VEGFD,0.05677820620784108,-0.008679980722662886,-0.024375759986884498,,0.040447985207603614,0.010045622838783883,,-0.022209860210609254,-0.0206833732052311,-0.016686728607098557,0.06027825954263972,0.03253854140028114,-0.013070208478171665,,-0.052576950140823205,-0.028217371556413805,,,0.01151446661509889,0.007467911237699357,,,,
TNFSF13,,0.005016215878121599,,,-0.016386822669661703,,0.019136988512780645,,,,,,,,,,,0.09486154041329055,-0.005831647192847789,0.01576507545876041,0.033470432408154185,,0.04691046116894122,0.02629642965990851
WNT5A,-0.013364714523211694,-0.005601415688736349,0.026383685417622114,0.003142749321503242,-0.007386530330310888,0.016310072663773004,0.24118986131350148,0.07643965693506621,0.0281341998318064,0.06319611203343596,0.021900899870929202,0.02009620848535599,0.0953758500550884,0.004704018766975241,0.02427047835375901,-0.012772514649420204,0.08208131545590405,-0.011884172786519306,0.02679890777753949,0.05537067892326579,-0.01172687624697002,-0.042964292646684346,0.06481946069807874,0.07218344646709893
