,MGH258,UKF269,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916inf
PCSK1N,-0.05096839642338475,-0.034866633806518034,-0.10978580288205074,-0.05153276144978877,0.06858352714879754,0.0015490777931847406,0.016917249326943506
NTS,,-0.016457905715694773,-0.02991567283484241,,,,
SFRP1,0.08501084175078949,0.07593455613355334,0.003898565505634552,0.10816864914713796,0.060373361807651106,0.00862640853569354,0.04519660483479943
MICA,0.021052865903554395,0.021779130800282438,0.11168064873797631,0.06422122278635423,-0.028876327885267408,-0.011569970662852319,0.16652432390104013
TG,0.04730037393748887,0.007382168958937678,,-0.01831923982999429,-0.03250744414779994,,
ADA,0.025136488437840915,0.010018947688764988,0.10890805992226156,-0.038617117608316716,-0.05527794078595481,-0.008814283145570478,0.13397506553082322
LAMC3,-0.054175314653530225,0.029418519194163665,0.020517101915162997,0.013503183921659435,0.013027661338330986,-0.06550982392404205,-0.0011410420013621048
NGF,,,-0.029915692532328102,,0.06398683730179228,,
TNFSF15,,,,,0.0643542811549346,,
HMGB1,0.001460468404284389,0.05694795134572772,0.036577315244553044,0.007879079206598293,0.024994276329581056,0.03344951203736129,0.10972834168523257
ITGB3BP,0.022404188513929293,0.02248238569684759,-0.004601802361666809,0.026010619392324092,-0.003233421142349195,0.002528685525859026,0.03490044151362762
AANAT,,-0.012078131361422441,0.008771269367704433,0.146417006496887,-0.020794228553735365,-0.046509089690929,
RELN,0.06623733794675173,-0.024715152136703104,-0.007931619937171239,-0.01811081149738618,,0.06561380358198579,-0.019264782004695426
IL15,-0.05048758602948492,-0.019591370431002446,0.01660688571440423,-0.015172205084918662,-0.03515135428465158,-0.048923061979173156,
UTS2,,-0.029973791737050216,,,,,
BSG,-0.02630517634385547,-0.026075407574030502,-0.052025384398113314,0.0026973517738002545,-0.045153502050191655,-0.06381271197132382,-0.03300140727691401
ADAMTS3,-0.009370843923051061,0.050752394014423115,0.046484504095176175,0.08068994857979066,0.058936470277276526,-0.05599262682594488,
CD34,-0.06876568062453475,-0.009221669870049578,-0.06661873182109852,0.009704695305858862,-0.04985840439268746,-0.005433751271459798,0.011930691323537081
CCL23,,-0.013742996212138653,,,,,
PLAT,0.032265337175836226,0.10921583514390881,-0.07001831144247159,0.03191526285786615,-0.00450363920852997,-0.09069795229209718,0.0662715823299551
LTA,,,,-0.015172206957782739,,,
CKLF,-0.016871765914227392,0.05353770569297241,0.02075566521937124,0.038153259592530034,0.02004505110016605,-0.017894998327896785,-0.04944852766599658
CD24,0.053722809648238896,0.04157419670192249,-0.03219515600883764,-0.03896577705276961,-0.09076461075767812,-0.0074346858435996805,-0.05715220076745697
HSP90AA1,0.03589437285364127,-0.05029366452893054,-0.06900433838280903,-0.033764122132313244,0.05171356724114036,-0.040639865121648876,-0.06979815722415868
BMP4,0.05053024145322057,0.028778592413370625,-0.04486022543931423,-0.012928287380709646,0.06655505644172965,-0.022279841014455556,
SCGB3A1,,,0.07322443199137224,0.020636667212653476,,,
IGFBP4,0.01329651951008083,0.01954003942343887,-0.018853873930770777,-0.0532080234865595,-0.058301742942325006,-0.06151880323576675,0.06556683214434966
RSPO4,,,,0.026527606064145542,,,
LEFTY2,0.012143238723680507,0.09064543361907618,0.15241914748597912,0.016725978260956623,-0.026573261784277998,-0.043498025270954574,
ANGPTL2,0.015920215450885532,0.033667559556533645,0.1620146544409854,0.04457755223089213,0.005568308491320839,-0.00864782942243341,-0.007704910021177489
LRIG2,-0.044755326128908174,0.018561875727585848,0.003605890046891146,-0.0069522692991502676,0.05294588899942609,0.012374998175373743,0.0020706902836995097
ICOSLG,0.021818415020535654,0.0022032976764597644,0.05089938683962195,0.00922784821316751,0.053009380047335526,0.010859308069196867,-0.06290522288509193
WIF1,,-0.04300716369281605,-0.012508191079995599,-0.044237595093066365,,,-0.030560052832119714
NPPC,-0.054755528780622724,-0.032519890740242016,0.054100448188161586,0.02358179654612631,-0.02489892393291396,-0.009775708374396662,0.05492410362687703
LYZ,-0.03668936470541431,0.01436999116201725,0.05020749394311837,-0.034634614673202495,-0.09438947780311187,0.008423344349990342,0.1023074287817287
EREG,,,0.04403490370718106,,,,
SPTAN1,-0.01522999825849336,-0.06956104783056055,-0.052899409568728975,-0.007889103144921146,0.019101518788872604,-0.0022810927830681734,-0.05885662002792497
LIPC,0.027038618900750887,-0.01974267457085741,-0.02517078197872733,-0.023834118307379113,-0.05115918527036707,-0.023737032184821805,
COL8A1,0.025046546648175676,0.07998647073539952,0.021179610359853544,0.008269157397563304,-0.050832461396223876,0.0010500789967543681,
GSTM2,0.07048252559249482,-0.007801064679802982,-0.038215704356554074,0.01664432229544444,0.030997108526397043,-0.025920322680832934,
SPX,0.04296186276440767,-0.04235911224819513,0.03971905637792946,-0.04131327714784436,0.037029261913952644,-0.05960017899176489,0.07173003684818303
MFGE8,0.00920010349237675,0.10278346567339684,-0.013576366889278468,0.01311012118328375,-0.031680962511780916,-0.04833188044091349,-0.03664640859332592
TGFA,0.006485498070207312,-0.007878254900193313,0.13778929751818927,0.03595111943216406,-0.07020174590983133,-0.019189149287923417,-0.01107087491286433
SLIT2,0.06351771098145204,-0.030377360441067303,0.00925957189481955,-0.014711978960042945,-0.0031147591493092103,0.011638819605126057,0.02039733397153745
PLTP,0.0006015739580574938,-0.004896613367856518,0.061379696443686294,0.027821104074289834,0.01062870941692592,-0.08240175595451231,0.0387693815168945
APOD,0.1408940767283209,0.0474398714912141,0.1439393058828842,0.025469650372536564,0.03461792013096535,0.0036892576088005287,0.030382241457332686
B2M,0.023882895330160053,0.03550066536515174,0.07918042914442829,0.0488054613631474,-0.09433863655657453,-0.08112288289795802,-0.006520684091891516
OMG,0.07217048391945022,0.016673279700775305,0.09169263722192778,0.001886891834036505,0.07270921265206928,0.035481676045305104,0.10366411517897055
CXCL3,0.1435508145539091,-0.01585800911167702,-0.0433226494509444,0.11324598204736133,,0.06589515212111473,
CXCL10,-0.10822463839708313,0.015496908088673099,-0.03600885377059536,-0.01736390661144495,0.05197965548232153,-0.00547886670732389,
RSPO3,,-0.01983293213083396,-0.029896340547698692,-0.011418229039601624,,,-0.03922912718985845
CORT,-0.025228968800812403,-0.03432533250430858,-0.008091171149085386,0.0480729547555817,,,0.016806276864209258
NCAN,0.0823751979183388,0.02104976309196005,-0.07880325542506338,0.021156754438845914,0.028707214696260485,-0.0598887486411103,0.08368399257611192
PRG4,,-0.01718070757279902,,0.011411022653885423,,,
ZG16B,,0.04364846346760227,,,-0.023116220424141753,,
TGM2,0.0299857450393536,0.013794575806937196,0.08748462665484143,-0.010117976506305314,-0.022133374976220834,0.0710285160517452,0.06452260717288964
VEGFC,0.0858084092588419,-0.022651684230547826,-0.034775056769892884,-0.01362400021490538,-0.029963212621412563,0.018422094128884733,
WNT6,,-0.01689497618153968,,-0.011890339417433324,-0.02198352833728843,,
NRG4,,-0.02139966119614215,-0.038741470963480316,-0.015893985343243426,,-0.005541066153677255,
COL9A1,-0.0032555362686276395,0.00149165955336518,-0.03034788514857559,-0.018110818444033696,0.0060603572082512675,-0.035914887360489374,-0.02102513417068597
GDF11,-0.04853691857037824,0.0823288842441815,0.045304276199884363,0.025628107681857023,0.057910395347314444,-0.0003601308859278961,-0.06026191339021001
SORBS1,0.028764507574204613,0.008718252554219878,0.010336150884782482,-0.0027295749844521234,0.06568992516935783,0.009637704672289858,0.04370789841668745
DLL1,0.09745715357430164,0.030740697219590968,0.06101021442720392,0.0026189804315729526,0.03993604143299025,0.07483519940504411,-0.019849105406498493
TLN1,0.010232849228281703,0.043388073792056725,0.037410217451658935,0.02143716960838928,0.00474174912397393,-0.01951025613668931,-0.024417738024299925
COL2A1,0.053189269619158666,-0.01585801450833327,,-0.011092880829085452,,,
SHH,,-0.012466326253077429,,-0.010586964445728573,,0.04190895554189127,
PON2,0.03148316869725826,0.0020355666333615506,0.036209298370112684,-0.003416467490174862,0.07834102522109361,-0.07386476878899505,-0.01783968314464539
ICAM5,,-0.030988110040006983,-0.06865031223701869,-0.0206757696867316,,,-0.05087323789444113
HPX,0.024460792977033716,-0.023092572960719312,,-0.001200168299142162,0.0892028263815515,-0.0013907078218054056,
SFRP2,,0.04746657915262117,-0.029699903962331218,-0.020768914895194425,-0.03286665504160941,0.03833981845057122,0.018635957955088864
CFC1,,,-0.03161170398546415,,,,
HP,0.019221730040672316,0.019497865098434018,-0.007090184113830169,-0.01876057030926373,-0.030399086409810008,-0.04442771134154943,
CXCL2,0.00699843692369785,0.06528750328469313,0.041754870328623,0.07666129104380051,,-0.022357528916172164,0.049392513229180014
NPPB,,,,-0.013624001205817986,,,
CCK,-0.0193407961334367,-0.06980224604884519,-0.06140218062397235,-0.034248258544036174,-0.028770993502784004,0.005938028029039028,-0.02098667442355621
SEMA6A,-0.030523836756849793,0.06987749529220123,0.10912557266919821,0.037466892230069646,-0.03421157004436171,-0.03235000026232644,0.03923283544233023
IRAK4,0.0028738367979690834,0.051405942011333264,0.043526674876855576,0.02081026286125399,0.034190472229263566,-0.03137740528312801,-0.05182842043381787
GSTP1,-0.0674696648570159,0.06507740527989046,0.029768686152665206,0.04845570595468321,-0.028509980060452803,0.03396103066942563,0.017156848534032685
VCAM1,0.027386923946194623,0.044555317348043424,-0.027621313145945688,-0.009068683363168075,0.06425892555068036,-0.03567811959248275,0.0239912268437888
NXPH3,0.06150047090314008,-0.0043407553899028764,-0.05947369905869834,-0.029001979117281893,-0.05396362745011,-0.008567257497614873,0.12726778817813747
MTMR4,0.0390142350442723,0.037116629503839066,-0.032230901783864695,-0.041489892181493224,-0.03635176806966305,0.01827705713144009,0.018329643336182345
LAMC2,,,,,,0.029417175501522737,
IL10,-0.02620521825563195,-0.020809255746024227,0.04786559588936813,0.014784934766422177,0.018803100277584597,-0.015938115060604528,
SEMA4D,0.08416922370637042,0.01115871696679844,0.18354585547420285,0.006525583708845075,-0.021519023754632553,0.008168845871213946,0.1775313119272904
TRH,0.035868034268363304,0.07553397805129272,-0.002290869515539611,0.0389095351728506,,0.0020653569912638383,
SEMA6D,-0.011809741584549099,0.05578769902191506,0.038795880754605654,0.02593739993164255,-0.07655120733715932,-0.025623122463330344,0.054816072537118045
CEL,,,,,0.07956504741299984,-0.0009495350514295808,
PDCD1LG2,-0.02011927085609109,0.014162950668286904,0.054312025053071505,0.07828540639477051,-0.05563528865728865,-0.005822140576146901,
SPINT1,0.040596459071862066,-0.010815587850289967,-0.0360023760823609,0.05595930749665957,-0.02959049008275977,-0.00190287871500577,
CTHRC1,-0.03399909467872341,0.033710514251043724,-0.03088773113361801,0.016560447393763698,-0.05809978709016988,0.031788474212665986,-0.04037566600102012
PODXL,0.022294584808237237,0.02755819829656126,-0.03849333604020657,0.020327565920005182,-0.030504683593435233,-0.006049957758343322,-0.01619902127907521
JAM3,0.04841414009086009,0.038513682995843214,0.14889934318685338,-0.019395154452268585,0.0010048184790476529,-0.029444396099880133,0.017570200569619835
TGFB2,0.0658576007465805,0.05081460058581709,0.011191384338065767,0.03041068118334781,-0.03610224085178815,-0.032602378022595135,-0.013246036387981316
COL18A1,-0.031224818983080615,0.04633464731680668,0.0007767100714271476,0.03364050727162044,-0.015691978926979665,-0.06653619454031534,-0.019643799506753518
NODAL,0.015508969278617762,0.020277642592178662,,-0.018729917956576223,0.03767602743790367,0.029608076963332588,
INHBB,0.11804239563596014,0.02058389319473849,0.014343283811273167,0.06305373333055492,-0.0693841462059062,-0.04908964291361812,0.03235830237157044
LCN1,,-0.01391632757686961,,,,,
ARF4,-0.022788409038089593,0.03995051402194568,-0.013837799691245493,0.043248743190944836,-0.045209158603563976,-0.03233234200659231,0.0061242522867602164
CXCL14,0.1000753457044396,-0.02811249956503423,0.012169135280835307,-0.059071296456032096,-0.06281076563354207,-0.09480017903239418,0.03530336730011644
LIF,0.012406032804658415,0.014504559983657878,0.04302224576820176,-0.022562979949148788,-0.05860127222035214,0.00763861221610415,
IL17B,,0.026624253189487815,,,,,
MATN1,,0.08987225656190226,,0.018569499355121755,,-0.033926244846383694,
ADAM28,0.0453775215498082,-0.014631154004634805,0.07034459489224353,0.008844103218368987,0.07534256116642359,0.04538618688033153,0.08219603122781319
TCN2,0.018221979692857083,0.02439655662172961,0.01952737249424433,-0.01831161841266519,-0.06341841040999746,0.003111632208656108,0.04452097921810278
THPO,,-0.0017966996198146368,-0.0163341114157812,-0.011092880722896516,-0.023843881292992024,,
CUBN,-0.0015758788018624338,-0.013649128132880991,-0.03283060930152673,-0.012021980450768707,0.04256212995273367,-0.06021450836953496,
TIMP3,0.07191463846621143,0.06871212597723003,-0.054845071382267026,-0.013573545685358597,0.005027298867718798,-0.05741221592429146,-0.08924012850745901
PIGF,0.0033796045630939955,0.024976523371261404,0.006954147424332948,0.05347006298245995,-0.07664440932660287,0.06310507885786477,0.03312759501156584
CRH,,0.03566254173715526,-0.03662566699384461,-0.01517220368686565,,-0.0010196410618890062,0.13223245127709687
BDNF,,-0.030653520554716752,-0.04237722949510223,-0.012493432756298873,,-0.043421005458704046,-0.034082483718361554
CCL5,0.0361548646585445,0.03316397204668064,0.04278167334817499,-0.0150488266815119,-0.04421008473922824,-0.08109380561741585,
GAD1,0.02303652718888197,-0.001485452590304241,-0.07728993907966207,-0.046619369402561804,-0.05690094377726941,0.004349284597744592,-0.0033370333169222576
COL14A1,0.01796064481510923,-0.02468676055984889,0.010494360193532278,0.0013193314682608888,-0.03156930103289673,-0.011157429344468874,
HLA-A,-0.07596080764223234,0.05582813922468695,0.08299893092980234,0.007291728531316319,-0.007140052676445944,-0.09622005608922683,0.12810684092859848
CD5L,0.009689646877484921,,0.08611263357932597,,0.05378382497078164,,
ADM,0.021308020870482707,0.009294983080890166,0.0641973880997118,0.03544504597305002,-0.028394640958487333,0.02887777885302983,0.054759226468082185
GNAI2,0.020667568230595245,0.010801053792171809,0.04041553926584062,0.0294707988989843,0.06181959776517959,0.046481354093611336,-0.0003074587503007781
HDC,,0.020926233228562095,,,,,
COL11A1,0.03364898770162648,-0.02530105493689201,-0.0540840479968999,0.13286868594930032,-0.042934332969995874,-0.004604430637119225,0.04888762308229687
NUCB2,0.004722224929119448,0.08691873643409016,-0.021303555755025683,-0.017691681087764387,0.0580896009156357,-0.00781278969600333,-0.0023749600791558405
CXCL1,,-0.03559849744824214,0.011919218680430062,-0.01504882923291278,,-0.05099610016821166,-0.045221022528274236
VCAN,-0.007364773254351299,0.005616752629731042,0.016304030613482838,0.017664395630968388,-0.04342174834786929,0.004079213420099152,0.024502504898873765
MMP7,,-0.010157771459539585,-0.026220763898065422,0.0025326443575413938,,,
PTPN6,0.031164284742571154,0.01680488496086402,-0.003799796415169808,-0.02214253734848292,-0.03399646900593846,0.0242933714152493,0.08502443761047745
PTGS2,-0.012374147298818706,-0.02973795307291631,-0.051313667695669724,0.07114528637222779,-0.04205045189348082,0.020637042791349806,0.04058760417690474
XCL1,0.12828849970338574,,-0.01898404654750267,,,,
CD58,0.012402200783036155,0.017150603535597126,0.028353265291386372,-0.035810183902797665,-0.05854750775661862,0.01762544937324105,0.18242145108918642
TNFSF14,0.06798410529128641,-0.0211652096361479,0.01782162310967875,,0.1141997092033133,-0.04643446292148779,-0.025081755385324707
CNTN4,,-0.03606814848363393,-0.06120047779303524,-0.03488607473857172,0.04687001055207328,0.04499875750611235,0.02693062679164589
BTLA,,,,,0.015066896366295636,,
MFNG,0.038341409453635435,0.020737610654331527,0.012739726487581766,0.0009054944810552637,0.028503732803855347,-0.002095938610884783,0.03459888736596452
ICAM1,0.02247624442365737,-0.018295434137878926,0.0002983833777273206,0.03478846282510997,0.014886809974163483,-0.054392544785447416,0.04300017575701627
PROS1,0.03133009940724534,0.005498653868712622,0.07822748966202753,-0.0013042262074623682,-0.004056323803534363,-0.06674879746544805,0.03925965515968262
CLCF1,0.12803463451201558,-0.0517523351831178,0.0019339312504659052,-0.011939569609262459,0.0583690809467239,0.03468369700065694,
PSAP,0.08008601599180655,-0.02460726739714873,0.02521845142797523,0.02801221721860246,-0.027647754803542507,-0.040623225183288265,0.02624552479140803
EFEMP1,0.07657091756904098,0.04945978935571027,0.006428670610417673,0.05216395196884935,-0.06276863494450782,-0.06134246188937322,-0.028123373164826708
C1QTNF1,0.028067985214398947,0.023833239352642203,-0.04276022374452429,-0.004947306127765133,-0.06063392923661975,-0.10395754012449186,0.09600113217473319
ALB,0.0937920196360701,-0.01703838362019416,0.0424893441957808,0.03159303332014901,-0.04380504952071022,0.03417776240073246,0.05866810960153284
EFNA3,0.035891846729121275,-0.03399757472168479,-0.03693576665327477,-0.017197207791000185,-0.0442387838922586,-0.03332857096706127,0.014018932177125801
DRAXIN,0.013842032803266109,0.06684263311875023,0.024706762755842243,0.023207346651854713,0.06532907252845359,-0.032397314210476695,0.035170363723500436
NPTX2,0.00012957977284449765,-0.06055946936304688,0.07307686367659771,0.018944277255246448,0.03501049184229303,-0.0010727770838694268,0.0003161872150858796
FGF11,-0.06809328843616172,0.014916084092042519,-0.02828076935118756,0.04283949536159041,-0.023596155305751085,0.000655373652147876,0.013300689001086403
CD59,0.06446318350229281,-0.047455054525037677,0.01429658492406612,-0.010866750906060785,-0.013960606069652994,-0.05885483752456165,-0.09060242439542517
COL9A2,0.02570952524333776,0.06848590705165962,0.03774188077272368,0.07752082691925287,0.002584300408325153,0.015464523612231313,0.04973888268666471
DLL3,0.06384070898785253,-0.0045478851681157026,-0.027120175446844634,0.03307771621237527,-0.0024735110167263034,0.028178922532384774,-0.003586331863763771
FGF5,,-0.013567568959965096,-0.002837068295275858,,,,
LIN7C,-0.025528248592707657,-0.01591272137830389,-0.02034960808436875,0.0059797583205742745,-0.03635035126271232,-0.002418533643879373,0.060359455584563376
GDF7,0.035034725485172565,-0.008091288348123138,-0.046354392503154124,,-0.03463590160503147,0.003843865477895318,
PSPN,-0.008481275486173024,-0.04129090992206863,-0.021195275547498206,-0.009168993960066941,0.07139386272304338,0.00800496908896861,-0.07997435319242673
ANGPT1,-0.021875331443348592,0.046508118911808186,0.09543898973572182,-0.017580195321439625,0.07949814124790805,0.03368599749765633,-0.054100207658368114
PNOC,-0.018516714319675536,-0.013179797141805068,-0.0077834348078614545,-0.0219490956069567,,,0.049820121926097985
L1CAM,0.004276649223844035,-0.022004054128886882,-0.004858738205773958,-0.05288225106283686,-0.05966983789734519,0.05981349241412734,-0.023862812213171433
APOA1,-0.03870147033047396,-0.02903664963842357,-0.06720830474795558,-0.014463278830859136,-0.011831753009294713,-0.025728700829857457,-0.04102066252159634
PSEN1,0.05063858784478015,-0.009395549829205662,0.09316271198519767,-0.004614173491227749,0.05172756691951812,0.06308775529809862,0.12816024905756712
CALM2,0.07289255202717858,-0.033179718413274994,-0.0662800716313018,0.00751897802424856,0.015559483776113948,-0.011493616613545764,0.14908863677169742
CLEC2B,0.04697826557416603,0.03816226793268243,0.046320178594466715,0.016118680160054334,-0.020419931606511732,0.028136448308475857,0.004452712792242879
NTNG1,-0.0011999072517453223,0.035966408974055904,0.023415655220561927,0.03883129032921388,-0.02657328879301093,-0.030911180605587122,-0.03811570287116715
LRIG1,0.0339769395886184,-0.011057008210620651,0.047213135603510904,0.025091329633861133,-0.07482201410247313,-0.020460100494512374,0.06478169249448217
CPAMD8,-0.020618265530237427,-0.012273692001298143,-0.03672278392274712,0.04589372797214865,-0.00517367284908394,0.014186439047175224,0.0005615584287859394
GHRL,-0.01764748128587639,0.07679265079864113,-0.008820736652484746,-0.014157518895380214,0.019455301953691807,0.02120005093244214,
NPY,0.034845048197149515,0.0011642550414566646,0.03393551675148211,-0.037560394599883945,-0.007234980099567459,0.10199046854535253,-0.09694750673422928
MMP2,0.07077345479886463,0.056330060397451684,0.09695735016048496,0.02754488024582427,-0.028929975986944922,-0.0335513671322085,0.12972241606584176
ALKAL2,-0.015762906144491065,-0.01391632532143349,0.03237562038023534,0.0049899024805657,0.02700324706444833,-0.02222672624643012,-0.025489626756134576
CSF1,-0.04439676859434006,0.05717264630123396,0.1708133456334001,0.009002081295301367,0.03581388125615676,-0.009082361299691814,0.08340194204913279
SEMA4C,0.0704620147089419,0.0005493779059776246,0.05822875005177471,0.027011286313121118,0.009291147239909954,0.016126934475194362,-0.015114006564736864
ICAM2,0.0012671045849423383,-0.010532712356745659,0.018803132367101363,0.002031719628226038,-0.0784720187612538,0.0013249227578320637,0.030270922096056852
SYTL3,-0.0016737215102473934,0.005249374360490639,0.17849385856863195,-0.014108601964848982,-0.026134786064808478,0.0030865654397478405,
IL1A,-0.02395809317521618,0.027393531721758842,0.010621038339023559,0.05774124433652203,-0.0616023414524728,0.009267202544499085,0.26359043536989574
PGF,-0.04969823548677848,0.029474955834200223,0.015282765458187174,-0.0030937576474544624,-0.0189751193234045,-0.09080188552940378,0.10891205514405608
LGALS8,0.024368919047426486,0.00613754641789667,-0.004858214474713627,-0.03801780906329284,-0.03970046908972346,-0.041330514566302504,-0.03632782801140766
DKK3,0.029896583780815375,-0.04070386371426894,-0.05777913959270348,-0.029220790363243678,-0.01006144068776033,-0.06659967499582445,0.018598269172153223
COL16A1,-0.008972414531159144,-0.01938189601714999,0.08878605209036472,0.027250030260163045,0.0750644099866293,-0.06690438101591811,-0.015577927584966107
TPH1,0.008985418625820316,-0.014590323225363105,,-0.013349796329359457,,-0.015667368406088674,-0.039229254399725424
TNC,0.016055319046415037,0.03719260338902558,0.05100822899435593,0.015402116877888079,-0.03468839102119953,-0.03956703387971702,0.05747551874167656
TNFSF9,-0.02061825574447314,-0.032936265147691414,-0.01615660394396155,0.009102472579386733,-0.009184319982731799,0.05277451504580204,0.0530699800022795
C4A,,,0.005297164838037063,-0.0117349781043483,,-0.024147428452993076,
CNTN2,0.10323879164542456,-0.009395924894970535,0.10917566001478599,0.08373521899664627,0.06081164234778222,0.08720867594220177,0.08520849662869462
F7,,-0.01227368486741778,,,,,
LUM,-0.016018954332276836,0.08581036989253146,-0.04532201705022194,0.01944189058895393,0.007134872110458818,-0.02980851982014795,
IZUMO1,-0.01970139652341619,,,,,,
BTC,,,-0.03698578298321326,,,-0.02552508061789547,
APOC1,0.08922318809998063,0.03393265041975934,0.11413716267487782,-0.022366777289768967,0.07014304279919675,0.020285469187869772,-0.05279542532656535
PKM,-0.07004412156164977,-0.011675592874176346,-0.08568157989811596,0.019163926072036815,-0.010608662728780013,-0.10324808505460191,0.0872112697782285
TNF,,0.11140298253437314,0.009970536794805696,0.021878827434915246,-0.018841925477408473,,0.04390982696979495
GNAS,-0.025032619926994067,-0.0040651900902125,-0.11038368309475313,0.013743360073667532,0.018548404249295533,-0.050549696624134395,-0.0717088152699769
BMP8B,0.010040060425022923,-0.03903085290468715,0.023882747975304364,-0.016893040471190772,-0.004879025188988089,-0.0020270967085358332,0.22640646015380578
CCL28,,,-0.03769679518654374,-0.010586968406299666,,0.002134083981057736,
PTPN11,-0.06550127926572284,0.03911943044195126,0.0025477824830802344,0.0313475498326488,0.028004061424399602,-0.03565709576020555,0.02917062574838442
ADAM12,0.016038189517659195,0.051243664322924994,-0.021407192427489237,0.022534954692643817,0.04892997395716473,-0.05736415004976751,
EPO,,,,-0.013349798289822261,-0.031115832595775404,,
EDN3,0.05348691127169846,-0.02174723764817466,-0.01999034959096444,-0.01348754834065749,0.09836806880862044,0.015319742031234646,0.01698735146633872
CCL22,,,,,,-0.039655614244987064,
CCL2,0.12276681194969018,0.026628668859300427,0.047819022257313805,-0.03611332772601727,-0.07600704933866875,-0.012738752670484892,0.014062378738846167
DSCAM,0.020283863547543798,0.07592497798968029,-0.027937690894596398,0.07971116083312893,0.037301299326920424,0.08360269114061841,0.0219611535720949
ANG,0.01702109869326962,0.024051836198539456,-0.010193660684214715,0.04713804150965107,-0.029229785124335786,-0.0013681703202054671,
FBLN2,-0.02714972605227545,0.027266422476824686,-0.008162905281638887,-0.004509371529792064,-0.010588742883062323,-0.035655059361876656,-0.0401339992027938
VTN,,0.05297372214248786,,-0.011092878634514714,,,
VEGFA,0.029192654786600627,-0.03647006005206551,0.019823655272546897,0.023921502568787206,-0.06644925513824655,-0.014372481367508337,-0.012472706168976541
F10,,-0.01995727333814815,-0.041413352634503575,,,-0.005306419384652445,
SERPINA1,0.018765626026444427,0.0023100549248439265,0.08018469229449549,0.019915333264930904,0.019374465976674693,-0.03552131646813308,-0.0023828848969359665
VWF,-0.014323802123377732,0.016087858593645074,0.017655430670422953,0.022108353741763644,-0.007231143717074239,-0.024724026758865758,0.10982829697873443
GDNF,,,,-0.013349797250182786,-0.02657328137302115,,-0.05551032683884057
