,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.02709418839438352,,,,,,,-0.028066048958413317,,,0.030269047252084832,,
BMP1,-0.013057861921608906,0.027328553465273464,-0.0068319978277182935,-0.020251516403955335,-0.004454923814710698,-0.06396483226824579,-0.050997658388586824,-0.16064144219005044,0.005865567410770542,0.00293460347648416,-0.1351527552093941,-0.1200146103323786,-0.013951705300603355,-0.07547042574141109,-0.0045657482050500565,0.019519079554762838,-0.0893634755711662,-0.0013863451299205394,0.04931054521234655,-0.05815258925149282
NDP,-0.029889558091495367,-0.001652897894372671,0.03792699133935674,-0.059240939938320955,0.011027833816535973,0.06318965703556226,0.011210736312990126,-0.05927093995842259,-0.01616494982015392,-0.013574673664199288,-0.018605221804191763,9.793319760441383e-06,0.05228577343679369,0.08761075960979833,-0.0025158631705706528,-0.03534063618540271,-0.08044792470652985,0.09022925833369595,0.08230553986773062,-0.029112733966936387
TNFSF18,-0.025604035210703025,-0.03179347895342016,-0.028528273436978783,0.026210856306073692,,,-0.02347863218887005,-0.040234056375834576,-0.022154134855839544,,,,,,-0.028944020895955453,,-0.012198790249504307,0.015252689660516976,-0.04240196860309644,
IL36G,,,,,,,,,,,,-0.02593713739894061,,,,,,,,
RTN4,0.07097866101325345,0.20113462992367534,0.024318683251980118,0.0587324435381022,-0.0486664822538465,0.07723892743186275,0.10194214268420836,0.22326427742592467,0.0807072737657571,-0.03945897886071101,0.31912189420895337,0.1914618826857151,-0.00826329352198178,0.04365207054059266,0.061274584907743575,0.1396568181559285,0.10480082797628747,0.004632395931555338,0.13809846253105437,0.03944836522223887
HEBP1,0.009509881275958148,-0.02029437756064551,-0.004106080156987956,0.002434656051368792,-0.02158134548141706,0.030110416975226515,-0.08324787982383543,-0.021532314558658998,-0.004364825382849223,-0.01193877454690947,-0.1898400319582746,0.019874375572219,0.009198537290124953,0.06169798844495847,0.09274949703808957,0.07045411216886689,0.04985252828931151,0.1261397922634022,0.024220871433859474,0.0872824315593246
WNT7B,-0.02255635307994626,0.2765242486713951,0.04296785527396372,0.017589175528158925,0.04932295433327881,0.01759886151992057,0.017503849491113405,0.05728393411684696,-0.014707803080025316,0.004463084840006452,,0.033008332429591496,0.03794053695188162,0.045484861376939856,0.051417765925564754,-0.011797679773647055,0.04912790309024602,0.0393859029715595,0.08701475078275973,0.11324915285528282
PTMA,0.03302736963438954,-0.06668664145792996,-0.01983389750758742,-0.07024752312806527,0.026857172364538905,-0.12283559637988052,-0.10328970287910809,-0.023312113454421468,0.020351221077497567,0.05110018307947064,-0.414588463371331,-0.17794727862842233,-0.0502440299963822,-0.006852446251247103,0.048962034207599876,-0.0692853778746556,-0.046222993986418826,-0.12927194239782022,-0.12751137391166112,-0.05027663720454358
FASLG,0.06462671731915726,,,,,,,,,,,,,,,,,0.0060614981772278455,,
CEACAM1,0.12999664197085817,,0.03497707628724997,0.08957175451242266,-0.02146964686239782,0.011410748600964945,,-0.0529457266300933,0.019837796241720603,,,,-0.04557134514600085,0.04386846406289837,0.011133872792091888,0.0034226189147007514,,0.06744476316945432,,
PDAP1,-0.009951989245786389,-0.0711859944197768,0.04368083560325879,-0.06023438398137981,-0.0582805893184773,-0.07826609596940864,-0.04350170136093651,-0.11114303995183614,0.034952541886246254,-0.00534795345566973,0.028728055758612498,-0.07346699267859762,0.04748567228152232,-0.052550149666000134,-0.00407596827240893,-0.005849407360561682,-0.01183986657063341,0.02915295620327866,-0.012205688965026636,-0.055153300203788856
QDPR,0.023930534073658468,0.12398277239268587,0.017660769894568697,0.04639012070340693,-0.01473891160062668,0.0635147486532075,0.07108502130115998,0.09874325069108852,0.0531047551748037,0.03806440498787792,-0.3341170410622975,0.02293989331951167,0.01933559498935677,0.04284896913393099,-0.02223537783436095,-0.01216882290428282,-0.016564235804940524,0.04889152242192955,0.1358853942714,0.05247975003410144
POMC,0.0012001200778316127,0.23452817666480805,-0.007065814834678189,0.02092856699581131,0.013346336783263224,-0.002106498462151157,-0.027216302985286437,0.024752871389168082,-0.025705906178999198,0.03706101828710145,-0.029106856218063703,0.022930681620553,0.025806891745115874,0.01459474416980147,0.002393665415660312,0.022495804893410205,,0.006222928222659257,0.0224543913749621,-0.03033738110494386
CCL18,,-0.042637669470753266,-0.03556993396640893,,,,,,,,-0.11594244500489098,,0.05077469344361343,-0.06292928944508262,,-0.03062189300980606,,,,
CCL17,,,,,-0.018054782359879236,,,,0.0026075422924314914,0.06573638263497919,,-0.008404854961799406,-0.032330663665981446,-0.008142481039909794,0.06296257042604132,,,0.08568770761252005,,
VEGFD,,-0.021583953973749296,0.03536751067663049,-0.011521813599673195,-0.020115021333474647,0.006764392695058062,,-0.0369258451078934,0.010883309874431433,-0.0006977565948133248,0.08991831018212823,-0.025393927386056933,,0.009714733540622453,-0.03902723375912914,,,,,
TNFSF13,,,0.00027754029948824036,,-0.012453784793883699,,-0.029101970845501625,,,,,,0.07433663175507653,0.07495998157844162,-0.039681430075611195,0.01566527217670228,,-0.003954580045545363,-0.006898827945882127,
WNT5A,-0.05324709373251048,-0.10058507123788414,-0.002689338886567442,0.02549242942007289,-0.003146104557907389,-0.0072843277851705164,-0.09492260780961254,-0.11431967789452592,0.00400402013087111,-0.026251177970725046,0.02489843487586699,-0.0410575797502241,-0.03150284295616887,0.014397017424747627,0.004461516926251735,-0.005316935097685434,0.048164652442684565,0.061693022971237924,-0.06780273221179464,0.13532537800625563
CXCL8,,-0.17273901424028684,-0.04910728077651212,-0.030475184828469438,0.03871746238024079,-0.1012082336619494,-0.02113156766363785,-0.0650553995986833,-0.026808412831951692,-0.027729906942366902,-0.08962192951562681,-0.014461614579308108,-0.04368883321671712,-0.1730021255597353,-0.04288879476783288,-0.017052715957744484,-0.04836791835276009,-0.07775535062279486,-0.11401616466568623,-0.04696320744342928
GRN,0.033962204715925134,-0.07437382001941359,0.02936743285450112,0.012354167577713472,0.015052665771689126,-0.026080093537200106,-0.09282145783254159,-0.1806094893268198,-0.03846900090764278,-0.011576708613591419,-0.24844146522902041,-0.004186295645707422,0.04013986131334524,0.002317926226621238,-0.010210631233562759,-0.06969332262253777,0.071172276370406,0.03948139896378174,0.036950518353232605,0.003357834375156632
MIA,0.018462144243651307,-0.01142694886070534,0.025541132926907878,-0.028945123668212416,-0.038017314533828235,0.0027086812515567976,-0.021406423814101173,-0.061403254565309685,-0.026033233239935723,-0.03386539601218216,,0.0063606098889160394,0.06588773931101091,0.07477892406491383,-0.01787502228551174,-0.043913404092829136,,0.10567416096033537,-0.05183399108774685,
COL4A4,-0.007081720187952624,-0.04836083641576395,-0.011003782323142175,0.10005575934494021,-0.00864294470359909,-0.006400641011568469,-0.0230335018581856,-0.026699311592003103,-0.028847117149849156,-0.020452276248627114,,-0.03373609311594301,0.03212173318090426,-0.03176219216509377,-0.0036641231592595123,0.01400393008853092,,0.06154143672407176,-0.06730933866410306,
TAC1,0.018747071264869453,0.22351302320245506,0.1297216814382007,0.08060934079331407,-0.04651180011376928,0.09850758308807299,0.13999185565681785,0.18645022069436396,0.13385361930529208,0.013531864542047372,0.2793901045864613,0.19135237878981873,,,,-0.03031630192496839,0.05870632309569424,0.03485789585366384,0.15903967269497854,0.027660953749986776
RARRES2,-0.050126335697113146,0.05850395058449059,0.031228996452993,-0.04998888447396675,-0.0031526368691955054,-0.1124414041002642,-0.02105543284942381,-0.162544651065046,0.06769353638667654,0.037180080383185585,-0.10337855957107882,-0.09879884332381997,-0.03558746023060666,-0.030260937418305107,0.04625431080067832,-0.036826140521190896,0.008553974995779746,0.04221268802758731,-0.07043594297026289,0.058966318499110305
FGF7,0.0034863212659723983,-0.0008044644696565978,,-0.0002975757391564698,0.01781000314924874,0.048384755441980225,-0.0452479433739653,-0.04709157807940365,-0.024588070704741245,-0.017802444908470157,-0.023348386857195865,0.027142974989417454,0.020288248014075867,0.04884834264565243,-0.0013250920776193861,0.03984073299179298,0.06852233999834038,0.023668750206465597,-0.005003543464008887,-0.043657557072559465
EFNA2,,,,,,,,,,,,,,0.03904789125771049,,,,,,
