,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.05095329044206383,0.027825994610834112,0.05138321925139625,0.06313054149771377,0.03479101709077747,0.047713232965826094,-0.036036428017860174,0.02010962250052065,0.08861971528948029,0.09098862133768214,0.0436348324158687,-0.033521545268095955,-0.028593852018602556,0.00199382872964632,0.033474366611096026,0.14042512820592437,-0.02584471430614804,0.10397875821601442,0.1438930746119232,0.1252615328629138
RARRES2,-0.03356884568214603,-0.025986373435647882,0.05572300466417502,0.023290512845936275,-0.05549484158852756,-0.06520917122417719,0.07565031632725178,0.012258502509758015,0.04437635048802528,-0.00894297121366829,-0.11019498565214751,0.015157326604622988,0.2755046847199446,0.025988561830065985,0.1906445517343629,0.09758177591782717,-0.022624553248907966,0.02863883276440128,0.03892505644178297,0.03138218448826686
SEMA4A,0.051901449602408244,0.10459131540549249,0.046625731270843185,-0.037941235327282,0.11849234072165549,0.1178768171758611,-0.030888372493422845,0.048848322826440124,-0.06104558411743828,-0.02755879060899338,0.031023343298850672,0.030240146484700164,0.075621905703918,0.04355227253681467,0.02869178830664256,-0.039381327094722585,-0.058703041899805505,-0.06084792839133353,-0.011748123267471114,-0.0064170216451301795
GDF11,0.03319444596156934,0.07391243200380254,0.01804260787583671,-0.03738808613751253,-0.08195301618640362,0.0010233469813486608,-0.0014853042637285175,0.014857436256642828,-0.027493389024047167,0.02856954915000929,0.025504023172877935,-0.027932461855234687,0.011389424823344615,0.0384186869974269,-0.03328110906925457,-0.03929077262779481,-0.04024481864291366,0.022646586890730153,0.09348219288917459,0.037099523641794335
GPC3,0.004591288381945655,-0.014874812243147434,-0.015196136493549983,0.028265719627176573,0.03681809330795387,-0.025926497350291206,-0.02101704110055542,-0.019207369678564325,-0.01796781662518343,-0.024446970910849287,,-0.041643805762759986,0.009203894003635662,0.1060210280511734,-0.05930784544294658,-0.08396737575988765,-0.024272902050174548,0.05039638279299359,0.03347302705799402,0.11846848296168191
OSTN,,,0.11835357438292851,0.15099111348054825,,0.15940308608837747,0.03882850347463862,0.1444835527800296,,,,,,,,,-0.020023254847201123,,,0.1638972112943683
GRN,-0.03129414711728232,0.03137005901618912,-0.009792735980040353,0.012322568309822363,-0.027687073089463488,-0.06630226259546752,-0.02006454115678034,-0.02434373394479684,0.022074713323336943,-0.05337684540740533,0.049003137721860025,0.009485946739345535,-0.03297833742073376,-0.005948081500073378,0.0911895673293779,0.041388090193195747,0.06870461853214645,0.055052065196602495,0.09874720643013156,0.06698855434792751
CALM1,-0.09298070222627271,0.041181576273193694,0.033746197549666866,0.009428496059575166,0.08841706249988404,0.07933229625922525,-0.04730724293755187,0.05038519328543466,-0.04766661056153435,-0.023185608106555972,0.12305191853778713,0.06447557972904176,-0.07970755134480402,-0.06415841530604774,-0.24441968965839383,-0.14129357039533907,0.051295134027669755,0.005292013056745818,-0.0023607209084514314,-0.14640036052478703
ANGPTL4,0.08040249732408189,-0.03336101120172548,0.00028743017001128183,0.01697930669775563,0.03045092834856433,0.06341506831035558,0.017902000997190554,-0.0016435816618201214,-0.0052014903833264335,0.12563218280870941,-0.09290372060607072,-0.046371113650725104,0.44957571464689045,0.17926342527057765,0.2262791857633749,0.18535751734953895,0.014024541289617286,0.04824244573462921,0.07597717825220503,0.1016786499531704
BMP8B,0.035680105361905926,0.05120634960304304,-0.015007678862594293,0.028194696849288936,0.0004279768646482013,-0.03011362052476792,0.0006802296023267267,-0.01545256472512844,-0.013022607985461364,-0.047867732561985156,-0.036115248380902194,0.05200049183175363,-0.08216503164969825,-0.036375775463591054,0.06255866157311127,0.11781260083874147,-0.09259742451597243,0.022884193374274678,0.14196008082459557,0.038570600490708144
