,UKF259,UKF275,UKF334
BMP1,0.009389975462628243,0.014590455027645282,-0.004916691166529564
NDP,-0.004703966283146373,-0.016473864418091146,0.014385197325814487
TNFSF18,,-0.010647509216605143,
IL36G,,,-0.014899820493907819
RTN4,-0.017244624614968892,0.04473310305595581,-0.019333358126902705
HEBP1,0.08304837432118502,0.0017016322209738785,0.09786440161123179
WNT7B,-0.011754947092588546,0.007583701844213343,-0.016376619798970486
PTMA,0.011974631625512286,0.023024690123919146,0.018240699648969797
CEACAM1,-0.007165020149488039,-0.01674599539861076,
PDAP1,-0.019765271731106815,0.05280830474996298,-0.025222589622457978
QDPR,-0.010093907225030797,0.0765041758706039,0.010817672245649971
POMC,-0.02617557528085515,-0.012354527709753302,-0.009868045804820208
CCL17,-0.01629190953947001,-0.013279516999476543,-0.01361140902694519
VEGFD,0.014960051622006872,-0.014148202165941128,-0.014587768644932735
TNFSF13,-0.011237794576624157,,
WNT5A,-0.031963585510094816,0.006088592586240314,-0.06721016424504385
CXCL8,0.023681255988107476,-0.019817685422257356,0.018527931455249044
GRN,-0.05117519468094639,0.011966553167888644,0.019503823092554676
MIA,0.03540366776392443,0.01885583713778406,0.04931925431962426
COL4A4,-0.03926570217550964,-0.013864226598067604,0.06732619828212225
TAC1,-0.019750575124648805,-0.0010706930654592237,0.027130945433664372
RARRES2,0.027992302610059788,0.03862389548472918,0.032316236150405776
FGF7,-0.02887892126858494,0.02954412972570214,0.005404651848743683
HBEGF,0.01406264650975003,0.014799162058266249,0.09427967550035109
CSF3,0.05406966598411009,,
PI3,0.03601041279349987,,
PCSK1N,0.0031787311037027462,-0.00636501859376087,-0.00828386976126869
NTS,,-0.01583826727519615,
SFRP1,-0.014215320813987206,0.028643565135801775,0.0342534021512563
MICA,0.01422958573238272,-0.012867858659023576,0.002650273129368507
TG,-0.015340583351892242,0.00736769860178888,-0.02044625696828646
ADA,0.028743719362413808,-0.004482355075966912,0.015350595757516069
LAMC3,0.026846638270581816,-0.01626155581268461,-0.005948678441286664
CCL7,-0.0110912172533185,,
NGF,0.022554483289180142,,
TNFSF15,-0.012350612876057128,,
HMGB1,-0.0012249494475068728,0.01680099270700955,-0.07799426551373453
ITGB3BP,-0.008175857842189835,-0.008986579058747392,0.04805336878576151
AANAT,-0.011237795776012582,-0.012031462907555064,-0.018258403264310916
RELN,0.040791971100329616,-0.026489397553330244,-0.0031850662195233087
IL15,0.009112175134178902,0.016323398461367142,0.061507878535139844
BSG,0.01800104369283404,0.00016068429939483403,0.06682457986899662
ADAMTS3,0.017120859573537532,0.0431790981202822,0.01972335092298666
CD34,0.028114909027600873,0.001404995554319143,0.012881448274869976
PLAT,-0.03548803208762291,0.002869021392336441,-0.014953296840269937
LTA,-0.014215320148972152,0.012013438585626594,-0.016933827228296425
CKLF,-0.027655765398227786,0.01619002849752825,0.037121479055998996
CD24,0.002401990118181842,0.017356854472085265,-0.010453802136486319
HSP90AA1,0.046234438461661025,0.030207238779170992,-0.005517203649941104
BMP4,0.024610931594621507,-0.008146986085122864,-0.014429369799124845
SCGB3A1,,,-0.011816200699405949
IGFBP4,0.031076302704682333,0.013494745185098621,0.022318295756407446
RSPO4,-0.021759038017809748,-0.013477029169440952,0.01985989163703019
LEFTY2,0.00713761588645757,0.005026526716705491,-0.02090462060254153
PF4,-0.009676868543511245,,
ANGPTL2,-0.005822501344443036,-0.0257741698168448,0.06373199928157283
LRIG2,-0.04284982742289702,-0.005463562164018089,0.0398785435959103
ICOSLG,-0.03854589535764874,-0.008053924774043313,-0.03667232820313074
WIF1,,-0.010399904197422647,0.07240067393201655
NPPC,-0.015011209488947389,-0.006910637271670956,0.06550633209067147
LYZ,-0.0008179824530938748,0.0001623010748860713,0.0467495001213867
SPTAN1,-0.038468028099892936,0.016098124123570284,-0.018657464061545354
LIPC,-0.01739005348024128,-0.025196678501944635,0.07839864805859927
COL8A1,0.0619406134344172,0.04452749311654193,0.036548148397992954
GSTM2,-0.042658051094875256,0.005732210291579675,-0.03987758441294719
SPX,-0.028495557654909937,-0.01648424075679107,-0.037790672302910694
MFGE8,0.008575738199646092,-0.010191070449294582,-0.024258751889923744
TGFA,0.007486038273789481,-0.01090738559714272,-0.010771409788530738
SLIT2,-0.03293504395435206,0.05004263597316372,-0.008023973758614486
PLTP,-0.004188075919437174,0.04538925602117475,0.028845734901506652
APOD,0.02321327666089552,-0.007897521691922274,-0.09701591673480672
B2M,0.026873914671328075,0.01612137634850059,0.048045729033146044
OMG,-0.014230335633891858,-0.0004987344877897934,-0.008221430922797325
CXCL3,0.04317582271079923,-0.03127339299051543,-0.012195422090002371
CXCL10,-0.036837098754979015,0.021377724367823512,-0.01938000156369165
RSPO3,-0.011237794945666709,-0.020355015319219565,-0.012743981040315816
CORT,-0.025201618061298905,-0.0060348067399843925,-0.033809385947955066
NCAN,-0.020087966204885968,0.03217599838702423,-0.044081648437749234
PRG4,-0.011091218981720066,-0.017223108260841252,-0.014899820493907819
ZG16B,0.12093658031559633,-0.009207362484446922,
TGM2,-0.0316354586493239,0.02551078827437905,0.002628577881915269
VEGFC,0.04028922957208228,-0.024793155554307337,-0.015205860718841425
WNT6,-0.0153405839888414,-0.02049065680433527,-0.013270907386175266
NRG4,-0.013498520878249477,-0.017688834137348442,-0.01773941012803669
PMCH,-0.01870351575029297,0.006781465019626782,
COL9A1,-0.014098219857977906,0.02138874892065946,-0.003863595427915753
GDF11,0.0034025521604036713,-0.008781800071451684,-0.00016450184679517584
SORBS1,0.008091290704308009,-0.004708835401566417,0.013235569765677559
DLL1,0.019510503770127842,-0.0382337812228284,-0.044264015237322665
TLN1,-0.03732587570070452,0.00882680499918701,0.03774677153811686
COL2A1,,,0.20383397800437036
SHH,-0.011525597545618283,0.052877664523184174,-0.011816199666596448
PON2,-0.026355105203037965,-0.019975340435682935,-0.056688468429994636
ICAM5,-0.017963461817730373,0.05217179588703019,-0.023076399673520397
HPX,-0.016864002385694847,-0.018068878223009822,-0.03003442125595169
SFRP2,0.0749172014089735,-0.01505922842574377,0.06540540973510085
CFC1,,-0.011587553354802164,
CD70,0.07289967343047285,-0.021614844182719573,
HP,0.06739807792907146,0.031188476071178806,0.07198248009968139
CXCL2,0.07148692814096716,0.03807257356407637,-0.02338709909869147
