,MGH258,UKF243,UKF251,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
POMC,0.005955595845302498,-0.03145812651114369,0.008961951787356575,0.038178947101653316,0.008136866137740008,-0.01926652622853246,0.08513789061567223,0.10674800903381838,0.012244074979707838,0.056700305828526455,-0.0494261691483459,0.06693005547942388,0.028131657834101976,0.00012979193298405227,-0.019731811803452362
CCL18,,-0.031988120894222614,,,,,0.10929030002829598,,-0.023135866831862348,-0.020824167439828664,0.012275664710306134,-0.02862411519444382,,0.02764166188088381,
CCL17,,,,-0.018966972088741162,,-0.020709020092340418,,,,,0.07370894736841846,0.06506616043838517,-0.010119667380922149,,0.14586416371864558
VEGFD,,-0.03604126260774618,0.06330628558331877,0.03359351936125785,-0.024018670031147712,-0.009340137857396265,-0.0165773391522077,,0.051463978189597484,,,-0.01647939040001151,-0.038815906287266874,,
TNFSF13,,,,-0.013082992853443687,,,,,,,-0.028023098997405644,0.006459453804512433,0.03824617303742233,0.14022021872950652,-0.005011845485737756
WNT5A,-0.007547092729986808,0.004929115777421445,-0.03471894847928255,0.04977886897535528,0.05340175491787597,-0.001710626189285261,0.06761355102663193,0.04535736092574144,0.07846673995660158,-0.024769951503732273,0.059343475372652686,0.01294358965689014,0.02170538142205985,0.042641887432607446,-0.03242671027945826
CXCL8,,0.041137480071830074,-0.01106163401896205,0.05831201177157839,-0.021913581122461657,-0.021360443459219815,0.025247926335677878,,-0.052901958229840444,-0.03666422540206929,0.12070987355795856,-0.0017129164285096716,0.012101320417767734,0.004320473794272573,0.06394040325279043
GRN,0.03382152780434473,0.06116409879858799,0.0199203083216124,0.03539830523295005,0.07743218990387753,0.0025052272679359335,0.019406956901638673,0.010052444029136475,0.02641093160484092,0.02725833717025467,0.02135856358712044,0.07586077645178466,0.02347706116555775,0.07093095031108047,0.016999415121368523
MIA,0.06744102507456091,0.04723802915797269,0.03425499371425627,0.032371564940962,0.02665041544448033,0.0023756667822051225,-0.022481850057766227,0.10621515704601191,0.0514009788158594,-0.043176784219222976,-0.03833215554685426,-0.006703899960875002,-0.03440774679870127,-0.007447120259302026,-0.0006827245472721226
COL4A4,0.08145053991379854,-0.03628182077058188,0.012836325135694021,0.07392678452513339,-0.014128254752033444,-0.021620857685973067,,,,0.0017609178470034883,-0.013955318880032937,-0.026386080729982896,9.166014534241704e-05,0.10969979617223966,-0.030336394048156006
TAC1,-0.01648513345293544,-0.04544015194938898,-0.017727398057409558,-0.0026039724537123246,-0.022993540790413797,0.0666679070844957,,,,,,,,0.027142114697632978,-0.0358315008140999
RARRES2,-0.06855073408489017,-0.045772833028297516,-0.03543961487270087,0.028983253667919772,0.02163130826993731,0.06817831071759836,-0.04176035199863886,0.03113503569555781,0.12713140016038524,0.07405037518641015,0.062467856320022275,0.012470428280904151,0.046187534054132576,0.04158608757605171,0.048561906748666984
FGF7,0.09448157421331295,0.02763594966144899,-0.0291006149287937,-0.033620717837107676,-0.02130704044204154,0.012598472596901432,-0.003770930108122516,0.00873276712737528,0.005641608608537865,0.0015820999258981039,-0.057599535112437344,-0.03382808901517901,0.015305460658460251,-0.024397097805764743,0.03157389165463839
EFNA2,,,,,,,,,,,,-0.01566255772369536,,,
HBEGF,0.10175957572568695,0.02077088855036231,-0.03520558324054408,0.01817487058069877,0.03694210455374209,-0.005828524826532642,0.0972996022124213,0.03307118379933799,-0.12621651664195085,-0.00029054993217576694,0.08558002754494506,-0.040774508268052304,-0.10081288084199724,0.012518424377847929,-0.14098298751703464
CSF3,,0.0629372639630576,,0.06764751620890784,-0.01494742159251555,,-0.024904571585247913,,,,0.1027330577702214,0.01838558092790763,,-0.023694511252976905,0.0007804986230987322
PI3,,-0.04298119305517835,,0.031808638852341246,0.14358436911338782,,,,0.10129378249762544,,0.09984145096718827,-0.012111204050376507,0.031544933794219084,0.009669217902108517,-0.04702210834449604
PCSK1N,-0.04345884843016755,-0.05728218169443467,-0.06422735553165668,-0.0283468222820823,-0.01930383194186688,-0.024010877620859416,0.0044527695984462315,0.05305280888780396,0.009264068646931486,-0.02842059117827745,0.033428008801462954,-0.009381351552166612,-0.015512288639013331,-0.039616061637888035,0.0738984430565248
NTS,,,,,0.04385450047912981,0.02162646589704851,,,,,-0.03406987505867277,-0.019081854405743247,,-0.015368981033753079,-0.012147003277900413
SFRP1,-0.0032042046192929945,-0.01021263518615628,-0.0663566805514182,-0.016549416288998597,0.0044907050309148135,0.07967342856091968,0.06871902436685573,0.11053303674094828,-0.022288292963732862,-0.0019708536726620856,0.07706403409474231,-0.04022662526589787,-0.037889885959341514,-0.009689472300072702,-0.020371113009745527
CXCL13,,,0.005623110856303081,,,,0.0546673328699566,,,,0.09054191239222123,0.07546650564903089,,-0.038650678583524244,
MICA,-0.04778726940143242,0.11422169909194964,-0.028807520601062467,0.03245365516124129,0.043429524084000234,-0.025157834836612953,0.031968949484513655,0.04932058396274057,-0.08738478531743504,-0.009895126803991348,0.08953315073116837,0.09588983427748789,0.006563839611464026,0.008855834185286465,0.0769729106270685
TG,-0.019091799325964224,0.012021499348456042,-0.024477677578562927,0.04703434463778968,-0.018040200546619384,-0.007508960287388947,0.04305581037890686,-0.037562904967625495,0.047586380922423885,-0.01364467645215069,-0.01940521474686721,0.012198998845283018,,-0.019500946864822125,0.07458751958895399
ADA,-0.04779429118695779,-0.012902516300156397,-0.050567622853418544,0.015252543376317937,0.06944457848626104,-0.006851962772932342,0.05828731102283418,-0.016181663930040585,0.05356951442685279,0.1151079587396916,0.09794300656432503,0.019725505292411735,0.028004290233485028,0.03154159866968124,0.04225187568872152
LAMC3,-0.03963002500159183,-0.0264710977886832,0.019890676725646015,0.014692712040942739,0.10815333495328182,0.05615766060995147,0.03394491067084819,-0.010488126501137182,-0.027659933759358313,0.015929591342517993,-0.03148304595032502,0.12804910690373938,0.006605019860002034,0.11329885240122975,-0.016547903218848036
CCL7,,,,0.14261587019769167,,,,,,,0.01889939034074487,,,,-0.030071609030037385
NGF,,-0.02090297176209661,,-0.029585487590325643,,,0.002343585352903892,,,-0.030946027552708567,0.010424676063154717,-0.015452026597429168,,-0.004182679820923471,-0.027460533063041158
TNFSF15,,0.13569396074126325,,-0.014378531204798428,,,0.008452543773496513,0.04062820703887099,,-0.03125287138836042,0.05967860249738971,,,-0.014713884703531768,0.06744564906241242
HMGB1,0.056279262198727295,0.02110516886144137,0.02266933554071127,0.030005417310531628,0.08594365558473142,0.007976027739748546,0.0453003532712316,-0.004021980614578855,-0.04164462977808108,0.0017577513806757371,-0.06005707491346164,0.01818927776046326,0.06396443546962814,0.03089501601676492,-0.03351328642953735
ITGB3BP,0.026831533615946077,0.05543614856333078,-0.02060576643293175,0.00544006220128261,0.06054547935590489,-0.020076747215889472,-0.01198298038397142,0.09079840341646503,0.09769386703568154,-0.02146338989698057,-0.032083962228674906,-0.005903326313027792,-0.0038357567688872057,0.009176235117890725,0.06063041725412854
AANAT,,0.025835282916219667,,-0.013082994249766612,-0.013482978782384816,-0.018762716076392513,,,-0.03245345516384722,-0.021689243298954584,-0.019202126528404515,-0.02107756056071312,0.05187412997070707,,-0.03181701640537797
RELN,-0.015827607805916112,-0.03604124390083924,0.015478054697258267,0.05727581828552833,-0.03956329016756268,-0.02012624982018455,,,,,,,0.0418599326312621,0.08619712399323183,
IL15,-0.04411532553065897,-0.020203956533461465,-0.009206823574746822,-0.004681729555355689,0.03992877692910117,-0.029879349092965593,0.06715495645869989,0.17849770200357348,0.1273371890151137,-0.03666432122727646,0.03081929166434968,0.019914073458047354,-0.02720093611895852,-0.025552309832495478,0.014163142840593564
UTS2,,,,,0.018842419648260098,,,0.06007300537636175,-0.012491031337934853,,-0.0163520160962673,,,,
BSG,-0.09551878951145308,-0.060980940561004233,0.03839549743279474,0.010430933192905738,0.0017804116288624291,-0.03295595860849259,-0.00024374575810549628,0.11418680079350574,-0.00353635926928144,-0.028296266271820327,0.08734338909619986,0.054839463893194704,-0.0027360878738844152,0.042174842035478874,0.01249152594332727
ADAMTS3,-0.07162633075890092,0.029205941932944433,-0.013402396120658857,0.0027907230659729118,0.024979958034084242,0.019090393870923282,0.005847382265199856,0.10315455194088226,-0.013891097605071803,-0.025970660794002214,0.023500366107911178,0.01312062487258792,0.026027780361669212,0.06983817937864757,0.06017262518520936
CD34,-0.01647484481168014,0.06952633192017649,0.01673340743136491,0.0011085571166461958,0.05071604296810733,0.007367650947119736,0.03233241769844573,-0.0784149860004051,0.028156455483757583,0.006257018244458928,-0.0027081973735717984,0.0545161216127129,0.08271454232763609,0.07252262035133245,-0.021844426716043967
CCL23,,,,,0.03418340219772927,,,0.08680935071234464,,,,,,,
PLAT,-0.0180081175396241,-0.019027180318745972,-0.018562959756523105,0.003635669328915823,0.08768606232201347,-0.0156554154223238,0.002381907917634814,0.01999241154141612,0.02774229351045531,0.03423038307453201,-0.0691060962110291,0.0595296739821442,-0.09060691664899696,0.03929327050142901,0.05934757924858879
NTF3,,,,,,,-0.022108555548703238,,,,-0.01064944655613678,0.02421472681664359,,0.004700639182948576,
LTA,,,-0.01800096103054196,-0.01654941551479089,,0.012075301093010696,,,,,,,,,-0.0026906307893083355
CKLF,0.009081170858447393,0.0770687830947539,0.02685126530629451,-0.03386589850639827,0.06452731906341444,-0.003204441203742394,0.023267810684072653,0.11316719303982542,0.024952869594032104,0.05181495437816892,-0.0049626231346418265,0.026381374544661336,0.010108170839249274,0.02524461392141578,0.05627222593651638
APELA,,,,,,,-0.029236545121564785,,,,,,,,
CD24,-0.018716501188151043,-0.009362125783709022,-0.06165185288650089,0.049589154087779835,0.037831428847651366,0.07237254470119778,0.06405606517920492,-0.018431705386103305,0.13274850909468555,-0.03773079217690598,-0.034256112320245335,-0.037704541101833404,-0.0005293418315209318,-0.03182006944327733,0.022107091157838772
HSP90AA1,0.02042936360783193,-0.14001239745777722,-0.03951997810891642,-0.0068771602212115,-0.04783556709479074,0.1350132044392889,0.014564937714822103,-0.060551641033251655,-0.09178723915269509,0.04093180657264379,0.06784881794219232,-0.04161816862829376,-0.027948216120376422,0.01664123688578719,-0.11540675254917224
BMP4,0.07435763771180856,0.051122058943928655,-0.01908207390881257,-0.008145404965085598,-0.004480178207113616,-0.01471350092925799,-0.049320426618314685,-0.02408151614178949,0.060634310863841565,-0.02382527725082827,0.019468244070389034,0.017530459866613165,0.04031359104376828,0.0379018693843489,0.04653677219025983
SCGB3A1,,,,,,,-0.008088003224266503,0.036727165326361375,-0.052565201009949096,,-0.03331476406606373,0.05343194365975863,,0.04176214835166826,-0.009806245135512216
IGFBP4,0.0020722260851210855,0.05375261800087918,-0.027856606647561635,-0.020906137230042223,0.07635978669460274,0.01468122234798913,0.026895025506842793,-0.06650305634772168,0.010956730737796948,-0.08404134697995023,-0.0025734970485124177,0.06533125069207588,0.012757983046110564,0.07245351122472707,-0.0277132198128407
RSPO4,,-0.025535123058974592,0.03845607790679124,-0.002484465474994034,,0.059602325690966546,,,,,,,,0.01592828198268481,0.02988000186325131
LEFTY2,0.032141182913935154,-0.013939148792296574,-0.01822204021997953,0.03716339508940039,0.07377432145298207,0.03837962360983013,-0.01793242538616739,-0.050942929689303446,0.09419991601364996,-0.027717014776318032,-0.018580602234009383,-0.018009127335069826,-0.010611445934987494,-0.02798503331560056,0.028009344142288024
PF4,,,0.00411905059210618,0.11540975870897127,,,,,,,,-0.014355818523153879,,,0.011189340692562486
ANGPTL2,0.04870390635974265,0.07143711124241656,0.0030838817434780596,0.020162124467796475,0.054052921939598327,-0.024189828445474126,-0.049667150216456984,0.08108130010115368,0.15860723544594008,-0.012108765693661797,-0.006237157024443021,0.050215734620194956,-0.007056462552840413,0.03472502824694692,0.02636336606270907
LRIG2,-0.010831068198983837,0.1275405911683418,-0.0014805508355648096,0.014404721414845407,0.013160459273340057,-0.02187602250605415,0.05742378387192383,0.08771554060869113,-0.005124436815846538,-0.0014883391495756704,0.04754754801987671,0.07095970162627974,0.08638034295241598,-0.016199573388170803,-0.0015871595596459384
ICOSLG,-0.018008177212365487,-0.011491499547032737,0.008345343827403455,-0.005888557735395558,0.012786453829997668,0.02939319134871228,-0.023583482950566403,0.0670800552747492,-0.049838076219174576,-0.04460756341403654,0.03253972719670615,0.03273206494893627,0.029131796122385752,0.020740772871376743,0.07999124230856777
WIF1,,-0.05942431247432874,,,-0.07098151539326414,-0.016218347775098344,,,,,,,,0.02043194825447484,
NPPC,-0.03431007435973846,-0.05211347374680202,,-0.01747598651375606,0.027658797775860788,0.023073523917757428,,0.0009708261946657766,-0.0218764428499,-0.025970610915792995,0.01011411683271679,-0.01175219234088071,0.013846036364643243,-0.03733510210576801,
LYZ,0.08393492190867317,0.050561304377590245,-0.0002041552030968251,0.0630072433390859,-0.0028340850753964648,-0.022778916939102545,-0.010775482000698175,0.05001161620049235,0.028468301051489717,-0.03908136948157577,0.04530297009871488,0.06393721002880219,0.12163665883978839,0.012310399914527039,0.022685545860840685
EREG,,,,,,,-0.0209691726022166,,,,0.09411671042733678,0.06138578061753131,,-0.010900320198692163,-0.03205066571268266
SPTAN1,-0.0012909227722859129,-0.011100966076379845,-0.03049455955312568,-0.05580120273415108,-0.003622508606934071,0.02184954756009694,0.00689961961437765,-0.06256622298079523,-0.014947542880106674,-0.01073759087037075,-0.023666327569123367,0.04460017054042856,0.05208509414005906,0.025156652518728253,0.08299415952922151
PTH2,,,,,,,,,,,,,,0.055535095384744784,
LIPC,-0.004920527612755359,0.08342607672370207,-0.024644227687458938,-0.020245426613888645,0.11776660656737256,0.012018173214488477,0.004314800732744987,0.0717903594561929,0.0975185246509137,0.043728313900515334,,,0.03148495434936467,,0.04525414033028162
COL8A1,0.1872311618527723,0.08924132289710103,0.023147428169005103,0.0005412355781576558,0.013980238294229095,0.00998737628445444,-0.08404726727466665,-0.06085549065639627,0.01754820664903735,-0.012895913141896446,-0.033078736969699096,0.049834424487198936,-0.10739459412683706,0.0793228249757398,0.03029647368251276
GSTM2,-0.03513857132172606,0.017343063790048453,-0.026531110014371383,0.04866165022154207,-0.01922155209008934,-0.02568302192505578,-0.028485918191764752,-0.04129719860060468,0.038591393063549875,0.02696656443126682,-0.015540393735345843,-0.014557492905886874,0.054631158837674484,-0.0436883992895587,0.058527386824064505
IL4,,,,,,,,,-0.0005072365040623178,,,,,,
SPX,-0.01691198654521597,-0.05359127296010114,-0.033330208256737534,-0.024229174640750282,-0.04728604074528049,0.016678321172894268,,-0.03911632401063689,,-0.061310106471278165,-0.022068690410529224,-0.0178245836369357,-0.02838170505479458,0.05211038442611934,0.14640450689796283
MFGE8,0.015983747103263102,0.07455498664257021,0.037309118908575765,-0.05176800863656529,0.08715425154426958,0.03606967776927773,-0.08985483359726637,0.07839680962280181,0.09638874196864151,-0.015279151665139946,-0.007624884166934881,0.03577394850482528,0.0027038662313216832,0.03539822283703936,0.022005355355943765
TGFA,0.013732776313685358,0.02217201739249647,0.07606914689417418,0.044724180015142084,0.02678469735934424,-0.018997127486370217,0.0013495484755664132,0.07117452792880373,0.007129094090166923,0.03859885386124589,0.0053386228021407925,-0.06129510393479126,0.017096290531848135,-0.009204141496575993,0.059327414802340044
SLIT2,0.027678693674502437,-0.051748651791183736,-0.04269553108228574,-0.007934731433687258,-0.04480187309018063,-0.024459826305257396,-0.034730455080952925,0.06327439134471649,0.060975751902705266,-0.029370464174314947,-0.031614912875319694,0.022779820647172985,0.09283802086662757,0.05151984313709429,0.018777290976455165
PLTP,-0.04247352191980063,0.00473876241259167,-0.05446202874984558,-0.045995743288407734,0.04637535441972686,0.033616404989141827,0.03515621892527382,0.024430094573999063,0.070509865990369,-0.03136556683285651,-0.0024185831960648304,0.11879132745320464,-0.031838068422234266,0.06267898976984,0.0416145389305581
APOD,0.048256224851660784,-0.07993367409350885,0.04206171163080616,-0.028554961376339665,0.019924949704202114,0.080230859823853,-0.009175405831410867,-0.1678336277914818,-0.056244745305199136,0.053213012178488846,-0.01711179861408464,0.07382610670012724,0.013965072565409903,0.1332618919901469,-0.0504139183555097
B2M,-0.0007673716463449147,0.03945086445974337,0.028326011407733484,0.03792647943510127,0.08836687426584866,0.031713890338328776,0.044467070483337846,0.06976801465004819,0.1292817215698452,0.009966819041314355,0.04296352464604762,0.12635923331412266,-0.05357699182504054,0.04949164841332011,-0.039628871809804164
OMG,0.04573767482697192,-0.009868156142259615,0.016114195015626484,-0.02566805301597115,0.007554233602505815,0.018105271519687535,0.10058638712831225,-0.08114032892866083,0.10331652271885611,0.01850225662773153,-0.04856675065467186,0.04570578442117539,0.03536006150908605,-0.02388229841612038,0.14092467100516956
CXCL3,0.04415518660500842,0.04780656114707737,0.04608746790393852,-0.0038674965456418223,0.1769298607093614,-0.033079284897578505,0.0609438625209291,0.0679214042375753,-0.03771827210314202,,0.1311056447595104,0.017824560982932926,-0.0014228965151810975,0.014510001107378141,-0.0024497725984003347
CXCL10,-0.07843402935911395,0.07291840810858191,0.02468495130869344,-0.011309687575503088,0.08181441566993557,0.03306466354486186,0.06673065899343794,0.09813392099265206,0.03570825318728607,0.006561978125729992,0.19074378370783426,0.00220406641918781,0.00988732655529415,0.012672852447760376,0.04719344133156556
RSPO3,,,,-0.013082993283081464,-0.022139766087212007,-0.03174305370008797,,,,,0.009894515992110133,-0.009997981627287076,,0.06908362398630727,0.10503575231845129
CORT,0.005207836248261905,0.07557776081101669,-0.017753965727608106,0.011226242064990247,0.0020278708546808974,0.09706899986855376,,,,,0.011158761087659985,0.03912097409864582,,-0.03422435641694822,
NCAN,0.11060381744882163,-0.03815527620071335,-0.045968950482513704,-0.06421800142821125,0.012697589591371742,-0.07353890133970004,,-0.04071208392077453,0.009380483168045423,-0.017867119837255332,-0.10442822898406696,0.03590994293416919,-0.07598495493483294,0.01033990318707381,0.041196314042643394
PRG4,,0.023918307804352335,,-0.012912350166611844,-0.019179052515547922,-0.005550304360331098,,,,,0.013219395323729139,-0.022166816403375637,,0.04782144793737106,-0.010307798615191176
ZG16B,,,0.0134865074512207,-0.014986361545435072,-0.020706869249801634,-0.014358613697726263,0.04493644133825545,,,-0.02411117717764093,,,,,-0.02574284294977971
TGM2,0.043788569481340855,0.061018327675817614,-0.04045558953980713,0.005879600418448812,0.09120098198715382,-0.013049405828274883,0.03600249468406964,0.0005417726834537699,0.017048064418022407,0.0004965597660584595,0.07215334880010106,0.04511795841924023,0.023031624774072442,0.05946134356533366,-0.021350396407197103
VEGFC,0.004995466342129542,-0.02803520615858489,-0.011930102654789276,0.06374894348428492,0.1288347407954835,-0.03866420416848827,0.07162945508316734,-0.040335258504424605,-0.08755209014857684,0.013171447915957847,0.06576973381090108,0.038120752004575376,-0.04228529073439322,0.08575119726484147,0.03715794972468737
WNT6,,-0.03555611023028105,-0.018222040698207924,-0.017859442911614013,-0.0188600867607859,-0.02262166655903454,-0.02645238430256736,,0.01992619422535995,-0.02292973232667775,0.07680995056823679,-0.012892493658205871,,-0.02731066958983963,0.0691623483668975
NRG4,,-0.026497674646571157,,0.0027017528697214866,0.039900384398283154,-0.027585221779893466,,,,,,,-0.03395447769128886,0.0015542294267925688,-0.0018852018705879843
PMCH,,,,0.07527506086014576,,-0.021017033556010527,,,,,-0.022247847509550445,-0.0018587087657074392,,0.07779025489833534,0.05066920500914029
COL9A1,0.0372282444082095,-0.04128007081826144,0.007475342184297939,0.05448109882171784,0.008246253376234762,-0.031232806988248516,,0.06580480451144897,0.052311120217587936,-0.045036087403288856,-0.003985506424239898,0.05202859414539671,-0.01856163834743349,0.010145595723812757,0.09847657397215766
GDF11,-0.03443746181161388,0.017813569162243914,-0.03518146062711923,-0.01285292111312293,0.037351503824691594,-0.03669779611847279,-0.0006801678549244987,0.048502182682811625,0.026104380473966193,0.07067103787603614,0.010898278744056982,0.051983224482735325,0.05975285504561461,-0.04713105854410698,0.06892648545441736
RAET1E,,,,,,,,,,,,,,,0.04045149804347382
IL24,,,,,,,-0.014917472008877426,,,,0.11172182339035648,-0.014126922295568688,,,
SORBS1,0.04921172625422226,0.07310650879641852,-0.0015245725860901522,-0.039593863664638414,-0.028602260774602317,-0.04555291226875991,0.014377037960381913,-0.09071260633226924,0.10924383898737301,0.03740172620773481,0.0035736730957364304,0.03314090938691671,0.04563845835463513,0.004078370695679401,0.02683311639390627
DLL1,-0.0023476817755730428,-0.06130224596631539,-0.050187883439948046,0.01899232307102762,0.0011203530860995777,-0.017807334566151294,-0.024428394084980855,0.06498521256265272,0.11178058561081507,-0.027092938170643194,-0.04509969709603459,-0.03855622948191821,0.026400249654483537,0.022872256983722344,0.019359569532783616
TLN1,0.03166984579963828,0.049301973755519445,-0.03253074467104204,-0.02878839809019405,0.05902649096189074,-0.07732434756672532,-0.06466831233826804,0.03374466862663109,0.010088993723850203,0.09462069200398368,0.01639417948830675,0.04126945155637377,0.0002818234495376831,0.0630933318210368,-0.010126902730195345
COL2A1,0.00885124566469235,0.060636619027281985,,,0.07113418708481627,,,,,,0.025493073241519375,0.008170505226515946,,-0.032960223748094666,0.017271359664599025
SHH,,,,0.02969590103929723,0.09388962881644165,-0.020976652758897475,,0.1269409682034038,-0.15238896697162235,,-0.01739145175919796,0.10793446627442743,-0.0029673784291043186,-0.05139900255662417,0.03997642724923929
PON2,-0.07352378760408336,-0.009458640395438993,0.06416132352652078,-0.05970609304217543,0.07063541818899836,-0.025089118271510044,0.07878987507653758,0.089815268660067,0.080607654197885,0.04381938146108679,0.034185292253797704,0.037935855854640224,0.03090779809250871,-0.027103030538126495,0.1111190900756055
ICAM5,,-0.005903517348013305,0.003815840874326099,-0.020912986171978416,-0.034592439647585876,0.0024207858068953252,-0.014121220147164616,,,,0.10251435092772788,-0.03508569493237837,,-0.04234713073368256,0.004476165782549623
HPX,-0.020368735530414715,-0.02808489752518826,,-0.032647945579161036,0.09840654935152228,-0.028177889465491286,-0.02803924850459389,-0.020185821505827862,0.046780734069397215,0.09848518095900247,0.027049861003155765,0.0834489971986439,0.048057075862780615,0.021247740746602784,0.11691389219698127
SFRP2,,-0.0014714718765069087,,0.05865160408141748,-0.014128250591775741,0.0010135219546223353,-0.014722227204348109,0.022960946383269103,0.005562216400416706,-0.03454189486660206,-0.0019055009172795473,0.00237126111356443,-0.0564450197025382,0.03002326063718509,-0.04370533142336696
CFC1,,,,,,0.09107992948263673,,,,,,,,,
CD70,,,,0.04197672355432209,,0.12940706319355583,-0.018299546017122265,,,,-0.020824178697309945,0.091989912943465,,0.08218015684080378,-0.01139299258560027
HP,0.09248633030957978,0.005041837128199107,,-0.004338199555633629,0.006893691505124939,-0.01008892495158956,,0.030399556950414682,0.05111995731408027,0.0028687270429678946,0.11565652871424395,0.07173596378090492,-0.043486943515984595,0.009905700011107112,0.011147325717552984
CXCL2,0.07720282122826895,0.050257029157223174,-0.03869170441025364,-0.04211376516101037,-0.005208065595959534,0.05074745600138495,0.0871446548818001,-0.0420217333469952,0.11210484291689371,,0.11833929004177754,0.05568354711014167,-0.006276838828880205,-0.006672516531634561,-0.003578047157681087
NPPB,,,,-0.0005108500050382646,,-0.01582322272047634,,,,,-0.0012079191519497319,0.013515527629803441,,0.039519187891770106,-0.030955901398376912
CCK,-0.04102550880681481,-0.093687511643433,0.013183521960703156,-0.017031435957519298,-0.046885231323695264,0.024317056626036292,,-0.05284574847293875,,-0.030009340160033395,-0.02859272893307986,0.05286234247750626,0.022932489664404376,0.03592433253151424,0.0231142823610744
SEMA6A,-0.07983878539620247,0.001956105641675671,0.020389717310303847,0.02359801196778027,0.001207319274010962,-0.031774509247400134,0.0036165845683075425,0.02601514199394779,-0.11678143118600184,-0.05374430680425964,0.02318609592341959,0.0448142012548065,0.01184285389908972,-0.005960040687517203,0.05562142615760953
IRAK4,-0.01145553098785734,0.02574964579415605,-0.03599371524559682,-0.03138461790969144,0.046282362165309905,0.01806369574390817,0.08173386871974729,0.03812926516007347,-0.010918051287049863,0.02465707971090494,-0.06817995243965044,0.04560995334059174,-0.036068693738692766,-0.0008276304907937268,0.11524041539758631
GSTP1,-0.0663071117924193,0.021497271115675908,-0.029496132915174663,0.0041797918944224835,0.044562000372310534,0.024484772794994503,-0.03881173574177684,0.04802176309442281,0.033969646392627895,0.0002289538364874758,0.006442811285746163,0.0032652031392206068,-0.008897997680910274,-0.025034580242049582,0.02573608239281681
